Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
LaMarcus Aldridge,25.3,POR,Big,258,0,-60.1,-69,26,-7.8,23,-3.5%,25,+2.0%,64,+1.7%,35,-3.1,0,+52.3,0,+31.6%,50,-0.1%,56,-1.2%,48,-0.6
Ray Allen,35.3,BOS,Wing,360,98,+33.0,+58,95,+19.6,98,+10.8%,81,-3.5%,55,+0.7%,18,-7.0,89,-13.4,97,-7.6%,64,+0.8%,47,+0.2%,53,-1.2
Tony Allen,28.8,MEM,Combo,348,40,-2.9,-8,32,-6.9,27,-3.0%,51,-0.1%,32,-2.1%,63,+1.8,66,-4.0,36,+1.4%,65,+0.8%,66,-1.9%,79,-7.2
Ryan Anderson,22.5,ORL,Big,145,92,+17.1,+40,99,+24.7,93,+7.6%,43,+0.5%,99,+13.2%,89,+9.9,23,+7.7,10,+6.8%,69,+1.0%,55,-1.2%,78,-6.6
Carmelo Anthony,26.4,NYK,Wing,155,12,-17.3,-39,46,-2.0,49,-1.1%,6,+5.3%,73,+3.0%,39,-2.4,9,+15.4,32,+2.3%,40,-1.1%,2,+11.1%,12,+8.2
Joel Anthony,28.2,MIA,Big,572,77,+8.5,+22,66,+4.3,51,-0.6%,78,-3.2%,74,+3.3%,19,-6.6,69,-4.2,88,-5.4%,45,-0.7%,4,+8.9%,93,-9.7
Trevor Ariza,25.3,NOH,Wing,240,45,-2.0,-3,69,+4.9,52,-0.6%,79,-3.3%,59,+1.1%,50,-0.2,25,+7.0,13,+5.2%,60,+0.4%,93,-5.6%,32,+3.1
Darrell Arthur,22.6,MEM,Big,197,8,-20.2,-45,18,-10.8,25,-3.3%,36,+1.1%,18,-5.0%,4,-12.2,19,+9.5,39,+0.8%,45,-0.7%,17,+4.7%,18,+6.1
Omer Asik,24.3,CHI,Big,136,34,-5.6,-14,22,-9.7,40,-2.1%,30,+1.5%,37,-1.5%,22,-5.5,68,-4.1,83,-4.3%,84,+2.7%,16,+4.8%,31,+3.4
J.J. Barea,26.3,DAL,Combo,384,12,-18.5,-40,54,-0.2,58,-0.1%,88,-4.0%,22,-4.3%,26,-5.0,7,+18.3,20,+3.9%,37,-1.2%,6,+7.9%,16,+7.0
Matt Barnes,30.6,LAL,Wing,125,54,+0.2,+0,25,-8.2,17,-4.7%,7,+4.7%,96,+8.3%,42,-2.0,80,-8.4,79,-3.9%,49,-0.4%,52,-0.5%,62,-2.7
Brandon Bass,25.5,ORL,Big,138,15,-15.0,-35,2,-24.3,7,-8.9%,50,-0.1%,0,-18.1%,44,-1.6,81,-9.2,67,-2.5%,79,+2.2%,91,-5.5%,19,+6.0
Shane Battier,32.1,MEM,Forward,337,61,+2.4,+7,72,+5.2,72,+1.7%,62,-1.0%,52,+0.4%,51,-0.0,38,+2.9,43,+0.7%,27,-1.9%,74,-2.9%,26,+4.1
Nicolas Batum,21.9,POR,Forward,150,24,-10.2,-21,64,+3.9,89,+6.7%,18,+3.0%,58,+1.0%,38,-2.5,12,+14.1,60,-1.7%,77,+1.8%,1,+12.0%,0,+23.8
Marco Belinelli,24.6,NOH,Wing,171,21,-11.9,-26,9,-16.1,36,-2.6%,11,+4.3%,75,+3.3%,1,-21.0,69,-4.2,45,+0.7%,92,+4.3%,77,-3.3%,64,-3.3
Mike Bibby,32.5,MIA,Point,413,16,-13.6,-34,21,-9.7,20,-4.5%,52,-0.2%,42,-1.0%,12,-9.1,36,+3.9,40,+0.8%,16,-2.9%,15,+4.8%,81,-7.2
Steve Blake,30.7,LAL,Point,144,50,-0.8,-2,52,-0.5,41,-2.0%,36,+1.0%,91,+7.1%,32,-3.4,47,+0.3,58,-1.2%,8,-3.8%,58,-1.4%,84,-8.2
Keith Bogans,30.5,CHI,Wing,307,60,+1.9,+5,45,-3.1,39,-2.4%,72,-2.0%,46,-0.4%,23,-5.5,71,-5.0,44,+0.7%,69,+1.0%,69,-2.3%,93,-9.6
Matt Bonner,30.6,SAS,Big,122,40,-3.0,-7,85,+10.2,44,-1.8%,100,-9.7%,68,+2.2%,21,-5.6,12,+13.2,3,+8.3%,38,-1.2%,22,+3.7%,97,-12.1
Carlos Boozer,28.9,CHI,Big,506,48,-1.2,-3,64,+3.3,61,+0.3%,76,-2.5%,48,-0.3%,34,-3.2,32,+4.4,33,+2.2%,29,-1.8%,45,+0.4%,56,-1.9
Chris Bosh,26.6,MIA,Big,831,73,+6.8,+18,20,-9.9,40,-2.1%,20,+2.8%,50,-0.0%,62,+1.8,94,-16.7,66,-2.5%,94,+4.6%,90,-5.5%,69,-5.1
Elton Brand,31.6,PHI,Big,183,97,+29.1,+32,100,+31.6,100,+14.3%,98,-6.1%,92,+7.1%,78,+4.4,39,+2.5,30,+3.0%,82,+2.6%,94,-6.0%,50,-0.7
Ronnie Brewer,25.6,CHI,Forward,247,32,-6.1,-15,31,-7.2,36,-2.6%,29,+1.6%,70,+2.4%,66,+2.6,55,-1.1,76,-3.5%,31,-1.6%,26,+2.8%,39,+2.0
Shannon Brown,24.9,LAL,Wing,158,20,-12.0,-28,51,-0.7,26,-3.2%,26,+1.9%,87,+6.1%,72,+3.5,16,+11.2,7,+7.6%,17,-2.9%,86,-4.3%,37,+2.2
Kobe Bryant,32.2,LAL,Wing,353,67,+5.0,+13,76,+7.3,86,+6.3%,84,-3.7%,4,-8.7%,64,+2.3,40,+2.3,50,-0.3%,70,+1.1%,25,+3.0%,45,+0.2
Andrew Bynum,23.0,LAL,Big,318,30,-7.4,-19,21,-9.8,50,-0.8%,44,+0.4%,40,-1.3%,2,-19.0,61,-2.3,53,-0.5%,63,+0.5%,40,+0.8%,98,-16.4
Marcus Camby,36.6,POR,Big,166,75,+8.1,+15,27,-7.5,42,-1.9%,40,+0.7%,30,-2.8%,21,-6.0,93,-15.5,74,-3.3%,66,+1.0%,83,-4.0%,83,-7.7
