Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,31.3,HOU,Big,154,65,60.0%,88,83%,26,17%,0,0%,15,17%,0,0%,0,0%,0,0%
Bam Adebayo,27.3,MIA,Big,233,18,48.9%,18,23%,85,37%,79,13%,85,50%,71,13%,44,15%,53,28%
Santi Aldama,23.8,MEM,Big,177,59,58.7%,3,14%,71,28%,56,8%,65,36%,85,17%,91,33%,88,50%
Nickeil Alexander-Walker,26.2,MIN,Wing,300,25,48.6%,58,24%,46,15%,58,5%,42,20%,67,23%,33,32%,58,56%
Jarrett Allen,26.5,CLE,Big,261,97,72.1%,82,72%,65,26%,26,3%,44,28%,0,0%,0,0%,0,0%
Giannis Antetokounmpo,29.9,MIL,Big,187,74,61.1%,76,60%,32,19%,94,17%,68,36%,0,0%,29,4%,29,4%
OG Anunoby,27.3,NYK,Forward,703,35,50.6%,70,32%,39,14%,57,9%,48,23%,70,23%,39,22%,61,45%
Paolo Banchero,22.0,ORL,Big,230,12,46.7%,26,26%,82,34%,100,21%,94,55%,0,0%,53,19%,35,19%
Desmond Bane,26.4,MEM,Wing,211,17,47.0%,38,18%,92,26%,88,12%,96,38%,13,9%,42,35%,29,44%
Nicolas Batum,35.9,LAC,Forward,170,87,59.1%,0,0%,0,0%,0,0%,0,0%,100,42%,96,58%,100,100%
Malik Beasley,27.9,DET,Wing,163,29,50.0%,25,12%,29,9%,38,3%,21,12%,75,24%,71,52%,79,76%
Anthony Black,20.8,ORL,Combo,107,68,52.4%,95,37%,58,24%,32,4%,42,28%,53,9%,21,26%,21,35%
Bogdan Bogdanovic,32.2,LAC,Wing,114,4,41.5%,33,17%,79,21%,79,10%,83,31%,21,10%,58,43%,42,52%
Christian Braun,23.5,DEN,Wing,544,50,53.4%,88,41%,38,13%,42,3%,33,16%,58,17%,21,26%,25,43%
Mikal Bridges,28.2,NYK,Forward,705,39,51.5%,26,20%,100,37%,78,12%,100,49%,30,14%,22,17%,26,31%
Dillon Brooks,28.8,HOU,Forward,205,43,52.4%,17,18%,74,31%,74,11%,78,42%,39,17%,43,24%,43,40%
Jaylen Brown,28.0,BOS,Wing,402,29,50.0%,79,29%,100,29%,100,15%,100,43%,4,6%,13,22%,4,28%
Jalen Brunson,28.2,NYK,Point,680,36,52.3%,43,20%,86,36%,71,13%,79,49%,43,4%,43,27%,21,31%
Thomas Bryant,27.3,IND,Big,146,82,63.3%,56,43%,9,14%,0,0%,9,14%,97,29%,41,14%,82,43%
Jimmy Butler,35.1,GSW,Forward,436,26,50.3%,91,39%,65,28%,87,14%,74,41%,22,8%,4,11%,0,20%
Kentavious Caldwell-Pope,31.7,ORL,Wing,189,0,32.9%,8,5%,8,3%,92,13%,29,16%,83,26%,75,53%,83,79%
Wendell Carter,25.5,ORL,Big,188,62,59.6%,71,48%,38,20%,53,7%,38,27%,76,14%,38,11%,47,25%
Alex Caruso,30.7,OKC,Forward,561,78,57.3%,83,38%,22,7%,26,2%,22,10%,65,22%,61,30%,65,52%
Mike Conley,37.1,MIN,Point,356,0,40.6%,21,11%,43,24%,7,3%,21,27%,86,20%,71,41%,86,62%
Cade Cunningham,23.1,DET,Combo,247,5,44.6%,84,32%,95,41%,53,8%,89,49%,0,0%,5,19%,5,19%
Stephen Curry,36.6,GSW,Point,318,79,60.4%,7,8%,21,21%,57,12%,29,32%,57,8%,93,52%,71,60%
Donte DiVincenzo,27.8,MIN,Combo,369,21,48.0%,16,16%,16,14%,5,2%,5,15%,84,23%,89,46%,100,68%
Luka Doncic,25.7,LAL,Point,207,43,52.5%,50,21%,57,31%,50,11%,57,41%,7,1%,50,37%,43,38%
Luguentz Dort,25.5,OKC,Wing,665,38,51.5%,21,12%,13,5%,17,2%,8,7%,79,25%,88,56%,88,81%
Kris Dunn,30.6,LAC,Combo,151,37,50.0%,63,25%,0,11%,0,0%,0,11%,100,34%,32,30%,89,64%
Jalen Duren,21.0,DET,Big,203,88,65.0%,91,83%,18,17%,0,0%,12,17%,0,0%,0,0%,0,0%
Tari Eason,23.5,HOU,Forward,131,74,57.0%,87,39%,35,14%,43,7%,43,20%,74,23%,26,18%,48,41%
Zach Edey,22.6,MEM,Big,172,65,60.0%,85,73%,53,23%,47,5%,41,28%,0,0%,0,0%,0,0%
Anthony Edwards,23.2,MIN,Combo,584,74,53.8%,89,35%,21,17%,58,9%,26,26%,32,5%,63,34%,42,39%
Dorian Finney-Smith,31.5,LAL,Forward,169,52,53.4%,61,31%,9,3%,0,0%,4,3%,96,34%,65,31%,78,66%
Darius Garland,24.8,CLE,Point,147,21,49.2%,29,12%,64,32%,79,14%,64,46%,14,1%,64,41%,57,42%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,29,49.9%,71,24%,50,29%,100,26%,100,56%,0,1%,14,19%,7,20%
Rudy Gobert,32.4,MIN,Big,411,56,58.2%,94,86%,6,14%,0,0%,6,14%,0,0%,0,0%,0,0%
Aaron Gordon,29.1,DEN,Big,521,38,55.1%,62,45%,21,17%,50,7%,29,24%,68,12%,56,20%,71,32%
AJ Green,25.1,MIL,Wing,134,96,71.1%,0,0%,21,8%,25,3%,17,11%,88,32%,92,58%,96,89%
Draymond Green,34.7,GSW,Big,418,6,45.5%,24,25%,24,17%,44,4%,24,22%,91,21%,88,33%,94,53%
Jalen Green,22.7,HOU,Wing,214,8,44.8%,67,26%,88,24%,46,3%,79,27%,17,9%,50,39%,33,47%
Rui Hachimura,26.7,LAL,Forward,182,96,62.3%,52,28%,43,16%,30,3%,30,19%,78,28%,52,26%,70,53%
Tyrese Haliburton,24.7,IND,Combo,770,89,56.4%,47,20%,47,21%,79,12%,53,33%,26,4%,84,42%,63,47%
Tim Hardaway Jr.,32.6,DET,Forward,188,9,45.1%,9,13%,17,7%,52,8%,26,15%,61,21%,91,51%,87,72%
James Harden,35.2,LAC,Point,275,50,52.5%,79,26%,79,32%,0,1%,36,33%,29,2%,57,39%,50,41%
Tobias Harris,32.3,DET,Forward,232,57,53.6%,35,22%,91,33%,96,16%,96,49%,48,17%,13,12%,17,29%
Josh Hart,29.7,NYK,Wing,641,54,54.2%,96,46%,54,18%,21,2%,50,21%,25,10%,17,23%,13,33%
Isaiah Hartenstein,26.5,OKC,Big,515,76,62.4%,74,51%,91,45%,41,4%,82,49%,0,0%,0,0%,0,0%
Sam Hauser,26.9,BOS,Forward,106,70,56.3%,4,8%,0,0%,35,4%,9,4%,83,29%,100,58%,96,88%
Tyler Herro,24.8,MIA,Combo,225,79,55.7%,42,19%,74,31%,68,10%,68,41%,21,3%,68,36%,47,40%
Buddy Hield,31.9,GSW,Wing,338,46,53.1%,42,19%,42,13%,75,8%,46,21%,46,14%,67,47%,63,60%
Haywood Highsmith,27.9,MIA,Forward,139,100,71.9%,22,19%,26,9%,0,0%,17,9%,87,31%,78,41%,83,72%
Jrue Holiday,34.4,BOS,Combo,263,95,56.8%,79,31%,53,23%,37,5%,37,28%,63,10%,37,31%,53,41%
Chet Holmgren,22.5,OKC,Big,684,26,51.3%,65,45%,15,17%,62,8%,35,25%,65,9%,65,22%,65,30%
Al Horford,38.4,BOS,Big,347,53,57.7%,15,21%,59,24%,68,8%,47,32%,74,14%,94,33%,85,47%
DeAndre Hunter,26.9,CLE,Forward,185,43,52.4%,30,21%,83,32%,65,10%,83,42%,4,3%,70,34%,39,37%
Jaren Jackson,25.1,MEM,Big,211,15,47.8%,6,14%,100,58%,24,2%,97,60%,62,8%,50,18%,50,26%
LeBron James,39.8,LAL,Big,203,35,54.5%,50,38%,41,20%,88,14%,50,34%,53,7%,68,22%,59,29%
Ty Jerome,27.3,CLE,Combo,186,16,47.8%,26,17%,89,38%,63,9%,84,47%,11,2%,53,34%,32,36%
Isaiah Joe,25.3,OKC,Wing,167,67,55.1%,29,16%,17,5%,63,5%,13,10%,50,15%,96,60%,75,74%
Nikola Jokic,29.7,DEN,Big,562,41,55.2%,21,24%,88,41%,76,12%,88,53%,41,1%,59,21%,41,23%
