bet_num,date,bet_size,bet_result,profit,bankroll
2450,2025-03-22,10.0,LOSS,-10.0,1936.1464465953352
2452,2025-03-22,14.888966174318101,LOSS,-14.888966174318101,1921.2574804210171
2460,2025-03-22,26.129101733725836,LOSS,-26.129101733725836,1895.1283786872914
2471,2025-03-23,10.0,WIN,8.849557522123895,1903.9779362094152
2472,2025-03-23,14.641590329450377,WIN,13.944371742333693,1917.922307951749
2476,2025-03-23,14.748822548148922,LOSS,-14.748822548148922,1903.1734854036001
2477,2025-03-23,21.384057281994842,LOSS,-21.384057281994842,1881.7894281216054
2484,2025-03-23,10.0,LOSS,-10.0,1871.7894281216054
2487,2025-03-23,10.0,WIN,8.695652173913043,1880.4850802955184
2490,2025-03-23,25.57459709201905,LOSS,-25.57459709201905,1854.9104832034993
2491,2025-03-23,10.0,WIN,8.333333333333336,1863.2438165368326
2492,2025-03-23,25.340115904900927,WIN,25.340115904900927,1888.5839324417334
2503,2025-03-23,10.0,WIN,6.0606060606060606,1894.6445385023394
2504,2025-03-23,10.0,WIN,8.695652173913043,1903.3401906762524
2506,2025-03-23,14.636686066300355,LOSS,-14.636686066300355,1888.703504609952
2508,2025-03-23,36.31707024578563,LOSS,-36.31707024578563,1852.3864343641665
2509,2025-03-23,14.244851680260414,LOSS,-14.244851680260414,1838.141582683906
2514,2025-03-23,10.0,WIN,9.25925925925926,1847.4008419431655
2515,2025-03-23,10.0,LOSS,-10.0,1837.4008419431655
2519,2025-03-23,10.0,WIN,8.695652173913043,1846.0964941170785
2521,2025-03-23,41.27051273515068,WIN,44.57215375396274,1890.6686478710412
2525,2025-03-23,14.53924190212828,WIN,13.846897049645982,1904.5155449206873
2528,2025-03-23,10.0,WIN,8.620689655172413,1913.1362345758596
2532,2025-03-23,10.0,LOSS,-10.0,1903.1362345758596
2539,2025-03-23,19.134131702425684,LOSS,-19.134131702425684,1884.0021028734338
2543,2025-03-23,16.714866656693157,WIN,16.071987169897266,1900.0740900433311
