PLAYER_NAME,game_date,player_lower,PRA,predicted_PRA,error,abs_error,line,over_price,under_price,bookmaker,actual_pra,predicted_pra,betting_line,edge,abs_edge,over_implied_prob,under_implied_prob,is_star,bet_side,bet_result,bet_won,bet_pushed,bet_lost
Caris LeVert,2025-02-02,caris levert,15,15.646727,0.6467266,0.6467266,15.5,-110.0,-105.0,"BetOnline.ag, DraftKings, BetMGM",15,15.646727,15.5,0.14672700000000027,0.14672700000000027,0.5238095238095238,0.5121951219512195,False,NONE,0.0,False,False,False
Caris LeVert,2025-02-23,caris levert,9,19.735468,10.735468,10.735468,21.5,110.0,-104.0,"BetOnline.ag, Fanatics, FanDuel",9,19.735468,21.5,-1.764531999999999,1.764531999999999,0.47619047619047616,0.5098039215686274,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-12,caris levert,21,21.692575,0.69257545,0.69257545,21.5,100.0,-114.0,"DraftKings, Fanatics, BetOnline.ag",21,21.692575,21.5,0.1925750000000015,0.1925750000000015,0.5,0.5327102803738317,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-14,caris levert,18,21.662148,3.6621475,3.6621475,19.5,-104.0,-105.0,"BetOnline.ag, Fanatics, FanDuel",18,21.662148,19.5,2.1621479999999984,2.1621479999999984,0.5098039215686274,0.5121951219512195,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-22,caris levert,22,18.300724,-3.699276,3.699276,19.5,100.0,-106.0,"FanDuel, Fanatics, BetOnline.ag",22,18.300724,19.5,-1.1992760000000011,1.1992760000000011,0.5,0.5145631067961165,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-23,caris levert,17,20.380075,3.3800755,3.3800755,20.5,-109.0,-108.0,"DraftKings, Fanatics, FanDuel",17,20.380075,20.5,-0.1199249999999985,0.1199249999999985,0.5215311004784688,0.5192307692307693,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-27,caris levert,25,17.381159,-7.618841,7.618841,17.5,-105.0,-103.0,"BetOnline.ag, Fanatics, DraftKings",25,17.381159,17.5,-0.11884099999999975,0.11884099999999975,0.5121951219512195,0.5073891625615764,False,NONE,0.0,False,False,False
Caris LeVert,2025-03-30,caris levert,13,20.235544,7.235544,7.235544,19.5,-120.0,-105.0,"DraftKings, BetMGM, Bovada",13,20.235544,19.5,0.7355440000000009,0.7355440000000009,0.5454545454545454,0.5121951219512195,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-01,caris levert,12,19.998537,7.998537,7.998537,18.5,-110.0,-105.0,"BetOnline.ag, Fanatics, DraftKings",12,19.998537,18.5,1.498536999999999,1.498536999999999,0.5238095238095238,0.5121951219512195,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-05,caris levert,21,20.147263,-0.8527374,0.8527374,17.5,-110.0,103.0,"BetOnline.ag, Bovada, Caesars",21,20.147263,17.5,2.647262999999999,2.647262999999999,0.5238095238095238,0.49261083743842365,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-06,caris levert,32,21.509367,-10.490633,10.490633,20.5,-103.0,-125.0,"BetOnline.ag, Fanatics, DraftKings",32,21.509367,20.5,1.009367000000001,1.009367000000001,0.5073891625615764,0.5555555555555556,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-08,caris levert,19,23.14923,4.149229,4.149229,18.5,-110.0,-115.0,"Fanatics, BetOnline.ag, BetMGM",19,23.14923,18.5,4.649229999999999,4.649229999999999,0.5238095238095238,0.5348837209302325,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-10,caris levert,12,22.603605,10.603605,10.603605,20.5,-115.0,-105.0,"BetOnline.ag, BetMGM, Bovada",12,22.603605,20.5,2.1036050000000017,2.1036050000000017,0.5348837209302325,0.5121951219512195,False,NONE,0.0,False,False,False
Caris LeVert,2025-04-11,caris levert,39,21.01635,-17.98365,17.98365,20.5,-108.0,-110.0,"BetOnline.ag, DraftKings, Fanatics",39,21.01635,20.5,0.5163499999999992,0.5163499999999992,0.5192307692307693,0.5238095238095238,False,NONE,0.0,False,False,False
Cason Wallace,2025-01-05,cason wallace,18,14.117333,-3.8826666,3.8826666,13.5,100.0,-103.0,"DraftKings, Caesars, BetMGM",18,14.117333,13.5,0.6173330000000004,0.6173330000000004,0.5,0.5073891625615764,False,NONE,0.0,False,False,False
Cason Wallace,2025-01-12,cason wallace,21,13.97831,-7.0216904,7.0216904,15.5,100.0,-120.0,"BetOnline.ag, DraftKings, Caesars",21,13.97831,15.5,-1.5216899999999995,1.5216899999999995,0.5,0.5454545454545454,False,NONE,0.0,False,False,False
Cason Wallace,2025-01-26,cason wallace,10,13.530595,3.5305948,3.5305948,15.5,-108.0,100.0,"BetOnline.ag, DraftKings, BetMGM",10,13.530595,15.5,-1.969405,1.969405,0.5192307692307693,0.5,False,NONE,0.0,False,False,False
Cason Wallace,2025-03-09,cason wallace,6,14.773258,8.773258,8.773258,12.5,-105.0,-115.0,"Fanatics, BetOnline.ag, BetMGM",6,14.773258,12.5,2.2732580000000002,2.2732580000000002,0.5121951219512195,0.5348837209302325,False,NONE,0.0,False,False,False
Cason Wallace,2025-03-12,cason wallace,21,12.4715605,-8.5284395,8.5284395,15.5,-114.0,110.0,"FanDuel, Fanatics, DraftKings",21,12.4715605,15.5,-3.0284394999999993,3.0284394999999993,0.5327102803738317,0.47619047619047616,False,NONE,0.0,False,False,False
Cason Wallace,2025-03-15,cason wallace,25,13.689676,-11.310324,11.310324,17.5,100.0,-105.0,"FanDuel, Fanatics, DraftKings",25,13.689676,17.5,-3.8103239999999996,3.8103239999999996,0.5,0.5121951219512195,False,NONE,0.0,False,False,False
Cason Wallace,2025-04-06,cason wallace,9,14.157002,5.1570024,5.1570024,13.5,100.0,100.0,"Fanatics, DraftKings, BetOnline.ag",9,14.157002,13.5,0.6570020000000003,0.6570020000000003,0.5,0.5,False,NONE,0.0,False,False,False
Chet Holmgren,2024-10-27,chet holmgren,38,26.414555,-11.585445,11.585445,31.5,-104.0,-112.0,"DraftKings, FanDuel, BetOnline.ag",38,26.414555,31.5,-5.085445,5.085445,0.5098039215686274,0.5283018867924528,False,UNDER,-100.0,False,False,True
Chet Holmgren,2025-03-09,chet holmgren,23,23.693283,0.6932831,0.6932831,26.5,-105.0,110.0,"Fanatics, DraftKings, Caesars",23,23.693283,26.5,-2.806716999999999,2.806716999999999,0.5121951219512195,0.47619047619047616,False,NONE,0.0,False,False,False
Chet Holmgren,2025-03-12,chet holmgren,40,24.211235,-15.788765,15.788765,25.5,100.0,-105.0,"FanDuel, Fanatics, DraftKings",40,24.211235,25.5,-1.2887650000000015,1.2887650000000015,0.5,0.5121951219512195,False,NONE,0.0,False,False,False
Chet Holmgren,2025-04-06,chet holmgren,14,26.161644,12.161644,12.161644,24.5,-110.0,100.0,"Fanatics, DraftKings, BetOnline.ag",14,26.161644,24.5,1.661643999999999,1.661643999999999,0.5238095238095238,0.5,False,NONE,0.0,False,False,False
Chris Boucher,2024-10-25,chris boucher,8,14.487827,6.4878273,6.4878273,14.5,-120.0,100.0,"BetMGM, BetOnline.ag",8,14.487827,14.5,-0.012173000000000656,0.012173000000000656,0.5454545454545454,0.5,False,NONE,0.0,False,False,False
Chris Boucher,2024-10-28,chris boucher,7,15.440641,8.440641,8.440641,10.5,-120.0,-110.0,BetMGM,7,15.440641,10.5,4.940640999999999,4.940640999999999,0.5454545454545454,0.5238095238095238,False,NONE,0.0,False,False,False
Chris Boucher,2024-10-30,chris boucher,18,15.088614,-2.9113855,2.9113855,14.5,-115.0,-115.0,"Caesars, BetMGM",18,15.088614,14.5,0.5886139999999997,0.5886139999999997,0.5348837209302325,0.5348837209302325,False,NONE,0.0,False,False,False
Chris Boucher,2024-11-01,chris boucher,12,15.143077,3.143077,3.143077,14.5,100.0,-125.0,"Caesars, BetOnline.ag, BetMGM",12,15.143077,14.5,0.6430769999999999,0.6430769999999999,0.5,0.5555555555555556,False,NONE,0.0,False,False,False
Chris Boucher,2024-12-01,chris boucher,10,16.163368,6.163368,6.163368,11.5,-109.0,-115.0,"BetOnline.ag, Caesars, BetMGM",10,16.163368,11.5,4.663367999999998,4.663367999999998,0.5215311004784688,0.5348837209302325,False,NONE,0.0,False,False,False
Chris Boucher,2024-12-22,chris boucher,20,15.134107,-4.8658934,4.8658934,14.5,-115.0,110.0,"Caesars, BetMGM, Bovada",20,15.134107,14.5,0.6341070000000002,0.6341070000000002,0.5348837209302325,0.47619047619047616,False,NONE,0.0,False,False,False
Chris Boucher,2024-12-31,chris boucher,10,15.701873,5.701873,5.701873,12.5,-120.0,-109.0,"Caesars, BetMGM",10,15.701873,12.5,3.201873000000001,3.201873000000001,0.5454545454545454,0.5215311004784688,False,NONE,0.0,False,False,False
Christian Braun,2024-10-26,christian braun,19,14.468236,-4.531764,4.531764,16.5,100.0,-109.0,"DraftKings, BetOnline.ag, BetMGM",19,14.468236,16.5,-2.031764000000001,2.031764000000001,0.5,0.5215311004784688,False,NONE,0.0,False,False,False
Christian Braun,2024-10-28,christian braun,23,14.950895,-8.049105,8.049105,17.5,-105.0,-123.0,"BetMGM, BetOnline.ag",23,14.950895,17.5,-2.549105000000001,2.549105000000001,0.5121951219512195,0.5515695067264574,False,NONE,0.0,False,False,False
Christian Braun,2024-10-29,christian braun,18,18.42708,0.42708015,0.42708015,16.5,-125.0,100.0,"BetOnline.ag, BetMGM",18,18.42708,16.5,1.9270800000000001,1.9270800000000001,0.5555555555555556,0.5,False,NONE,0.0,False,False,False
Christian Braun,2024-11-17,christian braun,21,18.5579,-2.4421005,2.4421005,21.5,-120.0,101.0,"Caesars, BetMGM, BetOnline.ag",21,18.5579,21.5,-2.9421,2.9421,0.5454545454545454,0.4975124378109453,False,NONE,0.0,False,False,False
Christian Braun,2024-12-08,christian braun,29,20.296782,-8.703218,8.703218,20.5,-116.0,-106.0,"BetOnline.ag, BetMGM, Caesars",29,20.296782,20.5,-0.20321799999999968,0.20321799999999968,0.5370370370370371,0.5145631067961165,False,NONE,0.0,False,False,False
Christian Braun,2025-01-12,christian braun,12,17.628466,5.6284657,5.6284657,15.5,-110.0,105.0,"DraftKings, Caesars, BetOnline.ag",12,17.628466,15.5,2.1284659999999995,2.1284659999999995,0.5238095238095238,0.4878048780487805,False,NONE,0.0,False,False,False
Christian Braun,2025-01-19,christian braun,33,18.566912,-14.433088,14.433088,15.5,-105.0,112.0,"DraftKings, Caesars, BetOnline.ag",33,18.566912,15.5,3.0669119999999985,3.0669119999999985,0.5121951219512195,0.4716981132075472,False,NONE,0.0,False,False,False
Christian Braun,2025-01-25,christian braun,18,19.063969,1.0639687,1.0639687,16.5,-115.0,100.0,"BetOnline.ag, BetMGM, Bovada",18,19.063969,16.5,2.563969,2.563969,0.5348837209302325,0.5,False,NONE,0.0,False,False,False
Christian Braun,2025-03-02,christian braun,33,23.543724,-9.456276,9.456276,21.5,-103.0,-106.0,"Fanatics, FanDuel, Caesars",33,23.543724,21.5,2.043724000000001,2.043724000000001,0.5073891625615764,0.5145631067961165,False,NONE,0.0,False,False,False
Christian Braun,2025-03-09,christian braun,24,23.50613,-0.49386978,0.49386978,22.5,-110.0,105.0,"FanDuel, Fanatics, DraftKings",24,23.50613,22.5,1.0061299999999989,1.0061299999999989,0.5238095238095238,0.4878048780487805,False,NONE,0.0,False,False,False
Christian Braun,2025-03-23,christian braun,17,22.867897,5.867897,5.867897,20.5,-102.0,-105.0,"DraftKings, Fanatics, FanDuel",17,22.867897,20.5,2.3678969999999993,2.3678969999999993,0.504950495049505,0.5121951219512195,False,NONE,0.0,False,False,False
Christian Braun,2025-04-13,christian braun,24,22.562613,-1.4373875,1.4373875,22.5,-104.0,-103.0,"FanDuel, DraftKings, Fanatics",24,22.562613,22.5,0.06261299999999892,0.06261299999999892,0.5098039215686274,0.5073891625615764,False,NONE,0.0,False,False,False
Chuma Okeke,2025-03-23,chuma okeke,18,13.240928,-4.7590723,4.7590723,14.5,-160.0,120.0,Bovada,18,13.240928,14.5,-1.2590719999999997,1.2590719999999997,0.6153846153846154,0.45454545454545453,False,NONE,0.0,False,False,False
Clint Capela,2024-10-25,clint capela,14,22.657362,8.657362,8.657362,21.5,-105.0,-113.0,"DraftKings, FanDuel, BetMGM",14,22.657362,21.5,1.1573619999999991,1.1573619999999991,0.5121951219512195,0.5305164319248826,False,NONE,0.0,False,False,False
Clint Capela,2024-10-27,clint capela,18,21.468866,3.4688663,3.4688663,19.5,-105.0,-123.0,BetOnline.ag,18,21.468866,19.5,1.9688659999999985,1.9688659999999985,0.5121951219512195,0.5515695067264574,False,NONE,0.0,False,False,False
Clint Capela,2024-10-28,clint capela,22,19.56728,-2.4327202,2.4327202,23.5,-109.0,-110.0,"DraftKings, BetMGM, BetOnline.ag",22,19.56728,23.5,-3.9327199999999998,3.9327199999999998,0.5215311004784688,0.5238095238095238,False,NONE,0.0,False,False,False
Clint Capela,2024-10-30,clint capela,17,21.331491,4.3314915,4.3314915,22.5,104.0,-120.0,"BetOnline.ag, Caesars, BetMGM",17,21.331491,22.5,-1.1685090000000002,1.1685090000000002,0.49019607843137253,0.5454545454545454,False,NONE,0.0,False,False,False
Clint Capela,2024-11-01,clint capela,26,19.651016,-6.348984,6.348984,18.5,105.0,-110.0,"Caesars, BetOnline.ag, BetMGM",26,19.651016,18.5,1.1510159999999985,1.1510159999999985,0.4878048780487805,0.5238095238095238,False,NONE,0.0,False,False,False
Clint Capela,2024-11-17,clint capela,19,20.830507,1.8305073,1.8305073,20.5,-111.0,-113.0,"BetOnline.ag, BetMGM, Caesars",19,20.830507,20.5,0.3305070000000008,0.3305070000000008,0.5260663507109005,0.5305164319248826,False,NONE,0.0,False,False,False
Clint Capela,2024-11-29,clint capela,22,18.819973,-3.180027,3.180027,19.5,106.0,-105.0,"DraftKings, Caesars, Bovada",22,18.819973,19.5,-0.680026999999999,0.680026999999999,0.4854368932038835,0.5121951219512195,False,NONE,0.0,False,False,False
Clint Capela,2024-11-30,clint capela,19,21.027023,2.0270233,2.0270233,20.5,-105.0,-120.0,"BetOnline.ag, Caesars, BetMGM",19,21.027023,20.5,0.5270229999999998,0.5270229999999998,0.5121951219512195,0.5454545454545454,False,NONE,0.0,False,False,False
Clint Capela,2024-12-08,clint capela,20,21.364302,1.3643017,1.3643017,22.5,-105.0,108.0,"BetOnline.ag, DraftKings, BetMGM",20,21.364302,22.5,-1.1356980000000014,1.1356980000000014,0.5121951219512195,0.4807692307692308,False,NONE,0.0,False,False,False
Clint Capela,2024-12-14,clint capela,14,18.0991,4.0991,4.0991,19.5,-110.0,-105.0,"Caesars, BetMGM, Bovada",14,18.0991,19.5,-1.4009,1.4009,0.5238095238095238,0.5121951219512195,False,NONE,0.0,False,False,False
Clint Capela,2024-12-28,clint capela,14,18.596647,4.5966473,4.5966473,20.5,110.0,-120.0,"DraftKings, Caesars, BetMGM",14,18.596647,20.5,-1.9033529999999992,1.9033529999999992,0.47619047619047616,0.5454545454545454,False,NONE,0.0,False,False,False
Clint Capela,2024-12-29,clint capela,25,20.234987,-4.7650127,4.7650127,21.5,100.0,-113.0,"Caesars, BetOnline.ag, BetMGM",25,20.234987,21.5,-1.2650129999999997,1.2650129999999997,0.5,0.5305164319248826,False,NONE,0.0,False,False,False
Clint Capela,2025-01-20,clint capela,21,16.186363,-4.813637,4.813637,16.5,-103.0,-120.0,"DraftKings, Caesars, BetMGM",21,16.186363,16.5,-0.31363699999999994,0.31363699999999994,0.5073891625615764,0.5454545454545454,False,NONE,0.0,False,False,False
Clint Capela,2025-02-23,clint capela,15,13.829002,-1.1709976,1.1709976,15.5,-118.0,-105.0,"BetOnline.ag, BetMGM, Caesars",15,13.829002,15.5,-1.6709980000000009,1.6709980000000009,0.5412844036697247,0.5121951219512195,False,NONE,0.0,False,False,False
Clint Capela,2025-03-10,clint capela,14,16.73533,2.7353306,2.7353306,16.5,112.0,-110.0,"Fanatics, Caesars, BetOnline.ag",14,16.73533,16.5,0.23533000000000115,0.23533000000000115,0.4716981132075472,0.5238095238095238,False,NONE,0.0,False,False,False
Coby White,2024-11-01,coby white,29,26.741144,-2.2588558,2.2588558,27.5,155.0,-110.0,"DraftKings, Caesars, FanDuel",29,26.741144,27.5,-0.7588560000000015,0.7588560000000015,0.39215686274509803,0.5238095238095238,False,NONE,0.0,False,False,False
Coby White,2024-12-08,coby white,22,26.065437,4.0654373,4.0654373,24.5,-105.0,175.0,"DraftKings, Caesars, FanDuel",22,26.065437,24.5,1.5654369999999993,1.5654369999999993,0.5121951219512195,0.36363636363636365,False,NONE,0.0,False,False,False
Coby White,2025-02-02,coby white,28,27.128511,-0.8714886,0.8714886,27.5,120.0,-104.0,"FanDuel, BetOnline.ag, DraftKings",28,27.128511,27.5,-0.3714890000000004,0.3714890000000004,0.45454545454545453,0.5098039215686274,False,NONE,0.0,False,False,False
Coby White,2025-02-22,coby white,32,29.702662,-2.2973385,2.2973385,29.5,-105.0,-105.0,"BetOnline.ag, Fanatics, FanDuel",32,29.702662,29.5,0.20266200000000012,0.20266200000000012,0.5121951219512195,0.5121951219512195,False,NONE,0.0,False,False,False
Coby White,2025-03-02,coby white,34,29.126648,-4.873352,4.873352,28.5,-104.0,-110.0,"DraftKings, Fanatics, FanDuel",34,29.126648,28.5,0.6266479999999994,0.6266479999999994,0.5098039215686274,0.5238095238095238,False,NONE,0.0,False,False,False
Coby White,2025-04-06,coby white,44,32.75996,-11.24004,11.24004,31.5,105.0,-105.0,"FanDuel, Fanatics, DraftKings",44,32.75996,31.5,1.2599599999999995,1.2599599999999995,0.4878048780487805,0.5121951219512195,False,NONE,0.0,False,False,False
Coby White,2025-04-13,coby white,10,31.79009,21.79009,21.79009,25.5,-110.0,-120.0,Bovada,10,31.79009,25.5,6.290089999999999,6.290089999999999,0.5238095238095238,0.5454545454545454,False,OVER,-100.0,False,False,True
Cody Martin,2024-10-25,cody martin,9,14.764155,5.7641554,5.7641554,14.5,100.0,105.0,"BetMGM, BetOnline.ag, Bovada",9,14.764155,14.5,0.2641550000000006,0.2641550000000006,0.5,0.4878048780487805,False,NONE,0.0,False,False,False
Cody Martin,2024-10-26,cody martin,15,16.762661,1.762661,1.762661,12.5,135.0,100.0,"DraftKings, BetMGM, BetRivers",15,16.762661,12.5,4.262661000000001,4.262661000000001,0.425531914893617,0.5,False,NONE,0.0,False,False,False
Cody Martin,2024-10-30,cody martin,31,16.42521,-14.574789,14.574789,11.5,-109.0,-105.0,"Caesars, BetMGM",31,16.42521,11.5,4.92521,4.92521,0.5215311004784688,0.5121951219512195,False,NONE,0.0,False,False,False
Cody Martin,2024-11-01,cody martin,11,16.549349,5.549349,5.549349,13.5,-110.0,-118.0,"BetOnline.ag, Caesars, BetMGM",11,16.549349,13.5,3.0493489999999994,3.0493489999999994,0.5238095238095238,0.5412844036697247,False,NONE,0.0,False,False,False
Cody Martin,2024-11-02,cody martin,16,17.594269,1.5942688,1.5942688,13.5,-106.0,-119.0,"BetOnline.ag, Caesars, BetMGM",16,17.594269,13.5,4.094269000000001,4.094269000000001,0.5145631067961165,0.54337899543379,False,NONE,0.0,False,False,False
Cody Martin,2024-11-16,cody martin,11,14.132243,3.1322432,3.1322432,12.5,-103.0,-130.0,"Caesars, BetMGM",11,14.132243,12.5,1.6322430000000008,1.6322430000000008,0.5073891625615764,0.5652173913043478,False,NONE,0.0,False,False,False
Cody Martin,2024-11-17,cody martin,13,15.583723,2.583723,2.583723,13.5,102.0,-130.0,"BetOnline.ag, Caesars, BetMGM",13,15.583723,13.5,2.083723000000001,2.083723000000001,0.49504950495049505,0.5652173913043478,False,NONE,0.0,False,False,False
Cody Martin,2024-11-29,cody martin,21,15.594719,-5.405281,5.405281,19.5,-110.0,-120.0,"Caesars, BetMGM",21,15.594719,19.5,-3.9052810000000004,3.9052810000000004,0.5238095238095238,0.5454545454545454,False,NONE,0.0,False,False,False
Cody Martin,2024-11-30,cody martin,24,15.35179,-8.64821,8.64821,17.5,-115.0,-110.0,"DraftKings, BetOnline.ag, Caesars",24,15.35179,17.5,-2.1482100000000006,2.1482100000000006,0.5348837209302325,0.5238095238095238,False,NONE,0.0,False,False,False
Cody Martin,2024-12-07,cody martin,17,15.875636,-1.1243639,1.1243639,18.5,155.0,-111.0,"BetOnline.ag, DraftKings, Caesars",17,15.875636,18.5,-2.624364,2.624364,0.39215686274509803,0.5260663507109005,False,NONE,0.0,False,False,False
Cody Martin,2024-12-08,cody martin,21,17.102406,-3.8975945,3.8975945,19.5,140.0,-110.0,"BetOnline.ag, Caesars, DraftKings",21,17.102406,19.5,-2.3975940000000016,2.3975940000000016,0.4166666666666667,0.5238095238095238,False,NONE,0.0,False,False,False
Cody Martin,2025-01-05,cody martin,19,14.032804,-4.9671965,4.9671965,12.5,100.0,-121.0,"Caesars, BetMGM",19,14.032804,12.5,1.5328040000000005,1.5328040000000005,0.5,0.5475113122171946,False,NONE,0.0,False,False,False
Cody Martin,2025-01-20,cody martin,24,12.028379,-11.971621,11.971621,14.5,115.0,-130.0,"Bovada, BetOnline.ag, Caesars",24,12.028379,14.5,-2.4716210000000007,2.4716210000000007,0.46511627906976744,0.5652173913043478,False,NONE,0.0,False,False,False
Cody Martin,2025-04-01,cody martin,12,9.483942,-2.516058,2.516058,12.5,-120.0,-105.0,"BetMGM, Bovada",12,9.483942,12.5,-3.0160579999999992,3.0160579999999992,0.5454545454545454,0.5121951219512195,False,NONE,0.0,False,False,False
Cody Martin,2025-04-04,cody martin,10,12.155167,2.1551666,2.1551666,9.5,-110.0,-118.0,"Fanatics, BetMGM",10,12.155167,9.5,2.6551670000000005,2.6551670000000005,0.5238095238095238,0.5412844036697247,False,NONE,0.0,False,False,False
Cody Martin,2025-04-06,cody martin,0,11.230057,11.230057,11.230057,10.5,100.0,-120.0,"Fanatics, BetMGM, BetOnline.ag",0,11.230057,10.5,0.7300570000000004,0.7300570000000004,0.5,0.5454545454545454,False,NONE,0.0,False,False,False
Cody Williams,2024-11-09,cody williams,2,10.208885,8.208885,8.208885,11.5,100.0,-105.0,"BetOnline.ag, Caesars, BetMGM",2,10.208885,11.5,-1.2911149999999996,1.2911149999999996,0.5,0.5121951219512195,False,NONE,0.0,False,False,False
Cody Williams,2025-01-11,cody williams,17,9.35918,-7.6408195,7.6408195,9.5,-109.0,-110.0,"BetMGM, Caesars",17,9.35918,9.5,-0.14081999999999972,0.14081999999999972,0.5215311004784688,0.5238095238095238,False,NONE,0.0,False,False,False
Cody Williams,2025-03-09,cody williams,11,8.183394,-2.8166056,2.8166056,10.5,-135.0,104.0,BetOnline.ag,11,8.183394,10.5,-2.316606,2.316606,0.574468085106383,0.49019607843137253,False,NONE,0.0,False,False,False
Cody Williams,2025-03-16,cody williams,4,9.245165,5.245165,5.245165,11.5,-114.0,-110.0,"BetOnline.ag, BetMGM",4,9.245165,11.5,-2.254835,2.254835,0.5327102803738317,0.5238095238095238,False,NONE,0.0,False,False,False
Cody Williams,2025-03-23,cody williams,4,8.047239,4.0472393,4.0472393,9.5,-125.0,100.0,"DraftKings, BetMGM, Caesars",4,8.047239,9.5,-1.4527610000000006,1.4527610000000006,0.5555555555555556,0.5,False,NONE,0.0,False,False,False
Colby Jones,2025-03-26,colby jones,14,11.337274,-2.6627264,2.6627264,13.5,-115.0,-109.0,"BetMGM, Bovada, Caesars",14,11.337274,13.5,-2.1627259999999993,2.1627259999999993,0.5348837209302325,0.5215311004784688,False,NONE,0.0,False,False,False
Colby Jones,2025-03-29,colby jones,26,12.051924,-13.948076,13.948076,13.5,105.0,100.0,"DraftKings, BetMGM, Bovada",26,12.051924,13.5,-1.4480760000000004,1.4480760000000004,0.4878048780487805,0.5,False,NONE,0.0,False,False,False
Colby Jones,2025-04-03,colby jones,13,11.069516,-1.9304838,1.9304838,14.5,115.0,-113.0,"BetOnline.ag, DraftKings, FanDuel",13,11.069516,14.5,-3.430484,3.430484,0.46511627906976744,0.5305164319248826,False,NONE,0.0,False,False,False
Colby Jones,2025-04-06,colby jones,14,14.158687,0.15868664,0.15868664,15.5,110.0,-110.0,"BetOnline.ag, Fanatics, BetMGM",14,14.158687,15.5,-1.3413129999999995,1.3413129999999995,0.47619047619047616,0.5238095238095238,False,NONE,0.0,False,False,False
Colby Jones,2025-04-08,colby jones,10,15.21286,5.21286,5.21286,14.5,-116.0,-105.0,"BetOnline.ag, Bovada, BetMGM",10,15.21286,14.5,0.7128599999999992,0.7128599999999992,0.5370370370370371,0.5121951219512195,False,NONE,0.0,False,False,False
Colby Jones,2025-04-09,colby jones,24,15.148995,-8.851005,8.851005,16.5,-105.0,-110.0,"Fanatics, BetOnline.ag, BetMGM",24,15.148995,16.5,-1.3510050000000007,1.3510050000000007,0.5121951219512195,0.5238095238095238,False,NONE,0.0,False,False,False
Colby Jones,2025-04-13,colby jones,34,15.953285,-18.046715,18.046715,17.5,-115.0,-115.0,Bovada,34,15.953285,17.5,-1.5467150000000007,1.5467150000000007,0.5348837209302325,0.5348837209302325,False,NONE,0.0,False,False,False
Colin Castleton,2025-03-12,colin castleton,23,12.075076,-10.924924,10.924924,19.5,-110.0,-120.0,Bovada,23,12.075076,19.5,-7.424924000000001,7.424924000000001,0.5238095238095238,0.5454545454545454,False,NONE,0.0,False,False,False
Colin Castleton,2025-03-16,colin castleton,22,11.98653,-10.01347,10.01347,14.5,-105.0,-125.0,Bovada,22,11.98653,14.5,-2.51347,2.51347,0.5121951219512195,0.5555555555555556,False,NONE,0.0,False,False,False
Colin Castleton,2025-03-23,colin castleton,9,12.708267,3.7082672,3.7082672,19.5,125.0,-165.0,Bovada,9,12.708267,19.5,-6.791733000000001,6.791733000000001,0.4444444444444444,0.6226415094339622,False,UNDER,60.60606060606061,True,False,False
Colin Castleton,2025-03-24,colin castleton,12,14.078636,2.0786362,2.0786362,13.5,-125.0,-105.0,Bovada,12,14.078636,13.5,0.5786359999999995,0.5786359999999995,0.5555555555555556,0.5121951219512195,False,NONE,0.0,False,False,False
Collin Gillespie,2025-04-01,collin gillespie,24,16.520823,-7.4791775,7.4791775,17.5,-105.0,-125.0,Bovada,24,16.520823,17.5,-0.979177,0.979177,0.5121951219512195,0.5555555555555556,False,NONE,0.0,False,False,False
Collin Sexton,2024-11-09,collin sexton,29,26.391811,-2.6081886,2.6081886,25.5,-110.0,-105.0,"FanDuel, BetOnline.ag, DraftKings",29,26.391811,25.5,0.8918110000000006,0.8918110000000006,0.5238095238095238,0.5121951219512195,False,NONE,0.0,False,False,False
Collin Sexton,2024-11-23,collin sexton,31,25.662233,-5.3377666,5.3377666,23.5,150.0,-105.0,"FanDuel, BetOnline.ag, Caesars",31,25.662233,23.5,2.1622330000000005,2.1622330000000005,0.4,0.5121951219512195,False,NONE,0.0,False,False,False
Collin Sexton,2025-01-05,collin sexton,26,29.702257,3.7022572,3.7022572,29.5,-112.0,-110.0,"DraftKings, Caesars, BetMGM",26,29.702257,29.5,0.20225699999999946,0.20225699999999946,0.5283018867924528,0.5238095238095238,False,NONE,0.0,False,False,False
Collin Sexton,2025-01-11,collin sexton,28,28.947565,0.9475651,0.9475651,30.5,100.0,-110.0,"DraftKings, BetMGM, FanDuel",28,28.947565,30.5,-1.5524349999999991,1.5524349999999991,0.5,0.5238095238095238,False,NONE,0.0,False,False,False
Collin Sexton,2025-02-01,collin sexton,35,30.94634,-4.0536594,4.0536594,24.5,100.0,100.0,"BetOnline.ag, FanDuel, DraftKings",35,30.94634,24.5,6.446339999999999,6.446339999999999,0.5,0.5,False,OVER,100.0,True,False,False
Collin Sexton,2025-03-10,collin sexton,32,24.42579,-7.574209,7.574209,22.5,-118.0,-105.0,"DraftKings, BetOnline.ag",32,24.42579,22.5,1.9257899999999992,1.9257899999999992,0.5412844036697247,0.5121951219512195,False,NONE,0.0,False,False,False
