PLAYER_NAME,game_date,player_lower,PRA,predicted_PRA,error,abs_error,line,over_price,under_price,bookmaker,actual_pra,predicted_pra,betting_line,edge,abs_edge,over_implied_prob,under_implied_prob,bet_side,bet_result,bet_won,bet_pushed,bet_lost,predicted_PRA_calibrated,quality_score
Ivica Zubac,2025-02-02,ivica zubac,27,26.743687,-0.25631332,0.25631332,29.5,-105.0,100.0,"BetOnline.ag, DraftKings, BetMGM",27,26.743687,29.5,-6.28837422830269,6.28837422830269,0.5121951219512195,0.5,UNDER,0.0,True,False,False,23.21162577169731,0.7749999999999999
Darius Garland,2025-02-02,darius garland,30,29.447329,-0.55267143,0.55267143,30.5,110.0,-104.0,"FanDuel, BetOnline.ag, DraftKings",30,29.447329,30.5,-6.8089887640449405,6.8089887640449405,0.4761904761904761,0.5098039215686274,UNDER,0.0,True,False,False,23.69101123595506,0.865
Max Christie,2025-02-08,max christie,27,17.672163,-9.327837,9.327837,11.5,-125.0,115.0,"BetOnline.ag, DraftKings, BetMGM",27,17.672163,11.5,6.00228310502283,6.00228310502283,0.5555555555555556,0.4651162790697674,OVER,80.0,True,False,False,17.50228310502283,0.765
Spencer Dinwiddie,2025-02-08,spencer dinwiddie,11,19.237473,8.237473,8.237473,11.5,-118.0,-105.0,"BetOnline.ag, BetMGM",11,19.237473,11.5,6.00228310502283,6.00228310502283,0.5412844036697247,0.5121951219512195,OVER,-100.0,False,False,True,17.50228310502283,0.765
Al Horford,2025-02-23,al horford,8,16.131008,8.131008,8.131008,11.5,-103.0,-105.0,"BetOnline.ag, Fanatics, Caesars",8,16.131008,11.5,6.00228310502283,6.00228310502283,0.5073891625615764,0.5121951219512195,OVER,-100.0,False,False,True,17.50228310502283,0.765
Jalen Duren,2025-02-23,jalen duren,24,24.042217,0.042217255,0.042217255,28.5,115.0,-110.0,"BetOnline.ag, Fanatics, DraftKings",24,24.042217,28.5,-6.812138728323699,6.812138728323699,0.4651162790697674,0.5238095238095238,UNDER,90.9090909090909,True,False,False,21.6878612716763,0.865
Precious Achiuwa,2025-02-23,precious achiuwa,4,17.780674,13.780674,13.780674,11.5,-117.0,-110.0,"Caesars, BetMGM, Bovada",4,17.780674,11.5,6.00228310502283,6.00228310502283,0.5391705069124424,0.5238095238095238,OVER,-100.0,False,False,True,17.50228310502283,0.765
Bam Adebayo,2025-02-23,bam adebayo,32,31.228771,-0.7712288,0.7712288,32.5,115.0,-105.0,"BetOnline.ag, Fanatics, DraftKings",32,31.228771,32.5,-6.692982456140349,6.692982456140349,0.4651162790697674,0.5121951219512195,UNDER,0.0,True,False,False,25.80701754385965,0.795
Zach Collins,2025-03-02,zach collins,23,22.99358,-0.0064201355,0.0064201355,27.5,-103.0,-104.0,"DraftKings, Fanatics, FanDuel",23,22.99358,27.5,-7.0,7.0,0.5073891625615764,0.5098039215686274,UNDER,96.15384615384616,True,False,False,20.5,0.865
Bam Adebayo,2025-03-02,bam adebayo,41,30.599623,-10.400377,10.400377,32.5,-110.0,-105.0,"BetOnline.ag, Fanatics, DraftKings",41,30.599623,32.5,-6.692982456140349,6.692982456140349,0.5238095238095238,0.5121951219512195,UNDER,0.0,False,False,False,25.80701754385965,0.795
Jarrett Allen,2025-03-02,jarrett allen,26,21.364845,-4.6351547,4.6351547,26.5,-103.0,-106.0,"BetOnline.ag, Fanatics, DraftKings",26,21.364845,26.5,-6.085253456221199,6.085253456221199,0.5073891625615764,0.5145631067961165,UNDER,94.33962264150944,True,False,False,20.4147465437788,0.7749999999999999
Isaiah Collier,2025-03-09,isaiah collier,28,20.115723,-7.8842773,7.8842773,25.5,100.0,-105.0,"FanDuel, Fanatics, DraftKings",28,20.115723,25.5,-6.364406779661017,6.364406779661017,0.5,0.5121951219512195,UNDER,-100.0,False,False,True,19.135593220338983,0.7749999999999999
Jalen Duren,2025-03-11,jalen duren,28,27.468288,-0.5317116,0.5317116,29.5,-103.0,-111.0,"BetOnline.ag, Fanatics, FanDuel",28,27.468288,29.5,-6.2864077669902905,6.2864077669902905,0.5073891625615764,0.5260663507109005,UNDER,0.0,True,False,False,23.21359223300971,0.7749999999999999
Jericho Sims,2025-03-13,jericho sims,16,7.8001575,-8.199842,8.199842,6.5,-145.0,105.0,BetMGM,16,7.8001575,6.5,6.764840182648404,6.764840182648404,0.5918367346938775,0.4878048780487805,OVER,0.0,True,False,False,13.264840182648404,0.78
Isaiah Hartenstein,2025-03-15,isaiah hartenstein,27,24.16834,-2.8316593,2.8316593,28.5,-108.0,100.0,"FanDuel, Fanatics, DraftKings",27,24.16834,28.5,-6.812138728323699,6.812138728323699,0.5192307692307693,0.5,UNDER,100.0,True,False,False,21.6878612716763,0.865
Anfernee Simons,2025-03-16,anfernee simons,27,29.310682,2.3106823,2.3106823,30.5,100.0,-110.0,"BetOnline.ag, Fanatics, FanDuel",27,29.310682,30.5,-6.8089887640449405,6.8089887640449405,0.5,0.5238095238095238,UNDER,0.0,True,False,False,23.69101123595506,0.865
Ivica Zubac,2025-03-16,ivica zubac,39,28.713894,-10.286106,10.286106,30.5,-110.0,105.0,"BetOnline.ag, Fanatics, DraftKings",39,28.713894,30.5,-6.8089887640449405,6.8089887640449405,0.5238095238095238,0.4878048780487805,UNDER,0.0,False,False,False,23.69101123595506,0.865
Noah Clowney,2025-03-18,noah clowney,4,15.0254135,11.0254135,11.0254135,10.5,-115.0,-110.0,"Fanatics, BetMGM, Caesars",4,15.0254135,10.5,6.03846153846154,6.03846153846154,0.5348837209302325,0.5238095238095238,OVER,-100.0,False,False,True,16.53846153846154,0.765
Tyrese Martin,2025-03-18,tyrese martin,13,18.15629,5.15629,5.15629,11.5,-120.0,-104.0,"BetOnline.ag, BetMGM",13,18.15629,11.5,6.00228310502283,6.00228310502283,0.5454545454545454,0.5098039215686274,OVER,83.33333333333334,True,False,False,17.50228310502283,0.765
Onyeka Okongwu,2025-03-18,onyeka okongwu,28,27.366348,-0.63365173,0.63365173,29.5,-108.0,-113.0,"BetOnline.ag, Fanatics, DraftKings",28,27.366348,29.5,-6.2864077669902905,6.2864077669902905,0.5192307692307693,0.5305164319248826,UNDER,0.0,True,False,False,23.21359223300971,0.7749999999999999
Damion Baugh,2025-03-18,damion baugh,25,14.883678,-10.116322,10.116322,23.5,110.0,-145.0,Bovada,25,14.883678,23.5,-6.96153846153846,6.96153846153846,0.4761904761904761,0.5918367346938775,UNDER,-100.0,False,False,True,16.53846153846154,0.855
Payton Pritchard,2025-03-18,payton pritchard,16,19.844862,3.844862,3.844862,25.5,-110.0,104.0,"DraftKings, Fanatics, FanDuel",16,19.844862,25.5,-6.364406779661017,6.364406779661017,0.5238095238095238,0.4901960784313725,UNDER,104.0,True,False,False,19.135593220338983,0.7749999999999999
Simone Fontecchio,2025-03-19,simone fontecchio,4,11.483987,7.483987,7.483987,7.5,-118.0,-110.0,BetMGM,4,11.483987,7.5,6.650900900900901,6.650900900900901,0.5412844036697247,0.5238095238095238,OVER,-100.0,False,False,True,14.1509009009009,0.75
Myles Turner,2025-03-19,myles turner,17,21.092638,4.092638,4.092638,25.5,100.0,-110.0,"Fanatics, DraftKings, BetMGM",17,21.092638,25.5,-6.364406779661017,6.364406779661017,0.5,0.5238095238095238,UNDER,90.9090909090909,True,False,False,19.135593220338983,0.7749999999999999
Naji Marshall,2025-03-19,naji marshall,32,29.34165,-2.65835,2.65835,30.5,105.0,-110.0,"FanDuel, Fanatics, DraftKings",32,29.34165,30.5,-6.8089887640449405,6.8089887640449405,0.4878048780487805,0.5238095238095238,UNDER,0.0,False,False,False,23.69101123595506,0.865
Trae Young,2025-03-22,trae young,40,39.795406,-0.20459366,0.20459366,37.5,-105.0,-111.0,"FanDuel, Fanatics, BetOnline.ag",40,39.795406,37.5,-6.899999999999999,6.899999999999999,0.5121951219512195,0.5260663507109005,UNDER,0.0,False,False,False,30.6,0.775
Malik Beasley,2025-03-23,malik beasley,19,20.434446,1.4344463,1.4344463,25.5,-105.0,-115.0,"DraftKings, BetMGM, Caesars",19,20.434446,25.5,-6.364406779661017,6.364406779661017,0.5121951219512195,0.5348837209302325,UNDER,86.95652173913044,True,False,False,19.135593220338983,0.7749999999999999
