simulation,ending_bankroll,return_pct
99,2023.7524588541944,102.37524588541942
100,2174.4475436277976,117.44475436277978
101,2261.2652839678794,126.12652839678793
102,2000.684532587468,100.0684532587468
103,2214.5349455623423,121.45349455623422
104,2229.2990513239897,122.92990513239897
105,2343.8139537645206,134.38139537645208
106,1954.257057704193,95.42570577041928
107,2233.7095406358403,123.37095406358402
108,2092.7667132084875,109.27667132084875
109,2274.048202752064,127.40482027520636
110,2240.2408310831584,124.02408310831584
111,2595.3624194776935,159.53624194776935
112,2162.7174157603463,116.27174157603464
113,2127.353469823943,112.73534698239432
114,2292.0471395098275,129.20471395098275
115,2289.712681708633,128.97126817086334
116,2107.6454593687067,110.76454593687069
117,2193.698365615566,119.36983656155662
118,2206.837720246805,120.68377202468051
119,2468.358875780902,146.8358875780902
120,1942.4433655067278,94.24433655067277
121,2070.661705479189,107.06617054791892
122,2188.6015701846304,118.86015701846304
123,2221.241333115614,122.12413331156138
124,2031.424865901266,103.14248659012661
125,1991.355744890126,99.1355744890126
126,2126.4067130410417,112.64067130410416
127,2292.314875036065,129.2314875036065
128,2345.54529225259,134.55452922525902
129,2270.8166421637366,127.08166421637364
130,2245.313182290495,124.5313182290495
131,2242.890956213327,124.28909562133272
132,2212.5423395655534,121.25423395655534
133,2243.0430910364676,124.30430910364674
134,2256.763097220167,125.67630972201668
135,2210.3556282095096,121.03556282095096
136,2147.30219184778,114.73021918477797
137,2361.8667112405624,136.18667112405626
138,2339.2795165668176,133.92795165668176
139,2082.203317742408,108.22033177424082
140,2057.557968889203,105.75579688892032
141,2127.917121974255,112.79171219742553
142,2183.4447513332075,118.34447513332074
143,2010.0161281430928,101.00161281430928
144,2221.2981517315825,122.12981517315824
145,2199.9876547803315,119.99876547803314
146,1990.4816437123075,99.04816437123074
147,2048.452404355952,104.8452404355952
148,2004.8688005187487,100.48688005187488
149,2255.6977419796926,125.56977419796924
150,2226.8974075119518,122.68974075119519
151,2278.35037073027,127.83503707302697
152,2435.6485458836814,143.56485458836815
153,2372.8092591386185,137.28092591386184
154,2351.190917729431,135.1190917729431
155,2324.9139964903316,132.49139964903316
156,2413.419996686147,141.3419996686147
157,2235.0914042096383,123.50914042096383
158,2277.9738037548486,127.79738037548486
159,2191.5238490838024,119.15238490838024
160,2206.141533811245,120.61415338112451
161,2198.1331219548924,119.81331219548923
162,2159.9629391456333,115.99629391456334
163,2335.1144357849826,133.51144357849827
164,2344.1738540807723,134.41738540807725
165,2396.0278136841234,139.60278136841234
166,2380.28506122937,138.02850612293702
167,2367.2285782807776,136.72285782807774
168,2132.0146569321705,113.20146569321703
169,2042.0185539602044,104.20185539602045
170,2206.496255146954,120.64962551469537
171,2207.409649489432,120.74096494894322
172,2228.1182007935486,122.81182007935487
173,1997.9518183815717,99.79518183815716
174,2319.12589854136,131.912589854136
175,2426.1838641846566,142.61838641846566
176,2282.981317461797,128.29813174617973
177,1928.3859218745959,92.83859218745958
178,2194.836283552407,119.48362835524074
179,1974.0339275582219,97.4033927558222
180,2215.0642393015437,121.50642393015438
181,2161.830938795359,116.18309387953589
182,2230.5381555819167,123.05381555819169
183,2291.398634494395,129.13986344943953
184,2123.7062471855033,112.37062471855035
185,2209.262195526062,120.92621955260618
186,2347.205190384257,134.7205190384257
187,2356.355450384449,135.63554503844492
188,2305.9385220018016,130.59385220018015
189,2025.6201151138737,102.56201151138735
190,2276.0588982747713,127.60588982747714
191,2295.334722428937,129.53347224289365
192,2154.077751198199,115.40777511981992
193,2162.2186650509598,116.22186650509599
194,2138.682270192345,113.86822701923451
195,2246.508544804952,124.65085448049523
196,2100.6810318792477,110.06810318792479
197,2277.9247368396595,127.79247368396595
198,2163.4838251443907,116.34838251443908
199,2182.2331491642713,118.22331491642713
200,2179.01472447422,117.90147244742202
201,2452.3551009223306,145.23551009223308
202,2301.748377763099,130.1748377763099
203,2143.387349208167,114.3387349208167
204,2334.769841216745,133.47698412167452
205,2090.110230105483,109.01102301054829
206,2197.287977265872,119.7287977265872
207,2252.5979399079883,125.25979399079885
208,2338.170953793012,133.8170953793012
209,2141.631231331079,114.1631231331079
210,2286.451610929605,128.6451610929605
211,2380.891155216338,138.0891155216338
212,2345.3206785346347,134.53206785346347
213,2090.6427334065193,109.06427334065194
214,1976.3637091509838,97.63637091509838
215,2337.2129634403946,133.72129634403947
216,1998.9325213031643,99.89325213031644
217,2152.1945432494063,115.21945432494061
218,2313.91480707081,131.39148070708103
219,2308.3513755130957,130.83513755130957
220,2511.3834910470214,151.13834910470212
221,2050.8557797039366,105.08557797039364
222,2016.662031130045,101.6662031130045
223,2145.3865569905456,114.53865569905454
224,2108.3134093241533,110.83134093241532
225,2246.2447966544346,124.62447966544347
226,2284.3727640538723,128.43727640538725
227,2108.704468516142,110.87044685161418
228,1983.4079542072777,98.34079542072777
229,2299.1028926627364,129.91028926627365
230,1814.910856613643,81.49108566136431
231,2307.779979766947,130.77799797669468
232,2386.1490089337967,138.61490089337968
233,2217.5886511146305,121.75886511146304
234,2025.1206807943154,102.51206807943154
235,2110.5889691611387,111.05889691611388
236,2035.8456172731705,103.58456172731705
237,2339.286310139758,133.92863101397577
238,2164.627297199539,116.4627297199539
239,2185.4522710398674,118.54522710398672
240,2282.541755961125,128.2541755961125
241,2060.2348126254924,106.02348126254925
242,2012.6383716875284,101.26383716875283
243,2245.470220152766,124.54702201527664
244,2318.309237365883,131.83092373658826
245,2010.6835906613023,101.06835906613023
246,2190.3497352748163,119.03497352748164
247,2142.2104307897735,114.22104307897736
248,2263.8182617840257,126.38182617840256
249,2255.514496773415,125.55144967734151
250,2157.991609780531,115.7991609780531
251,2055.559747106122,105.5559747106122
252,2180.6859443847634,118.06859443847632
253,2409.0960461807913,140.9096046180791
254,2230.817802849494,123.0817802849494
255,1984.7307950377156,98.47307950377156
256,2313.9995256562343,131.39995256562344
257,2158.7569913626094,115.87569913626092
258,2320.8374257689065,132.08374257689064
259,2176.896473618798,117.6896473618798
260,2144.7205252988015,114.47205252988013
261,2079.534799771308,107.95347997713081
262,2176.8910390677433,117.68910390677432
263,2234.03838820368,123.40383882036798
264,2207.2085571579482,120.72085571579483
265,2103.29556397483,110.329556397483
266,2265.085001265228,126.50850012652279
267,2173.157309301551,117.31573093015508
268,2176.00683456352,117.60068345635202
269,2091.8644949326363,109.18644949326364
270,2196.3896761462993,119.63896761462993
271,2286.005635466883,128.6005635466883
272,2025.8243091325396,102.58243091325396
273,2000.7496808802302,100.07496808802303
274,1919.7435903434766,91.97435903434766
275,2438.499233183505,143.8499233183505
276,1644.3142415866391,64.43142415866392
277,2123.3234922556535,112.33234922556537
278,2208.3714999899507,120.83714999899509
279,2194.6410649433296,119.46410649433297
280,2005.227313598374,100.52273135983741
281,2214.352324291201,121.43523242912009
282,2254.1346155719743,125.41346155719744
283,2244.2803808584963,124.42803808584961
284,2040.10192634843,104.010192634843
285,2286.0064702957397,128.60064702957396
286,2089.6967395878996,108.96967395878998
287,2295.231086323108,129.52310863231077
288,2316.879228376857,131.6879228376857
289,2021.52856120752,102.152856120752
290,2314.884680839832,131.48846808398324
291,2195.81644177611,119.58164417761101
292,2258.9201489099314,125.89201489099312
293,2442.940497097126,144.29404970971257
294,2204.617106459054,120.46171064590538
295,2108.574937655323,110.85749376553231
296,2279.8494041546573,127.98494041546573
297,2078.6895910159838,107.86895910159839
298,2072.038730206297,107.20387302062969
299,2228.8313755831273,122.88313755831273
300,1986.029402399782,98.6029402399782
301,2153.7881487530203,115.37881487530201
302,2289.479662758381,128.9479662758381
303,2266.9840015067966,126.69840015067967
304,2378.955762830147,137.8955762830147
305,2422.7399435338593,142.27399435338594
306,2103.7004450803515,110.37004450803516
307,2162.616953505934,116.26169535059341
308,2306.2724299349115,130.62724299349117
309,2464.7747024915625,146.47747024915626
310,2010.8904575737863,101.08904575737863
311,2078.8266965247344,107.88266965247347
312,2210.9406445767677,121.09406445767678
313,1994.0580127585529,99.40580127585528
314,2471.9439311822134,147.19439311822134
315,2356.2293501175736,135.62293501175736
316,2138.872996992632,113.88729969926321
317,2628.7936010640437,162.8793601064044
318,2298.1758592074566,129.81758592074567
319,2169.960880078608,116.99608800786083
320,2316.5958925729797,131.65958925729794
321,2140.0173115903735,114.00173115903733
322,2077.6265408658764,107.76265408658764
323,2195.0119554535736,119.50119554535736
324,2276.46129158153,127.64612915815299
325,2316.4490816384177,131.6449081638418
326,2058.334705976905,105.83347059769048
327,2202.80893937487,120.280893937487
328,2247.648410519921,124.76484105199211
329,2025.7704722382755,102.57704722382756
330,2436.652812993423,143.66528129934233
331,2330.6827372234175,133.06827372234173
332,2510.707506593565,151.0707506593565
333,1839.6583711524595,83.96583711524595
334,1838.865025425707,83.88650254257071
335,2513.7955751843674,151.3795575184367
336,2408.274520237762,140.82745202377617
337,2132.475456411163,113.2475456411163
338,2447.1668555324795,144.71668555324797
339,2225.4699932736994,122.54699932736992
340,2273.177918933203,127.31779189332029
341,2204.510229753178,120.45102297531783
342,1978.680313446212,97.86803134462122
343,2308.1787311240955,130.81787311240953
344,2272.2481934545744,127.22481934545743
345,2345.874815547189,134.58748155471892
346,2237.608879633037,123.76088796330369
347,2413.3315650820887,141.33315650820884
348,2169.6280922430346,116.96280922430344
349,2296.612357420628,129.66123574206284
350,2288.048382556472,128.8048382556472
351,2270.8458597134863,127.08458597134862
352,2277.050268034037,127.70502680340368
353,2419.7541267789043,141.97541267789043
354,2332.2026719496025,133.2202671949603
355,2144.2939235453455,114.42939235453453
356,2132.7420525098296,113.27420525098297
357,2214.7016517690836,121.47016517690834
358,2180.853002294117,118.08530022941169
359,2353.6766220632235,135.36766220632234
360,2071.019955847872,107.10199558478722
361,2242.5221377911007,124.2522137791101
362,1969.374105138203,96.9374105138203
363,1961.4602815962262,96.1460281596226
364,2527.7296043350825,152.77296043350822
365,2329.641129995108,132.96411299951077
366,2304.622791935379,130.4622791935379
367,2168.0697216738586,116.80697216738585
368,2269.2298271169425,126.92298271169426
369,2336.2368426414555,133.62368426414557
370,2254.29590579279,125.42959057927901
371,2059.914081145651,105.9914081145651
372,2053.408644883842,105.3408644883842
373,2101.0557479195245,110.10557479195246
374,2298.9261769387585,129.89261769387585
375,1943.5078775447557,94.35078775447556
376,2383.6539432930945,138.36539432930945
377,2319.4765500050935,131.94765500050934
378,2412.2032630402377,141.22032630402379
379,2195.542972642735,119.55429726427349
380,2196.0078590530306,119.60078590530307
381,2138.0816986281234,113.80816986281235
382,2124.9542995779,112.49542995779001
383,2159.376834910865,115.93768349108649
384,2076.1628044224467,107.61628044224464
385,2124.7818727319377,112.47818727319378
386,2197.5304567205276,119.75304567205276
387,2277.1097611871205,127.71097611871207
388,2247.011911291693,124.70119112916933
389,2210.349865161357,121.03498651613566
390,1888.0019422394082,88.80019422394084
391,2123.208457039921,112.3208457039921
392,2296.153735421519,129.61537354215187
393,2145.3930278007483,114.53930278007482
394,2058.0431860505987,105.80431860505985
395,2173.902083898311,117.3902083898311
396,2050.9374338226207,105.09374338226208
397,2438.2269148335786,143.82269148335786
398,2216.1522583712754,121.61522583712751
399,2191.54978256896,119.154978256896
400,2489.213329755508,148.92133297555077
401,2051.0292316246887,105.10292316246885
402,1869.7523313139693,86.97523313139692
403,2186.2138842205577,118.62138842205576
404,2282.8744635177895,128.28744635177895
405,2418.176361713329,141.8176361713329
406,2372.4194446843876,137.2419444684388
407,2101.9525213860666,110.19525213860666
408,2306.9091528006675,130.69091528006675
409,2216.3889515467863,121.63889515467865
410,2173.743565592563,117.3743565592563
411,2146.547078403161,114.65470784031608
412,2085.3019697691766,108.53019697691768
413,2283.298565875252,128.32985658752517
414,2072.8815231663466,107.28815231663464
415,2520.1159413305236,152.01159413305234
416,2211.8163225751814,121.18163225751815
417,1847.0135467272544,84.70135467272544
418,2274.4789003943797,127.44789003943797
419,2306.011283395149,130.6011283395149
420,2322.6434436508075,132.26434436508075
421,2240.755574784808,124.07555747848077
422,2171.3455272281008,117.13455272281008
423,2428.720975220776,142.87209752207758
424,2122.9339370294365,112.29339370294365
425,2220.130643538838,122.01306435388379
426,2014.2163947029594,101.42163947029594
427,2086.154526775693,108.6154526775693
428,2262.966563835158,126.29665638351581
429,2240.9085844789797,124.09085844789796
430,2232.2509018143132,123.22509018143131
431,2280.2478331276743,128.0247833127674
432,2422.629059863605,142.26290598636052
433,2231.561072113986,123.1561072113986
434,2319.240254354535,131.9240254354535
435,2155.021044390484,115.50210443904838
436,2137.3141223886073,113.73141223886071
437,1584.0451044349816,58.40451044349815
438,2066.512536979024,106.65125369790238
439,2228.4463741907143,122.84463741907143
440,2101.8157485531287,110.18157485531286
441,2293.8006723051626,129.38006723051626
442,2275.2263784730612,127.52263784730613
443,2236.5073186707536,123.65073186707538
444,2227.905854166533,122.79058541665333
445,2282.7002671671485,128.27002671671485
446,2413.192085042086,141.31920850420863
447,2081.118522717867,108.11185227178672
448,2266.527275119346,126.65272751193459
449,2381.7041004413986,138.17041004413989
450,2291.342964957302,129.13429649573018
451,2041.788823701864,104.1788823701864
452,2264.3462169274644,126.43462169274646
453,2289.117578720994,128.91175787209937
454,2204.1017578107558,120.41017578107555
455,2336.342689475492,133.6342689475492
456,2463.7997170081976,146.37997170081977
457,1767.3105526029815,76.73105526029815
458,2358.3340072072783,135.83340072072784
459,2265.3701291737243,126.53701291737245
460,2498.5626794947343,149.85626794947345
461,2230.237828903554,123.0237828903554
462,2011.7122572400904,101.17122572400903
463,2152.2131222181597,115.22131222181598
464,1908.2513714060326,90.82513714060325
465,2162.7214562481004,116.27214562481005
466,2296.1619486970703,129.61619486970704
467,2355.2603238149127,135.52603238149126
468,2307.9533068853416,130.79533068853414
469,2040.312734661126,104.03127346611258
470,2415.2325068473183,141.52325068473183
471,2535.936932125117,153.5936932125117
472,2243.2821260576766,124.32821260576765
473,2209.3345290290167,120.93345290290168
474,2198.1479700470813,119.81479700470814
475,2175.719894108218,117.57198941082181
476,2112.966340268159,111.29663402681591
477,2149.5840302468596,114.95840302468596
478,2185.6422342598,118.56422342597996
479,2195.966908382477,119.59669083824771
480,2091.401831007292,109.14018310072922
481,2324.5040139553853,132.45040139553853
482,2067.592039232492,106.75920392324917
483,2044.6990194714351,104.46990194714351
484,2014.5187922744478,101.45187922744476
485,2270.530890461419,127.05308904614188
486,2163.3942446150118,116.33942446150117
487,2282.9135151290207,128.29135151290205
488,1874.6018485585003,87.46018485585003
489,2033.2410874222003,103.32410874222005
490,2222.257645059005,122.22576450590049
491,2094.7642577669344,109.47642577669345
492,2267.633518838167,126.76335188381671
493,2291.4055372548332,129.14055372548333
494,2101.6177410618698,110.16177410618697
495,2136.639508560296,113.66395085602959
496,2205.8044236166606,120.58044236166606
497,2273.548649339718,127.35486493397178
498,2380.395565571224,138.03955655712235
499,2025.9457028400036,102.59457028400037
500,1864.8401674922668,86.48401674922668
501,2229.8740850245363,122.98740850245365
502,2238.9447742949333,123.8944774294933
503,2127.432391258915,112.74323912589148
504,2189.3422248262013,118.93422248262016
505,2136.7165357952017,113.67165357952018
506,2243.1011814860235,124.31011814860233
507,2135.4717801084576,113.54717801084577
508,2192.491608976546,119.2491608976546
509,2043.7605679745118,104.37605679745117
510,2059.625832994236,105.96258329942363
511,2271.845544841148,127.18455448411477
512,2038.55095577292,103.85509557729198
513,2119.083667963423,111.9083667963423
514,2167.0159113700956,116.70159113700956
515,2103.0619530015547,110.30619530015548
516,2319.663238650533,131.96632386505328
517,2279.455232679662,127.94552326796622
518,2120.1278912489292,112.01278912489295
519,2134.4857682504853,113.44857682504852
520,2194.7238264699245,119.47238264699243
521,2191.0546398075635,119.10546398075637
522,2105.4392773410354,110.54392773410355
523,2103.943734849082,110.39437348490817
524,2182.533387193846,118.25333871938462
525,2229.350975773367,122.93509757733668
526,2109.52966937548,110.95296693754797
527,2494.1134232141635,149.41134232141633
528,2146.706726789106,114.67067267891062
529,2215.8584396794868,121.58584396794869
530,2141.8654136258237,114.18654136258239
531,2582.241744185452,158.22417441854518
532,2129.048433830202,112.90484338302021
533,2259.4700074966613,125.94700074966613
534,1971.2764817465777,97.12764817465778
535,2119.2435190846654,111.92435190846655
536,2219.1285278837863,121.91285278837864
537,2212.0026585220926,121.20026585220924
538,2225.356787131095,122.5356787131095
539,2456.9110057790217,145.69110057790215
540,2294.6205330775397,129.46205330775396
541,2200.982101278157,120.09821012781572
542,2291.7020055254457,129.17020055254457
543,1938.3583246695468,93.83583246695468
544,2220.9351227440866,122.09351227440868
545,2314.811836134717,131.48118361347167
546,2238.814262548969,123.8814262548969
547,2472.193173307442,147.21931733074422
548,2163.51679081378,116.35167908137802
549,2000.9377579521336,100.09377579521335
550,2382.3905093430085,138.23905093430088
551,2096.3773806449735,109.63773806449737
552,2285.3768689010008,128.53768689010008
553,2370.248004847728,137.0248004847728
554,2122.7913517594843,112.27913517594845
555,1722.4804732871312,72.24804732871313
556,2260.4082507233525,126.04082507233522
557,2070.0822601070786,107.00822601070787
558,2195.6343146773665,119.56343146773665
559,2090.298958126593,109.02989581265929
560,2100.253294221885,110.0253294221885
561,2310.516736371197,131.0516736371197
562,2163.799728121626,116.37997281216256
563,2370.5971135106215,137.05971135106213
564,2078.7504390199692,107.87504390199692
565,2206.3473558452292,120.63473558452293
566,2331.171320229548,133.11713202295482
567,2305.7787620733257,130.57787620733254
568,2247.6540624671043,124.76540624671043
569,1779.7572993919712,77.97572993919712
570,2253.6196823767873,125.36196823767871
571,2146.7668375934563,114.67668375934564
572,2294.061647934203,129.4061647934203
573,2188.472989555207,118.84729895552067
574,2252.9249991054958,125.29249991054958
575,2088.9944119150587,108.89944119150586
576,2344.3454187326606,134.43454187326606
577,2464.363911428144,146.43639114281441
578,2143.072536008905,114.30725360089049
579,2062.5627864298654,106.25627864298654
580,2217.285732823954,121.72857328239539
581,2018.823815147577,101.88238151475772
582,2158.4913093373875,115.84913093373873
583,2145.039016300085,114.50390163000854
584,2264.667292883756,126.46672928837562
585,2157.0246707092624,115.70246707092626
586,2399.680513304756,139.96805133047562
587,2433.6758576191123,143.36758576191122
588,2135.3516768614786,113.53516768614784
589,1915.1757022531804,91.51757022531804
590,2433.1144818892467,143.31144818892466
591,2186.6501561266577,118.66501561266575
592,2064.5757573616906,106.45757573616908
593,2401.6297864004136,140.16297864004136
594,2322.298973925631,132.2298973925631
595,2125.4712718513556,112.54712718513558
596,2162.833921776495,116.28339217764952
597,2190.6173575308094,119.06173575308094
598,2271.0506264721716,127.10506264721717
599,2355.9431837405687,135.59431837405685
600,2157.4520027743747,115.74520027743746
601,2110.4069360504254,111.04069360504253
602,2258.055106700711,125.8055106700711
603,2200.4711509586987,120.04711509586987
604,2117.6814255537674,111.76814255537676
605,2275.3345226676565,127.53345226676566
606,2193.9389435511885,119.39389435511885
607,2139.298437962789,113.92984379627893
608,2307.464064650213,130.74640646502132
609,2376.9881801810425,137.69881801810425
610,2148.0923324072446,114.80923324072445
611,2097.6860502387353,109.76860502387353
612,2338.6087470158,133.86087470158
613,2130.7865458019064,113.07865458019064
614,2334.1607614823934,133.41607614823934
615,2139.8332681959296,113.98332681959297
616,1941.7751802608702,94.17751802608703
617,2221.8929816193718,122.1892981619372
618,2132.2161880558974,113.22161880558977
619,2266.1728032568135,126.61728032568136
620,2309.427066013797,130.9427066013797
621,2055.1227339681823,105.51227339681822
622,2396.953539154688,139.6953539154688
623,2333.023364825935,133.30233648259352
624,2138.5394547120613,113.85394547120615
625,2214.480002393215,121.4480002393215
626,2006.600124792826,100.6600124792826
627,2108.6171004322327,110.8617100432233
628,2124.8336219474304,112.48336219474302
629,2317.936321652025,131.7936321652025
630,1923.465730454985,92.34657304549852
631,2036.3816004861112,103.6381600486111
632,2161.1321238220994,116.11321238220995
633,2219.390688765852,121.93906887658517
634,2341.581684798021,134.1581684798021
635,2250.8060455702957,125.08060455702959
636,2153.9323416212933,115.39323416212932
637,2226.441473127739,122.64414731277387
638,2447.5219286260676,144.75219286260676
639,2169.098807035119,116.90988070351192
640,2071.017636583032,107.1017636583032
641,2102.66960806098,110.26696080609798
642,2391.9225121813406,139.19225121813406
643,2385.04717270867,138.50471727086702
644,2162.016019294542,116.20160192945418
645,2203.870491793209,120.38704917932091
646,2165.140188516502,116.5140188516502
647,2133.042384830177,113.30423848301771
648,2089.4654763396834,108.94654763396834
649,2436.6886656721695,143.66886656721695
650,2227.261765114244,122.72617651142438
651,2086.096193981187,108.60961939811871
652,2264.357577865061,126.43575778650612
653,2010.263541121146,101.02635411211463
654,2028.9065400368443,102.89065400368442
655,2225.5560897809146,122.55560897809148
656,2131.3476283574523,113.13476283574522
657,2254.0732410365267,125.40732410365267
658,2306.7130439353314,130.67130439353312
659,2256.9206727938367,125.69206727938366
660,2145.292069044919,114.52920690449191
661,2059.4792608816133,105.94792608816132
662,2182.581705200806,118.25817052008061
663,2203.029260758967,120.30292607589672
664,2356.643846179152,135.6643846179152
665,2091.795924666916,109.17959246669162
666,2105.521483716752,110.5521483716752
667,2202.905940977087,120.29059409770872
668,2621.8586329493146,162.18586329493147
669,2156.4615861791654,115.64615861791654
670,2196.5883241467786,119.65883241467785
671,2308.907218613065,130.8907218613065
672,2332.317317276111,133.23173172761113
673,2161.6330847597196,116.16330847597199
674,2311.9521098090972,131.1952109809097
675,2079.2028030517413,107.92028030517412
676,2102.0938042968987,110.20938042968989
677,2437.0069989817994,143.70069989817992
678,2448.880128169495,144.8880128169495
679,2251.961090513351,125.19610905133507
680,1953.0423399321257,95.30423399321258
681,2000.6156703287102,100.06156703287101
682,2187.5109799370575,118.75109799370574
683,2052.157763572898,105.2157763572898
684,2297.1466181357664,129.71466181357664
685,2289.309432833644,128.93094328336443
686,2160.983261402542,116.09832614025422
687,2257.655637597932,125.7655637597932
688,2191.4409944733825,119.14409944733823
689,2308.2077836935014,130.82077836935017
690,2129.0039850968096,112.90039850968094
691,2068.5455431937953,106.85455431937952
692,2267.3518952271693,126.73518952271694
693,2337.0332084847014,133.70332084847013
694,2061.047135954388,106.10471359543881
695,2116.4098450906517,111.64098450906516
696,2386.597147120081,138.6597147120081
697,2406.055541845364,140.6055541845364
698,2189.120726154089,118.91207261540887
699,2226.7108644868385,122.67108644868388
700,2191.877866238995,119.18778662389951
701,2242.1538131529956,124.21538131529957
702,2177.5042219962747,117.75042219962745
703,2147.9291464714934,114.79291464714936
704,2310.1471548261384,131.01471548261384
705,2422.350696408289,142.2350696408289
706,2242.5643911786565,124.25643911786564
707,1998.894194216275,99.88941942162751
708,2202.271628092092,120.22716280920922
709,2216.285805269239,121.62858052692388
710,2119.5955890452474,111.95955890452476
711,2444.539393555816,144.45393935558158
712,2447.319124298391,144.73191242983913
713,2244.1161930507014,124.41161930507016
714,2274.2175174524427,127.42175174524428
715,2138.5303450086203,113.85303450086201
716,2364.817444876311,136.48174448763112
717,2200.4558041469154,120.04558041469156
718,2201.193050359326,120.1193050359326
719,2079.95744270725,107.99574427072498
720,2235.681903554323,123.5681903554323
721,2007.2436002964391,100.72436002964392
722,1890.3248563753746,89.03248563753745
723,2371.7437403160743,137.1743740316074
724,2435.303969176288,143.5303969176288
725,2269.089682343161,126.90896823431608
726,1720.8609538991002,72.08609538991001
727,2171.6710279318804,117.16710279318802
728,2082.5986019716565,108.25986019716565
729,2337.2191743664016,133.72191743664015
730,2139.1120417659404,113.91120417659404
731,2146.68316528947,114.668316528947
732,2082.253633158837,108.2253633158837
733,2176.4189038821523,117.64189038821522
734,2320.871367333011,132.0871367333011
735,1922.7300890276783,92.27300890276784
736,2034.821259389271,103.4821259389271
737,2172.6972878912065,117.26972878912068
738,2159.509316788607,115.95093167886073
739,2270.8555658060855,127.08555658060857
740,2421.476713601004,142.14767136010042
741,2153.9533200064234,115.39533200064236
742,2011.946171758836,101.19461717588361
743,2332.3565048557384,133.23565048557384
744,2260.0542156722354,126.00542156722354
745,2120.28037992739,112.02803799273902
746,2108.1372468518416,110.81372468518418
747,2234.0080564634573,123.40080564634573
748,2211.0400183953225,121.10400183953223
749,2162.3064089766,116.23064089765998
750,2276.967352210308,127.69673522103079
751,2193.048196702809,119.30481967028088
