bet_num,date,bet_size,bet_won,profit,bankroll
286,2025-04-11,872.463175060637,True,793.1483409642154,15518.265219624747
287,2025-04-11,919.4572142627668,True,835.8701947843334,16354.13541440908
288,2025-04-11,968.9825233037385,True,880.8932030033986,17235.028617412478
289,2025-04-11,1021.1754455816898,True,928.3413141651725,18163.36993157765
290,2025-04-11,1076.1796684459764,True,978.3451531327058,19141.715084710355
291,2025-04-11,1134.1466187690892,True,1031.0423806991719,20172.757465409526
292,2025-04-13,1195.235879825515,True,1086.57807256865,21259.335537978175
293,2025-04-13,1259.6156306252076,True,1145.1051187501887,22404.440656728362
294,2025-04-13,1327.4631089111563,True,1206.7846444646875,23611.22530119305
295,2025-04-13,1398.965099095689,True,1271.7864537233536,24883.011754916406
296,2025-04-13,1474.3184464787978,True,1340.289496798907,26223.301251715315
297,2025-04-13,1553.7305991641333,True,1412.4823628764848,27635.7836145918
298,2025-04-13,1637.420179164565,True,1488.5637992405136,29124.347413832314
299,2025-04-13,1725.6175842695657,False,-1725.6175842695657,27398.729829562748
300,2025-04-13,1623.3747424015937,True,1475.7952203650852,28874.525049927834
