Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Jason Collins,25.9,NJN,Big,128,11,-4.6%,29,-2.4%,96,+20.0%,6,-12.1%,54,+0.9%,47,-0.9%,9,-12.0%,10,-8.9%
Nick Collison,24.0,SEA,Big,211,47,+0.3%,76,+6.0%,61,+2.8%,12,-10.2%,21,-4.0%,18,-11.9%,37,-1.7%,31,-3.7%
Samuel Dalembert,24.5,PHI,Big,192,79,+4.2%,94,+14.7%,7,-14.1%,49,+0.0%,25,-3.3%,12,-15.2%,89,+11.2%,59,+3.1%
Erick Dampier,29.3,DAL,Big,302,32,-1.7%,64,+3.6%,49,+0.4%,8,-11.5%,7,-7.7%,24,-8.5%,84,+9.4%,74,+5.1%
Antonio Daniels,29.6,SEA,Combo,324,16,-4.1%,31,-2.3%,19,-8.0%,45,-1.5%,18,-4.8%,11,-17.8%,27,-4.2%,23,-7.0%
Marquis Daniels,23.8,DAL,Combo,158,8,-5.8%,21,-4.4%,21,-7.2%,25,-5.8%,12,-6.3%,6,-23.0%,46,+0.5%,28,-4.2%
Antonio Davis,36.0,CHI,Big,171,34,-1.5%,32,-2.0%,57,+1.3%,30,-4.4%,35,-1.7%,46,-1.0%,59,+2.1%,51,+1.3%
Dale Davis,35.6,IND,Big,314,54,+1.1%,24,-3.4%,59,+2.1%,87,+9.6%,84,+6.3%,60,+3.5%,30,-3.8%,41,-1.9%
Ricky Davis,25.1,BOS,Wing,235,87,+6.1%,47,+0.8%,78,+7.8%,68,+3.5%,82,+5.9%,83,+16.9%,88,+9.9%,94,+12.7%
Juan Dixon,26.1,WAS,Combo,217,4,-8.2%,1,-19.7%,64,+4.0%,53,+0.7%,70,+2.4%,25,-7.5%,11,-10.5%,11,-8.8%
Keyon Dooling,24.5,MIA,Point,255,23,-2.8%,26,-2.9%,25,-5.3%,65,+2.4%,46,-0.5%,11,-17.7%,58,+2.1%,32,-3.6%
Chris Duhon,22.2,CHI,Point,162,15,-4.2%,11,-10.2%,60,+2.6%,32,-4.2%,47,-0.5%,29,-4.7%,25,-5.3%,26,-5.0%
Tim Duncan,28.5,SAS,Big,862,39,-1.1%,22,-4.3%,76,+7.2%,24,-6.0%,55,+1.0%,50,+0.7%,74,+5.8%,64,+3.8%
Reggie Evans,24.5,SEA,Big,208,49,+0.6%,6,-12.0%,77,+7.3%,71,+3.7%,81,+5.4%,100,+57.0%,54,+1.6%,93,+12.6%
Michael Finley,31.7,DAL,Wing,495,75,+3.2%,87,+9.4%,88,+11.1%,57,+1.4%,79,+4.7%,5,-23.4%,29,-4.1%,12,-8.8%
Danny Fortson,28.6,SEA,Big,105,50,+0.8%,75,+5.8%,28,-4.6%,56,+1.4%,36,-1.5%,20,-11.1%,47,+0.6%,36,-2.6%
Jeff Foster,27.8,IND,Big,230,52,+0.9%,70,+4.0%,34,-2.7%,52,+0.3%,39,-1.1%,8,-20.7%,87,+9.6%,52,+1.4%
Pau Gasol,24.3,MEM,Big,131,96,+7.9%,51,+1.2%,91,+13.5%,94,+15.7%,99,+14.4%,86,+17.5%,56,+1.9%,71,+4.6%
Manu Ginobili,27.3,SAS,Wing,769,85,+5.8%,44,+0.1%,47,+0.3%,67,+3.1%,61,+1.6%,55,+2.1%,92,+12.5%,82,+8.9%
Ben Gordon,21.6,CHI,Wing,150,48,+0.4%,74,+5.1%,17,-9.5%,62,+2.0%,30,-2.5%,41,-2.0%,45,+0.2%,46,-0.4%
Richard Hamilton,26.7,DET,Wing,1077,32,-1.7%,79,+6.3%,39,-2.2%,46,-0.8%,37,-1.4%,74,+11.9%,7,-15.1%,20,-7.2%
Othella Harrington,30.8,CHI,Big,104,33,-1.6%,65,+3.6%,90,+12.7%,14,-9.7%,67,+1.9%,61,+3.6%,16,-8.7%,27,-4.9%
Udonis Haslem,24.4,MIA,Big,544,62,+1.9%,34,-1.9%,30,-4.0%,82,+8.0%,72,+3.1%,65,+4.6%,70,+4.5%,67,+4.3%
Brendan Haywood,24.9,WAS,Big,293,66,+2.4%,92,+13.7%,11,-10.8%,26,-5.7%,6,-7.8%,32,-4.4%,83,+9.3%,76,+5.8%
Kirk Hinrich,23.8,CHI,Combo,214,4,-8.1%,2,-19.6%,3,-20.4%,81,+6.2%,23,-3.7%,14,-14.5%,52,+1.2%,38,-2.3%
Robert Horry,34.2,SAS,Big,618,81,+5.4%,55,+2.1%,63,+4.0%,89,+10.5%,88,+6.8%,28,-5.6%,46,+0.4%,39,-2.0%
Josh Howard,24.5,DAL,Forward,429,96,+7.9%,90,+10.6%,56,+1.0%,64,+2.1%,68,+2.1%,89,+20.7%,86,+9.5%,90,+12.2%
Larry Hughes,25.8,WAS,Combo,402,41,-0.8%,72,+4.3%,4,-18.1%,25,-6.0%,4,-10.2%,70,+9.5%,68,+3.8%,78,+6.0%
Lindsey Hunter,33.9,DET,Combo,352,35,-1.5%,16,-6.2%,50,+0.4%,75,+4.7%,74,+3.2%,19,-11.6%,44,-0.1%,29,-4.2%
Steven Hunter,23.0,PHX,Big,209,59,+1.5%,75,+5.1%,24,-5.7%,84,+8.6%,59,+1.3%,61,+4.1%,60,+2.1%,57,+2.5%
Andre Iguodala,20.8,PHI,Wing,193,93,+7.5%,97,+16.6%,48,+0.3%,18,-7.0%,15,-5.5%,54,+1.7%,96,+18.1%,95,+13.0%
Allen Iverson,29.4,PHI,Point,237,1,-12.6%,7,-11.8%,0,0.0%,0,-59.5%,0,-60.2%,0,0.0%,100,+40.3%,100,+34.4%
Jim Jackson,34.1,PHX,Combo,466,43,-0.5%,45,+0.4%,13,-10.5%,76,+4.8%,29,-2.7%,78,+14.1%,31,-3.4%,53,+1.5%
Stephen Jackson,26.6,IND,Wing,471,80,+4.5%,68,+3.8%,37,-2.5%,36,-3.0%,28,-2.9%,91,+24.2%,75,+6.2%,88,+11.2%
Jerome James,29.0,SEA,Big,294,29,-2.1%,13,-7.9%,82,+8.5%,39,-2.3%,73,+3.1%,43,-1.8%,66,+3.4%,55,+2.4%
Mike James,29.4,HOU,Combo,170,90,+6.4%,19,-5.0%,46,0.0%,90,+12.7%,94,+8.6%,33,-4.3%,97,+19.4%,92,+12.4%
Antawn Jamison,28.4,WAS,Wing,378,99,+13.4%,95,+14.7%,79,+8.1%,58,+1.4%,76,+3.5%,82,+16.6%,99,+23.1%,99,+21.5%
Al Jefferson,19.8,BOS,Big,121,36,-1.5%,4,-12.9%,7,-14.1%,100,+25.6%,89,+7.0%,89,+20.6%,43,-0.1%,80,+7.6%
Richard Jefferson,24.4,NJN,Wing,139,77,+3.4%,83,+9.0%,2,-22.5%,78,+5.9%,19,-4.2%,75,+12.5%,61,+2.2%,61,+3.4%
Jared Jeffries,22.9,WAS,Forward,244,91,+6.9%,91,+13.2%,62,+3.2%,73,+4.0%,75,+3.3%,87,+17.5%,65,+3.1%,65,+3.9%
Anthony Johnson,30.1,IND,Point,309,27,-2.3%,24,-3.4%,9,-13.4%,79,+6.1%,31,-2.4%,38,-3.5%,48,+0.6%,44,-0.8%
Joe Johnson,23.3,PHX,Wing,351,69,+2.8%,73,+4.4%,73,+6.9%,20,-6.9%,50,-0.1%,58,+2.8%,68,+4.1%,66,+4.1%
Damon Jones,28.2,MIA,Point,501,75,+3.3%,28,-2.5%,65,+4.3%,31,-4.4%,39,-1.2%,94,+26.6%,77,+6.8%,91,+12.2%
Eddie Jones,33.0,MIA,Wing,601,71,+3.1%,32,-2.2%,29,-4.3%,66,+2.5%,52,+0.0%,85,+17.4%,40,-0.5%,75,+5.5%
Fred Jones,25.6,IND,Wing,210,31,-2.0%,20,-4.8%,36,-2.6%,54,+1.0%,46,-0.6%,35,-3.7%,54,+1.8%,48,+0.3%
James Jones,24.1,IND,Forward,181,20,-3.1%,54,+1.8%,27,-4.8%,59,+1.6%,40,-1.1%,35,-3.7%,13,-9.7%,14,-8.2%
Jason Kidd,31.6,NJN,Point,182,5,-7.3%,60,+3.0%,94,+16.1%,60,+1.9%,91,+7.5%,72,+10.0%,0,-42.8%,0,-33.4%
Kyle Korver,23.6,PHI,Wing,140,88,+6.2%,66,+3.6%,100,+31.0%,75,+4.3%,97,+11.9%,27,-6.3%,50,+0.9%,46,-0.4%
Nenad Krstic,21.3,NJN,Big,154,64,+2.1%,98,+17.6%,32,-3.7%,21,-6.7%,16,-5.4%,75,+12.5%,39,-0.5%,54,+1.8%
Raef LaFrentz,28.4,BOS,Big,185,46,-0.2%,61,+3.2%,75,+7.2%,22,-6.4%,51,-0.1%,7,-21.2%,39,-0.7%,18,-7.6%
Christian Laettner,35.2,MIA,Big,130,25,-2.7%,23,-4.0%,70,+6.2%,28,-5.5%,42,-1.0%,56,+2.6%,36,-2.0%,42,-1.4%
Rashard Lewis,25.2,SEA,Forward,311,68,+2.7%,53,+1.5%,82,+8.7%,29,-5.0%,64,+1.9%,64,+4.5%,72,+4.7%,72,+4.7%
Shawn Marion,26.5,PHX,Forward,631,11,-4.5%,27,-2.6%,14,-10.5%,61,+1.9%,18,-4.8%,13,-15.1%,57,+1.9%,33,-3.4%
Kenyon Martin,26.8,DEN,Big,163,72,+3.2%,36,-0.8%,18,-8.5%,86,+9.0%,65,+1.9%,83,+16.9%,62,+2.9%,83,+9.2%
Antonio McDyess,30.2,DET,Big,493,51,+0.9%,62,+3.4%,31,-3.9%,74,+4.2%,54,+0.9%,31,-4.6%,78,+7.3%,58,+3.0%
Tracy McGrady,25.4,HOU,Wing,301,53,+1.0%,78,+6.3%,92,+14.2%,3,-16.9%,20,-4.2%,17,-12.5%,82,+8.8%,40,-2.0%
Andre Miller,28.6,DEN,Combo,183,89,+6.4%,80,+6.4%,43,-0.6%,40,-2.3%,41,-1.0%,92,+25.0%,80,+8.2%,96,+16.7%
Brad Miller,28.6,SAC,Big,138,67,+2.6%,100,+20.4%,38,-2.4%,70,+3.7%,62,+1.8%,90,+23.2%,4,-17.4%,11,-8.8%
Mike Miller,24.7,MEM,Wing,108,39,-0.9%,39,-0.4%,10,-13.0%,96,+16.7%,53,+0.7%,97,+33.3%,20,-7.8%,18,-7.4%
Reggie Miller,39.2,IND,Wing,427,60,+1.6%,89,+9.8%,51,+0.6%,33,-3.6%,34,-1.8%,51,+0.8%,26,-4.5%,34,-3.1%
Cuttino Mobley,29.2,SAC,Wing,158,3,-8.6%,3,-16.9%,20,-7.5%,18,-8.0%,5,-7.9%,4,-30.0%,35,-2.1%,16,-7.9%
Nazr Mohammed,27.2,SAS,Big,529,18,-3.6%,50,+1.2%,26,-4.9%,11,-10.7%,8,-7.4%,42,-1.9%,42,-0.3%,45,-0.6%
Alonzo Mourning,34.7,MIA,Big,252,14,-4.2%,41,-0.3%,61,+3.0%,80,+6.2%,80,+4.9%,1,-47.3%,25,-5.5%,4,-17.7%
Dikembe Mutombo,38.4,HOU,Big,100,61,+1.8%,4,-15.4%,5,-15.0%,89,+10.1%,66,+1.9%,80,+15.4%,98,+22.7%,97,+20.7%
Steve Nash,30.7,PHX,Point,610,97,+8.8%,82,+7.8%,53,+0.7%,97,+17.8%,96,+9.1%,68,+7.8%,63,+3.0%,68,+4.4%
Andres Nocioni,24.9,CHI,Forward,197,10,-4.7%,14,-7.6%,52,+0.7%,82,+7.9%,75,+3.2%,37,-3.6%,17,-8.6%,21,-7.2%
Dirk Nowitzki,26.4,DAL,Big,553,73,+3.2%,38,-0.7%,40,-1.6%,88,+9.9%,83,+6.1%,23,-9.2%,32,-2.8%,35,-3.1%
Jermaine O'Neal,26.1,IND,Big,477,98,+10.4%,96,+15.6%,98,+22.2%,55,+1.1%,90,+7.1%,96,+29.1%,51,+1.0%,79,+7.3%
Shaquille O'Neal,32.7,MIA,Big,428,86,+6.1%,59,+2.9%,46,+0.2%,32,-3.9%,32,-2.1%,98,+38.0%,76,+6.6%,96,+15.4%
Scott Padgett,28.5,HOU,Big,102,19,-3.5%,40,-0.3%,72,+6.5%,4,-16.5%,11,-6.9%,81,+15.5%,5,-16.9%,22,-7.1%
Tony Parker,22.5,SAS,Point,848,82,+5.6%,85,+9.2%,71,+6.4%,41,-2.2%,71,+3.0%,66,+4.7%,69,+4.4%,73,+4.7%
Gary Payton,36.3,BOS,Point,238,84,+5.8%,52,+1.3%,83,+8.9%,77,+5.1%,85,+6.3%,88,+19.0%,64,+3.1%,81,+8.0%
Paul Pierce,27.1,BOS,Wing,276,74,+3.2%,82,+7.4%,96,+17.9%,16,-9.0%,82,+6.0%,4,-28.2%,4,-19.8%,2,-24.6%
Tayshaun Prince,24.7,DET,Wing,1016,56,+1.1%,39,-0.3%,89,+12.6%,7,-11.7%,27,-3.1%,74,+11.9%,85,+9.4%,86,+9.8%
Vladimir Radmanovic,24.0,SEA,Forward,123,78,+3.6%,96,+16.1%,75,+7.1%,46,-0.8%,69,+2.2%,9,-20.3%,22,-6.1%,15,-8.1%
Quentin Richardson,24.6,PHX,Wing,561,18,-3.6%,9,-11.1%,42,-1.4%,27,-5.5%,25,-3.2%,21,-10.7%,91,+11.9%,70,+4.6%
Luke Ridnour,23.7,SEA,Point,374,22,-2.8%,37,-0.7%,54,+0.7%,43,-1.9%,48,-0.3%,68,+7.0%,27,-4.2%,37,-2.5%
Glenn Robinson,31.8,SAS,Forward,102,12,-4.4%,61,+3.2%,44,-0.6%,72,+3.9%,60,+1.4%,25,-6.9%,15,-9.3%,9,-9.4%
Michael Ruffin,27.8,WAS,Big,154,17,-4.0%,25,-2.9%,23,-6.2%,68,+3.2%,49,-0.2%,63,+4.4%,10,-11.0%,25,-5.6%
Jerry Stackhouse,30.0,DAL,Wing,403,24,-2.7%,18,-5.7%,12,-10.6%,44,-1.9%,17,-5.0%,53,+1.5%,67,+3.5%,60,+3.3%
Peja Stojakovic,27.4,SAC,Wing,201,44,-0.4%,93,+14.0%,1,-22.8%,23,-6.1%,2,-11.9%,96,+31.8%,55,+1.9%,68,+4.4%
Amar'e Stoudemire,22.0,PHX,Big,599,58,+1.5%,35,-0.9%,99,+22.9%,15,-9.3%,86,+6.5%,34,-3.8%,23,-5.8%,25,-5.2%
Bob Sura,31.6,HOU,Point,180,6,-6.2%,63,+3.5%,35,-2.6%,4,-15.6%,3,-11.5%,48,0.0%,8,-12.5%,13,-8.7%
Jason Terry,27.1,DAL,Point,499,68,+2.7%,43,-0.1%,87,+10.2%,83,+8.5%,95,+9.0%,53,+1.5%,18,-8.5%,24,-6.2%
Etan Thomas,26.6,WAS,Big,126,25,-2.6%,12,-8.0%,85,+9.7%,37,-2.6%,68,+2.1%,15,-12.8%,33,-2.7%,30,-3.9%
Kenny Thomas,27.3,SAC,Big,153,54,+1.1%,81,+7.4%,6,-14.7%,54,+1.0%,22,-4.0%,57,+2.7%,53,+1.6%,54,+2.0%
Jamaal Tinsley,26.7,IND,Point,249,70,+3.1%,58,+2.6%,97,+20.1%,39,-2.3%,92,+7.6%,52,+1.3%,24,-5.6%,32,-3.5%
Beno Udrih,22.3,SAS,Point,224,7,-5.8%,11,-8.3%,16,-9.6%,85,+8.7%,32,-2.3%,30,-4.7%,18,-8.6%,19,-7.3%
Dwyane Wade,22.8,MIA,Combo,572,63,+2.0%,69,+3.9%,86,+10.2%,13,-10.2%,38,-1.3%,79,+14.6%,38,-1.1%,61,+3.4%
Antoine Walker,28.2,BOS,Big,223,0,-12.7%,8,-11.6%,11,-11.3%,34,-3.4%,10,-7.0%,26,-6.6%,1,-40.8%,1,-26.1%
Ben Wallace,30.1,DET,Big,973,30,-2.1%,17,-6.0%,81,+8.3%,9,-11.3%,24,-3.7%,82,+16.1%,34,-2.3%,62,+3.6%
Rasheed Wallace,30.1,DET,Big,822,57,+1.4%,46,+0.4%,67,+4.7%,69,+3.7%,78,+4.0%,44,-1.7%,6,-16.7%,7,-10.6%
Chris Webber,31.7,PHI,Big,185,45,-0.3%,84,+9.0%,68,+5.6%,10,-11.2%,11,-6.6%,45,-1.2%,41,-0.4%,50,+1.0%
David Wesley,34.0,HOU,Wing,279,21,-3.0%,67,+3.7%,84,+9.3%,1,-21.3%,1,-12.2%,95,+26.7%,14,-9.5%,56,+2.5%
Delonte West,21.3,BOS,Combo,100,89,+6.2%,86,+9.2%,80,+8.2%,17,-8.7%,45,-0.6%,77,+13.2%,79,+7.5%,85,+9.4%
Damien Wilkins,24.8,SEA,Forward,132,26,-2.3%,48,+1.0%,4,-16.0%,61,+2.0%,9,-7.2%,32,-4.5%,61,+2.5%,49,+0.6%
Jason Williams,29.0,MEM,Point,115,38,-1.2%,5,-12.7%,18,-9.2%,99,+19.1%,77,+4.0%,39,-3.3%,90,+11.4%,82,+8.0%
Yao Ming,24.1,HOU,Big,219,37,-1.4%,88,+9.7%,95,+17.7%,19,-7.0%,58,+1.2%,22,-9.5%,3,-20.3%,4,-17.4%
