Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Clint Capela,26.5,ATL,Big,568,20,11.8%,40,116.8,34,4.3%,34,0.37,46,12.0%
Alex Caruso,26.7,LAL,Combo,149,33,15.5%,14,98.0,14,5.9%,10,0.38,10,15.4%
Jordan Clarkson,28.4,UTA,Combo,296,95,28.7%,52,111.6,29,10.2%,5,0.35,29,11.9%
Nicolas Claxton,21.5,BKN,Big,120,26,12.1%,6,103.4,60,7.9%,74,0.65,37,12.9%
John Collins,23.1,ATL,Big,576,51,14.6%,71,126.9,23,4.0%,20,0.28,43,12.1%
Mike Conley,33.1,UTA,Point,175,43,25.9%,86,125.0,71,35.1%,86,1.36,14,13.5%
Pat Connaughton,27.8,MIL,Wing,526,4,9.5%,93,128.2,14,5.0%,36,0.52,18,10.4%
Robert Covington,29.9,POR,Big,228,9,9.0%,89,136.6,20,3.8%,46,0.43,14,18.0%
Torrey Craig,29.9,PHX,Big,243,43,13.7%,29,115.3,26,4.0%,26,0.30,31,13.9%
Jae Crowder,30.3,PHX,Forward,728,26,12.7%,74,119.7,39,7.3%,48,0.58,52,9.4%
Seth Curry,30.2,PHI,Wing,381,57,16.5%,100,145.8,64,9.7%,61,0.59,68,6.8%
Anthony Davis,27.6,LAL,Big,186,89,26.2%,9,106.7,83,14.9%,63,0.57,74,8.3%
Luka Doncic,21.7,DAL,Wing,280,100,45.1%,61,114.7,100,49.3%,93,1.09,14,11.3%
Goran Dragic,34.5,MIA,Point,111,29,23.9%,36,109.1,14,19.0%,14,0.79,71,9.9%
Andre Drummond,27.2,LAL,Big,121,57,16.1%,69,125.6,3,1.3%,0,0.08,0,26.4%
Kevin Durant,32.1,BKN,Forward,477,100,34.9%,83,124.2,91,20.6%,52,0.59,35,11.5%
Joel Embiid,26.6,PHI,Big,356,100,34.7%,60,124.7,86,15.5%,49,0.45,26,14.8%
Derrick Favors,29.3,UTA,Big,144,6,8.7%,91,137.0,11,2.8%,29,0.32,3,21.1%
Dorian Finney-Smith,27.5,DAL,Forward,269,22,12.5%,39,109.1,35,7.2%,43,0.57,4,16.1%
Bryn Forbes,27.3,MIL,Combo,256,29,14.9%,81,119.3,0,2.8%,0,0.19,90,5.3%
Evan Fournier,28.0,BOS,Wing,200,54,16.4%,32,109.0,50,7.9%,29,0.48,46,8.8%
Daniel Gafford,22.1,WAS,Big,142,31,12.4%,100,157.4,9,2.6%,9,0.21,51,11.8%
Danilo Gallinari,32.2,ATL,Big,441,77,19.5%,43,117.3,43,5.3%,17,0.27,80,7.2%
Paul George,30.5,LAC,Forward,776,91,32.1%,57,115.0,96,21.3%,65,0.66,22,12.5%
Taj Gibson,35.4,NYK,Big,137,0,6.4%,66,125.0,31,4.3%,80,0.67,23,15.0%
Rudy Gobert,28.4,UTA,Big,375,40,13.4%,94,145.9,14,3.6%,14,0.27,20,15.1%
Aaron Gordon,25.1,DEN,Forward,298,61,17.7%,26,100.9,48,9.3%,39,0.52,39,11.4%
Danny Green,33.4,PHI,Forward,198,13,11.6%,70,119.1,57,10.7%,91,0.92,61,9.2%
JaMychal Green,30.4,DEN,Big,186,23,12.0%,20,108.3,63,8.0%,77,0.66,86,6.0%
Jeff Green,34.2,BKN,Big,147,14,11.2%,86,136.1,74,10.3%,97,0.92,74,8.3%
Blake Griffin,31.6,BKN,Big,317,29,12.4%,77,128.6,69,9.2%,83,0.74,89,5.8%
Rui Hachimura,22.7,WAS,Big,211,17,11.7%,97,151.5,40,4.7%,43,0.40,66,10.3%
Tim Hardaway Jr.,28.6,DAL,Wing,261,68,17.7%,46,111.2,21,5.6%,11,0.32,79,5.9%
James Harden,31.2,BKN,Point,311,64,27.6%,100,140.2,64,33.8%,64,1.22,36,13.2%
Joe Harris,29.2,BKN,Wing,423,43,12.8%,21,104.9,32,6.3%,32,0.49,64,7.6%
Tobias Harris,28.3,PHI,Forward,436,78,24.2%,48,112.6,74,14.6%,57,0.60,87,7.3%
George Hill,34.5,PHI,Combo,203,19,13.0%,67,116.7,52,13.2%,86,1.02,0,16.3%
Solomon Hill,29.6,ATL,Forward,138,4,7.8%,4,70.8,9,3.2%,22,0.41,96,4.1%
Jrue Holiday,30.4,MIL,Combo,900,86,25.7%,5,96.3,100,30.7%,100,1.19,38,10.4%
Dwight Howard,34.9,PHI,Big,143,66,17.1%,37,116.7,66,9.1%,57,0.53,6,19.1%
Kevin Huerter,22.2,ATL,Wing,556,61,16.6%,29,108.2,75,14.0%,82,0.85,43,9.1%
DeAndre Hunter,22.9,ATL,Forward,151,48,16.2%,30,103.8,4,2.8%,4,0.17,13,13.1%
Joe Ingles,33.1,UTA,Forward,306,30,14.7%,91,133.3,78,18.2%,100,1.24,78,8.9%
Kyrie Irving,28.6,BKN,Combo,318,76,25.3%,71,117.4,57,14.6%,38,0.58,76,6.0%
Jaren Jackson,21.1,MEM,Big,183,69,17.4%,34,115.8,49,6.5%,37,0.37,83,6.7%
Reggie Jackson,30.5,LAC,Combo,621,57,22.6%,90,125.7,62,15.8%,48,0.70,52,9.4%
LeBron James,35.8,LAL,Wing,258,93,32.6%,57,114.1,96,42.0%,100,1.29,4,13.9%
Cameron Johnson,24.7,PHX,Forward,428,17,12.0%,100,138.6,22,5.5%,26,0.46,30,11.7%
Nikola Jokic,25.7,DEN,Big,344,97,33.7%,46,118.3,100,27.5%,91,0.82,71,8.6%
Luke Kennard,24.4,LAC,Combo,208,14,11.6%,95,142.4,5,4.5%,14,0.39,81,5.7%
Maxi Kleber,28.8,DAL,Big,187,3,8.4%,23,108.8,54,7.4%,94,0.88,100,2.9%
Furkan Korkmaz,23.3,PHI,Forward,180,43,15.6%,22,100.0,17,4.7%,13,0.30,91,4.5%
Kyle Kuzma,25.3,LAL,Forward,144,57,17.1%,0,70.0,61,11.6%,74,0.68,74,9.0%
Romeo Langford,21.0,BOS,Wing,113,25,11.1%,18,103.3,36,6.4%,50,0.58,93,3.4%
Kawhi Leonard,29.3,LAC,Forward,431,87,28.8%,96,136.9,87,20.4%,83,0.71,70,9.0%
Damian Lillard,30.3,POR,Point,247,93,35.0%,93,134.6,86,39.1%,43,1.12,100,6.8%
Brook Lopez,32.6,MIL,Big,660,49,14.1%,63,124.9,0,1.3%,3,0.09,54,11.7%
Terance Mann,24.0,LAC,Wing,370,50,14.0%,82,123.7,18,5.3%,18,0.38,89,3.6%
Wesley Matthews,34.1,LAL,Wing,124,36,12.3%,4,92.3,7,3.8%,7,0.31,100,0.0%
Tyrese Maxey,20.0,PHI,Combo,144,62,22.8%,33,102.8,43,12.2%,33,0.54,71,6.5%
CJ McCollum,29.1,POR,Combo,239,81,25.3%,29,102.5,76,16.9%,43,0.67,57,9.1%
De'Anthony Melton,22.4,MEM,Combo,104,38,17.1%,10,97.4,24,9.1%,29,0.53,48,9.5%
Khris Middleton,29.2,MIL,Forward,913,83,27.5%,43,109.9,83,19.1%,78,0.69,17,12.7%
Paul Millsap,35.7,DEN,Big,106,86,25.3%,11,107.8,89,20.0%,89,0.79,49,11.9%
Shake Milton,24.1,PHI,Combo,105,67,23.2%,0,93.8,38,12.1%,24,0.52,24,13.9%
Donovan Mitchell,24.2,UTA,Combo,345,100,40.4%,86,121.9,95,28.4%,52,0.70,62,8.9%
Ja Morant,21.2,MEM,Point,288,79,33.5%,57,112.0,43,28.6%,21,0.86,57,11.0%
Marcus Morris,31.2,LAC,Big,604,60,16.3%,17,107.9,51,7.3%,51,0.45,97,3.3%
Monte Morris,25.3,DEN,Combo,282,71,23.4%,38,105.6,90,27.7%,95,1.18,95,4.7%
Raul Neto,28.5,WAS,Combo,149,10,11.2%,48,110.0,10,4.9%,19,0.44,43,9.9%
Georges Niang,27.4,UTA,Forward,128,52,16.4%,9,85.4,43,8.5%,35,0.52,0,16.7%
Jusuf Nurkic,26.2,POR,Big,173,80,20.0%,57,121.5,80,12.4%,66,0.62,11,18.3%
Royce O'Neale,27.4,UTA,Wing,402,14,10.2%,96,137.8,43,7.8%,75,0.76,50,8.7%
Onyeka Okongwu,19.9,ATL,Big,152,11,9.7%,74,127.8,6,2.1%,6,0.21,69,9.0%
Chris Paul,35.5,PHX,Point,680,71,30.0%,71,116.1,79,38.3%,79,1.28,79,9.7%
Cameron Payne,26.2,PHX,Point,403,57,27.1%,29,104.1,29,26.8%,29,0.99,86,9.7%
Michael Porter,22.3,DEN,Forward,331,70,19.0%,78,121.7,26,5.7%,9,0.30,43,11.2%
Bobby Portis,25.7,MIL,Big,348,63,17.0%,11,107.8,29,4.2%,11,0.25,91,5.6%
Kristaps Porzingis,25.3,DAL,Big,232,46,13.9%,26,115.0,46,5.4%,40,0.39,94,4.2%
Norman Powell,27.4,POR,Wing,215,64,17.5%,79,122.9,46,7.8%,21,0.45,54,8.4%
Julius Randle,25.9,NYK,Big,180,94,33.0%,0,82.1,91,20.6%,69,0.62,17,17.2%
Austin Rivers,28.3,DEN,Wing,302,39,12.7%,75,119.5,57,9.5%,71,0.75,21,10.3%
Rajon Rondo,34.7,LAC,Point,220,7,19.6%,7,93.2,57,33.6%,100,1.71,0,14.1%
Derrick Rose,32.1,NYK,Point,174,36,24.4%,64,112.8,36,28.1%,50,1.15,93,8.1%
Dario Saric,26.6,PHX,Big,131,74,18.6%,54,120.8,77,11.6%,71,0.63,57,11.7%
Dennis Schroder,27.1,LAL,Point,226,21,22.3%,21,101.0,0,16.7%,7,0.75,64,10.8%
Landry Shamet,23.6,BKN,Wing,195,7,9.7%,68,118.4,11,4.7%,25,0.48,0,14.8%
Ben Simmons,24.3,PHI,Point,402,14,20.8%,43,110.9,50,32.4%,93,1.56,7,13.9%
Anfernee Simons,21.4,POR,Combo,105,0,9.4%,100,156.0,19,7.6%,62,0.81,95,4.7%
Marcus Smart,26.7,BOS,Combo,209,48,20.5%,76,118.5,81,23.6%,90,1.15,14,14.6%
Ish Smith,32.3,WAS,Combo,149,43,18.6%,19,98.1,71,16.5%,71,0.89,33,10.4%
Jayson Tatum,22.7,BOS,Forward,217,96,34.8%,65,118.4,100,23.4%,70,0.67,83,8.2%
Jeff Teague,32.4,MIL,Combo,100,24,14.6%,24,100.0,48,12.8%,67,0.88,5,15.6%
Tristan Thompson,29.6,BOS,Big,155,54,15.0%,31,115.4,57,7.4%,54,0.49,63,10.6%
Matisse Thybulle,23.7,PHI,Wing,213,0,8.8%,64,117.3,4,2.2%,4,0.25,86,4.6%
PJ Tucker,35.5,MIL,Forward,670,0,6.9%,17,97.0,13,4.3%,61,0.62,48,9.5%
Jonas Valanciunas,28.5,MEM,Big,228,71,17.9%,49,120.2,71,10.1%,60,0.56,34,13.5%
Kemba Walker,30.5,BOS,Point,124,50,26.8%,14,95.7,7,17.9%,0,0.67,43,12.4%
Russell Westbrook,32.0,WAS,Point,252,86,33.7%,0,93.0,100,42.2%,71,1.25,29,13.2%
Lou Williams,34.0,ATL,Combo,275,90,25.9%,62,113.9,86,23.9%,76,0.92,19,14.1%
Trae Young,22.1,ATL,Point,603,100,39.6%,50,111.4,93,42.1%,36,1.06,50,11.8%
Ivica Zubac,23.6,LAC,Big,301,34,12.9%,80,132.1,17,3.6%,23,0.28,9,18.5%
