Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alex Acker,25.8,LAC,Wing,132,31,+2.3,11,+4.8,89,-3.6%,100,+3.9%,61,-0.8,44,+0.4,78,-7.7
Arron Afflalo,23.0,DET,Wing,1193,45,+0.6,35,+1.4,31,+1.5%,17,-1.4%,82,-2.6,41,+0.5,96,-19.0
Alexis Ajinca,20.5,CHA,Big,136,97,-8.6,100,-16.2,5,+5.5%,24,-1.1%,10,+4.4,6,+3.9,66,-3.7
LaMarcus Aldridge,23.3,POR,Big,2993,81,-3.5,47,+0.2,88,-3.3%,75,+0.8%,68,-1.3,61,-0.5,68,-4.3
Joe Alexander,21.9,MIL,Forward,612,20,+3.6,9,+5.0,75,-1.8%,46,-0.1%,94,-4.9,83,-2.0,94,-16.6
Malik Allen,30.3,MIL,Big,522,65,-1.6,75,-2.7,15,+3.1%,14,-1.6%,6,+5.5,11,+3.0,21,+8.8
Ray Allen,33.3,BOS,Wing,2866,54,-0.3,61,-1.2,82,-2.6%,39,-0.4%,82,-2.7,51,+0.0,95,-17.5
Tony Allen,26.8,BOS,Wing,782,90,-5.9,82,-3.7,44,+0.4%,63,+0.4%,39,+0.9,66,-0.7,16,+11.2
Morris Almond,23.7,UTA,Wing,233,91,-6.0,97,-8.6,89,-3.6%,30,-0.7%,53,-0.1,32,+0.9,75,-6.7
Rafer Alston,32.3,HOU,Point,1587,42,+0.9,49,-0.0,24,+2.1%,6,-2.4%,28,+1.7,14,+2.5,77,-7.3
Rafer Alston,32.3,ORL,Point,853,36,+1.4,37,+1.1,5,+5.3%,2,-3.6%,59,-0.6,9,+3.3,99,-27.2
Lou Amundson,25.9,PHX,Big,909,61,-1.1,59,-1.0,21,+2.6%,37,-0.5%,50,+0.1,17,+2.1,89,-13.6
Chris Andersen,30.3,DEN,Big,1412,40,+1.1,87,-4.5,9,+4.3%,7,-2.3%,7,+5.2,8,+3.4,35,+4.3
Ryan Anderson,20.5,NJN,Big,1233,67,-1.9,55,-0.5,71,-1.5%,36,-0.5%,63,-1.0,54,-0.2,66,-3.8
Carmelo Anthony,24.4,DEN,Forward,2273,48,+0.4,36,+1.3,65,-1.1%,31,-0.7%,71,-1.6,28,+1.1,92,-15.3
Joel Anthony,26.2,MIA,Big,1008,67,-1.9,74,-2.6,44,+0.4%,38,-0.4%,35,+1.3,38,+0.6,43,+2.0
Trevor Ariza,23.3,LAL,Wing,1902,62,-1.3,58,-1.0,18,+2.9%,15,-1.6%,24,+2.2,13,+2.5,70,-4.9
