Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Steve Blake,23.7,WAS,Point,1290,70,+2.5,+6,44,-1.3,64,+0.7%,82,-1.4%,9,-3.7%,27,-2.0,80,-3.7,79,-1.8%,80,+1.3%,79,-1.8%,21,+4.0
Corie Blount,34.8,CHI,Big,727,93,+9.1,+22,87,+5.8,91,+3.3%,91,-2.3%,36,-1.1%,27,-2.1,78,-3.3,82,-2.0%,90,+2.3%,20,+2.1%,34,+2.2
Corie Blount,34.8,TOR,Big,290,74,+3.7,+10,54,+0.1,88,+3.0%,0,+5.2%,54,+0.1%,70,+1.8,79,-3.6,92,-3.1%,98,+4.1%,24,+1.7%,10,+6.5
Mark Blount,27.9,BOS,Big,2397,72,+3.0,+8,76,+3.4,72,+1.5%,76,-1.1%,40,-0.8%,26,-2.1,47,+0.4,38,+0.6%,46,-0.1%,39,+0.7%,87,-4.7
Keith Bogans,23.5,ORL,Wing,1735,29,-4.0,-8,46,-1.0,54,+0.1%,21,+1.4%,73,+1.9%,37,-1.3,25,+2.9,21,+1.7%,58,+0.3%,54,-0.2%,46,+0.5
Calvin Booth,27.5,SEA,Big,1188,35,-2.9,-8,27,-4.1,36,-1.2%,44,+0.3%,38,-1.0%,10,-4.6,64,-1.3,68,-0.9%,65,+0.6%,4,+4.6%,94,-6.3
Carlos Boozer,21.9,CLE,Big,2585,93,+9.7,+24,96,+8.7,90,+3.2%,90,-2.2%,66,+1.3%,76,+2.4,61,-1.0,29,+1.1%,52,+0.1%,75,-1.4%,77,-2.9
Curtis Borchardt,23.1,UTA,Big,248,12,-9.0,-24,30,-3.8,43,-0.6%,9,+2.6%,18,-2.4%,55,+0.3,12,+5.3,5,+3.9%,42,-0.3%,88,-2.5%,16,+5.2
Chris Bosh,19.6,TOR,Big,2501,48,-0.7,-2,68,+2.0,75,+1.7%,67,-0.7%,29,-1.4%,37,-1.2,27,+2.7,9,+3.1%,31,-0.8%,83,-2.0%,76,-2.7
Bruce Bowen,32.4,SAS,Wing,2615,64,+1.6,+4,39,-2.4,62,+0.5%,46,+0.3%,19,-2.2%,22,-2.5,82,-3.9,84,-2.1%,28,-0.9%,59,-0.6%,95,-6.8
Ryan Bowen,27.9,DEN,Forward,321,37,-2.7,-8,4,-10.6,1,-7.7%,88,-2.0%,93,+4.4%,4,-6.3,97,-7.9,100,-7.0%,85,+1.7%,16,+2.5%,2,+10.1
Earl Boykins,27.4,DEN,Point,1757,32,-3.6,-10,48,-0.7,40,-0.9%,67,-0.7%,39,-0.8%,75,+2.3,26,+2.9,65,-0.7%,74,+1.0%,2,+5.6%,23,+3.6
Shawn Bradley,31.6,DAL,Big,731,51,-0.2,+0,20,-5.1,15,-3.1%,62,-0.4%,38,-0.9%,38,-1.2,87,-4.9,78,-1.7%,94,+3.1%,13,+2.8%,58,-0.7
Torraye Braggs,27.5,HOU,Big,121,90,+8.1,+15,98,+9.8,96,+4.4%,64,-0.5%,91,+4.0%,66,+1.3,33,+1.7,55,-0.2%,100,+6.8%,3,+5.4%,0,+14.2
Elton Brand,24.6,LAC,Big,2670,69,+2.3,+6,78,+4.0,58,+0.3%,42,+0.4%,88,+3.7%,94,+5.6,33,+1.7,59,-0.5%,18,-1.5%,31,+1.2%,41,+1.2
J.R. Bremer,23.1,CLE,Combo,385,16,-7.8,-18,13,-6.9,13,-3.5%,29,+1.0%,74,+1.9%,16,-3.5,43,+0.9,20,+1.7%,56,+0.3%,75,-1.4%,47,+0.4
Jamison Brewer,22.9,IND,Combo,149,86,+6.8,+16,29,-3.9,94,+3.9%,1,+4.8%,36,-1.1%,2,-8.3,99,-10.8,92,-3.1%,92,+2.6%,93,-3.1%,62,-1.1
Devin Brown,24.8,SAS,Combo,514,22,-5.7,-14,47,-0.9,17,-3.0%,59,-0.3%,65,+1.2%,98,+7.4,13,+4.8,9,+3.0%,16,-1.6%,47,+0.1%,27,+3.2
Kedrick Brown,22.6,BOS,Wing,398,97,+11.8,+30,96,+8.9,90,+3.1%,93,-2.6%,19,-2.2%,91,+4.5,76,-2.9,48,+0.2%,95,+3.2%,51,-0.1%,83,-3.7
Kedrick Brown,22.6,CLE,Combo,546,76,+4.0,+10,74,+2.9,65,+0.8%,46,+0.3%,80,+2.5%,48,-0.5,64,-1.1,72,-1.2%,53,+0.2%,64,-0.8%,42,+1.2
Kwame Brown,21.6,WAS,Big,2191,77,+4.0,+10,87,+5.5,91,+3.4%,42,+0.4%,52,-0.0%,84,+3.6,37,+1.4,30,+1.1%,36,-0.5%,27,+1.5%,89,-4.9
P.J. Brown,34.0,NOH,Big,2751,84,+5.8,+16,68,+2.0,64,+0.7%,92,-2.4%,12,-3.2%,54,+0.0,81,-3.8,90,-2.7%,11,-2.0%,73,-1.3%,91,-5.5
Rick Brunson,31.4,CHI,Point,354,25,-4.9,-10,84,+5.2,76,+1.7%,65,-0.5%,73,+1.9%,89,+4.3,3,+10.1,0,+6.5%,91,+2.4%,8,+3.4%,7,+7.1
Kobe Bryant,25.2,LAL,Wing,2441,79,+4.3,+11,85,+5.4,59,+0.4%,70,-0.8%,81,+2.5%,96,+6.1,42,+1.0,36,+0.7%,44,-0.2%,41,+0.5%,49,+0.3
Greg Buckner,27.1,PHI,Wing,645,66,+1.8,+5,52,-0.3,45,-0.6%,62,-0.4%,36,-1.1%,68,+1.5,71,-2.1,75,-1.4%,68,+0.8%,45,+0.3%,19,+4.6
Caron Butler,23.6,MIA,Wing,2000,66,+1.9,+5,66,+1.8,48,-0.4%,82,-1.5%,57,+0.5%,46,-0.6,51,-0.1,40,+0.5%,57,+0.3%,70,-1.0%,76,-2.7
Mitchell Butler,32.9,WAS,Wing,521,99,+13.6,+34,94,+7.5,83,+2.4%,58,-0.2%,82,+2.7%,94,+5.4,94,-6.1,98,-4.8%,27,-0.9%,84,-2.1%,13,+5.6
Rasual Butler,24.4,MIA,Wing,625,54,+0.2,+1,46,-1.0,79,+1.9%,76,-1.1%,1,-6.6%,71,+1.8,64,-1.2,91,-2.9%,30,-0.8%,9,+3.2%,21,+4.2
Zarko Cabarkapa,22.4,PHX,Forward,559,7,-12.0,-26,8,-8.0,22,-2.4%,2,+4.7%,82,+2.7%,32,-1.6,17,+4.0,22,+1.6%,26,-1.0%,35,+0.9%,57,-0.6
Marcus Camby,29.6,DEN,Big,2161,73,+3.3,+9,79,+4.2,66,+0.8%,53,+0.0%,87,+3.4%,36,-1.3,43,+0.9,21,+1.6%,26,-1.0%,79,-1.8%,74,-2.4
Elden Campbell,35.3,DET,Big,885,35,-2.9,-7,60,+1.0,74,+1.6%,71,-0.9%,14,-2.8%,41,-1.0,17,+4.0,31,+1.0%,13,-1.9%,69,-1.0%,50,+0.1
Brian Cardinal,26.5,GSW,Forward,1603,88,+7.3,+20,93,+7.1,67,+1.0%,85,-1.7%,70,+1.6%,97,+6.7,53,-0.2,40,+0.5%,62,+0.5%,55,-0.4%,24,+3.5
Vince Carter,26.8,TOR,Wing,2781,92,+8.6,+23,99,+11.8,92,+3.4%,98,-3.6%,86,+3.3%,48,-0.5,23,+3.3,27,+1.2%,49,+0.1%,18,+2.3%,73,-2.2
Sam Cassell,34.0,MIN,Point,2840,96,+11.5,+29,98,+10.3,94,+3.9%,97,-3.4%,58,+0.6%,24,-2.3,64,-1.3,54,-0.2%,59,+0.4%,37,+0.8%,57,-0.6
Kelvin Cato,29.2,HOU,Big,1743,55,+0.5,+2,37,-2.7,45,-0.6%,42,+0.4%,51,-0.1%,7,-5.4,78,-3.2,71,-1.1%,60,+0.4%,42,+0.5%,84,-3.9
Tyson Chandler,21.1,CHI,Big,744,26,-4.7,-11,5,-10.1,4,-5.5%,13,+2.2%,65,+1.1%,68,+1.5,91,-5.4,56,-0.3%,81,+1.3%,89,-2.6%,90,-5.4
Calbert Cheaney,32.3,GSW,Wing,2042,75,+3.7,+10,77,+4.0,72,+1.5%,71,-0.9%,27,-1.6%,82,+3.4,48,+0.2,24,+1.4%,87,+1.8%,67,-0.9%,39,+1.4
Doug Christie,33.5,SAC,Wing,2765,71,+2.7,+6,85,+5.3,98,+5.2%,77,-1.1%,5,-5.1%,38,-1.2,27,+2.6,14,+2.5%,57,+0.3%,32,+1.0%,82,-3.5
Speedy Claxton,25.5,GSW,Point,1575,95,+10.3,+27,83,+4.9,63,+0.5%,81,-1.4%,70,+1.6%,77,+2.5,91,-5.5,64,-0.6%,97,+3.9%,55,-0.3%,38,+1.5
Derrick Coleman,36.4,PHI,Big,841,31,-3.8,-11,46,-1.0,77,+1.8%,4,+3.4%,73,+1.9%,4,-6.2,26,+2.7,15,+2.4%,43,-0.2%,52,-0.2%,49,+0.3
Bimbo Coles,35.5,MIA,Combo,148,4,-14.8,-31,4,-11.1,10,-4.0%,23,+1.3%,39,-0.9%,49,-0.5,19,+3.7,4,+4.1%,17,-1.6%,91,-2.7%,89,-4.9
Jason Collier,26.1,ATL,Big,544,90,+8.1,+21,74,+3.0,93,+3.7%,50,+0.1%,41,-0.7%,6,-5.5,89,-5.1,83,-2.1%,18,-1.5%,83,-2.1%,94,-6.5
Jarron Collins,24.9,UTA,Big,1689,26,-4.7,-13,36,-2.7,24,-2.1%,61,-0.4%,21,-2.0%,91,+4.5,31,+2.0,8,+3.2%,66,+0.6%,96,-4.1%,29,+2.9
Jason Collins,24.9,NJN,Big,2205,90,+8.0,+22,75,+3.4,73,+1.5%,74,-1.0%,44,-0.5%,33,-1.6,86,-4.6,49,+0.1%,77,+1.2%,65,-0.8%,98,-8.4
Brian Cook,22.9,LAL,Big,392,9,-10.7,-29,12,-7.0,7,-4.7%,96,-3.0%,4,-5.3%,46,-0.7,19,+3.6,20,+1.7%,79,+1.3%,32,+1.1%,13,+5.6
Omar Cook,21.8,POR,Point,133,6,-13.5,-35,9,-7.8,7,-4.5%,4,+3.9%,97,+5.6%,57,+0.4,10,+5.6,4,+4.0%,99,+5.2%,3,+5.6%,8,+6.7
Chris Crawford,28.5,ATL,Forward,1149,50,-0.4,-0,89,+6.0,68,+1.1%,88,-2.0%,53,+0.0%,80,+3.1,8,+6.4,2,+5.1%,61,+0.4%,80,-1.8%,46,+0.6
Jamal Crawford,23.6,CHI,Combo,2770,67,+2.0,+5,70,+2.4,51,-0.2%,97,-3.3%,50,-0.2%,11,-4.6,47,+0.4,47,+0.2%,13,-2.0%,66,-0.9%,86,-4.5
Austin Croshere,28.5,IND,Forward,949,21,-6.3,-15,31,-3.7,59,+0.4%,9,+2.5%,14,-3.0%,85,+3.7,27,+2.6,51,-0.0%,34,-0.7%,37,+0.8%,40,+1.3
Eddy Curry,20.9,CHI,Big,2130,51,-0.3,-0,68,+2.1,86,+2.8%,15,+2.0%,28,-1.5%,77,+2.6,28,+2.4,71,-1.2%,1,-3.9%,50,-0.1%,63,-1.3
Michael Curry,35.2,TOR,Combo,1220,30,-3.8,-11,4,-10.9,8,-4.5%,10,+2.5%,11,-3.4%,95,+5.7,95,-7.1,89,-2.7%,45,-0.1%,97,-4.3%,70,-1.9
Samuel Dalembert,23.5,PHI,Big,2172,82,+5.1,+14,61,+1.1,57,+0.2%,72,-0.9%,48,-0.2%,39,-1.1,83,-4.0,87,-2.4%,60,+0.4%,24,+1.7%,81,-3.4
Erick Dampier,28.3,GSW,Big,2400,48,-0.6,-2,25,-4.3,22,-2.4%,29,+1.0%,90,+4.0%,21,-2.8,80,-3.7,81,-1.9%,23,-1.1%,64,-0.8%,97,-7.5
Antonio Daniels,28.6,SEA,Point,1486,84,+5.9,+16,83,+5.1,60,+0.4%,80,-1.4%,60,+0.7%,94,+5.3,59,-0.8,88,-2.5%,24,-1.1%,10,+3.0%,31,+2.8
Marquis Daniels,22.8,DAL,Combo,971,25,-5.0,-13,57,+0.5,73,+1.5%,40,+0.5%,61,+0.7%,52,-0.1,11,+5.4,11,+2.8%,31,-0.7%,56,-0.5%,56,-0.6
Antonio Davis,35.0,TOR,Big,542,37,-2.7,-6,61,+1.1,16,-3.0%,100,-5.4%,7,-4.5%,95,+5.7,18,+3.7,70,-1.0%,4,-3.1%,26,+1.5%,50,+0.2
Antonio Davis,35.0,CHI,Big,2029,57,+0.7,+2,55,+0.3,42,-0.7%,54,-0.1%,61,+0.7%,28,-2.0,54,-0.4,60,-0.5%,8,-2.3%,82,-1.9%,96,-7.2
Baron Davis,24.6,NOH,Combo,2685,95,+10.3,+28,91,+6.5,75,+1.7%,96,-3.1%,72,+1.8%,23,-2.4,80,-3.7,80,-1.9%,79,+1.2%,40,+0.5%,74,-2.4
Dale Davis,34.6,POR,Big,1671,19,-6.9,-18,42,-1.8,25,-2.0%,78,-1.2%,62,+0.8%,30,-1.8,12,+5.1,19,+1.8%,37,-0.4%,17,+2.4%,65,-1.3
Ricky Davis,24.1,CLE,Combo,793,20,-6.6,-17,93,+7.4,100,+7.5%,25,+1.2%,44,-0.5%,4,-6.2,0,+14.0,1,+6.0%,4,-3.0%,37,+0.8%,51,+0.0
Ricky Davis,24.1,BOS,Wing,1648,47,-0.8,-2,76,+3.6,87,+2.9%,28,+1.1%,78,+2.2%,87,+4.0,14,+4.3,13,+2.5%,49,+0.1%,54,-0.3%,33,+2.3
Andrew DeClercq,30.7,ORL,Big,1207,92,+8.8,+18,65,+1.6,69,+1.2%,51,+0.1%,64,+1.0%,7,-5.1,96,-7.1,79,-1.8%,71,+0.9%,94,-3.5%,55,-0.4
Tony Delk,29.8,DAL,Combo,487,12,-9.1,-24,9,-7.8,8,-4.4%,58,-0.2%,13,-3.0%,70,+1.8,38,+1.3,9,+3.0%,99,+5.2%,1,+7.0%,61,-1.1
Boris Diaw,21.5,ATL,Big,1847,53,+0.1,-0,35,-3.0,49,-0.4%,3,+4.0%,84,+3.1%,68,+1.5,78,-3.1,66,-0.8%,64,+0.6%,79,-1.8%,35,+2.0
Dan Dickau,25.1,POR,Combo,130,55,+0.3,+1,43,-1.7,4,-5.3%,53,-0.0%,87,+3.4%,96,+5.9,70,-2.0,98,-5.3%,36,-0.5%,73,-1.3%,0,+15.6
DeSagana Diop,21.8,CLE,Big,655,47,-0.8,-3,13,-6.8,22,-2.3%,36,+0.7%,48,-0.2%,19,-3.0,93,-6.0,91,-2.9%,66,+0.7%,77,-1.6%,58,-0.7
Vlade Divac,35.7,SAC,Big,2310,74,+3.6,+8,92,+6.9,99,+5.5%,73,-1.0%,10,-3.5%,15,-3.6,22,+3.3,10,+2.9%,32,-0.7%,85,-2.1%,87,-4.5
Juan Dixon,25.1,WAS,Combo,1397,40,-2.1,-5,52,-0.1,61,+0.5%,63,-0.5%,42,-0.6%,45,-0.8,31,+2.0,19,+1.8%,88,+1.9%,13,+2.8%,54,-0.2
Michael Doleac,26.4,NYK,Big,655,46,-1.0,-3,8,-8.2,4,-5.4%,69,-0.8%,32,-1.3%,29,-1.9,96,-7.2,96,-4.1%,97,+3.6%,33,+1.0%,5,+8.4
Michael Doleac,26.4,DEN,Big,317,3,-14.9,-34,11,-7.5,14,-3.2%,51,+0.1%,37,-1.0%,4,-6.0,6,+7.4,50,+0.0%,1,-3.9%,79,-1.8%,11,+6.3
Keyon Dooling,23.5,LAC,Combo,1089,29,-4.0,-10,28,-4.1,25,-2.0%,91,-2.2%,3,-5.6%,62,+1.0,51,-0.1,37,+0.7%,43,-0.2%,80,-1.8%,53,-0.1
Predrag Drobnjak,28.0,LAC,Big,927,8,-11.4,-23,8,-7.9,10,-4.1%,64,-0.5%,23,-1.9%,19,-3.0,21,+3.5,15,+2.4%,29,-0.8%,74,-1.3%,85,-4.3
Tim Duncan,27.5,SAS,Big,2515,95,+10.1,+25,82,+4.9,96,+4.1%,49,+0.1%,58,+0.6%,24,-2.4,89,-5.3,84,-2.1%,21,-1.3%,96,-4.2%,77,-2.8
Mike Dunleavy,23.1,GSW,Wing,2310,16,-7.8,-21,15,-6.3,27,-1.8%,10,+2.5%,57,+0.5%,14,-4.1,36,+1.4,42,+0.4%,21,-1.2%,82,-1.9%,60,-1.0
Ronald Dupree,22.8,CHI,Wing,843,48,-0.7,-2,50,-0.6,45,-0.6%,28,+1.1%,86,+3.3%,55,+0.3,50,+0.1,76,-1.4%,82,+1.4%,36,+0.8%,2,+10.9
Howard Eisley,30.9,NYK,Point,722,13,-8.6,-23,21,-4.8,15,-3.1%,27,+1.1%,71,+1.7%,48,-0.5,18,+3.8,25,+1.3%,17,-1.6%,56,-0.5%,30,+2.9
Howard Eisley,30.9,PHX,Point,716,51,-0.2,-1,50,-0.6,50,-0.3%,49,+0.1%,37,-1.1%,43,-0.8,55,-0.4,61,-0.5%,21,-1.2%,95,-3.8%,22,+3.9
Francisco Elson,27.7,DEN,Big,812,20,-6.7,-19,9,-7.8,21,-2.5%,35,+0.7%,33,-1.2%,15,-3.7,63,-1.1,83,-2.0%,50,+0.1%,41,+0.5%,26,+3.2
Melvin Ely,25.5,LAC,Big,470,87,+7.0,+18,64,+1.5,42,-0.8%,93,-2.5%,52,+0.0%,26,-2.2,91,-5.4,80,-1.9%,58,+0.3%,91,-2.8%,79,-3.1
Reggie Evans,23.5,SEA,Big,1234,27,-4.6,-12,14,-6.5,12,-3.5%,8,+2.7%,97,+5.9%,33,-1.5,69,-1.9,29,+1.1%,92,+2.7%,67,-0.9%,43,+1.0
Michael Finley,30.7,DAL,Wing,2776,63,+1.4,+4,43,-1.6,53,-0.1%,82,-1.5%,6,-4.8%,9,-4.8,77,-3.0,78,-1.7%,21,-1.3%,67,-0.9%,66,-1.5
Derek Fisher,29.2,LAL,Combo,1681,33,-3.2,-8,19,-5.5,12,-3.7%,56,-0.1%,52,-0.0%,51,-0.2,73,-2.3,46,+0.2%,91,+2.4%,65,-0.8%,31,+2.6
Marcus Fizer,25.2,CHI,Big,717,50,-0.5,-1,63,+1.2,65,+0.7%,84,-1.6%,22,-2.0%,60,+0.7,33,+1.7,21,+1.7%,80,+1.3%,84,-2.1%,4,+8.4
T.J. Ford,20.6,MIL,Point,1479,42,-2.0,-5,26,-4.3,13,-3.5%,39,+0.6%,85,+3.2%,21,-2.6,73,-2.3,47,+0.2%,27,-0.9%,95,-3.6%,80,-3.3
Danny Fortson,27.6,DAL,Big,607,46,-1.3,-3,55,+0.3,52,-0.1%,11,+2.3%,96,+5.3%,58,+0.5,36,+1.5,32,+0.9%,8,-2.3%,92,-2.9%,38,+1.6
Jeff Foster,26.8,IND,Big,1939,98,+12.9,+29,81,+4.7,84,+2.6%,81,-1.4%,79,+2.4%,5,-5.7,97,-8.2,78,-1.7%,77,+1.2%,90,-2.7%,98,-8.2
Tremaine Fowlkes,27.6,DET,Wing,227,6,-13.4,-38,2,-13.5,10,-4.0%,13,+2.2%,18,-2.3%,28,-2.0,51,-0.1,50,-0.0%,59,+0.4%,31,+1.1%,27,+3.1
