Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,83,+6.0%,43,-1.0%,83,+4.5%,27,-3.6%,53,+0.9%,25,-2.4%,69,+2.4%,51,+0.1%
Malik Allen,27.3,CHI,Big,116,56,+1.2%,9,-5.3%,59,+1.9%,84,+5.5%,86,+7.4%,51,-0.3%,35,-1.8%,39,-2.1%
Carmelo Anthony,21.4,DEN,Forward,192,52,+0.9%,86,+6.2%,65,+2.2%,83,+5.3%,87,+7.5%,18,-2.7%,3,-11.0%,1,-13.7%
Gilbert Arenas,23.8,WAS,Combo,283,57,+1.5%,60,+1.5%,46,+0.3%,62,+0.9%,57,+1.2%,0,-11.3%,95,+8.7%,37,-2.7%
Chucky Atkins,31.2,MEM,Point,101,69,+3.3%,46,-0.8%,35,-1.5%,48,-0.9%,35,-2.4%,72,+1.5%,67,+1.7%,69,+3.2%
Leandro Barbosa,22.9,PHX,Wing,625,17,-4.5%,66,+2.7%,72,+3.0%,39,-2.0%,55,+1.0%,31,-1.9%,34,-1.9%,33,-3.8%
Brent Barry,33.8,SAS,Wing,281,27,-2.4%,10,-5.1%,88,+5.6%,30,-3.2%,65,+2.4%,54,-0.1%,72,+2.8%,66,+2.7%
Shane Battier,27.1,MEM,Forward,128,93,+8.5%,13,-4.8%,56,+1.7%,81,+5.1%,83,+6.9%,16,-3.1%,59,+1.1%,40,-2.1%
Raja Bell,29.1,PHX,Wing,673,75,+4.1%,73,+4.1%,10,-5.6%,36,-2.2%,15,-7.8%,84,+3.2%,54,+0.5%,72,+3.7%
Mike Bibby,27.5,SAC,Point,255,90,+7.3%,49,-0.3%,2,-9.1%,76,+4.4%,25,-4.7%,10,-3.9%,97,+8.9%,78,+5.0%
Chauncey Billups,29.1,DET,Point,702,50,+0.7%,7,-5.8%,95,+7.0%,16,-6.4%,51,+0.7%,96,+4.7%,53,+0.4%,79,+5.2%
Andrew Bogut,20.9,MIL,Big,168,16,-4.5%,97,+9.3%,47,+0.5%,9,-8.4%,14,-7.9%,22,-2.6%,60,+1.1%,43,-1.4%
Bruce Bowen,34.4,SAS,Wing,440,32,-1.9%,75,+4.4%,61,+1.9%,65,+1.7%,69,+3.6%,9,-4.0%,20,-4.1%,14,-8.0%
Earl Boykins,29.4,DEN,Point,139,24,-2.8%,4,-6.8%,22,-3.6%,84,+5.5%,62,+1.9%,59,+0.2%,82,+4.7%,77,+4.9%
Elton Brand,26.6,LAC,Big,516,59,+1.7%,8,-5.5%,86,+5.4%,86,+5.7%,94,+11.2%,9,-4.1%,39,-1.6%,25,-5.7%
Kwame Brown,23.6,LAL,Big,224,12,-5.4%,72,+3.9%,98,+9.2%,26,-4.0%,77,+5.2%,50,-0.4%,6,-8.7%,9,-9.2%
Kobe Bryant,27.2,LAL,Combo,313,72,+3.7%,99,+16.5%,29,-3.0%,46,-1.2%,28,-4.2%,49,-0.4%,1,-11.8%,3,-12.3%
Greg Buckner,29.1,DEN,Wing,137,39,-0.6%,26,-3.9%,76,+3.6%,9,-9.1%,21,-5.5%,77,+2.1%,91,+7.3%,94,+9.4%
Caron Butler,25.6,WAS,Wing,261,15,-4.6%,100,+16.8%,16,-4.4%,19,-5.4%,9,-9.8%,12,-3.4%,23,-3.5%,19,-7.0%
Marcus Camby,31.6,DEN,Big,175,58,+1.6%,67,+3.2%,38,-0.8%,82,+5.2%,73,+4.4%,57,+0.1%,9,-7.7%,15,-7.6%
Vince Carter,28.8,NJN,Wing,449,94,+8.7%,78,+5.0%,62,+1.9%,4,-10.6%,10,-8.7%,58,+0.2%,76,+3.5%,71,+3.7%
Sam Cassell,36.0,LAC,Point,403,16,-4.6%,41,-1.4%,47,+0.3%,59,+0.5%,53,+0.8%,67,+0.9%,51,-0.2%,55,+0.6%
Tyson Chandler,23.1,CHI,Big,103,64,+2.6%,28,-3.4%,14,-5.1%,80,+4.9%,46,-0.3%,100,+7.1%,24,-3.4%,70,+3.7%
Jason Collins,26.9,NJN,Big,302,84,+6.3%,65,+2.5%,71,+2.9%,53,-0.4%,66,+2.5%,17,-2.8%,33,-2.3%,29,-5.0%
Austin Croshere,30.5,IND,Forward,173,80,+5.5%,27,-3.6%,66,+2.3%,6,-9.7%,17,-7.4%,83,+3.0%,93,+8.1%,97,+11.0%
Erick Dampier,30.3,DAL,Big,447,73,+3.9%,52,+0.3%,48,+0.6%,60,+0.7%,58,+1.4%,68,+0.9%,30,-2.6%,42,-1.7%
Antonio Daniels,30.6,WAS,Point,215,91,+7.5%,1,-9.7%,25,-3.4%,59,+0.4%,33,-3.1%,56,-0.1%,100,+12.8%,98,+12.7%
Marquis Daniels,24.8,DAL,Wing,207,22,-2.9%,91,+6.8%,33,-1.8%,18,-5.9%,16,-7.6%,72,+1.6%,46,-0.8%,56,+0.8%
Tony Delk,31.8,DET,Combo,114,34,-1.3%,50,+0.2%,3,-8.1%,75,+4.2%,29,-4.0%,52,-0.2%,78,+3.9%,72,+3.7%
Luol Deng,20.5,CHI,Forward,178,6,-6.8%,97,+9.0%,3,-8.9%,31,-3.2%,4,-12.1%,48,-0.7%,78,+3.8%,67,+3.0%
Boris Diaw,23.5,PHX,Big,793,47,+0.5%,25,-3.9%,34,-1.7%,78,+4.7%,66,+3.0%,53,-0.2%,58,+1.1%,58,+0.9%
DeSagana Diop,23.8,DAL,Big,404,38,-0.7%,39,-1.8%,87,+5.6%,47,-1.2%,72,+4.4%,33,-1.8%,45,-0.8%,38,-2.6%
