Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,28.9,SAC,Big,1946,82,53.4%,42,41%,72,32%,59,24%,65,56%,82,1%,83,2%,81,3%
Malik Allen,27.3,CHI,Big,655,41,48.9%,3,19%,72,32%,92,49%,99,81%,0,0%,68,0%,66,0%
Ray Allen,30.3,OKC,Wing,3009,88,54.5%,11,16%,72,15%,37,26%,45,41%,46,8%,92,35%,79,43%
Tony Allen,23.8,BOS,Combo,911,64,49.2%,100,60%,58,13%,5,15%,13,28%,47,6%,16,6%,20,12%
Rafer Alston,29.3,HOU,Point,2420,40,45.0%,37,24%,52,12%,10,22%,13,34%,79,9%,87,33%,83,42%
Chris Andersen,27.3,NOP,Big,528,92,56.0%,95,84%,4,5%,35,11%,6,16%,0,0%,0,0%,0,0%
Alan Anderson,23.0,CHA,Wing,515,46,47.3%,83,39%,31,8%,19,21%,17,29%,90,21%,35,10%,55,32%
Derek Anderson,31.3,HOU,Wing,579,32,45.1%,7,13%,54,11%,74,37%,67,48%,45,8%,82,30%,70,38%
Derek Anderson,31.3,MIA,Wing,426,11,41.1%,5,13%,49,10%,32,25%,34,35%,89,21%,85,31%,92,53%
Shandon Anderson,31.8,MIA,Wing,575,36,45.7%,39,24%,75,16%,92,46%,92,61%,50,9%,22,6%,22,15%
Carmelo Anthony,21.4,DEN,Forward,2930,67,49.8%,70,44%,17,8%,82,39%,55,47%,27,1%,47,7%,38,9%
Rafael Araujo,25.2,TOR,Big,587,1,37.6%,43,42%,81,35%,58,22%,67,57%,82,1%,0,0%,69,1%
Gilbert Arenas,23.8,WAS,Combo,3379,76,50.9%,51,25%,40,10%,49,33%,40,43%,24,4%,80,29%,64,32%
Trevor Ariza,20.3,NYK,Wing,700,14,41.7%,97,61%,66,13%,34,25%,37,38%,5,1%,0,0%,2,1%
Trevor Ariza,20.3,ORL,Forward,280,15,40.3%,98,66%,53,14%,12,17%,10,31%,35,3%,0,0%,25,3%
Darrell Armstrong,37.4,DAL,Point,545,12,38.3%,35,23%,44,11%,40,30%,29,40%,96,15%,58,21%,71,36%
Carlos Arroyo,26.3,DET,Point,524,8,36.7%,46,25%,58,13%,96,58%,94,71%,13,1%,15,3%,13,4%
Carlos Arroyo,26.3,ORL,Point,584,85,51.6%,48,25%,83,19%,83,50%,88,69%,8,0%,17,6%,15,6%
Chucky Atkins,31.2,MEM,Point,1154,71,48.6%,31,22%,13,7%,23,26%,10,33%,58,6%,100,39%,94,45%
Chucky Atkins,31.2,WAS,Point,533,69,48.5%,15,17%,4,5%,21,26%,6,31%,92,14%,98,38%,100,52%
Stacey Augmon,37.3,ORL,Forward,374,5,35.8%,63,40%,98,42%,17,18%,87,60%,0,0%,0,0%,0,0%
Marcus Banks,24.0,BOS,Combo,250,29,45.3%,85,38%,13,5%,55,35%,36,41%,20,3%,44,19%,35,22%
Marcus Banks,24.0,MIN,Point,1198,79,50.4%,81,35%,10,6%,81,48%,67,54%,4,0%,31,10%,23,10%
Leandro Barbosa,22.9,PHX,Wing,1538,96,57.0%,92,44%,45,10%,5,12%,5,22%,66,12%,64,22%,64,34%
Matt Barnes,25.6,PHI,Forward,503,98,56.7%,95,60%,67,16%,18,18%,15,35%,38,4%,30,2%,33,6%
Andre Barrett,23.7,TOR,Point,257,10,36.8%,65,31%,46,12%,75,45%,71,57%,54,5%,21,7%,29,13%
Brent Barry,33.8,SAS,Wing,1179,97,57.2%,21,19%,34,9%,5,13%,6,22%,81,18%,97,41%,97,59%
Jon Barry,36.3,HOU,Wing,330,33,45.2%,16,17%,30,8%,36,25%,28,33%,72,14%,91,35%,87,49%
Eddie Basden,22.7,CHI,Wing,124,25,43.9%,95,55%,38,9%,15,18%,15,27%,52,9%,30,9%,31,18%
Brandon Bass,20.5,NOP,Big,201,1,36.8%,53,47%,70,32%,55,21%,58,53%,0,0%,0,0%,0,0%
Esteban Batista,22.2,ATL,Big,457,6,40.9%,98,89%,9,9%,0,0%,1,9%,0,0%,77,2%,75,2%
Tony Battie,29.7,ORL,Big,2211,56,50.8%,27,33%,86,38%,65,29%,82,66%,0,0%,72,1%,70,1%
Shane Battier,27.1,MEM,Forward,2832,83,54.2%,58,38%,82,21%,8,15%,22,36%,97,19%,45,7%,72,26%
Lonny Baxter,26.8,CHA,Big,113,0,36.7%,66,57%,27,17%,65,27%,39,43%,0,0%,0,0%,0,0%
Lonny Baxter,26.8,HOU,Big,251,25,46.0%,84,70%,30,17%,39,13%,20,30%,0,0%,0,0%,0,0%
Charlie Bell,26.6,MIL,Combo,1229,87,52.6%,62,27%,11,5%,29,27%,18,32%,85,14%,71,27%,80,41%
Raja Bell,29.1,PHX,Wing,2942,95,56.3%,2,8%,25,7%,75,38%,58,44%,84,19%,80,29%,84,47%
Mike Bibby,27.5,SAC,Point,3163,81,50.5%,12,13%,6,5%,77,46%,62,51%,63,6%,73,29%,67,35%
Andris Biedrins,19.6,GSW,Big,960,100,65.2%,96,84%,25,16%,0,0%,5,16%,0,0%,0,0%,0,0%
Chauncey Billups,29.1,DET,Point,2918,83,51.0%,23,20%,42,11%,25,28%,25,39%,67,7%,88,35%,81,42%
Steve Blake,25.7,POR,Point,1750,87,52.7%,6,10%,33,9%,69,42%,60,51%,69,7%,81,32%,77,39%
Andray Blatche,19.2,WAS,Big,123,12,43.3%,28,33%,4,7%,84,42%,51,49%,96,9%,91,9%,92,18%
Mark Blount,29.9,BOS,Big,1077,59,50.9%,32,35%,73,32%,73,33%,80,65%,0,0%,0,0%,0,0%
Mark Blount,29.9,MIN,Big,1140,54,50.6%,20,30%,50,25%,87,45%,89,70%,0,0%,0,0%,0,0%
Keith Bogans,25.5,CHA,Wing,842,34,45.5%,71,34%,44,10%,21,22%,25,31%,62,10%,67,24%,65,34%
Keith Bogans,25.5,HOU,Wing,1042,27,44.3%,85,41%,15,6%,7,14%,2,20%,70,14%,73,26%,73,39%
Andrew Bogut,20.9,MIL,Big,2335,84,53.7%,85,71%,35,20%,31,9%,17,29%,0,0%,56,0%,54,0%
