Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Quincy Acy,22.1,TOR,Big,291,97,+9.3,77,+2.8,92,+5.1%,94,-3.1%,19,-3.2,44,-0.5,8,-18.2
Jeff Adrien,26.7,CHA,Big,660,61,+0.7,50,-0.3,61,+0.8%,17,+1.9%,42,-0.9,48,-0.2,32,-5.0
Arron Afflalo,27.0,ORL,Wing,2288,82,+3.7,97,+7.7,10,-4.1%,15,+2.0%,17,-3.4,10,-3.5,60,+3.3
Cole Aldrich,24.0,HOU,Big,179,8,-7.5,28,-3.0,7,-4.8%,43,+0.5%,1,-9.3,6,-4.1,1,-31.9
Cole Aldrich,24.0,SAC,Big,149,97,+8.5,81,+3.3,86,+3.4%,99,-4.9%,94,+5.0,86,+2.5,80,+10.5
LaMarcus Aldridge,27.3,POR,Big,2782,86,+4.6,70,+1.9,86,+3.6%,80,-1.5%,94,+5.2,87,+2.7,83,+11.8
Lavoy Allen,23.7,PHI,Big,1623,48,-0.7,39,-1.5,75,+2.0%,24,+1.5%,76,+2.7,67,+0.9,77,+9.4
Ray Allen,37.3,MIA,Wing,1989,33,-2.5,38,-1.6,73,+1.7%,13,+2.4%,19,-3.2,36,-0.9,10,-16.5
Tony Allen,30.8,MEM,Wing,2102,33,-2.4,15,-4.9,80,+2.3%,89,-2.2%,84,+3.2,81,+2.0,66,+5.5
Al-Farouq Aminu,22.1,NOH,Wing,2049,78,+3.0,35,-2.0,90,+4.2%,99,-6.1%,95,+5.5,96,+5.2,29,-6.4
Lou Amundson,29.9,MIN,Big,121,3,-10.7,13,-5.4,36,-1.1%,31,+1.1%,4,-6.7,41,-0.6,2,-28.6
Lou Amundson,29.9,NOH,Big,205,33,-2.4,92,+6.0,14,-3.3%,0,+5.8%,8,-5.0,20,-2.1,18,-12.0
Chris Andersen,34.3,MIA,Big,604,9,-7.2,18,-4.4,43,-0.6%,45,+0.4%,17,-3.4,43,-0.5,7,-19.7
Alan Anderson,30.0,TOR,Wing,1406,70,+1.5,54,+0.0,60,+0.7%,35,+0.9%,64,+1.2,52,+0.2,68,+5.8
James Anderson,23.6,HOU,Wing,229,97,+9.9,95,+6.8,94,+6.0%,92,-2.5%,93,+5.0,91,+3.6,61,+3.5
Ryan Anderson,24.5,NOH,Big,2478,80,+3.4,71,+2.0,45,-0.4%,37,+0.8%,35,-1.6,29,-1.5,53,+1.2
Carmelo Anthony,28.4,NYK,Forward,2475,92,+6.1,73,+2.2,74,+1.8%,94,-3.1%,97,+8.1,94,+4.2,95,+20.2
Joel Anthony,30.2,MIA,Big,507,49,-0.5,33,-2.2,31,-1.5%,18,+1.9%,61,+0.9,40,-0.7,82,+11.5
Trevor Ariza,27.3,WAS,Wing,1450,61,+0.6,27,-3.2,87,+3.7%,65,-0.6%,78,+2.8,88,+3.0,42,-2.1
Darrell Arthur,24.6,MEM,Big,931,11,-6.6,11,-5.8,42,-0.7%,10,+2.8%,37,-1.3,16,-2.7,70,+6.7
Omer Asik,26.3,HOU,Big,2453,58,+0.3,50,-0.2,55,+0.4%,86,-2.0%,89,+4.0,91,+3.6,53,+1.3
D.J. Augustin,25.0,IND,Point,1150,8,-7.5,10,-6.3,65,+1.1%,21,+1.6%,19,-3.2,18,-2.3,41,-2.4
Gustavo Ayon,27.6,ORL,Big,567,71,+1.7,76,+2.7,66,+1.1%,52,+0.1%,14,-3.8,34,-1.1,11,-16.2
Gustavo Ayon,27.6,MIL,Big,137,100,+14.6,93,+6.1,97,+7.7%,98,-4.7%,96,+6.2,92,+3.9,75,+8.1
Jeff Ayres,25.5,IND,Big,268,91,+5.7,87,+4.5,43,-0.6%,65,-0.5%,57,+0.6,25,-1.8,88,+14.0
Luke Babbitt,23.4,POR,Forward,672,62,+0.7,76,+2.5,9,-4.4%,60,-0.3%,14,-3.9,11,-3.5,58,+2.8
Leandro Barbosa,29.9,BOS,Combo,476,45,-1.1,40,-1.4,72,+1.7%,37,+0.9%,37,-1.4,36,-0.9,32,-4.9
J.J. Barea,28.4,MIN,Combo,1642,58,+0.4,64,+1.1,27,-1.9%,78,-1.4%,37,-1.5,22,-1.9,59,+3.0
Andrea Bargnani,27.0,TOR,Big,995,34,-2.3,55,+0.2,20,-2.8%,39,+0.7%,32,-1.9,28,-1.5,54,+1.4
Harrison Barnes,20.4,GSW,Wing,2019,47,-0.8,41,-1.4,38,-1.0%,86,-2.0%,48,-0.0,39,-0.7,64,+4.7
Matt Barnes,32.6,LAC,Wing,1927,29,-2.8,19,-4.3,76,+2.0%,76,-1.3%,59,+0.6,78,+1.7,26,-7.4
Earl Barron,31.2,WAS,Big,114,17,-4.9,15,-5.0,31,-1.5%,13,+2.5%,6,-5.7,14,-2.9,4,-25.2
Will Barton,21.8,POR,Wing,808,3,-11.1,4,-8.5,14,-3.4%,46,+0.3%,3,-6.8,13,-3.1,6,-19.9
Brandon Bass,27.5,BOS,Big,2218,39,-1.6,67,+1.6,22,-2.6%,24,+1.5%,15,-3.7,26,-1.7,16,-13.2
Shane Battier,34.1,MIA,Forward,1771,76,+2.5,64,+1.1,45,-0.5%,59,-0.3%,81,+3.0,71,+1.1,83,+12.0
Nicolas Batum,23.9,POR,Wing,2798,89,+5.5,79,+3.0,84,+3.1%,60,-0.3%,92,+4.5,84,+2.4,79,+10.4
Jerryd Bayless,24.2,MEM,Combo,1685,56,+0.1,68,+1.6,39,-0.9%,19,+1.7%,31,-2.0,30,-1.5,44,-1.6
Aron Baynes,25.9,SAS,Big,107,4,-10.0,3,-9.4,48,-0.1%,100,-9.3%,66,+1.2,96,+5.4,2,-27.8
Kent Bazemore,23.3,GSW,Combo,169,1,-13.9,2,-10.8,6,-5.1%,16,+2.0%,36,-1.5,12,-3.3,87,+13.6
Bradley Beal,19.3,WAS,Wing,1720,55,+0.1,54,+0.1,55,+0.4%,71,-1.0%,66,+1.2,81,+2.0,31,-5.2
Michael Beasley,23.8,PHX,Forward,1510,36,-2.1,37,-1.6,28,-1.8%,47,+0.3%,72,+2.0,69,+1.0,65,+4.9
