Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
LaMarcus Aldridge,23.3,POR,Big,236,95,-14.6,99,-28.0,60,-2.1%,55,+0.5%,92,-12.8,91,-7.1,65,-13.3
Ray Allen,33.3,BOS,Wing,564,26,+5.5,67,-2.4,23,+4.6%,72,+1.7%,11,+8.4,36,+1.8,8,+48.8
Rafer Alston,32.3,ORL,Point,739,54,-0.6,71,-4.0,51,-0.6%,11,-3.0%,31,+4.0,16,+4.5,46,-4.0
Chris Andersen,30.3,DEN,Big,317,58,-1.5,92,-10.4,28,+3.9%,27,-1.5%,16,+7.6,9,+6.2,44,-1.5
Carmelo Anthony,24.4,DEN,Forward,610,14,+10.0,19,+8.3,57,-1.4%,35,-1.0%,84,-8.2,83,-5.2,57,-8.2
Trevor Ariza,23.3,LAL,Wing,720,47,-0.1,52,-0.6,24,+4.5%,21,-2.1%,50,-0.3,37,+1.6,66,-14.3
J.J. Barea,24.4,DAL,Combo,207,56,-1.2,53,-0.9,34,+2.2%,42,-0.4%,41,+2.0,22,+2.9,63,-12.0
Brandon Bass,23.5,DAL,Big,186,38,+1.7,34,+3.4,78,-4.1%,84,+2.8%,73,-5.8,76,-3.4,58,-9.8
Tony Battie,32.7,ORL,Big,124,20,+6.2,28,+4.6,21,+5.2%,69,+1.5%,66,-3.0,72,-2.7,47,-4.2
Shane Battier,30.1,HOU,Wing,495,27,+5.3,23,+5.7,17,+5.4%,65,+1.1%,80,-6.8,80,-4.6,45,-3.5
Michael Beasley,19.8,MIA,Big,163,18,+7.3,35,+3.3,47,-0.3%,75,+1.9%,91,-12.4,93,-8.6,48,-5.5
Mike Bibby,30.5,ATL,Point,387,64,-2.4,65,-2.0,66,-2.4%,78,+2.0%,21,+5.7,78,-3.9,4,+55.7
Chauncey Billups,32.1,DEN,Combo,616,39,+1.7,27,+4.7,85,-5.3%,70,+1.5%,68,-3.5,87,-6.0,28,+20.3
Steve Blake,28.7,POR,Point,229,7,+15.3,44,+1.0,28,+4.1%,12,-2.8%,6,+12.2,7,+9.0,74,-19.8
Carlos Boozer,26.9,UTA,Big,185,21,+6.1,3,+18.8,100,-23.6%,87,+3.6%,47,+0.8,64,-1.8,17,+25.8
Bruce Bowen,37.4,SAS,Wing,122,92,-12.8,85,-8.3,65,-2.3%,82,+2.5%,45,+1.1,68,-2.1,13,+41.7
Ronnie Brewer,23.6,UTA,Wing,157,83,-8.0,42,+1.6,91,-9.5%,96,+5.9%,59,-1.8,61,-1.4,40,+2.6
Aaron Brooks,23.8,HOU,Combo,438,19,+6.7,13,+10.8,37,+1.3%,13,-2.8%,64,-2.8,46,+0.3,73,-18.8
Shannon Brown,22.9,LAL,Point,260,32,+3.5,43,+1.4,78,-4.2%,30,-1.2%,53,-0.6,58,-1.0,41,+2.4
Kobe Bryant,30.2,LAL,Wing,939,45,+0.3,58,-1.3,16,+5.5%,63,+1.0%,57,-1.2,66,-2.0,39,+7.5
Rasual Butler,29.4,NOH,Wing,155,10,+11.6,24,+5.5,47,-0.3%,86,+3.6%,7,+11.9,63,-1.8,1,+84.0
Andrew Bynum,21.0,LAL,Big,399,51,-0.2,46,+0.5,86,-5.3%,22,-1.9%,34,+2.9,53,-0.4,22,+23.3
Anthony Carter,33.4,DEN,Point,212,25,+5.6,21,+6.5,40,+0.7%,26,-1.7%,52,-0.5,15,+5.2,91,-37.6
Mario Chalmers,22.5,MIA,Point,230,55,-0.6,36,+3.2,90,-8.5%,44,-0.4%,79,-6.7,73,-2.9,61,-11.8
Daequan Cook,21.5,MIA,Wing,142,15,+9.8,37,+3.0,31,+3.5%,61,+0.9%,15,+7.6,34,+2.0,27,+20.9
Samuel Dalembert,28.5,PHI,Big,133,17,+8.1,7,+13.5,96,-13.7%,73,+1.7%,82,-7.4,96,-9.6,25,+22.3
Erick Dampier,33.3,DAL,Big,254,72,-4.2,34,+3.4,48,-0.4%,88,+3.7%,86,-9.8,72,-2.9,92,-41.7
Glen Davis,22.8,BOS,Big,509,85,-8.9,78,-5.7,80,-4.4%,72,+1.7%,58,-1.4,82,-4.8,16,+28.0
Tim Duncan,32.5,SAS,Big,163,16,+8.8,79,-6.1,0,+23.0%,1,-8.6%,4,+14.7,3,+11.0,95,-56.3
Maurice Evans,30.0,ATL,Wing,244,9,+13.9,9,+13.2,50,-0.6%,38,-0.8%,33,+3.6,43,+0.7,31,+16.6
Jordan Farmar,21.9,LAL,Point,246,65,-2.9,55,-1.1,41,+0.1%,39,-0.7%,24,+4.6,24,+2.8,38,+8.1
Rudy Fernandez,23.6,POR,Wing,158,80,-7.5,59,-1.6,53,-1.2%,28,-1.4%,91,-12.5,88,-6.3,67,-14.4
Michael Finley,35.7,SAS,Forward,143,31,+3.5,77,-5.5,27,+4.4%,2,-8.1%,27,+4.3,18,+4.0,72,-18.3
