Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,21.1,MIA,Big,685,40,54.3%,94,83%,25,14%,32,3%,24,16%,0,0%,16,0%,12,0%
Steven Adams,27.3,NOP,Big,1604,81,62.0%,83,72%,79,27%,8,1%,57,28%,0,0%,0,0%,0,0%
Bam Adebayo,23.3,MIA,Big,2130,55,57.1%,48,45%,98,37%,93,17%,99,54%,18,0%,14,0%,11,0%
LaMarcus Aldridge,35.3,SAS,Big,544,25,51.8%,4,17%,41,18%,100,37%,100,55%,56,5%,61,23%,57,28%
LaMarcus Aldridge,35.3,BKN,Big,130,49,56.3%,39,42%,94,34%,90,15%,94,49%,49,4%,36,6%,39,9%
Nickeil Alexander-Walker,22.2,NOP,Combo,958,37,50.2%,78,32%,25,14%,29,8%,18,22%,83,15%,44,31%,61,46%
Grayson Allen,25.1,MEM,Wing,1249,65,54.8%,22,16%,66,18%,25,4%,49,22%,31,11%,88,52%,78,63%
Jarrett Allen,22.5,BKN,Big,315,94,67.7%,98,88%,4,7%,54,5%,11,12%,0,0%,0,0%,0,0%
Jarrett Allen,22.5,CLE,Big,1529,81,61.7%,76,69%,64,23%,53,5%,57,27%,34,1%,28,2%,27,4%
Al-Farouq Aminu,30.1,ORL,Forward,366,8,44.4%,77,40%,48,16%,71,11%,63,27%,17,7%,46,26%,28,33%
Kyle Anderson,27.1,MEM,Forward,1884,57,53.8%,27,23%,94,31%,68,10%,87,41%,57,16%,28,20%,34,36%
Giannis Antetokounmpo,25.9,MIL,Big,2010,71,60.1%,61,54%,59,21%,74,8%,65,30%,26,1%,52,16%,47,17%
Thanasis Antetokounmpo,28.3,MIL,Forward,448,34,51.4%,99,72%,16,8%,27,2%,13,10%,23,9%,8,9%,6,18%
Carmelo Anthony,36.4,POR,Forward,1671,32,51.1%,3,9%,74,21%,100,30%,98,51%,21,9%,59,31%,43,39%
Cole Anthony,20.5,ORL,Point,1229,14,46.3%,50,29%,70,30%,66,12%,75,42%,25,3%,43,26%,34,29%
OG Anunoby,23.3,TOR,Forward,1433,84,58.7%,64,36%,37,13%,48,4%,34,17%,79,23%,41,24%,63,47%
Ryan Arcidiacono,26.6,CHI,Combo,415,59,53.0%,25,20%,61,22%,16,5%,32,26%,84,15%,67,39%,77,54%
Trevor Ariza,35.3,MIA,Forward,836,37,51.7%,61,36%,7,6%,16,2%,4,8%,80,25%,60,31%,77,56%
D.J. Augustin,33.0,HOU,Combo,405,66,54.1%,57,27%,10,8%,39,10%,11,18%,48,8%,84,46%,78,55%
D.J. Augustin,33.0,MIL,Point,697,34,48.6%,7,16%,2,9%,43,9%,7,18%,95,16%,98,50%,100,66%
Deni Avdija,19.8,WAS,Forward,1224,28,50.7%,34,26%,54,18%,51,5%,52,22%,56,16%,80,36%,70,51%
Deandre Ayton,22.3,PHX,Big,2108,84,63.1%,69,61%,83,28%,73,8%,78,36%,0,0%,29,3%,23,3%
Dwayne Bacon,25.2,ORL,Wing,1812,8,43.9%,73,34%,81,23%,90,17%,92,40%,10,5%,20,22%,11,27%
Marvin Bagley,21.6,SAC,Big,1091,39,54.3%,55,50%,81,28%,34,3%,69,31%,72,9%,45,11%,50,19%
LaMelo Ball,19.2,CHA,Point,1454,50,50.9%,80,39%,32,18%,32,7%,20,25%,66,7%,50,29%,50,36%
