Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Malcolm Brogdon,25.9,MIL,Combo,194,72,55.4%,78,51.3%,60,38.9%,0,66.7%,11,74%,22,50%,11,75%,11,100%
Jaylen Brown,22.0,BOS,Wing,269,94,59.3%,94,63.8%,53,35.9%,30,76.7%,67,70%,48,67%,61,50%,48,93%
Sterling Brown,23.7,MIL,Wing,138,21,44.8%,45,46.7%,0,28.6%,0,66.7%,55,73%,64,50%,9,100%,3,100%
Jimmy Butler,29.1,PHI,Forward,421,36,48.8%,64,51.2%,17,27.9%,67,87.5%,91,41%,91,38%,73,32%,73,75%
Clint Capela,24.5,HOU,Big,330,63,56.1%,60,56.1%,0,0.0%,0,42.9%,40,80%,20,82%,90,50%,0,0%
DeMarre Carroll,32.3,BKN,Forward,119,0,32.9%,0,14.3%,25,29.2%,0,100.0%,9,89%,0,100%,9,100%,45,86%
Zach Collins,21.0,POR,Big,268,60,55.6%,63,56.7%,59,35.0%,0,80.0%,18,88%,18,83%,8,100%,28,100%
Darren Collison,31.2,IND,Point,116,36,46.7%,29,44.1%,0,36.4%,0,100.0%,50,42%,0,71%,43,38%,100,0%
Pat Connaughton,25.8,MIL,Wing,294,97,59.7%,88,61.3%,72,38.9%,0,50.0%,24,88%,42,73%,9,100%,3,100%
Quinn Cook,25.6,GSW,Point,178,43,48.3%,36,45.2%,50,33.3%,0,100.0%,0,63%,7,67%,0,50%,43,70%
DeMarcus Cousins,28.2,GSW,Big,133,13,42.5%,15,43.9%,0,25.0%,0,64.0%,35,81%,23,81%,90,50%,28,100%
Torrey Craig,27.9,DEN,Wing,326,97,59.7%,48,48.5%,97,47.1%,0,56.3%,30,84%,45,71%,61,50%,3,100%
Jae Crowder,28.3,UTA,Big,130,28,46.7%,33,50.0%,32,30.0%,0,73.7%,48,76%,83,50%,0,0%,28,100%
Seth Curry,28.2,POR,Wing,319,45,51.3%,6,30.0%,84,42.9%,0,81.8%,70,70%,97,25%,76,40%,76,86%
Stephen Curry,30.6,GSW,Point,845,86,56.1%,79,52.4%,75,39.1%,100,94.3%,43,48%,57,30%,36,45%,79,58%
DeMar DeRozan,29.2,SAS,Wing,248,39,48.7%,55,49.1%,0,0.0%,70,86.4%,97,28%,85,39%,97,23%,0,0%
Spencer Dinwiddie,25.6,BKN,Combo,131,56,51.6%,61,47.4%,53,37.5%,0,71.4%,67,44%,61,38%,0,100%,89,44%
Andre Drummond,25.2,DET,Big,127,18,44.4%,20,45.3%,0,0.0%,0,42.9%,20,88%,8,84%,8,100%,0,0%
Kevin Durant,30.1,GSW,Forward,441,100,58.9%,91,55.2%,100,43.8%,100,90.3%,45,58%,27,69%,36,48%,91,66%
Wayne Ellington,30.9,DET,Wing,128,6,41.4%,9,30.8%,22,31.8%,0,100.0%,55,73%,0,100%,48,67%,94,71%
Joel Embiid,24.6,PHI,Big,334,23,46.5%,25,46.7%,45,30.8%,76,82.2%,75,72%,50,68%,73,61%,28,100%
James Ennis,28.3,PHI,Wing,224,76,56.6%,100,67.7%,9,30.0%,0,63.2%,70,70%,61,53%,9,100%,3,100%
Derrick Favors,27.3,UTA,Big,103,80,63.9%,95,69.7%,0,0.0%,0,68.4%,80,70%,35,73%,100,0%,0,0%
Terrance Ferguson,20.5,OKC,Wing,124,55,52.1%,3,28.6%,78,41.2%,0,0.0%,0,100%,0,100%,0,0%,3,100%
Bryn Forbes,25.3,SAS,Combo,207,89,61.6%,67,48.0%,100,48.4%,0,71.4%,0,78%,6,67%,28,56%,22,93%
Evan Fournier,26.0,ORL,Wing,172,3,41.2%,39,45.7%,3,24.2%,0,75.0%,94,50%,64,50%,88,33%,91,75%
Danilo Gallinari,30.2,LAC,Big,201,8,41.4%,5,38.8%,36,30.2%,94,84.8%,78,72%,80,53%,45,82%,98,85%
Marc Gasol,33.8,TOR,Big,733,43,51.7%,23,46.2%,68,38.2%,100,87.0%,8,92%,3,93%,40,85%,85,97%
Rudy Gay,32.2,SAS,Forward,176,18,45.7%,9,39.2%,92,42.1%,0,82.4%,64,57%,64,50%,45,43%,36,88%
Paul George,28.5,OKC,Wing,203,42,51.0%,73,53.7%,25,31.9%,40,81.3%,82,57%,82,40%,73,43%,73,87%
Shai Gilgeous-Alexander,20.3,LAC,Point,170,79,55.1%,43,45.2%,100,52.9%,0,88.9%,7,61%,50,33%,0,50%,7,100%
Rudy Gobert,26.3,UTA,Big,152,68,59.4%,70,59.4%,0,0.0%,0,78.3%,63,74%,33,74%,0,0%,0,0%
Aaron Gordon,23.1,ORL,Forward,160,82,53.3%,55,50.0%,83,40.0%,0,60.0%,82,46%,100,33%,64,38%,73,75%
Eric Gordon,29.9,HOU,Wing,408,85,58.1%,70,52.7%,75,40.0%,60,85.7%,48,78%,52,63%,76,40%,52,92%
Jerami Grant,24.6,OKC,Big,176,75,61.3%,53,55.0%,86,45.0%,0,69.2%,25,85%,45,70%,8,100%,28,100%
Danny Green,31.4,TOR,Wing,683,30,47.1%,18,38.9%,28,33.1%,0,91.3%,3,92%,18,89%,58,60%,39,97%
Draymond Green,28.7,GSW,Big,850,50,54.1%,65,58.8%,9,24.5%,18,71.8%,68,73%,48,69%,57,75%,93,92%
JaMychal Green,28.4,LAC,Big,138,93,67.4%,53,55.0%,100,52.2%,0,80.0%,13,91%,28,75%,8,100%,28,100%
James Harden,29.2,HOU,Combo,423,50,51.2%,72,48.0%,47,35.3%,86,83.7%,100,12%,89,11%,94,12%,100,13%
Maurice Harkless,25.5,POR,Forward,387,64,51.4%,100,55.6%,0,25.0%,17,63.9%,18,73%,18,71%,18,57%,0,100%
Montrezl Harrell,24.8,LAC,Big,157,100,74.2%,98,74.2%,0,0.0%,12,69.2%,57,74%,43,71%,45,82%,0,0%
Gary Harris,24.1,DEN,Wing,517,61,52.9%,67,52.5%,47,35.7%,80,86.8%,76,70%,58,56%,33,83%,55,90%
Joe Harris,27.2,BKN,Wing,147,15,41.9%,76,54.5%,0,19.0%,0,100.0%,27,88%,24,80%,9,100%,3,100%
Tobias Harris,26.3,PHI,Forward,443,55,49.4%,36,47.6%,67,34.9%,50,84.6%,55,58%,45,60%,82,32%,27,95%
Gordon Hayward,28.6,BOS,Wing,264,33,48.6%,36,44.4%,66,37.5%,0,100.0%,79,59%,64,50%,82,38%,61,89%
George Hill,32.5,MIL,Combo,386,100,62.4%,94,60.9%,80,43.2%,57,80.6%,28,61%,33,49%,50,43%,28,89%
Rodney Hood,26.0,POR,Wing,370,73,56.0%,79,56.7%,59,36.7%,50,81.8%,91,52%,88,33%,85,36%,85,83%
Al Horford,32.4,BOS,Big,309,35,50.0%,13,42.4%,82,40.9%,0,83.3%,30,83%,53,67%,53,79%,90,94%
Danuel House,25.4,HOU,Forward,134,9,41.2%,18,40.0%,8,27.6%,0,50.0%,0,100%,0,100%,0,0%,0,100%
Serge Ibaka,29.1,TOR,Big,490,33,49.7%,43,53.1%,5,24.3%,53,76.9%,43,79%,40,72%,38,86%,95,89%
Andre Iguodala,34.8,GSW,Wing,629,79,57.3%,91,62.8%,41,34.2%,0,38.9%,15,89%,21,86%,36,80%,42,96%
Ersan Ilyasova,31.5,MIL,Big,249,57,55.6%,75,61.1%,55,33.3%,0,78.3%,65,74%,83,50%,43,83%,28,100%
Joe Ingles,31.1,UTA,Wing,150,0,40.3%,58,50.0%,6,25.0%,0,0.0%,36,82%,33,75%,0,0%,76,86%
Kyrie Irving,26.6,BOS,Point,329,14,43.8%,7,42.1%,33,31.6%,86,89.2%,86,23%,79,15%,93,3%,57,67%
Jonathan Isaac,21.1,ORL,Big,136,0,32.5%,3,35.0%,0,20.0%,0,87.5%,85,64%,100,33%,8,100%,28,100%
Reggie Jackson,28.5,DET,Point,107,50,50.0%,21,43.2%,83,42.9%,0,85.7%,79,32%,71,17%,86,8%,29,78%
Jonas Jerebko,31.7,GSW,Big,105,3,37.2%,0,31.8%,23,29.4%,0,80.0%,10,92%,28,75%,8,100%,28,100%
Nikola Jokic,23.7,DEN,Big,556,55,54.8%,45,53.7%,73,39.3%,88,84.6%,90,61%,93,45%,65,73%,100,82%
Enes Kanter,26.5,POR,Big,460,45,51.7%,38,52.1%,0,25.0%,41,75.6%,98,55%,90,47%,55,76%,28,100%
Luke Kennard,22.4,DET,Wing,121,64,53.6%,27,41.4%,0,53.8%,0,100.0%,33,84%,0,100%,45,70%,3,100%
Caris LeVert,24.2,BKN,Wing,144,82,57.5%,64,51.1%,94,46.2%,20,72.4%,100,22%,100,14%,100,20%,100,33%
Kawhi Leonard,27.3,TOR,Forward,939,91,54.6%,73,53.6%,75,38.2%,83,88.3%,100,33%,82,39%,100,18%,100,51%
Meyers Leonard,26.7,POR,Big,166,78,62.7%,78,64.5%,77,40.6%,0,33.3%,3,94%,13,83%,8,100%,28,100%
Damian Lillard,28.3,POR,Point,650,57,51.2%,50,45.6%,67,37.8%,43,83.3%,93,20%,93,10%,71,14%,86,32%
Shaun Livingston,33.1,GSW,Combo,321,33,46.6%,56,46.6%,0,0.0%,0,84.0%,6,76%,0,93%,22,63%,0,0%
Kevon Looney,22.7,GSW,Big,429,98,68.8%,90,68.8%,0,0.0%,24,72.4%,33,81%,5,84%,68,69%,0,0%
Brook Lopez,30.6,MIL,Big,437,48,53.7%,85,66.1%,18,29.3%,82,82.8%,73,72%,75,56%,83,57%,28,100%
Kyle Lowry,32.6,TOR,Point,898,71,53.8%,86,52.6%,58,35.9%,29,79.7%,29,50%,43,36%,64,19%,36,77%
Wesley Matthews,32.0,IND,Wing,118,12,41.7%,0,22.2%,31,33.3%,0,100.0%,15,89%,64,50%,0,0%,3,100%
CJ McCollum,27.1,POR,Combo,635,44,50.9%,44,46.4%,67,39.7%,29,73.2%,72,34%,78,22%,72,24%,78,59%
Alfonzo McKinnie,26.1,GSW,Wing,219,58,52.6%,85,60.0%,19,31.3%,0,33.3%,21,88%,33,75%,9,100%,3,100%
Khris Middleton,27.2,MIL,Wing,515,48,51.7%,24,40.4%,88,43.5%,90,88.5%,88,56%,76,46%,70,45%,97,68%
Patty Mills,30.2,SAS,Combo,149,6,36.9%,83,52.4%,0,14.3%,0,60.0%,78,29%,83,14%,61,25%,61,67%
Paul Millsap,33.7,DEN,Big,468,38,50.3%,35,51.3%,50,31.6%,59,77.0%,95,60%,75,56%,95,48%,28,100%
Nikola Mirotic,27.7,MIL,Big,280,30,49.5%,57,55.9%,41,30.6%,71,82.1%,45,78%,98,36%,57,75%,28,100%
Donovan Mitchell,22.1,UTA,Combo,193,11,37.7%,6,36.2%,7,26.2%,14,72.7%,61,47%,44,40%,78,20%,50,82%
Marcus Morris,29.2,BOS,Big,254,83,64.1%,68,59.0%,95,46.2%,29,74.2%,53,76%,83,50%,75,60%,28,100%
Monte Morris,23.3,DEN,Point,212,0,36.6%,14,42.9%,0,0.0%,0,69.2%,29,50%,14,50%,0,50%,0,0%
Jamal Murray,21.7,DEN,Combo,504,39,48.2%,50,46.5%,40,34.1%,100,91.7%,56,50%,39,45%,33,52%,83,50%
Royce O'Neale,25.4,UTA,Wing,134,67,54.7%,82,59.1%,31,33.3%,0,75.0%,42,80%,33,75%,36,80%,76,86%
Chris Paul,33.5,HOU,Point,396,64,53.2%,93,58.3%,17,27.9%,57,84.4%,100,11%,86,13%,79,12%,93,6%
Mason Plumlee,28.7,DEN,Big,208,53,54.5%,50,54.5%,0,0.0%,6,57.1%,100,46%,95,42%,75,60%,0,0%
Jakob Poeltl,23.0,SAS,Big,176,90,65.7%,83,65.7%,0,0.0%,0,55.6%,57,74%,68,60%,8,100%,0,0%
Norman Powell,25.4,TOR,Wing,341,52,51.8%,58,50.0%,50,35.8%,0,72.2%,39,81%,27,79%,94,25%,45,95%
JJ Redick,34.4,PHI,Wing,375,91,58.5%,52,48.6%,81,41.9%,0,85.0%,9,91%,0,100%,30,93%,61,89%
Austin Rivers,26.3,HOU,Combo,208,83,57.0%,28,40.0%,93,46.9%,0,66.7%,33,60%,22,50%,39,50%,61,67%
Terrence Ross,27.7,ORL,Wing,143,18,44.2%,30,42.1%,16,30.3%,0,82.4%,61,72%,88,33%,9,100%,55,90%
Terry Rozier,24.6,BOS,Combo,149,17,40.6%,17,39.1%,13,28.0%,0,71.4%,44,56%,44,40%,61,25%,33,86%
Ricky Rubio,28.0,UTA,Point,167,29,46.2%,64,52.2%,0,21.1%,0,85.0%,14,54%,36,42%,0,50%,7,100%
D'Angelo Russell,22.7,BKN,Combo,147,22,42.2%,11,38.5%,27,32.4%,0,84.6%,94,24%,72,25%,89,12%,94,42%
Dennis Schroder,25.1,OKC,Combo,150,61,51.9%,89,54.3%,20,31.6%,0,72.2%,83,28%,94,0%,83,13%,44,83%
Mike Scott,30.3,PHI,Big,192,65,58.7%,93,69.2%,64,36.4%,0,100.0%,0,95%,25,80%,8,100%,28,100%
Landry Shamet,21.6,LAC,Wing,171,36,48.6%,33,42.9%,31,33.3%,0,100.0%,6,92%,0,100%,61,50%,3,100%
Iman Shumpert,28.4,HOU,Wing,102,88,58.3%,97,66.7%,69,38.1%,0,25.0%,12,90%,0,100%,9,100%,70,88%
Pascal Siakam,24.6,TOR,Big,888,40,50.9%,48,54.0%,14,28.4%,47,75.9%,93,61%,65,61%,98,42%,88,97%
Ben Simmons,22.3,PHI,Combo,420,94,62.1%,100,62.1%,0,0.0%,0,57.5%,50,56%,17,57%,39,50%,0,0%
Jayson Tatum,20.7,BOS,Forward,292,45,49.1%,45,49.4%,50,32.3%,33,74.4%,27,67%,36,62%,27,56%,0,100%
Klay Thompson,28.7,GSW,Wing,817,70,55.4%,42,46.5%,91,44.3%,100,90.2%,45,80%,30,76%,42,72%,67,89%
PJ Tucker,33.5,HOU,Big,425,73,60.2%,18,45.2%,91,45.6%,0,82.6%,20,88%,68,60%,57,75%,28,100%
Evan Turner,30.0,POR,Combo,245,0,33.7%,0,31.1%,0,100.0%,0,80.0%,17,67%,11,63%,17,67%,11,100%
Myles Turner,22.6,IND,Big,125,15,44.3%,40,52.4%,0,21.4%,0,61.5%,5,93%,13,83%,8,100%,28,100%
Fred VanVleet,24.7,TOR,Combo,578,67,52.9%,22,39.4%,73,41.8%,43,79.3%,22,66%,67,36%,56,42%,39,84%
Nikola Vucevic,28.0,ORL,Big,147,5,38.8%,10,40.0%,0,23.1%,0,78.6%,35,81%,53,67%,35,89%,28,100%
Russell Westbrook,30.0,OKC,Point,197,7,41.0%,0,37.7%,42,32.4%,71,88.5%,71,35%,100,10%,57,22%,21,91%
Derrick White,24.3,SAS,Point,190,93,58.8%,100,62.1%,25,31.3%,14,73.1%,57,41%,29,42%,50,35%,64,60%
Lou Williams,32.0,LAC,Combo,175,28,46.2%,39,45.3%,33,33.3%,71,82.9%,89,27%,56,38%,94,12%,61,67%
Thaddeus Young,30.4,IND,Big,130,20,45.2%,28,47.1%,0,25.0%,0,57.1%,70,72%,35,73%,75,60%,28,100%
