Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,28.3,MEM,Big,109,67,+1.3%,19,-5.9%,83,+8.4%,60,+2.4%,90,+7.5%,38,-3.0%,76,+5.4%,72,+3.4%
Kyle Anderson,28.1,MEM,Forward,211,86,+4.5%,57,+1.6%,74,+5.2%,82,+9.5%,82,+5.6%,43,-2.1%,83,+6.8%,74,+3.6%
Giannis Antetokounmpo,26.9,MIL,Big,447,93,+6.9%,66,+2.7%,24,-5.1%,67,+3.9%,38,-1.6%,69,+4.3%,97,+14.1%,93,+9.8%
Will Barton,30.8,DEN,Wing,172,6,-7.7%,94,+11.3%,72,+4.7%,25,-6.7%,63,+2.2%,3,-23.5%,16,-7.8%,2,-12.6%
Malik Beasley,24.9,MIN,Wing,144,8,-6.2%,52,+0.7%,98,+21.8%,7,-19.3%,85,+5.8%,21,-7.5%,1,-17.6%,1,-14.9%
Davis Bertans,29.0,DAL,Forward,179,53,-0.2%,4,-14.9%,33,-3.7%,79,+8.8%,40,-1.2%,88,+12.4%,48,-0.7%,64,+2.3%
Patrick Beverley,33.3,MIN,Combo,226,34,-1.8%,82,+6.2%,2,-19.8%,97,+16.7%,17,-5.8%,65,+3.8%,8,-10.1%,21,-6.3%
Nemanja Bjelica,33.5,GSW,Big,125,33,-1.9%,26,-4.0%,8,-14.1%,95,+15.0%,19,-5.6%,71,+6.0%,64,+2.8%,73,+3.5%
Bojan Bogdanovic,32.5,UTA,Forward,214,58,+0.3%,75,+4.0%,71,+4.3%,93,+14.3%,81,+5.6%,18,-9.0%,40,-2.2%,29,-3.9%
Devin Booker,25.0,PHX,Wing,365,51,-0.4%,40,-1.3%,12,-9.9%,14,-10.7%,5,-10.3%,55,+0.5%,93,+11.6%,90,+9.0%
Jaylen Brown,25.0,BOS,Wing,919,69,+1.5%,59,+1.8%,44,-1.6%,13,-12.1%,21,-5.1%,71,+5.8%,70,+4.4%,80,+4.8%
Reggie Bullock,30.6,DAL,Forward,707,57,+0.2%,58,+1.7%,14,-8.9%,56,+1.4%,13,-6.8%,78,+8.2%,58,+1.0%,71,+3.2%
Jimmy Butler,32.1,MIA,Forward,628,85,+4.3%,21,-5.1%,26,-4.7%,75,+6.9%,48,+0.1%,72,+6.2%,92,+10.2%,88,+8.9%
Jordan Clarkson,29.4,UTA,Combo,170,97,+8.5%,68,+2.8%,68,+4.0%,24,-7.1%,68,+2.9%,37,-3.5%,95,+12.4%,91,+9.1%
Mike Conley,34.1,UTA,Point,174,0,-12.4%,37,-2.5%,7,-14.3%,24,-7.1%,3,-13.2%,10,-14.4%,7,-11.0%,6,-11.2%
Pat Connaughton,28.8,MIL,Wing,317,55,+0.1%,37,-2.0%,40,-2.9%,17,-9.3%,20,-5.5%,56,+0.8%,67,+4.0%,75,+3.8%
Jae Crowder,31.3,PHX,Forward,377,81,+3.1%,63,+2.3%,81,+7.1%,62,+3.1%,79,+5.3%,81,+8.9%,66,+3.6%,79,+4.6%
Seth Curry,31.2,BKN,Wing,165,64,+1.0%,44,-0.2%,87,+9.3%,29,-5.9%,60,+1.9%,17,-10.3%,81,+6.2%,56,+0.8%
Stephen Curry,33.6,GSW,Point,762,71,+1.6%,71,+3.2%,79,+6.3%,44,-1.1%,75,+4.2%,62,+2.3%,37,-2.7%,42,-1.5%
DeMar DeRozan,32.2,CHI,Forward,203,98,+10.8%,0,-43.2%,10,-12.1%,91,+13.5%,66,+2.4%,52,0.0%,100,+26.9%,100,+19.7%
Dewayne Dedmon,32.2,MIA,Big,134,40,-0.9%,25,-4.1%,86,+8.5%,31,-5.8%,55,+1.3%,35,-3.9%,56,+0.8%,48,-0.9%
Spencer Dinwiddie,28.6,DAL,Wing,494,27,-2.5%,16,-6.5%,59,+1.4%,16,-9.8%,43,-0.7%,33,-4.4%,48,-0.9%,38,-2.0%
Kevin Durant,33.1,BKN,Forward,217,94,+7.5%,3,-16.1%,0,-44.6%,81,+9.0%,71,+3.2%,100,+38.3%,50,0.0%,98,+13.3%
Joel Embiid,27.6,PHI,Big,385,74,+1.9%,79,+5.7%,10,-12.3%,65,+3.8%,9,-8.6%,75,+7.3%,69,+4.4%,82,+5.4%
Dorian Finney-Smith,28.5,DAL,Forward,687,98,+10.0%,100,+21.1%,95,+13.4%,90,+12.1%,98,+13.1%,74,+7.1%,55,+0.7%,67,+2.7%
