Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Shareef Abdur-Rahim,27.9,POR,Forward,1856,36,-3.3,-8,80,+3.7,66,+0.8%,75,-1.0%,52,-0.1%,78,+2.9,7,+6.9,11,+3.0%,15,-1.5%,62,-0.7%,49,+0.7
Cory Alexander,31.4,CHA,Point,169,8,-12.9,-22,27,-3.9,12,-3.6%,25,+1.2%,88,+3.5%,66,+1.7,3,+9.0,57,-0.4%,2,-3.0%,45,+0.5%,8,+7.7
Malik Allen,26.3,MIA,Big,243,7,-13.3,-33,71,+2.2,24,-2.1%,89,-2.1%,51,-0.2%,76,+2.7,0,+15.5,3,+4.7%,70,+0.9%,0,+8.9%,25,+3.6
Malik Allen,26.3,CHA,Big,238,29,-4.8,-10,52,-0.1,36,-1.0%,80,-1.4%,20,-2.7%,56,+0.8,17,+4.7,4,+4.2%,63,+0.6%,94,-3.8%,54,+0.2
Ray Allen,29.3,SEA,Wing,3057,85,+6.4,+16,92,+6.6,93,+3.4%,31,+0.9%,82,+2.6%,47,-0.3,48,+0.2,56,-0.4%,36,-0.4%,47,+0.3%,49,+0.7
Tony Allen,22.8,BOS,Wing,1207,89,+7.8,+21,54,+0.1,43,-0.6%,36,+0.7%,92,+4.4%,31,-1.9,96,-7.7,59,-0.5%,90,+2.2%,94,-3.8%,43,+1.4
Rafer Alston,28.3,TOR,Point,2714,63,+2.1,+5,51,-0.2,43,-0.6%,92,-2.4%,8,-4.1%,52,+0.4,69,-2.2,39,+0.6%,70,+0.9%,86,-2.5%,59,-0.5
Chris Andersen,26.3,NOH,Big,1388,92,+9.2,+19,85,+4.6,92,+3.2%,20,+1.5%,55,+0.1%,94,+6.7,85,-4.6,92,-3.1%,52,+0.1%,55,-0.3%,67,-1.4
Derek Anderson,30.3,POR,Wing,1234,48,-1.0,-3,39,-1.9,20,-2.5%,64,-0.5%,72,+1.4%,29,-2.2,59,-0.8,27,+1.4%,60,+0.5%,78,-1.9%,71,-1.6
Kenny Anderson,34.1,ATL,Point,715,42,-2.4,-4,41,-1.6,46,-0.4%,71,-0.8%,9,-3.9%,19,-3.4,43,+0.8,6,+3.6%,57,+0.4%,87,-2.6%,79,-3.0
Shandon Anderson,30.8,MIA,Forward,1116,69,+3.0,+6,50,-0.2,45,-0.5%,57,-0.2%,22,-2.6%,92,+6.0,76,-3.2,79,-1.8%,83,+1.6%,42,+0.6%,35,+2.3
Carmelo Anthony,20.4,DEN,Forward,2597,72,+3.4,+9,80,+3.6,85,+2.3%,22,+1.4%,50,-0.3%,92,+6.2,48,+0.2,54,-0.2%,30,-0.8%,46,+0.3%,65,-1.1
