Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jalen Harris,22.2,TOR,Combo,158,100,63.2%,89,55.9%,99,47.1%,0,77.8%,46,54%,63,33%,89,14%,31,88%
Joe Harris,29.2,BKN,Wing,2132,98,65.4%,77,55.6%,99,47.5%,34,77.0%,8,91%,20,72%,13,84%,0,100%
Tobias Harris,28.3,PHI,Forward,2013,72,55.9%,69,54.8%,76,39.8%,97,89.2%,93,44%,82,47%,89,27%,90,82%
Shaquille Harrison,27.1,DEN,Combo,255,3,39.0%,16,41.7%,0,21.4%,0,78.6%,79,39%,83,23%,18,50%,0,100%
Josh Hart,25.7,NOP,Wing,1335,47,52.1%,84,58.1%,21,31.6%,33,77.0%,40,74%,66,54%,22,74%,25,98%
Isaiah Hartenstein,22.5,DEN,Big,244,19,51.4%,21,51.4%,0,0.0%,11,59.4%,23,82%,8,82%,33,80%,0,0%
Isaiah Hartenstein,22.5,CLE,Big,277,64,58.5%,63,60.2%,0,20.0%,28,65.6%,31,78%,15,76%,32,81%,21,100%
Jaxson Hayes,20.4,NOP,Big,920,79,61.6%,73,61.9%,0,36.4%,73,79.3%,29,79%,10,78%,40,79%,21,100%
Killian Hayes,19.3,DET,Point,651,0,39.8%,7,39.3%,2,27.1%,0,80.0%,48,40%,61,29%,55,21%,30,84%
Gordon Hayward,30.6,CHA,Forward,1496,56,53.8%,38,50.0%,85,41.5%,76,84.3%,63,68%,42,66%,47,56%,79,87%
Juan Hernangomez,25.1,MIN,Big,856,34,53.6%,54,58.1%,42,33.3%,12,59.6%,13,85%,12,78%,90,40%,70,98%
Willy Hernangomez,26.4,NOP,Big,788,57,57.6%,57,58.7%,0,14.3%,42,70.4%,72,68%,45,69%,65,63%,21,100%
Tyler Herro,20.8,MIA,Combo,1610,51,52.2%,53,50.0%,40,36.6%,44,80.5%,44,55%,14,60%,44,34%,69,72%
Buddy Hield,27.9,SAC,Wing,2432,69,55.1%,21,44.8%,71,39.2%,71,84.6%,61,67%,92,33%,84,33%,78,81%
George Hill,34.5,PHI,Combo,295,43,51.3%,40,48.1%,68,39.1%,0,79.2%,56,50%,38,46%,29,42%,77,67%
George Hill,34.5,OKC,Wing,368,88,60.0%,93,61.9%,67,38.6%,0,84.0%,76,61%,84,46%,60,47%,71,86%
Solomon Hill,29.6,ATL,Forward,1472,17,47.8%,14,44.9%,35,33.0%,45,76.1%,18,86%,61,59%,39,63%,2,100%
Jaylen Hoard,21.6,OKC,Big,252,23,51.7%,56,58.5%,0,0.0%,38,69.2%,78,65%,63,63%,45,75%,0,0%
Aaron Holiday,24.1,IND,Wing,1100,11,45.8%,7,40.3%,48,36.1%,63,81.9%,70,63%,61,54%,79,35%,48,92%
Jrue Holiday,30.4,MIL,Combo,1918,84,57.6%,92,56.3%,74,40.1%,33,78.2%,80,38%,40,44%,85,16%,91,54%
Justin Holiday,31.6,IND,Forward,2167,64,55.1%,38,50.0%,58,38.0%,55,78.3%,12,87%,44,66%,27,71%,48,97%
Richaun Holmes,27.0,SAC,Big,1780,87,63.8%,84,64.5%,0,20.0%,74,79.4%,22,82%,31,73%,16,91%,21,100%
Rodney Hood,28.0,POR,Wing,712,6,42.6%,8,40.9%,15,29.6%,0,75.0%,92,46%,97,18%,77,36%,84,75%
Rodney Hood,28.0,TOR,Wing,213,9,44.7%,6,40.0%,23,32.1%,0,93.8%,87,52%,72,50%,97,13%,61,89%
Al Horford,34.4,OKC,Big,779,31,52.9%,21,51.2%,63,36.8%,0,81.8%,67,69%,50,67%,84,49%,87,93%
Talen Horton-Tucker,19.9,LAL,Combo,1204,39,50.5%,79,52.7%,11,29.4%,21,76.4%,67,44%,43,43%,84,16%,64,74%
Danuel House,27.4,HOU,Wing,896,42,51.2%,47,49.6%,38,34.7%,9,65.1%,43,73%,28,69%,48,50%,76,82%
Dwight Howard,34.9,PHI,Big,1156,68,59.6%,64,60.6%,0,23.1%,9,57.8%,89,59%,80,56%,50,73%,99,67%
Markus Howard,21.7,DEN,Point,119,75,55.0%,98,60.0%,36,34.3%,0,100.0%,0,70%,2,67%,0,56%,32,83%
Kevin Huerter,22.2,ATL,Wing,2107,51,52.9%,56,51.2%,49,36.2%,36,77.8%,74,62%,52,59%,85,32%,64,88%
DeAndre Hunter,22.9,ATL,Forward,674,67,55.3%,79,57.8%,38,34.1%,81,85.9%,60,70%,14,77%,49,52%,72,90%
Chandler Hutchison,24.5,WAS,Forward,267,3,41.4%,3,37.1%,51,36.8%,0,85.7%,13,87%,26,73%,14,92%,2,100%
Serge Ibaka,31.1,LAC,Big,954,51,56.3%,58,58.8%,47,33.9%,80,81.1%,49,74%,78,58%,38,80%,21,100%
Andre Iguodala,36.8,MIA,Forward,1329,31,51.0%,59,53.0%,36,33.5%,13,65.8%,11,88%,3,85%,33,67%,62,93%
Ersan Ilyasova,33.5,UTA,Big,112,83,62.2%,0,30.0%,97,48.4%,0,100.0%,1,94%,89,50%,2,100%,21,100%
Joe Ingles,33.1,UTA,Forward,1863,100,65.7%,81,58.7%,98,45.5%,79,85.1%,81,58%,97,31%,77,34%,94,72%
Brandon Ingram,23.2,NOP,Forward,2089,50,53.4%,50,51.0%,63,38.6%,87,87.8%,91,49%,88,44%,78,34%,92,79%
Kyrie Irving,28.6,BKN,Combo,1884,86,57.7%,90,56.1%,79,40.5%,98,92.1%,92,33%,74,30%,79,19%,90,58%
Wes Iwundu,25.9,NOP,Forward,219,2,38.6%,57,51.9%,0,11.8%,0,91.7%,27,81%,14,77%,1,100%,2,100%
Wes Iwundu,25.9,DAL,Forward,232,0,30.3%,12,43.8%,0,11.8%,0,100.0%,10,89%,1,100%,97,0%,2,100%
Frank Jackson,22.5,DET,Wing,688,73,56.4%,59,51.5%,84,41.2%,59,81.4%,39,75%,53,58%,45,53%,26,98%
Jaren Jackson,21.1,MEM,Big,252,16,49.6%,48,56.3%,15,27.8%,91,85.0%,40,76%,84,54%,14,92%,21,100%
Josh Jackson,23.7,DET,Forward,1556,16,47.7%,32,48.4%,25,30.8%,32,72.8%,82,58%,86,46%,61,46%,66,92%
Justin Jackson,25.6,OKC,Wing,496,18,47.3%,50,50.0%,16,29.8%,0,88.0%,28,80%,8,83%,30,64%,59,89%
Reggie Jackson,30.5,LAC,Combo,1508,78,55.9%,32,46.8%,92,43.8%,62,84.4%,52,53%,59,36%,87,15%,39,84%
Justin James,23.8,SAC,Forward,248,74,56.8%,54,51.6%,99,46.2%,2,55.6%,38,77%,21,73%,37,65%,2,100%
LeBron James,35.8,LAL,Wing,1500,81,57.8%,89,59.4%,50,36.3%,18,69.8%,99,38%,87,41%,97,15%,98,52%
Mike James,30.2,BKN,Combo,222,11,45.7%,9,40.0%,56,38.5%,27,77.8%,94,28%,87,20%,82,18%,93,50%
DaQuan Jeffries,23.2,SAC,Wing,214,28,49.1%,39,48.1%,27,33.3%,0,85.7%,3,95%,4,91%,3,100%,0,100%
DaQuan Jeffries,23.2,HOU,Big,228,13,49.1%,66,60.9%,13,27.3%,0,100.0%,84,61%,97,44%,90,40%,91,89%
Ty Jerome,23.3,OKC,Combo,736,87,58.0%,34,47.4%,93,44.3%,22,76.5%,45,55%,85,21%,64,26%,51,80%
Isaiah Joe,21.3,PHI,Wing,274,31,50.0%,0,18.8%,62,37.8%,0,78.6%,1,97%,0,0%,27,67%,0,100%
Cameron Johnson,24.7,PHX,Forward,1406,53,53.5%,80,58.2%,39,34.4%,71,83.6%,7,92%,8,80%,16,91%,39,98%
James Johnson,33.7,NOP,Forward,537,18,48.1%,56,51.6%,13,27.1%,8,59.6%,76,62%,72,54%,40,62%,78,88%
James Johnson,33.7,DAL,Forward,477,43,52.5%,91,62.7%,8,24.6%,2,55.6%,69,65%,56,61%,74,36%,2,100%
Keldon Johnson,21.0,SAS,Forward,1958,42,52.4%,61,53.1%,37,33.7%,34,73.5%,53,72%,36,67%,30,69%,70,92%
Stanley Johnson,24.4,TOR,Forward,973,19,48.4%,18,45.7%,33,32.8%,58,78.8%,72,64%,91,40%,96,17%,54,95%
Tyler Johnson,28.5,BKN,Combo,632,75,55.8%,72,52.3%,54,38.0%,0,85.7%,6,84%,13,63%,11,60%,16,96%
Nikola Jokic,25.7,DEN,Big,2487,74,60.4%,65,60.6%,79,39.5%,95,86.7%,93,55%,94,47%,83,49%,77,97%
Damian Jones,25.3,SAC,Big,326,93,67.4%,91,67.2%,0,50.0%,51,72.7%,4,91%,3,88%,2,100%,21,100%
Mason Jones,22.3,HOU,Combo,223,67,54.3%,53,50.0%,46,37.2%,3,62.9%,30,61%,6,73%,45,33%,75,69%
Tre Jones,20.8,SAS,Point,161,55,51.2%,70,51.4%,0,33.3%,0,85.7%,70,30%,23,38%,95,0%,0,100%
Tyus Jones,24.5,MEM,Point,1153,27,48.5%,59,49.2%,17,31.3%,85,90.2%,34,44%,25,37%,39,26%,14,93%
Derrick Jones Jr.,23.7,POR,Wing,1298,72,56.1%,92,61.8%,25,32.6%,10,65.5%,33,76%,29,68%,48,50%,29,98%
DeAndre Jordan,32.3,BKN,Big,1231,100,76.1%,100,76.1%,0,0.0%,2,48.3%,28,80%,9,80%,52,71%,0,0%
Cory Joseph,29.2,SAC,Combo,926,41,51.3%,63,51.0%,30,34.4%,43,80.0%,41,56%,23,55%,71,24%,15,97%
Cory Joseph,29.2,DET,Combo,490,71,55.1%,83,54.1%,55,38.2%,78,87.8%,93,33%,59,36%,91,14%,59,77%
Mfiondu Kabengele,23.2,CLE,Forward,149,41,52.4%,82,58.8%,31,32.0%,0,70.0%,67,67%,96,33%,1,100%,2,100%
Frank Kaminsky,27.6,PHX,Big,677,46,54.9%,39,54.3%,66,37.3%,34,68.8%,20,82%,19,76%,43,76%,21,100%
Enes Kanter,28.5,POR,Big,1727,74,60.6%,64,60.6%,0,33.3%,65,77.0%,97,47%,95,46%,85,48%,21,100%
Luke Kennard,24.4,LAC,Combo,1125,98,60.8%,78,52.7%,95,44.9%,70,86.2%,11,77%,10,65%,7,75%,46,82%
Maxi Kleber,28.8,DAL,Big,1340,61,58.2%,8,46.0%,90,41.0%,99,91.9%,0,95%,1,89%,63,64%,21,100%
Nathan Knight,23.1,ATL,Big,181,5,46.3%,46,55.9%,2,20.0%,40,70.0%,8,87%,1,89%,99,0%,21,100%
Kevin Knox,21.2,NYK,Forward,417,22,49.6%,7,39.6%,51,36.8%,0,76.5%,8,91%,11,79%,20,80%,2,100%
John Konchar,24.6,MEM,Forward,468,92,60.1%,99,64.5%,48,36.5%,0,86.4%,17,86%,7,81%,21,78%,2,100%
Furkan Korkmaz,23.3,PHI,Forward,992,29,50.9%,13,44.1%,49,36.7%,27,72.2%,49,73%,69,55%,84,30%,58,94%
Luke Kornet,25.3,BOS,Big,247,37,54.1%,96,70.3%,8,25.0%,0,50.0%,26,80%,50,67%,2,100%,21,100%
Kyle Kuzma,25.3,LAL,Forward,1924,59,54.3%,58,52.8%,50,36.8%,16,67.7%,59,70%,66,58%,59,47%,64,93%
Zach LaVine,25.6,CHI,Wing,2028,91,60.2%,81,57.3%,91,42.6%,73,84.8%,97,41%,89,41%,92,24%,99,52%
Anthony Lamb,22.8,HOU,Forward,338,20,48.5%,38,50.0%,29,31.7%,0,86.7%,51,73%,77,50%,79,33%,2,100%
Jeremy Lamb,28.4,IND,Wing,757,60,53.9%,28,46.3%,85,41.5%,99,94.7%,66,66%,80,48%,39,56%,76,82%
Romeo Langford,21.0,BOS,Wing,269,2,38.0%,9,41.0%,0,20.0%,0,75.0%,91,47%,92,33%,3,100%,0,100%
Jake Layman,26.7,MIN,Forward,563,70,55.7%,97,64.1%,19,29.2%,29,72.7%,23,83%,10,79%,50,50%,2,100%
Caris LeVert,26.2,IND,Wing,1148,29,49.2%,49,49.9%,20,31.4%,64,82.2%,97,44%,85,43%,81,33%,92,67%
Caris LeVert,26.2,BKN,Combo,325,38,50.3%,41,48.1%,42,36.7%,17,75.0%,87,35%,30,50%,76,22%,99,32%
Damion Lee,28.0,GSW,Wing,1015,96,61.7%,97,66.7%,73,39.3%,98,91.4%,6,92%,17,74%,7,96%,34,96%
Saben Lee,21.4,DET,Point,752,43,50.0%,57,49.2%,69,38.1%,6,67.9%,50,40%,34,35%,23,35%,0,100%
Alex Len,27.4,WAS,Big,880,82,62.2%,81,63.7%,15,27.8%,24,64.2%,33,78%,26,75%,24,85%,21,100%
Kawhi Leonard,29.3,LAC,Forward,1769,76,56.9%,71,55.5%,79,40.4%,94,88.4%,99,38%,93,39%,93,22%,96,71%
Kira Lewis Jr.,19.6,NOP,Point,817,7,44.6%,9,40.7%,26,34.0%,62,87.8%,18,53%,14,42%,18,36%,36,81%
Damian Lillard,30.3,POR,Point,2396,80,55.6%,75,51.9%,79,39.3%,97,93.1%,77,28%,70,19%,68,16%,89,39%
Nassir Little,20.7,POR,Wing,549,62,54.6%,82,57.8%,32,33.9%,0,83.3%,47,71%,46,60%,27,67%,56,89%
Kevon Looney,24.7,GSW,Big,1149,48,55.7%,53,57.3%,8,25.0%,24,64.6%,76,65%,63,63%,55,68%,21,100%
Brook Lopez,32.6,MIL,Big,1901,58,57.7%,78,63.2%,46,33.8%,90,84.5%,36,77%,37,71%,61,65%,80,96%
Robin Lopez,32.6,WAS,Big,1336,88,64.0%,85,65.0%,15,27.8%,46,71.4%,81,63%,70,61%,64,63%,21,100%
Kevin Love,32.2,CLE,Big,621,24,51.8%,13,47.9%,61,36.5%,83,82.4%,38,77%,56,65%,76,57%,91,89%
Kyle Lowry,34.6,TOR,Point,1598,77,55.1%,59,49.2%,83,39.8%,59,87.5%,20,52%,36,35%,20,36%,55,69%
Timothe Luwawu-Cabarrot,25.5,BKN,Wing,956,22,48.2%,16,43.4%,30,33.7%,43,78.9%,12,89%,14,74%,20,75%,23,99%
Trey Lyles,25.0,SAS,Big,306,49,56.3%,46,55.8%,71,37.8%,0,68.2%,23,82%,31,74%,69,60%,21,100%
Theo Maledon,19.4,OKC,Combo,1742,17,46.3%,11,40.3%,33,34.6%,16,74.8%,51,53%,61,35%,53,30%,56,78%
Terance Mann,24.0,LAC,Wing,1131,78,57.3%,76,55.3%,86,42.1%,65,82.4%,76,61%,55,57%,74,38%,53,91%
Nico Mannion,19.6,GSW,Point,265,5,43.5%,0,27.5%,67,37.8%,0,89.5%,2,68%,7,50%,11,40%,34,82%
Boban Marjanovic,32.2,DAL,Big,224,20,51.5%,26,52.5%,0,0.0%,98,87.9%,79,63%,53,66%,74,57%,0,0%
Lauri Markkanen,23.4,CHI,Big,1315,71,59.9%,57,58.6%,86,40.6%,82,82.0%,12,85%,30,74%,54,68%,68,99%
Naji Marshall,22.8,NOP,Wing,656,24,48.5%,18,44.1%,56,36.8%,21,71.6%,49,71%,70,51%,23,73%,0,100%
Caleb Martin,25.1,CHA,Wing,734,10,45.0%,57,51.4%,6,25.5%,5,62.8%,50,70%,38,64%,43,53%,59,89%
Cody Martin,25.1,CHA,Wing,793,31,50.0%,67,53.2%,14,29.1%,1,54.3%,67,65%,37,65%,71,38%,65,88%
Kelan Martin,25.2,IND,Forward,257,30,50.9%,22,46.7%,55,37.5%,0,100.0%,56,72%,81,47%,33,67%,2,100%
Kenyon Martin Jr.,19.8,HOU,Wing,979,83,58.5%,90,59.8%,55,36.7%,11,65.7%,34,76%,27,70%,18,78%,0,100%
Garrison Mathews,24.0,WAS,Wing,981,84,58.6%,66,52.8%,74,39.4%,89,87.2%,15,88%,91,40%,8,89%,40,94%
Wesley Matthews,34.1,LAL,Wing,1112,29,49.2%,13,42.6%,34,34.0%,86,86.8%,16,88%,22,72%,93,20%,34,97%
Tyrese Maxey,20.0,PHI,Combo,800,40,51.0%,74,52.3%,17,30.6%,92,89.8%,64,47%,54,39%,25,43%,48,81%
Skylar Mays,23.2,ATL,Combo,174,33,50.0%,91,56.3%,7,28.6%,0,76.9%,47,54%,56,38%,99,0%,0,100%
CJ McCollum,29.1,POR,Combo,1593,74,55.5%,60,50.7%,77,40.5%,51,81.7%,69,43%,57,37%,63,27%,84,61%
TJ McConnell,28.6,IND,Point,1765,95,58.0%,95,59.0%,24,32.6%,15,69.6%,55,39%,30,36%,16,37%,41,80%
Jaden McDaniels,20.1,MIN,Forward,1450,63,54.9%,70,55.1%,46,36.4%,11,64.1%,22,84%,20,74%,31,69%,38,99%
Jalen McDaniels,22.8,CHA,Forward,836,44,52.6%,68,54.7%,32,32.6%,23,70.7%,46,74%,33,68%,48,52%,2,100%
Doug McDermott,28.8,IND,Forward,1607,97,61.9%,94,63.9%,69,39.1%,69,83.2%,21,85%,11,79%,28,71%,2,100%
Sean McDermott,24.0,MEM,Wing,100,5,41.2%,1,25.0%,0,30.8%,0,100.0%,27,80%,100,0%,0,0%,0,100%
JaVale McGee,32.8,CLE,Big,486,39,54.3%,44,55.2%,15,27.8%,29,66.0%,88,59%,69,61%,79,50%,21,100%
JaVale McGee,32.8,DEN,Big,160,9,48.3%,19,50.9%,0,0.0%,0,70.0%,71,68%,66,62%,22,86%,0,0%
Rodney McGruder,29.3,DET,Combo,183,92,58.3%,86,55.6%,89,42.9%,0,75.0%,28,62%,11,64%,60,27%,0,100%
Alfonzo McKinnie,28.1,LAL,Forward,160,89,59.4%,98,64.3%,44,36.0%,0,63.6%,33,78%,14,77%,42,60%,73,89%
Jordan McLaughlin,24.6,MIN,Point,854,25,47.9%,16,42.6%,74,38.5%,0,70.8%,14,57%,9,49%,59,19%,11,93%
Ben McLemore,27.7,LAL,Wing,349,61,54.6%,61,52.0%,56,36.8%,0,75.0%,2,96%,8,83%,3,100%,31,97%
Ben McLemore,27.7,HOU,Wing,433,45,51.5%,11,42.0%,52,36.3%,0,64.0%,18,86%,7,86%,64,43%,44,93%
Nicolo Melli,29.8,DAL,Big,297,8,47.7%,4,43.5%,42,33.3%,0,73.3%,6,88%,89,50%,2,100%,21,100%
Nicolo Melli,29.8,NOP,Big,191,0,20.2%,1,33.3%,0,9.4%,0,85.7%,82,63%,89,50%,93,33%,21,100%
De'Anthony Melton,22.4,MEM,Combo,1008,68,54.4%,25,46.0%,85,41.1%,25,77.5%,31,61%,21,56%,51,30%,54,78%
Sam Merrill,24.5,MIL,Combo,144,16,46.0%,9,40.0%,24,33.3%,0,0.0%,16,72%,3,75%,67,25%,28,90%
Chimezie Metu,23.6,SAC,Big,448,41,54.4%,44,55.2%,49,34.3%,54,73.5%,34,78%,44,69%,30,83%,21,100%
Khris Middleton,29.2,MIL,Forward,2264,60,54.6%,46,50.6%,86,41.6%,100,89.7%,96,43%,89,42%,86,29%,98,65%
Darius Miller,30.6,OKC,Wing,175,99,72.5%,99,83.3%,98,47.1%,0,100.0%,47,71%,0,0%,35,60%,84,75%
Patty Mills,32.2,SAS,Combo,1682,69,54.4%,51,49.7%,50,37.6%,95,91.0%,18,70%,25,54%,13,55%,55,78%
Paul Millsap,35.7,DEN,Big,1154,44,54.6%,47,55.9%,51,34.8%,53,72.9%,63,71%,57,65%,78,56%,71,98%
Shake Milton,24.1,PHI,Combo,1394,33,50.0%,48,49.1%,36,34.9%,52,82.0%,62,48%,49,40%,40,35%,47,81%
Donovan Mitchell,24.2,UTA,Combo,1768,48,52.2%,38,47.6%,63,38.9%,60,84.4%,95,28%,86,21%,93,11%,93,50%
Malik Monk,22.7,CHA,Wing,837,70,55.2%,33,47.0%,85,42.1%,46,80.0%,72,62%,86,43%,60,47%,80,80%
E'Twaun Moore,31.7,PHX,Combo,331,82,56.3%,97,59.1%,24,33.3%,0,80.0%,38,57%,16,58%,24,44%,28,90%
Ja Morant,21.2,MEM,Point,2052,36,49.0%,66,49.9%,7,30.5%,21,73.0%,61,35%,20,40%,77,12%,70,60%
Marcus Morris,31.2,LAC,Big,1495,72,60.1%,11,47.4%,98,48.6%,82,82.0%,64,70%,38,71%,91,38%,85,94%
Markieff Morris,31.2,LAL,Big,1175,11,48.8%,29,52.7%,31,30.3%,61,75.0%,53,74%,79,56%,78,54%,21,100%
Monte Morris,25.3,DEN,Combo,1182,72,55.4%,82,53.6%,71,39.2%,46,80.9%,54,52%,36,47%,47,32%,49,80%
Mychal Mulder,26.4,GSW,Combo,647,80,56.2%,99,64.3%,39,36.2%,0,65.0%,0,98%,0,92%,0,100%,0,100%
Dejounte Murray,24.1,SAS,Point,2137,32,48.6%,52,48.7%,19,32.1%,29,79.1%,57,36%,32,35%,48,23%,27,86%
Jamal Murray,23.7,DEN,Combo,1700,77,55.8%,75,52.4%,80,40.6%,79,88.1%,75,42%,32,49%,70,24%,89,58%
Mike Muscala,29.3,OKC,Big,630,59,57.9%,78,63.0%,65,37.1%,98,91.7%,5,88%,32,73%,33,80%,76,97%
Sviatoslav Mykhailiuk,23.4,OKC,Wing,646,56,53.3%,75,55.1%,36,34.4%,0,72.2%,61,67%,44,62%,81,33%,70,87%
Sviatoslav Mykhailiuk,23.4,DET,Wing,628,31,50.0%,50,50.0%,27,33.3%,46,80.0%,24,82%,46,60%,16,80%,56,89%
Abdel Nader,27.1,PHX,Forward,324,73,56.1%,48,50.8%,89,42.9%,26,71.4%,32,78%,54,62%,17,86%,2,100%
Larry Nance Jr.,27.8,CLE,Big,1091,44,54.8%,43,55.1%,55,36.0%,15,61.2%,25,81%,11,78%,57,67%,81,95%
Aaron Nesmith,21.0,BOS,Wing,580,53,53.1%,80,56.9%,31,33.7%,0,78.3%,58,68%,97,18%,13,82%,0,100%
Raul Neto,28.5,WAS,Combo,1375,62,53.5%,62,50.9%,56,38.5%,84,88.5%,36,58%,34,47%,33,38%,23,93%
Georges Niang,27.4,UTA,Forward,1099,94,60.5%,29,47.9%,90,43.1%,0,94.4%,9,91%,38,67%,32,68%,2,100%
Zeke Nnaji,19.8,DEN,Big,290,70,59.8%,95,68.0%,62,36.6%,0,75.0%,25,81%,58,65%,0,0%,21,100%
Nerlens Noel,26.6,NYK,Big,1541,76,60.8%,73,61.9%,0,0.0%,49,72.1%,49,74%,33,73%,39,79%,0,0%
Jaylen Nowell,21.3,MIN,Combo,687,47,51.9%,46,48.8%,49,37.6%,56,82.7%,40,56%,15,59%,37,36%,52,80%
Frank Ntilikina,22.3,NYK,Combo,298,61,53.4%,0,17.2%,100,51.1%,0,58.3%,8,79%,100,0%,99,0%,16,96%
Kendrick Nunn,25.2,MIA,Combo,1597,90,58.1%,94,57.4%,70,39.2%,100,92.7%,28,62%,29,51%,38,36%,34,87%
Jusuf Nurkic,26.2,POR,Big,877,33,53.3%,26,52.5%,92,41.4%,17,61.8%,54,73%,39,71%,49,74%,88,92%
David Nwaba,27.8,HOU,Wing,654,57,53.3%,84,58.1%,11,27.9%,15,68.8%,68,64%,46,60%,76,36%,0,100%
Jordan Nwora,22.1,MIL,Wing,182,87,59.1%,68,53.5%,93,43.6%,0,58.3%,85,55%,46,60%,71,38%,94,65%
Royce O'Neale,27.4,UTA,Wing,2238,82,58.4%,87,59.1%,68,38.8%,80,86.4%,20,83%,54,58%,18,78%,27,98%
Semi Ojeleye,25.9,BOS,Forward,917,49,53.4%,17,45.6%,56,37.6%,35,74.1%,20,85%,77,50%,29,70%,39,98%
Jahlil Okafor,24.9,DET,Big,335,91,65.3%,90,67.0%,0,28.6%,0,69.6%,96,49%,84,53%,95,31%,21,100%
Chuma Okeke,22.2,ORL,Forward,1104,33,51.3%,30,48.0%,54,37.1%,39,75.0%,77,62%,92,39%,67,43%,43,98%
Josh Okogie,22.2,MIN,Forward,1177,13,47.4%,47,50.7%,14,27.9%,48,76.4%,57,72%,63,59%,1,100%,2,100%
Onyeka Okongwu,19.9,ATL,Big,514,90,64.9%,89,66.9%,0,0.0%,22,63.6%,37,77%,29,74%,19,88%,0,0%
Isaac Okoro,19.8,CLE,Wing,2139,23,48.3%,55,50.7%,15,29.6%,20,71.6%,45,72%,29,67%,35,60%,63,89%
KZ Okpala,21.5,MIA,Forward,402,6,43.0%,51,51.2%,7,24.0%,0,63.6%,40,76%,31,70%,97,0%,2,100%
Victor Oladipo,28.5,IND,Wing,299,37,50.3%,32,47.0%,50,36.2%,24,73.0%,82,58%,55,57%,88,27%,88,72%
Victor Oladipo,28.5,HOU,Combo,668,20,47.0%,30,46.5%,19,31.6%,35,78.3%,84,38%,63,33%,78,20%,86,60%
Victor Oladipo,28.5,MIA,Combo,111,6,41.9%,26,46.2%,5,23.5%,0,66.7%,14,75%,7,70%,18,50%,0,100%
Kelly Olynyk,29.5,HOU,Big,821,83,62.3%,83,64.3%,80,39.5%,89,84.4%,59,71%,54,66%,67,62%,94,88%
Kelly Olynyk,29.5,MIA,Big,1130,36,53.8%,81,63.9%,37,32.1%,81,81.6%,3,92%,3,88%,31,82%,73,97%
Miye Oni,23.2,UTA,Wing,400,18,47.7%,94,62.5%,17,30.4%,0,100.0%,8,91%,46,60%,0,0%,0,100%
Cedi Osman,25.6,CLE,Forward,1486,10,45.8%,19,45.9%,24,30.3%,61,80.0%,50,73%,37,67%,60,47%,80,86%
Kelly Oubre,24.9,GSW,Wing,1673,31,50.0%,60,51.7%,21,31.6%,19,70.3%,38,75%,19,73%,39,57%,39,94%
Jabari Parker,25.6,BOS,Big,123,43,54.5%,72,61.8%,0,20.0%,0,80.0%,84,61%,84,53%,57,67%,21,100%
Eric Paschall,24.0,GSW,Big,637,18,51.3%,29,53.0%,26,29.5%,46,71.3%,91,59%,66,62%,87,46%,88,92%
Patrick Patterson,31.6,LAC,Big,521,53,56.5%,62,60.0%,60,36.5%,0,84.6%,24,82%,82,55%,33,80%,74,97%
Justin Patton,23.4,HOU,Big,213,13,49.1%,31,53.3%,27,29.6%,0,75.0%,46,75%,89,50%,45,75%,21,100%
Chris Paul,35.5,PHX,Point,2202,89,56.4%,84,54.1%,86,40.5%,100,93.4%,95,16%,91,10%,89,8%,86,41%
Cameron Payne,26.2,PHX,Point,1003,93,57.8%,73,51.6%,100,44.6%,88,90.5%,43,42%,52,29%,45,25%,61,67%
Elfrid Payton,26.7,NYK,Point,1482,11,45.7%,30,46.3%,5,28.6%,9,68.2%,64,34%,45,31%,57,20%,7,96%
Reggie Perry,20.6,BKN,Big,142,3,44.8%,5,44.7%,0,30.0%,0,57.1%,64,70%,58,65%,0,0%,21,100%
Mason Plumlee,30.7,DET,Big,1498,79,61.6%,77,62.7%,0,0.0%,30,66.9%,57,72%,20,76%,73,58%,0,0%
Jakob Poeltl,25.0,SAS,Big,1840,78,61.4%,71,61.4%,0,0.0%,6,50.8%,45,75%,43,70%,11,94%,0,0%
Aleksej Pokusevski,18.9,OKC,Forward,1023,4,42.4%,9,41.5%,17,28.7%,39,75.0%,73,63%,90,41%,62,46%,71,91%
Jordan Poole,21.4,GSW,Combo,857,46,51.9%,76,52.5%,29,34.3%,68,86.1%,15,75%,8,69%,17,53%,30,88%
Kevin Porter,20.5,HOU,Combo,834,30,49.2%,70,52.0%,15,30.4%,13,73.4%,97,25%,89,20%,86,15%,97,42%
Michael Porter,22.3,DEN,Forward,1906,99,64.7%,92,62.7%,94,44.7%,60,79.5%,30,79%,30,71%,26,73%,69,92%
Otto Porter,27.4,CHI,Forward,540,58,54.0%,28,47.7%,81,40.9%,74,83.8%,41,76%,57,61%,43,57%,2,100%
Bobby Portis,25.7,MIL,Big,1322,60,58.2%,34,53.8%,96,46.9%,50,72.5%,75,66%,87,52%,71,59%,21,100%
Kristaps Porzingis,25.3,DAL,Big,1326,45,54.9%,32,53.5%,72,38.0%,92,85.5%,31,79%,49,67%,44,75%,76,97%
Dwight Powell,29.3,DAL,Big,920,89,64.1%,94,67.9%,5,21.1%,65,76.7%,14,84%,4,84%,45,75%,21,100%
