Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,28.3,MEM,Big,1997,80,+1.9%,26,-1.9%,92,+3.6%,83,+2.0%,93,+5.6%,20,-1.3%,20,-2.4%,14,-3.7%
LaMarcus Aldridge,36.3,BKN,Big,1047,50,-0.2%,3,-5.7%,84,+2.4%,100,+8.3%,100,+10.7%,12,-1.9%,13,-3.1%,7,-5.0%
Justin Anderson,28.0,IND,Forward,260,72,+1.3%,38,-0.9%,35,-1.0%,75,+1.2%,53,+0.2%,31,-0.7%,68,+1.4%,60,+0.7%
Kyle Anderson,28.1,MEM,Forward,1458,43,-0.8%,51,+0.1%,52,-0.0%,56,+0.1%,52,+0.1%,84,+1.3%,28,-1.5%,47,-0.2%
Giannis Antetokounmpo,26.9,MIL,Big,2189,97,+4.3%,98,+6.3%,17,-2.1%,9,-2.8%,7,-4.9%,91,+2.0%,11,-3.3%,35,-1.3%
Thanasis Antetokounmpo,29.3,MIL,Big,359,35,-1.3%,86,+3.1%,13,-2.4%,95,+3.8%,69,+1.4%,5,-2.6%,25,-1.8%,9,-4.5%
Carmelo Anthony,37.4,LAL,Big,1784,62,+0.6%,41,-0.5%,28,-1.5%,60,+0.3%,38,-1.2%,25,-1.0%,82,+2.7%,67,+1.7%
Trevor Ariza,36.3,LAL,Forward,453,19,-2.5%,49,-0.0%,32,-1.2%,34,-1.0%,26,-2.2%,47,-0.2%,80,+2.4%,74,+2.2%
D.J. Augustin,34.0,HOU,Point,507,65,+0.8%,65,+1.2%,19,-2.0%,49,-0.2%,26,-2.2%,92,+2.0%,35,-1.0%,62,+1.0%
D.J. Augustin,34.0,LAL,Combo,357,19,-2.5%,11,-3.9%,9,-2.9%,70,+1.0%,30,-2.0%,97,+2.8%,84,+3.0%,95,+5.8%
Harrison Barnes,29.4,SAC,Forward,2581,71,+1.2%,72,+1.7%,94,+3.9%,24,-1.5%,78,+2.4%,29,-0.8%,10,-3.3%,11,-4.1%
Will Barton,30.8,DEN,Wing,2272,51,-0.2%,56,+0.4%,85,+2.6%,81,+1.8%,90,+4.4%,68,+0.5%,3,-5.3%,8,-4.9%
Nicolas Batum,32.9,LAC,Forward,1457,12,-3.3%,29,-1.5%,56,+0.2%,75,+1.2%,69,+1.4%,85,+1.4%,30,-1.2%,51,+0.1%
Kent Bazemore,32.3,LAL,Wing,487,5,-5.0%,49,-0.0%,59,+0.4%,88,+2.5%,81,+2.9%,34,-0.6%,22,-2.2%,21,-2.8%
Bradley Beal,28.3,WAS,Combo,1438,28,-1.7%,91,+4.1%,67,+0.9%,6,-3.4%,22,-2.5%,90,+1.9%,9,-3.5%,32,-1.6%
Malik Beasley,24.9,MIN,Wing,1959,50,-0.3%,22,-2.3%,28,-1.5%,25,-1.4%,18,-2.9%,99,+3.5%,73,+1.8%,92,+5.3%
DeAndre' Bembry,27.3,BKN,Wing,894,69,+1.0%,66,+1.3%,31,-1.3%,89,+2.7%,69,+1.4%,32,-0.7%,24,-1.9%,22,-2.6%
Davis Bertans,29.0,WAS,Forward,489,46,-0.5%,86,+3.1%,9,-3.1%,17,-2.0%,6,-5.1%,17,-1.5%,87,+3.5%,71,+2.0%
Davis Bertans,29.0,DAL,Forward,285,68,+0.9%,92,+4.3%,16,-2.2%,16,-2.0%,10,-4.2%,22,-1.2%,62,+1.1%,48,-0.1%
Patrick Beverley,33.3,MIN,Combo,1473,33,-1.4%,53,+0.3%,54,+0.1%,45,-0.5%,46,-0.4%,28,-0.9%,63,+1.1%,52,+0.2%
Bismack Biyombo,29.2,PHX,Big,440,20,-2.4%,83,+2.6%,5,-3.9%,29,-1.2%,6,-5.1%,77,+0.9%,71,+1.7%,77,+2.6%
Nemanja Bjelica,33.5,GSW,Big,1093,48,-0.3%,80,+2.4%,54,+0.0%,5,-3.6%,14,-3.5%,65,+0.4%,58,+0.8%,64,+1.1%
Eric Bledsoe,31.9,LAC,Point,1358,34,-1.4%,84,+2.9%,32,-1.2%,15,-2.1%,16,-3.4%,43,-0.4%,60,+0.9%,57,+0.5%
Bojan Bogdanovic,32.5,UTA,Forward,2121,67,+0.9%,42,-0.5%,58,+0.3%,73,+1.1%,70,+1.4%,43,-0.3%,39,-0.6%,38,-1.0%
Devin Booker,25.0,PHX,Wing,2343,95,+3.8%,12,-3.8%,87,+2.7%,94,+3.7%,96,+6.4%,74,+0.7%,10,-3.3%,23,-2.6%
Avery Bradley,30.9,LAL,Wing,1384,30,-1.7%,23,-2.2%,43,-0.5%,91,+3.0%,78,+2.5%,95,+2.5%,16,-2.8%,47,-0.3%
Malcolm Brogdon,28.9,IND,Combo,1205,38,-1.1%,33,-1.3%,46,-0.4%,73,+1.1%,60,+0.8%,53,-0.0%,56,+0.6%,57,+0.6%
Jaylen Brown,25.0,BOS,Wing,2220,83,+2.0%,79,+2.3%,65,+0.7%,41,-0.7%,52,+0.0%,74,+0.8%,12,-3.1%,26,-2.3%
Reggie Bullock,30.6,DAL,Forward,1893,71,+1.2%,39,-0.8%,47,-0.3%,11,-2.5%,19,-2.7%,95,+2.5%,63,+1.1%,84,+3.6%
Trey Burke,29.0,DAL,Combo,351,41,-0.8%,13,-3.6%,44,-0.5%,100,+6.8%,96,+6.3%,41,-0.4%,22,-2.2%,22,-2.6%
Alec Burks,30.3,NYK,Combo,2309,54,+0.0%,65,+1.1%,70,+1.2%,47,-0.4%,61,+0.9%,31,-0.8%,31,-1.2%,29,-2.0%
Jimmy Butler,32.1,MIA,Forward,1926,33,-1.4%,71,+1.6%,99,+6.4%,60,+0.4%,97,+6.7%,17,-1.6%,2,-6.7%,2,-8.3%
Kentavious Caldwell-Pope,28.7,WAS,Wing,2326,52,-0.1%,7,-4.6%,83,+2.2%,92,+3.1%,92,+5.3%,64,+0.4%,33,-1.1%,41,-0.7%
Clint Capela,27.5,ATL,Big,2041,80,+1.9%,90,+3.7%,76,+1.7%,17,-1.9%,48,-0.2%,49,-0.2%,11,-3.3%,16,-3.5%
Willie Cauley-Stein,28.2,DAL,Big,170,26,-2.0%,44,-0.3%,57,+0.2%,19,-1.8%,33,-1.6%,93,+2.2%,43,-0.4%,70,+1.9%
Marquese Chriss,24.3,DAL,Big,278,72,+1.2%,95,+5.2%,5,-4.2%,96,+4.1%,50,-0.1%,67,+0.4%,3,-5.5%,7,-5.1%
Jordan Clarkson,29.4,UTA,Combo,2109,29,-1.7%,70,+1.5%,83,+2.3%,18,-1.9%,55,+0.4%,40,-0.5%,29,-1.4%,30,-1.9%
Mike Conley,34.1,UTA,Point,2056,41,-0.9%,37,-0.9%,22,-1.8%,45,-0.5%,25,-2.3%,54,-0.0%,85,+3.2%,82,+3.2%
Pat Connaughton,28.8,MIL,Wing,1655,31,-1.6%,20,-2.8%,34,-1.1%,26,-1.4%,22,-2.5%,84,+1.3%,90,+4.0%,92,+5.3%
DeMarcus Cousins,31.2,MIL,Big,286,87,+2.4%,97,+5.9%,29,-1.4%,5,-3.6%,7,-5.0%,15,-1.7%,58,+0.8%,40,-0.9%
DeMarcus Cousins,31.2,DEN,Big,424,20,-2.5%,25,-2.0%,1,-6.3%,53,-0.1%,3,-6.4%,12,-1.8%,100,+10.2%,99,+8.4%
Robert Covington,30.9,POR,Forward,1425,67,+0.8%,40,-0.7%,51,-0.1%,16,-2.1%,27,-2.2%,81,+1.1%,73,+1.8%,79,+2.9%
Robert Covington,30.9,LAC,Forward,478,98,+4.7%,91,+4.0%,1,-6.0%,0,-6.4%,0,-12.4%,67,+0.4%,98,+8.0%,99,+8.4%
Jae Crowder,31.3,PHX,Forward,1884,88,+2.6%,6,-4.7%,64,+0.6%,98,+5.4%,95,+6.0%,26,-1.0%,44,-0.3%,34,-1.3%
Seth Curry,31.2,PHI,Combo,1564,78,+1.7%,4,-5.0%,45,-0.4%,98,+5.8%,93,+5.4%,16,-1.6%,65,+1.2%,44,-0.4%
Seth Curry,31.2,BKN,Wing,568,47,-0.4%,61,+0.8%,27,-1.5%,56,+0.1%,36,-1.4%,58,+0.1%,53,+0.5%,58,+0.6%
Stephen Curry,33.6,GSW,Point,2203,96,+4.1%,39,-0.9%,24,-1.7%,28,-1.3%,18,-3.0%,75,+0.8%,84,+3.0%,86,+3.9%
Anthony Davis,28.6,LAL,Big,1402,35,-1.3%,54,+0.4%,42,-0.6%,95,+3.8%,84,+3.2%,36,-0.6%,13,-3.0%,15,-3.6%
Ed Davis,32.4,CLE,Big,158,7,-4.1%,1,-9.1%,7,-3.6%,77,+1.3%,25,-2.3%,99,+3.5%,98,+7.9%,99,+11.4%
DeMar DeRozan,32.2,CHI,Forward,2737,68,+0.9%,16,-3.4%,81,+2.1%,100,+7.9%,100,+10.0%,76,+0.9%,1,-7.5%,4,-6.6%
Dewayne Dedmon,32.2,MIA,Big,1057,34,-1.4%,21,-2.4%,25,-1.6%,78,+1.6%,51,-0.0%,64,+0.4%,76,+2.1%,76,+2.5%
Gorgui Dieng,31.8,ATL,Big,302,2,-6.1%,1,-7.9%,10,-2.8%,97,+5.1%,77,+2.3%,93,+2.3%,86,+3.4%,94,+5.7%
Spencer Dinwiddie,28.6,WAS,Point,1330,13,-3.1%,18,-3.0%,8,-3.2%,81,+1.9%,37,-1.3%,91,+1.9%,79,+2.3%,88,+4.3%
Spencer Dinwiddie,28.6,DAL,Wing,649,19,-2.5%,73,+1.8%,17,-2.1%,57,+0.2%,31,-1.9%,22,-1.2%,65,+1.3%,51,+0.1%
Goran Dragic,35.5,BKN,Combo,396,75,+1.4%,77,+2.1%,88,+2.8%,19,-1.8%,64,+1.0%,21,-1.2%,25,-1.9%,19,-3.1%
Andre Drummond,28.2,PHI,Big,894,28,-1.9%,93,+4.7%,26,-1.6%,1,-5.0%,2,-6.6%,77,+0.9%,61,+1.0%,71,+1.9%
Andre Drummond,28.2,BKN,Big,534,70,+1.1%,97,+5.9%,55,+0.1%,21,-1.7%,34,-1.6%,44,-0.3%,6,-4.1%,10,-4.4%
Kris Dunn,27.6,POR,Forward,335,97,+4.4%,62,+0.8%,72,+1.4%,19,-1.8%,46,-0.5%,42,-0.4%,47,+0.0%,45,-0.4%
Kevin Durant,33.1,BKN,Forward,2047,100,+6.2%,20,-2.7%,84,+2.4%,82,+1.9%,90,+4.3%,75,+0.8%,20,-2.4%,31,-1.6%
Wayne Ellington,33.9,LAL,Wing,745,46,-0.5%,19,-2.9%,45,-0.4%,15,-2.2%,21,-2.6%,65,+0.4%,95,+5.1%,93,+5.5%
Joel Embiid,27.6,PHI,Big,2295,93,+3.2%,31,-1.4%,31,-1.3%,97,+4.9%,86,+3.6%,23,-1.2%,34,-1.0%,27,-2.2%
Derrick Favors,30.3,OKC,Big,652,10,-3.6%,9,-4.2%,82,+2.1%,99,+6.3%,98,+8.4%,30,-0.8%,9,-3.4%,10,-4.2%
Dorian Finney-Smith,28.5,DAL,Forward,2638,93,+3.3%,68,+1.3%,44,-0.5%,33,-1.1%,33,-1.6%,45,-0.3%,54,+0.5%,54,+0.3%
Bryn Forbes,28.3,SAS,Wing,649,22,-2.2%,33,-1.2%,29,-1.4%,84,+2.1%,58,+0.7%,67,+0.4%,48,+0.1%,57,+0.6%
Bryn Forbes,28.3,DEN,Combo,590,38,-1.2%,4,-5.1%,9,-3.1%,55,+0.1%,18,-3.0%,21,-1.3%,99,+9.3%,98,+8.1%
Evan Fournier,29.0,NYK,Wing,2357,75,+1.4%,16,-3.4%,58,+0.2%,80,+1.7%,75,+1.9%,52,-0.1%,69,+1.5%,65,+1.4%
Tim Frazier,31.0,ORL,Point,199,34,-1.4%,4,-5.0%,98,+5.2%,67,+0.8%,95,+6.0%,56,+0.0%,34,-1.0%,38,-1.0%
Danilo Gallinari,33.2,ATL,Forward,1657,74,+1.4%,12,-3.8%,44,-0.4%,84,+2.2%,73,+1.8%,16,-1.6%,88,+3.7%,73,+2.1%
Rudy Gay,35.2,UTA,Big,1021,26,-2.0%,50,+0.0%,86,+2.6%,55,+0.1%,80,+2.7%,5,-2.8%,48,+0.1%,22,-2.7%
Paul George,31.5,LAC,Forward,1073,59,+0.3%,69,+1.4%,1,-6.0%,46,-0.4%,3,-6.5%,95,+2.5%,82,+2.6%,91,+5.1%
Taj Gibson,36.4,NYK,Big,939,45,-0.5%,10,-4.1%,71,+1.3%,74,+1.2%,79,+2.5%,76,+0.9%,57,+0.7%,67,+1.6%
Rudy Gobert,29.3,UTA,Big,2116,49,-0.3%,57,+0.5%,2,-4.9%,34,-1.0%,3,-6.0%,77,+0.9%,92,+4.5%,93,+5.4%
Aaron Gordon,26.1,DEN,Forward,2373,98,+4.6%,91,+4.0%,89,+3.0%,77,+1.4%,90,+4.4%,82,+1.2%,0,-9.5%,1,-8.4%
Eric Gordon,32.9,HOU,Wing,1669,78,+1.7%,37,-0.9%,90,+3.2%,23,-1.5%,72,+1.6%,39,-0.5%,44,-0.2%,41,-0.7%
Jerami Grant,27.6,DET,Big,1496,22,-2.2%,55,+0.4%,25,-1.6%,89,+2.7%,65,+1.1%,57,+0.1%,27,-1.6%,32,-1.5%
Danny Green,34.4,PHI,Wing,1346,90,+2.8%,21,-2.5%,16,-2.1%,62,+0.4%,32,-1.7%,96,+2.6%,69,+1.5%,87,+4.1%
Draymond Green,31.7,GSW,Big,1328,55,+0.1%,63,+0.9%,48,-0.3%,46,-0.4%,43,-0.7%,48,-0.2%,45,-0.1%,47,-0.3%
JaMychal Green,31.4,DEN,Big,1048,7,-4.2%,12,-3.8%,20,-1.9%,39,-0.8%,20,-2.7%,15,-1.7%,99,+8.1%,97,+6.5%
Jeff Green,35.2,DEN,Big,1834,70,+1.1%,67,+1.3%,76,+1.6%,74,+1.2%,81,+2.8%,71,+0.6%,5,-4.7%,11,-4.1%
Blake Griffin,32.6,BKN,Big,936,37,-1.2%,22,-2.4%,10,-2.8%,7,-3.0%,4,-5.8%,88,+1.7%,97,+6.4%,98,+8.1%
Tim Hardaway Jr.,29.6,DAL,Wing,1234,16,-2.8%,27,-1.8%,36,-1.0%,94,+3.7%,80,+2.7%,7,-2.4%,69,+1.5%,39,-0.9%
James Harden,32.2,BKN,Point,1626,85,+2.3%,84,+2.9%,69,+1.1%,2,-4.2%,16,-3.1%,72,+0.7%,42,-0.4%,53,+0.2%
James Harden,32.2,PHI,Point,787,100,+5.8%,75,+1.9%,27,-1.6%,8,-2.9%,9,-4.5%,76,+0.8%,72,+1.7%,76,+2.5%
Maurice Harkless,28.5,SAC,Forward,863,82,+2.0%,17,-3.1%,60,+0.4%,75,+1.2%,72,+1.6%,78,+0.9%,53,+0.5%,65,+1.5%
Montrezl Harrell,27.8,WAS,Big,1089,84,+2.1%,82,+2.5%,78,+1.8%,25,-1.5%,54,+0.3%,29,-0.8%,24,-2.0%,21,-2.8%
Montrezl Harrell,27.8,CHA,Big,506,8,-3.9%,95,+5.2%,77,+1.7%,72,+1.0%,81,+2.8%,1,-5.0%,13,-3.0%,2,-8.0%
Gary Harris,27.1,ORL,Wing,1729,67,+0.9%,33,-1.3%,61,+0.4%,58,+0.2%,58,+0.7%,82,+1.2%,39,-0.6%,58,+0.6%
Joe Harris,30.2,BKN,Wing,422,90,+2.7%,2,-6.2%,61,+0.4%,5,-3.6%,16,-3.1%,94,+2.4%,98,+6.9%,99,+9.3%
Tobias Harris,29.3,PHI,Forward,2541,42,-0.8%,80,+2.4%,79,+1.9%,85,+2.2%,89,+4.2%,26,-1.0%,3,-5.5%,4,-6.6%
Gordon Hayward,31.6,CHA,Wing,1561,25,-2.0%,22,-2.2%,71,+1.3%,89,+2.6%,88,+3.9%,11,-2.0%,49,+0.2%,31,-1.7%
Juan Hernangomez,26.1,UTA,Big,270,95,+3.7%,72,+1.7%,5,-4.1%,19,-1.8%,4,-5.9%,94,+2.4%,74,+1.9%,88,+4.2%
Willy Hernangomez,27.4,NOP,Big,772,40,-0.9%,89,+3.5%,51,-0.1%,27,-1.3%,37,-1.4%,48,-0.2%,24,-2.0%,27,-2.2%
Buddy Hield,28.9,SAC,Wing,1557,27,-1.9%,32,-1.4%,1,-5.8%,53,-0.0%,4,-5.8%,88,+1.7%,96,+5.6%,97,+7.2%
Buddy Hield,28.9,IND,Wing,924,97,+4.3%,28,-1.7%,29,-1.4%,43,-0.5%,30,-1.9%,99,+3.3%,51,+0.4%,84,+3.6%
George Hill,35.5,MIL,Combo,1235,40,-1.0%,47,-0.2%,46,-0.4%,77,+1.4%,64,+1.0%,53,-0.1%,38,-0.8%,40,-0.8%
Solomon Hill,30.6,ATL,Forward,124,58,+0.3%,6,-4.6%,44,-0.5%,86,+2.3%,74,+1.8%,2,-4.0%,98,+6.8%,78,+2.8%
Jrue Holiday,31.4,MIL,Point,2201,99,+5.4%,71,+1.5%,59,+0.4%,7,-3.0%,20,-2.7%,63,+0.3%,58,+0.8%,64,+1.1%
Justin Holiday,32.6,IND,Wing,1413,61,+0.5%,26,-1.9%,31,-1.3%,39,-0.7%,29,-2.0%,85,+1.4%,81,+2.5%,86,+3.9%
Justin Holiday,32.6,SAC,Wing,637,65,+0.7%,71,+1.6%,4,-4.2%,12,-2.4%,2,-6.6%,90,+1.9%,84,+3.1%,90,+5.0%
Richaun Holmes,28.0,SAC,Big,1071,39,-1.1%,26,-1.9%,78,+1.9%,58,+0.2%,76,+2.1%,66,+0.4%,39,-0.6%,47,-0.2%
Rodney Hood,29.0,MIL,Forward,527,11,-3.4%,19,-2.9%,68,+0.9%,79,+1.6%,79,+2.5%,42,-0.4%,59,+0.8%,55,+0.4%
Al Horford,35.4,BOS,Big,2003,78,+1.7%,55,+0.4%,52,-0.0%,32,-1.1%,39,-1.2%,64,+0.4%,52,+0.4%,60,+0.8%
Danuel House,28.4,HOU,Forward,220,21,-2.3%,34,-1.2%,83,+2.2%,69,+0.9%,83,+3.1%,20,-1.3%,40,-0.6%,30,-1.9%
Danuel House,28.4,UTA,Wing,482,32,-1.5%,87,+3.2%,47,-0.3%,61,+0.4%,53,+0.1%,30,-0.8%,18,-2.6%,17,-3.3%
Dwight Howard,35.9,LAL,Big,950,59,+0.4%,15,-3.4%,99,+5.8%,78,+1.4%,97,+7.3%,16,-1.7%,22,-2.2%,12,-3.9%
Serge Ibaka,32.1,LAC,Big,534,50,-0.3%,5,-4.9%,41,-0.6%,93,+3.2%,80,+2.6%,16,-1.6%,90,+4.0%,75,+2.4%
Serge Ibaka,32.1,MIL,Big,330,54,+0.0%,1,-8.4%,80,+2.0%,93,+3.4%,93,+5.4%,39,-0.5%,87,+3.5%,80,+3.1%
Andre Iguodala,37.8,GSW,Forward,598,22,-2.2%,76,+2.0%,21,-1.9%,10,-2.6%,9,-4.5%,28,-0.9%,86,+3.4%,76,+2.5%
Joe Ingles,34.1,UTA,Forward,1117,14,-3.0%,35,-1.1%,20,-1.9%,41,-0.6%,21,-2.6%,92,+2.0%,71,+1.7%,85,+3.7%
Brandon Ingram,24.2,NOP,Forward,1865,96,+4.0%,13,-3.7%,64,+0.6%,99,+6.0%,97,+6.6%,45,-0.3%,17,-2.7%,20,-2.9%
Kyrie Irving,29.6,BKN,Combo,1083,86,+2.4%,35,-1.1%,57,+0.2%,76,+1.3%,70,+1.5%,71,+0.6%,35,-1.0%,45,-0.4%
Reggie Jackson,31.5,LAC,Combo,2331,48,-0.4%,25,-2.0%,50,-0.2%,83,+2.0%,74,+1.8%,87,+1.6%,29,-1.4%,52,+0.2%
LeBron James,36.8,LAL,Big,2078,96,+4.0%,81,+2.4%,2,-5.0%,17,-1.9%,2,-6.9%,92,+2.0%,79,+2.4%,88,+4.4%
James Johnson,34.7,BKN,Big,1139,15,-2.9%,88,+3.2%,19,-2.0%,40,-0.7%,20,-2.7%,24,-1.1%,55,+0.6%,43,-0.6%
Stanley Johnson,25.4,LAL,Forward,1055,93,+3.3%,62,+0.9%,72,+1.4%,57,+0.2%,71,+1.6%,64,+0.4%,15,-2.8%,24,-2.5%
Nikola Jokic,26.7,DEN,Big,2473,100,+6.2%,98,+6.4%,81,+2.1%,42,-0.6%,70,+1.5%,98,+3.0%,0,-10.8%,2,-7.8%
Damian Jones,26.3,SAC,Big,977,60,+0.4%,60,+0.8%,33,-1.2%,72,+1.1%,50,-0.1%,74,+0.8%,29,-1.4%,42,-0.6%
Tyus Jones,25.5,MEM,Combo,1524,53,-0.1%,3,-5.8%,87,+2.7%,54,+0.0%,80,+2.7%,71,+0.6%,81,+2.5%,80,+3.1%
Derrick Jones Jr.,24.7,CHI,Big,861,47,-0.4%,85,+3.0%,49,-0.2%,74,+1.2%,63,+1.0%,37,-0.5%,9,-3.4%,12,-3.9%
