Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Quincy Acy,24.1,NYK,Big,1179,85,-2.1%,52,+0.1%,71,-0.8%,60,-0.7%,67,-1.4%,31,+0.4%,30,+0.9%,24,+1.3%
Jordan Adams,20.3,MEM,Wing,185,85,-2.1%,90,-2.7%,76,-1.0%,64,-0.8%,73,-1.9%,10,+1.1%,4,+3.5%,3,+4.6%
Steven Adams,21.3,OKC,Big,1767,25,+1.4%,48,+0.3%,20,+1.0%,20,+1.5%,12,+2.5%,91,-1.1%,87,-1.8%,95,-2.8%
Jeff Adrien,28.7,MIN,Big,189,96,-4.1%,53,+0.0%,86,-1.7%,39,+0.3%,67,-1.4%,0,+3.0%,86,-1.6%,23,+1.4%
Arron Afflalo,29.0,DEN,Wing,1746,37,+0.7%,23,+1.8%,8,+1.9%,54,-0.4%,21,+1.5%,69,-0.4%,98,-2.9%,98,-3.3%
Arron Afflalo,29.0,POR,Wing,747,69,-1.1%,84,-2.0%,1,+4.7%,38,+0.4%,1,+5.1%,93,-1.2%,90,-1.9%,97,-3.1%
Alexis Ajinca,26.5,NOP,Big,873,76,-1.5%,13,+2.7%,17,+1.2%,86,-2.3%,62,-1.1%,84,-0.8%,69,-0.8%,82,-1.6%
Furkan Aldemir,23.2,PHI,Big,488,7,+3.5%,15,+2.5%,13,+1.5%,84,-2.1%,55,-0.6%,51,-0.0%,88,-1.8%,87,-1.9%
Cole Aldrich,26.0,NYK,Big,915,73,-1.2%,15,+2.4%,95,-2.9%,3,+3.6%,33,+0.7%,81,-0.7%,95,-2.5%,97,-3.2%
LaMarcus Aldridge,29.3,POR,Big,2508,32,+0.9%,75,-1.2%,23,+0.8%,4,+3.3%,4,+4.1%,75,-0.5%,94,-2.4%,95,-2.9%
Lavoy Allen,25.7,IND,Big,1025,35,+0.8%,33,+1.0%,52,-0.2%,67,-1.1%,65,-1.2%,64,-0.3%,38,+0.5%,49,+0.2%
Tony Allen,32.8,MEM,Wing,1631,91,-2.8%,42,+0.6%,73,-0.8%,15,+1.8%,29,+1.0%,53,-0.1%,84,-1.5%,83,-1.6%
Al-Farouq Aminu,24.1,DAL,Forward,1277,86,-2.1%,58,-0.3%,26,+0.7%,66,-1.0%,50,-0.3%,55,-0.2%,34,+0.7%,40,+0.6%
Lou Amundson,31.9,NYK,Big,856,79,-1.6%,88,-2.5%,1,+4.2%,50,-0.2%,4,+4.0%,74,-0.5%,74,-1.0%,80,-1.5%
Chris Andersen,36.3,MIA,Big,1127,91,-2.8%,41,+0.6%,46,-0.0%,35,+0.5%,36,+0.5%,89,-1.0%,55,-0.2%,76,-1.2%
Alan Anderson,32.0,BKN,Wing,1713,93,-3.2%,56,-0.1%,41,+0.2%,45,-0.0%,41,+0.2%,72,-0.5%,40,+0.4%,53,-0.1%
Kyle Anderson,21.1,SAS,Wing,316,19,+1.9%,97,-4.0%,92,-2.4%,44,+0.1%,80,-2.3%,25,+0.6%,1,+5.7%,1,+6.3%
Ryan Anderson,26.5,NOP,Big,1653,13,+2.7%,1,+5.2%,95,-2.9%,94,-3.3%,98,-6.2%,45,+0.1%,32,+0.9%,32,+0.9%
Giannis Antetokounmpo,19.9,MIL,Forward,2507,18,+2.0%,42,+0.6%,58,-0.4%,68,-1.1%,69,-1.5%,27,+0.5%,40,+0.4%,32,+0.9%
Carmelo Anthony,30.4,NYK,Forward,1424,47,+0.2%,87,-2.2%,65,-0.6%,24,+1.1%,36,+0.5%,18,+0.7%,30,+0.9%,19,+1.7%
Joel Anthony,32.2,DET,Big,367,97,-4.4%,18,+2.2%,79,-1.2%,80,-1.8%,88,-3.0%,43,+0.1%,35,+0.7%,35,+0.8%
Pero Antic,32.3,ATL,Big,1015,43,+0.3%,51,+0.1%,50,-0.1%,36,+0.5%,38,+0.4%,42,+0.1%,65,-0.6%,61,-0.5%
Trevor Ariza,29.3,HOU,Forward,2924,77,-1.5%,70,-0.9%,14,+1.4%,34,+0.5%,16,+1.9%,50,-0.0%,76,-1.0%,74,-1.1%
Darrell Arthur,26.6,DEN,Forward,959,98,-4.7%,84,-2.0%,67,-0.7%,47,-0.1%,57,-0.8%,6,+1.4%,23,+1.4%,9,+2.8%
Omer Asik,28.3,NOP,Big,1975,50,+0.1%,100,-7.4%,16,+1.3%,1,+5.8%,0,+7.1%,19,+0.7%,60,-0.4%,46,+0.3%
D.J. Augustin,27.0,DET,Point,1261,42,+0.5%,95,-3.5%,30,+0.6%,26,+1.0%,20,+1.6%,56,-0.2%,13,+2.0%,18,+1.9%
D.J. Augustin,27.0,OKC,Point,624,97,-4.4%,5,+4.0%,17,+1.2%,100,-7.4%,99,-6.2%,15,+0.9%,25,+1.3%,14,+2.2%
Jeff Ayres,27.5,SAS,Big,274,2,+4.9%,72,-0.9%,100,-4.8%,7,+2.5%,79,-2.2%,69,-0.4%,4,+3.6%,6,+3.2%
Luke Babbitt,25.4,NOP,Forward,748,31,+1.0%,22,+1.8%,87,-1.8%,85,-2.2%,94,-4.0%,23,+0.6%,22,+1.5%,15,+2.1%
Leandro Barbosa,31.9,GSW,Combo,863,15,+2.4%,28,+1.4%,57,-0.3%,88,-2.4%,86,-2.8%,50,-0.0%,24,+1.3%,25,+1.3%
J.J. Barea,30.3,DAL,Combo,1236,33,+0.9%,55,-0.1%,20,+1.0%,67,-1.1%,46,-0.1%,50,-0.0%,45,+0.2%,49,+0.2%
Andrea Bargnani,29.0,NYK,Big,768,18,+2.0%,5,+3.9%,10,+1.8%,76,-1.6%,44,+0.1%,99,-2.5%,84,-1.5%,98,-4.0%
