Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Josh Boone,23.9,NJN,Big,967,48,+0.2%,92,-3.9%,52,-0.1%,28,+1.3%,30,+1.3%,45,+0.2%,8,+2.5%,12,+2.6%
Carlos Boozer,26.9,UTA,Big,1187,6,+3.5%,42,+0.6%,30,+0.6%,64,-0.9%,53,-0.3%,54,-0.1%,54,-0.2%,57,-0.3%
Chris Bosh,24.6,TOR,Big,2920,32,+1.0%,60,-0.6%,12,+1.7%,46,+0.1%,25,+1.8%,59,-0.2%,73,-1.0%,71,-1.2%
Bruce Bowen,37.4,SAS,Wing,1447,72,-1.3%,48,+0.2%,82,-1.5%,86,-2.5%,91,-4.0%,9,+1.6%,10,+2.3%,7,+3.8%
Ryan Bowen,33.0,NOH,Forward,191,25,+1.4%,74,-1.8%,37,+0.4%,51,-0.2%,45,+0.2%,15,+1.1%,39,+0.5%,24,+1.6%
Elton Brand,29.6,PHI,Big,918,91,-3.2%,58,-0.5%,3,+2.8%,41,+0.4%,12,+3.2%,71,-0.5%,91,-2.2%,90,-2.7%
Corey Brewer,22.7,MIN,Wing,305,94,-3.6%,67,-1.2%,28,+0.7%,10,+3.1%,8,+3.8%,58,-0.2%,93,-2.4%,89,-2.6%
Ronnie Brewer,23.6,UTA,Wing,2575,4,+3.9%,25,+1.7%,0,+4.1%,88,-2.7%,28,+1.5%,43,+0.2%,98,-3.4%,93,-3.2%
Aaron Brooks,23.8,HOU,Combo,1958,26,+1.4%,72,-1.5%,21,+1.1%,77,-1.7%,59,-0.6%,27,+0.6%,18,+1.6%,17,+2.2%
Bobby Brown,24.1,SAC,Point,561,56,-0.2%,2,+5.6%,96,-2.9%,91,-3.2%,99,-6.1%,20,+0.8%,56,-0.3%,43,+0.5%
Bobby Brown,24.1,MIN,Combo,201,65,-0.8%,22,+2.0%,100,-5.3%,1,+6.3%,32,+1.0%,64,-0.3%,95,-2.7%,92,-3.0%
Dee Brown,24.2,WAS,Point,222,22,+1.7%,17,+2.4%,66,-0.7%,30,+1.2%,39,+0.6%,61,-0.2%,95,-2.8%,92,-3.0%
Devin Brown,29.8,NOH,Combo,820,78,-1.7%,43,+0.6%,10,+1.8%,90,-2.9%,64,-1.1%,31,+0.5%,48,+0.1%,42,+0.5%
Kwame Brown,26.6,DET,Big,987,46,+0.3%,66,-1.1%,10,+1.8%,19,+2.0%,8,+3.8%,31,+0.5%,97,-3.1%,90,-2.6%
Shannon Brown,22.9,CHA,Wing,301,21,+1.7%,3,+4.8%,93,-2.4%,86,-2.5%,97,-4.9%,35,+0.4%,55,-0.3%,50,+0.1%
Shannon Brown,22.9,LAL,Point,101,93,-3.5%,16,+2.7%,4,+2.6%,90,-3.1%,56,-0.5%,96,-1.6%,66,-0.6%,85,-2.2%
Kobe Bryant,30.2,LAL,Wing,2950,45,+0.3%,94,-4.3%,8,+2.0%,52,-0.3%,25,+1.7%,46,+0.2%,9,+2.4%,13,+2.6%
Greg Buckner,32.1,MEM,Wing,851,78,-1.7%,96,-4.8%,92,-2.2%,17,+2.2%,47,+0.1%,16,+1.1%,3,+3.6%,3,+4.7%
Caron Butler,28.6,WAS,Wing,2578,21,+1.8%,56,-0.4%,56,-0.3%,40,+0.4%,45,+0.2%,28,+0.5%,58,-0.4%,49,+0.2%
Rasual Butler,29.4,NOH,Wing,2606,41,+0.4%,39,+0.9%,19,+1.2%,45,+0.1%,30,+1.3%,96,-1.7%,62,-0.5%,85,-2.2%
Andrew Bynum,21.0,LAL,Big,1430,57,-0.3%,68,-1.3%,16,+1.4%,22,+1.8%,12,+3.2%,95,-1.5%,59,-0.4%,82,-1.9%
Will Bynum,25.8,DET,Point,747,37,+0.7%,22,+1.9%,65,-0.6%,81,-2.2%,83,-2.8%,50,+0.0%,30,+0.8%,36,+0.9%
Jose Calderon,27.1,TOR,Point,2327,13,+2.5%,28,+1.6%,63,-0.5%,50,-0.2%,59,-0.7%,71,-0.5%,57,-0.4%,66,-0.9%
Marcus Camby,34.6,LAC,Big,1923,97,-4.5%,97,-5.1%,43,+0.2%,1,+6.1%,1,+6.3%,78,-0.7%,63,-0.5%,72,-1.2%
Brian Cardinal,31.5,MIN,Forward,834,68,-1.0%,82,-2.7%,97,-3.3%,16,+2.3%,62,-1.0%,10,+1.4%,10,+2.3%,7,+3.7%
Rodney Carney,24.6,MIN,Wing,1099,74,-1.4%,54,-0.2%,79,-1.3%,62,-0.8%,76,-2.1%,40,+0.3%,12,+2.0%,16,+2.3%
Matt Carroll,28.2,CHA,Wing,450,38,+0.6%,33,+1.2%,76,-1.1%,32,+1.1%,47,+0.0%,66,-0.4%,70,-0.8%,72,-1.2%
Anthony Carter,33.4,DEN,Point,1722,84,-2.3%,21,+2.1%,92,-2.3%,82,-2.2%,95,-4.5%,33,+0.4%,14,+2.0%,16,+2.4%
Vince Carter,31.8,NJN,Wing,2931,28,+1.2%,54,-0.2%,57,-0.3%,42,+0.4%,46,+0.1%,86,-1.0%,24,+1.1%,50,+0.1%
Mario Chalmers,22.5,MIA,Point,2621,19,+1.9%,39,+0.9%,47,+0.1%,66,-1.0%,62,-0.9%,60,-0.2%,44,+0.3%,52,+0.1%
Tyson Chandler,26.1,NOH,Big,1442,87,-2.8%,100,-6.9%,12,+1.6%,6,+4.1%,2,+5.7%,55,-0.1%,23,+1.2%,31,+1.1%
Wilson Chandler,21.5,NYK,Wing,2707,34,+0.8%,48,+0.3%,40,+0.3%,82,-2.2%,74,-1.9%,39,+0.3%,20,+1.3%,23,+1.6%
Jarron Collins,29.9,UTA,Big,173,86,-2.7%,91,-3.8%,10,+1.8%,12,+2.9%,4,+4.7%,98,-2.2%,21,+1.3%,67,-0.9%
Jason Collins,29.9,MIN,Big,421,6,+3.4%,80,-2.5%,69,-0.8%,1,+5.7%,3,+4.9%,74,-0.6%,86,-1.8%,87,-2.4%
Mardy Collins,24.2,LAC,Wing,778,83,-2.2%,32,+1.3%,17,+1.3%,96,-4.1%,83,-2.8%,10,+1.5%,49,+0.0%,26,+1.5%
Nick Collison,28.0,OKC,Big,1794,66,-0.8%,86,-3.1%,34,+0.5%,15,+2.5%,13,+3.0%,63,-0.3%,40,+0.4%,50,+0.1%
Mike Conley,21.1,MEM,Point,2488,78,-1.7%,47,+0.3%,42,+0.3%,69,-1.2%,62,-1.0%,27,+0.6%,47,+0.1%,39,+0.7%
Daequan Cook,21.5,MIA,Wing,1791,54,-0.1%,59,-0.5%,34,+0.5%,86,-2.5%,76,-2.0%,22,+0.8%,15,+1.8%,13,+2.6%
Jamal Crawford,28.6,NYK,Wing,390,4,+4.1%,0,+7.4%,77,-1.1%,90,-3.0%,93,-4.2%,73,-0.5%,95,-2.7%,93,-3.2%
Jamal Crawford,28.6,GSW,Combo,2069,33,+0.9%,7,+3.7%,22,+1.0%,81,-2.2%,65,-1.1%,98,-1.9%,66,-0.7%,89,-2.6%
Javaris Crittenton,20.8,WAS,Combo,1053,33,+0.9%,42,+0.6%,21,+1.1%,70,-1.3%,51,-0.2%,67,-0.4%,49,+0.0%,58,-0.4%
Samuel Dalembert,28.5,PHI,Big,2032,55,-0.1%,63,-0.8%,8,+2.1%,42,+0.3%,20,+2.4%,91,-1.3%,56,-0.3%,78,-1.6%
Erick Dampier,33.3,DAL,Big,1834,44,+0.3%,95,-4.5%,3,+2.8%,2,+5.7%,0,+8.5%,90,-1.2%,95,-2.8%,97,-4.0%
Antonio Daniels,33.6,WAS,Point,287,1,+6.1%,95,-4.6%,55,-0.2%,46,+0.1%,50,-0.1%,14,+1.2%,3,+3.5%,3,+4.7%
Antonio Daniels,33.6,NOH,Combo,686,2,+4.8%,18,+2.3%,67,-0.7%,27,+1.4%,36,+0.7%,93,-1.4%,83,-1.6%,92,-3.0%
Marquis Daniels,27.8,IND,Wing,1697,43,+0.4%,38,+0.9%,48,+0.1%,69,-1.3%,66,-1.2%,81,-0.7%,26,+1.0%,46,+0.3%
Jermareo Davidson,24.0,GSW,Big,104,92,-3.3%,90,-3.6%,98,-3.4%,1,+6.0%,17,+2.6%,1,+3.3%,92,-2.3%,33,+1.0%
Baron Davis,29.6,LAC,Point,2246,63,-0.7%,63,-0.9%,35,+0.4%,9,+3.1%,9,+3.6%,80,-0.7%,89,-2.0%,90,-2.7%
Glen Davis,22.8,BOS,Big,1552,10,+2.8%,67,-1.2%,7,+2.2%,74,-1.6%,37,+0.6%,41,+0.2%,42,+0.3%,40,+0.6%
Paul Davis,24.3,LAC,Big,297,52,-0.1%,2,+5.4%,96,-2.8%,42,+0.3%,80,-2.5%,12,+1.3%,100,-4.2%,91,-2.9%
Ricky Davis,29.1,LAC,Wing,755,29,+1.1%,7,+3.7%,96,-3.0%,83,-2.3%,97,-5.2%,39,+0.3%,22,+1.3%,24,+1.6%
Luol Deng,23.5,CHI,Forward,1654,76,-1.6%,56,-0.4%,56,-0.2%,39,+0.5%,43,+0.3%,65,-0.3%,40,+0.4%,51,+0.1%
Boris Diaw,26.5,PHX,Forward,523,83,-2.2%,3,+5.2%,10,+1.8%,94,-3.8%,76,-2.0%,89,-1.1%,90,-2.0%,93,-3.2%
Boris Diaw,26.5,CHA,Big,2208,93,-3.5%,9,+3.5%,2,+3.1%,73,-1.5%,27,+1.6%,100,-2.8%,92,-2.3%,99,-5.1%
Yakhouba Diawara,26.2,MIA,Wing,820,85,-2.4%,89,-3.6%,17,+1.3%,19,+2.0%,11,+3.3%,60,-0.2%,38,+0.5%,46,+0.3%
Travis Diener,26.7,IND,Point,685,65,-0.8%,37,+1.0%,52,-0.1%,65,-1.0%,63,-1.0%,52,-0.0%,50,+0.0%,52,-0.0%
Ike Diogu,25.1,SAC,Big,129,23,+1.6%,69,-1.3%,91,-2.1%,97,-4.1%,99,-6.2%,58,-0.2%,0,+7.7%,0,+7.5%
DeSagana Diop,26.8,DAL,Big,432,10,+2.7%,1,+5.9%,62,-0.4%,92,-3.5%,91,-3.9%,30,+0.5%,94,-2.5%,83,-2.0%
DeSagana Diop,26.8,CHA,Big,543,1,+5.4%,79,-2.3%,15,+1.5%,43,+0.3%,26,+1.7%,6,+2.0%,80,-1.4%,40,+0.6%
Juan Dixon,30.1,WAS,Point,782,79,-1.8%,48,+0.2%,67,-0.7%,27,+1.4%,36,+0.7%,34,+0.4%,79,-1.3%,68,-0.9%
Keyon Dooling,28.5,NJN,Combo,2013,30,+1.1%,29,+1.5%,80,-1.4%,75,-1.7%,85,-3.0%,28,+0.5%,26,+1.0%,25,+1.6%
Quincy Douby,24.5,SAC,Wing,131,75,-1.5%,96,-5.1%,4,+2.6%,71,-1.4%,31,+1.2%,71,-0.5%,2,+4.4%,6,+3.9%
Chris Douglas-Roberts,21.8,NJN,Wing,515,79,-1.8%,15,+2.8%,85,-1.7%,55,-0.4%,77,-2.1%,15,+1.1%,86,-1.8%,64,-0.7%
Goran Dragic,22.5,PHX,Point,580,9,+2.8%,19,+2.3%,8,+2.0%,86,-2.5%,55,-0.5%,25,+0.6%,93,-2.5%,81,-1.8%
Jared Dudley,23.3,CHA,Forward,421,22,+1.7%,76,-1.9%,35,+0.4%,9,+3.4%,8,+3.8%,97,-1.8%,53,-0.2%,83,-1.9%
Jared Dudley,23.3,PHX,Forward,599,50,+0.1%,55,-0.3%,14,+1.5%,87,-2.6%,65,-1.1%,23,+0.7%,34,+0.7%,28,+1.4%
Chris Duhon,26.2,NYK,Point,2898,26,+1.4%,11,+3.2%,34,+0.4%,35,+0.9%,30,+1.3%,91,-1.2%,98,-3.3%,98,-4.5%
Tim Duncan,32.5,SAS,Big,2518,36,+0.7%,51,-0.1%,21,+1.1%,29,+1.3%,20,+2.4%,69,-0.5%,85,-1.8%,85,-2.3%
Mike Dunleavy,28.1,IND,Forward,494,14,+2.3%,76,-1.9%,33,+0.5%,98,-4.6%,92,-4.1%,0,+3.9%,12,+2.1%,1,+6.0%
Kevin Durant,20.1,OKC,Wing,2880,5,+3.7%,34,+1.1%,58,-0.3%,39,+0.5%,44,+0.2%,85,-0.9%,58,-0.4%,75,-1.3%
Monta Ellis,23.0,GSW,Combo,887,14,+2.3%,51,-0.1%,25,+0.9%,60,-0.7%,44,+0.2%,83,-0.9%,32,+0.8%,55,-0.1%
Francisco Elson,32.7,MIL,Big,950,12,+2.5%,91,-3.7%,48,+0.1%,31,+1.2%,30,+1.3%,11,+1.3%,25,+1.1%,15,+2.4%
Melvin Ely,30.5,NOH,Big,341,66,-0.9%,27,+1.6%,45,+0.2%,71,-1.4%,67,-1.2%,47,+0.1%,60,-0.5%,58,-0.4%
Maurice Evans,30.0,ATL,Wing,1782,52,-0.0%,40,+0.7%,89,-1.9%,38,+0.5%,69,-1.4%,34,+0.4%,44,+0.3%,39,+0.7%
Reggie Evans,28.5,PHI,Big,1091,23,+1.6%,23,+1.9%,93,-2.5%,73,-1.5%,91,-4.0%,9,+1.6%,37,+0.5%,18,+2.1%
Jordan Farmar,21.9,LAL,Point,1093,44,+0.3%,3,+5.2%,87,-1.9%,85,-2.4%,93,-4.2%,39,+0.3%,77,-1.2%,69,-0.9%
Raymond Felton,24.4,CHA,Combo,3079,72,-1.4%,17,+2.4%,54,-0.2%,21,+1.8%,26,+1.6%,99,-2.6%,80,-1.4%,97,-4.0%
Rudy Fernandez,23.6,POR,Wing,1919,80,-2.0%,50,+0.1%,15,+1.5%,76,-1.7%,52,-0.2%,70,-0.5%,34,+0.7%,49,+0.2%
Kyrylo Fesenko,21.9,UTA,Big,132,92,-3.4%,41,+0.6%,99,-3.8%,9,+3.4%,55,-0.4%,74,-0.6%,41,+0.4%,57,-0.2%
Michael Finley,35.7,SAS,Forward,2326,9,+2.9%,61,-0.8%,5,+2.4%,38,+0.6%,13,+3.0%,83,-0.9%,79,-1.3%,85,-2.2%
Derek Fisher,34.2,LAL,Point,2433,50,+0.1%,98,-5.8%,11,+1.8%,12,+2.9%,4,+4.7%,42,+0.2%,29,+0.9%,32,+1.1%
T.J. Ford,25.6,IND,Point,2236,56,-0.2%,55,-0.3%,51,-0.0%,45,+0.1%,45,+0.1%,43,+0.2%,50,-0.0%,48,+0.2%
Jeff Foster,31.8,IND,Big,1818,83,-2.3%,93,-4.1%,14,+1.5%,20,+1.8%,10,+3.3%,37,+0.3%,39,+0.5%,38,+0.8%
Randy Foye,25.1,MIN,Combo,2464,40,+0.5%,40,+0.8%,2,+3.1%,78,-1.9%,31,+1.2%,68,-0.4%,83,-1.6%,83,-2.0%
Channing Frye,25.5,POR,Big,628,17,+2.0%,97,-5.1%,48,+0.1%,15,+2.5%,17,+2.6%,44,+0.2%,10,+2.3%,14,+2.5%
Dan Gadzuric,30.7,MIL,Big,912,21,+1.8%,23,+1.9%,23,+1.0%,67,-1.2%,51,-0.2%,34,+0.4%,90,-2.2%,80,-1.7%
Danilo Gallinari,20.2,NYK,Forward,408,83,-2.2%,19,+2.2%,54,-0.2%,96,-4.1%,93,-4.2%,46,+0.2%,14,+1.9%,18,+2.0%
Francisco Garcia,26.8,SAC,Wing,1937,53,-0.1%,32,+1.3%,67,-0.7%,71,-1.4%,77,-2.1%,55,-0.1%,27,+1.0%,36,+0.9%
Kevin Garnett,32.5,BOS,Big,1768,88,-2.8%,35,+1.1%,97,-3.2%,31,+1.2%,75,-2.0%,37,+0.3%,36,+0.6%,35,+0.9%
Marc Gasol,23.8,MEM,Big,2504,7,+3.1%,13,+3.0%,55,-0.2%,55,-0.4%,58,-0.6%,87,-1.0%,79,-1.4%,87,-2.4%
Pau Gasol,28.3,LAL,Big,2981,15,+2.2%,39,+0.9%,27,+0.8%,51,-0.2%,38,+0.6%,86,-1.0%,61,-0.5%,76,-1.5%
Rudy Gay,22.2,MEM,Forward,2932,1,+5.1%,21,+2.1%,70,-0.9%,75,-1.6%,80,-2.5%,52,-0.0%,41,+0.4%,45,+0.3%
Devean George,31.2,DAL,Wing,653,17,+2.0%,26,+1.7%,53,-0.1%,53,-0.3%,55,-0.4%,84,-0.9%,56,-0.3%,73,-1.3%
Daniel Gibson,22.7,CLE,Combo,1664,66,-0.9%,65,-1.0%,25,+0.9%,73,-1.5%,59,-0.6%,7,+1.8%,52,-0.1%,23,+1.7%
Manu Ginobili,31.3,SAS,Wing,1171,7,+3.1%,10,+3.2%,93,-2.3%,84,-2.3%,95,-4.6%,69,-0.5%,14,+1.8%,28,+1.4%
Ryan Gomes,26.2,MIN,Forward,2605,39,+0.5%,4,+4.6%,17,+1.4%,75,-1.6%,52,-0.3%,96,-1.7%,94,-2.6%,97,-4.3%
Drew Gooden,27.1,CHI,Big,915,51,-0.0%,22,+2.0%,42,+0.3%,53,-0.3%,49,-0.1%,89,-1.1%,69,-0.8%,82,-1.9%
Drew Gooden,27.1,SAS,Big,309,48,+0.2%,59,-0.5%,70,-0.8%,43,+0.3%,57,-0.5%,3,+2.6%,82,-1.5%,32,+1.1%
Ben Gordon,25.6,CHI,Wing,2987,46,+0.3%,11,+3.2%,58,-0.3%,37,+0.8%,39,+0.5%,93,-1.5%,91,-2.2%,96,-3.7%
Eric Gordon,19.9,LAC,Wing,2622,47,+0.3%,36,+1.0%,63,-0.5%,46,+0.1%,54,-0.4%,46,+0.2%,69,-0.8%,63,-0.6%
Marcin Gortat,24.7,ORL,Big,687,51,-0.0%,29,+1.5%,46,+0.1%,80,-2.1%,74,-1.9%,4,+2.3%,86,-1.8%,44,+0.5%
Joey Graham,26.4,TOR,Forward,1443,62,-0.6%,85,-2.9%,84,-1.7%,25,+1.5%,51,-0.2%,41,+0.3%,6,+2.9%,10,+3.1%
Stephen Graham,26.4,IND,Wing,629,73,-1.4%,89,-3.5%,13,+1.5%,50,-0.2%,29,+1.4%,8,+1.7%,39,+0.5%,17,+2.1%
Danny Granger,25.5,IND,Forward,2414,27,+1.3%,64,-0.9%,77,-1.2%,41,+0.4%,60,-0.8%,15,+1.2%,37,+0.5%,23,+1.7%
Aaron Gray,23.9,CHI,Big,683,42,+0.4%,63,-0.8%,6,+2.4%,45,+0.2%,17,+2.5%,55,-0.1%,84,-1.6%,79,-1.7%
