Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,22.1,TOR,Big,166,35,52.9%,46,48%,38,21%,24,2%,24,23%,70,11%,76,18%,73,29%
Steven Adams,28.3,MEM,Big,109,5,45.0%,62,57%,89,39%,54,4%,84,43%,0,0%,0,0%,0,0%
Bam Adebayo,24.3,MIA,Big,612,54,59.8%,59,54%,73,34%,81,13%,92,46%,0,0%,0,0%,0,0%
Grayson Allen,26.1,MIL,Wing,305,69,56.7%,77,27%,50,14%,35,2%,35,16%,46,14%,81,42%,62,56%
Jose Alvarado,23.6,NOP,Point,150,69,53.3%,92,37%,23,18%,15,4%,8,22%,85,12%,31,29%,38,41%
Kyle Anderson,28.1,MEM,Forward,211,72,58.5%,76,32%,100,40%,32,4%,76,44%,48,14%,4,10%,24,24%
Giannis Antetokounmpo,26.9,MIL,Big,447,24,51.2%,49,49%,51,25%,86,14%,73,39%,32,1%,49,11%,43,11%
OG Anunoby,24.3,TOR,Wing,216,73,56.8%,73,27%,62,19%,58,8%,46,27%,31,12%,54,35%,35,47%
Deandre Ayton,23.3,PHX,Big,390,81,64.6%,38,40%,95,45%,84,13%,97,58%,0,0%,38,2%,27,2%
Desmond Bane,23.4,MEM,Wing,426,92,60.4%,50,20%,65,20%,54,8%,54,28%,38,13%,65,39%,50,52%
Scottie Barnes,20.3,TOR,Forward,132,16,46.3%,72,31%,60,24%,80,20%,80,44%,28,9%,36,16%,28,24%
Will Barton,30.8,DEN,Wing,172,23,51.6%,0,6%,100,48%,50,6%,100,55%,23,9%,19,30%,15,39%
Malik Beasley,24.9,MIN,Wing,144,62,55.0%,88,33%,12,4%,0,0%,8,4%,69,22%,77,41%,69,63%
Davis Bertans,29.0,DAL,Forward,179,88,61.8%,8,11%,0,2%,0,0%,0,2%,84,26%,100,61%,100,87%
Patrick Beverley,33.3,MIN,Combo,226,48,49.1%,86,31%,19,16%,19,3%,10,19%,95,23%,19,27%,86,50%
Nemanja Bjelica,33.5,GSW,Big,125,46,56.3%,27,31%,97,46%,41,3%,95,49%,59,6%,59,14%,54,20%
Bogdan Bogdanovic,29.2,ATL,Wing,160,77,56.9%,38,19%,81,26%,46,6%,73,31%,58,17%,42,33%,38,50%
Bojan Bogdanovic,32.5,UTA,Forward,214,44,54.9%,40,21%,96,38%,24,3%,60,41%,52,14%,52,23%,60,38%
Devin Booker,25.0,PHX,Wing,365,38,53.1%,35,18%,92,28%,96,20%,96,48%,4,4%,23,30%,4,35%
Chris Boucher,28.8,TOR,Big,129,92,69.0%,62,57%,11,9%,27,2%,8,11%,76,13%,78,20%,76,33%
Mikal Bridges,25.2,PHX,Wing,491,35,52.5%,96,38%,88,27%,73,12%,92,39%,42,14%,0,9%,0,23%
Dillon Brooks,25.8,MEM,Wing,335,0,41.5%,58,22%,96,28%,69,10%,88,38%,15,8%,31,31%,19,39%
Bruce Brown,25.2,BKN,Forward,179,80,60.0%,96,43%,52,22%,24,3%,32,25%,72,22%,4,10%,36,32%
Jaylen Brown,25.0,BOS,Wing,919,50,54.2%,69,27%,69,22%,85,17%,85,38%,8,7%,15,28%,8,35%
Jalen Brunson,25.2,DAL,Combo,627,57,51.0%,62,21%,100,46%,67,11%,100,57%,38,7%,5,15%,0,22%
Reggie Bullock,30.6,DAL,Forward,707,68,57.6%,4,7%,8,5%,8,2%,4,7%,100,38%,92,49%,96,86%
Jimmy Butler,32.1,MIA,Forward,628,40,54.1%,92,38%,76,27%,76,16%,72,43%,20,7%,16,12%,12,19%
Jevon Carter,26.1,MIL,Combo,119,62,52.8%,29,16%,52,26%,81,21%,81,47%,57,11%,14,26%,33,37%
Alex Caruso,27.7,CHI,Combo,113,67,54.3%,10,13%,0,4%,24,4%,0,9%,100,39%,86,39%,100,78%
Brandon Clarke,25.1,MEM,Big,296,62,61.5%,70,58%,92,41%,0,0%,78,41%,35,1%,0,0%,24,1%
Jordan Clarkson,29.4,UTA,Combo,170,90,61.8%,43,19%,95,44%,52,6%,95,51%,24,5%,10,25%,10,30%
Nicolas Claxton,22.5,BKN,Big,126,100,83.3%,95,87%,14,10%,35,3%,14,13%,0,0%,0,0%,0,0%
John Collins,24.1,ATL,Big,121,38,53.8%,32,37%,81,37%,0,0%,68,37%,84,15%,51,12%,68,27%
Mike Conley,34.1,UTA,Point,174,0,37.7%,31,11%,100,38%,38,8%,92,46%,23,2%,69,41%,54,43%
Pat Connaughton,28.8,MIL,Wing,317,96,61.5%,46,19%,19,5%,31,2%,19,7%,73,26%,88,48%,85,74%
Jae Crowder,31.3,PHX,Forward,377,24,49.0%,16,13%,32,15%,60,13%,44,28%,32,12%,88,47%,84,59%
Seth Curry,31.2,BKN,Wing,165,100,66.7%,4,7%,27,5%,100,26%,62,31%,81,31%,27,31%,65,62%
Stephen Curry,33.6,GSW,Point,762,85,57.0%,23,11%,69,28%,54,12%,54,40%,62,5%,77,45%,77,49%
DeMar DeRozan,32.2,CHI,Forward,203,0,41.1%,24,17%,40,19%,100,56%,100,75%,12,4%,0,5%,0,8%
Dewayne Dedmon,32.2,MIA,Big,134,3,44.2%,57,53%,32,18%,76,9%,32,27%,78,13%,43,7%,54,20%
Spencer Dinwiddie,28.6,DAL,Wing,494,31,52.4%,62,25%,85,26%,42,5%,65,31%,27,10%,50,34%,27,44%
Luka Doncic,22.7,DAL,Point,551,62,53.2%,69,22%,92,36%,23,6%,69,42%,0,1%,38,36%,23,36%
Kevin Durant,33.1,BKN,Forward,217,8,45.5%,12,12%,68,26%,96,40%,96,66%,8,3%,44,19%,16,22%
Anthony Edwards,20.2,MIN,Wing,263,77,56.9%,85,33%,42,12%,62,9%,42,21%,12,8%,62,38%,31,46%
Joel Embiid,27.6,PHI,Big,385,19,50.6%,35,38%,57,27%,95,18%,89,45%,43,2%,65,16%,51,17%
Dorian Finney-Smith,28.5,DAL,Forward,687,92,61.8%,36,21%,12,12%,4,2%,8,13%,88,27%,80,38%,88,66%
