Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alan Anderson,33.0,WAS,Wing,190,94,-6.7,91,-5.3,82,-2.0%,99,+4.4%,82,-2.8,96,-4.0,12,+15.3
James Anderson,26.6,SAC,Wing,690,49,+0.2,63,-1.5,4,+5.1%,2,-2.6%,23,+2.2,8,+2.9,70,-5.4
Justin Anderson,21.9,DAL,Wing,556,85,-3.9,67,-1.9,87,-2.7%,85,+1.4%,98,-7.4,93,-3.3,98,-25.5
Kyle Anderson,22.1,SAS,Forward,1048,37,+1.4,32,+2.0,16,+2.6%,65,+0.5%,37,+1.3,21,+1.5,58,-2.6
Ryan Anderson,27.5,NOP,Big,1965,60,-1.0,64,-1.6,23,+1.8%,37,-0.4%,32,+1.6,38,+0.6,30,+6.3
Giannis Antetokounmpo,20.9,MIL,Forward,2813,34,+1.6,25,+2.7,81,-2.0%,96,+2.8%,34,+1.4,76,-1.3,12,+15.4
Carmelo Anthony,31.4,NYK,Wing,2524,23,+3.3,27,+2.5,59,-0.6%,46,-0.1%,54,-0.1,55,-0.2,47,+0.7
Trevor Ariza,30.3,HOU,Forward,2853,18,+4.2,13,+5.1,31,+1.2%,47,-0.1%,74,-1.8,44,+0.4,85,-12.7
Darrell Arthur,27.6,DEN,Big,1496,86,-4.1,97,-9.2,7,+4.0%,29,-0.6%,26,+2.0,20,+1.6,46,+1.0
Omer Asik,29.3,NOP,Big,1175,55,-0.6,19,+3.6,98,-5.7%,65,+0.5%,66,-1.2,87,-2.3,20,+11.0
D.J. Augustin,28.0,OKC,Point,471,43,+0.8,39,+1.2,78,-1.8%,60,+0.3%,54,-0.1,80,-1.5,19,+11.2
D.J. Augustin,28.0,DEN,Point,631,29,+2.5,86,-4.2,2,+7.1%,7,-2.0%,2,+9.8,3,+4.2,2,+30.5
Luke Babbitt,26.4,NOP,Forward,798,23,+3.4,38,+1.2,27,+1.6%,13,-1.4%,78,-2.2,58,-0.4,85,-12.7
Leandro Barbosa,32.9,GSW,Wing,955,16,+4.4,14,+4.7,54,-0.3%,86,+1.5%,54,-0.1,82,-1.8,18,+11.8
J.J. Barea,31.3,DAL,Point,1601,14,+4.8,17,+3.8,18,+2.3%,25,-0.8%,29,+1.8,21,+1.6,51,-0.4
Andrea Bargnani,30.0,BKN,Big,612,8,+6.9,5,+8.6,3,+5.4%,75,+1.0%,48,+0.2,17,+1.9,82,-10.2
Harrison Barnes,23.4,GSW,Forward,2008,55,-0.6,21,+3.3,75,-1.5%,73,+0.9%,53,-0.1,47,+0.2,52,-0.7
Matt Barnes,35.6,MEM,Forward,2145,20,+3.7,15,+4.5,77,-1.6%,16,-1.2%,36,+1.3,34,+0.9,48,+0.6
Will Barton,24.8,DEN,Wing,2284,46,+0.5,68,-1.9,16,+2.6%,72,+0.8%,11,+3.9,23,+1.5,13,+14.9
Brandon Bass,30.5,LAL,Big,1287,84,-3.7,74,-2.4,39,+0.7%,83,+1.3%,28,+1.8,27,+1.3,47,+0.7
Nicolas Batum,26.9,CHA,Wing,2434,47,+0.4,64,-1.6,79,-1.9%,18,-1.1%,12,+3.6,19,+1.6,14,+13.5
Jerryd Bayless,27.2,MIL,Combo,1481,18,+4.1,19,+3.7,27,+1.6%,44,-0.3%,60,-0.5,43,+0.4,69,-5.2
Aron Baynes,28.9,DET,Big,1177,26,+2.9,20,+3.5,54,-0.3%,54,+0.1%,64,-0.9,67,-0.9,45,+1.1
Kent Bazemore,26.3,ATL,Wing,2068,31,+2.2,74,-2.3,40,+0.7%,11,-1.6%,7,+4.9,31,+1.1,7,+21.0
Bradley Beal,22.3,WAS,Wing,1695,27,+2.7,20,+3.4,54,-0.3%,16,-1.2%,46,+0.5,60,-0.5,27,+7.1
Michael Beasley,26.8,HOU,Big,355,5,+8.6,4,+8.8,82,-2.1%,12,-1.5%,10,+3.9,6,+3.2,49,+0.5
Marco Belinelli,29.6,SAC,Wing,1659,34,+1.5,44,+0.6,24,+1.8%,38,-0.4%,60,-0.6,51,+0.1,61,-3.1
Patrick Beverley,27.3,HOU,Point,2021,79,-3.0,65,-1.6,71,-1.2%,82,+1.3%,55,-0.2,60,-0.5,46,+1.1
Bismack Biyombo,23.2,TOR,Big,1799,83,-3.7,82,-3.6,42,+0.6%,61,+0.3%,76,-1.9,56,-0.3,84,-11.3
Nemanja Bjelica,27.5,MIN,Big,1012,43,+0.8,29,+2.4,58,-0.5%,53,+0.1%,66,-1.1,77,-1.4,40,+3.3
Tarik Black,23.9,LAL,Big,432,98,-9.4,96,-7.5,93,-3.6%,100,+5.7%,81,-2.7,99,-5.3,3,+27.9
DeJuan Blair,26.5,WAS,Big,175,22,+3.5,11,+5.4,13,+3.1%,51,-0.0%,73,-1.7,38,+0.7,88,-14.9
Steve Blake,35.7,DET,Point,919,65,-1.6,47,+0.3,52,-0.1%,67,+0.5%,51,+0.1,28,+1.3,79,-8.8
Eric Bledsoe,25.9,PHX,Combo,1055,87,-4.4,81,-3.4,24,+1.8%,85,+1.5%,45,+0.6,29,+1.2,72,-6.1
Bojan Bogdanovic,26.5,BKN,Wing,2066,29,+2.5,49,+0.2,10,+3.3%,5,-2.3%,52,+0.1,10,+2.5,92,-17.5
Andrew Bogut,30.9,GSW,Big,1449,95,-6.9,85,-4.1,95,-4.1%,45,-0.2%,77,-2.2,81,-1.7,54,-1.4
Matt Bonner,35.6,SAS,Big,129,9,+6.2,16,+4.1,22,+1.9%,95,+2.7%,27,+1.9,55,-0.2,11,+15.8
Devin Booker,19.0,PHX,Wing,2064,16,+4.5,25,+2.7,10,+3.3%,15,-1.3%,26,+2.0,32,+1.1,31,+5.8
Trevor Booker,27.9,UTA,Big,1612,70,-2.1,72,-2.2,69,-1.2%,24,-0.9%,55,-0.2,69,-1.0,33,+5.2
Chris Bosh,31.6,MIA,Big,1769,73,-2.4,63,-1.4,38,+0.8%,75,+1.0%,57,-0.4,55,-0.2,53,-0.8
Avery Bradley,24.9,BOS,Combo,2518,17,+4.4,20,+3.3,8,+3.9%,38,-0.4%,5,+5.4,7,+3.0,18,+11.8
Elton Brand,36.6,PHI,Big,224,99,-12.6,96,-8.3,98,-5.5%,88,+1.6%,94,-5.4,97,-4.6,44,+1.4
Corey Brewer,29.7,HOU,Forward,1624,66,-1.8,67,-1.8,26,+1.6%,40,-0.3%,38,+1.2,29,+1.2,52,-0.7
Aaron Brooks,30.8,CHI,Point,1065,57,-0.8,56,-0.6,89,-2.9%,86,+1.5%,72,-1.7,95,-3.8,8,+19.4
Anthony Brown,23.1,LAL,Wing,500,92,-5.2,81,-3.4,94,-3.9%,36,-0.5%,98,-7.0,96,-4.1,89,-15.6
Markel Brown,23.8,BKN,Wing,892,3,+10.0,3,+9.9,6,+4.4%,67,+0.5%,20,+2.5,13,+2.2,48,+0.6
Kobe Bryant,37.2,LAL,Wing,1858,6,+7.7,10,+5.5,28,+1.5%,3,-2.6%,5,+5.6,7,+3.0,19,+11.4
Chase Budinger,27.4,IND,Wing,691,52,-0.2,58,-0.9,95,-4.3%,69,+0.6%,11,+3.9,72,-1.1,1,+33.2
Chase Budinger,27.4,PHX,Wing,191,4,+8.9,6,+7.8,7,+4.1%,63,+0.4%,9,+4.1,22,+1.5,10,+16.7
Reggie Bullock,24.6,DET,Wing,373,6,+8.0,6,+7.6,71,-1.2%,90,+1.8%,71,-1.5,60,-0.5,78,-8.1
Trey Burke,23.0,UTA,Point,1319,20,+3.9,35,+1.7,4,+4.9%,18,-1.1%,15,+3.2,3,+4.0,72,-6.1
Alec Burks,24.3,UTA,Combo,793,37,+1.3,64,-1.5,18,+2.3%,31,-0.6%,34,+1.4,39,+0.6,34,+4.9
Caron Butler,35.6,SAC,Wing,170,34,+1.5,36,+1.4,7,+4.0%,36,-0.5%,74,-1.8,48,+0.2,83,-10.3
Jimmy Butler,26.1,CHI,Wing,2469,75,-2.5,77,-2.8,13,+2.9%,17,-1.1%,20,+2.5,11,+2.4,60,-3.1
Rasual Butler,36.4,SAS,Wing,277,39,+1.1,59,-0.9,43,+0.5%,47,-0.1%,49,+0.2,63,-0.6,31,+5.9
Jose Calderon,34.1,NYK,Point,2017,28,+2.6,49,+0.2,65,-0.9%,27,-0.7%,53,-0.0,61,-0.5,37,+4.0
Kentavious Caldwell-Pope,22.7,DET,Wing,2777,73,-2.4,84,-4.0,23,+1.8%,72,+0.8%,56,-0.3,41,+0.5,76,-7.6
Isaiah Canaan,24.4,PHI,Combo,1934,37,+1.3,40,+1.0,51,-0.1%,52,+0.0%,55,-0.2,54,-0.1,54,-1.0
Clint Capela,21.5,HOU,Big,1440,86,-4.1,82,-3.7,69,-1.2%,68,+0.6%,31,+1.7,15,+2.1,66,-4.3
DeMarre Carroll,29.3,TOR,Forward,786,61,-1.1,32,+2.0,77,-1.6%,4,-2.4%,95,-5.9,93,-3.3,94,-18.9
Vince Carter,38.8,MEM,Wing,948,46,+0.5,57,-0.7,37,+0.9%,36,-0.4%,13,+3.5,42,+0.4,8,+18.2
Michael Carter-Williams,24.1,MIL,Point,1637,64,-1.5,47,+0.3,69,-1.1%,21,-1.0%,47,+0.3,23,+1.4,76,-7.5
Omri Casspi,27.4,SAC,Forward,1861,78,-3.0,86,-4.2,65,-0.9%,71,+0.8%,58,-0.4,64,-0.7,44,+1.7
Willie Cauley-Stein,22.2,SAC,Big,1378,28,+2.7,30,+2.2,20,+2.1%,34,-0.5%,9,+4.2,7,+2.9,35,+4.6
Mario Chalmers,29.5,MIA,Combo,117,100,-14.4,99,-12.6,92,-3.3%,100,+6.2%,100,-12.3,100,-6.0,100,-42.5
Mario Chalmers,29.5,MEM,Combo,1203,53,-0.4,66,-1.8,17,+2.5%,55,+0.1%,20,+2.6,31,+1.1,27,+7.5
Tyson Chandler,33.1,PHX,Big,1614,47,+0.4,45,+0.5,84,-2.3%,55,+0.1%,89,-4.0,88,-2.5,75,-7.1
Ian Clark,24.7,GSW,Combo,454,3,+9.5,8,+6.6,3,+5.2%,6,-2.3%,3,+6.6,14,+2.1,4,+23.4
Jordan Clarkson,23.4,LAL,Wing,2514,15,+4.6,13,+4.9,23,+1.8%,10,-1.7%,13,+3.5,6,+3.3,61,-3.2
Norris Cole,27.0,NOP,Combo,1176,51,-0.1,28,+2.4,19,+2.2%,52,+0.0%,43,+0.7,33,+0.9,60,-3.0
Darren Collison,28.2,SAC,Combo,2199,33,+1.8,40,+1.0,17,+2.5%,77,+1.1%,15,+3.3,17,+1.9,28,+6.6
Nick Collison,35.0,OKC,Big,618,51,-0.1,50,+0.1,61,-0.7%,90,+1.7%,29,+1.8,59,-0.4,14,+14.0
Mike Conley,28.1,MEM,Point,1750,83,-3.7,85,-4.0,66,-1.0%,21,-1.0%,27,+1.9,30,+1.2,38,+3.7
Chris Copeland,31.6,MIL,Forward,100,1,+13.4,2,+11.3,0,+10.4%,0,-5.2%,22,+2.3,3,+4.1,77,-7.9
DeMarcus Cousins,25.2,SAC,Big,2240,93,-5.5,77,-2.8,98,-5.1%,78,+1.1%,86,-3.5,94,-3.4,43,+1.9
Robert Covington,24.9,PHI,Forward,1864,86,-4.1,45,+0.5,80,-1.9%,87,+1.5%,35,+1.4,54,-0.2,22,+9.2
Allen Crabbe,23.6,POR,Wing,2061,30,+2.3,55,-0.5,30,+1.4%,31,-0.6%,14,+3.4,33,+1.0,13,+14.1
Jamal Crawford,35.6,LAC,Wing,2054,10,+5.8,25,+2.7,6,+4.2%,7,-2.2%,4,+6.2,2,+4.7,36,+4.1
Jae Crowder,25.3,BOS,Forward,2297,35,+1.5,52,-0.3,9,+3.4%,42,-0.3%,18,+2.8,16,+2.0,37,+3.9
Dante Cunningham,28.5,NOP,Forward,1942,21,+3.6,7,+7.2,86,-2.5%,94,+2.4%,94,-5.1,92,-3.0,86,-12.9
Jared Cunningham,24.4,CLE,Combo,270,43,+0.9,18,+3.7,21,+2.0%,79,+1.2%,63,-0.8,11,+2.4,94,-20.2
Seth Curry,25.2,SAC,Combo,651,26,+2.8,34,+1.7,49,+0.1%,21,-1.0%,56,-0.3,25,+1.4,83,-10.8
Stephen Curry,27.6,GSW,Point,2694,96,-7.3,93,-6.2,67,-1.0%,15,-1.2%,85,-3.2,45,+0.4,95,-20.8
Troy Daniels,24.3,CHA,Wing,384,8,+6.3,26,+2.6,49,+0.1%,25,-0.8%,13,+3.6,76,-1.3,1,+39.8
Anthony Davis,22.6,NOP,Big,2156,52,-0.3,51,+0.0,70,-1.2%,39,-0.4%,34,+1.4,46,+0.2,24,+8.6
Ed Davis,26.4,POR,Big,1661,80,-3.3,91,-5.2,50,-0.0%,64,+0.5%,73,-1.7,82,-1.8,44,+1.8
DeMar DeRozan,26.2,TOR,Wing,2799,10,+5.6,16,+4.3,53,-0.2%,42,-0.3%,23,+2.2,58,-0.4,8,+18.2
Dewayne Dedmon,26.2,ORL,Big,617,50,+0.1,83,-3.8,5,+4.6%,34,-0.5%,17,+3.1,11,+2.4,42,+2.6
Bryce Dejean-Jones,23.2,NOP,Wing,270,78,-3.0,36,+1.4,93,-3.5%,66,+0.5%,81,-2.6,85,-2.1,57,-2.4
Matthew Dellavedova,25.1,CLE,Point,1806,91,-4.9,85,-4.0,30,+1.4%,80,+1.2%,82,-2.8,59,-0.4,90,-16.6
Luol Deng,30.5,MIA,Forward,2363,31,+2.1,26,+2.6,71,-1.2%,26,-0.8%,76,-2.0,79,-1.5,54,-1.4
Boris Diaw,33.5,SAS,Big,1305,45,+0.6,21,+3.1,52,-0.1%,61,+0.3%,64,-1.0,49,+0.2,76,-7.8
Gorgui Dieng,25.8,MIN,Big,2199,72,-2.4,64,-1.6,39,+0.7%,41,-0.3%,42,+0.8,32,+1.1,61,-3.2
Spencer Dinwiddie,22.6,DET,Point,138,27,+2.7,60,-1.2,62,-0.8%,12,-1.5%,88,-3.9,86,-2.2,86,-12.9
Toney Douglas,29.6,NOP,Combo,1195,15,+4.5,14,+4.8,44,+0.5%,23,-0.9%,62,-0.7,48,+0.2,71,-5.9
Goran Dragic,29.5,MIA,Point,2331,64,-1.6,94,-6.2,18,+2.4%,27,-0.7%,16,+3.2,35,+0.9,11,+15.7
Andre Drummond,22.2,DET,Big,2661,80,-3.3,83,-3.8,65,-0.9%,48,-0.1%,52,+0.0,41,+0.5,69,-4.9
Jared Dudley,30.3,WAS,Big,2038,59,-1.0,62,-1.3,50,-0.0%,77,+1.1%,47,+0.4,49,+0.2,45,+1.2
Tim Duncan,39.5,SAS,Big,1532,91,-5.1,88,-4.5,96,-4.6%,46,-0.1%,48,+0.2,69,-0.9,26,+8.0
Mike Dunleavy,35.1,CHI,Wing,702,7,+7.1,3,+9.8,26,+1.7%,17,-1.1%,25,+2.0,12,+2.4,63,-3.6
Kevin Durant,27.1,OKC,Forward,2561,79,-3.1,93,-6.0,64,-0.9%,11,-1.6%,43,+0.7,47,+0.2,40,+3.1
Cleanthony Early,24.5,NYK,Forward,141,94,-6.6,79,-2.9,20,+2.1%,78,+1.1%,92,-4.7,53,-0.0,98,-27.4
Jarell Eddie,24.0,WAS,Wing,100,43,+0.8,57,-0.8,14,+2.7%,11,-1.6%,60,-0.6,30,+1.1,81,-9.9
Wayne Ellington,27.9,BKN,Wing,1590,81,-3.5,80,-3.2,39,+0.7%,31,-0.6%,71,-1.6,76,-1.3,53,-0.8
Monta Ellis,30.0,IND,Combo,2722,50,+0.0,78,-2.9,11,+3.3%,16,-1.2%,37,+1.3,19,+1.6,64,-3.7
James Ennis,25.3,NOP,Wing,281,72,-2.4,65,-1.7,52,-0.1%,97,+2.9%,0,+13.8,18,+1.7,0,+76.0
Tyler Ennis,21.2,MIL,Point,585,61,-1.1,72,-2.1,34,+1.1%,57,+0.2%,29,+1.8,59,-0.4,15,+13.3
Jeremy Evans,28.0,DAL,Big,182,55,-0.5,19,+3.5,54,-0.2%,13,-1.5%,97,-6.7,56,-0.3,99,-39.0
Tyreke Evans,26.1,NOP,Combo,764,73,-2.4,78,-2.9,32,+1.2%,47,-0.1%,30,+1.7,32,+1.0,39,+3.4
Festus Ezeli,26.0,GSW,Big,738,89,-4.6,83,-3.9,75,-1.5%,67,+0.5%,98,-7.0,93,-3.4,95,-21.5
Kenneth Faried,25.9,DEN,Big,1689,22,+3.6,6,+7.8,87,-2.7%,66,+0.5%,90,-4.1,80,-1.5,89,-15.2
Jordan Farmar,28.9,MEM,Point,290,56,-0.6,68,-2.0,1,+7.5%,35,-0.5%,57,-0.4,31,+1.1,82,-10.2
Derrick Favors,24.3,UTA,Big,1976,24,+3.2,18,+3.7,81,-2.0%,58,+0.2%,82,-2.7,51,+0.1,94,-18.9
Cristiano Felicio,23.3,CHI,Big,285,63,-1.5,22,+3.1,90,-3.1%,90,+1.8%,70,-1.4,79,-1.5,43,+2.2
Raymond Felton,31.3,DAL,Combo,2158,30,+2.4,41,+0.8,35,+1.0%,25,-0.9%,35,+1.4,52,-0.0,25,+8.2
Evan Fournier,23.0,ORL,Wing,2560,11,+5.6,11,+5.2,28,+1.5%,14,-1.3%,42,+0.8,36,+0.8,51,-0.5
Randy Foye,32.1,DEN,Combo,1036,90,-4.9,96,-8.4,16,+2.6%,37,-0.4%,41,+0.9,70,-1.0,17,+12.8
Randy Foye,32.1,OKC,Combo,519,65,-1.7,70,-2.1,4,+5.0%,9,-1.8%,6,+5.0,0,+7.9,98,-25.8
Tim Frazier,25.0,POR,Point,219,90,-4.8,45,+0.5,74,-1.4%,86,+1.5%,80,-2.5,85,-2.2,64,-3.8
Tim Frazier,25.0,NOP,Point,462,81,-3.5,100,-14.6,0,+8.1%,14,-1.4%,0,+11.1,1,+5.7,0,+43.0
Channing Frye,32.5,ORL,Big,751,68,-1.9,57,-0.7,73,-1.3%,74,+0.9%,27,+1.9,29,+1.2,38,+3.6
Channing Frye,32.5,CLE,Big,397,75,-2.6,62,-1.3,28,+1.5%,93,+2.3%,89,-3.9,74,-1.2,94,-18.9
Danilo Gallinari,27.2,DEN,Forward,1834,54,-0.5,35,+1.6,86,-2.4%,80,+1.2%,73,-1.8,75,-1.3,55,-1.5
Langston Galloway,23.9,NYK,Combo,1966,74,-2.4,58,-0.9,42,+0.6%,77,+1.1%,83,-2.9,75,-1.3,80,-9.1
Kevin Garnett,39.5,MIN,Big,555,100,-13.5,99,-10.6,97,-4.8%,100,+5.6%,94,-5.0,98,-4.8,38,+3.6
Marc Gasol,30.8,MEM,Big,1788,87,-4.3,91,-5.4,72,-1.3%,54,+0.1%,81,-2.7,73,-1.2,75,-7.2
Pau Gasol,35.3,CHI,Big,2288,71,-2.2,90,-4.9,11,+3.2%,6,-2.2%,10,+4.0,4,+3.8,58,-2.6
Rudy Gay,29.2,SAC,Forward,2371,55,-0.5,42,+0.8,79,-1.9%,81,+1.3%,75,-1.9,89,-2.6,30,+6.3
Alonzo Gee,28.4,NOP,Wing,1570,88,-4.6,92,-5.6,56,-0.4%,22,-1.0%,16,+3.2,25,+1.4,19,+11.2
Paul George,25.5,IND,Forward,2810,58,-0.9,54,-0.5,25,+1.7%,44,-0.3%,74,-1.8,18,+1.7,98,-25.3
Taj Gibson,30.4,CHI,Big,1923,53,-0.3,70,-2.1,27,+1.6%,5,-2.3%,26,+1.9,13,+2.2,60,-3.1
Manu Ginobili,38.3,SAS,Wing,1118,74,-2.5,75,-2.6,35,+1.0%,56,+0.2%,46,+0.4,36,+0.8,62,-3.4
Rudy Gobert,23.3,UTA,Big,1925,84,-3.8,83,-3.8,41,+0.7%,81,+1.3%,59,-0.5,74,-1.2,32,+5.5
Drew Gooden,34.1,WAS,Big,275,5,+8.5,46,+0.4,1,+8.0%,55,+0.1%,2,+9.3,8,+2.9,1,+35.9
Archie Goodwin,21.2,PHX,Combo,1026,8,+6.3,9,+5.7,55,-0.3%,4,-2.4%,33,+1.5,23,+1.5,55,-1.5
Aaron Gordon,20.1,ORL,Forward,1803,59,-0.9,58,-0.9,48,+0.2%,59,+0.3%,62,-0.7,34,+0.9,81,-9.8
Eric Gordon,26.9,NOP,Wing,1473,77,-2.8,92,-5.5,47,+0.3%,34,-0.5%,30,+1.7,26,+1.3,45,+1.2
Marcin Gortat,31.7,WAS,Big,2248,67,-1.9,69,-2.0,73,-1.4%,61,+0.3%,56,-0.3,64,-0.7,38,+3.6
Jerami Grant,21.6,PHI,Forward,2020,62,-1.3,66,-1.8,46,+0.4%,30,-0.6%,61,-0.7,34,+0.9,80,-9.3
Jerian Grant,23.1,NYK,Point,1182,61,-1.2,44,+0.6,18,+2.3%,45,-0.2%,27,+1.8,23,+1.5,48,+0.5
Danny Green,28.4,SAS,Wing,2015,77,-2.9,73,-2.3,85,-2.4%,55,+0.1%,59,-0.5,82,-1.8,21,+10.0
Draymond Green,25.7,GSW,Big,2797,99,-11.9,99,-11.6,92,-3.2%,50,-0.0%,91,-4.5,77,-1.3,91,-16.8
Gerald Green,29.8,MIA,Wing,1490,44,+0.8,11,+5.3,62,-0.8%,78,+1.1%,84,-3.0,61,-0.5,91,-17.0
JaMychal Green,25.4,MEM,Big,1343,60,-1.0,27,+2.5,80,-1.9%,82,+1.3%,91,-4.5,94,-3.6,65,-4.0
Jeff Green,29.2,MEM,Forward,1519,56,-0.6,22,+3.1,39,+0.7%,50,-0.0%,79,-2.4,28,+1.2,97,-23.7
Jeff Green,29.2,LAC,Forward,631,4,+9.4,2,+10.3,60,-0.7%,97,+3.0%,18,+2.7,82,-1.8,4,+25.9
Blake Griffin,26.6,LAC,Big,1167,69,-2.0,48,+0.3,92,-3.3%,89,+1.7%,89,-4.0,89,-2.5,73,-6.3
PJ Hairston,22.9,CHA,Wing,931,6,+8.3,1,+11.6,48,+0.1%,25,-0.9%,46,+0.4,55,-0.2,35,+4.6
PJ Hairston,22.9,MEM,Wing,347,70,-2.1,82,-3.7,32,+1.2%,15,-1.3%,38,+1.2,75,-1.2,11,+16.1
Jordan Hamilton,25.1,NOP,Wing,301,2,+10.7,4,+9.3,1,+8.0%,6,-2.2%,76,-2.0,4,+3.9,100,-45.2
Tyler Hansbrough,30.0,CHA,Big,248,3,+9.5,1,+11.7,88,-2.8%,33,-0.5%,91,-4.5,80,-1.6,96,-22.5
Tim Hardaway Jr.,23.6,ATL,Wing,754,64,-1.6,33,+1.8,60,-0.6%,98,+3.1%,93,-4.9,83,-1.9,91,-17.0
James Harden,26.2,HOU,Combo,3118,46,+0.5,35,+1.5,74,-1.4%,9,-1.8%,67,-1.2,34,+0.9,84,-12.5
Maurice Harkless,22.5,POR,Forward,1405,42,+0.9,38,+1.2,12,+3.1%,28,-0.7%,30,+1.8,20,+1.6,50,+0.1
Montrezl Harrell,21.8,HOU,Big,348,82,-3.6,93,-6.1,76,-1.6%,56,+0.1%,49,+0.2,37,+0.7,59,-2.8
Devin Harris,32.7,DAL,Wing,1268,58,-0.8,61,-1.3,9,+3.5%,20,-1.0%,59,-0.5,41,+0.5,76,-7.5
Gary Harris,21.1,DEN,Wing,2416,25,+3.0,6,+8.0,68,-1.0%,13,-1.4%,85,-3.3,34,+0.9,99,-29.4
Tobias Harris,23.3,ORL,Forward,1604,58,-0.9,23,+3.0,97,-4.9%,39,-0.4%,84,-3.1,95,-3.8,34,+4.7
Tobias Harris,23.3,DET,Big,900,85,-3.8,90,-4.9,20,+2.0%,16,-1.2%,36,+1.3,33,+1.0,41,+3.0
Udonis Haslem,35.4,MIA,Big,191,16,+4.4,4,+9.4,90,-3.1%,99,+3.3%,50,+0.1,66,-0.8,25,+8.0
Spencer Hawes,27.5,CHA,Big,1001,83,-3.6,88,-4.5,49,+0.0%,30,-0.6%,71,-1.5,60,-0.5,74,-6.5
Gordon Hayward,25.6,UTA,Wing,2882,19,+4.1,30,+2.3,81,-2.0%,60,+0.3%,39,+1.1,51,+0.1,28,+6.9
Gerald Henderson,27.9,POR,Wing,1390,65,-1.7,65,-1.6,53,-0.2%,62,+0.3%,65,-1.1,85,-2.1,28,+6.7
John Henson,24.8,MIL,Big,931,77,-2.8,80,-3.3,20,+2.2%,48,-0.1%,92,-4.6,73,-1.2,93,-18.8
Mario Hezonja,20.7,ORL,Wing,1324,72,-2.3,57,-0.8,63,-0.8%,70,+0.8%,57,-0.4,50,+0.1,56,-2.1
Roy Hibbert,28.9,LAL,Big,1873,17,+4.4,22,+3.0,31,+1.3%,1,-3.1%,40,+1.0,15,+2.1,79,-8.7
JJ Hickson,27.2,DEN,Big,301,80,-3.3,83,-3.9,32,+1.2%,47,-0.1%,13,+3.6,20,+1.6,19,+11.3
JJ Hickson,27.2,WAS,Big,102,74,-2.5,96,-8.1,30,+1.4%,0,-5.1%,7,+4.9,17,+1.9,7,+19.9
Nene Hilario,33.1,WAS,Big,1077,67,-1.8,59,-0.9,71,-1.2%,59,+0.3%,43,+0.7,37,+0.7,56,-1.9
George Hill,29.5,IND,Point,2517,60,-1.1,31,+2.1,77,-1.6%,84,+1.4%,85,-3.2,81,-1.7,77,-7.8
Jordan Hill,28.3,IND,Big,1486,30,+2.2,62,-1.4,42,+0.6%,19,-1.1%,24,+2.0,63,-0.6,9,+17.1
Solomon Hill,24.6,IND,Forward,807,39,+1.1,45,+0.5,19,+2.3%,53,+0.1%,32,+1.6,65,-0.8,11,+15.4
Darrun Hilliard,22.6,DET,Wing,305,79,-3.2,78,-2.9,21,+2.0%,57,+0.2%,31,+1.6,59,-0.4,10,+16.5
