Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,22.3,OKC,Big,546,87,62.4%,97,84%,26,16%,0,0%,8,16%,0,0%,0,0%,0,0%
LaMarcus Aldridge,30.3,SAS,Big,336,55,52.7%,16,29%,89,32%,95,38%,100,69%,50,1%,47,1%,45,2%
Al-Farouq Aminu,25.1,POR,Forward,370,67,54.7%,33,30%,17,9%,44,12%,39,21%,89,22%,67,27%,83,49%
Kyle Anderson,22.1,SAS,Forward,100,22,41.7%,39,32%,100,26%,100,32%,100,58%,39,11%,0,0%,0,11%
Trevor Ariza,30.3,HOU,Forward,180,0,30.0%,6,25%,56,14%,22,6%,33,20%,100,25%,83,29%,100,55%
Leandro Barbosa,32.9,GSW,Wing,212,97,65.5%,93,42%,72,21%,21,9%,45,29%,48,12%,24,17%,28,28%
J.J. Barea,31.3,DAL,Point,100,13,34.8%,6,18%,100,53%,13,9%,100,62%,44,3%,13,18%,13,21%
Harrison Barnes,23.4,GSW,Forward,720,28,44.4%,11,26%,94,23%,78,17%,83,40%,72,18%,22,17%,44,34%
Matt Barnes,35.6,MEM,Forward,138,17,38.9%,72,47%,22,10%,28,8%,22,18%,17,6%,78,29%,50,35%
Nicolas Batum,26.9,CHA,Wing,143,21,44.4%,41,19%,41,13%,62,21%,55,34%,21,8%,90,40%,66,47%
Kent Bazemore,26.3,ATL,Wing,324,17,43.7%,79,38%,14,4%,24,10%,17,14%,72,18%,62,30%,72,48%
Patrick Beverley,27.3,HOU,Point,128,0,31.1%,31,23%,94,33%,6,8%,69,41%,88,13%,38,23%,69,36%
Bismack Biyombo,23.2,TOR,Big,504,76,58.0%,95,84%,3,9%,50,8%,11,16%,0,0%,0,0%,0,0%
Andrew Bogut,30.9,GSW,Big,364,84,62.3%,79,73%,66,25%,0,0%,26,25%,0,0%,53,3%,47,3%
Kentavious Caldwell-Pope,22.7,DET,Wing,160,79,56.0%,34,17%,66,19%,28,12%,48,31%,83,21%,66,31%,79,52%
DeMarre Carroll,29.3,TOR,Forward,595,33,46.8%,22,28%,83,20%,6,5%,44,25%,44,15%,89,32%,78,47%
Ian Clark,24.7,GSW,Combo,109,92,51.4%,77,36%,62,23%,8,10%,31,33%,31,3%,69,28%,69,31%
Allen Crabbe,23.6,POR,Wing,298,90,63.2%,21,14%,69,20%,76,24%,72,43%,52,12%,59,30%,59,42%
Jamal Crawford,35.6,LAC,Wing,197,7,40.2%,14,14%,90,27%,97,39%,97,66%,7,3%,28,17%,10,20%
Jae Crowder,25.3,BOS,Forward,195,11,33.8%,17,27%,11,7%,50,12%,28,19%,50,15%,100,40%,94,55%
Stephen Curry,27.6,GSW,Point,612,94,56.8%,19,22%,13,10%,25,11%,6,21%,75,8%,100,49%,100,56%
Ed Davis,26.4,POR,Big,204,63,55.3%,87,77%,58,23%,0,0%,21,23%,0,0%,0,0%,0,0%
DeMar DeRozan,26.2,TOR,Wing,745,3,40.1%,48,20%,86,24%,100,50%,100,74%,3,2%,0,3%,0,6%
Matthew Dellavedova,25.1,CLE,Point,218,19,39.8%,25,23%,88,31%,0,7%,56,39%,94,13%,56,26%,81,39%
