Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Richard Hamilton,28.7,DET,Wing,634,26,44.2%,48,20%,85,20%,96,51%,100,72%,22,4%,7,4%,7,8%
Matt Harpring,30.4,UTA,Wing,429,37,45.1%,93,36%,100,24%,74,37%,89,61%,19,3%,0,0%,0,3%
Al Harrington,26.7,GSW,Big,258,24,47.4%,34,34%,20,10%,46,17%,27,28%,95,11%,88,28%,93,39%
Devin Harris,23.7,DAL,Combo,160,91,53.3%,100,51%,0,7%,45,30%,36,36%,45,8%,27,5%,27,13%
Udonis Haslem,26.4,MIA,Big,102,27,48.0%,32,32%,56,20%,90,48%,83,68%,0,0%,0,0%,0,0%
Chuck Hayes,23.4,HOU,Big,196,98,70.6%,93,82%,24,12%,0,0%,5,12%,0,0%,80,6%,80,6%
Jarvis Hayes,25.2,WAS,Forward,137,8,40.2%,23,11%,77,22%,62,26%,77,48%,54,15%,69,26%,54,41%
Luther Head,23.9,HOU,Combo,138,27,40.6%,9,13%,27,9%,9,9%,9,19%,82,22%,91,47%,91,69%
Nene Hilario,24.1,DEN,Big,178,85,58.5%,95,85%,12,9%,15,6%,10,15%,0,0%,0,0%,0,0%
Grant Hill,34.1,ORL,Forward,142,31,50.0%,100,47%,15,5%,92,47%,92,53%,0,0%,0,0%,0,0%
Kirk Hinrich,25.8,CHI,Combo,361,55,43.9%,18,14%,36,10%,82,40%,55,50%,36,5%,82,31%,64,36%
Robert Horry,36.2,SAS,Big,357,61,53.4%,5,17%,0,3%,44,17%,12,20%,98,24%,98,39%,98,63%
Dwight Howard,20.9,ORL,Big,167,68,54.8%,90,79%,59,21%,0,0%,15,21%,0,0%,0,0%,0,0%
Josh Howard,26.5,DAL,Wing,247,85,55.1%,67,28%,81,20%,63,33%,74,54%,4,1%,37,17%,15,18%
Juwan Howard,33.7,HOU,Big,154,2,34.4%,22,25%,83,31%,83,44%,98,75%,0,0%,0,0%,0,0%
Larry Hughes,27.8,CLE,Combo,637,9,38.9%,27,17%,64,13%,91,43%,91,57%,55,9%,55,18%,55,27%
Lindsey Hunter,35.9,DET,Point,118,6,30.0%,33,20%,11,4%,11,16%,6,20%,94,20%,83,40%,89,60%
Zydrunas Ilgauskas,31.4,CLE,Big,647,29,49.2%,37,39%,71,22%,76,39%,80,61%,0,0%,0,0%,0,0%
Allen Iverson,31.4,DEN,Combo,222,18,39.0%,55,29%,100,26%,55,30%,82,56%,9,1%,36,14%,36,15%
Stephen Jackson,28.6,GSW,Wing,451,41,46.5%,78,32%,33,9%,7,15%,7,24%,33,6%,93,38%,67,44%
LeBron James,21.8,CLE,Wing,889,30,44.4%,81,33%,78,19%,44,30%,67,49%,11,2%,30,16%,19,18%
Antawn Jamison,30.4,WAS,Forward,172,46,51.9%,38,27%,85,23%,54,24%,69,48%,15,8%,46,17%,38,25%
Richard Jefferson,26.4,BKN,Forward,487,54,52.1%,85,42%,23,8%,69,26%,31,34%,31,9%,38,15%,31,24%
Damon Jones,30.2,CLE,Combo,136,64,44.2%,0,4%,18,8%,0,4%,0,12%,100,35%,100,50%,100,85%
James Jones,26.1,PHX,Wing,160,100,64.7%,0,6%,0,0%,81,41%,44,41%,44,9%,96,44%,89,53%
Jason Kidd,33.6,BKN,Point,483,89,55.9%,39,22%,17,4%,28,20%,17,24%,78,14%,78,39%,78,54%
Andrei Kirilenko,25.7,UTA,Wing,521,33,45.0%,100,48%,52,12%,56,32%,52,45%,15,2%,11,5%,4,7%
Shawn Marion,28.5,PHX,Forward,454,77,54.3%,92,43%,92,25%,31,11%,46,35%,46,11%,23,11%,23,22%
Donyell Marshall,33.5,CLE,Big,201,20,44.1%,15,22%,2,4%,22,9%,7,13%,100,35%,93,29%,100,65%
Jason Maxiell,23.7,DET,Big,131,95,67.9%,61,54%,59,21%,56,25%,54,46%,0,0%,0,0%,0,0%
Antonio McDyess,32.2,DET,Big,348,5,36.3%,24,26%,24,12%,98,62%,90,74%,0,0%,0,0%,0,0%
Tracy McGrady,27.4,HOU,Wing,279,7,42.5%,52,21%,56,13%,89,44%,85,57%,7,1%,56,21%,33,22%
Darko Milicic,21.4,ORL,Big,114,88,58.8%,44,44%,95,47%,22,9%,71,56%,0,0%,0,0%,0,0%
Paul Millsap,21.7,UTA,Big,247,56,52.6%,83,74%,39,16%,27,9%,22,25%,0,0%,73,1%,68,1%
Yao Ming,26.1,HOU,Big,259,17,44.0%,29,30%,100,60%,32,10%,85,70%,0,0%,0,0%,0,0%
Mikki Moore,31.0,BKN,Big,393,73,56.6%,41,43%,17,10%,88,46%,73,57%,0,0%,0,0%,0,0%
Ronald Murray,27.3,DET,Combo,124,0,36.7%,91,47%,91,20%,36,27%,45,47%,18,3%,9,3%,9,7%
Bostjan Nachbar,26.3,BKN,Forward,273,38,51.6%,31,24%,8,3%,46,23%,23,26%,85,24%,69,26%,69,50%
Steve Nash,32.7,PHX,Point,412,72,52.2%,56,26%,94,16%,44,33%,61,49%,28,2%,44,23%,39,24%
Jameer Nelson,24.7,ORL,Point,129,44,47.0%,61,28%,50,10%,50,34%,56,44%,72,10%,33,18%,44,28%
Andres Nocioni,26.9,CHI,Wing,189,11,43.2%,44,20%,63,15%,26,21%,30,36%,63,12%,85,32%,70,44%
Dirk Nowitzki,28.4,DAL,Big,237,12,40.9%,12,22%,44,16%,80,42%,76,58%,78,1%,85,19%,85,20%
Shaquille O'Neal,34.7,MIA,Big,120,71,55.9%,68,59%,93,41%,0,0%,44,41%,0,0%,0,0%,0,0%
Fabricio Oberto,31.6,SAS,Big,414,93,63.3%,85,76%,46,18%,17,6%,20,24%,0,0%,0,0%,0,0%
Lamar Odom,27.0,LAL,Big,191,37,50.0%,54,47%,78,26%,39,14%,41,40%,83,1%,83,12%,83,13%
Mehmet Okur,27.4,UTA,Big,584,22,45.6%,2,16%,34,14%,63,27%,46,41%,88,3%,100,40%,95,43%
Anthony Parker,31.4,TOR,Wing,239,56,47.5%,26,15%,41,10%,93,45%,78,55%,70,15%,26,15%,44,30%
Tony Parker,24.5,SAS,Point,746,61,49.4%,100,43%,78,15%,67,37%,78,52%,17,1%,11,4%,11,5%
Sasha Pavlovic,23.0,CLE,Wing,611,22,43.9%,96,40%,37,10%,19,20%,15,29%,59,11%,48,20%,48,31%
Morris Peterson,29.2,TOR,Wing,183,96,62.1%,37,17%,22,7%,67,34%,48,41%,67,14%,67,28%,63,41%
Mickael Pietrus,24.7,GSW,Forward,203,15,43.6%,46,32%,0,2%,23,9%,8,11%,92,45%,31,13%,85,57%
James Posey,29.8,MIA,Wing,136,70,52.0%,15,12%,11,4%,4,12%,4,16%,96,36%,89,36%,96,72%
Tayshaun Prince,26.7,DET,Wing,660,48,46.7%,74,31%,89,21%,33,26%,59,47%,56,11%,19,11%,30,22%
Jason Richardson,25.8,GSW,Wing,426,89,56.0%,56,22%,48,11%,15,19%,19,30%,78,16%,78,32%,81,48%
Eric Snow,33.5,CLE,Point,241,11,34.3%,94,40%,67,14%,83,46%,94,60%,0,0%,0,0%,0,0%
Jerry Stackhouse,32.0,DAL,Wing,168,4,41.5%,33,17%,26,8%,41,29%,37,37%,85,25%,59,22%,78,46%
DeShawn Stevenson,25.6,WAS,Wing,122,0,22.8%,85,35%,0,0%,30,24%,11,24%,74,15%,63,26%,59,41%
Amar'e Stoudemire,24.0,PHX,Big,342,54,52.6%,51,45%,88,34%,51,20%,63,53%,80,1%,68,1%,71,2%
Jason Terry,29.1,DAL,Point,229,50,47.8%,44,23%,89,15%,39,27%,50,43%,67,9%,50,25%,50,34%
Kurt Thomas,34.1,PHX,Big,205,44,50.8%,10,21%,37,14%,100,65%,100,79%,0,0%,0,0%,0,0%
Tyrus Thomas,20.2,CHI,Big,105,10,40.5%,73,62%,63,22%,41,16%,34,38%,0,0%,0,0%,0,0%
Hedo Turkoglu,27.6,ORL,Wing,155,78,53.0%,41,18%,96,22%,85,42%,93,64%,37,8%,15,10%,11,18%
Anderson Varejao,24.1,CLE,Big,443,63,53.5%,76,69%,66,22%,29,9%,32,31%,0,0%,0,0%,0,0%
Jacque Vaughn,31.7,SAS,Point,192,17,37.0%,6,9%,83,15%,100,76%,100,91%,0,0%,0,0%,0,0%
Dwyane Wade,24.8,MIA,Combo,161,45,43.4%,64,31%,73,14%,100,49%,100,64%,0,0%,18,5%,0,5%
Ben Wallace,32.1,CHI,Big,369,83,57.7%,78,69%,73,23%,20,8%,29,31%,0,0%,0,0%,0,0%
Rasheed Wallace,32.1,DET,Big,571,41,50.3%,0,16%,54,20%,66,28%,61,48%,93,8%,90,29%,88,36%
Luke Walton,26.6,LAL,Forward,127,23,47.1%,62,34%,100,29%,8,6%,38,34%,23,9%,54,23%,46,31%
Chris Webber,33.7,DET,Big,403,51,52.4%,56,52%,68,22%,59,25%,59,48%,0,0%,71,1%,63,1%
Deron Williams,22.3,UTA,Point,654,56,49.3%,72,30%,72,15%,61,36%,72,50%,22,1%,39,19%,33,20%
Jason Williams,31.0,MIA,Point,110,0,29.6%,17,15%,61,11%,6,15%,22,26%,50,7%,100,52%,83,59%
Antoine Wright,22.7,BKN,Forward,149,92,56.5%,77,35%,62,19%,85,32%,85,52%,38,10%,15,3%,15,13%
