Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,31.3,HOU,Big,784,46,-0.5%,37,-1.4%,77,+2.2%,81,+1.3%,85,+3.4%,44,-0.2%,25,-1.9%,27,-2.1%
Kyle Anderson,31.1,GSW,Big,508,7,-4.5%,29,-1.9%,79,+2.3%,69,+0.7%,81,+3.0%,62,+0.4%,29,-1.5%,36,-1.1%
Kyle Anderson,31.1,MIA,Big,444,32,-1.3%,90,+3.4%,50,-0.0%,52,-0.1%,49,-0.1%,60,+0.3%,10,-3.7%,17,-3.3%
Giannis Antetokounmpo,29.9,MIL,Big,2287,96,+4.1%,100,+10.6%,6,-4.5%,43,-0.4%,8,-4.9%,59,+0.3%,2,-5.9%,5,-5.7%
Harrison Barnes,32.4,SAS,Big,2224,87,+2.2%,15,-3.1%,52,+0.1%,47,-0.2%,48,-0.1%,97,+2.7%,57,+0.5%,82,+3.2%
Nicolas Batum,35.9,LAC,Forward,1344,24,-2.0%,20,-2.7%,15,-2.9%,70,+0.8%,23,-2.1%,88,+1.7%,83,+3.1%,92,+4.8%
Bradley Beal,31.3,PHX,Wing,1699,68,+0.7%,78,+2.2%,39,-0.7%,88,+1.9%,63,+1.1%,47,-0.1%,14,-3.2%,17,-3.3%
Malik Beasley,27.9,DET,Wing,2272,75,+1.2%,4,-5.5%,42,-0.4%,18,-1.4%,26,-1.9%,78,+1.2%,97,+6.2%,98,+7.3%
Bismack Biyombo,32.2,SAS,Big,511,63,+0.5%,0,-13.9%,98,+6.8%,100,+5.5%,100,+12.3%,74,+1.0%,59,+0.6%,68,+1.6%
Devin Booker,28.0,PHX,Combo,2780,57,+0.1%,59,+0.7%,14,-2.9%,38,-0.6%,14,-3.5%,76,+1.1%,71,+1.8%,79,+2.9%
Malcolm Brogdon,31.9,WAS,Combo,563,76,+1.2%,82,+2.5%,64,+1.1%,83,+1.5%,77,+2.6%,41,-0.3%,6,-4.8%,7,-5.1%
Jaylen Brown,28.0,BOS,Wing,2154,87,+2.2%,88,+3.2%,88,+3.3%,68,+0.7%,88,+4.0%,15,-1.5%,3,-5.7%,2,-7.2%
Alec Burks,33.3,MIA,Wing,859,74,+1.1%,41,-1.0%,56,+0.4%,74,+0.9%,65,+1.3%,98,+3.0%,13,-3.3%,45,-0.3%
Jimmy Butler,35.1,MIA,Forward,765,83,+1.9%,92,+4.0%,33,-1.1%,16,-1.5%,19,-2.6%,65,+0.5%,25,-1.9%,33,-1.4%
Jimmy Butler,35.1,GSW,Forward,979,21,-2.3%,13,-3.4%,84,+2.8%,86,+1.6%,90,+4.4%,94,+2.2%,14,-3.2%,37,-1.0%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,70,+0.8%,39,-1.1%,43,-0.4%,94,+2.6%,73,+2.2%,11,-1.8%,60,+0.7%,36,-1.1%
Clint Capela,30.5,ATL,Big,1173,12,-3.5%,84,+2.7%,70,+1.6%,68,+0.7%,73,+2.2%,6,-2.3%,19,-2.6%,7,-5.0%
Jordan Clarkson,32.4,UTA,Combo,961,37,-0.9%,41,-1.0%,64,+1.1%,62,+0.3%,67,+1.4%,15,-1.4%,63,+0.9%,43,-0.5%
Mike Conley,37.1,MIN,Point,1755,72,+0.9%,22,-2.5%,72,+1.7%,70,+0.8%,76,+2.4%,64,+0.5%,43,-0.5%,49,+0.0%
Pat Connaughton,31.8,MIL,Wing,570,45,-0.5%,85,+2.9%,47,-0.2%,6,-2.2%,21,-2.4%,66,+0.6%,35,-1.1%,42,-0.5%
Seth Curry,34.2,CHA,Wing,1056,61,+0.4%,17,-2.9%,53,+0.1%,91,+2.1%,74,+2.3%,52,+0.1%,58,+0.6%,58,+0.7%
Stephen Curry,36.6,GSW,Point,2250,100,+7.1%,93,+4.2%,13,-3.0%,12,-1.7%,8,-4.6%,64,+0.5%,50,-0.1%,56,+0.4%
Anthony Davis,31.6,LAL,Big,1439,59,+0.2%,90,+3.5%,79,+2.3%,94,+2.6%,93,+4.9%,7,-2.1%,1,-6.3%,1,-8.4%
Anthony Davis,31.6,DAL,Big,265,87,+2.4%,95,+4.9%,2,-5.8%,97,+3.5%,22,-2.3%,58,+0.3%,16,-2.9%,21,-2.7%
DeMar DeRozan,35.2,SAC,Wing,2761,71,+0.9%,24,-2.4%,79,+2.3%,100,+6.4%,99,+8.7%,20,-1.1%,4,-5.2%,3,-6.4%
Spencer Dinwiddie,31.6,DAL,Combo,2097,30,-1.4%,55,+0.3%,69,+1.6%,12,-1.7%,48,-0.1%,90,+1.9%,24,-2.1%,47,-0.2%
Andre Drummond,31.2,PHI,Big,741,8,-4.2%,49,-0.1%,97,+6.5%,54,+0.0%,97,+6.5%,33,-0.7%,3,-5.8%,3,-6.4%
Kris Dunn,30.6,LAC,Combo,1779,68,+0.7%,27,-2.1%,78,+2.2%,25,-1.0%,63,+1.1%,78,+1.1%,49,-0.1%,60,+1.0%
Kevin Durant,36.1,PHX,Big,2262,99,+5.8%,51,-0.0%,91,+3.9%,90,+2.1%,95,+6.0%,25,-1.0%,6,-5.0%,4,-6.0%
Joel Embiid,30.6,PHI,Big,574,16,-3.0%,17,-2.9%,36,-1.0%,98,+4.1%,82,+3.1%,67,+0.7%,37,-0.9%,46,-0.3%
Dante Exum,29.3,DAL,Combo,370,27,-1.8%,33,-1.7%,59,+0.6%,87,+1.8%,75,+2.4%,21,-1.1%,56,+0.4%,40,-0.7%
Dorian Finney-Smith,31.5,BKN,Big,579,99,+6.7%,85,+2.9%,3,-5.5%,58,+0.1%,6,-5.3%,52,+0.1%,78,+2.4%,75,+2.4%
Dorian Finney-Smith,31.5,LAL,Forward,1236,95,+3.7%,26,-2.2%,17,-2.6%,65,+0.4%,22,-2.2%,67,+0.7%,88,+3.7%,90,+4.4%
Paul George,34.5,PHI,Wing,1321,57,+0.1%,26,-2.2%,31,-1.3%,96,+3.2%,70,+1.8%,63,+0.5%,50,-0.1%,55,+0.4%
Taj Gibson,39.4,CHA,Big,386,14,-3.3%,14,-3.3%,96,+5.5%,91,+2.2%,98,+7.7%,26,-1.0%,13,-3.3%,10,-4.3%
Rudy Gobert,32.4,MIN,Big,2382,43,-0.7%,73,+1.8%,79,+2.3%,66,+0.5%,80,+2.9%,4,-2.5%,23,-2.2%,9,-4.6%
Aaron Gordon,29.1,DEN,Big,1444,94,+3.6%,79,+2.2%,33,-1.2%,21,-1.3%,20,-2.4%,68,+0.7%,43,-0.5%,53,+0.3%
Eric Gordon,35.9,PHI,Wing,756,92,+3.1%,56,+0.4%,62,+0.9%,24,-1.1%,47,-0.2%,20,-1.2%,64,+1.0%,48,-0.2%
Jerami Grant,30.6,POR,Big,1523,17,-2.9%,63,+0.8%,28,-1.6%,80,+1.2%,44,-0.4%,75,+1.0%,29,-1.5%,43,-0.5%
Draymond Green,34.7,GSW,Big,1980,98,+5.7%,84,+2.7%,10,-3.5%,15,-1.6%,7,-5.0%,97,+2.7%,45,-0.4%,75,+2.4%
Jeff Green,38.2,HOU,Forward,348,66,+0.6%,1,-9.1%,78,+2.2%,10,-1.8%,56,+0.4%,99,+3.5%,95,+5.2%,99,+8.7%
Tim Hardaway Jr.,32.6,DET,Forward,2152,69,+0.8%,81,+2.4%,75,+1.9%,72,+0.8%,79,+2.8%,10,-1.9%,13,-3.3%,6,-5.2%
James Harden,35.2,LAC,Point,2787,69,+0.8%,45,-0.6%,46,-0.2%,0,-4.5%,8,-4.7%,74,+0.9%,92,+4.4%,94,+5.3%
Gary Harris,30.1,ORL,Wing,709,60,+0.3%,47,-0.3%,56,+0.3%,33,-0.7%,43,-0.4%,81,+1.3%,41,-0.6%,58,+0.7%
Tobias Harris,32.3,DET,Forward,2305,85,+2.1%,79,+2.2%,82,+2.5%,61,+0.2%,79,+2.8%,49,-0.0%,5,-5.0%,7,-5.0%
Buddy Hield,31.9,GSW,Wing,1834,39,-0.8%,46,-0.5%,42,-0.5%,70,+0.7%,55,+0.3%,47,-0.1%,56,+0.4%,54,+0.3%
Jrue Holiday,34.4,BOS,Combo,1891,40,-0.8%,51,+0.0%,68,+1.4%,44,-0.3%,62,+1.1%,61,+0.3%,30,-1.4%,36,-1.1%
Richaun Holmes,31.0,WAS,Big,507,97,+4.5%,79,+2.2%,48,-0.2%,42,-0.4%,41,-0.6%,45,-0.2%,29,-1.5%,30,-1.7%
Al Horford,38.4,BOS,Big,1658,66,+0.6%,26,-2.2%,37,-0.8%,44,-0.3%,34,-1.1%,96,+2.7%,60,+0.7%,83,+3.3%
Joe Ingles,37.1,MIN,Forward,114,35,-1.1%,64,+0.9%,94,+4.5%,57,+0.1%,92,+4.6%,9,-1.9%,11,-3.6%,5,-5.5%
Brandon Ingram,27.2,NOP,Wing,595,53,-0.2%,40,-1.1%,17,-2.6%,100,+5.1%,77,+2.5%,38,-0.5%,37,-0.9%,33,-1.4%
Kyrie Irving,32.6,DAL,Combo,1802,77,+1.3%,17,-3.0%,38,-0.8%,74,+0.9%,53,+0.1%,48,-0.0%,81,+2.9%,79,+2.9%
Reggie Jackson,34.5,PHI,Combo,362,32,-1.3%,37,-1.3%,68,+1.4%,50,-0.1%,65,+1.3%,79,+1.2%,34,-1.2%,49,+0.0%
LeBron James,39.8,LAL,Big,2443,76,+1.2%,95,+5.1%,6,-4.3%,22,-1.2%,5,-5.6%,70,+0.8%,45,-0.4%,55,+0.4%
Nikola Jokic,29.7,DEN,Big,2570,100,+8.5%,96,+5.5%,41,-0.5%,5,-2.4%,18,-2.9%,70,+0.8%,13,-3.4%,21,-2.6%
Tyus Jones,28.5,PHX,Point,2163,66,+0.6%,23,-2.4%,42,-0.5%,6,-2.2%,19,-2.6%,89,+1.8%,85,+3.3%,93,+5.1%
Derrick Jones Jr.,27.7,LAC,Big,1864,82,+1.8%,90,+3.5%,38,-0.7%,13,-1.6%,21,-2.4%,27,-1.0%,48,-0.2%,35,-1.1%
DeAndre Jordan,36.3,DEN,Big,670,3,-5.8%,3,-5.9%,96,+5.5%,79,+1.2%,97,+6.7%,9,-2.0%,66,+1.2%,40,-0.8%
Cory Joseph,33.2,ORL,Point,552,90,+2.8%,11,-3.8%,50,-0.1%,55,+0.0%,50,-0.0%,83,+1.4%,78,+2.4%,86,+3.8%
Zach LaVine,29.6,CHI,Wing,1431,98,+5.6%,64,+0.9%,62,+0.9%,97,+3.5%,89,+4.4%,3,-2.8%,20,-2.5%,6,-5.3%
Zach LaVine,29.6,SAC,Combo,1169,84,+2.0%,74,+1.8%,39,-0.7%,4,-2.4%,16,-3.2%,77,+1.1%,54,+0.2%,65,+1.3%
Caris LeVert,30.2,CLE,Wing,896,85,+2.1%,86,+2.9%,9,-3.6%,16,-1.5%,7,-5.1%,60,+0.3%,72,+1.9%,74,+2.2%
Caris LeVert,30.2,ATL,Wing,691,18,-2.7%,83,+2.6%,53,+0.2%,36,-0.7%,42,-0.5%,37,-0.5%,28,-1.6%,27,-2.1%
Alex Len,31.4,SAC,Big,215,2,-7.4%,0,-12.5%,98,+7.0%,38,-0.6%,96,+6.5%,82,+1.4%,93,+4.6%,95,+6.0%
