Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Dorian Finney-Smith,26.5,DAL,Forward,2116,86,-2.5%,46,+0.5%,88,-2.1%,44,+0.0%,80,-2.0%,42,+0.2%,22,+1.4%,25,+1.6%
Bryn Forbes,26.3,SAS,Wing,1570,19,+1.9%,51,+0.2%,4,+2.7%,4,+2.5%,1,+5.2%,70,-0.5%,100,-4.9%,100,-5.4%
Evan Fournier,27.0,ORL,Wing,2075,10,+2.9%,94,-4.2%,6,+2.6%,7,+2.1%,3,+4.8%,30,+0.5%,74,-1.1%,63,-0.6%
Tim Frazier,29.0,DET,Point,322,56,-0.4%,97,-5.2%,2,+3.1%,5,+2.4%,1,+5.5%,64,-0.3%,51,+0.1%,56,-0.3%
Danilo Gallinari,31.2,OKC,Big,1833,3,+5.0%,52,+0.2%,61,-0.5%,29,+0.7%,42,+0.2%,62,-0.3%,54,-0.0%,58,-0.3%
Langston Galloway,27.9,DET,Wing,1684,39,+0.4%,58,-0.2%,34,+0.6%,65,-0.7%,47,-0.0%,12,+1.3%,71,-1.0%,46,+0.3%
Marc Gasol,34.8,TOR,Big,1157,82,-2.3%,94,-4.0%,12,+2.0%,17,+1.3%,8,+3.3%,75,-0.6%,25,+1.3%,38,+0.7%
Rudy Gay,33.2,SAS,Big,1455,66,-0.9%,64,-0.8%,74,-1.1%,72,-0.9%,80,-2.1%,19,+0.9%,15,+2.0%,11,+2.9%
Paul George,29.5,LAC,Wing,1412,27,+1.3%,60,-0.4%,52,-0.2%,27,+0.8%,36,+0.6%,24,+0.7%,68,-0.9%,54,-0.2%
Taj Gibson,34.4,NYK,Big,1020,9,+3.1%,44,+0.5%,65,-0.7%,73,-1.0%,75,-1.7%,24,+0.7%,43,+0.4%,31,+1.1%
Rudy Gobert,27.3,UTA,Big,2331,90,-3.3%,95,-4.4%,29,+0.9%,19,+1.2%,18,+2.1%,40,+0.2%,14,+2.1%,16,+2.3%
Aaron Gordon,24.1,ORL,Forward,2017,17,+2.1%,83,-2.5%,39,+0.3%,17,+1.3%,22,+1.6%,15,+1.1%,57,-0.3%,35,+0.8%
Eric Gordon,30.9,HOU,Wing,1016,34,+0.9%,70,-1.3%,12,+2.0%,49,-0.1%,20,+2.0%,93,-1.5%,35,+0.8%,64,-0.7%
Treveon Graham,26.0,MIN,Forward,640,34,+0.8%,38,+0.9%,53,-0.3%,69,-0.8%,67,-1.1%,13,+1.2%,70,-1.0%,48,+0.2%
Treveon Graham,26.0,ATL,Forward,246,82,-2.2%,88,-3.0%,38,+0.5%,77,-1.1%,57,-0.6%,12,+1.3%,12,+2.4%,5,+3.6%
Jerami Grant,25.6,DEN,Big,1860,21,+1.8%,23,+2.0%,52,-0.2%,52,-0.2%,52,-0.4%,48,+0.0%,83,-1.6%,79,-1.6%
Danny Green,32.4,LAL,Wing,1684,24,+1.5%,15,+2.6%,73,-1.1%,92,-2.1%,88,-3.2%,50,-0.0%,38,+0.7%,39,+0.6%
Draymond Green,29.7,GSW,Big,1221,82,-2.2%,92,-3.6%,54,-0.3%,5,+2.4%,18,+2.1%,56,-0.1%,19,+1.6%,26,+1.5%
JaMychal Green,29.4,LAC,Big,1248,68,-1.0%,36,+1.0%,62,-0.6%,82,-1.3%,78,-1.9%,47,+0.0%,33,+0.9%,34,+0.9%
Jeff Green,33.2,UTA,Forward,545,17,+2.2%,43,+0.6%,32,+0.8%,56,-0.3%,39,+0.4%,81,-0.8%,58,-0.3%,72,-1.1%
Jeff Green,33.2,HOU,Forward,390,3,+4.8%,66,-0.9%,23,+1.1%,23,+1.0%,18,+2.1%,13,+1.2%,90,-2.3%,74,-1.1%
Blake Griffin,30.6,DET,Big,512,63,-0.8%,56,-0.1%,83,-1.7%,88,-1.7%,90,-3.4%,50,-0.0%,4,+3.6%,5,+3.6%
Tim Hardaway Jr.,27.6,DAL,Wing,2090,63,-0.8%,69,-1.2%,79,-1.5%,30,+0.6%,61,-0.8%,44,+0.1%,16,+1.9%,19,+2.0%
James Harden,30.2,HOU,Point,2482,93,-4.1%,65,-0.9%,49,-0.0%,70,-0.9%,63,-0.9%,17,+1.0%,35,+0.8%,22,+1.8%
Maurice Harkless,26.5,LAC,Forward,1131,52,-0.2%,6,+4.0%,60,-0.5%,57,-0.4%,62,-0.9%,84,-0.9%,89,-2.2%,95,-3.1%
Maurice Harkless,26.5,NYK,Wing,285,13,+2.5%,6,+3.8%,95,-3.4%,56,-0.3%,91,-3.7%,93,-1.4%,25,+1.2%,54,-0.1%
Montrezl Harrell,25.8,LAC,Big,1724,69,-1.1%,34,+1.2%,84,-1.7%,45,+0.0%,74,-1.6%,61,-0.3%,36,+0.7%,42,+0.5%
Gary Harris,25.1,DEN,Wing,1779,78,-1.9%,63,-0.7%,43,+0.1%,14,+1.5%,22,+1.6%,60,-0.2%,64,-0.6%,67,-0.9%
Joe Harris,28.2,BKN,Wing,2122,12,+2.6%,5,+4.1%,4,+2.7%,89,-1.8%,31,+0.9%,77,-0.7%,99,-4.4%,99,-5.0%
Tobias Harris,27.3,PHI,Forward,2468,57,-0.4%,56,-0.2%,75,-1.2%,67,-0.7%,79,-2.0%,67,-0.4%,10,+2.5%,18,+2.1%
Gordon Hayward,29.6,BOS,Forward,1737,49,-0.0%,12,+3.0%,3,+2.9%,66,-0.7%,16,+2.2%,97,-1.9%,96,-3.3%,100,-5.2%
John Henson,28.8,CLE,Big,405,88,-2.7%,90,-3.3%,55,-0.4%,30,+0.7%,40,+0.3%,27,+0.6%,12,+2.3%,10,+2.9%
John Henson,28.8,DET,Big,188,92,-3.9%,50,+0.3%,56,-0.4%,61,-0.5%,63,-0.9%,87,-1.0%,19,+1.6%,39,+0.6%
Juan Hernangomez,24.1,DEN,Forward,370,42,+0.2%,2,+5.4%,75,-1.2%,100,-3.8%,97,-5.0%,71,-0.5%,49,+0.2%,59,-0.4%
Juan Hernangomez,24.1,MIN,Big,407,0,+7.4%,4,+4.4%,93,-2.9%,76,-1.1%,93,-3.9%,12,+1.3%,85,-1.7%,61,-0.5%
Willy Hernangomez,25.4,CHA,Big,320,88,-2.8%,48,+0.4%,85,-1.7%,22,+1.1%,57,-0.7%,81,-0.8%,28,+1.1%,44,+0.3%
Mario Hezonja,24.7,POR,Forward,803,64,-0.8%,85,-2.7%,24,+1.1%,79,-1.2%,49,-0.2%,26,+0.7%,13,+2.2%,11,+2.9%
Buddy Hield,26.9,SAC,Wing,2201,44,+0.1%,27,+1.6%,57,-0.4%,67,-0.8%,69,-1.2%,32,+0.4%,67,-0.8%,58,-0.4%
George Hill,33.5,MIL,Combo,1264,38,+0.5%,63,-0.7%,72,-1.0%,78,-1.1%,81,-2.2%,61,-0.2%,6,+3.2%,11,+2.9%
Solomon Hill,28.6,MEM,Forward,874,25,+1.4%,7,+3.7%,48,-0.0%,71,-0.9%,63,-0.9%,87,-1.0%,86,-1.8%,92,-2.8%
Solomon Hill,28.6,MIA,Forward,183,65,-0.9%,90,-3.2%,63,-0.6%,60,-0.5%,67,-1.1%,99,-2.4%,0,+6.7%,4,+4.3%
Jrue Holiday,29.4,NOP,Combo,2115,80,-2.0%,99,-6.9%,23,+1.1%,8,+2.0%,9,+3.1%,20,+0.9%,8,+2.9%,4,+3.8%
Justin Holiday,30.6,IND,Wing,1805,59,-0.5%,38,+0.9%,30,+0.8%,76,-1.1%,50,-0.2%,73,-0.6%,54,-0.1%,64,-0.6%
Rondae Hollis-Jefferson,24.8,TOR,Big,1092,24,+1.5%,53,-0.0%,65,-0.7%,75,-1.0%,75,-1.7%,29,+0.6%,26,+1.2%,23,+1.7%
Richaun Holmes,26.0,SAC,Big,1229,64,-0.9%,53,+0.1%,49,-0.1%,4,+2.5%,14,+2.5%,93,-1.4%,73,-1.1%,90,-2.5%
Rodney Hood,27.0,POR,Forward,618,62,-0.7%,59,-0.4%,3,+2.9%,11,+1.7%,4,+4.6%,94,-1.6%,94,-2.6%,98,-4.2%
Al Horford,33.4,PHI,Big,2022,61,-0.7%,19,+2.3%,82,-1.6%,40,+0.2%,71,-1.4%,86,-1.0%,51,+0.1%,69,-0.9%
Danuel House,26.4,HOU,Forward,1875,53,-0.2%,43,+0.7%,76,-1.3%,44,+0.1%,68,-1.2%,35,+0.4%,49,+0.2%,41,+0.5%
Dwight Howard,33.9,LAL,Big,1266,19,+1.9%,98,-5.6%,21,+1.2%,6,+2.3%,7,+3.5%,19,+0.9%,27,+1.2%,18,+2.1%
Serge Ibaka,30.1,TOR,Big,1476,46,+0.0%,54,-0.0%,36,+0.5%,54,-0.3%,41,+0.3%,59,-0.2%,53,-0.0%,56,-0.2%
Andre Iguodala,35.8,MIA,Forward,412,93,-4.1%,44,+0.6%,46,+0.0%,81,-1.3%,69,-1.3%,33,+0.4%,46,+0.3%,38,+0.7%
Ersan Ilyasova,32.5,MIL,Big,970,4,+4.7%,42,+0.7%,94,-3.0%,52,-0.2%,88,-3.2%,11,+1.3%,26,+1.2%,15,+2.5%
Joe Ingles,32.1,UTA,Forward,2131,86,-2.5%,28,+1.5%,44,+0.1%,12,+1.6%,21,+1.8%,61,-0.3%,95,-3.0%,95,-3.3%
Brandon Ingram,22.2,NOP,Forward,2102,49,-0.0%,71,-1.3%,64,-0.7%,70,-0.9%,72,-1.5%,57,-0.1%,7,+3.0%,11,+2.9%
Kyrie Irving,27.6,BKN,Point,657,3,+4.8%,10,+3.1%,10,+2.2%,97,-3.1%,63,-0.9%,21,+0.8%,95,-3.0%,86,-2.2%
Reggie Jackson,29.5,DET,Point,380,92,-3.7%,92,-3.6%,1,+3.9%,21,+1.1%,2,+5.0%,42,+0.2%,83,-1.6%,76,-1.4%
Reggie Jackson,29.5,LAC,Combo,344,75,-1.6%,45,+0.5%,40,+0.3%,61,-0.5%,50,-0.2%,83,-0.9%,38,+0.6%,57,-0.3%
LeBron James,34.8,LAL,Forward,2315,83,-2.3%,47,+0.4%,55,-0.4%,35,+0.5%,44,+0.1%,67,-0.4%,55,-0.1%,61,-0.5%
James Johnson,32.7,MIA,Big,268,48,+0.0%,23,+2.1%,77,-1.3%,96,-2.7%,94,-4.1%,71,-0.6%,10,+2.6%,19,+2.0%
James Johnson,32.7,MIN,Big,338,55,-0.4%,100,-9.5%,33,+0.7%,41,+0.2%,31,+0.9%,21,+0.8%,0,+7.8%,0,+8.7%
Stanley Johnson,23.4,TOR,Forward,109,52,-0.2%,28,+1.5%,100,-6.5%,3,+2.8%,91,-3.7%,15,+1.1%,28,+1.1%,17,+2.2%
Tyler Johnson,27.5,PHX,Combo,514,78,-1.9%,25,+1.8%,71,-1.0%,83,-1.4%,82,-2.4%,29,+0.6%,51,+0.1%,39,+0.6%
Tyler Johnson,27.5,BKN,Wing,192,83,-2.3%,8,+3.5%,90,-2.3%,81,-1.3%,91,-3.6%,2,+2.5%,91,-2.4%,50,+0.1%
Nikola Jokic,24.7,DEN,Big,2334,51,-0.1%,75,-1.6%,16,+1.6%,33,+0.5%,17,+2.2%,50,-0.0%,62,-0.5%,62,-0.5%
Damian Jones,24.3,ATL,Big,851,2,+5.2%,59,-0.4%,85,-1.7%,13,+1.6%,49,-0.2%,84,-0.9%,21,+1.5%,40,+0.5%
Tyus Jones,23.5,MEM,Point,1193,16,+2.3%,9,+3.4%,36,+0.5%,79,-1.2%,57,-0.7%,63,-0.3%,91,-2.4%,91,-2.7%
Derrick Jones Jr.,22.7,MIA,Forward,1351,29,+1.2%,50,+0.3%,54,-0.3%,54,-0.3%,56,-0.6%,14,+1.1%,67,-0.8%,44,+0.3%
DeAndre Jordan,31.3,BKN,Big,1233,76,-1.7%,97,-5.6%,89,-2.2%,2,+3.0%,33,+0.8%,44,+0.1%,2,+4.6%,3,+4.7%
