Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Alex Abrines,23.3,OKC,Wing,976,64,+0.5%,58,+0.4%,48,-0.2%,15,-2.9%,22,-3.1%,31,-0.7%,86,+3.3%,77,+2.6%
Quincy Acy,26.1,BKN,Big,492,41,-0.9%,82,+2.7%,1,-5.6%,64,+0.9%,12,-4.8%,38,-0.4%,78,+2.5%,73,+2.0%
Steven Adams,23.3,OKC,Big,2381,50,-0.4%,23,-2.4%,56,+0.2%,61,+0.6%,58,+0.8%,74,+0.7%,61,+0.9%,67,+1.6%
Arron Afflalo,31.0,SAC,Wing,1576,47,-0.5%,47,-0.4%,45,-0.4%,75,+1.8%,66,+1.4%,55,+0.1%,36,-1.1%,40,-1.0%
Alexis Ajinca,28.5,NOP,Big,566,24,-2.1%,26,-2.2%,52,-0.0%,98,+8.1%,95,+8.1%,20,-1.0%,5,-4.9%,5,-5.9%
Cole Aldrich,28.0,MIN,Big,497,68,+0.9%,31,-1.7%,90,+3.6%,12,-3.5%,49,+0.1%,26,-0.8%,78,+2.4%,68,+1.6%
LaMarcus Aldridge,31.3,SAS,Big,2325,18,-2.7%,4,-6.4%,80,+2.4%,99,+9.1%,99,+11.5%,55,+0.1%,4,-5.2%,8,-5.1%
Lavoy Allen,27.7,IND,Big,829,11,-3.8%,30,-1.8%,66,+1.0%,90,+4.1%,89,+5.0%,16,-1.2%,26,-2.0%,18,-3.2%
Tony Allen,34.8,MEM,Wing,1906,71,+1.0%,84,+3.1%,59,+0.4%,55,+0.3%,57,+0.7%,27,-0.8%,15,-3.1%,14,-3.8%
Al-Farouq Aminu,26.1,POR,Big,1756,56,+0.1%,39,-1.0%,25,-2.0%,41,-0.5%,25,-2.5%,86,+1.2%,77,+2.4%,84,+3.6%
Alan Anderson,34.0,LAC,Wing,258,29,-1.6%,36,-1.3%,80,+2.3%,9,-3.9%,33,-1.7%,82,+1.0%,73,+2.0%,79,+2.9%
Justin Anderson,23.0,DAL,Wing,627,2,-6.6%,96,+6.3%,30,-1.5%,14,-3.0%,13,-4.5%,43,-0.3%,31,-1.5%,31,-1.8%
Justin Anderson,23.0,PHI,Wing,462,43,-0.8%,29,-1.9%,25,-2.0%,63,+0.8%,38,-1.2%,78,+0.8%,76,+2.2%,80,+3.1%
Kyle Anderson,23.1,SAS,Wing,912,49,-0.4%,92,+4.2%,51,-0.1%,22,-2.1%,27,-2.2%,36,-0.5%,32,-1.5%,30,-2.0%
Ryan Anderson,28.5,HOU,Big,2112,81,+1.9%,20,-2.6%,47,-0.3%,60,+0.6%,51,+0.2%,81,+1.0%,68,+1.4%,75,+2.3%
Giannis Antetokounmpo,21.9,MIL,Forward,2820,34,-1.3%,77,+2.2%,12,-3.1%,39,-0.6%,18,-3.7%,32,-0.7%,75,+2.1%,66,+1.5%
Carmelo Anthony,32.4,NYK,Forward,2532,60,+0.4%,27,-2.0%,73,+1.6%,87,+3.6%,89,+5.3%,20,-1.0%,23,-2.2%,17,-3.2%
Trevor Ariza,31.3,HOU,Forward,2759,69,+0.9%,30,-1.8%,22,-2.2%,32,-1.2%,19,-3.4%,97,+2.2%,82,+3.0%,92,+5.2%
Darrell Arthur,28.6,DEN,Big,620,54,-0.0%,8,-4.5%,19,-2.4%,77,+2.2%,45,-0.3%,86,+1.2%,88,+3.7%,90,+4.8%
Omer Asik,30.3,NOP,Big,481,19,-2.6%,14,-3.3%,84,+2.9%,91,+4.2%,93,+7.1%,36,-0.5%,13,-3.3%,15,-3.8%
D.J. Augustin,29.0,ORL,Combo,1456,5,-4.9%,6,-4.7%,10,-3.3%,68,+1.3%,29,-2.0%,90,+1.4%,95,+5.4%,96,+6.8%
Luke Babbitt,27.4,MIA,Forward,1044,57,+0.2%,40,-0.9%,47,-0.3%,35,-0.9%,37,-1.2%,83,+1.1%,62,+1.0%,74,+2.1%
Ron Baker,23.6,NYK,Combo,778,34,-1.3%,76,+2.0%,21,-2.2%,14,-3.0%,9,-5.2%,78,+0.8%,77,+2.4%,81,+3.2%
Wade Baldwin,20.6,MEM,Combo,381,2,-6.2%,69,+1.4%,63,+0.7%,81,+2.7%,80,+3.4%,42,-0.3%,7,-4.5%,10,-4.8%
Leandro Barbosa,33.9,PHX,Wing,946,86,+2.3%,62,+0.8%,39,-0.9%,66,+1.2%,53,+0.4%,49,-0.1%,36,-1.1%,39,-1.1%
J.J. Barea,32.4,DAL,Combo,768,89,+2.7%,89,+3.7%,79,+2.1%,5,-5.0%,22,-2.9%,69,+0.5%,34,-1.3%,43,-0.8%
Harrison Barnes,24.4,DAL,Big,2797,83,+2.0%,10,-3.9%,88,+3.4%,87,+3.6%,93,+7.0%,51,-0.0%,16,-3.0%,19,-3.0%
Matt Barnes,36.6,SAC,Forward,1360,47,-0.6%,44,-0.6%,24,-2.1%,34,-1.0%,22,-3.1%,74,+0.7%,83,+3.0%,84,+3.7%
Matt Barnes,36.6,GSW,Forward,376,7,-4.4%,58,+0.4%,48,-0.2%,34,-1.1%,36,-1.3%,97,+2.3%,33,-1.4%,57,+0.9%
Will Barton,25.8,DEN,Wing,1671,8,-4.2%,57,+0.3%,62,+0.7%,37,-0.8%,47,-0.2%,39,-0.4%,53,+0.3%,47,-0.2%
Brandon Bass,31.5,LAC,Big,458,7,-4.3%,53,+0.1%,90,+3.6%,10,-3.8%,47,-0.1%,40,-0.4%,55,+0.4%,49,+0.0%
Nicolas Batum,27.9,CHA,Wing,2611,78,+1.6%,73,+1.7%,17,-2.6%,20,-2.4%,10,-5.0%,73,+0.6%,79,+2.6%,82,+3.3%
Aron Baynes,29.9,DET,Big,1104,64,+0.6%,39,-0.9%,7,-3.7%,98,+7.1%,81,+3.4%,32,-0.7%,27,-1.8%,26,-2.5%
Kent Bazemore,27.3,ATL,Wing,1953,63,+0.5%,86,+3.2%,74,+1.7%,36,-0.9%,58,+0.8%,56,+0.1%,8,-4.2%,12,-4.1%
Bradley Beal,23.3,WAS,Wing,2680,96,+4.2%,88,+3.4%,41,-0.8%,2,-5.9%,5,-6.7%,87,+1.2%,74,+2.1%,82,+3.3%
Malik Beasley,19.9,DEN,Wing,112,100,+7.5%,26,-2.2%,1,-7.2%,84,+3.1%,14,-4.2%,80,+0.9%,95,+5.4%,95,+6.4%
Michael Beasley,27.8,MIL,Big,903,48,-0.5%,80,+2.7%,90,+3.7%,62,+0.7%,86,+4.4%,7,-1.9%,4,-5.2%,3,-7.0%
Marco Belinelli,30.6,CHA,Wing,1748,80,+1.9%,36,-1.3%,58,+0.4%,46,-0.2%,51,+0.2%,92,+1.5%,43,-0.5%,60,+1.1%
