Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Giannis Antetokounmpo,23.9,MIL,Forward,2364,93,60.2%,100,66%,44,14%,39,7%,44,21%,0,1%,8,12%,1,13%
Carmelo Anthony,34.4,HOU,Forward,291,24,48.3%,15,18%,45,15%,89,17%,72,31%,4,2%,90,48%,72,51%
OG Anunoby,21.3,TOR,Forward,1293,62,53.8%,77,42%,17,8%,13,2%,7,10%,92,24%,39,24%,66,48%
Ryan Arcidiacono,24.6,CHI,Combo,1912,86,53.4%,17,22%,59,21%,34,9%,46,30%,80,12%,69,37%,73,48%
Trevor Ariza,33.3,PHX,Wing,883,34,48.9%,63,32%,12,7%,11,3%,5,10%,72,18%,76,41%,82,59%
Trevor Ariza,33.3,WAS,Wing,1463,49,50.4%,67,33%,17,7%,23,5%,10,13%,72,18%,65,37%,72,55%
D.J. Augustin,31.0,ORL,Point,2265,94,57.0%,50,30%,39,16%,13,9%,17,26%,67,8%,76,36%,80,44%
Deandre Ayton,20.3,PHX,Big,2182,72,58.5%,61,54%,81,27%,94,19%,94,46%,23,0%,18,0%,17,0%
Dwayne Bacon,23.2,CHA,Wing,651,77,54.5%,79,38%,85,22%,40,10%,68,31%,48,13%,13,18%,18,31%
Marvin Bagley,19.6,SAC,Big,1524,36,52.7%,47,46%,92,32%,73,10%,88,42%,44,3%,43,9%,41,12%
Lonzo Ball,21.0,LAL,Point,1401,44,49.0%,69,36%,9,10%,6,6%,0,16%,78,9%,89,39%,91,48%
Mohamed Bamba,20.5,ORL,Big,745,41,53.0%,40,43%,31,14%,90,17%,67,31%,69,8%,57,18%,60,26%
J.J. Barea,34.3,DAL,Combo,744,22,46.8%,31,25%,95,30%,58,14%,81,43%,7,2%,47,29%,39,31%
Harrison Barnes,26.4,SAC,Forward,948,75,54.7%,37,27%,99,28%,48,8%,82,35%,58,13%,44,25%,49,38%
Harrison Barnes,26.4,DAL,Forward,1569,28,48.9%,41,28%,76,21%,62,11%,73,32%,49,12%,59,28%,55,40%
Will Barton,27.8,DEN,Wing,1189,25,47.8%,53,28%,83,21%,48,11%,69,32%,14,6%,56,34%,36,40%
Keita Bates-Diop,22.8,MIN,Wing,454,43,50.0%,81,39%,70,16%,47,11%,53,27%,54,15%,15,19%,23,34%
Nicolas Batum,29.9,CHA,Wing,2338,84,55.5%,40,23%,45,12%,57,13%,46,24%,67,17%,60,35%,65,52%
Jerryd Bayless,30.2,MIN,Point,637,2,42.4%,15,21%,33,15%,91,25%,70,39%,48,6%,67,34%,70,40%
Aron Baynes,31.9,BOS,Big,810,31,52.0%,62,55%,35,15%,44,5%,29,20%,51,5%,61,20%,57,25%
Kent Bazemore,29.3,ATL,Wing,1639,26,47.9%,68,34%,59,14%,55,13%,50,26%,57,15%,32,25%,38,40%
Bradley Beal,25.3,WAS,Wing,3025,75,54.1%,71,34%,50,12%,79,19%,67,31%,13,5%,46,29%,25,34%
Malik Beasley,21.9,DEN,Wing,1789,96,59.4%,45,25%,46,12%,39,9%,34,21%,45,12%,82,42%,69,54%
Michael Beasley,29.8,LAL,Big,254,39,52.9%,54,50%,95,34%,49,6%,86,40%,52,5%,36,5%,37,9%
Marco Belinelli,32.6,SAS,Wing,1796,67,52.6%,14,13%,40,11%,82,21%,70,32%,33,10%,86,45%,73,55%
Jordan Bell,23.8,GSW,Big,615,54,55.2%,71,63%,60,20%,88,16%,79,36%,0,0%,21,1%,18,1%
DeAndre' Bembry,24.3,ATL,Wing,1873,33,48.8%,98,55%,72,17%,5,2%,29,19%,26,8%,9,17%,8,25%
Dragan Bender,21.0,PHX,Big,776,19,50.5%,45,45%,9,7%,9,1%,5,8%,79,11%,83,35%,82,47%
Dairis Bertans,29.1,NOP,Wing,150,4,36.4%,0,0%,1,2%,87,23%,48,25%,59,16%,99,59%,98,75%
Davis Bertans,26.0,SAS,Big,1594,87,61.6%,1,9%,16,10%,62,8%,23,17%,77,11%,100,63%,99,74%
Patrick Beverley,30.3,LAC,Combo,2121,85,53.0%,34,26%,29,16%,5,2%,10,18%,81,12%,95,44%,97,56%
Khem Birch,26.1,ORL,Big,556,91,63.0%,84,73%,78,26%,12,1%,57,27%,0,0%,0,0%,0,0%
Bismack Biyombo,26.2,CHA,Big,755,57,55.4%,86,75%,55,19%,50,6%,49,25%,0,0%,0,0%,0,0%
Nemanja Bjelica,30.5,SAC,Big,1795,65,56.7%,35,40%,42,16%,28,3%,27,19%,68,8%,81,33%,76,41%
Antonio Blakeney,22.1,CHI,Wing,709,12,44.5%,27,17%,98,29%,96,30%,99,60%,41,11%,4,12%,5,23%
Eric Bledsoe,28.9,MIL,Point,2266,83,54.8%,94,45%,19,13%,7,6%,4,19%,41,6%,61,30%,59,36%
Jaron Blossomgame,25.1,CLE,Big,417,9,48.5%,40,42%,43,16%,47,6%,35,22%,88,16%,60,20%,68,36%
Bogdan Bogdanovic,26.2,SAC,Wing,1944,48,50.2%,35,22%,82,20%,71,16%,79,36%,11,5%,64,37%,40,41%
Bojan Bogdanovic,29.5,IND,Forward,2547,86,57.2%,62,37%,68,19%,65,11%,68,29%,44,11%,35,23%,32,34%
Andrew Bogut,33.9,GSW,Big,126,74,58.6%,83,72%,84,28%,0,0%,58,28%,0,0%,0,0%,0,0%
Jonah Bolden,22.8,PHI,Big,567,84,60.1%,31,38%,5,6%,18,2%,3,8%,86,15%,88,39%,88,54%
Devin Booker,22.0,PHX,Combo,2239,78,52.5%,37,27%,81,25%,78,19%,86,44%,8,2%,46,27%,31,30%
Avery Bradley,27.9,MEM,Wing,442,79,54.6%,23,16%,60,14%,99,34%,96,47%,19,7%,44,29%,28,36%
Avery Bradley,27.9,LAC,Wing,1462,15,45.7%,30,20%,48,12%,96,29%,89,40%,77,19%,21,21%,35,40%
Corey Brewer,32.7,SAC,Wing,332,52,50.7%,96,50%,32,10%,21,5%,17,15%,70,18%,10,18%,26,35%
Corey Brewer,32.7,PHI,Forward,120,15,45.3%,90,52%,59,17%,10,2%,28,19%,39,10%,20,19%,24,29%
Mikal Bridges,22.2,PHX,Wing,2354,68,52.8%,70,34%,34,10%,9,3%,14,14%,90,23%,45,29%,65,52%
Miles Bridges,20.6,CHA,Forward,1569,69,54.4%,86,48%,31,12%,27,4%,20,16%,62,15%,28,21%,39,36%
Isaiah Briscoe,22.6,ORL,Point,456,9,44.6%,76,38%,30,14%,85,22%,56,36%,80,9%,11,17%,28,26%
Ryan Broekhoff,28.2,DAL,Forward,391,99,62.6%,13,16%,14,7%,20,3%,6,10%,94,25%,92,49%,94,74%
Malcolm Brogdon,25.9,MIL,Combo,1820,98,57.5%,97,56%,12,10%,14,4%,0,14%,36,6%,31,24%,34,31%
Dillon Brooks,22.8,MEM,Forward,313,25,48.7%,75,41%,61,17%,63,11%,63,28%,6,4%,52,27%,28,31%
MarShon Brooks,29.8,MEM,Wing,368,38,49.1%,51,27%,96,28%,62,14%,92,42%,9,4%,40,27%,16,31%
Bruce Brown,22.2,DET,Wing,1406,11,43.9%,97,51%,80,20%,2,2%,38,22%,50,14%,5,13%,11,27%
Jaylen Brown,22.0,BOS,Wing,1852,69,52.8%,84,41%,79,20%,33,8%,57,28%,30,9%,22,22%,17,31%
Lorenzo Brown,28.2,TOR,Wing,147,6,39.1%,65,32%,35,11%,34,9%,28,19%,66,17%,51,32%,55,49%
Sterling Brown,23.7,MIL,Wing,917,89,56.5%,90,45%,13,7%,15,4%,6,10%,78,19%,33,25%,45,44%
Troy Brown,19.3,WAS,Wing,641,31,48.5%,75,36%,86,22%,63,14%,80,36%,18,7%,19,21%,13,28%
Jalen Brunson,22.2,DAL,Point,1540,76,52.7%,41,29%,91,28%,43,13%,74,41%,81,10%,24,21%,37,30%
Thomas Bryant,21.3,WAS,Big,1438,95,65.3%,67,59%,28,13%,74,10%,43,23%,43,2%,51,16%,47,18%
Reggie Bullock,27.6,DET,Wing,1352,80,54.7%,16,15%,28,9%,45,11%,30,20%,63,16%,90,49%,91,66%
Reggie Bullock,27.6,LAL,Wing,519,67,52.6%,12,13%,16,7%,73,17%,44,24%,87,22%,79,41%,87,63%
Trey Burke,26.0,DAL,Point,407,78,52.8%,48,30%,59,21%,35,13%,50,34%,63,8%,48,28%,57,36%
Trey Burke,26.0,NYK,Point,677,24,46.5%,33,25%,81,26%,96,27%,98,52%,11,2%,22,20%,11,23%
Alec Burks,27.3,CLE,Wing,954,23,47.2%,74,35%,82,20%,55,13%,72,33%,22,8%,28,24%,19,32%
Alec Burks,27.3,UTA,Wing,255,28,48.1%,74,36%,78,19%,48,11%,65,31%,15,6%,43,28%,22,34%
Alec Burks,27.3,SAC,Wing,111,13,45.0%,91,45%,75,18%,36,9%,54,27%,28,9%,12,18%,12,27%
Deonte Burton,24.8,OKC,Forward,220,8,43.8%,82,43%,54,16%,25,4%,34,20%,69,16%,25,20%,42,36%
Jimmy Butler,29.1,PHI,Forward,1823,31,49.5%,65,39%,77,22%,94,22%,93,43%,10,4%,10,14%,3,18%
Jimmy Butler,29.1,MIN,Wing,361,70,52.9%,80,38%,90,25%,52,12%,84,37%,20,7%,9,17%,6,25%
Bruno Caboclo,23.1,MEM,Forward,783,68,54.3%,56,34%,21,9%,15,3%,10,11%,89,23%,69,32%,76,54%
Jose Calderon,37.1,DET,Combo,580,14,45.1%,3,15%,3,6%,100,33%,66,39%,59,8%,80,38%,69,46%
Kentavious Caldwell-Pope,25.7,LAL,Wing,1989,73,53.3%,32,21%,13,7%,70,16%,40,22%,58,16%,75,41%,79,56%
Isaiah Canaan,27.4,PHX,Combo,500,47,49.2%,46,29%,7,7%,32,9%,7,16%,95,16%,81,39%,93,55%
Clint Capela,24.5,HOU,Big,2244,95,64.8%,97,86%,32,14%,4,0%,14,14%,0,0%,0,0%,0,0%
DeMarre Carroll,32.3,BKN,Forward,1696,30,49.0%,34,26%,63,18%,51,8%,58,26%,63,15%,72,33%,65,48%
Jevon Carter,23.1,MEM,Combo,533,5,39.9%,8,17%,22,13%,69,19%,53,32%,100,18%,64,33%,86,51%
Vince Carter,41.8,ATL,Big,1322,56,55.4%,5,18%,18,10%,51,6%,21,16%,82,13%,97,53%,96,66%
Wendell Carter,19.5,CHI,Big,1102,12,49.3%,50,47%,82,27%,93,18%,92,45%,47,4%,35,4%,35,8%
Michael Carter-Williams,27.1,ORL,Combo,222,2,38.8%,88,47%,73,24%,15,5%,44,29%,54,8%,14,17%,17,24%
Alex Caruso,24.7,LAL,Combo,502,69,52.1%,93,52%,24,14%,37,9%,25,23%,41,6%,19,18%,19,24%
Omri Casspi,30.4,MEM,Forward,492,92,58.3%,94,58%,72,20%,0,0%,37,20%,7,4%,15,18%,7,22%
Willie Cauley-Stein,25.2,SAC,Big,2222,62,55.9%,81,71%,53,19%,70,10%,64,29%,0,0%,17,0%,16,0%
Tyson Chandler,36.1,LAL,Big,785,87,61.6%,99,92%,6,7%,9,1%,4,8%,0,0%,0,0%,0,0%
Wilson Chandler,31.5,LAC,Forward,210,14,45.2%,17,18%,23,9%,82,14%,49,23%,83,20%,79,38%,80,58%
Wilson Chandler,31.5,PHI,Big,951,55,55.3%,11,23%,29,13%,63,8%,33,21%,92,18%,87,38%,89,55%
Marquese Chriss,21.3,CLE,Big,394,2,43.5%,50,48%,35,15%,10,1%,20,16%,84,14%,63,21%,67,36%
Gary Clark,24.0,HOU,Forward,522,70,54.4%,1,6%,0,2%,0,0%,0,2%,93,24%,100,68%,100,92%
Ian Clark,27.7,NOP,Combo,944,32,47.8%,5,15%,66,22%,51,12%,56,35%,86,13%,75,37%,81,50%
Jordan Clarkson,26.4,CLE,Combo,2179,64,51.4%,25,24%,85,26%,61,15%,71,41%,61,8%,44,27%,47,35%
John Collins,21.1,ATL,Big,1819,80,59.6%,72,64%,44,16%,25,3%,27,19%,61,6%,45,11%,46,17%
Zach Collins,21.0,POR,Big,1274,23,51.0%,56,51%,34,15%,54,7%,32,21%,42,2%,70,25%,61,27%
Darren Collison,31.2,IND,Point,2143,81,53.6%,46,30%,6,10%,100,34%,83,44%,85,10%,9,17%,30,27%
Mike Conley,31.1,MEM,Point,2341,57,50.6%,20,24%,80,25%,56,16%,76,41%,30,5%,63,31%,54,35%
Pat Connaughton,25.8,MIL,Wing,1153,82,54.8%,76,36%,11,6%,6,3%,4,9%,38,11%,85,44%,75,55%
Quinn Cook,25.6,GSW,Point,865,98,57.7%,6,16%,17,13%,89,25%,63,37%,98,11%,78,36%,85,47%
DeMarcus Cousins,28.2,GSW,Big,753,24,51.1%,58,52%,61,21%,42,5%,51,26%,36,1%,64,21%,54,22%
Robert Covington,27.9,MIN,Wing,748,76,54.4%,41,23%,38,11%,33,8%,28,19%,34,10%,88,47%,81,57%
Robert Covington,27.9,PHI,Forward,439,79,56.0%,21,20%,11,7%,58,10%,21,16%,14,6%,97,59%,89,64%
Allen Crabbe,26.6,BKN,Wing,1117,50,50.5%,6,11%,25,8%,53,12%,32,21%,62,16%,93,52%,94,69%
Torrey Craig,27.9,DEN,Wing,1438,61,52.1%,79,38%,28,9%,9,3%,8,12%,91,24%,40,27%,58,50%
Jamal Crawford,38.6,PHX,Point,1208,41,48.4%,0,7%,41,17%,98,33%,96,50%,72,8%,74,35%,78,43%
Jae Crowder,28.3,UTA,Big,2158,27,51.4%,14,25%,5,6%,61,8%,10,13%,90,16%,92,45%,94,61%
Dante Cunningham,31.5,SAS,Forward,834,72,54.5%,54,34%,70,19%,61,10%,66,29%,97,27%,4,11%,44,37%
Seth Curry,28.2,POR,Wing,1362,93,57.7%,13,13%,37,11%,89,23%,77,34%,45,12%,78,41%,67,53%
Stephen Curry,30.6,GSW,Point,2326,100,61.0%,11,19%,7,10%,39,13%,9,23%,87,10%,94,48%,96,58%
Troy Daniels,27.3,PHX,Wing,706,78,54.5%,5,9%,18,7%,65,14%,36,22%,57,16%,95,53%,94,69%
Anthony Davis,25.6,NOP,Big,1849,47,54.3%,45,44%,83,27%,87,16%,90,43%,33,1%,46,12%,43,13%
Deyonta Davis,21.9,ATL,Big,117,100,71.4%,95,85%,2,4%,79,12%,16,15%,0,0%,0,0%,0,0%
Ed Davis,29.4,BKN,Big,1443,88,62.0%,97,89%,23,11%,2,0%,9,11%,0,0%,17,0%,17,0%
DeMar DeRozan,29.2,SAS,Wing,2687,30,48.5%,49,27%,99,37%,98,33%,100,70%,0,2%,0,1%,0,3%
Dewayne Dedmon,29.2,ATL,Big,1603,69,57.2%,37,41%,31,14%,55,7%,32,21%,80,12%,72,26%,73,38%
Sam Dekker,24.5,WAS,Forward,578,45,51.6%,97,61%,41,14%,42,7%,42,21%,17,6%,7,12%,4,18%
Sam Dekker,24.5,CLE,Big,155,11,48.9%,64,55%,18,10%,64,8%,26,18%,71,8%,56,18%,60,27%
Matthew Dellavedova,28.1,CLE,Wing,697,65,52.6%,20,16%,97,29%,20,5%,75,33%,3,3%,89,48%,62,51%
Luol Deng,33.5,MIN,Forward,350,94,60.6%,72,41%,48,15%,54,10%,55,25%,79,19%,11,15%,37,34%
Donte DiVincenzo,21.7,MIL,Wing,390,43,50.0%,57,29%,2,3%,6,3%,0,6%,52,14%,91,51%,91,65%
Cheick Diallo,22.1,NOP,Big,850,91,62.8%,65,56%,91,32%,76,11%,89,42%,31,1%,18,0%,21,1%
Hamidou Diallo,20.3,OKC,Wing,484,57,51.4%,100,71%,55,13%,16,4%,23,17%,35,10%,1,2%,2,12%
Gorgui Dieng,28.8,MIN,Big,961,39,52.9%,27,34%,52,18%,99,35%,98,53%,75,10%,31,3%,42,12%
Spencer Dinwiddie,25.6,BKN,Combo,1913,76,52.3%,66,35%,54,21%,19,5%,36,26%,53,8%,59,32%,54,39%
Luka Doncic,19.7,DAL,Wing,2327,51,50.6%,55,29%,91,25%,32,8%,73,33%,1,3%,61,36%,32,38%
Tyler Dorsey,22.7,ATL,Combo,195,3,39.5%,83,39%,14,11%,29,8%,12,19%,83,13%,49,30%,61,42%
Tyler Dorsey,22.7,MEM,Wing,432,63,52.4%,36,22%,58,13%,61,13%,52,27%,37,11%,73,40%,60,51%
Damyean Dotson,24.5,NYK,Wing,1957,48,50.1%,31,20%,21,8%,89,25%,71,32%,27,9%,68,38%,50,47%
Goran Dragic,32.5,MIA,Point,990,35,47.9%,56,32%,50,19%,30,12%,33,32%,57,7%,56,29%,61,36%
Andre Drummond,25.2,DET,Big,2640,46,53.9%,85,74%,66,22%,10,1%,44,24%,29,1%,28,2%,27,3%
Jared Dudley,33.3,BKN,Forward,1199,66,54.0%,39,28%,6,6%,44,8%,18,13%,54,13%,85,46%,82,59%
Kris Dunn,24.6,CHI,Combo,1389,15,45.8%,56,31%,92,29%,85,22%,93,51%,20,4%,10,15%,8,18%
Kevin Durant,30.1,GSW,Forward,2698,87,57.2%,27,24%,90,25%,99,26%,99,50%,1,2%,37,23%,14,25%
Henry Ellenson,21.8,NYK,Forward,176,6,43.2%,28,25%,87,24%,54,10%,76,33%,85,21%,27,21%,58,41%
Wayne Ellington,30.9,MIA,Wing,508,55,51.1%,6,10%,4,4%,12,3%,1,7%,94,25%,98,58%,100,83%
Wayne Ellington,30.9,DET,Wing,760,90,57.0%,8,11%,6,5%,17,4%,4,9%,84,21%,99,58%,99,79%
Joel Embiid,24.6,PHI,Big,2155,31,52.0%,43,44%,73,24%,82,14%,82,38%,31,1%,55,18%,49,18%
James Ennis,28.3,PHI,Wing,268,40,49.4%,94,49%,14,7%,23,6%,9,13%,92,24%,6,15%,33,39%
James Ennis,28.3,HOU,Wing,916,95,59.4%,86,42%,9,6%,1,1%,1,7%,93,25%,38,26%,61,51%
Jacob Evans,21.4,GSW,Wing,117,18,46.4%,33,21%,62,14%,90,25%,87,39%,50,14%,31,25%,34,39%
Tyreke Evans,29.1,IND,Wing,1371,13,44.6%,93,48%,27,9%,57,13%,38,22%,8,4%,38,26%,15,30%
Dante Exum,23.3,UTA,Combo,593,8,43.9%,95,53%,56,21%,3,2%,20,23%,88,13%,7,11%,22,25%
Kenneth Faried,29.0,HOU,Big,577,86,61.4%,93,81%,26,12%,12,1%,11,14%,41,2%,34,3%,33,6%
Derrick Favors,27.3,UTA,Big,1757,85,60.1%,76,67%,39,15%,53,7%,37,22%,74,9%,28,2%,40,11%
Cristiano Felicio,26.3,CHI,Big,606,29,51.8%,90,78%,38,15%,45,5%,31,21%,0,0%,25,1%,23,1%
Raymond Felton,34.3,OKC,Combo,368,44,48.8%,2,12%,47,20%,90,23%,83,43%,58,8%,68,36%,68,44%
Terrance Ferguson,20.5,OKC,Wing,1923,86,55.7%,43,24%,8,6%,21,5%,6,11%,99,36%,47,29%,90,65%
Yogi Ferrell,25.5,SAC,Combo,972,68,52.1%,32,25%,34,16%,71,19%,59,35%,49,7%,61,32%,58,39%
Dorian Finney-Smith,25.5,DAL,Forward,1933,44,51.4%,80,43%,15,7%,32,5%,14,12%,75,17%,54,28%,63,45%
Bryn Forbes,25.3,SAS,Combo,2282,95,57.2%,0,12%,31,16%,81,21%,63,37%,39,6%,97,45%,85,51%
Evan Fournier,26.0,ORL,Wing,2545,56,51.2%,48,27%,71,17%,72,16%,72,33%,21,8%,53,33%,38,40%
De'Aaron Fox,20.9,SAC,Point,2556,50,49.7%,74,38%,89,27%,59,16%,81,44%,17,3%,7,16%,7,19%
Tim Frazier,28.0,NOP,Point,880,80,53.3%,72,37%,20,13%,31,12%,13,25%,89,10%,46,27%,63,37%
Tim Frazier,28.0,MIL,Point,201,67,51.6%,63,33%,22,13%,78,19%,41,33%,44,6%,52,28%,50,34%
Channing Frye,35.5,CLE,Big,297,10,48.5%,1,8%,25,12%,86,15%,58,27%,62,7%,98,58%,95,65%
Markelle Fultz,20.4,PHI,Point,414,4,43.8%,93,44%,83,27%,87,23%,94,49%,22,3%,0,3%,2,6%
Danilo Gallinari,30.2,LAC,Big,2059,60,55.6%,18,31%,29,14%,94,19%,71,32%,42,2%,83,35%,71,37%
Langston Galloway,26.9,DET,Wing,1693,53,50.8%,11,13%,51,12%,45,11%,43,23%,95,26%,67,38%,89,64%
Marc Gasol,33.8,MEM,Big,1788,14,49.7%,9,22%,94,33%,87,15%,96,48%,34,1%,76,29%,64,30%
Marc Gasol,33.8,TOR,Big,643,40,53.0%,14,25%,91,32%,92,17%,97,49%,0,0%,71,26%,59,26%
Pau Gasol,38.3,SAS,Big,330,13,49.4%,46,45%,86,28%,92,17%,93,45%,40,2%,42,8%,38,10%
Rudy Gay,32.2,SAS,Forward,1853,76,55.6%,32,26%,100,30%,93,21%,100,51%,21,8%,13,15%,8,23%
Paul George,28.5,OKC,Wing,2852,72,53.3%,48,26%,61,14%,74,17%,65,31%,16,6%,65,37%,43,43%
Taj Gibson,33.4,MIN,Big,1685,71,57.9%,73,65%,61,21%,66,9%,66,30%,50,5%,23,1%,32,5%
Harry Giles,20.5,SAC,Big,757,13,49.4%,53,50%,97,36%,82,13%,97,49%,29,1%,20,1%,21,1%
Shai Gilgeous-Alexander,20.3,LAC,Point,2122,63,51.4%,80,39%,85,27%,61,17%,80,43%,76,9%,6,9%,6,18%
Rudy Gobert,26.3,UTA,Big,2568,98,66.8%,98,89%,17,10%,8,1%,9,11%,0,0%,0,0%,0,0%
Aaron Gordon,23.1,ORL,Forward,2614,42,51.3%,68,40%,52,16%,77,14%,69,30%,25,8%,32,22%,27,30%
Eric Gordon,29.9,HOU,Wing,2151,66,52.6%,47,26%,47,12%,1,1%,11,13%,24,8%,94,53%,86,61%
Marcin Gortat,34.7,LAC,Big,749,42,53.2%,69,60%,97,36%,30,3%,84,40%,0,0%,0,0%,0,0%
Devonte' Graham,23.7,CHA,Combo,581,10,44.4%,27,25%,15,12%,39,10%,19,22%,71,11%,93,43%,92,54%
Treveon Graham,25.0,BKN,Forward,706,7,43.2%,11,16%,69,19%,8,2%,38,21%,86,21%,80,42%,87,63%
Jerami Grant,24.6,OKC,Big,2615,65,56.8%,51,49%,28,13%,42,5%,25,18%,91,17%,49,15%,66,32%
Jerian Grant,26.1,ORL,Point,840,70,52.0%,7,16%,48,19%,76,19%,69,38%,50,6%,85,39%,83,45%
Danny Green,31.4,TOR,Wing,2215,99,62.6%,15,14%,38,11%,31,8%,26,18%,97,29%,71,39%,93,68%
Draymond Green,28.7,GSW,Big,2064,17,50.2%,38,41%,38,15%,54,7%,38,22%,54,5%,79,32%,69,37%
Gerald Green,32.8,HOU,Forward,1396,63,53.9%,6,13%,7,6%,34,5%,8,11%,96,27%,93,49%,97,76%
JaMychal Green,28.4,LAC,Big,467,73,58.6%,31,38%,12,9%,57,7%,16,16%,77,11%,84,36%,81,46%
JaMychal Green,28.4,MEM,Big,898,49,54.5%,46,46%,25,12%,83,14%,53,26%,76,10%,55,18%,63,28%
Jeff Green,32.2,WAS,Big,2082,64,56.5%,22,32%,40,16%,77,11%,55,27%,82,13%,75,29%,77,41%
Blake Griffin,29.6,DET,Big,2618,42,53.3%,34,40%,62,21%,40,5%,52,26%,64,7%,73,28%,66,34%
Daniel Hamilton,23.2,ATL,Wing,172,27,48.0%,73,35%,84,22%,24,6%,55,27%,70,18%,17,20%,30,37%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,19,46.9%,38,23%,64,15%,79,19%,76,34%,6,4%,72,39%,42,43%
Tim Hardaway Jr.,26.6,DAL,Wing,557,38,49.2%,29,19%,73,18%,60,13%,66,31%,43,12%,70,39%,59,50%
James Harden,29.2,HOU,Combo,2862,90,54.2%,51,30%,37,17%,12,3%,14,20%,24,4%,98,46%,80,50%
Maurice Harkless,25.5,POR,Forward,1415,58,53.1%,96,59%,27,10%,14,2%,15,13%,37,10%,17,18%,21,29%
Montrezl Harrell,24.8,LAC,Big,2140,89,62.4%,88,77%,58,20%,21,3%,40,22%,22,0%,21,1%,19,1%
Devin Harris,35.7,DAL,Combo,1063,39,48.2%,41,27%,20,13%,27,8%,17,21%,73,11%,90,41%,88,52%
Gary Harris,24.1,DEN,Wing,1637,36,49.1%,77,36%,74,18%,43,10%,57,28%,35,10%,30,25%,27,35%
Joe Harris,27.2,BKN,Wing,2291,98,62.4%,72,35%,57,13%,10,3%,19,16%,25,8%,80,41%,55,49%
Tobias Harris,26.3,PHI,Forward,943,52,52.5%,51,33%,82,22%,73,13%,83,35%,15,6%,49,25%,31,32%
Tobias Harris,26.3,LAC,Forward,1903,82,56.4%,42,29%,94,27%,86,17%,94,43%,11,5%,38,23%,18,28%
Andrew Harrison,24.0,CLE,Wing,129,1,31.9%,67,33%,66,15%,77,18%,74,33%,23,8%,35,26%,21,33%
Shaquille Harrison,25.1,CHI,Combo,1310,24,46.9%,98,60%,39,18%,8,3%,15,20%,56,8%,8,12%,10,20%
Josh Hart,23.7,LAL,Wing,1689,54,51.1%,62,31%,26,8%,16,4%,9,13%,53,15%,81,42%,79,56%
Isaiah Hartenstein,20.5,HOU,Big,185,38,52.9%,95,85%,4,5%,0,0%,1,5%,55,5%,38,5%,38,10%
Gordon Hayward,28.6,BOS,Wing,1833,62,52.3%,54,28%,79,20%,77,18%,83,37%,36,11%,28,24%,24,34%
John Henson,27.8,MIL,Big,173,34,52.5%,47,46%,27,13%,14,2%,13,14%,88,16%,65,24%,75,40%
Juan Hernangomez,23.1,DEN,Forward,1275,77,55.8%,63,38%,8,6%,7,2%,3,8%,77,19%,76,36%,77,55%
Willy Hernangomez,24.4,CHA,Big,746,43,53.3%,75,66%,57,20%,21,3%,39,22%,37,2%,44,10%,40,11%
