Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
P.J. Brown,34.0,NOH,Big,254,40,-1.1%,63,+3.9%,17,-6.7%,26,-5.8%,23,-5.5%,59,+6.3%,41,-1.1%,44,+0.3%
Kobe Bryant,25.2,LAL,Wing,966,43,-0.9%,37,-2.3%,87,+10.7%,43,-1.0%,77,+4.9%,89,+25.9%,35,-3.1%,23,-4.4%
Caron Butler,23.6,MIA,Wing,509,89,+7.1%,55,+1.4%,97,+14.9%,82,+5.7%,90,+8.6%,70,+12.7%,80,+10.8%,83,+10.6%
Marcus Camby,29.6,DEN,Big,194,23,-3.4%,4,-17.8%,16,-8.1%,16,-9.2%,8,-8.9%,13,-19.0%,97,+30.7%,95,+21.0%
Elden Campbell,35.3,DET,Big,125,10,-5.9%,20,-7.0%,43,-1.5%,10,-11.2%,17,-6.3%,43,-0.3%,59,+2.6%,57,+2.4%
Sam Cassell,34.0,MIN,Point,496,67,+2.5%,23,-6.0%,54,+0.6%,63,+2.7%,63,+1.7%,58,+5.9%,90,+13.9%,87,+11.6%
Kelvin Cato,29.2,HOU,Big,146,13,-4.6%,66,+4.8%,12,-10.9%,18,-8.6%,6,-9.3%,30,-6.9%,37,-2.5%,21,-4.4%
Doug Christie,33.5,SAC,Wing,458,74,+3.4%,25,-5.6%,21,-6.0%,60,+2.4%,44,-0.4%,85,+22.3%,81,+11.1%,92,+14.4%
Jason Collins,24.9,NJN,Big,263,41,-1.0%,17,-7.6%,17,-7.6%,76,+4.6%,49,+0.1%,84,+21.9%,51,+1.1%,73,+6.2%
Austin Croshere,28.5,IND,Forward,204,63,+2.3%,17,-7.6%,50,-0.0%,93,+12.6%,86,+7.0%,40,-2.8%,57,+2.0%,51,+1.0%
Marquis Daniels,22.8,DAL,Combo,179,97,+11.1%,99,+26.6%,63,+3.2%,70,+3.6%,72,+3.4%,5,-30.6%,90,+12.8%,62,+2.9%
Baron Davis,24.6,NOH,Combo,261,37,-1.5%,2,-19.1%,37,-2.1%,94,+12.9%,89,+8.2%,3,-40.0%,42,-1.1%,9,-9.4%
Ricky Davis,24.1,BOS,Wing,121,94,+8.9%,77,+7.3%,68,+4.2%,81,+5.4%,79,+5.0%,37,-4.5%,88,+12.4%,90,+12.8%
Vlade Divac,35.7,SAC,Big,235,4,-6.5%,12,-10.3%,20,-6.1%,54,+1.6%,43,-0.8%,46,+1.2%,10,-11.4%,13,-6.8%
Tim Duncan,27.5,SAS,Big,401,55,+0.8%,82,+8.6%,57,+1.5%,92,+12.0%,87,+7.4%,8,-23.8%,28,-4.8%,10,-8.8%
Michael Finley,30.7,DAL,Wing,196,97,+9.9%,7,-15.9%,90,+10.9%,99,+27.2%,100,+19.0%,97,+40.0%,83,+11.4%,93,+18.7%
Derek Fisher,29.2,LAL,Combo,495,56,+0.8%,83,+9.3%,40,-1.9%,36,-3.3%,34,-2.6%,39,-3.5%,58,+2.6%,53,+1.5%
Jeff Foster,26.8,IND,Big,309,30,-2.5%,38,-1.6%,39,-1.9%,39,-2.5%,39,-1.8%,57,+5.8%,34,-3.6%,40,-0.8%
Rick Fox,34.3,LAL,Wing,142,5,-6.5%,29,-5.1%,31,-3.7%,24,-6.1%,25,-5.3%,65,+9.4%,4,-16.6%,11,-7.8%
Steve Francis,26.7,HOU,Point,223,96,+9.8%,100,+44.7%,94,+12.6%,6,-12.6%,18,-6.2%,98,+41.7%,17,-8.9%,72,+5.8%
Kevin Garnett,27.5,MIN,Big,780,83,+5.1%,98,+16.8%,45,-0.9%,73,+4.3%,64,+2.1%,73,+13.9%,23,-7.1%,35,-3.2%
Pau Gasol,23.3,MEM,Big,133,33,-1.8%,42,-1.0%,63,+3.2%,0,-20.5%,10,-8.5%,92,+30.0%,0,-34.4%,75,+6.7%
Devean George,26.2,LAL,Forward,470,77,+3.8%,21,-6.6%,50,+0.2%,90,+10.1%,83,+5.9%,74,+14.0%,54,+1.3%,68,+5.0%
Manu Ginobili,26.3,SAS,Wing,278,75,+3.5%,97,+15.5%,83,+9.4%,51,+1.0%,77,+4.9%,17,-16.1%,8,-13.6%,3,-14.4%
Brian Grant,31.7,MIA,Big,399,25,-2.9%,75,+6.7%,76,+6.8%,55,+1.6%,70,+2.8%,15,-18.4%,2,-20.5%,0,-20.4%
Richard Hamilton,25.7,DET,Wing,930,86,+6.7%,57,+1.9%,34,-3.1%,97,+19.8%,95,+9.7%,70,+12.0%,85,+11.5%,85,+11.1%
Anfernee Hardaway,32.3,NYK,Wing,167,90,+8.1%,88,+10.1%,60,+2.3%,28,-5.5%,35,-2.4%,0,0.0%,98,+30.8%,100,+32.1%
Al Harrington,23.7,IND,Forward,427,26,-2.8%,57,+2.0%,37,-2.4%,10,-10.2%,16,-6.8%,24,-11.5%,67,+5.2%,45,+0.4%
Lucious Harris,32.9,NJN,Combo,178,39,-1.2%,61,+3.2%,91,+11.3%,11,-9.9%,37,-2.1%,26,-9.6%,50,+1.0%,37,-1.6%
Udonis Haslem,23.4,MIA,Big,195,11,-4.9%,6,-16.3%,79,+7.3%,17,-9.1%,30,-3.9%,79,+18.4%,52,+1.3%,71,+5.7%
Trenton Hassell,24.7,MIN,Wing,474,57,+1.2%,74,+6.5%,70,+4.6%,78,+5.3%,78,+5.0%,12,-20.9%,49,+0.5%,16,-5.4%
Nene Hilario,21.1,DEN,Big,132,10,-5.0%,90,+11.1%,4,-23.8%,14,-9.5%,2,-13.8%,4,-33.3%,24,-5.7%,12,-7.6%
Fred Hoiberg,31.0,MIN,Wing,428,38,-1.2%,43,-0.6%,57,+1.7%,33,-4.0%,40,-1.6%,60,+6.5%,21,-7.7%,31,-3.8%
Robert Horry,33.2,SAS,Big,208,84,+5.5%,94,+14.4%,69,+4.3%,43,-1.0%,59,+1.4%,23,-11.9%,45,-0.6%,22,-4.4%
Lindsey Hunter,32.9,DET,Combo,252,3,-6.8%,27,-5.4%,42,-1.5%,8,-12.1%,15,-7.1%,18,-13.5%,14,-9.8%,7,-10.7%
Jim Jackson,33.0,HOU,Wing,218,44,-0.5%,54,+1.2%,56,+1.4%,9,-11.9%,42,-1.5%,25,-10.9%,47,0.0%,46,+0.5%
Mike James,28.4,DET,Point,182,42,-1.0%,39,-1.4%,74,+6.0%,5,-12.9%,29,-4.4%,20,-12.5%,79,+10.5%,65,+3.5%
Antawn Jamison,27.4,DAL,Forward,103,83,+5.4%,80,+7.9%,98,+17.8%,45,-0.8%,88,+7.6%,71,+13.7%,19,-8.5%,38,-1.3%
Richard Jefferson,23.4,NJN,Wing,457,98,+11.9%,89,+10.2%,83,+10.2%,52,+1.1%,76,+4.5%,90,+29.3%,87,+12.1%,91,+12.9%
Anthony Johnson,29.1,IND,Point,329,27,-2.7%,28,-5.3%,67,+4.0%,53,+1.1%,63,+2.0%,44,-0.1%,32,-4.0%,37,-2.8%
Ervin Johnson,35.9,MIN,Big,356,62,+1.9%,47,-0.1%,72,+4.8%,68,+3.3%,75,+3.8%,43,-0.4%,62,+3.3%,56,+2.1%
Damon Jones,27.2,MIL,Point,144,93,+8.8%,65,+4.7%,36,-2.6%,65,+3.1%,55,+0.7%,94,+32.6%,94,+26.8%,97,+28.0%
Eddie Jones,32.0,MIA,Wing,480,88,+7.1%,91,+11.3%,82,+8.7%,83,+6.1%,84,+6.3%,1,-45.4%,72,+7.4%,49,+0.9%
Fred Jones,24.6,IND,Wing,254,52,-0.1%,58,+2.3%,52,+0.3%,49,+0.4%,50,+0.1%,16,-16.4%,50,+0.6%,30,-4.0%
Jason Kidd,30.6,NJN,Point,475,7,-6.3%,30,-4.5%,1,-27.0%,44,-0.8%,5,-9.8%,50,+3.2%,17,-9.2%,19,-5.0%
Kerry Kittles,29.4,NJN,Wing,415,60,+1.8%,52,+1.0%,10,-11.6%,85,+6.5%,53,+0.4%,81,+18.9%,29,-4.4%,47,+0.6%
Toni Kukoc,35.1,MIL,Forward,104,12,-4.9%,70,+5.5%,10,-12.7%,15,-9.4%,3,-10.4%,6,-28.9%,33,-3.9%,5,-13.0%
Voshon Lenard,30.5,DEN,Wing,163,92,+8.8%,95,+14.7%,13,-8.8%,57,+1.9%,38,-1.9%,28,-8.3%,99,+30.9%,97,+24.9%
George Lynch,33.2,NOH,Wing,145,90,+7.3%,78,+7.7%,19,-6.1%,89,+10.0%,82,+5.8%,63,+8.3%,74,+8.3%,77,+7.6%
Mark Madsen,27.8,MIN,Big,219,20,-4.1%,41,-1.2%,26,-4.9%,4,-13.4%,4,-10.1%,36,-4.8%,78,+10.0%,70,+5.4%
Jamaal Magloire,25.4,NOH,Big,240,43,-0.9%,15,-7.9%,18,-6.7%,50,+0.8%,41,-1.5%,10,-22.2%,82,+11.3%,78,+8.2%
Karl Malone,40.3,LAL,Big,796,45,-0.4%,48,-0.1%,80,+7.6%,70,+3.6%,81,+5.3%,68,+11.5%,12,-11.0%,23,-4.3%
Stephon Marbury,26.7,NYK,Point,174,71,+3.2%,0,-28.1%,8,-15.2%,100,+34.7%,97,+14.8%,97,+38.5%,96,+29.3%,98,+31.5%
Darrick Martin,32.7,MIN,Point,177,19,-4.2%,33,-4.4%,35,-2.7%,20,-7.6%,23,-5.4%,62,+7.1%,18,-8.6%,25,-4.2%
Kenyon Martin,25.8,NJN,Big,406,15,-4.5%,40,-1.4%,55,+1.1%,47,+0.1%,50,+0.2%,10,-22.2%,11,-11.3%,4,-14.0%
Desmond Mason,26.1,MIL,Wing,197,66,+2.4%,19,-7.1%,0,-27.3%,98,+23.1%,93,+8.9%,94,+32.6%,22,-7.5%,84,+11.0%
Walter McCarty,29.7,BOS,Big,126,68,+2.8%,60,+2.9%,78,+7.2%,90,+10.0%,92,+8.9%,76,+16.7%,10,-12.5%,18,-5.3%
Slava Medvedenko,24.6,LAL,Big,237,3,-6.6%,32,-4.5%,23,-5.5%,34,-3.6%,28,-4.5%,17,-13.8%,43,-1.0%,17,-5.3%
Andre Miller,27.6,DEN,Combo,173,30,-2.5%,83,+9.1%,49,-0.4%,7,-12.6%,9,-8.5%,13,-19.0%,44,-0.7%,30,-3.9%
Brad Miller,27.6,SAC,Big,363,79,+4.0%,87,+9.9%,58,+1.8%,38,-2.5%,43,-0.6%,35,-5.1%,73,+7.8%,60,+2.8%
Reggie Miller,38.2,IND,Wing,453,57,+1.3%,46,-0.2%,53,+0.3%,67,+3.3%,67,+2.3%,67,+9.8%,37,-2.8%,48,+0.8%
Cuttino Mobley,28.2,HOU,Wing,208,51,-0.2%,13,-8.3%,99,+19.0%,2,-16.9%,11,-7.8%,100,+43.5%,89,+12.7%,96,+22.2%
Steve Nash,29.7,DAL,Point,195,0,-10.0%,5,-16.7%,9,-13.6%,41,-1.4%,10,-7.8%,3,-35.1%,95,+28.3%,26,-4.2%
Rasho Nesterovic,27.4,SAS,Big,261,47,-0.3%,10,-11.4%,24,-5.3%,77,+4.8%,51,+0.2%,83,+20.9%,76,+8.8%,90,+12.9%
Dirk Nowitzki,25.4,DAL,Big,210,81,+4.6%,22,-6.3%,90,+11.2%,27,-5.8%,62,+1.7%,96,+38.1%,97,+29.3%,99,+31.6%
Jermaine O'Neal,25.1,IND,Big,601,73,+3.3%,90,+10.9%,47,-0.7%,58,+2.2%,57,+1.1%,56,+5.3%,36,-3.0%,41,-0.7%
Shaquille O'Neal,31.7,LAL,Big,918,100,+16.3%,97,+16.3%,95,+14.0%,97,+21.4%,99,+18.8%,32,-6.1%,63,+3.5%,50,+1.0%
Lamar Odom,24.0,MIA,Forward,509,50,-0.2%,53,+1.0%,5,-22.1%,71,+3.8%,32,-3.1%,64,+8.9%,56,+1.7%,63,+3.0%
Mehmet Okur,24.4,DET,Big,243,29,-2.5%,71,+5.8%,33,-3.2%,17,-9.0%,17,-6.3%,20,-12.5%,46,-0.5%,29,-4.0%
Michael Olowokandi,28.6,MIN,Big,222,53,-0.1%,34,-3.2%,29,-4.6%,83,+6.2%,61,+1.7%,75,+15.0%,31,-4.1%,50,+0.9%
Tony Parker,21.5,SAS,Point,384,49,-0.2%,45,-0.5%,2,-25.5%,80,+5.4%,7,-9.1%,63,+7.3%,86,+11.9%,82,+10.3%
Gary Payton,35.3,LAL,Point,766,48,-0.3%,31,-4.5%,66,+3.8%,56,+1.7%,69,+2.5%,30,-6.6%,30,-4.2%,17,-5.3%
Anthony Peeler,33.9,SAC,Combo,229,8,-6.3%,72,+5.8%,23,-5.5%,29,-5.5%,22,-5.6%,9,-23.5%,6,-15.0%,1,-17.6%
Paul Pierce,26.1,BOS,Wing,161,28,-2.5%,3,-18.4%,92,+11.8%,46,-0.4%,74,+3.7%,86,+23.8%,100,+31.0%,81,+9.7%
James Posey,26.8,MEM,Wing,128,32,-1.8%,93,+13.0%,3,-24.7%,31,-4.6%,1,-13.9%,2,-42.9%,92,+17.9%,32,-3.6%
Tayshaun Prince,23.7,DET,Wing,792,69,+2.8%,77,+7.6%,48,-0.6%,77,+5.1%,68,+2.4%,88,+24.4%,5,-15.6%,28,-4.2%
Michael Redd,24.2,MIL,Wing,192,58,+1.3%,64,+4.7%,41,-1.6%,57,+2.0%,58,+1.3%,41,-1.9%,38,-2.1%,33,-3.3%
Rodney Rogers,32.4,NJN,Forward,223,64,+2.3%,76,+6.9%,89,+10.9%,25,-5.9%,52,+0.4%,29,-7.2%,64,+4.3%,54,+1.5%
Kareem Rush,23.0,LAL,Wing,298,35,-1.6%,70,+5.6%,30,-4.5%,23,-6.9%,19,-6.0%,23,-12.4%,71,+6.9%,64,+3.4%
Joe Smith,28.3,MIL,Big,176,82,+5.0%,23,-5.8%,59,+2.1%,95,+14.3%,96,+10.2%,72,+13.7%,91,+15.7%,89,+12.7%
Latrell Sprewell,33.1,MIN,Wing,768,70,+2.8%,92,+11.9%,14,-8.8%,62,+2.6%,37,-2.1%,55,+5.2%,57,+1.9%,59,+2.7%
Peja Stojakovic,26.4,SAC,Wing,516,23,-3.5%,10,-13.3%,97,+14.6%,13,-9.7%,36,-2.1%,34,-5.2%,70,+6.6%,58,+2.6%
Wally Szczerbiak,26.7,MIN,Wing,294,50,-0.2%,62,+3.2%,46,-0.8%,48,+0.3%,47,-0.1%,47,+1.4%,23,-6.5%,27,-4.2%
Maurice Taylor,27.0,HOU,Big,118,65,+2.3%,50,+0.8%,28,-4.7%,74,+4.4%,45,-0.2%,31,-6.5%,83,+11.4%,66,+3.8%
Kurt Thomas,31.1,NYK,Big,140,21,-3.9%,1,-20.5%,93,+12.5%,84,+6.4%,91,+8.8%,98,+41.7%,7,-13.7%,52,+1.4%
Jamaal Tinsley,25.7,IND,Point,422,76,+3.5%,67,+5.3%,38,-2.0%,50,+0.7%,46,-0.2%,49,+2.0%,61,+3.3%,61,+2.8%
Hedo Turkoglu,24.6,SAS,Wing,267,18,-4.3%,3,-18.3%,25,-5.0%,35,-3.6%,30,-4.2%,52,+4.2%,69,+6.2%,70,+5.5%
Keith Van Horn,28.0,MIL,Forward,134,2,-7.6%,11,-11.3%,73,+5.8%,42,-1.4%,60,+1.5%,27,-8.7%,1,-21.0%,2,-15.9%
Dwyane Wade,21.8,MIA,Combo,509,77,+3.6%,96,+14.7%,3,-24.8%,72,+4.1%,13,-7.4%,80,+18.7%,66,+5.0%,77,+7.6%
Antoine Walker,27.2,DAL,Forward,138,37,-1.4%,85,+9.5%,11,-11.1%,30,-5.0%,12,-7.8%,54,+5.1%,26,-5.4%,36,-2.9%
Ben Wallace,29.1,DET,Big,926,87,+6.9%,63,+4.4%,61,+2.5%,88,+10.0%,83,+5.9%,91,+29.3%,65,+4.8%,88,+11.9%
Rasheed Wallace,29.1,DET,Big,802,78,+3.8%,44,-0.6%,81,+7.9%,91,+10.7%,94,+9.3%,42,-0.4%,43,-0.7%,42,-0.6%
Luke Walton,23.6,LAL,Big,124,31,-2.0%,43,-0.9%,6,-19.4%,1,-19.4%,0,-19.3%,50,+3.6%,84,+11.4%,79,+9.2%
Chris Webber,30.7,SAC,Big,446,85,+5.8%,59,+2.9%,64,+3.5%,69,+3.5%,70,+3.0%,77,+17.2%,77,+9.2%,86,+11.5%
Jiri Welsch,23.8,BOS,Wing,100,17,-4.3%,51,+1.0%,22,-5.6%,30,-5.1%,24,-5.4%,33,-5.6%,9,-12.8%,8,-9.7%
David Wesley,33.0,NOH,Wing,242,14,-4.5%,56,+1.9%,27,-4.8%,12,-9.7%,14,-7.3%,38,-3.9%,48,+0.1%,43,-0.6%
David West,23.2,NOH,Big,110,54,+0.5%,24,-5.7%,65,+3.7%,59,+2.2%,65,+2.1%,51,+3.9%,53,+1.3%,55,+1.8%
Aaron Williams,32.1,NJN,Big,146,22,-3.8%,30,-5.1%,77,+6.8%,37,-2.8%,56,+0.9%,11,-21.2%,40,-1.6%,15,-5.7%
Jason Williams,28.0,MEM,Point,125,80,+4.2%,79,+7.9%,77,+6.9%,3,-13.6%,31,-3.4%,92,+30.0%,15,-9.5%,76,+7.4%
Corliss Williamson,29.9,DET,Forward,322,16,-4.5%,16,-7.7%,30,-4.3%,21,-7.4%,21,-5.8%,20,-12.5%,75,+8.4%,57,+2.4%
Metta World Peace,24.0,IND,Wing,585,46,-0.4%,35,-2.9%,85,+10.3%,22,-7.1%,57,+1.2%,48,+1.8%,39,-2.0%,39,-0.8%
Yao Ming,23.1,HOU,Big,187,61,+1.8%,18,-7.5%,84,+10.3%,87,+8.9%,90,+8.4%,78,+17.9%,13,-10.5%,43,-0.4%
