Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,31.3,HOU,Big,784,65,-0.8%,94,-3.9%,20,+1.6%,38,+0.2%,18,+1.9%,7,+1.8%,47,+0.2%,17,+2.0%
Kyle Anderson,31.1,GSW,Big,508,78,-1.9%,9,+3.5%,57,-0.4%,83,-1.1%,74,-1.5%,86,-1.1%,72,-1.0%,85,-2.1%
Kyle Anderson,31.1,MIA,Big,444,75,-1.6%,25,+1.7%,27,+1.2%,79,-1.0%,45,+0.2%,84,-1.0%,70,-0.9%,83,-1.9%
Giannis Antetokounmpo,29.9,MIL,Big,2287,76,-1.7%,71,-1.4%,60,-0.5%,7,+1.4%,32,+1.0%,21,+0.8%,60,-0.4%,44,+0.4%
Harrison Barnes,32.4,SAS,Big,2224,49,+0.0%,74,-1.7%,37,+0.6%,29,+0.5%,28,+1.2%,45,+0.1%,43,+0.4%,41,+0.5%
Nicolas Batum,35.9,LAC,Forward,1344,96,-4.2%,6,+4.0%,76,-1.4%,94,-1.8%,92,-3.2%,85,-1.0%,48,+0.2%,66,-0.9%
Bradley Beal,31.3,PHX,Wing,1699,24,+1.5%,45,+0.4%,68,-0.9%,15,+1.1%,45,+0.2%,89,-1.2%,35,+0.7%,60,-0.5%
Malik Beasley,27.9,DET,Wing,2272,76,-1.6%,30,+1.3%,14,+2.1%,66,-0.5%,21,+1.6%,55,-0.1%,94,-2.8%,93,-2.9%
Bismack Biyombo,32.2,SAS,Big,511,79,-1.9%,90,-3.5%,2,+4.4%,56,-0.2%,4,+4.1%,8,+1.6%,89,-2.3%,61,-0.6%
Devin Booker,28.0,PHX,Combo,2780,23,+1.5%,14,+2.7%,80,-1.7%,60,-0.3%,81,-2.0%,9,+1.5%,88,-2.2%,63,-0.7%
Malcolm Brogdon,31.9,WAS,Combo,563,12,+2.4%,65,-1.0%,74,-1.2%,2,+2.2%,33,+1.0%,73,-0.6%,34,+0.7%,51,+0.1%
Jaylen Brown,28.0,BOS,Wing,2154,23,+1.5%,35,+0.9%,58,-0.4%,11,+1.3%,34,+0.9%,55,-0.1%,82,-1.7%,82,-1.7%
Alec Burks,33.3,MIA,Wing,859,83,-2.2%,34,+0.9%,67,-0.8%,79,-0.9%,79,-1.8%,48,+0.1%,33,+0.8%,36,+0.8%
Jimmy Butler,35.1,MIA,Forward,765,7,+3.1%,2,+5.2%,95,-3.2%,33,+0.4%,89,-2.8%,47,+0.1%,91,-2.5%,89,-2.4%
Jimmy Butler,35.1,GSW,Forward,979,23,+1.5%,81,-2.2%,86,-2.0%,9,+1.3%,61,-0.7%,5,+2.2%,33,+0.7%,10,+2.9%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,64,-0.8%,38,+0.7%,21,+1.6%,33,+0.4%,17,+2.0%,78,-0.8%,85,-1.9%,92,-2.7%
Clint Capela,30.5,ATL,Big,1173,73,-1.4%,34,+0.9%,91,-2.7%,53,-0.2%,89,-2.8%,30,+0.5%,23,+1.4%,19,+1.9%
Jordan Clarkson,32.4,UTA,Combo,961,54,-0.2%,34,+1.0%,31,+0.9%,56,-0.2%,37,+0.6%,31,+0.5%,87,-2.1%,80,-1.6%
Mike Conley,37.1,MIN,Point,1755,37,+0.7%,81,-2.2%,7,+2.9%,23,+0.8%,7,+3.7%,86,-1.1%,60,-0.4%,78,-1.5%
Pat Connaughton,31.8,MIL,Wing,570,58,-0.5%,13,+2.8%,83,-1.8%,48,-0.0%,80,-1.9%,23,+0.7%,83,-1.7%,68,-1.0%
Seth Curry,34.2,CHA,Wing,1056,52,-0.1%,27,+1.5%,40,+0.5%,61,-0.3%,45,+0.2%,91,-1.5%,55,-0.2%,81,-1.7%
Stephen Curry,36.6,GSW,Point,2250,8,+3.0%,20,+2.1%,89,-2.3%,74,-0.7%,91,-3.0%,69,-0.5%,23,+1.4%,33,+0.9%
Anthony Davis,31.6,LAL,Big,1439,64,-0.8%,90,-3.5%,45,+0.2%,49,-0.1%,46,+0.2%,24,+0.7%,9,+2.6%,7,+3.4%
Anthony Davis,31.6,DAL,Big,265,96,-4.1%,91,-3.7%,85,-1.9%,42,+0.1%,79,-1.8%,2,+3.0%,11,+2.5%,2,+5.5%
