Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Ray Allen,29.3,SEA,Wing,434,13,+9.8,11,+11.4,99,-19.2%,66,+1.0%,89,-9.7,99,-11.3,29,+17.5
Carmelo Anthony,20.4,DEN,Forward,179,19,+6.9,54,+0.2,64,-2.2%,55,+0.1%,0,+22.0,16,+5.2,0,+114.8
Gilbert Arenas,22.8,WAS,Wing,450,55,-1.0,33,+3.9,59,-1.6%,61,+0.6%,4,+15.8,19,+4.7,1,+66.2
Carlos Arroyo,25.3,DET,Point,133,54,-0.7,39,+2.8,40,+0.8%,14,-3.6%,19,+7.1,20,+4.6,40,+10.2
Leandro Barbosa,21.9,PHX,Combo,110,48,+1.1,37,+3.2,61,-1.7%,33,-1.9%,83,-7.4,54,-0.1,83,-33.8
Brent Barry,32.8,SAS,Wing,536,41,+2.7,26,+5.4,44,+0.2%,54,+0.1%,52,-0.6,65,-1.8,42,+9.2
Jon Barry,35.3,HOU,Wing,180,93,-13.3,96,-18.1,31,+2.3%,72,+1.5%,94,-12.4,31,+2.3,95,-73.3
Shane Battier,26.1,MEM,Forward,118,5,+14.8,22,+6.6,66,-2.4%,5,-7.5%,4,+17.3,18,+5.1,4,+42.8
Mike Bibby,26.5,SAC,Point,201,2,+22.5,3,+19.6,22,+3.9%,32,-2.0%,84,-7.6,62,-0.8,84,-37.9
Chauncey Billups,28.1,DET,Combo,983,18,+8.5,39,+2.9,20,+4.5%,62,+0.8%,29,+4.7,42,+1.2,24,+20.5
Bruce Bowen,33.4,SAS,Wing,809,17,+8.6,18,+7.8,51,-0.3%,58,+0.5%,20,+6.7,51,+0.1,12,+35.3
Ryan Bowen,29.0,HOU,Forward,115,39,+3.0,17,+8.5,97,-16.0%,84,+2.7%,25,+6.1,66,-2.0,11,+35.8
Earl Boykins,28.4,DEN,Point,147,4,+19.6,9,+14.4,0,+25.2%,49,-0.2%,34,+2.9,9,+6.5,76,-23.0
Rasual Butler,25.4,MIA,Wing,175,7,+12.7,58,-0.3,45,+0.1%,64,+0.8%,13,+8.6,55,-0.3,3,+47.2
Marcus Camby,30.6,DEN,Big,186,90,-11.9,97,-18.9,7,+9.0%,21,-2.9%,46,+0.2,4,+8.6,96,-80.0
Vince Carter,27.8,NJN,Wing,180,32,+4.8,64,-3.9,19,+4.7%,0,-11.5%,87,-9.0,27,+3.2,98,-93.5
Tyson Chandler,22.1,CHI,Big,174,85,-9.9,96,-15.1,30,+2.5%,96,+5.3%,63,-3.1,77,-3.3,45,+7.7
Jason Collins,25.9,NJN,Big,128,95,-15.2,89,-10.7,100,-31.2%,11,-4.9%,100,-36.9,96,-8.8,100,-110.0
Nick Collison,24.0,SEA,Big,211,77,-6.4,86,-9.6,16,+6.0%,82,+2.7%,39,+2.0,25,+3.3,66,-10.5
Samuel Dalembert,24.5,PHI,Big,192,29,+5.1,8,+14.9,93,-12.4%,57,+0.4%,95,-12.8,69,-2.2,92,-61.7
Erick Dampier,29.3,DAL,Big,302,68,-3.8,59,-0.3,21,+4.3%,52,-0.1%,82,-6.4,37,+1.7,86,-39.7
Antonio Daniels,29.6,SEA,Combo,324,72,-4.6,74,-5.2,24,+3.6%,75,+1.6%,8,+10.6,18,+4.7,22,+25.1
Marquis Daniels,23.8,DAL,Combo,158,46,+1.7,78,-6.3,14,+6.7%,25,-2.8%,11,+9.2,7,+6.7,50,+4.5
Antonio Davis,36.0,CHI,Big,171,69,-3.9,68,-4.6,80,-6.2%,6,-6.6%,85,-8.7,56,-0.4,85,-38.1
Dale Davis,35.6,IND,Big,314,76,-6.2,79,-6.7,46,-0.0%,30,-2.2%,73,-4.5,80,-3.9,59,-3.4
Ricky Davis,25.1,BOS,Wing,235,87,-10.7,72,-4.9,86,-8.1%,95,+4.4%,98,-17.2,89,-5.7,91,-55.3
Juan Dixon,26.1,WAS,Combo,217,50,+0.0,50,+0.6,9,+8.2%,10,-5.5%,80,-5.9,3,+9.1,97,-92.9
