Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Hilton Armstrong,23.9,NOH,Big,1050,18,+2.0%,37,+1.1%,72,-2.2%,15,+2.8%,31,+1.1%,69,-3.1%,24,+2.9%,34,+1.1%
Darrell Arthur,20.6,MEM,Big,1426,30,+1.1%,42,+0.4%,20,+3.2%,34,+1.1%,17,+2.0%,64,-2.2%,46,+0.4%,55,-0.4%
Chucky Atkins,34.2,OKC,Combo,278,36,+0.7%,74,-2.2%,16,+4.0%,2,+6.4%,1,+5.7%,95,-11.6%,31,+2.2%,78,-2.7%
D.J. Augustin,21.0,CHA,Point,1844,61,-0.6%,31,+1.8%,54,-0.4%,83,-2.9%,81,-1.9%,42,+1.2%,71,-2.1%,62,-1.1%
Kelenna Azubuike,24.9,GSW,Wing,2350,86,-2.6%,56,-0.6%,91,-5.1%,86,-3.1%,95,-4.0%,88,-7.7%,52,-0.1%,76,-2.3%
Renaldo Balkman,24.3,DEN,Big,704,28,+1.1%,39,+0.8%,61,-1.1%,85,-3.1%,85,-2.3%,37,+2.0%,12,+4.9%,12,+4.1%
Marcus Banks,27.0,MIA,Combo,134,22,+1.7%,4,+5.9%,82,-3.3%,0,+12.5%,0,+6.8%,73,-3.9%,99,-12.3%,97,-8.0%
Leandro Barbosa,25.9,PHX,Combo,1661,29,+1.1%,65,-1.2%,57,-0.7%,9,+3.8%,19,+1.9%,58,-1.1%,48,+0.3%,50,-0.1%
J.J. Barea,24.4,DAL,Combo,1476,35,+0.8%,51,-0.2%,33,+1.6%,43,+0.6%,34,+1.0%,7,+8.2%,88,-5.3%,69,-1.7%
Andrea Bargnani,23.0,TOR,Big,2418,7,+3.1%,25,+2.6%,47,+0.3%,59,-0.8%,59,-0.4%,23,+4.1%,16,+4.2%,11,+4.3%
Matt Barnes,28.6,PHX,Wing,2051,32,+0.9%,14,+4.0%,79,-2.9%,10,+3.7%,32,+1.0%,31,+2.7%,77,-3.1%,68,-1.6%
Brent Barry,36.8,HOU,Wing,798,47,+0.2%,69,-1.6%,57,-0.6%,45,+0.5%,52,+0.0%,70,-3.4%,19,+3.8%,26,+2.1%
Brandon Bass,23.5,DAL,Big,1501,48,+0.2%,61,-0.9%,58,-0.7%,71,-1.6%,72,-1.3%,21,+4.5%,61,-1.1%,45,+0.3%
Maceo Baston,32.4,IND,Big,201,95,-3.9%,98,-8.4%,100,-15.0%,72,-1.7%,99,-6.3%,5,+9.6%,60,-1.0%,21,+2.8%
Tony Battie,32.7,ORL,Big,1159,60,-0.5%,91,-4.8%,36,+1.3%,34,+1.2%,28,+1.2%,39,+1.7%,57,-0.7%,46,+0.2%
Shane Battier,30.1,HOU,Wing,2022,79,-1.9%,99,-9.1%,29,+2.0%,30,+1.5%,20,+1.7%,77,-4.5%,29,+2.4%,40,+0.8%
Nicolas Batum,19.9,POR,Wing,1407,22,+1.7%,73,-2.0%,22,+3.0%,7,+4.2%,6,+3.7%,33,+2.4%,23,+3.0%,20,+2.9%
Jerryd Bayless,20.2,POR,Combo,560,55,-0.2%,21,+3.1%,61,-1.1%,87,-3.4%,87,-2.5%,42,+1.2%,75,-2.8%,67,-1.6%
Michael Beasley,19.8,MIA,Big,1976,59,-0.4%,52,-0.2%,90,-4.8%,83,-2.8%,93,-3.7%,11,+7.1%,42,+0.9%,19,+3.0%
Marco Belinelli,22.6,GSW,Wing,849,49,+0.2%,44,+0.3%,74,-2.4%,88,-3.4%,89,-2.9%,23,+4.1%,22,+3.2%,15,+3.5%
Charlie Bell,29.6,MIL,Wing,1731,49,+0.2%,20,+3.2%,51,-0.0%,79,-2.5%,77,-1.6%,33,+2.4%,79,-3.6%,67,-1.6%
Raja Bell,32.1,PHX,Wing,711,72,-1.4%,83,-3.3%,84,-3.8%,42,+0.6%,68,-1.0%,6,+8.4%,60,-1.0%,30,+1.7%
Raja Bell,32.1,CHA,Wing,1600,55,-0.2%,42,+0.5%,95,-6.6%,26,+1.8%,74,-1.4%,46,+0.6%,46,+0.5%,40,+0.8%
Mike Bibby,30.5,ATL,Point,2731,5,+3.7%,24,+2.7%,14,+4.4%,9,+3.9%,4,+4.1%,87,-7.1%,3,+8.5%,12,+4.1%
Andris Biedrins,22.6,GSW,Big,1860,39,+0.5%,33,+1.6%,79,-2.9%,48,+0.3%,70,-1.2%,46,+0.6%,18,+3.9%,19,+3.0%
Chauncey Billups,32.1,DEN,Combo,2706,7,+3.0%,10,+4.9%,29,+2.1%,16,+2.7%,13,+2.5%,31,+2.7%,35,+1.6%,27,+1.9%
Steve Blake,28.7,POR,Point,2182,43,+0.4%,56,-0.6%,80,-3.0%,8,+4.0%,26,+1.4%,93,-10.3%,17,+4.1%,54,-0.3%
Andray Blatche,22.2,WAS,Big,1679,80,-1.9%,90,-4.6%,29,+2.1%,60,-0.8%,50,+0.2%,32,+2.6%,74,-2.7%,61,-1.1%
Mark Blount,32.9,MIA,Big,176,70,-1.2%,86,-3.9%,33,+1.6%,24,+2.0%,20,+1.8%,62,-1.9%,81,-3.8%,82,-3.1%
Keith Bogans,28.5,ORL,Wing,758,79,-1.8%,86,-3.7%,21,+3.1%,94,-5.0%,83,-2.1%,71,-3.6%,24,+3.0%,26,+2.0%
Keith Bogans,28.5,MIL,Wing,448,2,+4.5%,1,+8.5%,22,+2.9%,69,-1.5%,48,+0.2%,12,+6.8%,47,+0.3%,25,+2.2%
Andrew Bogut,23.9,MIL,Big,1121,95,-4.0%,92,-5.4%,34,+1.5%,81,-2.7%,71,-1.2%,79,-5.2%,77,-3.0%,86,-3.9%
Matt Bonner,28.6,SAS,Big,1912,69,-1.1%,69,-1.6%,65,-1.5%,47,+0.4%,57,-0.3%,95,-11.3%,11,+5.3%,37,+0.9%
Josh Boone,23.9,NJN,Big,967,48,+0.2%,41,+0.6%,69,-1.9%,45,+0.5%,57,-0.3%,38,+1.9%,42,+0.9%,37,+1.0%
Carlos Boozer,26.9,UTA,Big,1187,6,+3.5%,11,+4.7%,34,+1.5%,55,-0.3%,43,+0.5%,42,+1.3%,10,+5.7%,10,+4.3%
Chris Bosh,24.6,TOR,Big,2920,32,+1.0%,31,+1.8%,10,+5.1%,63,-1.1%,32,+1.0%,71,-3.5%,28,+2.4%,42,+0.6%
Bruce Bowen,37.4,SAS,Wing,1447,72,-1.3%,46,+0.1%,85,-3.9%,84,-2.9%,91,-3.3%,22,+4.3%,76,-3.0%,61,-1.0%
Ryan Bowen,33.0,NOH,Forward,191,25,+1.4%,13,+4.1%,7,+5.8%,93,-4.8%,68,-1.1%,78,-5.1%,12,+5.0%,28,+1.9%
Elton Brand,29.6,PHI,Big,918,91,-3.2%,93,-5.5%,79,-2.8%,57,-0.6%,74,-1.3%,71,-3.4%,51,-0.0%,61,-1.1%
Corey Brewer,22.7,MIN,Wing,305,94,-3.6%,68,-1.4%,24,+2.7%,75,-2.2%,57,-0.3%,89,-8.1%,96,-8.0%,97,-8.0%
Ronnie Brewer,23.6,UTA,Wing,2575,4,+3.9%,5,+5.8%,15,+4.3%,17,+2.6%,7,+3.4%,50,+0.2%,25,+2.8%,27,+2.0%
Aaron Brooks,23.8,HOU,Combo,1958,26,+1.4%,88,-4.2%,26,+2.3%,5,+4.7%,6,+3.7%,89,-8.2%,9,+5.9%,22,+2.6%
Bobby Brown,24.1,SAC,Point,561,56,-0.2%,73,-2.0%,93,-6.1%,73,-1.8%,93,-3.6%,3,+10.1%,63,-1.4%,22,+2.6%
Bobby Brown,24.1,MIN,Combo,201,65,-0.8%,94,-6.3%,96,-7.3%,54,-0.3%,83,-2.0%,96,-12.2%,0,+13.8%,2,+7.3%
Dee Brown,24.2,WAS,Point,222,22,+1.7%,91,-5.1%,13,+4.6%,5,+4.8%,2,+4.9%,10,+7.3%,37,+1.4%,15,+3.5%
Devin Brown,29.8,NOH,Combo,820,78,-1.7%,89,-4.2%,87,-4.4%,38,+0.8%,73,-1.3%,54,-0.5%,44,+0.6%,46,+0.3%
Kwame Brown,26.6,DET,Big,987,46,+0.3%,7,+5.2%,59,-0.9%,87,-3.4%,87,-2.5%,26,+3.5%,42,+0.9%,28,+1.9%
Shannon Brown,22.9,CHA,Wing,301,21,+1.7%,82,-3.2%,23,+2.9%,93,-4.9%,82,-2.0%,8,+8.0%,2,+10.0%,1,+9.2%
Shannon Brown,22.9,LAL,Point,101,93,-3.5%,62,-1.0%,82,-3.3%,50,+0.2%,69,-1.1%,99,-20.3%,63,-1.4%,97,-8.1%
Kobe Bryant,30.2,LAL,Wing,2950,45,+0.3%,37,+1.0%,26,+2.5%,39,+0.8%,27,+1.3%,75,-4.1%,28,+2.5%,50,-0.1%
Greg Buckner,32.1,MEM,Wing,851,78,-1.7%,58,-0.7%,42,+0.6%,44,+0.6%,37,+0.8%,88,-7.5%,67,-1.7%,84,-3.4%
Caron Butler,28.6,WAS,Wing,2578,21,+1.8%,48,-0.0%,62,-1.2%,67,-1.3%,72,-1.3%,30,+2.9%,5,+7.3%,4,+6.0%
Rasual Butler,29.4,NOH,Wing,2606,41,+0.4%,52,-0.2%,50,+0.0%,20,+2.3%,25,+1.5%,16,+5.7%,70,-2.0%,47,+0.2%
Andrew Bynum,21.0,LAL,Big,1430,57,-0.3%,53,-0.2%,55,-0.5%,53,-0.1%,55,-0.2%,49,+0.3%,36,+1.5%,37,+1.0%
Will Bynum,25.8,DET,Point,747,37,+0.7%,29,+2.1%,35,+1.4%,89,-3.8%,82,-2.0%,43,+1.1%,38,+1.3%,34,+1.2%
Jose Calderon,27.1,TOR,Point,2327,13,+2.5%,32,+1.8%,6,+6.5%,33,+1.3%,8,+3.2%,16,+5.7%,63,-1.5%,39,+0.8%
Marcus Camby,34.6,LAC,Big,1923,97,-4.5%,97,-7.8%,96,-7.3%,69,-1.5%,93,-3.7%,25,+3.5%,23,+3.0%,18,+3.1%
Brian Cardinal,31.5,MIN,Forward,834,68,-1.0%,80,-2.7%,69,-1.9%,25,+1.9%,40,+0.6%,64,-2.2%,62,-1.2%,65,-1.4%
Rodney Carney,24.6,MIN,Wing,1099,74,-1.4%,58,-0.8%,65,-1.6%,84,-3.0%,86,-2.5%,13,+6.3%,78,-3.4%,62,-1.1%
Matt Carroll,28.2,CHA,Wing,450,38,+0.6%,46,+0.1%,4,+7.3%,79,-2.5%,29,+1.2%,10,+7.5%,83,-4.2%,50,-0.1%
Anthony Carter,33.4,DEN,Point,1722,84,-2.3%,76,-2.3%,74,-2.4%,69,-1.5%,80,-1.8%,58,-1.4%,89,-5.4%,88,-4.2%
Vince Carter,31.8,NJN,Wing,2931,28,+1.2%,49,-0.1%,33,+1.6%,50,+0.2%,40,+0.7%,20,+4.9%,32,+2.0%,22,+2.6%
Mario Chalmers,22.5,MIA,Point,2621,19,+1.9%,59,-0.8%,17,+3.8%,7,+4.2%,4,+4.1%,61,-1.8%,35,+1.7%,43,+0.5%
Tyson Chandler,26.1,NOH,Big,1442,87,-2.8%,74,-2.1%,67,-1.8%,63,-1.1%,72,-1.3%,67,-2.7%,55,-0.4%,62,-1.1%
Wilson Chandler,21.5,NYK,Wing,2707,34,+0.8%,55,-0.5%,63,-1.3%,19,+2.4%,35,+0.9%,51,+0.0%,36,+1.5%,35,+1.1%
Jarron Collins,29.9,UTA,Big,173,86,-2.7%,4,+5.9%,90,-4.8%,51,+0.1%,82,-2.0%,96,-12.1%,94,-6.9%,96,-8.0%
Jason Collins,29.9,MIN,Big,421,6,+3.4%,13,+4.3%,41,+0.7%,39,+0.8%,37,+0.8%,32,+2.7%,1,+11.7%,1,+9.5%
Mardy Collins,24.2,LAC,Wing,778,83,-2.2%,32,+1.8%,59,-1.0%,95,-5.4%,92,-3.4%,92,-9.8%,83,-4.1%,93,-5.9%
Nick Collison,28.0,OKC,Big,1794,66,-0.8%,59,-0.8%,10,+5.0%,88,-3.4%,52,+0.0%,85,-6.6%,30,+2.3%,54,-0.3%
Mike Conley,21.1,MEM,Point,2488,78,-1.7%,61,-0.9%,30,+2.0%,85,-3.1%,69,-1.1%,86,-6.9%,70,-2.0%,84,-3.3%
Daequan Cook,21.5,MIA,Wing,1791,54,-0.1%,49,-0.1%,95,-6.7%,29,+1.6%,82,-2.0%,7,+8.2%,73,-2.4%,36,+1.0%
Jamal Crawford,28.6,NYK,Wing,390,4,+4.1%,11,+4.7%,82,-3.2%,3,+5.6%,16,+2.2%,91,-9.5%,17,+4.1%,40,+0.8%
Jamal Crawford,28.6,GSW,Combo,2069,33,+0.9%,7,+5.3%,86,-4.1%,91,-4.3%,95,-4.2%,9,+7.6%,59,-0.9%,30,+1.7%
Javaris Crittenton,20.8,WAS,Combo,1053,33,+0.9%,55,-0.5%,56,-0.5%,13,+3.1%,20,+1.8%,19,+4.9%,64,-1.6%,43,+0.5%
Samuel Dalembert,28.5,PHI,Big,2032,55,-0.1%,77,-2.4%,72,-2.2%,27,+1.8%,45,+0.4%,56,-0.8%,21,+3.6%,25,+2.1%
Erick Dampier,33.3,DAL,Big,1834,44,+0.3%,71,-1.7%,44,+0.5%,29,+1.6%,30,+1.2%,4,+9.7%,14,+4.4%,5,+5.8%
Antonio Daniels,33.6,WAS,Point,287,1,+6.1%,34,+1.6%,1,+11.8%,89,-3.7%,30,+1.2%,22,+4.2%,0,+16.6%,0,+12.6%
Antonio Daniels,33.6,NOH,Combo,686,2,+4.8%,5,+5.8%,15,+4.2%,38,+0.9%,17,+2.0%,55,-0.7%,3,+8.1%,6,+5.6%
Marquis Daniels,27.8,IND,Wing,1697,43,+0.4%,59,-0.8%,41,+0.6%,66,-1.3%,63,-0.6%,12,+6.5%,56,-0.5%,27,+2.0%
Jermareo Davidson,24.0,GSW,Big,104,92,-3.3%,96,-7.1%,2,+8.4%,98,-7.4%,77,-1.6%,8,+8.0%,81,-3.8%,32,+1.4%
Baron Davis,29.6,LAC,Point,2246,63,-0.7%,64,-1.2%,16,+3.9%,44,+0.5%,21,+1.7%,79,-5.1%,55,-0.3%,70,-1.7%
Glen Davis,22.8,BOS,Big,1552,10,+2.8%,17,+3.7%,19,+3.4%,2,+6.3%,1,+5.3%,24,+3.9%,84,-4.3%,73,-2.0%
Paul Davis,24.3,LAC,Big,297,52,-0.1%,7,+5.3%,2,+8.5%,98,-7.7%,83,-2.2%,78,-4.8%,93,-6.8%,91,-5.3%
Ricky Davis,29.1,LAC,Wing,755,29,+1.1%,21,+3.0%,86,-4.1%,84,-3.0%,92,-3.4%,54,-0.4%,29,+2.3%,31,+1.5%
Luol Deng,23.5,CHI,Forward,1654,76,-1.6%,77,-2.3%,82,-3.2%,35,+1.1%,58,-0.4%,34,+2.4%,79,-3.7%,74,-2.2%
Boris Diaw,26.5,PHX,Forward,523,83,-2.2%,62,-1.0%,20,+3.2%,31,+1.5%,17,+2.0%,96,-12.1%,98,-10.6%,99,-10.9%
Boris Diaw,26.5,CHA,Big,2208,93,-3.5%,81,-2.9%,45,+0.4%,32,+1.3%,32,+1.0%,90,-8.3%,95,-7.0%,95,-7.3%
Yakhouba Diawara,26.2,MIA,Wing,820,85,-2.4%,90,-4.6%,7,+6.0%,85,-3.1%,36,+0.8%,28,+3.2%,84,-4.3%,72,-2.0%
Travis Diener,26.7,IND,Point,685,65,-0.8%,86,-3.8%,74,-2.4%,33,+1.3%,53,-0.0%,75,-4.3%,19,+3.8%,36,+1.0%
Ike Diogu,25.1,SAC,Big,129,23,+1.6%,57,-0.6%,1,+11.3%,54,-0.3%,3,+4.8%,72,-3.7%,73,-2.4%,77,-2.6%
DeSagana Diop,26.8,DAL,Big,432,10,+2.7%,52,-0.2%,4,+7.0%,21,+2.3%,5,+4.0%,15,+5.9%,53,-0.2%,33,+1.2%
DeSagana Diop,26.8,CHA,Big,543,1,+5.4%,2,+7.3%,76,-2.4%,3,+5.9%,12,+2.6%,34,+2.4%,3,+9.1%,4,+6.1%
Juan Dixon,30.1,WAS,Point,782,79,-1.8%,76,-2.3%,89,-4.6%,10,+3.7%,31,+1.1%,86,-7.1%,66,-1.7%,84,-3.4%
Keyon Dooling,28.5,NJN,Combo,2013,30,+1.1%,41,+0.6%,66,-1.7%,28,+1.6%,44,+0.5%,44,+1.0%,48,+0.3%,43,+0.5%
Quincy Douby,24.5,SAC,Wing,131,75,-1.5%,47,+0.1%,68,-1.8%,98,-8.2%,97,-5.2%,9,+7.6%,26,+2.7%,14,+3.6%
Chris Douglas-Roberts,21.8,NJN,Wing,515,79,-1.8%,47,+0.0%,89,-4.6%,50,+0.2%,75,-1.4%,74,-4.1%,91,-6.1%,90,-5.0%
Goran Dragic,22.5,PHX,Point,580,9,+2.8%,12,+4.4%,8,+5.4%,71,-1.7%,26,+1.4%,91,-9.1%,6,+6.9%,25,+2.1%
Jared Dudley,23.3,CHA,Forward,421,22,+1.7%,3,+6.3%,83,-3.7%,4,+5.1%,17,+2.1%,17,+5.3%,92,-6.2%,71,-1.9%
Jared Dudley,23.3,PHX,Forward,599,50,+0.1%,62,-1.0%,26,+2.4%,89,-3.6%,68,-1.1%,25,+3.8%,37,+1.4%,25,+2.1%
Chris Duhon,26.2,NYK,Point,2898,26,+1.4%,3,+6.2%,12,+4.6%,83,-2.9%,49,+0.2%,24,+3.9%,86,-4.7%,75,-2.2%
Tim Duncan,32.5,SAS,Big,2518,36,+0.7%,78,-2.5%,76,-2.5%,1,+7.3%,7,+3.4%,61,-1.7%,43,+0.8%,47,+0.2%
Mike Dunleavy,28.1,IND,Forward,494,14,+2.3%,12,+4.4%,12,+4.7%,62,-1.0%,30,+1.1%,71,-3.6%,30,+2.2%,51,-0.2%
Kevin Durant,20.1,OKC,Wing,2880,5,+3.7%,38,+0.9%,18,+3.4%,26,+1.9%,12,+2.5%,2,+12.1%,14,+4.6%,3,+6.9%
Monta Ellis,23.0,GSW,Combo,887,14,+2.3%,23,+2.8%,39,+0.9%,6,+4.4%,10,+2.8%,91,-8.6%,17,+4.1%,44,+0.4%
Francisco Elson,32.7,MIL,Big,950,12,+2.5%,14,+4.1%,78,-2.6%,6,+4.3%,21,+1.7%,71,-3.4%,10,+5.6%,23,+2.4%
Melvin Ely,30.5,NOH,Big,341,66,-0.9%,69,-1.5%,4,+7.0%,82,-2.8%,40,+0.7%,61,-1.7%,79,-3.7%,81,-3.1%
Maurice Evans,30.0,ATL,Wing,1782,52,-0.0%,20,+3.2%,69,-1.9%,83,-2.9%,87,-2.5%,47,+0.4%,58,-0.8%,56,-0.5%
Reggie Evans,28.5,PHI,Big,1091,23,+1.6%,22,+3.0%,68,-1.8%,6,+4.4%,18,+2.0%,63,-2.1%,71,-2.1%,73,-2.0%
Jordan Farmar,21.9,LAL,Point,1093,44,+0.3%,39,+0.7%,92,-5.7%,46,+0.5%,77,-1.7%,48,+0.4%,66,-1.7%,59,-0.9%
Raymond Felton,24.4,CHA,Combo,3079,72,-1.4%,81,-2.9%,36,+1.3%,24,+1.9%,21,+1.7%,81,-5.8%,59,-0.9%,76,-2.5%
Rudy Fernandez,23.6,POR,Wing,1919,80,-2.0%,45,+0.2%,41,+0.8%,96,-5.8%,92,-3.4%,67,-2.8%,66,-1.7%,72,-1.9%
Kyrylo Fesenko,21.9,UTA,Big,132,92,-3.4%,93,-5.7%,99,-12.7%,95,-5.4%,99,-8.0%,13,+6.3%,10,+5.5%,6,+5.8%
Michael Finley,35.7,SAS,Forward,2326,9,+2.9%,30,+2.0%,23,+2.9%,47,+0.4%,27,+1.3%,31,+2.7%,2,+9.7%,2,+7.9%
Derek Fisher,34.2,LAL,Point,2433,50,+0.1%,66,-1.3%,6,+6.4%,52,+0.0%,15,+2.2%,38,+1.8%,28,+2.5%,24,+2.2%
T.J. Ford,25.6,IND,Point,2236,56,-0.2%,69,-1.5%,37,+1.2%,47,+0.4%,39,+0.7%,12,+6.5%,81,-3.8%,53,-0.2%
Jeff Foster,31.8,IND,Big,1818,83,-2.3%,72,-1.8%,43,+0.5%,71,-1.6%,66,-0.9%,72,-3.7%,68,-1.8%,76,-2.5%
Randy Foye,25.1,MIN,Combo,2464,40,+0.5%,58,-0.7%,36,+1.3%,28,+1.7%,24,+1.5%,49,+0.3%,47,+0.3%,45,+0.3%
Channing Frye,25.5,POR,Big,628,17,+2.0%,22,+2.9%,9,+5.3%,64,-1.1%,28,+1.3%,11,+7.1%,39,+1.2%,19,+3.0%
Dan Gadzuric,30.7,MIL,Big,912,21,+1.8%,76,-2.3%,65,-1.7%,11,+3.4%,24,+1.5%,46,+0.6%,3,+8.4%,6,+5.7%
Danilo Gallinari,20.2,NYK,Forward,408,83,-2.2%,98,-8.9%,90,-5.0%,13,+3.2%,59,-0.4%,19,+4.9%,50,+0.0%,32,+1.3%
Francisco Garcia,26.8,SAC,Wing,1937,53,-0.1%,60,-0.8%,91,-5.5%,26,+1.9%,71,-1.3%,55,-0.7%,35,+1.7%,37,+0.9%
Kevin Garnett,32.5,BOS,Big,1768,88,-2.8%,85,-3.6%,56,-0.5%,96,-5.6%,94,-3.8%,83,-6.3%,41,+1.1%,60,-1.0%
Marc Gasol,23.8,MEM,Big,2504,7,+3.1%,25,+2.7%,20,+3.2%,16,+2.7%,9,+2.9%,10,+7.2%,55,-0.4%,29,+1.7%
Pau Gasol,28.3,LAL,Big,2981,15,+2.2%,27,+2.4%,36,+1.4%,15,+2.9%,14,+2.4%,63,-2.1%,26,+2.7%,38,+0.9%
Rudy Gay,22.2,MEM,Forward,2932,1,+5.1%,4,+6.0%,51,-0.0%,7,+4.1%,14,+2.4%,9,+7.6%,21,+3.3%,9,+4.5%
Devean George,31.2,DAL,Wing,653,17,+2.0%,60,-0.9%,76,-2.6%,14,+3.0%,36,+0.9%,93,-10.4%,1,+11.5%,4,+6.2%
Daniel Gibson,22.7,CLE,Combo,1664,66,-0.9%,62,-1.0%,28,+2.2%,72,-1.7%,55,-0.2%,92,-9.6%,35,+1.6%,68,-1.6%
Manu Ginobili,31.3,SAS,Wing,1171,7,+3.1%,45,+0.2%,42,+0.6%,9,+4.0%,11,+2.6%,67,-2.7%,8,+6.0%,13,+3.8%
Ryan Gomes,26.2,MIN,Forward,2605,39,+0.5%,19,+3.4%,10,+5.1%,64,-1.1%,29,+1.2%,76,-4.4%,80,-3.8%,87,-3.9%
Drew Gooden,27.1,CHI,Big,915,51,-0.0%,24,+2.8%,44,+0.4%,79,-2.5%,75,-1.4%,49,+0.2%,65,-1.6%,67,-1.5%
Drew Gooden,27.1,SAS,Big,309,48,+0.2%,3,+6.2%,32,+1.6%,54,-0.3%,45,+0.4%,0,+21.6%,100,-25.3%,98,-8.8%
Ben Gordon,25.6,CHI,Wing,2987,46,+0.3%,54,-0.4%,31,+2.0%,38,+0.9%,28,+1.3%,96,-12.0%,15,+4.3%,56,-0.5%
Eric Gordon,19.9,LAC,Wing,2622,47,+0.3%,16,+3.8%,84,-3.8%,26,+1.8%,55,-0.3%,34,+2.3%,89,-5.6%,83,-3.2%
Marcin Gortat,24.7,ORL,Big,687,51,-0.0%,64,-1.2%,71,-2.1%,92,-4.3%,92,-3.6%,6,+9.1%,20,+3.7%,3,+6.5%
Joey Graham,26.4,TOR,Forward,1443,62,-0.6%,61,-0.9%,70,-1.9%,46,+0.4%,57,-0.3%,66,-2.7%,40,+1.1%,52,-0.2%
Stephen Graham,26.4,IND,Wing,629,73,-1.4%,54,-0.5%,67,-1.8%,23,+2.0%,41,+0.6%,46,+0.6%,93,-6.7%,87,-4.0%
Danny Granger,25.5,IND,Forward,2414,27,+1.3%,29,+2.2%,18,+3.5%,66,-1.3%,44,+0.5%,28,+3.3%,57,-0.6%,41,+0.7%
Aaron Gray,23.9,CHI,Big,683,42,+0.4%,63,-1.1%,75,-2.4%,30,+1.5%,51,+0.1%,3,+10.8%,49,+0.2%,16,+3.4%
Gerald Green,22.8,DAL,Wing,312,58,-0.4%,26,+2.6%,80,-2.9%,36,+1.0%,58,-0.3%,1,+13.8%,85,-4.6%,71,-1.9%
