Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Quincy Acy,23.1,SAC,Big,744,43,49.6%,75,63%,23,14%,52,17%,29,31%,88,5%,64,1%,73,6%
Steven Adams,20.3,OKC,Big,1115,35,48.5%,91,76%,51,22%,5,1%,14,24%,0,0%,0,0%,0,0%
Jeff Adrien,27.7,CHA,Big,226,47,50.0%,98,89%,4,8%,10,3%,2,11%,0,0%,0,0%,0,0%
Jeff Adrien,27.7,MIL,Big,676,56,51.1%,77,64%,29,16%,59,19%,38,36%,0,0%,0,0%,0,0%
Arron Afflalo,28.0,ORL,Wing,2543,66,52.3%,25,20%,80,18%,92,35%,92,53%,34,8%,30,19%,27,27%
Alexis Ajinca,25.5,NOP,Big,934,82,55.1%,58,54%,79,29%,51,16%,62,45%,0,0%,56,0%,50,0%
Cole Aldrich,25.0,NYK,Big,210,74,53.7%,74,63%,91,38%,0,0%,43,38%,0,0%,0,0%,0,0%
LaMarcus Aldridge,28.3,POR,Big,2496,22,46.0%,7,24%,69,26%,97,49%,99,75%,56,0%,64,1%,63,1%
Lavoy Allen,24.7,PHI,Big,905,19,45.7%,30,38%,73,27%,84,31%,84,58%,0,0%,74,4%,71,4%
Ray Allen,38.3,MIA,Wing,1897,93,56.2%,28,20%,36,10%,34,16%,26,26%,93,23%,72,31%,89,54%
Tony Allen,31.8,MEM,Wing,1271,62,51.6%,96,63%,45,11%,34,16%,30,27%,22,6%,3,3%,5,10%
Al-Farouq Aminu,23.1,NOP,Forward,2032,45,49.1%,93,56%,59,15%,59,20%,55,35%,25,6%,5,3%,9,9%
Lou Amundson,30.9,NOP,Big,165,89,57.1%,99,91%,1,6%,12,3%,1,9%,0,0%,0,0%,0,0%
Chris Andersen,35.3,MIA,Big,1368,98,65.6%,96,85%,1,5%,23,8%,4,12%,71,1%,72,2%,69,3%
Alan Anderson,31.0,BKN,Wing,1622,55,50.2%,39,23%,57,14%,33,16%,39,29%,79,19%,62,29%,76,48%
James Anderson,24.6,PHI,Wing,2289,61,51.3%,72,36%,39,10%,7,8%,10,18%,59,14%,80,33%,74,47%
Ryan Anderson,25.5,NOP,Big,778,65,52.6%,8,25%,11,11%,63,21%,30,32%,90,5%,95,38%,94,44%
Giannis Antetokounmpo,18.9,MIL,Forward,1796,23,45.4%,86,56%,32,11%,25,10%,20,21%,18,4%,48,20%,32,24%
Carmelo Anthony,29.4,NYK,Forward,2971,61,50.6%,30,25%,55,14%,95,38%,95,52%,5,2%,50,21%,30,23%
Joel Anthony,31.2,BOS,Big,128,2,39.1%,47,48%,98,44%,25,8%,75,52%,0,0%,0,0%,0,0%
