Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Omer Asik,27.3,HOU,Big,929,68,53.0%,36,58%,6,21%,2,0%,1,17%,0,0%,0,0%,0,0%
D.J. Augustin,26.0,CHI,Point,1813,88,52.7%,29,50%,32,31%,54,40%,34,36%,35,36%,98,45%,96,43%
Gustavo Ayon,28.6,ATL,Big,401,38,48.9%,8,49%,98,54%,78,45%,94,50%,0,0%,0,0%,0,0%
Jeff Ayres,26.5,SAS,Big,855,93,59.5%,85,69%,51,40%,20,29%,21,34%,0,0%,0,0%,0,0%
Chris Babb,23.7,BOS,Wing,106,1,30.4%,99,100%,0,0%,0,0%,0,0%,0,17%,7,20%,2,19%
Luke Babbitt,24.4,NOP,Big,453,58,51.7%,19,55%,81,45%,14,23%,44,39%,0,46%,67,38%,72,39%
Leandro Barbosa,30.9,PHX,Combo,366,30,45.3%,70,58%,54,35%,12,22%,9,28%,0,0%,56,35%,8,26%
J.J. Barea,29.3,MIN,Combo,1413,18,44.4%,21,50%,37,33%,47,39%,39,35%,66,43%,22,31%,24,32%
Andrea Bargnani,28.0,NYK,Big,1252,27,47.3%,33,58%,64,42%,82,47%,83,45%,0,50%,17,28%,17,28%
Harrison Barnes,21.4,GSW,Forward,2097,20,45.1%,27,55%,55,35%,41,35%,50,35%,31,36%,44,34%,31,35%
Matt Barnes,33.6,LAC,Forward,1701,75,52.7%,82,67%,73,42%,9,26%,41,34%,20,34%,36,34%,26,34%
Will Barton,22.8,POR,Wing,310,11,42.2%,80,66%,12,19%,6,11%,5,15%,0,42%,0,20%,25,32%
Brandon Bass,28.5,BOS,Big,2263,36,48.8%,32,57%,54,41%,74,45%,75,43%,0,0%,0,67%,0,40%
Shane Battier,35.1,MIA,Wing,1456,65,52.0%,66,62%,72,41%,0,0%,40,35%,44,39%,33,31%,46,35%
Nicolas Batum,24.9,POR,Wing,2951,91,55.5%,97,74%,79,42%,80,42%,81,42%,25,36%,62,36%,49,36%
Jerryd Bayless,25.2,BOS,Combo,1009,67,48.4%,42,54%,26,29%,72,42%,63,39%,69,44%,80,38%,84,40%
Jerryd Bayless,25.2,MEM,Combo,640,14,42.9%,19,49%,89,45%,39,36%,58,39%,11,33%,11,29%,20,30%
Aron Baynes,26.9,SAS,Big,381,11,43.9%,11,51%,15,29%,66,42%,20,34%,0,0%,0,0%,0,0%
Kent Bazemore,24.3,GSW,Wing,190,7,41.5%,76,65%,13,20%,16,25%,7,24%,0,20%,12,24%,4,23%
Kent Bazemore,24.3,LAL,Wing,609,70,52.8%,39,57%,19,25%,85,43%,48,37%,98,56%,52,35%,70,39%
Bradley Beal,20.3,WAS,Wing,2516,39,47.9%,35,57%,50,37%,53,38%,57,38%,37,39%,89,41%,82,40%
Michael Beasley,24.8,MIA,Big,746,65,52.6%,74,66%,88,48%,45,37%,70,43%,92,47%,55,34%,80,39%
Marco Belinelli,27.6,SAS,Wing,1942,96,57.6%,91,69%,65,40%,89,45%,84,43%,66,44%,93,43%,93,43%
Anthony Bennett,20.6,CLE,Big,590,1,38.2%,41,60%,4,19%,17,26%,5,24%,0,30%,5,19%,7,22%
Patrick Beverley,25.3,HOU,Combo,1741,84,51.1%,54,56%,79,42%,18,30%,56,39%,29,35%,73,37%,51,36%
Chauncey Billups,37.1,DET,Combo,298,9,38.8%,5,33%,4,10%,86,44%,21,32%,0,50%,4,26%,12,29%
Bismack Biyombo,21.2,CHA,Big,987,95,60.9%,88,69%,37,37%,88,50%,51,39%,0,0%,0,0%,0,0%
DeJuan Blair,24.5,DAL,Big,1183,78,54.3%,60,64%,74,44%,46,38%,78,44%,0,0%,0,0%,0,0%
Steve Blake,33.7,GSW,Combo,542,39,46.1%,2,0%,98,50%,91,45%,98,45%,77,44%,9,28%,31,32%
Steve Blake,33.7,LAL,Combo,875,70,48.9%,88,64%,5,11%,26,32%,7,27%,26,34%,93,42%,82,39%
Andray Blatche,27.2,BKN,Big,1576,41,49.2%,63,64%,40,38%,40,35%,27,36%,0,29%,38,32%,33,31%
Eric Bledsoe,23.9,PHX,Combo,1407,95,52.5%,86,64%,40,33%,82,44%,67,40%,0,55%,40,34%,53,36%
Andrew Bogut,28.9,GSW,Big,1764,97,62.7%,86,69%,78,45%,96,57%,86,46%,0,0%,0,0%,0,0%
Matt Bonner,33.6,SAS,Big,602,92,58.6%,93,71%,53,41%,94,54%,80,44%,100,65%,81,39%,96,44%
Trevor Booker,25.9,WAS,Big,1521,82,55.2%,87,69%,80,45%,60,40%,69,43%,0,0%,0,0%,0,0%
Carlos Boozer,31.9,CHI,Big,2131,18,45.6%,39,59%,22,33%,59,40%,38,38%,0,0%,0,0%,0,0%
Chris Bosh,29.6,MIA,Big,2521,85,55.6%,90,71%,69,43%,87,50%,92,48%,50,35%,50,34%,52,34%
Avery Bradley,22.9,BOS,Combo,1838,68,48.8%,61,57%,19,27%,81,44%,72,41%,37,36%,100,48%,88,40%
Elton Brand,34.6,ATL,Big,1388,78,54.2%,91,71%,89,48%,85,48%,94,48%,0,0%,0,0%,0,0%
Corey Brewer,27.7,MIN,Wing,2606,66,52.0%,75,65%,43,36%,18,28%,21,32%,9,31%,13,24%,10,28%
Ronnie Brewer,28.6,HOU,Wing,118,0,11.1%,10,50%,2,0%,0,0%,0,0%,0,0%,0,0%,0,0%
Aaron Brooks,28.8,DEN,Combo,803,51,46.9%,32,52%,39,33%,63,41%,42,36%,89,47%,42,34%,57,36%
Aaron Brooks,28.8,HOU,Point,652,81,51.5%,24,49%,44,33%,12,29%,17,32%,87,48%,88,41%,89,42%
MarShon Brooks,24.8,LAL,Wing,201,76,53.4%,27,55%,88,48%,4,9%,51,38%,0,100%,0,58%,0,64%
Lorenzo Brown,23.2,PHI,Point,157,2,28.8%,10,40%,95,55%,2,14%,61,39%,0,0%,0,0%,0,0%
Shannon Brown,27.9,SAS,Wing,100,2,30.8%,69,63%,2,0%,10,21%,6,19%,0,0%,0,0%,0,0%
Kobe Bryant,35.2,LAL,Combo,176,19,44.5%,98,75%,81,42%,74,42%,86,42%,0,0%,0,21%,2,19%
Chase Budinger,25.4,MIN,Wing,703,43,48.3%,85,67%,82,43%,11,22%,11,28%,40,39%,46,34%,44,35%
Reggie Bullock,22.6,LAC,Wing,342,16,43.2%,98,75%,26,29%,23,30%,13,30%,58,43%,8,23%,14,30%
Trey Burke,21.0,UTA,Point,2220,36,44.4%,22,48%,53,35%,47,39%,47,38%,52,39%,36,33%,36,34%
Alec Burks,22.3,UTA,Wing,2086,48,49.2%,48,59%,52,38%,44,36%,47,37%,41,39%,78,39%,66,39%
Caron Butler,33.6,MIL,Forward,805,34,47.2%,7,48%,36,32%,73,41%,68,39%,54,38%,69,38%,72,38%
Caron Butler,33.6,OKC,Wing,594,69,52.7%,10,50%,92,50%,28,33%,43,36%,54,42%,95,46%,95,44%
Jimmy Butler,24.1,CHI,Wing,2580,23,45.4%,38,57%,22,27%,48,37%,35,34%,59,43%,10,23%,13,30%
Rasual Butler,34.4,IND,Wing,301,98,60.7%,93,70%,65,40%,93,45%,87,44%,29,37%,100,58%,96,45%
Dwight Buycks,24.7,TOR,Combo,141,5,38.0%,84,64%,5,11%,7,18%,0,15%,0,100%,0,23%,0,33%
Andrew Bynum,26.0,CLE,Big,478,6,41.9%,5,47%,49,39%,60,41%,50,39%,0,0%,0,0%,0,0%
Will Bynum,30.8,DET,Combo,1008,28,45.1%,60,57%,35,32%,42,37%,35,35%,0,0%,47,35%,25,32%
Nick Calathes,24.7,MEM,Point,1099,73,50.9%,88,64%,61,38%,51,39%,54,38%,0,54%,20,30%,45,36%
Jose Calderon,32.1,DAL,Point,2459,98,58.7%,93,66%,19,29%,59,43%,73,41%,97,51%,96,44%,98,45%
Kentavious Caldwell-Pope,20.7,DET,Wing,1506,33,47.3%,41,58%,56,38%,27,32%,30,34%,36,38%,25,29%,30,33%
Isaiah Canaan,22.5,HOU,Combo,213,74,49.2%,23,50%,2,0%,58,40%,14,29%,0,33%,58,36%,45,35%
DeMarre Carroll,27.3,ATL,Wing,2332,86,54.8%,84,67%,53,38%,49,38%,55,38%,31,37%,59,36%,50,36%
Vince Carter,36.8,DAL,Wing,1958,52,49.8%,16,51%,63,40%,30,33%,44,36%,53,41%,83,40%,76,40%
Michael Carter-Williams,22.1,PHI,Point,2379,29,43.1%,42,52%,59,37%,34,36%,37,37%,58,41%,4,25%,9,26%
Omri Casspi,25.4,HOU,Forward,1183,59,50.3%,45,59%,64,40%,11,26%,57,36%,34,37%,51,36%,51,36%
Mario Chalmers,27.5,MIA,Point,2161,90,53.3%,58,56%,73,39%,36,36%,51,38%,100,51%,24,33%,75,39%
Tyson Chandler,31.1,NYK,Big,1653,94,59.7%,74,66%,9,25%,56,39%,19,34%,0,0%,0,0%,0,0%
Wilson Chandler,26.5,DEN,Forward,1922,52,50.1%,52,61%,48,34%,61,37%,55,36%,83,42%,31,31%,38,35%
Dionte Christmas,27.1,PHX,Wing,137,10,42.1%,2,36%,0,0%,81,43%,82,43%,0,50%,16,25%,14,30%
Earl Clark,25.8,CLE,Forward,656,30,46.7%,30,55%,23,29%,27,33%,25,32%,11,29%,74,39%,44,36%
Victor Claver,25.2,POR,Big,147,1,37.5%,87,69%,0,0%,2,0%,0,0%,0,20%,0,13%,0,15%
Norris Cole,25.1,MIA,Combo,1918,60,48.0%,30,52%,42,33%,75,43%,61,39%,40,37%,27,31%,43,35%
Jason Collins,34.9,BKN,Big,135,13,44.4%,53,63%,90,50%,57,40%,71,43%,0,0%,0,0%,0,0%
Darren Collison,26.2,LAC,Combo,2001,91,52.2%,79,62%,72,40%,68,42%,77,41%,97,51%,20,30%,76,39%
Nick Collison,33.0,OKC,Big,1333,88,56.4%,58,63%,99,58%,68,43%,93,48%,0,20%,0,100%,11,25%
Mike Conley,26.1,MEM,Point,2433,69,50.5%,75,58%,76,40%,64,44%,76,42%,6,30%,72,38%,57,37%
Chris Copeland,29.6,IND,Forward,181,100,62.0%,95,77%,39,33%,0,0%,7,25%,0,29%,97,45%,92,43%
DeMarcus Cousins,23.2,SAC,Big,2292,44,49.7%,56,63%,32,36%,64,42%,46,39%,0,0%,0,0%,0,0%
Jamal Crawford,33.6,LAC,Combo,2071,75,49.3%,68,58%,61,38%,89,45%,88,42%,51,38%,51,35%,49,36%
Jordan Crawford,25.0,BOS,Combo,1193,47,46.5%,14,48%,95,48%,79,43%,100,46%,0,47%,18,30%,22,32%
Jordan Crawford,25.0,GSW,Combo,587,54,47.4%,93,69%,82,43%,53,39%,70,41%,43,37%,24,31%,33,32%
Jae Crowder,23.3,DAL,Wing,1200,67,52.3%,84,67%,61,39%,68,40%,67,40%,69,44%,14,24%,31,33%
Dante Cunningham,26.5,MIN,Big,1564,25,46.9%,85,69%,96,52%,49,38%,53,40%,0,0%,0,0%,0,0%
Stephen Curry,25.6,GSW,Point,2838,97,57.2%,78,60%,83,43%,83,49%,93,47%,71,44%,94,43%,94,43%
Samuel Dalembert,33.5,DAL,Big,1601,89,57.0%,54,63%,35,36%,88,50%,60,41%,0,0%,0,0%,0,0%
Gigi Datome,25.9,DET,Wing,150,6,37.7%,99,100%,92,50%,30,33%,43,36%,0,0%,8,21%,1,17%
Brandon Davies,22.3,PHI,Big,473,17,45.5%,35,58%,19,32%,15,24%,11,28%,0,0%,0,29%,0,25%
Anthony Davis,20.6,NOP,Big,2337,60,52.0%,80,67%,58,41%,52,39%,56,40%,0,25%,0,0%,0,25%
Ed Davis,24.4,MEM,Big,899,72,53.5%,68,65%,39,38%,71,44%,47,39%,0,0%,0,0%,0,0%
Glen Davis,27.8,LAC,Big,297,29,47.4%,48,61%,62,42%,27,33%,25,36%,0,0%,0,0%,0,0%
Glen Davis,27.8,ORL,Big,1352,20,45.8%,34,58%,23,33%,72,44%,58,40%,0,100%,0,38%,0,44%
Nando De Colo,26.4,SAS,Wing,220,44,48.5%,51,60%,99,67%,39,35%,85,43%,0,67%,5,19%,5,26%
Nando De Colo,26.4,TOR,Combo,192,23,44.8%,89,64%,42,33%,4,13%,2,21%,0,50%,0,30%,86,40%
DeMar DeRozan,24.2,TOR,Wing,3012,22,45.3%,75,64%,67,40%,63,39%,66,40%,43,39%,11,23%,21,31%
Dewayne Dedmon,24.2,ORL,Big,220,4,40.8%,1,43%,68,43%,20,29%,25,36%,0,0%,0,0%,0,0%
Dewayne Dedmon,24.2,PHI,Big,138,22,46.2%,65,64%,9,25%,15,25%,6,25%,0,0%,0,0%,0,0%
Matthew Dellavedova,23.1,CLE,Combo,1162,96,52.8%,67,58%,74,41%,77,43%,81,42%,86,46%,62,36%,80,39%
Luol Deng,28.5,CHI,Wing,856,34,47.4%,82,66%,70,41%,43,36%,51,38%,21,35%,9,23%,7,27%
Luol Deng,28.5,CLE,Wing,1350,28,45.7%,36,57%,29,31%,75,42%,51,38%,6,30%,39,33%,24,32%
Boris Diaw,31.5,SAS,Big,1909,87,56.1%,80,67%,89,48%,47,38%,81,44%,33,33%,90,43%,91,41%
Gorgui Dieng,23.8,MIN,Big,707,39,49.0%,33,58%,28,35%,44,37%,23,35%,0,0%,0,100%,0,100%
Toney Douglas,27.6,GSW,Point,213,42,46.0%,10,40%,0,0%,85,50%,44,38%,0,31%,38,34%,28,33%
Toney Douglas,27.6,MIA,Combo,388,44,46.5%,28,51%,42,33%,96,50%,84,42%,3,21%,67,36%,14,29%
Chris Douglas-Roberts,26.8,CHA,Wing,941,77,53.4%,46,59%,25,28%,74,42%,24,32%,68,44%,43,33%,62,38%
Goran Dragic,27.5,PHX,Point,2658,93,56.1%,97,67%,54,36%,63,44%,68,40%,94,49%,76,39%,85,41%
Andre Drummond,20.2,DET,Big,2598,96,62.4%,78,67%,18,31%,2,0%,13,30%,0,0%,0,0%,0,0%
Jared Dudley,28.3,LAC,Wing,1702,75,53.3%,51,60%,85,45%,96,51%,98,50%,57,43%,37,32%,51,36%
Tim Duncan,37.5,SAS,Big,2152,40,49.1%,68,65%,73,44%,48,38%,61,41%,0,0%,0,0%,0,0%
Mike Dunleavy,33.1,CHI,Wing,2554,61,51.1%,36,57%,57,38%,71,41%,75,41%,22,35%,81,39%,63,38%
Kevin Durant,25.1,OKC,Forward,3109,86,56.2%,98,77%,82,43%,82,43%,86,43%,74,41%,77,39%,77,39%
Wayne Ellington,25.9,DAL,Wing,339,71,53.0%,98,79%,2,0%,41,35%,17,31%,4,30%,99,48%,87,41%
Monta Ellis,28.0,DAL,Wing,3007,39,47.9%,53,60%,41,36%,61,39%,57,38%,97,54%,22,28%,36,34%
Jeremy Evans,26.0,UTA,Big,1125,59,51.9%,78,67%,53,40%,37,35%,30,37%,0,0%,0,0%,0,0%
Reggie Evans,33.5,BKN,Big,362,3,40.0%,2,44%,9,25%,2,0%,3,22%,0,0%,0,0%,0,0%
Reggie Evans,33.5,SAC,Big,490,71,53.3%,63,64%,33,36%,2,0%,15,31%,0,0%,0,0%,0,0%
Tyreke Evans,24.1,NOP,Combo,2011,33,45.8%,35,53%,28,30%,14,25%,11,28%,6,24%,16,30%,10,28%
Kenneth Faried,24.0,DEN,Big,2160,79,54.8%,73,66%,61,42%,26,32%,49,39%,0,0%,0,0%,0,0%
Jordan Farmar,26.9,LAL,Combo,883,88,51.5%,11,44%,68,39%,35,35%,44,36%,100,56%,87,41%,98,44%
Vitor Faverani,25.5,BOS,Big,456,37,48.9%,20,55%,50,39%,43,36%,43,38%,0,0%,45,33%,43,33%
Derrick Favors,22.3,UTA,Big,2198,63,52.3%,77,67%,56,41%,18,26%,27,36%,0,0%,0,0%,0,0%
Raymond Felton,29.3,NYK,Combo,2014,21,44.8%,26,51%,56,36%,54,39%,51,38%,77,44%,13,29%,29,32%
Landry Fields,25.3,TOR,Forward,315,5,39.4%,16,53%,59,37%,0,0%,11,28%,0,0%,0,0%,0,0%
Derek Fisher,39.2,OKC,Combo,1397,82,50.7%,12,46%,14,23%,93,46%,60,39%,9,27%,96,42%,67,38%
Evan Fournier,21.0,DEN,Wing,1410,49,49.6%,54,60%,19,25%,36,34%,11,29%,60,43%,51,35%,58,37%
Randy Foye,30.1,DEN,Combo,2472,93,52.3%,49,55%,32,31%,70,42%,53,39%,83,45%,69,37%,71,38%
Jamaal Franklin,22.3,MEM,Wing,121,2,33.3%,10,50%,2,0%,8,14%,2,11%,0,100%,0,14%,0,25%
Jimmer Fredette,24.7,SAC,Combo,413,100,55.9%,95,70%,86,44%,58,40%,82,42%,0,86%,98,43%,100,48%
Joel Freeland,26.7,POR,Big,713,24,46.8%,26,56%,15,29%,76,45%,48,39%,0,0%,0,0%,0,0%
Channing Frye,30.5,PHX,Big,2306,75,53.9%,53,63%,84,47%,79,46%,89,46%,4,28%,74,39%,67,38%
Francisco Garcia,31.8,HOU,Wing,1021,53,50.2%,62,62%,45,36%,15,24%,16,30%,51,41%,29,30%,38,34%
Kevin Garnett,37.5,BKN,Big,1106,12,44.1%,25,56%,29,35%,73,45%,68,42%,0,0%,0,0%,0,0%
Diante Garrett,25.0,UTA,Combo,954,37,46.0%,39,53%,70,39%,5,18%,23,32%,91,50%,71,37%,92,41%
Marc Gasol,28.8,MEM,Big,1962,30,47.6%,94,72%,71,43%,50,38%,63,41%,0,0%,0,17%,0,17%
Pau Gasol,33.3,LAL,Big,1874,34,48.0%,61,64%,63,42%,58,40%,63,41%,0,100%,0,23%,0,29%
Rudy Gay,27.2,SAC,Wing,1882,57,50.9%,77,65%,90,49%,55,38%,89,44%,3,29%,38,32%,22,32%
Rudy Gay,27.2,TOR,Forward,636,9,42.0%,11,51%,34,32%,27,33%,30,33%,14,31%,85,40%,69,38%
Alonzo Gee,26.4,CLE,Wing,974,47,48.8%,74,64%,48,37%,9,18%,10,26%,28,37%,0,31%,45,35%
Paul George,23.5,IND,Wing,2887,50,49.6%,42,58%,49,37%,66,40%,62,39%,86,48%,53,35%,61,38%
Taj Gibson,28.4,CHI,Big,2301,32,47.9%,44,60%,40,38%,54,39%,43,38%,0,0%,0,0%,0,0%
Manu Ginobili,36.3,SAS,Wing,1526,81,54.1%,93,70%,75,41%,20,29%,42,36%,64,43%,42,33%,42,35%
Rudy Gobert,21.3,UTA,Big,314,15,45.3%,11,51%,8,22%,2,0%,2,20%,0,0%,0,0%,0,0%
Drew Gooden,32.1,WAS,Big,376,85,55.7%,98,76%,75,44%,81,47%,88,46%,0,33%,0,38%,65,38%
Archie Goodwin,19.2,PHX,Wing,465,45,48.7%,51,60%,84,44%,16,25%,75,41%,0,15%,0,14%,0,15%
Ben Gordon,30.6,CHA,Wing,261,7,39.7%,10,50%,29,31%,30,33%,25,33%,0,20%,54,35%,25,32%
Eric Gordon,24.9,NOP,Wing,2053,52,49.9%,29,55%,23,27%,69,41%,39,35%,1,25%,92,42%,75,40%
Marcin Gortat,29.7,WAS,Big,2646,77,54.2%,92,71%,57,41%,51,38%,58,40%,0,0%,0,100%,0,100%
Danny Granger,30.5,IND,Wing,617,15,43.0%,7,49%,27,29%,37,34%,20,32%,48,41%,23,28%,28,32%
Danny Granger,30.5,LAC,Forward,181,50,50.0%,91,75%,5,9%,89,45%,27,32%,0,36%,56,37%,54,36%
Aaron Gray,28.9,SAC,Big,311,14,44.6%,9,50%,43,38%,96,67%,66,41%,0,0%,0,0%,0,0%
Danny Green,26.4,SAS,Wing,1622,94,56.6%,80,66%,73,41%,23,30%,37,34%,20,35%,97,46%,91,42%
Draymond Green,23.7,GSW,Forward,1706,36,47.9%,34,56%,20,28%,64,38%,34,33%,69,40%,38,34%,33,35%
Gerald Green,27.8,PHX,Wing,2301,85,54.7%,78,66%,75,41%,73,42%,79,41%,85,48%,67,37%,79,40%
Jeff Green,27.2,BOS,Wing,2789,32,47.3%,71,63%,31,33%,26,32%,23,32%,42,39%,41,33%,39,35%
Willie Green,32.3,LAC,Wing,810,20,44.8%,73,64%,35,34%,25,31%,22,32%,48,41%,23,28%,38,34%
Blake Griffin,24.6,LAC,Big,2857,73,53.5%,92,71%,44,39%,42,36%,33,37%,83,44%,0,19%,28,31%
Jorge Gutierrez,24.8,BKN,Combo,204,46,46.5%,72,59%,16,25%,96,50%,91,44%,0,0%,0,50%,0,20%
Jordan Hamilton,23.1,DEN,Wing,621,40,48.1%,7,47%,39,35%,98,52%,75,41%,82,47%,30,31%,43,35%
Jordan Hamilton,23.1,HOU,Wing,320,42,48.2%,10,50%,80,43%,7,11%,27,33%,93,50%,26,29%,52,37%
Tyler Hansbrough,28.0,TOR,Big,963,36,48.7%,15,54%,60,41%,15,25%,30,37%,0,0%,0,0%,0,0%
Tim Hardaway Jr.,21.6,NYK,Wing,1723,68,52.6%,79,66%,11,18%,72,41%,41,36%,27,36%,74,38%,57,37%
James Harden,24.2,HOU,Wing,2773,72,53.0%,61,61%,68,40%,78,42%,77,41%,19,34%,68,37%,54,37%
Maurice Harkless,20.5,ORL,Forward,1890,73,52.6%,36,56%,23,29%,27,33%,18,31%,46,38%,79,39%,74,38%
Josh Harrellson,24.7,DET,Big,285,70,53.2%,18,54%,99,60%,46,38%,89,46%,0,0%,69,38%,63,37%
Al Harrington,33.7,WAS,Big,491,26,46.9%,23,55%,3,18%,27,33%,5,24%,71,38%,33,32%,43,33%
Devin Harris,30.7,DAL,Combo,808,26,45.0%,37,53%,21,27%,46,38%,19,31%,0,22%,36,33%,27,32%
Manny Harris,24.1,LAL,Wing,179,19,44.2%,31,56%,10,17%,30,33%,8,25%,0,33%,54,35%,41,35%
Michael Harris,30.4,UTA,Forward,163,7,40.0%,41,58%,93,50%,20,30%,36,33%,0,0%,0,0%,0,0%
Tobias Harris,21.3,ORL,Forward,1824,43,49.0%,84,69%,57,36%,77,42%,70,39%,6,28%,8,24%,3,26%
Udonis Haslem,33.4,MIA,Big,615,43,49.6%,47,61%,90,50%,38,35%,34,37%,0,0%,0,0%,0,0%
Spencer Hawes,25.5,CLE,Big,803,80,54.9%,35,58%,46,39%,63,41%,50,39%,0,25%,98,48%,98,45%
Spencer Hawes,25.5,PHI,Big,1662,62,52.2%,29,57%,37,37%,57,40%,39,38%,0,45%,86,40%,87,41%
Chuck Hayes,30.4,SAC,Big,178,11,43.8%,27,56%,18,31%,0,0%,15,31%,0,0%,0,0%,0,0%
Chuck Hayes,30.4,TOR,Big,573,9,43.3%,25,56%,14,29%,0,0%,11,29%,0,0%,0,0%,0,0%
Gordon Hayward,23.6,UTA,Wing,2779,24,45.5%,43,58%,33,33%,79,42%,65,39%,2,28%,32,31%,17,30%
Gerald Henderson,25.9,CHA,Wing,2452,27,45.7%,49,59%,61,39%,65,40%,66,40%,56,42%,48,35%,56,37%
Xavier Henry,22.6,LAL,Wing,876,26,45.7%,20,51%,24,28%,52,38%,36,34%,66,44%,43,33%,46,36%
John Henson,22.8,MIL,Big,1818,74,53.7%,75,66%,64,42%,22,29%,54,40%,0,0%,0,0%,0,0%
Roy Hibbert,26.9,IND,Big,2403,12,44.1%,12,52%,55,41%,54,39%,57,40%,0,50%,0,50%,0,50%
JJ Hickson,25.2,DEN,Big,1843,54,50.9%,70,65%,35,36%,24,30%,20,34%,0,0%,0,0%,0,0%
Nene Hilario,31.1,WAS,Big,1548,52,50.6%,67,65%,32,36%,73,44%,59,41%,0,0%,0,50%,0,25%
George Hill,27.5,IND,Point,2430,86,52.5%,95,67%,90,46%,22,33%,64,39%,23,33%,74,39%,66,37%
Jordan Hill,26.3,LAL,Big,1491,81,55.0%,79,67%,76,44%,64,42%,78,43%,0,0%,0,0%,0,0%
Solomon Hill,22.6,IND,Wing,170,16,43.1%,10,50%,99,67%,0,0%,99,50%,0,18%,0,38%,5,26%
Kirk Hinrich,32.8,CHI,Combo,2097,42,46.3%,16,48%,42,33%,67,42%,65,40%,63,43%,33,33%,47,36%
Jrue Holiday,23.4,NOP,Point,1137,59,48.5%,53,55%,63,38%,61,43%,71,41%,0,36%,92,42%,83,41%
Ryan Hollins,29.1,LAC,Big,416,100,76.8%,100,86%,90,50%,88,50%,94,50%,0,0%,0,0%,0,0%
Al Horford,27.4,ATL,Big,954,89,57.1%,98,75%,78,45%,85,49%,92,47%,0,36%,0,0%,0,36%
Dwight Howard,27.9,HOU,Big,2393,94,59.5%,82,68%,51,40%,15,25%,54,40%,0,50%,0,0%,0,50%
Robbie Hummel,24.7,MIN,Forward,563,39,48.3%,91,75%,18,27%,68,40%,59,38%,14,31%,72,38%,41,35%
