Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
LaMarcus Aldridge,23.3,POR,Big,236,83,+4.6%,52,+0.2%,48,-0.2%,68,+3.5%,67,+3.3%,16,-3.2%,50,-0.4%,30,-3.5%
Ray Allen,33.3,BOS,Wing,564,77,+3.9%,80,+3.5%,63,+1.5%,13,-5.4%,24,-3.9%,34,-0.9%,64,+1.3%,59,+0.4%
Rafer Alston,32.3,ORL,Point,739,22,-3.1%,76,+2.9%,16,-3.3%,17,-4.4%,11,-7.7%,40,-0.5%,90,+5.4%,82,+4.8%
Chris Andersen,30.3,DEN,Big,317,26,-2.2%,28,-1.9%,37,-1.2%,23,-3.8%,19,-4.9%,85,+2.4%,84,+4.4%,92,+6.8%
Carmelo Anthony,24.4,DEN,Forward,610,92,+8.4%,73,+2.7%,81,+3.8%,60,+2.6%,84,+6.3%,47,-0.2%,2,-8.8%,8,-9.0%
Trevor Ariza,23.3,LAL,Wing,720,64,+2.0%,50,+0.0%,49,-0.2%,51,+0.5%,49,+0.3%,41,-0.5%,59,+0.2%,53,-0.3%
J.J. Barea,24.4,DAL,Combo,207,88,+6.9%,99,+11.4%,9,-4.4%,32,-2.6%,15,-7.0%,53,-0.1%,16,-4.3%,25,-4.4%
Brandon Bass,23.5,DAL,Big,186,9,-5.6%,64,+1.9%,87,+4.5%,8,-7.3%,31,-2.8%,79,+2.0%,44,-1.0%,64,+1.0%
Tony Battie,32.7,ORL,Big,124,35,-1.3%,47,-0.3%,57,+0.7%,98,+14.5%,99,+15.2%,1,-8.8%,9,-6.1%,2,-14.9%
Shane Battier,30.1,HOU,Wing,495,80,+4.2%,22,-2.6%,90,+5.8%,27,-3.2%,63,+2.6%,90,+3.4%,29,-3.3%,54,+0.1%
Michael Beasley,19.8,MIA,Big,163,1,-14.3%,91,+5.4%,18,-3.1%,22,-3.8%,14,-7.0%,83,+2.2%,47,-0.7%,69,+1.5%
