Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ray Allen,32.3,BOS,Wing,984,74,52.6%,55,28%,58,11%,29,17%,29,29%,61,13%,71,30%,61,44%
Rafer Alston,31.3,HOU,Point,125,81,55.2%,31,19%,69,19%,0,10%,6,29%,50,4%,100,48%,100,52%
Carmelo Anthony,23.4,DEN,Forward,146,0,36.8%,87,45%,67,15%,87,31%,87,46%,13,1%,20,8%,7,9%
Leandro Barbosa,24.9,PHX,Combo,137,25,40.4%,75,35%,92,19%,0,13%,17,33%,83,19%,33,13%,42,33%
Andrea Bargnani,22.0,TOR,Big,103,7,38.5%,2,15%,0,3%,82,41%,52,44%,89,3%,98,38%,95,41%
Brent Barry,35.8,SAS,Wing,190,100,74.4%,13,10%,19,5%,10,5%,3,10%,71,15%,100,64%,100,79%
Brandon Bass,22.5,DAL,Big,131,52,48.6%,55,54%,18,14%,70,31%,55,46%,0,0%,0,0%,0,0%
Shane Battier,29.1,HOU,Forward,245,87,60.5%,13,16%,80,19%,7,9%,20,28%,87,28%,60,28%,93,56%
Raja Bell,31.1,PHX,Wing,212,97,74.3%,3,8%,29,8%,48,30%,48,38%,74,16%,90,38%,84,54%
Mike Bibby,29.5,ATL,Point,250,6,39.2%,6,14%,44,9%,88,40%,56,49%,56,5%,81,32%,81,37%
Chauncey Billups,31.1,DET,Point,479,31,47.4%,44,25%,50,9%,38,29%,38,38%,31,2%,94,35%,75,37%
Keith Bogans,27.5,ORL,Wing,291,35,47.8%,23,18%,26,7%,13,9%,10,16%,97,43%,65,24%,97,66%
Carlos Boozer,25.9,UTA,Big,440,14,41.5%,43,43%,80,30%,61,27%,73,57%,0,0%,0,0%,0,0%
Chris Bosh,23.6,TOR,Big,198,45,48.3%,34,38%,43,19%,77,36%,70,56%,82,1%,84,6%,82,7%
Bruce Bowen,36.4,SAS,Wing,505,68,51.6%,0,2%,42,9%,58,31%,55,40%,100,55%,10,3%,90,58%
Ronnie Brewer,22.6,UTA,Wing,304,71,52.6%,90,49%,16,5%,87,40%,65,45%,0,0%,23,6%,10,6%
P.J. Brown,38.0,BOS,Big,329,34,46.3%,30,31%,59,22%,89,44%,84,67%,0,0%,75,2%,73,2%
