Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
David Andersen,30.4,NOH,Big,191,2,+9.6,2,+2.9,26,+0.9%,1,+28.4,4,+1.4,40,+1.3%,25,+8.6,8,+1.6,29,+1.6%,1,+37.1
James Anderson,21.6,SAS,Wing,268,27,+2.5,79,-1.2,60,-0.3%,79,-8.4,46,+0.1,34,+2.3%,40,+3.3,76,-0.8,89,-3.6%,79,-11.1
Ryan Anderson,22.5,ORL,Big,1342,54,-0.2,75,-0.9,68,-0.6%,79,-8.1,50,+0.0,39,+1.4%,71,-7.5,79,-0.9,78,-2.2%,74,-9.4
Carmelo Anthony,26.4,DEN,Forward,1762,81,-3.8,37,+0.5,49,+0.0%,54,-0.8,1,+2.2,77,-4.8%,0,+45.4,93,-1.6,72,-1.7%,94,-20.6
Carmelo Anthony,26.4,NYK,Wing,975,6,+7.7,57,-0.2,4,+2.9%,76,-7.2,23,+0.5,29,+3.3%,7,+23.0,75,-0.8,1,+8.8%,95,-21.5
Joel Anthony,28.2,MIA,Big,1410,48,+0.2,64,-0.5,48,+0.0%,80,-8.5,59,-0.2,52,-0.3%,77,-9.7,65,-0.5,49,+0.1%,76,-10.2
Gilbert Arenas,28.8,WAS,Combo,708,27,+2.5,1,+3.4,87,-1.5%,1,+27.7,58,-0.1,81,-5.5%,51,-0.1,1,+3.3,96,-5.9%,1,+37.2
Gilbert Arenas,28.8,ORL,Combo,1027,46,+0.6,87,-1.6,27,+0.8%,94,-19.1,90,-1.0,15,+6.7%,96,-30.3,60,-0.4,56,-0.3%,74,-9.4
Trevor Ariza,25.3,NOH,Wing,2589,36,+1.6,78,-1.1,66,-0.5%,74,-6.4,80,-0.6,94,-9.5%,63,-4.7,66,-0.5,46,+0.4%,59,-3.8
Hilton Armstrong,25.9,WAS,Big,398,63,-1.1,55,-0.2,11,+1.9%,63,-3.4,5,+1.2,12,+7.5%,7,+21.6,89,-1.3,27,+1.7%,90,-17.4
Carlos Arroyo,31.3,MIA,Point,962,41,+1.2,39,+0.4,77,-0.9%,21,+7.6,63,-0.3,99,-15.4%,41,+2.9,32,+0.5,47,+0.2%,24,+9.2
Carlos Arroyo,31.3,BOS,Combo,170,97,-8.9,32,+0.7,11,+1.9%,40,+2.4,19,+0.7,57,-0.8%,19,+12.4,35,+0.4,8,+4.3%,46,+1.5
Darrell Arthur,22.6,MEM,Big,1573,86,-5.1,39,+0.4,84,-1.3%,32,+4.4,61,-0.2,68,-2.8%,72,-7.9,22,+0.8,96,-5.6%,16,+12.4
Omer Asik,24.3,CHI,Big,926,95,-7.9,80,-1.2,96,-2.1%,63,-3.3,85,-0.8,92,-9.1%,67,-6.0,60,-0.4,70,-1.5%,51,-1.1
D.J. Augustin,23.0,CHA,Point,2739,5,+8.2,6,+2.1,19,+1.2%,5,+17.5,12,+0.9,6,+11.6%,4,+27.0,11,+1.3,38,+0.8%,12,+14.7
Luke Babbitt,21.4,POR,Forward,107,77,-3.0,96,-2.6,3,+3.2%,95,-19.5,97,-1.6,48,+0.3%,98,-41.1,82,-1.0,4,+5.2%,73,-8.6
Leandro Barbosa,27.9,TOR,Combo,1348,39,+1.3,26,+0.8,81,-1.2%,17,+9.8,37,+0.2,81,-5.4%,46,+1.7,27,+0.6,85,-3.1%,15,+13.0
J.J. Barea,26.3,DAL,Combo,1593,54,-0.3,90,-1.8,54,-0.1%,89,-13.1,78,-0.5,39,+1.4%,76,-9.6,87,-1.3,52,-0.1%,87,-15.1
Andrea Bargnani,25.0,TOR,Big,2344,25,+2.8,63,-0.5,23,+1.0%,75,-6.5,33,+0.3,17,+6.2%,39,+3.3,82,-1.0,29,+1.6%,87,-14.9
Matt Barnes,30.6,LAL,Wing,983,31,+2.2,4,+2.4,37,+0.4%,7,+14.7,3,+1.7,51,-0.2%,6,+25.1,15,+1.1,73,-1.7%,17,+12.2
Earl Barron,29.2,PHX,Big,170,84,-4.3,65,-0.5,58,-0.2%,83,-10.2,54,-0.1,97,-10.6%,46,+1.5,65,-0.5,7,+4.6%,89,-16.1
Brandon Bass,25.5,ORL,Big,1956,75,-2.8,78,-1.1,34,+0.5%,85,-11.3,85,-0.7,73,-3.7%,84,-14.5,64,-0.5,28,+1.7%,73,-8.6
Tony Battie,34.7,PHI,Big,361,83,-4.0,10,+1.6,90,-1.7%,5,+17.2,83,-0.7,29,+3.2%,90,-19.4,2,+2.3,98,-7.0%,1,+38.9
Shane Battier,32.1,HOU,Wing,1808,77,-2.9,47,+0.1,73,-0.8%,33,+4.2,63,-0.3,78,-4.9%,45,+1.7,26,+0.7,34,+1.3%,21,+10.5
Shane Battier,32.1,MEM,Forward,531,33,+1.8,41,+0.3,86,-1.4%,33,+4.2,93,-1.1,95,-9.9%,76,-9.6,7,+1.6,69,-1.4%,8,+17.4
Nicolas Batum,21.9,POR,Forward,2500,17,+4.2,25,+0.9,45,+0.1%,16,+9.8,9,+1.0,28,+3.6%,3,+29.4,48,+0.0,32,+1.4%,47,+1.3
Jerryd Bayless,22.2,NOH,Point,142,49,+0.2,43,+0.3,72,-0.7%,33,+4.0,73,-0.4,4,+14.7%,91,-20.0,30,+0.6,94,-5.0%,29,+7.4
Jerryd Bayless,22.2,TOR,Combo,1289,28,+2.4,17,+1.3,27,+0.8%,23,+6.7,57,-0.1,31,+3.0%,60,-2.9,10,+1.4,21,+2.4%,17,+12.0
Michael Beasley,21.8,MIN,Forward,2350,81,-3.7,32,+0.6,27,+0.8%,36,+3.4,7,+1.1,49,-0.0%,5,+25.6,79,-0.9,17,+2.8%,87,-14.9
Rodrigue Beaubois,22.7,DAL,Wing,481,76,-2.8,7,+2.0,2,+4.0%,13,+11.3,0,+2.7,27,+3.9%,1,+39.8,79,-0.9,2,+6.6%,63,-5.5
Marco Belinelli,24.6,NOH,Wing,1922,24,+2.8,10,+1.6,30,+0.7%,10,+13.1,36,+0.3,64,-2.1%,41,+2.8,12,+1.2,43,+0.6%,12,+14.5
Charlie Bell,31.6,GSW,Wing,123,98,-9.6,13,+1.5,45,+0.2%,25,+6.2,37,+0.3,24,+4.6%,71,-7.4,25,+0.7,95,-5.6%,42,+2.9
Raja Bell,34.1,UTA,Wing,2080,12,+5.6,27,+0.8,55,-0.1%,28,+5.1,61,-0.2,60,-1.4%,79,-11.2,12,+1.2,65,-1.2%,13,+14.3
Mike Bibby,32.5,ATL,Point,1670,74,-2.6,90,-1.8,83,-1.2%,91,-14.4,67,-0.3,71,-3.2%,65,-5.4,91,-1.4,82,-2.6%,92,-19.5
Mike Bibby,32.5,MIA,Point,556,1,+11.0,1,+4.1,69,-0.6%,1,+32.3,2,+1.9,73,-3.8%,2,+34.8,2,+2.3,89,-3.6%,2,+33.8
Andris Biedrins,24.6,GSW,Big,1390,19,+3.8,16,+1.3,3,+3.4%,39,+2.7,2,+1.9,15,+6.9%,6,+24.4,75,-0.8,4,+5.6%,78,-10.9
Chauncey Billups,34.1,DEN,Combo,1641,68,-1.8,43,+0.3,81,-1.2%,40,+2.3,83,-0.7,82,-5.6%,93,-22.0,19,+0.9,87,-3.3%,18,+11.7
Chauncey Billups,34.1,NYK,Combo,662,7,+7.3,52,-0.0,28,+0.8%,56,-1.4,40,+0.2,11,+8.0%,32,+6.4,59,-0.3,33,+1.4%,66,-6.2
DeJuan Blair,21.5,SAS,Big,1639,37,+1.5,32,+0.7,38,+0.4%,24,+6.3,32,+0.3,51,-0.2%,16,+15.2,46,+0.1,22,+2.3%,52,-1.4
Steve Blake,30.7,LAL,Point,1487,30,+2.2,17,+1.3,71,-0.7%,24,+6.4,15,+0.8,70,-3.0%,10,+19.3,22,+0.8,91,-4.1%,40,+3.6
Andray Blatche,24.2,WAS,Big,2163,60,-0.8,43,+0.2,52,-0.1%,51,-0.0,40,+0.2,59,-1.3%,54,-0.6,34,+0.4,62,-0.9%,42,+2.8
Eric Bledsoe,20.9,LAC,Combo,1794,56,-0.5,54,-0.1,51,-0.0%,46,+0.9,31,+0.4,53,-0.3%,25,+8.3,80,-0.9,49,+0.1%,71,-8.2
Keith Bogans,30.5,CHI,Wing,1455,22,+3.2,78,-1.1,4,+2.7%,83,-9.3,59,-0.2,16,+6.4%,38,+4.2,82,-1.0,3,+6.1%,88,-15.7
Andrew Bogut,25.9,MIL,Big,2293,80,-3.6,15,+1.3,28,+0.8%,15,+10.6,62,-0.3,38,+1.7%,83,-13.8,8,+1.5,49,+0.1%,9,+16.9
Matt Bonner,30.6,SAS,Big,1390,43,+0.9,41,+0.3,39,+0.4%,38,+2.9,44,+0.1,52,-0.3%,51,+0.1,44,+0.2,44,+0.6%,35,+5.3
Trevor Booker,22.9,WAS,Forward,976,22,+3.1,52,-0.0,16,+1.5%,58,-2.0,76,-0.5,6,+11.1%,94,-23.7,31,+0.5,12,+3.4%,28,+7.7
Carlos Boozer,28.9,CHI,Big,1876,1,+10.0,52,-0.0,9,+2.1%,65,-3.9,23,+0.5,9,+9.0%,27,+7.6,61,-0.4,10,+4.0%,68,-7.1
Chris Bosh,26.6,MIA,Big,2776,94,-7.0,62,-0.4,54,-0.1%,61,-2.9,42,+0.1,54,-0.5%,47,+1.0,60,-0.3,64,-1.1%,53,-1.9
Earl Boykins,34.4,MIL,Point,805,66,-1.4,83,-1.3,44,+0.2%,84,-10.9,59,-0.2,37,+1.9%,54,-0.9,79,-0.9,50,+0.0%,80,-11.7
Avery Bradley,19.9,BOS,Combo,121,8,+7.1,1,+3.9,0,+7.6%,13,+11.2,0,+5.4,0,+23.5%,1,+42.7,80,-0.9,3,+6.0%,90,-17.5
Elton Brand,31.6,PHI,Big,2801,42,+1.0,12,+1.5,23,+1.0%,8,+13.4,30,+0.4,30,+3.1%,23,+9.5,17,+1.0,34,+1.3%,16,+12.7
Corey Brewer,24.7,MIN,Wing,1330,77,-3.0,73,-0.8,61,-0.4%,52,-0.4,67,-0.3,71,-3.4%,60,-3.2,59,-0.3,47,+0.2%,38,+4.0
Corey Brewer,24.7,DAL,Wing,135,55,-0.3,100,-5.8,3,+3.5%,100,-56.4,98,-2.0,1,+20.9%,98,-42.3,100,-3.7,6,+4.8%,100,-63.7
Ronnie Brewer,25.6,CHI,Forward,1722,93,-6.8,18,+1.2,79,-1.0%,11,+12.1,39,+0.2,70,-2.9%,25,+8.6,20,+0.9,72,-1.6%,18,+11.8
Jon Brockman,23.6,MIL,Big,624,59,-0.8,77,-1.1,76,-0.9%,80,-8.5,43,+0.1,75,-4.4%,48,+1.0,80,-0.9,60,-0.8%,72,-8.6
Aaron Brooks,25.8,HOU,Point,785,6,+7.5,26,+0.9,23,+1.0%,54,-0.9,28,+0.4,7,+10.4%,78,-10.3,34,+0.5,80,-2.4%,42,+3.0
Aaron Brooks,25.8,PHX,Point,460,12,+5.7,81,-1.2,19,+1.2%,93,-17.6,70,-0.4,8,+10.1%,91,-20.0,79,-0.9,48,+0.2%,92,-19.5
Derrick Brown,23.1,CHA,Forward,443,79,-3.3,55,-0.1,60,-0.3%,49,+0.1,36,+0.3,65,-2.1%,53,-0.4,61,-0.4,54,-0.2%,50,-0.1
Kwame Brown,28.6,CHA,Big,1689,19,+3.7,56,-0.2,49,+0.0%,65,-3.9,97,-1.5,60,-1.4%,96,-30.3,14,+1.1,48,+0.1%,27,+8.2
Shannon Brown,24.9,LAL,Wing,1454,68,-1.7,72,-0.7,89,-1.7%,69,-4.9,71,-0.4,77,-4.7%,59,-2.8,53,-0.1,97,-6.1%,61,-4.5
Kobe Bryant,32.2,LAL,Wing,2776,13,+5.6,63,-0.5,53,-0.1%,57,-1.8,75,-0.5,41,+1.2%,79,-11.2,51,-0.1,17,+2.8%,45,+2.0
Chase Budinger,22.4,HOU,Wing,1650,79,-3.5,66,-0.6,53,-0.1%,70,-5.3,72,-0.4,57,-1.0%,74,-8.9,57,-0.2,68,-1.3%,61,-4.7
Caron Butler,30.6,DAL,Wing,863,86,-5.1,92,-2.1,94,-2.1%,84,-10.7,98,-1.7,97,-11.6%,98,-36.6,58,-0.3,86,-3.2%,40,+3.6
Rasual Butler,31.4,LAC,Wing,711,94,-7.0,74,-0.9,35,+0.5%,82,-9.2,47,+0.0,16,+6.5%,42,+2.7,69,-0.6,81,-2.6%,78,-11.0
Andrew Bynum,23.0,LAL,Big,1488,88,-5.4,33,+0.6,1,+4.4%,62,-3.1,10,+1.0,2,+18.4%,26,+8.1,62,-0.4,1,+7.8%,71,-8.4
Will Bynum,27.8,DET,Point,1057,29,+2.4,21,+1.1,62,-0.4%,16,+10.0,40,+0.2,62,-1.8%,20,+11.7,22,+0.8,61,-0.9%,25,+8.9
Jose Calderon,29.1,TOR,Point,2094,68,-1.7,95,-2.4,68,-0.6%,94,-17.6,69,-0.4,34,+2.3%,74,-8.9,95,-1.9,75,-1.9%,94,-20.5
Marcus Camby,36.6,POR,Big,1528,58,-0.6,38,+0.4,15,+1.5%,63,-3.3,19,+0.7,10,+8.7%,52,-0.1,56,-0.2,15,+3.0%,67,-7.0
Derrick Caracter,22.5,LAL,Big,117,1,+10.0,0,+6.1,45,+0.1%,0,+41.6,9,+1.0,6,+11.4%,2,+32.3,0,+5.1,8,+4.5%,0,+53.3
Brian Cardinal,33.5,DAL,Forward,567,8,+7.0,29,+0.8,82,-1.2%,10,+12.7,49,+0.0,8,+10.1%,32,+6.2,18,+0.9,95,-5.4%,7,+19.4
Rodney Carney,26.6,GSW,Forward,308,22,+3.3,5,+2.4,16,+1.4%,8,+14.3,22,+0.6,41,+1.1%,64,-5.3,6,+1.7,67,-1.3%,7,+19.3
Matt Carroll,30.2,CHA,Wing,559,50,+0.1,89,-1.7,46,+0.1%,92,-16.0,95,-1.2,91,-8.5%,94,-23.3,71,-0.7,40,+0.7%,85,-14.0
Anthony Carter,35.4,DEN,Point,138,93,-6.7,99,-4.2,11,+1.9%,99,-33.4,100,-3.1,12,+7.6%,100,-79.7,76,-0.8,83,-2.8%,58,-3.8
Anthony Carter,35.4,NYK,Point,299,95,-7.8,93,-2.2,99,-3.0%,88,-12.1,85,-0.7,99,-18.7%,79,-10.9,90,-1.4,95,-5.3%,82,-13.0
Vince Carter,33.8,ORL,Wing,663,99,-11.4,17,+1.3,99,-3.1%,3,+21.0,10,+1.0,95,-9.6%,1,+39.2,30,+0.6,90,-4.0%,16,+12.3
Vince Carter,33.8,PHX,Wing,1363,35,+1.6,45,+0.2,22,+1.1%,60,-2.4,89,-1.0,95,-9.6%,85,-14.5,19,+0.9,5,+5.0%,36,+5.0
Omri Casspi,22.4,SAC,Wing,1636,37,+1.5,40,+0.4,63,-0.4%,27,+5.6,52,-0.0,68,-2.7%,30,+6.9,29,+0.6,47,+0.2%,23,+9.5
Mario Chalmers,24.5,MIA,Point,1498,67,-1.5,86,-1.5,21,+1.1%,91,-14.9,71,-0.4,18,+6.0%,77,-10.2,83,-1.0,20,+2.5%,90,-17.0
Tyson Chandler,28.1,DAL,Big,2054,81,-3.7,76,-1.0,37,+0.4%,86,-11.6,70,-0.4,34,+2.3%,88,-17.5,69,-0.6,39,+0.8%,75,-9.5
Wilson Chandler,23.5,NYK,Forward,1750,30,+2.3,69,-0.6,38,+0.4%,68,-4.5,94,-1.2,84,-6.2%,67,-6.2,26,+0.7,20,+2.5%,41,+3.1
Wilson Chandler,23.5,DEN,Wing,638,94,-7.1,85,-1.4,45,+0.1%,92,-15.8,37,+0.3,98,-13.3%,31,+6.6,94,-1.8,34,+1.2%,97,-26.7
Josh Childress,27.4,PHX,Forward,823,9,+6.6,17,+1.3,51,-0.0%,20,+8.1,6,+1.2,54,-0.4%,13,+17.3,47,+0.1,57,-0.5%,48,+0.8
Earl Clark,22.8,ORL,Big,338,10,+6.4,52,-0.0,4,+2.8%,66,-4.1,53,-0.0,2,+17.7%,66,-5.8,41,+0.3,11,+3.6%,50,-0.5
Jarron Collins,31.9,LAC,Big,146,100,-14.2,71,-0.7,5,+2.6%,70,-5.1,59,-0.2,3,+15.6%,66,-5.5,72,-0.7,86,-3.2%,83,-13.1
Jason Collins,31.9,ATL,Big,577,99,-11.1,99,-3.6,29,+0.7%,98,-26.5,79,-0.6,61,-1.5%,85,-15.1,99,-3.0,15,+3.0%,98,-31.5
Darren Collison,23.2,IND,Point,2344,14,+5.2,11,+1.6,7,+2.3%,9,+13.1,21,+0.6,5,+12.9%,49,+0.6,19,+0.9,26,+1.8%,11,+15.4
Nick Collison,30.0,OKC,Big,1498,85,-4.7,87,-1.5,70,-0.6%,85,-11.1,71,-0.4,78,-4.9%,82,-13.0,88,-1.3,68,-1.3%,83,-13.2
Mike Conley,23.1,MEM,Point,2864,58,-0.6,68,-0.6,51,-0.0%,72,-5.6,40,+0.2,76,-4.7%,29,+7.0,74,-0.8,16,+2.9%,76,-10.0
Brian Cook,29.9,LAC,Big,407,34,+1.7,75,-0.9,72,-0.7%,73,-6.0,62,-0.2,46,+0.5%,33,+5.7,58,-0.3,61,-0.9%,61,-4.7
Daequan Cook,23.5,OKC,Wing,538,73,-2.4,83,-1.3,46,+0.1%,79,-8.2,81,-0.6,39,+1.4%,87,-16.7,74,-0.8,50,+0.0%,59,-3.8
DeMarcus Cousins,20.2,SAC,Big,2267,64,-1.2,30,+0.8,25,+0.9%,29,+5.0,60,-0.2,87,-7.1%,49,+0.6,16,+1.0,11,+3.5%,17,+12.2
Jamal Crawford,30.6,ATL,Combo,2238,9,+6.7,9,+1.7,13,+1.7%,22,+7.2,41,+0.1,8,+10.1%,69,-7.0,8,+1.5,13,+3.3%,10,+15.7
Jordan Crawford,22.0,WAS,Combo,843,18,+3.9,90,-1.9,64,-0.4%,89,-12.5,95,-1.2,94,-9.5%,95,-26.1,69,-0.6,66,-1.2%,60,-4.3
Dante Cunningham,23.5,POR,Big,1070,49,+0.1,19,+1.2,87,-1.5%,13,+11.1,39,+0.2,33,+2.5%,36,+4.6,22,+0.8,89,-3.6%,18,+11.6
Dante Cunningham,23.5,CHA,Forward,516,53,-0.1,24,+0.9,100,-4.8%,4,+18.0,99,-2.1,100,-22.8%,85,-14.8,1,+2.7,89,-3.6%,2,+34.7
Stephen Curry,22.6,GSW,Point,2478,60,-0.8,21,+1.1,35,+0.5%,26,+5.8,12,+0.9,23,+4.7%,37,+4.3,37,+0.4,56,-0.3%,37,+4.6
Samuel Dalembert,30.5,SAC,Big,1921,56,-0.5,51,+0.0,42,+0.2%,67,-4.4,21,+0.6,16,+6.3%,45,+1.8,73,-0.8,53,-0.2%,81,-12.6
Erick Dampier,35.3,MIA,Big,784,82,-3.8,62,-0.5,15,+1.5%,68,-4.6,52,-0.0,46,+0.6%,55,-1.3,54,-0.2,19,+2.6%,55,-2.9
Marquis Daniels,29.8,BOS,Wing,861,42,+1.1,66,-0.6,80,-1.1%,43,+1.6,13,+0.9,32,+2.8%,5,+26.9,92,-1.5,90,-4.0%,89,-16.8
Baron Davis,31.6,LAC,Point,1263,15,+4.8,40,+0.4,87,-1.5%,37,+3.0,57,-0.1,65,-2.3%,51,-0.1,15,+1.1,58,-0.6%,18,+11.3
Baron Davis,31.6,CLE,Combo,379,32,+1.9,29,+0.8,100,-4.7%,4,+19.6,41,+0.2,63,-1.9%,15,+15.4,12,+1.2,100,-10.9%,2,+30.8
Ed Davis,21.4,TOR,Big,1540,20,+3.6,31,+0.7,17,+1.4%,47,+0.9,65,-0.3,75,-4.4%,81,-12.9,17,+1.0,20,+2.6%,24,+9.0
Glen Davis,24.8,BOS,Big,2241,29,+2.3,24,+0.9,15,+1.5%,32,+4.3,9,+1.0,19,+5.7%,4,+27.9,57,-0.3,6,+4.9%,81,-12.3
Austin Daye,22.4,DET,Forward,1372,47,+0.3,75,-0.9,71,-0.7%,75,-6.6,46,+0.1,88,-7.8%,30,+6.8,85,-1.1,64,-1.1%,82,-12.8
DeMar DeRozan,21.2,TOR,Wing,2828,38,+1.3,48,+0.1,36,+0.4%,52,-0.4,42,+0.1,13,+7.3%,36,+4.6,52,-0.1,39,+0.8%,54,-2.2
Carlos Delfino,28.2,MIL,Wing,1584,26,+2.7,60,-0.4,77,-0.9%,44,+1.4,82,-0.7,67,-2.7%,63,-4.9,44,+0.2,79,-2.4%,46,+1.8
Luol Deng,25.5,CHI,Wing,3194,37,+1.5,67,-0.6,40,+0.3%,71,-5.3,42,+0.1,25,+4.4%,44,+2.1,63,-0.4,37,+1.0%,62,-4.9
Boris Diaw,28.5,CHA,Forward,2763,20,+3.6,29,+0.8,20,+1.2%,35,+3.4,11,+1.0,5,+12.7%,13,+16.9,56,-0.2,52,-0.1%,61,-4.8
Ike Diogu,27.1,LAC,Big,437,24,+3.0,22,+1.0,11,+1.8%,26,+5.8,75,-0.5,10,+8.5%,78,-10.3,44,+0.2,11,+3.5%,42,+2.7
DeSagana Diop,28.8,CHA,Big,170,67,-1.6,53,-0.1,10,+1.9%,68,-4.8,74,-0.5,99,-13.9%,90,-18.6,37,+0.4,2,+6.4%,44,+2.0
Keyon Dooling,30.5,MIL,Combo,1703,73,-2.4,41,+0.3,78,-0.9%,34,+4.0,43,+0.1,55,-0.6%,62,-4.0,41,+0.3,53,-0.2%,30,+7.1
Joey Dorsey,26.9,TOR,Big,482,96,-7.9,67,-0.6,84,-1.3%,50,+0.0,37,+0.3,83,-5.9%,15,+15.8,70,-0.6,90,-3.9%,68,-7.0
Toney Douglas,24.6,NYK,Combo,1935,83,-4.0,27,+0.8,46,+0.1%,19,+8.8,49,+0.0,58,-1.1%,28,+7.5,27,+0.6,44,+0.5%,21,+10.3
Chris Douglas-Roberts,23.8,MIL,Wing,831,50,+0.1,48,+0.1,20,+1.2%,60,-2.4,20,+0.6,42,+1.0%,10,+20.1,64,-0.4,22,+2.3%,76,-9.9
Zabian Dowdell,26.1,PHX,Combo,233,58,-0.7,41,+0.4,58,-0.2%,64,-3.6,24,+0.5,6,+11.5%,59,-2.8,40,+0.3,80,-2.5%,48,+0.4
Goran Dragic,24.5,PHX,Combo,807,32,+1.9,15,+1.3,43,+0.2%,10,+13.0,31,+0.4,40,+1.3%,43,+2.4,15,+1.1,84,-2.8%,6,+19.6
Goran Dragic,24.5,HOU,Combo,344,59,-0.7,60,-0.3,10,+1.9%,50,0.0,23,+0.5,17,+6.2%,20,+11.7,76,-0.8,68,-1.4%,66,-6.3
Jared Dudley,25.3,PHX,Wing,2071,72,-2.3,14,+1.4,40,+0.3%,7,+14.3,5,+1.2,11,+7.8%,11,+19.1,43,+0.2,63,-1.0%,24,+9.0
Chris Duhon,28.2,ORL,Point,708,82,-3.9,38,+0.4,25,+0.9%,49,+0.3,11,+0.9,81,-5.5%,13,+17.6,62,-0.4,24,+2.0%,76,-10.2
Tim Duncan,34.5,SAS,Big,2149,92,-6.4,73,-0.8,92,-1.9%,62,-3.0,67,-0.3,92,-8.8%,33,+5.7,60,-0.3,83,-2.7%,65,-5.8
Mike Dunleavy,30.1,IND,Forward,1674,84,-4.3,48,+0.1,32,+0.5%,59,-2.3,63,-0.3,45,+0.7%,65,-5.5,42,+0.2,26,+1.8%,54,-2.2
Kevin Durant,22.1,OKC,Forward,3030,16,+4.4,22,+1.0,58,-0.2%,37,+2.9,87,-0.9,58,-1.0%,95,-26.4,4,+1.9,82,-2.6%,6,+20.4
Wayne Ellington,22.9,MIN,Wing,1087,44,+0.7,64,-0.5,91,-1.8%,48,+0.6,45,+0.1,45,+0.7%,49,+0.6,58,-0.3,99,-8.0%,41,+3.3
Monta Ellis,25.0,GSW,Combo,3213,9,+6.5,3,+2.7,48,+0.0%,3,+20.6,6,+1.2,29,+3.2%,5,+25.2,9,+1.5,71,-1.6%,9,+16.9
Francisco Elson,34.7,UTA,Big,562,59,-0.7,48,+0.1,81,-1.2%,34,+3.7,18,+0.7,43,+0.9%,13,+17.5,75,-0.8,89,-3.5%,75,-9.6
Melvin Ely,32.5,DEN,Big,323,43,+0.8,50,+0.0,62,-0.4%,34,+3.5,59,-0.2,77,-4.8%,35,+4.8,54,-0.2,24,+2.0%,47,+0.9
