Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Derek Fisher,36.2,LAL,Point,324,58,48.5%,42,44.0%,75,41.2%,0,84.2%,16,66%,21,33%,0,90%,42,86%
Danilo Gallinari,22.2,DEN,Forward,147,75,51.1%,17,41.4%,0,46.7%,0,71.4%,67,53%,83,40%,75,14%,8,100%
Kevin Garnett,34.5,BOS,Big,327,35,44.4%,40,44.8%,0,0.0%,50,75.9%,81,57%,65,54%,70,60%,0,0%
Marc Gasol,25.8,MEM,Big,515,77,51.4%,74,52.2%,0,0.0%,33,69.0%,49,65%,42,61%,65,69%,0,0%
Pau Gasol,30.3,LAL,Big,354,28,42.8%,26,42.2%,0,50.0%,61,80.0%,79,57%,28,65%,77,50%,86,100%
Paul George,20.5,IND,Forward,129,0,37.1%,0,36.8%,0,25.0%,0,87.5%,83,50%,58,50%,92,0%,8,100%
Taj Gibson,25.4,CHI,Big,272,84,57.4%,84,57.4%,0,0.0%,0,60.0%,28,72%,63,54%,5,100%,0,0%
Manu Ginobili,33.3,SAS,Wing,173,50,50.0%,76,52.4%,29,30.8%,13,78.0%,62,53%,53,46%,65,33%,68,88%
Danny Granger,27.5,IND,Wing,183,68,52.2%,74,52.2%,50,34.8%,0,87.5%,76,42%,79,25%,71,32%,0,100%
Jeff Green,24.2,BOS,Forward,168,100,55.2%,33,43.2%,0,63.6%,0,72.2%,25,78%,8,80%,50,50%,8,100%
Tyler Hansbrough,25.0,IND,Big,164,0,33.3%,2,33.3%,0,0.0%,0,88.9%,37,70%,72,50%,35,90%,0,0%
James Harden,21.2,OKC,Wing,534,88,56.2%,100,69.4%,21,30.3%,50,82.5%,68,47%,76,26%,88,17%,62,91%
Udonis Haslem,30.4,MIA,Big,286,14,39.7%,14,39.7%,0,0.0%,0,90.0%,2,93%,5,87%,5,100%,0,0%
Brendan Haywood,30.9,DAL,Big,273,86,58.1%,86,58.1%,0,0.0%,0,48.8%,44,67%,33,65%,5,100%,0,0%
Roy Hibbert,23.9,IND,Big,128,30,43.2%,33,43.2%,0,0.0%,0,68.8%,58,63%,56,56%,63,70%,0,0%
Nene Hilario,28.1,DEN,Big,161,60,47.8%,58,47.8%,0,0.0%,6,56.3%,53,64%,14,71%,98,40%,0,0%
George Hill,24.5,SAS,Combo,188,44,44.9%,78,45.7%,0,28.6%,100,86.7%,44,45%,56,38%,22,38%,56,75%
Kirk Hinrich,29.8,ATL,Point,173,95,57.7%,89,54.5%,83,42.1%,0,100.0%,26,62%,5,60%,16,38%,5,100%
Jrue Holiday,20.4,PHI,Combo,186,89,50.9%,11,35.1%,100,52.4%,0,80.0%,22,54%,33,50%,100,0%,44,82%
Al Horford,24.4,ATL,Big,466,26,42.3%,30,43.0%,0,0.0%,56,76.9%,14,81%,37,63%,26,94%,0,0%
Dwight Howard,24.9,ORL,Big,257,93,63.7%,91,63.7%,0,0.0%,22,68.2%,95,49%,77,49%,77,50%,0,0%
Serge Ibaka,21.1,OKC,Big,490,51,46.2%,53,46.5%,0,0.0%,83,82.5%,40,69%,79,49%,33,91%,0,0%
Andre Iguodala,26.8,PHI,Wing,181,24,45.2%,59,50.0%,0,21.4%,0,71.4%,71,45%,59,45%,76,25%,0,100%
Zydrunas Ilgauskas,35.4,MIA,Big,103,53,46.7%,56,46.7%,0,0.0%,0,66.7%,81,57%,93,33%,5,100%,0,0%
Jarrett Jack,27.0,NOP,Combo,111,0,35.3%,44,41.4%,0,0.0%,0,68.8%,78,33%,0,100%,56,27%,0,0%
LeBron James,25.8,MIA,Forward,918,58,50.9%,75,50.2%,100,35.7%,25,76.3%,100,32%,100,38%,75,14%,100,50%
Richard Jefferson,30.4,SAS,Forward,175,42,48.4%,25,42.9%,83,35.3%,0,81.8%,0,92%,0,100%,17,67%,8,100%
Joe Johnson,29.3,ATL,Wing,494,41,48.2%,35,44.2%,82,43.9%,25,81.0%,88,37%,59,45%,74,26%,82,67%
James Jones,30.1,MIA,Wing,267,97,66.3%,82,53.8%,96,47.2%,0,100.0%,18,83%,88,0%,41,50%,0,100%
Jason Kidd,37.6,DAL,Point,742,74,53.8%,58,46.7%,67,37.7%,57,80.0%,21,63%,84,0%,26,27%,47,84%
Kyle Korver,29.6,CHI,Wing,264,50,50.0%,15,36.4%,71,41.2%,0,100.0%,6,92%,32,50%,15,86%,0,100%
Carl Landry,27.1,NOP,Big,212,44,45.6%,47,45.6%,0,0.0%,94,91.7%,9,84%,7,79%,28,92%,0,0%
Ty Lawson,23.0,DEN,Point,166,89,57.0%,79,52.5%,0,50.0%,0,91.3%,74,23%,79,6%,89,0%,5,100%
Shawn Marion,32.5,DAL,Forward,688,25,46.9%,58,47.7%,0,0.0%,75,85.1%,50,60%,25,68%,42,51%,0,0%
Kenyon Martin,32.8,DEN,Big,147,70,48.0%,65,48.0%,0,0.0%,0,61.1%,23,75%,23,67%,44,80%,0,0%
Wesley Matthews,24.0,POR,Wing,202,76,54.4%,79,52.8%,61,38.1%,0,84.2%,26,74%,21,58%,26,71%,0,100%
Eric Maynor,23.4,OKC,Point,212,53,47.9%,21,39.2%,100,47.4%,0,78.9%,58,28%,68,11%,89,0%,63,78%
O.J. Mayo,23.0,MEM,Combo,359,67,46.9%,22,38.6%,80,41.3%,25,79.3%,0,69%,44,42%,11,62%,11,100%
Antonio McDyess,36.2,SAS,Big,144,21,41.7%,21,41.7%,0,0.0%,0,57.1%,5,87%,44,60%,5,100%,0,0%
Jodie Meeks,23.2,PHI,Wing,122,79,54.8%,18,38.5%,86,44.4%,0,83.3%,15,85%,88,0%,6,100%,0,100%
Andre Miller,34.6,POR,Point,193,68,53.0%,74,50.9%,0,44.4%,0,79.2%,47,30%,58,20%,42,21%,5,100%
Mike Miller,30.7,MIA,Wing,210,29,46.1%,29,43.8%,25,30.6%,0,0.0%,29,72%,79,25%,65,33%,0,100%
Nazr Mohammed,33.2,OKC,Big,139,16,40.6%,16,40.6%,0,0.0%,0,40.0%,19,77%,9,75%,44,80%,0,0%
Gary Neal,26.1,SAS,Wing,106,12,41.1%,26,42.3%,7,26.3%,0,100.0%,74,44%,88,0%,62,38%,79,80%
Jameer Nelson,28.7,ORL,Point,216,42,44.2%,47,44.6%,17,28.6%,0,78.6%,84,19%,74,7%,68,10%,68,67%
Joakim Noah,25.7,CHI,Big,526,19,41.0%,19,41.0%,0,0.0%,44,71.4%,70,60%,56,56%,60,71%,0,0%
Dirk Nowitzki,32.4,DAL,Big,824,74,51.4%,72,48.8%,100,46.0%,100,94.1%,88,54%,84,48%,91,49%,93,96%
Jermaine O'Neal,32.1,BOS,Big,196,72,48.8%,70,48.8%,0,0.0%,0,90.9%,30,71%,86,45%,5,100%,0,0%
Lamar Odom,31.0,LAL,Big,284,67,47.9%,77,52.6%,0,16.7%,28,68.6%,86,55%,26,65%,100,33%,98,67%
Emeka Okafor,28.1,NOP,Big,187,100,64.5%,98,64.5%,0,0.0%,0,36.4%,7,85%,16,70%,5,100%,0,0%
Zaza Pachulia,26.7,ATL,Big,193,60,47.8%,58,47.8%,0,0.0%,0,77.3%,53,64%,51,57%,51,75%,0,0%
Tony Parker,28.5,SAS,Point,220,47,46.8%,63,49.4%,0,12.5%,29,75.6%,63,26%,32,29%,53,17%,5,100%
Chris Paul,25.5,NOP,Point,249,100,60.0%,95,56.9%,92,47.1%,43,79.6%,100,15%,84,0%,84,4%,74,63%
Kendrick Perkins,26.0,OKC,Big,478,42,45.3%,42,45.3%,0,0.0%,11,57.6%,91,52%,70,52%,77,50%,0,0%
Paul Pierce,33.1,BOS,Wing,342,71,52.4%,44,46.5%,79,43.5%,100,88.2%,50,61%,47,48%,50,46%,59,95%
Zach Randolph,29.3,MEM,Big,515,40,45.1%,44,45.4%,0,25.0%,78,82.1%,100,41%,91,40%,95,41%,100,50%
JJ Redick,26.4,ORL,Wing,116,9,38.8%,82,53.8%,0,7.1%,0,75.0%,62,53%,18,60%,53,44%,0,100%
Jason Richardson,29.8,ORL,Wing,153,15,41.2%,12,34.6%,43,32.0%,0,100.0%,21,82%,3,75%,97,0%,0,100%
Rajon Rondo,24.7,BOS,Point,344,63,49.0%,68,50.5%,0,0.0%,0,61.1%,37,33%,47,24%,5,53%,0,0%
Derrick Rose,22.1,CHI,Point,648,37,44.1%,53,45.4%,8,26.6%,71,82.8%,68,24%,53,20%,58,15%,79,56%
Brandon Roy,26.3,POR,Wing,137,82,55.8%,91,60.0%,0,30.8%,0,61.5%,97,23%,85,20%,91,15%,94,50%
Thabo Sefolosha,26.5,OKC,Wing,344,44,49.3%,97,65.9%,0,15.4%,0,100.0%,38,68%,26,55%,15,86%,0,100%
Josh Smith,24.9,ATL,Forward,436,17,41.2%,42,44.9%,0,12.5%,0,59.7%,42,61%,42,61%,25,57%,8,100%
DeShawn Stevenson,29.6,DAL,Wing,326,65,51.8%,0,13.3%,68,40.3%,0,75.0%,24,79%,88,0%,6,100%,76,81%
Peja Stojakovic,33.4,DAL,Wing,348,74,53.4%,41,46.5%,64,38.2%,0,77.8%,9,88%,32,50%,24,81%,53,97%
Amar'e Stoudemire,28.0,NYK,Big,133,9,38.2%,9,38.2%,0,0.0%,0,66.7%,98,43%,95,21%,40,86%,0,0%
Jeff Teague,22.4,ATL,Point,228,84,54.5%,100,57.4%,0,16.7%,0,82.4%,37,33%,21,33%,21,29%,5,100%
Jason Terry,33.1,DAL,Wing,682,85,56.0%,59,50.0%,89,44.7%,75,84.3%,44,63%,24,58%,47,49%,65,88%
Hedo Turkoglu,31.6,ORL,Wing,209,3,35.1%,9,34.2%,4,24.1%,0,57.1%,91,35%,32,50%,79,20%,100,29%
Greivis Vasquez,23.8,MEM,Wing,129,50,50.0%,68,51.9%,0,30.0%,0,72.7%,100,12%,88,0%,97,0%,82,67%
Dwyane Wade,28.8,MIA,Wing,825,59,50.8%,71,52.0%,11,28.6%,0,77.7%,94,32%,68,40%,85,18%,94,50%
Gerald Wallace,28.3,POR,Forward,225,33,47.7%,83,54.0%,17,17.6%,100,86.7%,83,50%,75,48%,92,0%,8,100%
CJ Watson,26.5,CHI,Point,122,5,38.7%,26,40.0%,0,23.1%,0,88.9%,89,16%,84,0%,47,20%,89,33%
Delonte West,27.3,BOS,Combo,166,100,54.3%,100,53.6%,40,36.8%,0,80.0%,67,41%,89,0%,78,17%,11,100%
Russell Westbrook,22.0,OKC,Point,637,16,41.5%,32,41.0%,25,29.2%,100,85.0%,95,15%,63,16%,68,10%,95,29%
Lou Williams,24.0,PHI,Point,126,11,39.2%,11,34.4%,42,31.6%,0,73.7%,32,41%,16,43%,32,25%,84,50%
Marvin Williams,24.4,ATL,Forward,200,8,38.8%,8,40.0%,0,22.2%,0,75.0%,8,83%,33,67%,0,90%,8,100%
Metta World Peace,31.0,LAL,Wing,284,47,49.4%,65,51.0%,29,30.8%,0,73.7%,59,56%,50,47%,53,44%,68,88%
Sam Young,25.4,MEM,Wing,245,35,47.3%,53,48.8%,0,25.0%,0,60.0%,56,58%,56,46%,32,69%,0,100%
Thaddeus Young,22.4,PHI,Big,123,12,38.6%,12,39.3%,0,0.0%,0,63.6%,42,68%,51,57%,37,88%,0,0%
