Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Malik Beasley,25.9,LAL,Wing,611,3,-15.5,-34,3,-11.3,15,-2.9%,40,+0.5%,4,-5.9%,1,-8.6,16,+4.2,3,+4.4%,46,-0.1%,91,-3.1%,59,-0.4
Davis Bertans,30.0,DAL,Big,457,33,-3.6,-9,34,-3.0,38,-1.2%,72,-0.7%,17,-2.8%,49,-0.2,46,+0.6,55,-0.4%,48,+0.0%,20,+2.1%,53,+0.0
Patrick Beverley,34.3,LAL,Combo,1210,41,-2.0,-5,36,-2.6,44,-0.9%,56,-0.1%,37,-1.0%,67,+1.0,57,-0.6,26,+1.6%,64,+0.7%,72,-1.4%,68,-1.1
Patrick Beverley,34.3,CHI,Point,605,17,-8.0,-18,9,-8.4,17,-2.7%,85,-1.3%,1,-7.7%,35,-1.2,55,-0.4,22,+1.9%,37,-0.4%,92,-3.4%,17,+3.0
Bismack Biyombo,30.2,PHX,Big,822,69,+2.9,+7,68,+1.5,43,-0.9%,77,-1.0%,75,+2.3%,42,-0.7,63,-1.4,81,-2.0%,44,-0.1%,16,+2.5%,62,-0.7
Bojan Bogdanovic,33.5,DET,Forward,1892,61,+1.4,+3,82,+3.8,71,+1.1%,65,-0.4%,48,-0.3%,82,+2.6,28,+2.5,37,+0.8%,18,-1.2%,49,+0.3%,69,-1.2
Devin Booker,26.0,PHX,Wing,1828,92,+8.8,+21,99,+11.8,99,+5.2%,88,-1.5%,47,-0.3%,69,+1.1,24,+3.1,38,+0.7%,38,-0.3%,25,+1.7%,43,+0.7
Malcolm Brogdon,29.9,BOS,Combo,1731,26,-5.2,-11,32,-3.1,20,-2.5%,29,+1.1%,82,+3.2%,78,+2.0,32,+2.1,47,+0.2%,66,+0.7%,36,+1.1%,19,+2.7
Jaylen Brown,26.0,BOS,Wing,2400,21,-6.2,-12,29,-3.4,41,-1.0%,55,-0.1%,15,-3.0%,76,+1.9,26,+2.8,31,+1.1%,68,+0.7%,17,+2.3%,42,+0.8
Reggie Bullock,31.6,DAL,Forward,2351,26,-5.2,-13,41,-1.8,41,-1.0%,62,-0.3%,16,-2.9%,80,+2.2,21,+3.4,29,+1.2%,13,-1.5%,76,-1.6%,38,+1.2
Alec Burks,31.3,DET,Wing,1122,96,+11.7,+25,97,+8.8,95,+3.8%,98,-2.8%,10,-4.2%,92,+4.3,75,-2.8,65,-1.0%,65,+0.7%,73,-1.5%,32,+1.7
Jimmy Butler,33.1,MIA,Forward,2138,74,+4.0,+10,96,+7.6,72,+1.1%,81,-1.1%,76,+2.5%,95,+5.7,20,+3.6,6,+3.6%,77,+1.2%,32,+1.3%,74,-1.6
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,100,+17.3,+39,99,+11.5,98,+4.8%,94,-2.1%,52,+0.0%,71,+1.4,91,-5.8,45,+0.3%,68,+0.8%,90,-3.0%,82,-2.4
Clint Capela,28.5,ATL,Big,1730,43,-1.7,-4,64,+1.1,53,-0.1%,72,-0.7%,87,+4.2%,20,-2.8,25,+2.8,18,+2.1%,19,-1.2%,77,-1.7%,92,-4.0
Jordan Clarkson,30.4,UTA,Combo,1987,71,+3.3,+8,85,+4.7,84,+2.2%,41,+0.5%,79,+2.7%,77,+1.9,39,+1.4,50,-0.0%,46,-0.0%,7,+3.7%,59,-0.4
Mike Conley,35.1,UTA,Point,1274,65,+2.3,+5,86,+5.0,55,+0.1%,89,-1.6%,81,+3.0%,63,+0.8,26,+2.7,10,+3.0%,62,+0.6%,50,+0.2%,57,-0.3
Mike Conley,35.1,MIN,Point,752,91,+8.2,+20,90,+6.1,76,+1.4%,94,-2.1%,75,+2.2%,70,+1.3,69,-2.1,21,+1.9%,5,-2.4%,91,-3.1%,100,-9.9
Pat Connaughton,29.8,MIL,Wing,1402,52,-0.2,-1,62,+0.9,72,+1.1%,82,-1.2%,38,-1.0%,54,+0.2,41,+1.1,56,-0.5%,26,-0.9%,20,+2.0%,66,-1.0
Robert Covington,31.9,LAC,Big,697,37,-2.9,-7,33,-3.1,16,-2.8%,73,-0.8%,64,+1.2%,56,+0.3,53,-0.2,84,-2.1%,80,+1.4%,5,+4.5%,8,+4.4
Jae Crowder,32.3,MIL,Forward,325,22,-6.0,-13,28,-3.6,20,-2.5%,8,+2.3%,89,+4.7%,12,-4.0,29,+2.4,54,-0.3%,88,+1.8%,1,+7.1%,63,-0.8
Seth Curry,32.2,BKN,Wing,1181,18,-7.7,-19,21,-4.9,40,-1.1%,43,+0.4%,8,-4.5%,43,-0.7,26,+2.8,18,+2.1%,42,-0.3%,84,-2.2%,47,+0.4
Stephen Curry,34.6,GSW,Point,1940,91,+8.6,+20,94,+7.0,96,+3.8%,80,-1.1%,34,-1.2%,21,-2.6,66,-1.6,46,+0.3%,67,+0.7%,59,-0.4%,67,-1.0
Anthony Davis,29.6,LAL,Big,1904,92,+8.9,+22,71,+1.8,50,-0.4%,55,-0.1%,78,+2.7%,76,+1.9,94,-7.0,82,-2.1%,73,+1.0%,87,-2.7%,73,-1.6
DeMar DeRozan,33.2,CHI,Forward,2673,63,+1.8,+5,69,+1.5,64,+0.6%,95,-2.1%,7,-4.7%,79,+2.1,54,-0.3,27,+1.5%,43,-0.2%,83,-2.2%,17,+2.9
Dewayne Dedmon,33.2,MIA,Big,349,4,-15.1,-34,3,-11.5,7,-4.6%,17,+1.6%,10,-4.0%,66,+0.9,19,+3.7,62,-0.8%,25,-0.9%,56,-0.2%,18,+2.8
Matthew Dellavedova,32.1,SAC,Point,158,9,-11.5,-28,0,-19.0,5,-5.2%,1,+4.1%,7,-4.7%,24,-2.2,96,-7.5,97,-4.7%,99,+5.0%,2,+5.9%,4,+5.4
Gorgui Dieng,32.8,SAS,Big,259,3,-15.6,-17,5,-10.0,8,-4.3%,77,-1.0%,6,-4.9%,29,-1.8,10,+5.6,40,+0.6%,7,-2.0%,50,+0.2%,55,-0.1
Spencer Dinwiddie,29.6,DAL,Combo,1792,13,-9.2,-21,12,-7.1,25,-2.1%,66,-0.5%,46,-0.4%,0,-9.6,32,+2.1,4,+4.2%,48,+0.0%,51,+0.1%,97,-5.4
Spencer Dinwiddie,29.6,BKN,Point,917,99,+16.1,+35,95,+7.3,54,-0.0%,100,-4.0%,70,+1.6%,84,+2.9,97,-8.8,99,-5.2%,60,+0.5%,73,-1.5%,14,+3.2
Goran Dragic,36.5,CHI,Combo,781,54,+0.1,+0,76,+2.7,52,-0.2%,36,+0.7%,91,+5.1%,81,+2.4,27,+2.6,39,+0.6%,83,+1.5%,9,+3.5%,16,+3.0
Andre Drummond,29.2,CHI,Big,831,53,+0.0,+0,37,-2.4,13,-3.1%,23,+1.3%,99,+10.6%,53,+0.1,71,-2.4,74,-1.5%,96,+3.2%,21,+2.0%,29,+1.9
Kris Dunn,28.6,UTA,Point,555,33,-3.5,-8,74,+2.5,67,+0.8%,97,-2.4%,5,-5.3%,87,+3.3,8,+5.9,11,+3.0%,98,+3.6%,8,+3.6%,10,+4.2
Kevin Durant,34.1,BKN,Big,1402,95,+11.1,+26,95,+7.5,93,+3.4%,51,+0.1%,16,-2.9%,73,+1.5,81,-3.6,78,-1.8%,46,-0.0%,87,-2.7%,74,-1.7
Kevin Durant,34.1,PHX,Big,269,94,+10.6,+23,62,+1.0,98,+4.9%,23,+1.3%,6,-4.9%,97,+6.0,98,-9.7,97,-4.6%,23,-0.9%,86,-2.5%,98,-5.6
Joel Embiid,28.6,PHI,Big,2283,95,+10.9,+25,91,+6.2,94,+3.6%,57,-0.1%,7,-4.7%,100,+10.4,87,-4.7,79,-1.9%,28,-0.7%,83,-2.2%,98,-5.4
Dorian Finney-Smith,29.5,DAL,Forward,1284,62,+1.4,+3,67,+1.4,37,-1.2%,59,-0.2%,93,+5.5%,9,-4.5,51,+0.0,25,+1.6%,80,+1.4%,42,+0.6%,47,+0.4
Dorian Finney-Smith,29.5,BKN,Big,718,50,-0.6,-2,45,-1.1,15,-2.9%,100,-4.0%,51,-0.1%,40,-0.9,55,-0.4,69,-1.1%,15,-1.4%,92,-3.3%,62,-0.7
Bryn Forbes,29.3,MIN,Wing,241,11,-10.4,-24,27,-3.7,9,-4.1%,44,+0.4%,78,+2.7%,73,+1.5,6,+6.7,16,+2.2%,43,-0.2%,76,-1.6%,12,+3.7
Evan Fournier,30.0,NYK,Wing,453,15,-8.4,-20,9,-8.4,13,-3.1%,18,+1.6%,38,-1.0%,30,-1.8,52,-0.0,30,+1.2%,84,+1.6%,28,+1.5%,39,+1.1
Rudy Gay,36.2,UTA,Forward,812,78,+4.7,+12,42,-1.7,46,-0.7%,88,-1.5%,12,-3.7%,43,-0.6,93,-6.4,83,-2.1%,89,+2.0%,53,+0.1%,61,-0.6
Paul George,32.5,LAC,Wing,1937,89,+7.8,+19,89,+5.5,97,+4.4%,64,-0.4%,11,-3.8%,64,+0.9,70,-2.3,47,+0.2%,58,+0.4%,89,-3.0%,49,+0.3
Taj Gibson,37.4,WAS,Big,444,58,+1.0,+3,57,+0.3,84,+2.1%,56,-0.1%,24,-2.1%,5,-5.6,58,-0.7,5,+3.7%,82,+1.5%,99,-5.9%,8,+4.5
Rudy Gobert,30.3,MIN,Big,2148,51,-0.3,-1,16,-6.1,27,-1.9%,11,+2.1%,95,+6.2%,26,-2.0,91,-5.7,75,-1.5%,3,-2.7%,90,-3.1%,100,-9.9
Aaron Gordon,27.1,DEN,Forward,2052,100,+19.3,+42,100,+13.3,99,+5.6%,92,-1.7%,76,+2.5%,55,+0.2,92,-6.1,65,-1.0%,69,+0.8%,75,-1.5%,95,-4.7
Eric Gordon,33.9,HOU,Wing,1414,73,+3.6,+7,59,+0.6,83,+2.0%,80,-1.1%,13,-3.6%,57,+0.4,77,-3.0,63,-0.9%,40,-0.3%,74,-1.5%,70,-1.3
Eric Gordon,33.9,LAC,Wing,541,23,-5.7,-14,65,+1.2,56,+0.1%,23,+1.3%,47,-0.3%,99,+7.8,5,+6.9,18,+2.1%,26,-0.9%,46,+0.5%,41,+1.0
Jerami Grant,28.6,POR,Forward,2245,85,+6.1,+14,86,+4.8,89,+2.9%,70,-0.7%,22,-2.4%,94,+5.3,63,-1.4,67,-1.1%,21,-1.0%,71,-1.3%,80,-2.2
Draymond Green,32.7,GSW,Big,2298,98,+14.0,+33,83,+4.2,88,+2.6%,79,-1.1%,30,-1.5%,37,-1.0,98,-9.8,91,-3.3%,38,-0.3%,79,-1.8%,97,-5.2
JaMychal Green,32.4,GSW,Big,784,6,-13.6,-32,20,-5.1,26,-2.0%,5,+2.7%,56,+0.3%,60,+0.6,2,+8.4,10,+3.0%,66,+0.7%,13,+2.8%,8,+4.4
Jeff Green,36.2,DEN,Big,1055,1,-19.7,-44,2,-13.3,3,-5.8%,26,+1.2%,22,-2.5%,75,+1.7,7,+6.4,48,+0.1%,19,-1.2%,36,+1.1%,5,+5.4
Blake Griffin,33.6,BOS,Big,526,67,+2.6,+5,54,-0.1,49,-0.5%,90,-1.6%,35,-1.2%,13,-3.9,73,-2.7,23,+1.8%,94,+2.8%,89,-2.9%,25,+2.1
Tim Hardaway Jr.,30.6,DAL,Forward,2140,89,+7.7,+19,90,+5.9,90,+2.9%,75,-0.9%,43,-0.6%,64,+0.8,67,-1.9,79,-1.9%,29,-0.7%,69,-1.0%,44,+0.6
James Harden,33.2,PHI,Point,2131,78,+4.8,+11,87,+5.3,81,+1.8%,80,-1.1%,44,-0.5%,89,+3.6,48,+0.5,44,+0.4%,17,-1.3%,72,-1.4%,79,-2.2
Montrezl Harrell,28.8,PHI,Big,657,41,-2.0,-5,32,-3.1,33,-1.5%,60,-0.3%,73,+1.8%,16,-3.3,61,-1.1,76,-1.7%,41,-0.3%,33,+1.2%,23,+2.3
Gary Harris,28.1,ORL,Wing,1183,46,-1.3,-3,82,+3.9,89,+2.8%,86,-1.4%,16,-2.9%,30,-1.7,11,+5.2,7,+3.5%,54,+0.3%,41,+0.7%,77,-1.9
Joe Harris,31.2,BKN,Forward,1508,34,-3.3,-8,39,-2.0,64,+0.6%,38,+0.6%,13,-3.5%,23,-2.4,39,+1.4,34,+0.9%,28,-0.7%,23,+1.9%,36,+1.3
Tobias Harris,30.3,PHI,Forward,2434,73,+3.7,+9,62,+0.9,59,+0.4%,53,-0.0%,56,+0.3%,29,-1.8,74,-2.7,65,-1.0%,20,-1.1%,78,-1.7%,91,-3.8
Gordon Hayward,32.6,CHA,Forward,1576,80,+5.0,+11,58,+0.4,80,+1.8%,71,-0.7%,17,-2.8%,40,-0.9,87,-4.6,76,-1.7%,27,-0.8%,88,-2.8%,78,-2.0
Juan Hernangomez,27.1,TOR,Forward,577,44,-1.6,-4,75,+2.6,78,+1.5%,15,+1.7%,74,+2.1%,52,-0.0,16,+4.2,20,+2.0%,5,-2.1%,83,-2.2%,84,-2.8
Willy Hernangomez,28.4,NOP,Big,375,54,+0.0,+0,40,-1.8,9,-3.9%,54,-0.0%,91,+5.0%,98,+7.1,67,-1.8,32,+1.0%,57,+0.4%,95,-4.0%,68,-1.1
Buddy Hield,29.9,IND,Wing,2480,86,+6.6,+15,83,+4.0,97,+4.3%,81,-1.2%,4,-6.0%,10,-4.3,73,-2.6,84,-2.2%,22,-1.0%,49,+0.3%,60,-0.5
George Hill,36.5,MIL,Combo,646,43,-1.8,-4,36,-2.6,23,-2.2%,70,-0.7%,24,-2.1%,93,+5.1,60,-0.9,76,-1.8%,35,-0.4%,43,+0.6%,25,+2.2
George Hill,36.5,IND,Combo,158,99,+15.7,+35,77,+2.8,91,+3.1%,55,-0.1%,19,-2.6%,43,-0.7,100,-12.9,92,-3.6%,29,-0.7%,100,-8.1%,99,-7.5
Jrue Holiday,32.4,MIL,Point,2175,97,+13.5,+31,96,+7.6,90,+3.0%,95,-2.2%,48,-0.2%,30,-1.7,92,-5.9,63,-0.9%,63,+0.6%,72,-1.4%,97,-5.2
Justin Holiday,33.6,ATL,Forward,390,16,-8.2,-20,9,-8.3,5,-5.2%,50,+0.2%,69,+1.5%,69,+1.2,53,-0.1,70,-1.2%,88,+1.9%,47,+0.4%,3,+5.9
Justin Holiday,33.6,DAL,Wing,285,10,-11.1,-25,4,-10.6,24,-2.1%,3,+3.2%,11,-3.7%,54,+0.1,47,+0.5,86,-2.3%,49,+0.1%,45,+0.5%,4,+5.7
Richaun Holmes,29.0,SAC,Big,296,3,-16.2,-35,2,-14.1,4,-5.4%,1,+4.1%,68,+1.5%,28,-1.9,31,+2.1,50,+0.0%,48,+0.0%,6,+4.0%,20,+2.7
Al Horford,36.4,BOS,Big,1921,55,+0.3,+0,73,+2.3,83,+2.0%,71,-0.7%,12,-3.6%,68,+1.0,33,+2.0,34,+0.9%,17,-1.2%,75,-1.5%,76,-1.9
Danuel House,29.4,PHI,Wing,745,16,-8.2,-20,30,-3.3,74,+1.3%,17,+1.6%,29,-1.6%,34,-1.3,13,+4.9,17,+2.2%,65,+0.7%,9,+3.4%,50,+0.1
Serge Ibaka,33.1,MIL,Big,154,12,-9.4,-24,16,-6.1,10,-3.9%,52,+0.0%,58,+0.5%,42,-0.7,23,+3.3,10,+3.0%,55,+0.3%,14,+2.7%,84,-2.8
Andre Iguodala,38.8,GSW,Forward,111,98,+14.1,+26,90,+5.9,100,+7.5%,36,+0.7%,2,-7.3%,4,-5.7,96,-8.2,95,-4.0%,94,+2.8%,55,-0.1%,63,-0.7
Joe Ingles,35.1,MIL,Forward,1033,48,-1.1,-3,86,+5.0,75,+1.3%,61,-0.3%,26,-1.9%,79,+2.1,7,+6.1,15,+2.4%,53,+0.2%,53,+0.1%,29,+1.9
Brandon Ingram,25.2,NOP,Forward,1538,60,+1.2,+3,76,+2.7,60,+0.4%,89,-1.6%,37,-1.1%,58,+0.4,38,+1.5,58,-0.6%,41,-0.3%,26,+1.6%,40,+1.0
Kyrie Irving,30.6,BKN,Combo,1476,78,+4.7,+11,72,+2.0,87,+2.5%,88,-1.5%,40,-0.9%,9,-4.5,74,-2.7,65,-1.0%,38,-0.3%,18,+2.2%,85,-2.9
Kyrie Irving,30.6,DAL,Combo,762,98,+14.3,+32,97,+8.8,100,+6.5%,62,-0.3%,8,-4.5%,68,+1.0,90,-5.4,80,-1.9%,72,+0.9%,19,+2.2%,41,+0.9
Reggie Jackson,32.5,LAC,Combo,1333,50,-0.5,-1,34,-3.0,58,+0.3%,15,+1.7%,52,+0.0%,22,-2.6,71,-2.5,52,-0.1%,28,-0.7%,77,-1.7%,94,-4.3
Reggie Jackson,32.5,DEN,Point,296,10,-10.7,-25,15,-6.3,4,-5.5%,86,-1.4%,68,+1.5%,38,-1.0,16,+4.3,8,+3.4%,69,+0.8%,34,+1.2%,77,-1.9
LeBron James,37.8,LAL,Big,1951,93,+9.7,+24,89,+5.7,95,+3.8%,77,-1.0%,57,+0.5%,8,-4.5,83,-3.9,46,+0.2%,55,+0.3%,95,-4.0%,33,+1.6
James Johnson,35.7,IND,Big,134,19,-7.1,-16,3,-11.4,20,-2.5%,18,+1.6%,4,-5.9%,56,+0.3,85,-4.3,25,+1.6%,87,+1.8%,100,-7.3%,14,+3.3
Stanley Johnson,26.4,SAS,Big,424,58,+1.0,+2,75,+2.6,96,+3.9%,16,+1.7%,68,+1.5%,10,-4.3,36,+1.6,96,-4.4%,24,-0.9%,8,+3.5%,1,+8.0
Nikola Jokic,27.7,DEN,Big,2319,100,+24.8,+52,100,+18.7,100,+8.9%,90,-1.6%,62,+0.9%,74,+1.6,92,-6.1,33,+0.9%,74,+1.0%,96,-4.4%,95,-4.7
Damian Jones,27.3,LAL,Big,140,21,-6.4,-15,17,-5.7,4,-5.5%,3,+3.1%,47,-0.3%,92,+4.7,45,+0.7,94,-3.7%,2,-2.9%,1,+6.9%,33,+1.6
Damian Jones,27.3,UTA,Big,285,22,-6.0,-14,27,-3.8,26,-2.0%,75,-0.9%,32,-1.4%,3,-6.4,30,+2.2,30,+1.1%,97,+3.4%,30,+1.4%,2,+7.1
Tyus Jones,26.5,MEM,Combo,1918,20,-6.7,-16,47,-0.9,80,+1.7%,72,-0.7%,5,-5.4%,10,-4.3,8,+5.8,11,+2.9%,75,+1.1%,8,+3.6%,30,+1.8
Derrick Jones Jr.,25.7,CHI,Big,845,87,+7.0,+17,79,+3.3,37,-1.2%,49,+0.2%,92,+5.3%,96,+6.0,82,-3.6,92,-3.3%,84,+1.5%,3,+5.0%,83,-2.7
DeAndre Jordan,34.3,DEN,Big,568,2,-17.2,-39,5,-10.0,22,-2.3%,4,+2.9%,44,-0.5%,34,-1.2,4,+7.2,15,+2.4%,25,-0.9%,19,+2.2%,51,+0.1
Cory Joseph,31.2,DET,Combo,1184,79,+4.9,+10,76,+2.8,62,+0.5%,82,-1.2%,65,+1.3%,40,-0.9,68,-2.1,73,-1.4%,75,+1.1%,15,+2.6%,45,+0.6
Frank Kaminsky,29.6,ATL,Big,132,49,-0.9,-2,60,+0.7,54,-0.0%,100,-3.6%,0,-11.6%,99,+7.6,38,+1.6,6,+3.5%,67,+0.7%,60,-0.5%,67,-1.0
Zach LaVine,27.6,CHI,Wing,2768,44,-1.7,-4,50,-0.5,79,+1.7%,56,-0.1%,5,-5.4%,28,-1.8,41,+1.3,41,+0.5%,9,-1.8%,73,-1.4%,79,-2.1
Caris LeVert,28.2,CLE,Wing,2206,34,-3.4,-7,26,-3.8,20,-2.5%,78,-1.0%,31,-1.5%,61,+0.7,55,-0.5,64,-0.9%,49,+0.1%,26,+1.6%,34,+1.6
Alex Len,29.4,SAC,Big,132,83,+5.8,+14,18,-5.4,10,-3.7%,32,+0.9%,90,+4.7%,81,+2.5,99,-11.2,99,-5.8%,92,+2.4%,23,+1.8%,97,-5.4
Kawhi Leonard,31.3,LAC,Forward,1745,94,+10.5,+25,97,+9.4,87,+2.5%,98,-2.7%,49,-0.2%,85,+3.0,62,-1.2,57,-0.5%,31,-0.6%,91,-3.2%,26,+2.1
Meyers Leonard,30.7,MIL,Big,100,9,-11.7,-27,67,+1.4,47,-0.6%,12,+2.0%,70,+1.6%,36,-1.1,0,+13.1,0,+8.7%,30,-0.7%,43,+0.6%,87,-3.2
Damian Lillard,32.3,POR,Point,2105,96,+12.1,+27,99,+11.3,97,+4.4%,87,-1.4%,55,+0.2%,99,+7.5,59,-0.8,68,-1.1%,20,-1.1%,67,-0.9%,48,+0.4
Kevon Looney,26.7,GSW,Big,1961,68,+2.8,+7,81,+3.7,55,+0.1%,99,-3.0%,93,+5.5%,25,-2.2,43,+1.0,64,-0.9%,3,-2.7%,86,-2.5%,94,-4.3
Brook Lopez,34.6,MIL,Big,2367,92,+8.9,+21,51,-0.3,57,+0.2%,48,+0.3%,58,+0.5%,30,-1.8,97,-9.3,92,-3.5%,9,-1.8%,97,-4.6%,96,-5.2
Robin Lopez,34.6,CLE,Big,243,2,-18.9,-42,3,-11.3,3,-6.2%,12,+2.0%,35,-1.2%,16,-3.3,3,+7.6,16,+2.2%,11,-1.6%,33,+1.2%,12,+3.8
Kevin Love,34.1,CLE,Big,820,31,-4.0,-9,41,-1.7,22,-2.2%,54,-0.1%,45,-0.5%,89,+3.6,30,+2.3,32,+1.0%,51,+0.2%,67,-1.0%,40,+1.0
Kevin Love,34.1,MIA,Big,414,79,+4.9,+12,48,-0.6,75,+1.3%,71,-0.7%,40,-0.9%,9,-4.4,90,-5.5,56,-0.5%,79,+1.3%,97,-4.5%,81,-2.3
Kyle Lowry,36.6,MIA,Point,1706,69,+2.9,+7,63,+1.0,35,-1.4%,85,-1.3%,53,+0.1%,44,-0.6,68,-2.0,54,-0.3%,67,+0.7%,47,+0.4%,62,-0.7
Trey Lyles,27.0,SAC,Big,1212,56,+0.6,+1,53,-0.2,38,-1.2%,22,+1.3%,82,+3.3%,82,+2.6,59,-0.8,61,-0.8%,76,+1.1%,17,+2.3%,58,-0.4
Wesley Matthews,36.0,MIL,Wing,771,59,+1.1,+3,65,+1.2,38,-1.2%,81,-1.2%,42,-0.6%,94,+5.4,50,+0.1,77,-1.8%,64,+0.6%,53,+0.1%,9,+4.2
CJ McCollum,31.1,NOP,Combo,2647,44,-1.6,-4,80,+3.4,71,+1.1%,96,-2.2%,70,+1.6%,2,-6.6,12,+5.0,41,+0.5%,1,-3.8%,45,+0.5%,59,-0.4
TJ McConnell,30.6,IND,Point,1491,62,+1.5,+3,41,-1.8,18,-2.7%,16,+1.7%,85,+3.9%,96,+5.9,79,-3.3,58,-0.6%,89,+1.9%,39,+0.8%,60,-0.5
Doug McDermott,30.8,SAS,Forward,1311,58,+0.9,+2,72,+1.9,70,+0.9%,54,-0.0%,26,-1.9%,74,+1.6,43,+1.0,85,-2.3%,11,-1.6%,24,+1.8%,21,+2.5
JaVale McGee,34.8,DAL,Big,318,11,-10.1,-23,7,-8.8,24,-2.1%,7,+2.5%,78,+2.7%,15,-3.4,40,+1.3,80,-1.9%,57,+0.4%,4,+4.8%,87,-3.3
Rodney McGruder,31.3,DET,Wing,491,68,+2.8,+6,79,+3.3,69,+0.9%,42,+0.4%,89,+4.7%,3,-6.0,47,+0.6,23,+1.8%,90,+2.0%,21,+1.9%,84,-2.9
Khris Middleton,31.2,MIL,Forward,792,69,+3.0,+7,74,+2.5,68,+0.8%,61,-0.3%,27,-1.8%,84,+2.9,56,-0.5,61,-0.8%,43,-0.2%,64,-0.7%,23,+2.3
Patty Mills,34.2,BKN,Combo,536,12,-9.9,-23,37,-2.5,18,-2.7%,48,+0.3%,84,+3.8%,40,-0.9,4,+7.4,7,+3.4%,81,+1.4%,1,+5.9%,34,+1.6
Marcus Morris,33.2,LAC,Big,1822,49,-0.8,-2,59,+0.5,69,+0.9%,61,-0.3%,21,-2.5%,32,-1.5,40,+1.3,21,+1.9%,7,-2.0%,99,-5.5%,76,-1.8
Markieff Morris,33.2,BKN,Big,275,75,+4.1,+10,62,+0.9,25,-2.0%,51,+0.1%,59,+0.6%,96,+6.0,78,-3.3,49,+0.1%,51,+0.2%,100,-7.3%,66,-0.9
Dejounte Murray,26.1,ATL,Combo,2686,28,-4.8,-12,18,-5.5,28,-1.8%,63,-0.4%,60,+0.6%,6,-5.1,58,-0.7,14,+2.4%,22,-1.0%,94,-3.5%,89,-3.6
Jamal Murray,25.7,DEN,Combo,2128,86,+6.8,+16,90,+6.1,87,+2.5%,94,-2.0%,48,-0.2%,26,-2.1,57,-0.7,44,+0.4%,60,+0.5%,41,+0.6%,92,-4.0
