Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Alex Acker,25.8,LAC,Wing,132,24,46.8%,25,43.2%,0,40.0%,0,100.0%,75,55%,82,40%,37,55%,91,75%
Arron Afflalo,23.0,DET,Wing,1193,63,51.7%,43,46.0%,85,41.3%,55,81.7%,41,67%,71,46%,23,65%,60,93%
Alexis Ajinca,20.5,CHA,Big,136,7,39.2%,9,40.0%,0,0.0%,0,73.3%,35,70%,84,50%,38,75%,0,0%
LaMarcus Aldridge,23.3,POR,Big,2993,37,48.9%,40,48.9%,22,29.2%,77,78.1%,82,57%,75,55%,69,58%,68,100%
Joe Alexander,21.9,MIL,Forward,612,13,45.4%,23,45.1%,18,31.4%,26,74.6%,41,73%,32,65%,27,76%,79,91%
Malik Allen,30.3,MIL,Big,522,12,42.4%,13,42.4%,0,0.0%,0,46.7%,15,77%,49,62%,27,80%,0,0%
Ray Allen,33.3,BOS,Wing,2866,98,57.8%,96,54.2%,84,41.3%,99,95.2%,35,69%,22,64%,55,47%,65,92%
Tony Allen,26.8,BOS,Wing,782,46,49.4%,78,49.8%,7,28.6%,10,71.2%,74,55%,49,53%,36,55%,3,100%
Morris Almond,23.7,UTA,Wing,233,13,44.6%,40,45.8%,0,26.7%,45,80.8%,3,90%,1,86%,1,92%,3,100%
Rafer Alston,32.3,HOU,Point,1587,26,45.2%,15,38.7%,53,35.6%,36,78.9%,44,40%,54,23%,76,10%,65,74%
Rafer Alston,32.3,ORL,Point,853,41,46.8%,57,46.2%,30,32.0%,5,71.1%,72,30%,98,8%,94,5%,7,97%
Lou Amundson,25.9,PHX,Big,909,63,52.4%,66,52.4%,0,0.0%,3,39.1%,38,69%,32,65%,8,93%,0,0%
Chris Andersen,30.3,DEN,Big,1412,78,55.1%,85,56.4%,0,11.1%,53,70.8%,55,65%,37,64%,49,68%,68,100%
Ryan Anderson,20.5,BKN,Big,1233,34,48.3%,14,42.8%,56,36.5%,93,83.8%,18,75%,72,55%,43,72%,87,98%
Carmelo Anthony,24.4,DEN,Forward,2273,23,47.2%,36,45.6%,64,38.4%,56,79.3%,93,48%,80,48%,89,38%,93,87%
Joel Anthony,26.2,MIA,Big,1008,43,49.6%,45,49.6%,0,0.0%,34,65.2%,70,61%,54,60%,60,62%,0,0%
Trevor Ariza,23.3,LAL,Wing,1902,63,51.8%,91,52.3%,25,33.7%,5,69.7%,53,64%,48,53%,26,62%,40,97%
Hilton Armstrong,23.9,NOP,Big,1050,86,56.5%,86,56.5%,0,0.0%,23,61.5%,69,61%,47,62%,70,57%,0,0%
Darrell Arthur,20.6,MEM,Big,1426,15,43.6%,16,43.8%,0,0.0%,41,67.9%,11,78%,15,70%,16,86%,0,0%
Chucky Atkins,34.2,OKC,Combo,278,0,35.4%,0,31.0%,3,27.0%,0,91.7%,12,70%,77,25%,2,67%,37,90%
D.J. Augustin,21.0,CHA,Point,1844,85,52.5%,37,42.5%,98,45.3%,93,88.7%,37,44%,65,20%,80,9%,35,86%
Kelenna Azubuike,24.9,GSW,Wing,2350,65,51.9%,50,46.8%,95,44.7%,44,80.6%,68,59%,73,45%,46,50%,50,95%
Renaldo Balkman,24.3,DEN,Big,704,90,57.8%,90,57.7%,0,40.0%,21,61.0%,52,65%,52,61%,17,86%,68,100%
Marcus Banks,27.0,MIA,Combo,134,28,44.4%,93,50.0%,0,20.0%,0,64.3%,77,36%,44,38%,93,0%,98,50%
Leandro Barbosa,25.9,PHX,Combo,1661,98,54.9%,100,53.0%,83,39.2%,90,87.8%,19,56%,19,46%,23,43%,33,91%
J.J. Barea,24.4,DAL,Combo,1476,77,50.7%,84,48.3%,69,38.3%,13,75.3%,93,28%,91,18%,70,20%,91,59%
Andrea Bargnani,23.0,TOR,Big,2418,58,51.3%,26,46.7%,72,41.3%,91,83.1%,13,77%,18,69%,48,70%,88,97%
Matt Barnes,28.6,PHX,Wing,2051,61,51.5%,86,50.9%,30,34.7%,22,74.3%,30,71%,31,61%,54,48%,66,92%
Brent Barry,36.8,HOU,Wing,798,83,53.5%,88,51.3%,40,36.1%,0,95.0%,4,89%,13,70%,15,70%,36,98%
Brandon Bass,23.5,DAL,Big,1501,56,51.0%,59,51.0%,0,0.0%,98,86.9%,35,70%,21,69%,44,71%,0,0%
Maceo Baston,32.4,IND,Big,201,79,55.6%,80,55.6%,0,0.0%,27,63.0%,40,68%,34,65%,28,80%,0,0%
Tony Battie,32.7,ORL,Big,1159,51,50.2%,53,50.2%,0,33.3%,34,65.4%,30,71%,61,59%,30,79%,68,100%
Shane Battier,30.1,HOU,Wing,2022,91,54.8%,51,46.8%,66,39.1%,62,82.1%,11,83%,29,62%,61,43%,31,99%
Nicolas Batum,19.9,POR,Wing,1407,75,52.6%,88,51.4%,38,36.0%,58,82.0%,19,78%,24,64%,16,68%,34,98%
Jerryd Bayless,20.2,POR,Combo,560,2,38.1%,12,37.6%,0,26.9%,87,87.3%,47,44%,28,42%,81,17%,5,100%
Michael Beasley,19.8,MIA,Big,1976,38,48.9%,32,47.6%,84,42.5%,72,77.2%,78,58%,93,45%,60,62%,95,90%
Marco Belinelli,22.6,GSW,Wing,849,82,53.4%,46,46.3%,91,42.3%,30,76.9%,62,61%,54,51%,71,39%,74,87%
Charlie Bell,29.6,MIL,Wing,1731,47,49.5%,38,45.5%,44,36.6%,53,81.6%,47,66%,33,60%,46,50%,79,84%
Raja Bell,32.1,CHA,Wing,1600,57,51.1%,47,46.5%,75,39.9%,91,87.3%,15,81%,21,65%,11,77%,54,94%
Raja Bell,32.1,PHX,Wing,711,96,55.7%,9,38.6%,98,47.3%,0,76.2%,10,83%,55,50%,10,77%,58,93%
Mike Bibby,30.5,ATL,Point,2731,76,51.9%,63,46.8%,68,39.4%,39,78.9%,9,62%,37,29%,13,45%,9,96%
Andris Biedrins,22.6,GSW,Big,1860,91,57.8%,91,57.9%,0,0.0%,10,55.6%,59,64%,29,66%,97,35%,0,0%
Chauncey Billups,32.1,DEN,Combo,2706,79,50.7%,33,42.7%,89,41.3%,97,91.3%,88,31%,88,19%,86,14%,93,54%
Steve Blake,28.7,POR,Point,2182,89,54.0%,41,42.8%,89,43.5%,77,85.7%,2,67%,22,39%,15,43%,20,91%
Andray Blatche,22.2,WAS,Big,1679,31,47.9%,36,48.1%,19,27.8%,49,69.6%,95,50%,77,54%,91,45%,99,60%
Mark Blount,32.9,MIA,Big,176,30,47.8%,7,39.5%,75,41.7%,0,58.3%,34,70%,84,50%,77,54%,68,100%
Keith Bogans,28.5,MIL,Wing,448,29,47.8%,19,41.5%,26,34.1%,100,96.8%,17,78%,67,47%,27,60%,3,100%
Keith Bogans,28.5,ORL,Wing,758,49,49.7%,28,43.8%,31,34.7%,0,87.5%,8,84%,36,60%,100,0%,37,98%
Andrew Bogut,23.9,MIL,Big,1121,89,57.7%,91,57.7%,0,0.0%,12,57.1%,80,57%,40,64%,92,43%,0,0%
Matt Bonner,28.6,SAS,Big,1912,95,60.5%,78,55.1%,88,43.9%,0,72.7%,5,82%,89,49%,37,75%,68,100%
Josh Boone,23.9,BKN,Big,967,68,53.1%,70,53.1%,0,0.0%,2,37.3%,24,73%,16,70%,7,94%,0,0%
Carlos Boozer,26.9,UTA,Big,1187,42,49.3%,43,49.3%,0,0.0%,54,70.8%,60,63%,42,63%,57,64%,0,0%
Chris Bosh,24.6,TOR,Big,2920,41,49.2%,46,49.6%,16,26.1%,88,81.8%,92,53%,78,53%,81,51%,97,83%
Bruce Bowen,37.4,SAS,Wing,1447,90,54.3%,18,41.5%,93,44.0%,0,53.8%,2,91%,6,76%,4,82%,3,100%
Ryan Bowen,33.0,NOP,Forward,191,86,55.2%,93,55.2%,0,0.0%,0,60.0%,2,94%,4,92%,0,100%,0,0%
Elton Brand,29.6,PHI,Big,918,19,44.7%,19,44.7%,0,0.0%,39,67.6%,70,61%,46,62%,63,60%,0,0%
Corey Brewer,22.7,MIN,Wing,305,12,44.4%,14,41.0%,0,41.7%,0,73.7%,39,68%,55,50%,9,79%,3,100%
Ronnie Brewer,23.6,UTA,Wing,2575,80,53.1%,95,54.1%,7,28.6%,8,70.4%,27,74%,15,70%,8,80%,3,100%
Aaron Brooks,23.8,HOU,Combo,1958,60,48.6%,30,42.5%,67,38.3%,84,86.6%,74,37%,84,22%,77,19%,86,66%
Bobby Brown,24.1,MIN,Combo,201,14,41.1%,2,35.8%,36,33.3%,0,75.0%,100,25%,95,0%,93,0%,67,78%
Bobby Brown,24.1,SAC,Point,561,30,45.4%,19,38.9%,62,37.2%,0,70.0%,48,39%,65,20%,41,28%,78,62%
Dee Brown,24.2,WAS,Point,222,48,47.5%,70,47.6%,23,31.6%,0,33.3%,17,56%,17,40%,0,0%,44,83%
Devin Brown,29.8,NOP,Combo,820,12,39.5%,16,38.6%,14,27.7%,23,77.8%,28,52%,14,48%,56,25%,21,96%
Kwame Brown,26.6,DET,Big,987,65,52.8%,68,52.8%,0,0.0%,7,52.6%,23,73%,11,72%,34,76%,0,0%
Shannon Brown,22.9,CHA,Wing,301,32,48.2%,65,48.2%,16,32.0%,0,76.0%,63,59%,39,59%,64,42%,73,88%
Shannon Brown,22.9,LAL,Point,101,100,59.7%,56,45.8%,0,71.4%,0,87.5%,0,88%,0,75%,2,100%,4,100%
Kobe Bryant,30.2,LAL,Wing,2950,52,50.4%,77,49.7%,33,35.2%,81,85.7%,96,37%,88,37%,84,30%,96,64%
Greg Buckner,32.1,MEM,Wing,851,9,42.4%,26,43.4%,4,26.7%,0,80.0%,44,67%,38,59%,30,58%,3,100%
Caron Butler,28.6,WAS,Wing,2578,40,49.0%,68,48.7%,21,33.2%,84,85.8%,91,41%,54,51%,81,31%,99,44%
Rasual Butler,29.4,NOP,Wing,2606,72,52.4%,52,47.0%,70,39.3%,36,78.2%,18,78%,10,72%,22,65%,62,93%
Andrew Bynum,21.0,LAL,Big,1430,80,55.7%,80,55.7%,0,0.0%,50,70.0%,62,63%,16,70%,82,50%,0,0%
Will Bynum,25.8,DET,Point,747,46,47.5%,74,48.0%,0,23.1%,48,80.0%,87,25%,78,15%,37,32%,4,100%
Jose Calderon,27.1,TOR,Point,2327,93,56.3%,100,54.0%,74,41.0%,100,98.1%,57,36%,85,14%,56,22%,31,88%
Marcus Camby,34.6,LAC,Big,1923,59,51.4%,60,51.4%,0,33.3%,60,72.5%,43,68%,54,60%,24,83%,68,100%
Brian Cardinal,31.5,MIN,Forward,834,43,49.1%,46,46.6%,30,33.7%,0,91.3%,5,86%,82,46%,7,90%,11,100%
Rodney Carney,24.6,MIN,Wing,1099,71,52.3%,79,50.0%,39,36.1%,33,77.0%,13,82%,21,64%,13,74%,32,99%
Matt Carroll,28.2,CHA,Wing,450,22,46.5%,54,47.1%,10,30.0%,0,77.8%,14,81%,55,50%,5,82%,3,100%
Anthony Carter,33.4,DEN,Point,1722,43,47.0%,81,49.1%,6,26.0%,11,73.1%,4,65%,6,54%,6,67%,13,95%
Vince Carter,31.8,BKN,Wing,2931,46,49.4%,41,45.9%,64,38.9%,57,82.0%,92,41%,100,25%,83,31%,88,79%
Mario Chalmers,22.5,MIA,Point,2621,70,51.2%,59,46.6%,66,37.7%,25,76.6%,24,49%,80,15%,46,26%,26,89%
Tyson Chandler,26.1,NOP,Big,1442,87,56.5%,87,56.5%,0,0.0%,13,57.9%,27,72%,10,73%,77,54%,0,0%
Wilson Chandler,21.5,NYK,Wing,2707,36,48.5%,60,47.7%,24,33.6%,41,79.5%,71,56%,72,46%,58,45%,47,95%
Jarron Collins,29.9,UTA,Big,173,26,46.9%,27,46.9%,0,0.0%,0,85.7%,91,53%,70,56%,82,50%,0,0%
Jason Collins,29.9,MIN,Big,421,2,31.4%,2,31.4%,0,0.0%,4,46.4%,76,59%,91,47%,17,86%,0,0%
Mardy Collins,24.2,LAC,Wing,778,17,45.0%,29,43.9%,48,36.8%,3,66.7%,97,37%,78,43%,98,18%,3,100%
Nick Collison,28.0,OKC,Big,1794,85,56.4%,87,56.6%,0,0.0%,54,70.8%,52,66%,26,67%,55,64%,0,0%
Mike Conley,21.1,MEM,Point,2488,61,50.6%,54,45.8%,81,41.5%,64,82.4%,54,37%,72,17%,72,13%,11,95%
Daequan Cook,21.5,MIA,Wing,1791,51,50.2%,5,36.1%,71,39.4%,90,87.0%,12,82%,30,62%,28,60%,46,95%
Jamal Crawford,28.6,GSW,Combo,2069,56,47.3%,60,44.7%,47,34.4%,94,89.2%,70,38%,58,32%,79,18%,81,73%
Jamal Crawford,28.6,NYK,Wing,390,86,53.9%,16,41.3%,97,46.1%,28,76.1%,83,48%,89,33%,82,31%,96,66%
Javaris Crittenton,20.8,WAS,Combo,1053,51,46.4%,81,47.9%,0,9.1%,3,54.5%,79,34%,51,34%,35,32%,5,100%
Samuel Dalembert,28.5,PHI,Big,2032,45,49.8%,49,49.9%,0,0.0%,63,73.4%,44,67%,35,65%,46,71%,0,0%
Erick Dampier,33.3,DAL,Big,1834,99,65.0%,99,65.0%,0,0.0%,30,63.8%,57,64%,31,65%,80,53%,0,0%
Antonio Daniels,33.6,NOP,Combo,686,33,45.1%,44,43.3%,36,33.3%,52,82.3%,81,34%,93,13%,63,23%,44,88%
Antonio Daniels,33.6,WAS,Point,287,35,45.6%,13,38.2%,0,45.5%,20,75.8%,11,61%,17,40%,2,100%,54,80%
Marquis Daniels,27.8,IND,Wing,1697,23,46.6%,72,49.0%,1,19.8%,14,72.1%,78,53%,33,60%,75,36%,3,100%
Jermareo Davidson,24.0,GSW,Big,104,59,51.6%,62,51.6%,0,0.0%,0,47.1%,65,63%,84,50%,46,70%,0,0%
Baron Davis,29.6,LAC,Point,2246,15,42.5%,24,40.6%,19,30.7%,18,75.7%,91,25%,61,21%,93,7%,91,51%
Glen Davis,22.8,BOS,Big,1552,18,44.6%,18,44.5%,0,33.3%,60,72.9%,12,78%,13,71%,23,83%,68,100%
Paul Davis,24.3,LAC,Big,297,9,40.0%,10,40.4%,0,0.0%,75,78.1%,20,75%,51,61%,13,89%,0,0%
Ricky Davis,29.1,LAC,Wing,755,8,42.0%,6,36.2%,20,32.4%,74,84.4%,26,74%,70,46%,24,65%,53,94%
Luol Deng,23.5,CHI,Forward,1654,11,45.4%,21,44.8%,75,40.0%,60,79.6%,38,73%,30,66%,25,79%,89,88%
Boris Diaw,26.5,CHA,Big,2208,75,54.4%,63,51.8%,78,41.9%,43,68.1%,49,67%,62,58%,63,60%,87,99%
Boris Diaw,26.5,PHX,Forward,523,98,61.1%,98,59.5%,0,55.6%,12,69.2%,88,50%,73,51%,86,41%,11,100%
Yakhouba Diawara,26.2,MIA,Wing,820,33,48.3%,63,48.1%,19,32.3%,0,52.6%,7,85%,27,63%,59,44%,3,100%
Travis Diener,26.7,IND,Point,685,96,57.3%,67,47.4%,83,41.7%,0,80.0%,33,44%,74,17%,61,20%,80,60%
Ike Diogu,25.1,SAC,Big,129,96,60.6%,96,60.0%,0,50.0%,66,75.0%,99,45%,76,54%,96,35%,68,100%
DeSagana Diop,26.8,CHA,Big,543,24,46.2%,24,46.2%,0,0.0%,0,29.4%,26,73%,24,68%,17,86%,0,0%
DeSagana Diop,26.8,DAL,Big,432,5,38.6%,5,38.6%,0,0.0%,1,37.0%,59,64%,12,72%,99,25%,0,0%
Juan Dixon,30.1,WAS,Point,782,37,45.6%,43,42.9%,45,34.2%,73,84.8%,52,37%,57,21%,20,39%,89,52%
Keyon Dooling,28.5,BKN,Combo,2013,88,52.6%,65,44.9%,94,43.0%,55,82.4%,42,47%,30,40%,88,13%,58,80%
Quincy Douby,24.5,SAC,Wing,131,1,36.5%,4,35.7%,2,25.0%,0,87.5%,84,47%,89,33%,88,29%,86,80%
Chris Douglas-Roberts,21.8,BKN,Wing,515,35,48.4%,66,48.3%,0,33.3%,45,80.8%,80,51%,46,55%,74,38%,3,100%
Goran Dragic,22.5,PHX,Point,580,7,39.5%,9,36.8%,26,31.7%,7,72.0%,43,41%,24,36%,48,25%,59,77%
Jared Dudley,23.3,CHA,Forward,421,30,47.9%,52,47.1%,0,37.5%,0,68.2%,39,73%,68,53%,18,81%,11,100%
Jared Dudley,23.3,PHX,Forward,599,91,56.2%,95,55.4%,55,37.7%,5,63.3%,55,67%,70,53%,63,58%,11,100%
Chris Duhon,26.2,NYK,Point,2898,78,51.9%,52,45.2%,70,39.6%,80,86.1%,63,32%,89,13%,87,8%,83,58%
Tim Duncan,32.5,SAS,Big,2518,52,50.5%,57,50.5%,0,0.0%,47,69.4%,93,53%,57,60%,88,47%,0,0%
Mike Dunleavy,28.1,IND,Forward,494,21,47.0%,14,43.0%,43,35.6%,81,81.5%,16,81%,27,67%,30,74%,11,100%
Kevin Durant,20.1,OKC,Wing,2880,56,51.1%,67,48.7%,89,42.1%,85,86.2%,70,57%,63,49%,45,51%,48,95%
Monta Ellis,23.0,GSW,Combo,887,42,45.8%,77,46.0%,8,27.3%,61,83.0%,84,33%,33,40%,58,24%,98,50%
Francisco Elson,32.7,MIL,Big,950,40,49.1%,43,49.4%,0,0.0%,93,83.8%,54,65%,59,60%,43,72%,0,0%
Melvin Ely,30.5,NOP,Big,341,4,38.2%,4,38.2%,0,0.0%,35,65.6%,85,56%,68,57%,76,55%,0,0%
Maurice Evans,30.0,ATL,Wing,1782,88,54.0%,74,49.1%,67,39.1%,67,83.1%,37,69%,66,47%,53,49%,50,95%
Reggie Evans,28.5,PHI,Big,1091,18,44.4%,18,44.6%,0,0.0%,16,59.3%,98,49%,84,50%,90,45%,0,0%
Jordan Farmar,21.9,LAL,Point,1093,22,44.1%,30,41.4%,34,32.6%,0,59.4%,22,51%,13,43%,28,34%,56,79%
Raymond Felton,24.4,CHA,Combo,3079,23,44.1%,47,43.6%,28,30.6%,35,80.0%,63,38%,70,27%,37,31%,16,98%
Rudy Fernandez,23.6,POR,Wing,1919,93,55.1%,61,47.9%,72,39.5%,70,83.3%,20,77%,19,66%,67,41%,68,91%
Kyrylo Fesenko,21.9,UTA,Big,132,94,58.6%,95,58.6%,0,0.0%,0,22.2%,33,71%,6,75%,100,0%,0,0%
Michael Finley,35.7,SAS,Forward,2326,79,53.5%,43,45.9%,89,41.7%,86,82.3%,9,85%,52,57%,23,79%,38,99%
Derek Fisher,34.2,LAL,Point,2433,74,51.3%,48,44.4%,72,40.1%,70,84.6%,13,59%,43,26%,19,41%,28,89%
T.J. Ford,25.6,IND,Point,2236,50,47.5%,61,46.7%,57,36.1%,89,87.1%,94,22%,48,25%,81,9%,37,86%
Jeff Foster,31.8,IND,Big,1818,48,50.0%,55,50.4%,0,16.7%,36,65.8%,57,64%,62,59%,26,82%,68,100%
Randy Foye,25.1,MIN,Combo,2464,53,47.2%,42,43.2%,58,37.2%,74,84.8%,67,38%,67,28%,74,19%,72,77%
Channing Frye,25.5,POR,Big,628,7,39.3%,6,39.4%,9,25.0%,46,69.0%,5,82%,70,56%,14,88%,68,100%
Dan Gadzuric,30.7,MIL,Big,912,38,48.9%,40,48.9%,0,0.0%,8,54.4%,60,63%,73,55%,35,76%,0,0%
Danilo Gallinari,20.2,NYK,Forward,408,95,58.1%,29,45.3%,100,45.1%,0,96.0%,43,71%,43,60%,91,36%,82,91%
Francisco Garcia,26.8,SAC,Wing,1937,54,50.7%,46,46.3%,73,39.7%,59,82.0%,69,57%,80,41%,44,52%,79,84%
Kevin Garnett,32.5,BOS,Big,1768,70,53.5%,73,53.5%,0,40.0%,95,84.1%,21,74%,1,84%,49,68%,68,100%
Marc Gasol,23.8,MEM,Big,2504,63,52.6%,67,52.7%,0,0.0%,62,73.0%,96,50%,64,57%,93,40%,0,0%
Pau Gasol,28.3,LAL,Big,2981,87,56.7%,88,56.6%,0,100.0%,74,77.8%,81,57%,55,60%,79,54%,68,100%
Rudy Gay,22.2,MEM,Forward,2932,41,48.9%,57,47.8%,45,35.7%,37,76.7%,96,41%,84,45%,98,22%,88,89%
Devean George,31.2,DAL,Wing,653,27,47.3%,75,49.2%,9,29.9%,0,75.0%,24,75%,25,63%,46,50%,3,100%
Daniel Gibson,22.7,CLE,Combo,1664,65,49.9%,21,39.2%,81,39.1%,16,76.0%,7,73%,35,40%,12,57%,35,90%
Manu Ginobili,31.3,SAS,Wing,1171,78,52.8%,98,54.6%,23,33.5%,97,88.2%,85,46%,87,37%,92,27%,92,74%
Ryan Gomes,26.2,MIN,Forward,2605,46,49.1%,38,45.6%,61,38.4%,74,80.7%,45,71%,43,60%,52,63%,39,99%
Drew Gooden,27.1,CHI,Big,915,22,45.9%,23,46.1%,0,0.0%,96,86.6%,72,60%,99,37%,48,70%,0,0%
Drew Gooden,27.1,SAS,Big,309,35,48.6%,38,48.6%,0,0.0%,78,78.2%,90,54%,82,52%,73,56%,0,0%
Ben Gordon,25.6,CHI,Wing,2987,71,52.3%,59,47.6%,86,41.4%,86,86.3%,87,45%,85,38%,77,35%,94,67%
Eric Gordon,19.9,LAC,Wing,2622,84,53.5%,79,49.8%,74,39.8%,83,85.8%,49,65%,50,52%,40,54%,70,90%
Marcin Gortat,24.7,ORL,Big,687,82,55.9%,83,55.9%,0,0.0%,10,56.1%,35,70%,6,75%,76,55%,0,0%
Joey Graham,26.4,TOR,Forward,1443,50,49.4%,66,49.4%,0,33.3%,84,82.1%,61,66%,25,68%,46,64%,96,67%
Stephen Graham,26.4,IND,Wing,629,20,45.8%,34,45.0%,18,32.1%,34,77.4%,46,66%,20,66%,46,50%,3,100%
Danny Granger,25.5,IND,Forward,2414,73,52.1%,48,46.9%,82,41.2%,98,88.0%,80,56%,93,36%,88,38%,64,95%
Aaron Gray,23.9,CHI,Big,683,40,49.0%,41,49.0%,0,0.0%,16,58.9%,100,40%,97,41%,94,38%,0,0%
Gerald Green,22.8,DAL,Wing,312,18,45.1%,35,45.2%,10,30.0%,0,84.2%,52,64%,40,58%,43,52%,3,100%
Jeff Green,22.2,OKC,Forward,2866,45,49.1%,45,46.3%,70,39.0%,53,78.8%,70,60%,59,55%,79,47%,71,94%
Willie Green,27.3,PHI,Wing,1798,28,47.7%,56,47.4%,17,32.1%,12,71.3%,29,72%,18,67%,21,66%,43,96%
Donte Greene,20.7,SAC,Forward,588,2,39.0%,5,38.3%,7,26.6%,0,87.0%,25,77%,36,63%,36,68%,11,100%
Hamed Haddadi,23.5,MEM,Big,100,62,52.0%,64,52.0%,0,0.0%,0,54.5%,66,62%,84,50%,44,71%,0,0%
Malik Hairston,21.7,SAS,Forward,103,34,48.4%,71,50.0%,0,0.0%,0,0.0%,84,53%,89,42%,0,100%,0,0%
Richard Hamilton,30.7,DET,Wing,2268,29,47.9%,45,46.2%,50,36.9%,76,84.7%,33,70%,23,64%,21,66%,38,97%
Matt Harpring,32.4,UTA,Forward,662,9,45.0%,32,45.4%,0,0.0%,49,78.8%,18,81%,9,79%,13,82%,0,0%
Al Harrington,28.7,GSW,Forward,165,4,40.7%,0,28.6%,73,39.3%,0,50.0%,50,70%,75,50%,73,50%,79,91%
Al Harrington,28.7,NYK,Forward,2364,68,51.5%,70,49.7%,50,36.5%,67,80.3%,91,50%,95,35%,95,24%,84,91%
Devin Harris,25.7,BKN,Point,2483,44,47.4%,72,47.9%,17,30.5%,57,82.0%,93,24%,39,27%,83,8%,93,50%
Jason Hart,30.5,LAC,Point,263,0,27.5%,0,27.9%,0,0.0%,0,73.3%,7,63%,0,75%,7,60%,0,0%
Udonis Haslem,28.4,MIA,Big,2553,60,51.8%,63,51.8%,0,0.0%,68,75.3%,2,84%,8,75%,11,90%,0,0%
Trenton Hassell,29.7,BKN,Wing,1064,19,45.4%,38,45.5%,0,28.6%,0,79.2%,29,72%,65,48%,7,81%,3,100%
Spencer Hawes,20.5,SAC,Big,2166,43,49.5%,39,48.9%,47,35.4%,32,64.6%,64,63%,50,61%,74,56%,90,95%
Chuck Hayes,25.4,HOU,Big,797,4,38.2%,4,38.2%,0,0.0%,0,56.3%,46,67%,41,63%,31,78%,0,0%
Jarvis Hayes,27.2,BKN,Forward,1767,77,52.7%,63,48.8%,68,38.8%,9,67.4%,14,81%,5,82%,39,67%,66,94%
Brendan Haywood,28.9,WAS,Big,174,32,48.0%,35,48.0%,0,0.0%,0,47.6%,65,63%,38,64%,82,50%,0,0%
Luther Head,25.9,HOU,Combo,304,47,46.3%,19,39.0%,78,38.9%,0,100.0%,16,65%,7,67%,30,38%,60,79%
Luther Head,25.9,MIA,Combo,173,49,46.3%,7,37.0%,0,42.9%,0,62.5%,49,44%,35,40%,72,20%,84,67%
Walter Herrmann,29.4,DET,Wing,584,58,51.1%,84,50.7%,27,34.3%,0,78.3%,9,84%,13,70%,24,65%,3,100%
Roy Hibbert,21.9,IND,Big,965,27,47.2%,29,47.2%,0,0.0%,37,67.2%,88,55%,73,55%,74,56%,0,0%
JJ Hickson,20.2,CLE,Big,579,83,55.9%,84,55.9%,0,0.0%,28,63.5%,16,76%,9,74%,14,88%,0,0%
Nene Hilario,26.1,DEN,Big,2504,95,60.4%,96,60.7%,0,20.0%,59,72.3%,19,75%,9,75%,33,77%,68,100%
George Hill,22.5,SAS,Combo,1142,30,44.6%,35,42.7%,53,35.7%,19,77.2%,33,50%,21,44%,19,45%,51,85%
Grant Hill,36.1,PHX,Forward,2424,84,54.0%,91,54.8%,18,31.4%,79,81.1%,57,67%,20,72%,66,58%,59,95%
Kirk Hinrich,27.8,CHI,Combo,1333,86,52.3%,74,45.8%,92,41.3%,32,79.8%,23,54%,26,42%,33,33%,49,86%
Ryan Hollins,24.1,CHA,Big,175,82,55.9%,82,55.9%,0,0.0%,33,64.7%,40,68%,20,69%,51,67%,0,0%
Ryan Hollins,24.1,DAL,Big,194,98,62.2%,98,62.2%,0,0.0%,0,50.0%,4,83%,2,81%,0,100%,0,0%
Al Horford,22.4,ATL,Big,2235,64,52.6%,68,52.7%,0,0.0%,58,72.1%,50,66%,18,69%,56,64%,0,0%
Eddie House,30.5,BOS,Combo,1337,100,59.1%,72,45.7%,97,45.2%,48,82.2%,2,80%,2,86%,14,57%,23,93%
Dwight Howard,22.9,ORL,Big,2814,88,57.1%,88,57.2%,0,0.0%,18,59.5%,94,51%,79,53%,89,46%,0,0%
Josh Howard,28.5,DAL,Wing,1654,41,49.0%,62,48.0%,35,35.4%,36,78.2%,76,54%,32,61%,65,41%,78,84%
Juwan Howard,35.7,CHA,Big,444,55,50.7%,58,50.7%,0,0.0%,40,67.6%,32,71%,60,59%,31,78%,0,0%
Larry Hughes,29.8,CHI,Wing,783,31,48.0%,23,42.9%,65,39.0%,52,81.3%,32,71%,81,41%,18,67%,38,97%
Larry Hughes,29.8,NYK,Wing,685,21,46.0%,11,39.2%,62,38.5%,40,79.4%,58,62%,74,44%,73,38%,3,100%
Kris Humphries,23.7,TOR,Forward,236,5,42.3%,11,42.3%,0,0.0%,40,77.5%,34,76%,14,72%,21,80%,0,0%
Lindsey Hunter,37.9,CHI,Point,212,28,45.2%,11,37.0%,47,34.3%,0,60.0%,28,45%,100,0%,98,0%,44,83%
Andre Iguodala,24.8,PHI,Wing,3259,59,51.1%,89,52.2%,15,31.3%,15,72.3%,79,52%,43,57%,79,34%,93,67%
Zydrunas Ilgauskas,33.4,CLE,Big,1759,34,48.3%,35,47.7%,63,39.5%,83,79.9%,30,71%,83,50%,27,81%,68,100%
Allen Iverson,33.4,DEN,Combo,122,58,47.5%,93,50.0%,0,25.0%,0,72.0%,95,28%,70,27%,93,0%,5,100%
Allen Iverson,33.4,DET,Point,1967,19,43.4%,44,43.2%,15,29.9%,34,78.8%,69,31%,96,11%,22,35%,19,92%
