Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Quincy Acy,24.1,NYK,Big,1179,31,-1.4%,35,-1.5%,10,-3.1%,70,+1.6%,37,-1.5%,54,+0.1%,80,+2.9%,77,+3.0%
Jordan Adams,20.3,MEM,Wing,185,56,+0.1%,56,+0.3%,22,-1.8%,58,+0.6%,39,-1.2%,18,-1.2%,73,+2.1%,59,+0.9%
Steven Adams,21.3,OKC,Big,1767,35,-1.2%,59,+0.5%,65,+0.9%,68,+1.3%,71,+2.2%,9,-1.8%,37,-0.9%,23,-2.7%
Jeff Adrien,28.7,MIN,Big,189,37,-1.1%,7,-4.4%,31,-1.1%,65,+1.1%,50,+0.0%,96,+2.5%,69,+1.8%,86,+4.4%
Arron Afflalo,29.0,DEN,Wing,1746,78,+1.2%,41,-0.9%,87,+2.8%,62,+0.9%,81,+3.6%,65,+0.5%,15,-3.2%,23,-2.7%
Arron Afflalo,29.0,POR,Wing,747,90,+2.6%,52,-0.1%,70,+1.1%,53,+0.0%,61,+1.2%,25,-0.9%,46,-0.2%,39,-1.1%
Alexis Ajinca,26.5,NOP,Big,873,61,+0.3%,1,-7.3%,99,+6.5%,81,+3.1%,99,+9.5%,19,-1.2%,36,-1.0%,28,-2.2%
Furkan Aldemir,23.2,PHI,Big,488,68,+0.7%,50,-0.2%,80,+2.0%,22,-2.4%,44,-0.4%,78,+0.9%,46,-0.2%,55,+0.7%
Cole Aldrich,26.0,NYK,Big,915,16,-2.8%,42,-0.9%,96,+4.9%,16,-3.4%,65,+1.6%,19,-1.2%,55,+0.5%,42,-0.7%
LaMarcus Aldridge,29.3,POR,Big,2508,64,+0.5%,49,-0.3%,80,+1.9%,92,+4.6%,93,+6.5%,7,-2.0%,8,-4.1%,5,-6.2%
Lavoy Allen,25.7,IND,Big,1025,42,-0.8%,44,-0.8%,18,-2.1%,53,+0.1%,33,-2.0%,60,+0.3%,76,+2.5%,75,+2.8%
Tony Allen,32.8,MEM,Wing,1631,73,+1.1%,99,+8.9%,14,-2.5%,40,-1.0%,19,-3.6%,20,-1.1%,8,-4.2%,8,-5.3%
Al-Farouq Aminu,24.1,DAL,Forward,1277,24,-1.8%,96,+5.8%,71,+1.2%,2,-7.0%,8,-5.8%,49,-0.0%,50,+0.1%,49,+0.1%
Lou Amundson,31.9,NYK,Big,856,93,+3.2%,59,+0.5%,35,-0.8%,79,+2.7%,68,+1.9%,60,+0.3%,18,-2.7%,26,-2.4%
Chris Andersen,36.3,MIA,Big,1127,64,+0.5%,57,+0.4%,25,-1.6%,60,+0.7%,41,-0.9%,62,+0.4%,50,+0.1%,53,+0.5%
Alan Anderson,32.0,BKN,Wing,1713,37,-1.0%,65,+0.9%,12,-2.7%,46,-0.7%,20,-3.4%,66,+0.5%,71,+2.0%,72,+2.5%
Kyle Anderson,21.1,SAS,Wing,316,48,-0.4%,46,-0.6%,85,+2.6%,73,+1.8%,87,+4.5%,2,-3.1%,39,-0.8%,15,-3.9%
Ryan Anderson,26.5,NOP,Big,1653,33,-1.3%,90,+3.8%,12,-2.7%,3,-6.2%,2,-9.0%,56,+0.2%,92,+5.0%,88,+5.1%
Giannis Antetokounmpo,19.9,MIL,Forward,2507,50,-0.3%,94,+4.8%,56,+0.3%,55,+0.4%,56,+0.7%,11,-1.7%,12,-3.8%,7,-5.4%
Carmelo Anthony,30.4,NYK,Forward,1424,98,+5.1%,30,-1.8%,20,-1.9%,82,+3.1%,62,+1.2%,31,-0.7%,63,+1.2%,54,+0.6%
Joel Anthony,32.2,DET,Big,367,17,-2.7%,0,-10.7%,41,-0.6%,98,+7.4%,94,+6.8%,30,-0.7%,91,+4.6%,82,+3.9%
Pero Antic,32.3,ATL,Big,1015,23,-2.1%,75,+1.7%,7,-3.7%,16,-3.2%,5,-6.9%,63,+0.4%,91,+4.8%,89,+5.2%
Trevor Ariza,29.3,HOU,Forward,2924,35,-1.2%,21,-2.6%,80,+1.9%,50,-0.4%,65,+1.5%,50,-0.0%,62,+1.1%,61,+1.1%
Darrell Arthur,26.6,DEN,Forward,959,25,-1.8%,5,-5.0%,19,-2.1%,96,+6.2%,85,+4.2%,35,-0.5%,65,+1.4%,58,+0.9%
Omer Asik,28.3,NOP,Big,1975,38,-1.0%,79,+2.2%,14,-2.5%,77,+2.3%,47,-0.2%,78,+0.9%,17,-2.9%,29,-2.0%
D.J. Augustin,27.0,DET,Point,1261,69,+0.8%,44,-0.7%,60,+0.6%,48,-0.4%,51,+0.1%,32,-0.6%,64,+1.2%,54,+0.6%
D.J. Augustin,27.0,OKC,Point,624,12,-3.2%,6,-4.9%,72,+1.2%,14,-3.5%,29,-2.3%,97,+2.7%,89,+4.4%,95,+7.2%
Jeff Ayres,27.5,SAS,Big,274,10,-3.8%,43,-0.8%,48,-0.2%,44,-0.8%,41,-0.9%,40,-0.4%,72,+2.1%,66,+1.7%
Luke Babbitt,25.4,NOP,Forward,748,49,-0.4%,7,-4.5%,62,+0.8%,69,+1.5%,72,+2.3%,90,+1.5%,57,+0.7%,69,+2.2%
Leandro Barbosa,31.9,GSW,Combo,863,5,-4.8%,71,+1.4%,86,+2.7%,91,+4.5%,95,+7.2%,26,-0.9%,1,-7.8%,1,-8.6%
J.J. Barea,30.3,DAL,Combo,1236,59,+0.2%,69,+1.2%,93,+3.9%,4,-6.0%,31,-2.0%,69,+0.6%,51,+0.2%,57,+0.8%
Andrea Bargnani,29.0,NYK,Big,768,9,-3.8%,88,+3.4%,64,+0.8%,49,-0.4%,53,+0.4%,12,-1.6%,21,-2.3%,15,-3.9%
Harrison Barnes,22.4,GSW,Forward,2240,82,+1.5%,49,-0.3%,42,-0.5%,33,-1.5%,32,-2.0%,76,+0.8%,66,+1.5%,71,+2.3%
Matt Barnes,34.6,LAC,Wing,2248,96,+4.2%,93,+4.7%,25,-1.6%,69,+1.5%,48,-0.1%,58,+0.3%,6,-4.9%,11,-4.6%
Earl Barron,33.2,PHX,Big,117,2,-7.1%,24,-2.2%,48,-0.2%,78,+2.6%,73,+2.4%,18,-1.2%,61,+1.0%,46,-0.2%
Will Barton,23.8,POR,Wing,246,8,-4.1%,99,+7.0%,16,-2.4%,20,-2.8%,10,-5.2%,62,+0.4%,23,-2.1%,32,-1.8%
Will Barton,23.8,DEN,Wing,630,26,-1.8%,66,+0.9%,67,+1.0%,62,+0.9%,68,+1.9%,36,-0.5%,21,-2.3%,22,-2.8%
Brandon Bass,29.5,BOS,Big,1917,29,-1.6%,32,-1.7%,28,-1.3%,98,+7.6%,92,+6.3%,29,-0.7%,10,-3.9%,11,-4.6%
