Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Arron Afflalo,26.0,DEN,Wing,2077,40,+0.4%,28,+2.1%,34,+1.6%,42,+0.7%,35,+1.0%,70,-3.4%,42,+0.6%,58,-0.7%
Solomon Alabi,23.6,TOR,Big,105,99,-8.3%,98,-8.6%,45,+0.6%,95,-6.3%,91,-3.8%,100,-27.7%,82,-3.9%,99,-11.5%
LaMarcus Aldridge,26.3,POR,Big,1987,90,-3.1%,80,-3.3%,60,-0.9%,63,-1.3%,66,-1.1%,79,-5.5%,74,-2.9%,83,-3.5%
Lavoy Allen,22.7,PHI,Big,569,86,-2.5%,56,-0.6%,75,-2.6%,75,-2.4%,81,-2.5%,92,-10.6%,60,-1.1%,84,-3.6%
Ray Allen,36.3,BOS,Wing,1558,14,+2.2%,43,+0.7%,44,+0.7%,7,+5.0%,10,+3.1%,63,-1.7%,25,+2.6%,32,+1.3%
Tony Allen,29.8,MEM,Wing,1523,75,-1.6%,47,+0.3%,88,-5.3%,70,-2.1%,90,-3.5%,34,+2.7%,27,+2.4%,25,+2.3%
Al-Farouq Aminu,21.1,NOH,Forward,1436,87,-2.6%,85,-3.9%,46,+0.5%,74,-2.3%,68,-1.2%,49,+0.3%,57,-0.8%,53,-0.5%
Lou Amundson,28.9,IND,Big,650,43,+0.3%,60,-0.9%,50,+0.2%,50,-0.1%,49,+0.1%,39,+1.8%,19,+3.7%,17,+3.2%
Chris Andersen,33.3,DEN,Big,481,93,-3.6%,89,-4.8%,65,-1.5%,86,-4.2%,89,-3.3%,96,-14.7%,25,+2.8%,78,-2.5%
Alan Anderson,29.0,TOR,Wing,450,85,-2.3%,96,-6.9%,5,+7.2%,52,-0.2%,12,+2.8%,81,-6.2%,76,-3.1%,87,-4.2%
James Anderson,22.6,SAS,Wing,512,21,+1.5%,2,+7.9%,91,-5.9%,93,-5.8%,97,-5.8%,3,+13.3%,7,+6.3%,2,+8.0%
Ryan Anderson,23.5,ORL,Big,1956,46,+0.1%,41,+1.1%,55,-0.4%,12,+4.2%,18,+2.2%,84,-7.3%,83,-4.2%,90,-4.8%
Carmelo Anthony,27.4,NYK,Forward,1871,27,+1.2%,64,-1.2%,71,-2.2%,47,+0.1%,63,-0.9%,15,+6.9%,21,+3.3%,11,+4.4%
Joel Anthony,29.2,MIA,Big,1342,41,+0.4%,61,-1.0%,29,+2.1%,49,+0.0%,36,+0.9%,50,0.0%,35,+1.5%,34,+1.0%
Gilbert Arenas,29.8,MEM,Point,210,57,-0.5%,78,-2.9%,55,-0.4%,3,+6.6%,8,+3.3%,7,+10.4%,98,-9.8%,86,-3.9%
Trevor Ariza,26.3,NOH,Wing,1346,10,+2.7%,20,+2.8%,71,-2.1%,6,+5.5%,17,+2.3%,67,-2.8%,25,+2.6%,36,+1.0%
Omer Asik,25.3,CHI,Big,874,96,-4.4%,99,-9.9%,15,+4.1%,77,-2.7%,50,-0.0%,67,-2.6%,77,-3.4%,81,-3.2%
D.J. Augustin,24.0,CHA,Point,1404,24,+1.4%,37,+1.4%,60,-0.9%,46,+0.2%,54,-0.4%,42,+1.2%,26,+2.5%,28,+2.1%
Gustavo Ayon,26.6,NOH,Big,1042,76,-1.6%,88,-4.5%,80,-3.6%,18,+3.1%,45,+0.3%,95,-12.5%,21,+3.4%,65,-1.3%
Luke Babbitt,22.4,POR,Forward,468,5,+4.2%,2,+7.3%,82,-3.8%,56,-0.6%,76,-1.9%,34,+2.7%,3,+7.9%,4,+6.4%
Leandro Barbosa,28.9,TOR,Combo,925,70,-1.2%,80,-3.1%,27,+2.5%,96,-6.5%,82,-2.6%,45,+0.6%,31,+2.0%,30,+1.5%
Leandro Barbosa,28.9,IND,Wing,413,43,+0.3%,8,+4.4%,9,+6.0%,98,-8.3%,77,-2.0%,32,+3.0%,59,-1.0%,53,-0.5%
J.J. Barea,27.3,MIN,Point,1022,32,+0.9%,83,-3.7%,59,-0.9%,19,+3.0%,29,+1.4%,11,+8.7%,43,+0.6%,22,+2.7%
Andrea Bargnani,26.0,TOR,Forward,1030,29,+1.0%,26,+2.3%,73,-2.5%,39,+0.9%,55,-0.4%,52,-0.3%,64,-1.6%,65,-1.3%
Matt Barnes,31.6,LAL,Wing,1429,34,+0.8%,66,-1.5%,44,+0.8%,23,+2.3%,27,+1.6%,58,-1.1%,33,+1.8%,35,+1.0%
Brandon Bass,26.5,BOS,Big,1850,39,+0.5%,40,+1.2%,42,+0.9%,9,+4.6%,10,+3.0%,66,-2.4%,97,-8.5%,96,-6.8%
Tony Battie,35.7,PHI,Big,286,85,-2.3%,59,-0.8%,88,-5.4%,81,-3.2%,94,-4.2%,6,+11.3%,49,+0.1%,16,+3.5%
