Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Matt Bonner,26.6,SAS,Big,507,5,-5.1%,20,-3.0%,75,+1.7%,11,-4.8%,21,-3.1%,76,+1.0%,94,+5.2%,92,+6.1%
Josh Boone,21.9,NJN,Big,608,36,-1.0%,81,+2.9%,21,-2.1%,14,-4.2%,7,-6.3%,97,+3.4%,53,+0.0%,77,+3.4%
Calvin Booth,30.5,WAS,Big,365,71,+0.9%,35,-1.7%,14,-2.8%,86,+4.5%,65,+1.7%,59,+0.2%,49,-0.2%,52,-0.0%
Carlos Boozer,24.9,UTA,Big,2541,97,+3.7%,86,+3.6%,38,-0.9%,23,-3.0%,18,-3.9%,72,+0.8%,43,-0.5%,54,+0.2%
Chris Bosh,22.6,TOR,Big,2652,87,+2.1%,27,-2.4%,72,+1.3%,68,+2.1%,80,+3.3%,95,+2.5%,10,-3.5%,41,-1.0%
Bruce Bowen,35.4,SAS,Wing,2456,90,+2.6%,91,+4.5%,73,+1.4%,63,+1.5%,75,+2.8%,17,-1.4%,2,-5.9%,4,-7.3%
Earl Boykins,30.4,DEN,Point,865,7,-4.3%,0,-10.5%,94,+4.4%,27,-2.6%,66,+1.8%,97,+3.1%,95,+5.6%,98,+8.7%
Earl Boykins,30.4,MIL,Point,1141,15,-2.7%,41,-1.1%,68,+1.0%,41,-0.8%,49,+0.2%,22,-1.2%,74,+2.1%,61,+0.9%
Cedric Bozeman,23.7,ATL,Combo,184,7,-4.5%,70,+1.6%,90,+3.7%,11,-4.8%,38,-1.1%,44,-0.2%,48,-0.3%,46,-0.5%
Elton Brand,27.6,LAC,Big,3071,45,-0.5%,42,-0.9%,44,-0.5%,84,+4.0%,81,+3.5%,21,-1.2%,30,-1.4%,24,-2.6%
Ronnie Brewer,21.6,UTA,Wing,608,32,-1.2%,77,+2.4%,62,+0.7%,57,+0.9%,63,+1.5%,10,-1.9%,25,-2.0%,14,-3.9%
Primoz Brezec,27.1,CHA,Big,827,49,-0.3%,7,-5.1%,66,+1.0%,90,+5.4%,94,+6.4%,28,-0.9%,45,-0.4%,38,-1.2%
Andre Brown,25.5,SEA,Big,224,13,-3.2%,75,+2.1%,16,-2.5%,71,+2.2%,44,-0.3%,8,-2.1%,56,+0.4%,32,-1.7%
Dee Brown,22.2,UTA,Point,372,21,-2.0%,81,+2.9%,58,+0.5%,53,+0.4%,55,+0.8%,33,-0.6%,13,-3.1%,15,-3.7%
Devin Brown,27.8,NOH,Combo,1613,47,-0.4%,93,+5.2%,86,+3.0%,6,-5.9%,22,-2.9%,15,-1.4%,39,-0.8%,28,-2.2%
Kwame Brown,24.6,LAL,Big,1129,99,+4.4%,87,+3.7%,40,-0.8%,33,-1.8%,25,-2.6%,40,-0.3%,40,-0.7%,39,-1.1%
P.J. Brown,37.0,CHI,Big,1443,44,-0.5%,47,-0.5%,64,+0.8%,87,+4.6%,92,+5.4%,15,-1.5%,11,-3.4%,10,-4.9%
Shannon Brown,20.9,CLE,Wing,160,9,-3.8%,57,+0.4%,3,-5.2%,77,+2.9%,28,-2.3%,94,+2.5%,42,-0.6%,68,+1.9%
Kobe Bryant,28.2,LAL,Wing,3136,77,+1.5%,33,-1.8%,22,-2.0%,85,+4.2%,70,+2.2%,56,+0.1%,41,-0.6%,47,-0.5%
Greg Buckner,30.1,DAL,Wing,1278,17,-2.6%,49,-0.3%,44,-0.5%,38,-1.1%,33,-1.7%,79,+1.1%,63,+0.9%,69,+2.0%
Pat Burke,32.9,PHX,Big,119,2,-8.5%,91,+4.6%,0,-7.5%,94,+6.6%,40,-0.9%,79,+1.1%,6,-4.8%,15,-3.7%
Caron Butler,26.6,WAS,Wing,2458,70,+0.9%,91,+4.6%,9,-3.5%,82,+3.6%,48,+0.1%,6,-2.5%,23,-2.2%,11,-4.7%
Rasual Butler,27.4,NOH,Wing,2159,33,-1.2%,2,-8.2%,19,-2.3%,91,+5.5%,79,+3.3%,86,+1.4%,85,+3.4%,88,+4.9%
Andrew Bynum,19.0,LAL,Big,1773,37,-1.0%,38,-1.4%,87,+3.2%,66,+1.8%,90,+5.0%,18,-1.4%,21,-2.3%,15,-3.6%
Jose Calderon,25.1,TOR,Point,1582,82,+1.7%,74,+1.9%,3,-5.2%,15,-4.1%,2,-9.3%,85,+1.4%,96,+5.9%,95,+7.3%
Marcus Camby,32.6,DEN,Big,2360,86,+2.0%,84,+3.5%,41,-0.7%,86,+4.4%,82,+3.7%,22,-1.1%,1,-6.0%,4,-7.1%
Brian Cardinal,29.5,MEM,Forward,307,29,-1.5%,46,-0.6%,6,-4.2%,28,-2.6%,5,-6.8%,91,+2.0%,94,+5.3%,96,+7.3%
Rodney Carney,22.6,PHI,Forward,1110,58,+0.2%,67,+1.3%,55,+0.2%,45,-0.4%,45,-0.2%,65,+0.4%,29,-1.5%,39,-1.1%
Matt Carroll,26.2,CHA,Wing,1851,63,+0.4%,79,+2.6%,8,-3.8%,21,-3.4%,5,-7.2%,96,+2.7%,72,+2.0%,86,+4.7%
Vince Carter,29.8,NJN,Wing,3116,91,+2.7%,63,+1.0%,86,+2.9%,6,-6.1%,20,-3.2%,25,-1.0%,82,+3.1%,70,+2.1%
Sam Cassell,37.0,LAC,Point,1404,17,-2.5%,36,-1.5%,62,+0.7%,57,+0.8%,63,+1.5%,31,-0.7%,61,+0.7%,52,+0.0%
Tyson Chandler,24.1,NOH,Big,2520,77,+1.5%,94,+5.3%,98,+6.2%,2,-8.3%,30,-2.1%,4,-2.7%,45,-0.4%,20,-3.1%
Josh Childress,23.4,ATL,Wing,1987,50,-0.2%,81,+3.0%,15,-2.7%,50,+0.1%,26,-2.5%,47,-0.2%,49,-0.3%,47,-0.4%
Speedy Claxton,28.5,ATL,Point,1050,14,-3.0%,74,+2.0%,53,+0.1%,63,+1.5%,64,+1.6%,29,-0.8%,16,-2.8%,17,-3.6%
Jarron Collins,27.9,UTA,Big,896,6,-4.9%,18,-3.4%,49,-0.2%,96,+7.2%,95,+7.0%,53,+0.0%,9,-3.7%,16,-3.6%
Jason Collins,27.9,NJN,Big,1841,67,+0.7%,25,-2.5%,77,+1.8%,96,+7.5%,97,+9.3%,1,-3.7%,14,-3.1%,5,-6.7%
Mardy Collins,22.2,NYK,Wing,720,43,-0.6%,37,-1.4%,41,-0.8%,81,+3.5%,74,+2.7%,17,-1.4%,54,+0.2%,38,-1.2%
Nick Collison,26.0,SEA,Big,2372,30,-1.4%,73,+1.8%,54,+0.2%,33,-1.7%,35,-1.5%,41,-0.3%,52,+0.0%,49,-0.3%
Brian Cook,25.9,LAL,Big,1012,89,+2.5%,32,-1.8%,43,-0.6%,85,+4.2%,82,+3.6%,15,-1.5%,46,-0.3%,31,-1.8%
Jamal Crawford,26.6,NYK,Wing,2165,64,+0.5%,78,+2.5%,71,+1.3%,17,-3.9%,26,-2.6%,82,+1.3%,35,-1.1%,54,+0.1%
Austin Croshere,31.5,DAL,Big,615,8,-4.2%,72,+1.7%,38,-0.9%,3,-7.2%,4,-8.1%,92,+2.1%,91,+4.3%,93,+6.3%
Eddy Curry,23.9,NYK,Big,2841,95,+3.2%,59,+0.6%,89,+3.4%,25,-2.7%,54,+0.7%,25,-1.0%,47,-0.3%,37,-1.3%
Samuel Dalembert,26.5,PHI,Big,2528,92,+2.9%,43,-0.8%,91,+3.9%,60,+1.1%,88,+4.9%,20,-1.2%,15,-2.9%,13,-4.1%
Erick Dampier,31.3,DAL,Big,1900,84,+1.9%,61,+0.8%,66,+1.0%,65,+1.7%,73,+2.6%,17,-1.4%,24,-2.0%,18,-3.4%
Antonio Daniels,31.6,WAS,Point,1726,42,-0.7%,44,-0.7%,85,+2.8%,24,-2.8%,46,-0.1%,66,+0.5%,55,+0.3%,59,+0.7%
Marquis Daniels,25.8,IND,Wing,772,36,-1.0%,66,+1.3%,96,+5.2%,5,-6.1%,41,-0.9%,28,-0.8%,56,+0.4%,48,-0.4%
Baron Davis,27.6,GSW,Point,2206,94,+3.1%,83,+3.2%,46,-0.4%,5,-6.1%,6,-6.5%,84,+1.3%,73,+2.0%,77,+3.3%
Dale Davis,37.6,DET,Big,457,5,-5.0%,63,+1.0%,25,-1.8%,59,+1.0%,42,-0.8%,61,+0.3%,44,-0.5%,50,-0.2%
Paul Davis,22.3,LAC,Big,102,1,-8.6%,23,-2.6%,2,-5.3%,95,+6.8%,62,+1.5%,88,+1.6%,43,-0.5%,63,+1.1%
Ricky Davis,27.1,MIN,Wing,3010,85,+2.0%,47,-0.6%,30,-1.3%,78,+2.9%,64,+1.6%,49,-0.1%,38,-1.0%,40,-1.1%
Carlos Delfino,24.2,DET,Wing,1277,19,-2.3%,78,+2.5%,5,-4.6%,59,+1.0%,19,-3.6%,57,+0.1%,63,+0.9%,62,+1.0%
Luol Deng,21.5,CHI,Forward,3060,90,+2.5%,64,+1.1%,28,-1.5%,81,+3.5%,67,+2.0%,11,-1.8%,32,-1.3%,21,-3.1%
Boris Diaw,24.5,PHX,Big,2242,57,+0.2%,32,-1.8%,19,-2.3%,84,+4.2%,66,+1.9%,58,+0.2%,48,-0.3%,51,-0.1%
Yakhouba Diawara,24.2,DEN,Wing,1138,12,-3.4%,11,-4.2%,63,+0.8%,39,-1.1%,44,-0.4%,84,+1.3%,83,+3.2%,86,+4.5%
Dan Dickau,28.1,POR,Combo,387,58,+0.2%,15,-3.6%,28,-1.6%,75,+2.6%,58,+1.1%,8,-2.1%,92,+4.7%,73,+2.6%
Travis Diener,24.7,ORL,Point,244,30,-1.4%,2,-8.1%,34,-1.1%,47,-0.3%,36,-1.4%,70,+0.7%,99,+8.8%,98,+9.5%
Ike Diogu,23.1,GSW,Big,199,3,-6.5%,73,+1.9%,99,+6.4%,49,+0.1%,94,+6.5%,1,-4.3%,7,-4.2%,1,-8.5%
Ike Diogu,23.1,IND,Big,494,35,-1.1%,89,+4.0%,25,-1.8%,22,-3.2%,12,-5.0%,36,-0.5%,69,+1.6%,61,+1.0%
DeSagana Diop,24.8,DAL,Big,1400,16,-2.6%,30,-2.0%,50,-0.2%,54,+0.7%,52,+0.5%,70,+0.7%,62,+0.8%,65,+1.5%
Juan Dixon,28.1,POR,Combo,1211,43,-0.6%,53,-0.0%,55,+0.2%,53,+0.4%,53,+0.6%,36,-0.5%,52,-0.0%,46,-0.6%
Juan Dixon,28.1,TOR,Wing,661,24,-1.8%,70,+1.5%,37,-1.0%,39,-1.1%,31,-2.1%,63,+0.3%,54,+0.2%,57,+0.5%
Michael Doleac,29.4,MIA,Big,639,31,-1.3%,10,-4.5%,0,-6.3%,100,+13.1%,95,+6.8%,40,-0.3%,24,-2.0%,27,-2.3%
Keyon Dooling,26.5,ORL,Combo,1395,29,-1.4%,10,-4.4%,51,-0.1%,79,+3.1%,76,+3.0%,54,+0.1%,66,+1.4%,65,+1.5%
Quincy Douby,22.5,SAC,Combo,286,11,-3.6%,89,+4.2%,93,+4.2%,1,-8.6%,16,-4.3%,75,+0.9%,40,-0.7%,54,+0.2%
Chris Duhon,24.2,CHI,Point,1850,31,-1.4%,82,+3.0%,36,-1.0%,14,-4.2%,12,-5.2%,86,+1.4%,62,+0.8%,71,+2.2%
Tim Duncan,30.5,SAS,Big,2720,98,+4.0%,97,+6.5%,79,+2.1%,43,-0.6%,62,+1.5%,8,-2.1%,2,-5.9%,2,-8.0%
Mike Dunleavy,26.1,GSW,Forward,1001,20,-2.1%,44,-0.6%,73,+1.3%,60,+1.1%,71,+2.4%,31,-0.7%,36,-1.1%,32,-1.8%
Mike Dunleavy,26.1,IND,Wing,1518,86,+2.0%,45,-0.6%,17,-2.4%,91,+5.8%,80,+3.4%,31,-0.7%,24,-2.0%,23,-2.8%
Monta Ellis,21.0,GSW,Combo,2601,87,+2.1%,70,+1.6%,58,+0.4%,64,+1.6%,68,+2.1%,18,-1.4%,22,-2.3%,16,-3.6%
Francisco Elson,30.7,SAS,Big,1289,60,+0.3%,8,-4.9%,48,-0.3%,98,+7.8%,96,+7.6%,51,-0.0%,18,-2.7%,23,-2.7%
Melvin Ely,28.5,CHA,Big,186,4,-6.4%,22,-2.8%,99,+6.9%,13,-4.3%,73,+2.6%,74,+0.8%,41,-0.7%,54,+0.2%
Maurice Evans,28.0,LAL,Wing,1704,40,-0.8%,6,-5.2%,26,-1.7%,68,+2.0%,51,+0.3%,90,+1.7%,83,+3.2%,88,+4.9%
Reggie Evans,26.5,DEN,Big,1106,20,-2.1%,26,-2.4%,65,+0.9%,27,-2.6%,33,-1.7%,85,+1.4%,79,+2.7%,82,+4.1%
Daniel Ewing,23.6,LAC,Point,628,74,+1.2%,19,-3.2%,22,-2.1%,58,+0.9%,38,-1.1%,57,+0.1%,90,+4.2%,84,+4.3%
Jordan Farmar,19.9,LAL,Point,1056,35,-1.1%,46,-0.6%,26,-1.8%,23,-3.0%,13,-4.8%,88,+1.6%,88,+3.8%,90,+5.4%
Raymond Felton,22.3,CHA,Combo,2798,77,+1.5%,76,+2.3%,25,-1.8%,7,-5.6%,5,-7.4%,89,+1.6%,85,+3.5%,89,+5.1%
Michael Finley,33.7,SAS,Forward,1730,20,-2.0%,9,-4.6%,16,-2.5%,83,+4.0%,63,+1.5%,78,+1.1%,73,+2.0%,76,+3.1%
Derek Fisher,32.2,UTA,Combo,2280,40,-0.8%,71,+1.6%,43,-0.5%,67,+2.0%,61,+1.4%,44,-0.2%,16,-2.8%,21,-3.1%
T.J. Ford,23.6,TOR,Point,2229,22,-1.9%,36,-1.5%,96,+5.1%,86,+4.5%,98,+9.6%,13,-1.6%,1,-6.5%,2,-8.1%
Danny Fortson,30.6,SEA,Big,153,89,+2.5%,95,+5.5%,2,-5.6%,64,+1.6%,17,-3.9%,4,-2.7%,64,+1.2%,35,-1.6%
Jeff Foster,29.8,IND,Big,1731,57,+0.1%,61,+0.8%,51,-0.0%,65,+1.7%,65,+1.7%,62,+0.3%,17,-2.7%,26,-2.5%
Randy Foye,23.1,MIN,Combo,1832,26,-1.6%,60,+0.7%,74,+1.4%,15,-4.2%,24,-2.8%,83,+1.3%,63,+0.8%,70,+2.1%
Adonal Foyle,31.6,GSW,Big,402,62,+0.4%,26,-2.5%,72,+1.3%,70,+2.2%,81,+3.5%,28,-0.9%,50,-0.1%,40,-1.0%
Steve Francis,29.7,NYK,Combo,1231,67,+0.7%,57,+0.4%,43,-0.6%,55,+0.7%,49,+0.2%,75,+0.9%,30,-1.4%,46,-0.6%
Matt Freije,25.1,ATL,Forward,125,10,-3.8%,0,-11.9%,44,-0.5%,59,+1.0%,52,+0.5%,99,+5.7%,95,+5.7%,99,+11.4%
Channing Frye,23.5,NYK,Big,1885,25,-1.7%,0,-11.6%,89,+3.6%,99,+9.8%,99,+13.4%,23,-1.1%,39,-0.8%,31,-1.9%
Dan Gadzuric,28.7,MIL,Big,806,24,-1.7%,66,+1.3%,53,+0.1%,56,+0.8%,56,+0.9%,41,-0.3%,26,-1.9%,29,-2.2%
Jorge Garbajosa,28.9,TOR,Forward,1900,68,+0.8%,33,-1.8%,78,+2.0%,70,+2.2%,86,+4.3%,26,-0.9%,28,-1.6%,26,-2.5%
Francisco Garcia,24.8,SAC,Wing,1313,38,-0.9%,79,+2.7%,71,+1.2%,11,-4.7%,20,-3.5%,66,+0.5%,56,+0.3%,60,+0.8%
Kevin Garnett,30.5,MIN,Big,2988,98,+3.8%,66,+1.3%,37,-1.0%,61,+1.3%,51,+0.4%,41,-0.3%,31,-1.3%,33,-1.7%
Pat Garrity,30.2,ORL,Big,230,22,-1.9%,1,-9.4%,71,+1.3%,67,+1.9%,79,+3.2%,33,-0.6%,98,+6.9%,93,+6.2%
Pau Gasol,26.3,MEM,Big,2120,96,+3.6%,49,-0.3%,74,+1.4%,20,-3.6%,30,-2.2%,45,-0.2%,80,+2.7%,72,+2.5%
Rudy Gay,20.2,MEM,Forward,2079,58,+0.2%,59,+0.6%,46,-0.4%,56,+0.8%,52,+0.4%,40,-0.3%,40,-0.7%,40,-1.0%
Mickael Gelabale,23.4,SEA,Wing,1151,26,-1.6%,52,-0.0%,38,-0.9%,76,+2.7%,65,+1.8%,44,-0.2%,28,-1.6%,32,-1.8%
Devean George,29.2,DAL,Forward,1214,10,-3.8%,9,-4.7%,58,+0.4%,56,+0.8%,59,+1.2%,86,+1.4%,72,+2.0%,78,+3.5%
Daniel Gibson,20.7,CLE,Combo,946,62,+0.4%,19,-3.0%,49,-0.2%,24,-2.9%,21,-3.2%,96,+2.8%,85,+3.4%,92,+6.2%
Manu Ginobili,29.3,SAS,Wing,2041,61,+0.3%,90,+4.4%,24,-1.9%,11,-4.5%,7,-6.4%,62,+0.3%,70,+1.7%,69,+2.0%
Gordan Giricek,29.4,UTA,Wing,1164,49,-0.3%,5,-5.3%,67,+1.0%,81,+3.4%,87,+4.4%,59,+0.2%,59,+0.6%,60,+0.9%
Ryan Gomes,24.2,BOS,Forward,2265,52,-0.1%,21,-2.9%,32,-1.2%,99,+8.8%,96,+7.6%,23,-1.1%,10,-3.6%,10,-4.7%
Drew Gooden,25.1,CLE,Big,2226,47,-0.4%,6,-5.2%,96,+5.3%,99,+9.7%,100,+15.0%,1,-4.7%,4,-5.2%,0,-9.8%
Ben Gordon,23.6,CHI,Wing,2682,80,+1.6%,17,-3.4%,59,+0.5%,83,+3.7%,85,+4.2%,62,+0.3%,36,-1.0%,44,-0.8%
Joey Graham,24.4,TOR,Forward,1262,76,+1.4%,74,+2.0%,48,-0.3%,75,+2.6%,70,+2.4%,3,-2.8%,28,-1.6%,12,-4.4%
Stephen Graham,24.4,POR,Wing,162,88,+2.2%,93,+5.0%,42,-0.7%,17,-3.9%,15,-4.6%,51,-0.0%,44,-0.4%,47,-0.4%
Danny Granger,23.5,IND,Wing,2754,56,+0.1%,19,-3.1%,56,+0.2%,64,+1.5%,65,+1.7%,32,-0.7%,73,+2.1%,65,+1.4%
Gerald Green,20.8,BOS,Wing,1703,13,-3.0%,11,-4.2%,80,+2.2%,51,+0.2%,71,+2.4%,82,+1.3%,57,+0.5%,67,+1.8%
Willie Green,25.3,PHI,Wing,1816,32,-1.2%,43,-0.8%,65,+0.9%,34,-1.6%,42,-0.8%,72,+0.8%,62,+0.8%,66,+1.5%
Orien Greene,24.7,IND,Combo,211,6,-4.8%,79,+2.6%,47,-0.3%,46,-0.3%,43,-0.6%,4,-2.7%,60,+0.7%,30,-2.0%
Lynn Greer,27.0,MIL,Combo,358,56,+0.1%,22,-2.7%,11,-3.1%,56,+0.8%,28,-2.4%,98,+3.4%,69,+1.7%,89,+5.1%
Adrian Griffin,32.3,CHI,Wing,515,84,+1.9%,63,+1.1%,70,+1.2%,51,+0.3%,62,+1.5%,47,-0.2%,20,-2.4%,25,-2.6%
Richard Hamilton,28.7,DET,Wing,2756,82,+1.7%,30,-2.0%,91,+3.8%,63,+1.4%,91,+5.3%,33,-0.6%,18,-2.7%,18,-3.3%
Matt Harpring,30.4,UTA,Wing,1943,36,-1.0%,21,-2.8%,70,+1.2%,58,+1.0%,69,+2.2%,55,+0.1%,57,+0.5%,58,+0.6%
Al Harrington,26.7,IND,Forward,1204,79,+1.6%,80,+2.7%,30,-1.3%,48,-0.2%,35,-1.6%,37,-0.5%,41,-0.6%,39,-1.1%
