Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Alan Anderson,30.0,TOR,Wing,1406,10,+2.8%,42,+0.6%,7,+5.2%,39,+0.7%,11,+2.9%,38,+1.7%,17,+3.8%,19,+3.1%
James Anderson,23.6,HOU,Wing,229,42,+0.5%,96,-6.9%,8,+4.9%,60,-0.9%,23,+1.7%,1,+26.0%,81,-3.6%,10,+4.7%
Ryan Anderson,24.5,NOH,Big,2478,24,+1.5%,29,+2.2%,76,-2.6%,77,-2.4%,86,-2.8%,17,+7.5%,35,+1.4%,16,+3.4%
Carmelo Anthony,28.4,NYK,Forward,2475,36,+0.9%,64,-1.3%,8,+4.7%,14,+3.3%,7,+3.8%,54,-0.7%,70,-2.1%,73,-1.7%
Joel Anthony,30.2,MIA,Big,507,40,+0.6%,79,-2.8%,69,-1.8%,65,-1.3%,69,-1.5%,15,+7.8%,4,+6.8%,3,+7.2%
Trevor Ariza,27.3,WAS,Wing,1450,84,-2.1%,79,-2.8%,34,+1.3%,51,-0.3%,42,+0.4%,72,-3.6%,94,-5.2%,93,-4.8%
Darrell Arthur,24.6,MEM,Big,931,6,+3.7%,37,+1.3%,21,+2.6%,26,+1.9%,17,+2.2%,54,-0.8%,5,+6.7%,10,+4.7%
Omer Asik,26.3,HOU,Big,2453,88,-2.4%,68,-1.7%,74,-2.3%,41,+0.6%,57,-0.7%,68,-2.9%,63,-1.1%,63,-1.0%
D.J. Augustin,25.0,IND,Point,1150,19,+1.8%,53,-0.3%,33,+1.4%,20,+2.6%,18,+2.1%,12,+9.1%,54,-0.3%,24,+2.4%
Gustavo Ayon,27.6,ORL,Big,567,35,+0.9%,61,-1.0%,41,+0.5%,79,-2.6%,64,-1.2%,28,+4.0%,17,+3.8%,14,+3.9%
Gustavo Ayon,27.6,MIL,Big,137,100,-10.0%,25,+2.5%,26,+2.1%,100,-18.6%,100,-10.8%,99,-16.0%,100,-19.6%,100,-18.3%
Jeff Ayres,25.5,IND,Big,268,70,-1.1%,74,-2.4%,77,-2.6%,52,-0.3%,63,-1.1%,9,+9.9%,93,-5.0%,61,-0.9%
Luke Babbitt,23.4,POR,Forward,672,60,-0.6%,87,-4.5%,3,+7.2%,43,+0.4%,9,+3.5%,24,+4.9%,83,-3.8%,69,-1.5%
Leandro Barbosa,29.9,BOS,Combo,476,58,-0.5%,55,-0.5%,42,+0.5%,28,+1.6%,32,+1.1%,100,-17.4%,11,+5.0%,65,-1.2%
J.J. Barea,28.4,MIN,Combo,1642,72,-1.2%,26,+2.4%,95,-6.1%,66,-1.4%,89,-3.2%,71,-3.6%,87,-4.1%,89,-3.9%
Andrea Bargnani,27.0,TOR,Big,995,25,+1.5%,39,+1.1%,26,+2.2%,82,-3.0%,56,-0.7%,16,+7.6%,43,+0.6%,21,+2.7%
Harrison Barnes,20.4,GSW,Wing,2019,41,+0.6%,77,-2.6%,41,+0.6%,71,-1.9%,58,-0.8%,25,+4.7%,8,+5.8%,7,+5.4%
Matt Barnes,32.6,LAC,Wing,1927,97,-4.5%,95,-6.7%,73,-2.3%,77,-2.4%,81,-2.4%,91,-8.6%,88,-4.1%,95,-5.4%
Earl Barron,31.2,WAS,Big,114,28,+1.3%,1,+10.6%,7,+5.3%,98,-10.3%,91,-3.4%,100,-16.5%,15,+4.2%,67,-1.4%
Will Barton,21.8,POR,Wing,808,17,+2.0%,22,+2.9%,66,-1.5%,23,+2.1%,39,+0.6%,41,+1.2%,45,+0.4%,41,+0.7%
Brandon Bass,27.5,BOS,Big,2218,4,+4.0%,16,+3.5%,48,+0.1%,1,+8.3%,4,+4.6%,25,+4.9%,45,+0.4%,30,+1.6%
Shane Battier,34.1,MIA,Forward,1771,87,-2.3%,88,-4.8%,20,+2.6%,63,-1.2%,39,+0.6%,27,+4.2%,83,-3.8%,68,-1.4%
Nicolas Batum,23.9,POR,Wing,2798,70,-1.2%,88,-4.9%,62,-1.2%,8,+4.3%,22,+1.8%,87,-6.7%,28,+2.1%,57,-0.6%
Jerryd Bayless,24.2,MEM,Combo,1685,14,+2.4%,52,-0.2%,24,+2.4%,6,+4.8%,7,+3.8%,44,+0.6%,31,+1.7%,31,+1.4%
Aron Baynes,25.9,SAS,Big,107,5,+3.7%,88,-4.9%,2,+7.7%,15,+3.2%,2,+5.2%,5,+11.9%,56,-0.4%,11,+4.4%
Kent Bazemore,23.3,GSW,Combo,169,31,+1.1%,52,-0.2%,3,+7.2%,2,+6.5%,1,+6.8%,79,-5.0%,89,-4.3%,92,-4.4%
Bradley Beal,19.3,WAS,Wing,1720,58,-0.5%,56,-0.5%,69,-1.8%,54,-0.4%,60,-1.0%,24,+5.4%,61,-0.9%,39,+0.8%
Michael Beasley,23.8,PHX,Forward,1510,26,+1.4%,67,-1.6%,51,-0.2%,34,+1.1%,42,+0.4%,75,-4.3%,1,+8.8%,8,+5.1%
Rodrigue Beaubois,24.7,DAL,Combo,481,81,-1.8%,24,+2.5%,40,+0.7%,47,+0.1%,44,+0.3%,73,-3.8%,91,-4.7%,91,-4.2%
Marco Belinelli,26.6,CHI,Wing,1843,46,+0.2%,95,-6.7%,8,+4.7%,44,+0.4%,19,+2.0%,13,+8.8%,38,+1.1%,21,+2.8%
Patrick Beverley,24.3,HOU,Point,642,93,-3.4%,91,-5.4%,53,-0.3%,91,-4.8%,83,-2.6%,77,-4.6%,55,-0.4%,81,-2.6%
Andris Biedrins,26.6,GSW,Big,492,95,-3.8%,87,-4.5%,78,-2.8%,79,-2.6%,85,-2.7%,7,+10.6%,94,-5.3%,68,-1.4%
Chauncey Billups,36.1,LAC,Wing,417,1,+5.8%,1,+10.6%,27,+2.0%,2,+6.5%,4,+4.4%,24,+5.1%,33,+1.5%,28,+1.9%
Bismack Biyombo,20.2,CHA,Big,2144,56,-0.4%,86,-4.3%,10,+4.4%,31,+1.4%,13,+2.7%,25,+4.8%,80,-3.4%,57,-0.6%
DeJuan Blair,23.5,SAS,Big,745,30,+1.2%,10,+4.7%,18,+3.0%,47,+0.2%,28,+1.4%,88,-7.6%,53,-0.2%,80,-2.5%
Steve Blake,32.7,LAL,Combo,1167,74,-1.3%,85,-4.1%,57,-0.7%,40,+0.6%,46,+0.1%,93,-9.9%,32,+1.6%,69,-1.4%
Andray Blatche,26.2,BKN,Big,1464,7,+3.2%,8,+5.3%,10,+4.3%,41,+0.6%,18,+2.2%,35,+2.5%,70,-2.1%,58,-0.7%
Eric Bledsoe,22.9,LAC,Combo,1420,96,-4.1%,95,-6.7%,92,-4.7%,78,-2.6%,92,-3.5%,56,-1.2%,77,-3.1%,81,-2.5%
Keith Bogans,32.5,BKN,Wing,1394,40,+0.6%,26,+2.5%,95,-5.8%,57,-0.7%,86,-2.8%,15,+7.9%,36,+1.3%,18,+3.2%
Andrew Bogut,27.9,GSW,Big,784,64,-0.9%,85,-4.2%,88,-3.8%,57,-0.7%,77,-2.1%,56,-1.1%,5,+6.6%,11,+4.6%
Matt Bonner,32.6,SAS,Big,811,14,+2.3%,28,+2.3%,32,+1.5%,38,+0.7%,33,+1.0%,45,+0.4%,13,+4.4%,17,+3.3%
Trevor Booker,24.9,WAS,Big,868,20,+1.8%,50,-0.0%,4,+7.1%,64,-1.3%,19,+2.0%,36,+2.4%,14,+4.3%,14,+3.7%
Carlos Boozer,30.9,CHI,Big,2539,14,+2.4%,8,+5.7%,7,+5.1%,25,+2.0%,9,+3.3%,52,-0.5%,71,-2.2%,72,-1.6%
Chris Bosh,28.6,MIA,Big,2445,63,-0.8%,37,+1.3%,91,-4.5%,46,+0.2%,76,-2.0%,69,-3.1%,52,-0.1%,62,-1.0%
Avery Bradley,21.9,BOS,Combo,1425,64,-0.9%,58,-0.8%,91,-4.5%,31,+1.4%,66,-1.3%,42,+1.0%,82,-3.6%,79,-2.4%
Elton Brand,33.6,DAL,Big,1518,59,-0.6%,55,-0.5%,74,-2.3%,27,+1.8%,46,+0.1%,63,-2.2%,27,+2.3%,36,+1.0%
Corey Brewer,26.7,DEN,Wing,1938,69,-1.1%,89,-5.0%,34,+1.2%,28,+1.7%,25,+1.6%,48,+0.0%,75,-2.8%,74,-1.9%
Ronnie Brewer,27.6,NYK,Wing,681,50,-0.1%,4,+6.8%,94,-5.4%,44,+0.4%,80,-2.3%,93,-9.7%,41,+0.8%,75,-1.9%
Ronnie Brewer,27.6,OKC,Forward,102,14,+2.4%,0,+13.5%,94,-5.2%,83,-3.1%,94,-3.8%,97,-12.7%,61,-0.9%,86,-3.5%
Aaron Brooks,27.8,SAC,Point,936,62,-0.8%,80,-2.8%,87,-3.6%,11,+3.6%,45,+0.2%,41,+1.2%,34,+1.5%,31,+1.4%
MarShon Brooks,23.8,BKN,Wing,799,61,-0.7%,47,+0.2%,33,+1.4%,10,+3.8%,12,+2.8%,78,-4.9%,97,-7.0%,97,-6.5%
Kwame Brown,30.6,PHI,Big,267,23,+1.6%,81,-3.2%,97,-7.1%,42,+0.5%,88,-3.1%,1,+16.7%,2,+8.3%,0,+10.1%
Shannon Brown,26.9,PHX,Wing,1381,39,+0.6%,42,+0.6%,24,+2.3%,17,+2.9%,13,+2.7%,17,+7.1%,68,-1.9%,43,+0.5%
Kobe Bryant,34.2,LAL,Wing,3008,32,+1.1%,27,+2.3%,47,+0.2%,13,+3.4%,19,+2.0%,23,+5.6%,80,-3.4%,63,-1.0%
Chase Budinger,24.4,MIN,Wing,468,90,-2.8%,94,-6.5%,38,+0.8%,33,+1.2%,32,+1.0%,38,+1.9%,80,-3.4%,77,-2.2%
Alec Burks,21.3,UTA,Combo,1032,80,-1.8%,86,-4.3%,68,-1.8%,61,-1.0%,66,-1.3%,62,-2.1%,60,-0.8%,66,-1.3%
Caron Butler,32.6,LAC,Wing,1867,1,+5.2%,4,+7.8%,28,+2.0%,13,+3.4%,12,+2.8%,8,+10.1%,14,+4.2%,6,+5.8%
Jimmy Butler,23.1,CHI,Wing,2042,51,-0.1%,54,-0.3%,81,-3.1%,50,-0.1%,67,-1.4%,28,+4.0%,61,-0.9%,47,+0.2%
Will Bynum,29.8,DET,Point,1134,15,+2.3%,10,+4.6%,58,-0.8%,65,-1.4%,64,-1.1%,51,-0.2%,35,+1.4%,38,+0.9%
Jose Calderon,31.1,TOR,Point,1262,42,+0.5%,11,+4.5%,65,-1.4%,25,+2.0%,45,+0.3%,58,-1.5%,85,-3.8%,83,-2.9%
Jose Calderon,31.1,DET,Point,877,48,+0.1%,87,-4.6%,55,-0.5%,46,+0.3%,46,+0.1%,67,-2.8%,6,+6.4%,14,+4.0%
Marcus Camby,38.6,NYK,Big,242,90,-3.0%,93,-5.7%,71,-2.1%,0,+14.4%,0,+8.4%,98,-14.8%,97,-7.3%,99,-9.3%
DeMarre Carroll,26.3,UTA,Wing,1055,72,-1.2%,51,-0.2%,43,+0.5%,90,-4.6%,80,-2.3%,20,+6.1%,79,-3.3%,59,-0.8%
Vince Carter,35.8,DAL,Wing,2085,93,-3.4%,84,-3.9%,83,-3.3%,93,-5.5%,96,-4.5%,57,-1.3%,39,+1.0%,45,+0.4%
Omri Casspi,24.4,CLE,Wing,446,97,-4.2%,99,-8.7%,94,-5.5%,46,+0.3%,77,-2.0%,86,-6.7%,25,+2.5%,51,-0.2%
Mario Chalmers,26.5,MIA,Point,2057,67,-1.0%,46,+0.2%,39,+0.7%,67,-1.6%,55,-0.5%,85,-6.2%,55,-0.4%,76,-2.1%
Tyson Chandler,30.1,NYK,Big,2158,35,+1.0%,59,-0.9%,54,-0.4%,4,+5.5%,12,+2.8%,20,+6.3%,43,+0.6%,26,+2.0%
Wilson Chandler,25.5,DEN,Forward,1056,71,-1.2%,66,-1.5%,83,-3.2%,55,-0.5%,73,-1.8%,43,+0.8%,48,+0.2%,44,+0.4%
Earl Clark,24.8,LAL,Big,1331,21,+1.7%,49,+0.0%,51,-0.2%,18,+2.9%,24,+1.7%,67,-2.9%,15,+4.2%,25,+2.3%
Victor Claver,24.2,POR,Forward,769,12,+2.5%,13,+4.0%,46,+0.3%,16,+3.1%,21,+1.9%,53,-0.6%,17,+3.9%,22,+2.6%
Norris Cole,24.1,MIA,Point,1476,23,+1.5%,36,+1.4%,40,+0.7%,24,+2.1%,27,+1.5%,33,+2.9%,42,+0.7%,32,+1.3%
Jason Collins,33.9,BOS,Big,325,44,+0.3%,47,+0.1%,41,+0.6%,26,+1.8%,28,+1.3%,98,-12.9%,6,+6.4%,40,+0.8%
Darren Collison,25.2,DAL,Point,2351,25,+1.5%,15,+3.8%,68,-1.7%,54,-0.4%,63,-1.1%,56,-1.2%,32,+1.6%,38,+0.9%
Nick Collison,32.0,OKC,Big,1547,21,+1.7%,11,+4.5%,56,-0.6%,82,-3.1%,74,-1.9%,8,+10.6%,24,+2.7%,10,+4.7%
Mike Conley,25.1,MEM,Point,2749,91,-3.0%,41,+0.8%,89,-4.2%,80,-2.7%,91,-3.4%,81,-5.3%,82,-3.6%,89,-4.0%
Daequan Cook,25.5,HOU,Wing,109,1,+5.4%,84,-4.0%,0,+16.1%,7,+4.5%,0,+9.4%,16,+7.6%,22,+2.9%,15,+3.6%
Daequan Cook,25.5,CHI,Wing,225,47,+0.1%,27,+2.3%,68,-1.8%,75,-2.1%,77,-2.0%,72,-3.7%,70,-2.2%,77,-2.2%
Chris Copeland,28.6,NYK,Big,762,33,+1.1%,24,+2.5%,64,-1.4%,44,+0.3%,51,-0.4%,22,+5.6%,65,-1.3%,43,+0.5%
DeMarcus Cousins,22.2,SAC,Big,2271,11,+2.7%,24,+2.6%,72,-2.1%,9,+4.1%,31,+1.1%,14,+7.9%,20,+3.1%,10,+4.8%
Jamal Crawford,32.6,LAC,Wing,2126,96,-3.9%,90,-5.2%,80,-3.0%,87,-3.7%,91,-3.4%,72,-3.7%,88,-4.3%,91,-4.2%
Jordan Crawford,24.0,WAS,Combo,1104,81,-1.8%,19,+3.1%,86,-3.5%,93,-5.4%,96,-4.6%,24,+4.9%,95,-5.8%,82,-2.7%
Jordan Crawford,24.0,BOS,Combo,551,39,+0.7%,9,+5.1%,12,+3.9%,97,-8.2%,84,-2.6%,85,-6.2%,29,+1.9%,53,-0.4%
Jae Crowder,22.3,DAL,Forward,1268,25,+1.5%,48,+0.1%,36,+1.1%,5,+5.0%,9,+3.5%,53,-0.6%,41,+0.8%,43,+0.5%
Dante Cunningham,25.5,MIN,Big,1939,68,-1.1%,20,+3.0%,89,-3.9%,84,-3.2%,91,-3.4%,94,-10.3%,54,-0.3%,85,-3.2%
Stephen Curry,24.6,GSW,Combo,2975,16,+2.2%,11,+4.5%,90,-4.5%,81,-2.8%,92,-3.5%,32,+3.1%,3,+7.5%,5,+6.3%
Samuel Dalembert,32.5,MIL,Big,743,2,+5.2%,9,+5.0%,37,+0.9%,1,+7.5%,3,+4.6%,2,+15.3%,50,+0.0%,9,+4.9%
Marquis Daniels,31.8,MIL,Wing,1012,61,-0.7%,13,+4.0%,59,-0.9%,83,-3.2%,79,-2.1%,57,-1.4%,98,-7.6%,96,-5.5%
Anthony Davis,19.6,NOH,Big,1822,37,+0.8%,49,+0.0%,5,+6.1%,29,+1.5%,6,+4.0%,69,-3.1%,72,-2.4%,80,-2.5%
Ed Davis,23.4,TOR,Big,1070,40,+0.6%,22,+2.9%,93,-4.9%,4,+5.6%,37,+0.6%,81,-5.3%,62,-0.9%,72,-1.7%
Ed Davis,23.4,MEM,Big,526,88,-2.4%,94,-5.9%,37,+1.0%,67,-1.5%,51,-0.3%,62,-2.0%,75,-2.8%,81,-2.6%
Glen Davis,26.8,ORL,Big,1060,89,-2.7%,68,-1.7%,63,-1.3%,62,-1.1%,64,-1.1%,90,-7.9%,48,+0.2%,75,-2.0%
Austin Daye,24.4,DET,Wing,302,83,-1.9%,14,+4.0%,36,+1.1%,4,+5.4%,8,+3.7%,93,-10.0%,99,-9.7%,100,-9.8%
Austin Daye,24.4,MEM,Forward,299,1,+5.9%,14,+3.9%,39,+0.7%,66,-1.4%,53,-0.4%,1,+20.5%,1,+9.0%,0,+11.9%
Nando De Colo,25.4,SAS,Combo,782,32,+1.1%,72,-2.0%,50,-0.1%,55,-0.4%,53,-0.5%,11,+9.3%,26,+2.4%,11,+4.5%
DeMar DeRozan,23.2,TOR,Wing,2995,71,-1.2%,18,+3.2%,84,-3.4%,75,-2.2%,85,-2.8%,84,-5.9%,54,-0.3%,68,-1.4%
Carlos Delfino,30.2,HOU,Wing,1646,82,-1.9%,72,-2.2%,60,-1.0%,67,-1.6%,66,-1.4%,82,-5.5%,79,-3.3%,90,-4.1%
Luol Deng,27.5,CHI,Forward,2890,34,+1.0%,42,+0.6%,29,+1.8%,40,+0.6%,31,+1.1%,96,-11.4%,27,+2.3%,63,-1.1%
Boris Diaw,30.5,SAS,Big,1685,16,+2.1%,23,+2.7%,30,+1.7%,23,+2.1%,20,+1.9%,9,+9.8%,89,-4.5%,53,-0.3%
DeSagana Diop,30.8,CHA,Big,191,98,-5.2%,76,-2.5%,99,-11.8%,8,+4.2%,86,-2.9%,97,-12.9%,89,-4.4%,98,-7.4%
Toney Douglas,26.6,HOU,Combo,837,53,-0.3%,38,+1.2%,28,+2.0%,52,-0.3%,36,+0.7%,95,-10.9%,62,-0.9%,87,-3.6%
Toney Douglas,26.6,SAC,Combo,326,96,-4.0%,88,-4.8%,45,+0.4%,96,-7.2%,94,-3.8%,70,-3.3%,72,-2.4%,85,-3.4%
Goran Dragic,26.5,PHX,Point,2564,12,+2.6%,23,+2.6%,25,+2.3%,15,+3.1%,12,+2.8%,64,-2.4%,27,+2.2%,36,+1.0%
Andre Drummond,19.2,DET,Big,1185,87,-2.2%,48,+0.1%,91,-4.7%,7,+4.4%,34,+0.8%,83,-5.5%,90,-4.6%,94,-4.9%
Jared Dudley,27.3,PHX,Wing,2150,72,-1.3%,62,-1.1%,68,-1.7%,8,+4.2%,27,+1.5%,88,-7.6%,69,-2.1%,88,-3.7%
Chris Duhon,30.2,LAL,Point,778,34,+1.0%,68,-1.7%,34,+1.3%,24,+2.1%,24,+1.7%,70,-3.5%,17,+3.8%,28,+1.9%
Tim Duncan,36.5,SAS,Big,2069,93,-3.4%,91,-5.4%,45,+0.4%,85,-3.4%,73,-1.8%,55,-0.8%,56,-0.5%,56,-0.6%
Mike Dunleavy,32.1,MIL,Wing,1888,62,-0.8%,69,-1.8%,59,-0.9%,44,+0.3%,50,-0.3%,77,-4.7%,29,+2.0%,52,-0.2%
Kevin Durant,24.1,OKC,Forward,3112,59,-0.5%,86,-4.4%,11,+4.2%,24,+2.0%,11,+3.0%,70,-3.2%,81,-3.6%,88,-3.8%
Devin Ebanks,23.0,LAL,Forward,170,47,+0.1%,12,+4.4%,86,-3.5%,99,-11.2%,99,-7.6%,79,-4.9%,6,+6.3%,15,+3.5%
Wayne Ellington,24.9,MEM,Wing,656,94,-3.5%,62,-1.0%,84,-3.3%,75,-2.1%,84,-2.7%,86,-6.7%,77,-3.0%,89,-4.0%
Wayne Ellington,24.9,CLE,Wing,949,78,-1.6%,18,+3.2%,92,-4.9%,85,-3.4%,95,-4.2%,98,-13.4%,55,-0.4%,91,-4.2%
Monta Ellis,27.0,MIL,Combo,3057,42,+0.5%,19,+3.2%,56,-0.6%,33,+1.2%,43,+0.4%,34,+2.6%,87,-4.0%,74,-1.9%
Kim English,24.1,DET,Wing,285,3,+4.6%,35,+1.4%,0,+12.6%,98,-9.9%,56,-0.7%,14,+8.3%,9,+5.3%,6,+5.8%
Jeremy Evans,25.0,UTA,Big,134,95,-3.9%,88,-4.9%,93,-4.9%,99,-11.0%,99,-8.6%,31,+3.3%,58,-0.7%,46,+0.3%
Reggie Evans,32.5,BKN,Big,1951,44,+0.3%,39,+1.1%,14,+3.6%,61,-0.9%,33,+1.0%,22,+5.8%,71,-2.3%,47,+0.2%
Tyreke Evans,23.1,SAC,Wing,2007,27,+1.4%,50,-0.0%,24,+2.3%,32,+1.3%,23,+1.8%,21,+6.0%,43,+0.6%,23,+2.4%
Festus Ezeli,23.0,GSW,Big,1065,31,+1.1%,89,-5.1%,23,+2.5%,30,+1.5%,20,+1.9%,2,+15.1%,23,+2.7%,8,+5.4%
Kenneth Faried,23.0,DEN,Big,2239,20,+1.8%,22,+2.7%,25,+2.3%,43,+0.4%,29,+1.2%,59,-1.8%,16,+3.9%,27,+2.0%
Derrick Favors,21.3,UTA,Big,1711,88,-2.5%,75,-2.5%,81,-3.2%,79,-2.6%,86,-2.9%,68,-3.1%,51,-0.0%,65,-1.2%
Raymond Felton,28.4,NYK,Combo,2302,16,+2.2%,27,+2.4%,57,-0.6%,29,+1.5%,40,+0.5%,71,-3.5%,12,+4.7%,23,+2.4%
Landry Fields,24.3,TOR,Forward,983,51,-0.1%,14,+3.9%,26,+2.1%,92,-5.3%,70,-1.6%,86,-6.6%,63,-1.0%,82,-2.8%
Derek Fisher,38.2,DAL,Combo,228,8,+3.1%,3,+7.9%,100,-12.5%,1,+9.9%,37,+0.6%,2,+15.6%,67,-1.6%,14,+3.9%
Derek Fisher,38.2,OKC,Wing,310,24,+1.5%,0,+12.1%,73,-2.3%,96,-7.5%,97,-5.1%,80,-5.2%,11,+5.1%,25,+2.3%
Evan Fournier,20.0,DEN,Combo,309,89,-2.6%,61,-1.0%,36,+1.1%,59,-0.8%,48,-0.0%,41,+1.3%,99,-9.7%,97,-6.0%
Randy Foye,29.1,UTA,Combo,2229,35,+0.9%,12,+4.2%,46,+0.3%,35,+1.0%,37,+0.7%,60,-1.8%,69,-2.0%,76,-2.0%
Jimmer Fredette,23.7,SAC,Combo,835,37,+0.8%,25,+2.5%,52,-0.2%,83,-3.1%,70,-1.6%,87,-7.1%,8,+5.9%,29,+1.7%
Joel Freeland,25.7,POR,Big,392,78,-1.6%,92,-5.6%,75,-2.4%,63,-1.2%,71,-1.8%,23,+5.5%,33,+1.6%,21,+2.8%
Danilo Gallinari,24.2,DEN,Forward,2303,33,+1.0%,13,+4.1%,47,+0.2%,66,-1.4%,57,-0.8%,70,-3.3%,21,+3.0%,39,+0.8%
Francisco Garcia,30.8,SAC,Wing,696,80,-1.8%,65,-1.4%,89,-4.3%,62,-1.1%,83,-2.6%,56,-1.1%,81,-3.5%,82,-2.8%
Francisco Garcia,30.8,HOU,Wing,282,47,+0.1%,75,-2.4%,22,+2.5%,87,-3.7%,59,-0.8%,84,-5.8%,20,+3.0%,40,+0.8%
Kevin Garnett,36.5,BOS,Big,2012,88,-2.4%,67,-1.6%,66,-1.5%,82,-2.9%,80,-2.3%,62,-2.2%,36,+1.3%,45,+0.4%
Diante Garrett,24.0,PHX,Combo,104,9,+3.0%,4,+7.2%,95,-5.9%,32,+1.3%,78,-2.1%,92,-9.6%,9,+5.4%,34,+1.1%
Marc Gasol,27.8,MEM,Big,2781,88,-2.4%,70,-1.9%,67,-1.6%,42,+0.5%,53,-0.4%,34,+2.7%,76,-2.9%,68,-1.4%
Pau Gasol,32.3,LAL,Big,1651,73,-1.3%,71,-2.0%,45,+0.4%,26,+1.9%,28,+1.3%,57,-1.3%,93,-5.0%,90,-4.2%
Rudy Gay,26.2,MEM,Wing,1535,30,+1.2%,36,+1.4%,75,-2.5%,62,-1.0%,71,-1.7%,33,+3.0%,20,+3.1%,20,+3.0%
Rudy Gay,26.2,TOR,Forward,1144,98,-5.3%,96,-7.5%,45,+0.4%,43,+0.4%,43,+0.4%,61,-1.8%,99,-9.6%,98,-7.3%
Alonzo Gee,25.4,CLE,Wing,2536,11,+2.7%,21,+3.0%,15,+3.4%,14,+3.2%,9,+3.3%,33,+2.7%,69,-2.1%,57,-0.7%
Mickael Gelabale,29.4,MIN,Wing,587,61,-0.7%,59,-0.9%,88,-3.9%,91,-4.9%,95,-4.3%,19,+6.5%,64,-1.1%,32,+1.2%
Paul George,22.5,IND,Wing,2964,76,-1.5%,60,-1.0%,82,-3.2%,65,-1.3%,78,-2.1%,81,-5.3%,45,+0.4%,65,-1.1%
Daniel Gibson,26.7,CLE,Combo,853,18,+1.9%,17,+3.5%,48,+0.1%,78,-2.5%,67,-1.4%,18,+7.0%,30,+1.9%,18,+3.2%
Taj Gibson,27.4,CHI,Big,1423,74,-1.4%,73,-2.2%,54,-0.5%,90,-4.7%,88,-3.1%,51,-0.4%,30,+1.9%,33,+1.2%
Manu Ginobili,35.3,SAS,Wing,1375,52,-0.2%,59,-0.8%,17,+3.1%,52,-0.3%,31,+1.1%,39,+1.7%,86,-3.9%,78,-2.3%
Drew Gooden,31.1,MIL,Big,128,70,-1.2%,48,+0.1%,19,+2.9%,84,-3.4%,54,-0.5%,42,+1.0%,89,-4.5%,83,-2.9%
