Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Alex Abrines,23.3,OKC,Wing,976,81,55.0%,7,49%,48,39%,48,38%,54,39%,86,46%,74,38%,81,40%
Quincy Acy,26.1,BKN,Big,492,51,53.1%,3,49%,4,15%,45,36%,5,25%,22,35%,96,46%,92,43%
Steven Adams,23.3,OKC,Big,2381,78,57.4%,57,64%,77,46%,5,0%,84,46%,0,0%,0,0%,0,0%
Arron Afflalo,31.0,SAC,Wing,1576,65,51.9%,10,50%,89,49%,72,42%,85,45%,92,52%,49,36%,92,42%
Alexis Ajinca,28.5,NOP,Big,566,20,49.1%,64,66%,47,40%,51,38%,45,39%,0,0%,0,0%,0,0%
Cole Aldrich,28.0,MIN,Big,497,47,52.6%,42,62%,28,36%,0,0%,25,36%,0,0%,0,0%,0,0%
LaMarcus Aldridge,31.3,SAS,Big,2325,17,48.8%,73,68%,44,40%,70,42%,57,41%,72,43%,82,39%,87,41%
Lavoy Allen,27.7,IND,Big,829,10,46.6%,26,59%,41,38%,48,37%,38,38%,0,0%,0,0%,0,0%
Tony Allen,34.8,MEM,Wing,1906,21,47.3%,14,53%,31,32%,16,29%,20,31%,14,32%,3,19%,14,28%
Al-Farouq Aminu,26.1,POR,Big,1756,12,47.2%,4,49%,28,36%,53,39%,32,37%,26,35%,37,32%,37,33%
Alan Anderson,34.0,LAC,Wing,258,7,43.8%,95,75%,12,25%,8,22%,6,24%,2,19%,0,33%,9,26%
Justin Anderson,23.0,DAL,Wing,627,8,44.8%,58,61%,39,34%,1,7%,11,26%,16,33%,12,26%,14,28%
Justin Anderson,23.0,PHI,Wing,462,79,54.8%,93,73%,39,36%,13,27%,22,32%,0,25%,46,35%,32,33%
Kyle Anderson,23.1,SAS,Wing,912,26,47.8%,47,59%,68,42%,10,25%,34,34%,33,38%,0,33%,59,37%
Ryan Anderson,28.5,HOU,Big,2112,71,55.2%,9,52%,62,44%,38,34%,37,38%,96,55%,72,38%,83,41%
