Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Malik Allen,25.3,MIA,Big,132,40,+1.1%,58,-2.5%,28,+4.3%,52,-0.1%,37,+2.6%,58,-3.8%,47,+2.0%,50,+0.7%
Rafer Alston,27.3,MIA,Point,288,77,-4.2%,64,-3.3%,50,-1.9%,58,-1.0%,57,-1.5%,36,+5.8%,81,-7.6%,76,-4.6%
Shandon Anderson,29.8,NYK,Wing,111,79,-4.4%,81,-8.0%,35,+2.3%,30,+7.4%,27,+5.1%,64,-5.0%,43,+2.5%,46,+1.4%
Carmelo Anthony,19.4,DEN,Wing,144,48,+0.6%,55,-1.9%,67,-5.5%,8,+12.7%,12,+6.9%,86,-17.6%,63,-2.8%,83,-8.5%
Darrell Armstrong,35.4,NOH,Point,149,68,-1.8%,90,-13.5%,6,+12.1%,43,+3.1%,17,+6.0%,48,0.0%,59,-0.8%,56,-0.8%
Chucky Atkins,29.2,BOS,Point,134,55,0.0%,36,+2.8%,99,-35.2%,17,+9.5%,83,-6.2%,28,+10.0%,73,-5.1%,63,-2.3%
Stacey Augmon,35.2,NOH,Wing,165,76,-3.5%,59,-2.8%,52,-2.2%,82,-8.9%,82,-5.9%,26,+11.2%,70,-4.5%,58,-1.3%
Jonathan Bender,22.8,IND,Big,186,69,-2.0%,72,-5.3%,29,+3.6%,65,-3.3%,50,-0.2%,83,-16.7%,45,+2.0%,61,-1.7%
Mike Bibby,25.5,SAC,Point,498,81,-4.4%,44,+0.7%,79,-8.4%,5,+13.8%,40,+1.7%,97,-32.9%,88,-12.3%,97,-19.3%
Chauncey Billups,27.1,DET,Combo,882,15,+4.1%,47,+0.4%,54,-2.4%,22,+8.9%,30,+4.4%,31,+7.8%,27,+5.7%,21,+6.5%
Mark Blount,27.9,BOS,Big,144,98,-12.8%,97,-21.3%,65,-4.8%,67,-4.4%,80,-5.8%,5,+33.9%,97,-23.8%,78,-5.6%
Bruce Bowen,32.4,SAS,Wing,297,60,-0.9%,61,-2.9%,16,+7.0%,99,-20.9%,89,-7.8%,23,+12.5%,34,+3.9%,10,+11.0%
Earl Boykins,27.4,DEN,Point,116,74,-2.9%,3,+12.3%,34,+2.7%,70,-4.9%,61,-2.4%,48,0.0%,98,-26.9%,96,-15.3%
Devin Brown,24.8,SAS,Combo,124,63,-1.4%,37,+2.4%,86,-11.0%,2,+20.6%,18,+5.8%,83,-16.7%,95,-17.9%,97,-19.5%
P.J. Brown,34.0,NOH,Big,254,10,+5.1%,76,-6.4%,48,0.0%,45,+2.0%,36,+2.8%,33,+6.7%,10,+12.6%,9,+11.4%
Kobe Bryant,25.2,LAL,Wing,966,77,-4.1%,66,-3.6%,37,+1.9%,70,-5.0%,63,-2.5%,82,-16.0%,83,-9.4%,91,-10.7%
Caron Butler,23.6,MIA,Wing,509,71,-2.7%,24,+4.6%,94,-17.1%,83,-8.9%,97,-12.1%,40,+3.3%,21,+7.3%,22,+6.5%
Marcus Camby,29.6,DEN,Big,194,3,+7.5%,0,+16.7%,60,-3.2%,26,+8.1%,35,+3.2%,98,-44.4%,9,+12.6%,57,-0.9%
Elden Campbell,35.3,DET,Big,125,36,+1.4%,14,+7.7%,25,+5.5%,85,-9.8%,63,-2.6%,95,-25.9%,5,+16.4%,42,+2.1%
Sam Cassell,34.0,MIN,Point,496,38,+1.2%,70,-4.7%,62,-4.2%,27,+8.0%,32,+4.3%,45,+0.4%,19,+8.2%,26,+5.5%
Kelvin Cato,29.2,HOU,Big,146,83,-4.8%,37,+2.6%,89,-11.5%,3,+19.3%,23,+5.3%,70,-6.7%,99,-40.8%,99,-32.9%
Doug Christie,33.5,SAC,Wing,458,8,+5.9%,26,+4.4%,17,+6.5%,43,+2.7%,33,+4.3%,41,+2.6%,17,+9.1%,19,+7.1%
Jason Collins,24.9,NJN,Big,263,62,-1.2%,48,+0.1%,23,+5.6%,77,-7.0%,58,-2.1%,12,+23.4%,44,+2.1%,20,+7.1%
Austin Croshere,28.5,IND,Forward,204,46,+0.7%,90,-12.3%,56,-2.8%,14,+10.8%,29,+4.9%,46,+0.3%,17,+9.2%,15,+8.3%
Marquis Daniels,22.8,DAL,Combo,179,1,+9.2%,50,-0.3%,13,+9.3%,30,+7.8%,10,+7.9%,8,+29.6%,31,+4.8%,7,+15.2%
Baron Davis,24.6,NOH,Combo,261,83,-4.9%,87,-11.4%,69,-6.0%,81,-8.9%,90,-8.4%,48,0.0%,38,+3.2%,33,+3.6%
Ricky Davis,24.1,BOS,Wing,121,86,-5.3%,83,-9.5%,14,+8.7%,66,-4.1%,45,+0.8%,89,-20.0%,56,-0.3%,70,-3.8%
Vlade Divac,35.7,SAC,Big,235,65,-1.6%,45,+0.5%,74,-7.5%,57,-0.7%,67,-3.7%,51,-1.3%,24,+6.3%,31,+3.9%
Tim Duncan,27.5,SAS,Big,401,56,-0.0%,39,+2.0%,92,-15.3%,73,-5.5%,95,-10.7%,63,-4.8%,3,+29.5%,3,+18.9%
Michael Finley,30.7,DAL,Wing,196,92,-6.5%,57,-2.2%,61,-4.2%,41,+4.7%,48,+0.6%,96,-29.6%,90,-12.6%,98,-23.4%
Derek Fisher,29.2,LAL,Combo,495,50,+0.4%,46,+0.4%,27,+4.8%,56,-0.6%,41,+1.7%,57,-2.7%,48,+1.9%,52,+0.2%
Jeff Foster,26.8,IND,Big,309,4,+6.5%,10,+9.8%,15,+8.2%,36,+6.4%,11,+7.1%,23,+12.2%,62,-2.7%,55,-0.5%
Rick Fox,34.3,LAL,Wing,142,21,+3.3%,4,+12.2%,8,+11.3%,47,+0.9%,21,+5.6%,61,-4.6%,84,-10.0%,82,-8.3%
Steve Francis,26.7,HOU,Point,223,80,-4.4%,56,-2.0%,85,-11.0%,96,-16.0%,97,-13.8%,99,0.0%,11,+10.6%,11,+10.6%
Kevin Garnett,27.5,MIN,Big,780,88,-5.4%,94,-17.5%,36,+2.1%,79,-7.5%,70,-4.0%,42,+2.1%,28,+5.6%,28,+5.0%
Pau Gasol,23.3,MEM,Big,133,27,+2.3%,29,+4.3%,98,-23.1%,34,+7.2%,60,-2.3%,78,-14.3%,10,+12.3%,32,+3.8%
Devean George,26.2,LAL,Forward,470,51,+0.3%,62,-3.1%,64,-4.7%,44,+2.1%,54,-0.8%,44,+0.8%,35,+3.8%,38,+3.0%
Manu Ginobili,26.3,SAS,Wing,278,49,+0.6%,23,+5.1%,71,-6.6%,60,-1.6%,71,-4.0%,19,+14.7%,20,+7.9%,17,+7.7%
Brian Grant,31.7,MIA,Big,399,59,-0.7%,43,+1.0%,76,-7.6%,63,-2.9%,74,-5.0%,10,+26.4%,40,+3.0%,17,+7.6%
Richard Hamilton,25.7,DET,Wing,930,57,-0.4%,63,-3.2%,95,-20.2%,40,+5.6%,62,-2.5%,24,+11.3%,53,+0.6%,30,+4.6%
Anfernee Hardaway,32.3,NYK,Wing,167,93,-7.4%,91,-14.4%,0,+44.2%,97,-20.0%,72,-4.3%,99,0.0%,68,-3.5%,77,-4.8%
Al Harrington,23.7,IND,Forward,427,90,-6.2%,79,-7.5%,51,-2.2%,91,-12.1%,90,-7.9%,77,-13.7%,41,+2.9%,59,-1.5%
