Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,26.3,OKC,Big,1680,73,59.2%,63,70%,70,44%,62,40%,72,44%,0,0%,0,0%,0,0%
Bam Adebayo,22.3,MIA,Big,2414,58,55.8%,65,71%,61,42%,28,25%,44,38%,0,13%,0,25%,0,17%
LaMarcus Aldridge,34.3,SAS,Big,1753,37,53.2%,59,69%,79,47%,68,43%,78,45%,59,38%,82,40%,84,39%
Nickeil Alexander-Walker,21.2,NOP,Combo,534,23,46.9%,8,45%,23,30%,12,23%,17,28%,44,38%,71,37%,66,37%
Grayson Allen,24.1,MEM,Wing,684,88,58.8%,75,66%,85,47%,76,44%,91,47%,98,54%,66,37%,88,42%
Jarrett Allen,21.5,BKN,Big,1838,89,65.1%,71,72%,22,33%,79,50%,25,34%,0,0%,0,0%,0,0%
Al-Farouq Aminu,29.1,ORL,Forward,380,1,34.3%,4,34%,20,27%,43,33%,20,29%,0,30%,7,23%,7,25%
Kyle Anderson,26.1,MEM,Forward,1296,40,51.1%,53,63%,85,48%,76,44%,89,47%,14,28%,26,29%,18,29%
Giannis Antetokounmpo,24.9,MIL,Big,1915,71,59.1%,82,74%,33,37%,67,42%,45,38%,0,50%,29,30%,29,31%
Carmelo Anthony,35.4,POR,Big,1897,11,48.2%,7,52%,78,47%,54,37%,62,42%,97,53%,45,33%,74,38%
OG Anunoby,22.3,TOR,Forward,2062,89,58.3%,56,63%,19,26%,71,43%,32,31%,57,41%,66,37%,78,39%
Ryan Arcidiacono,25.6,CHI,Wing,896,60,53.7%,48,61%,19,28%,45,36%,19,30%,72,45%,65,37%,75,39%
Trevor Ariza,34.3,SAC,Forward,783,49,52.5%,43,62%,0,0%,5,0%,0,0%,23,32%,79,38%,59,36%
Trevor Ariza,34.3,POR,Wing,701,94,59.9%,56,63%,91,50%,3,0%,44,36%,77,46%,57,36%,83,40%
D.J. Augustin,32.0,ORL,Point,1419,20,48.6%,24,53%,16,32%,51,42%,29,36%,23,32%,63,37%,46,36%
Deandre Ayton,21.3,PHX,Big,1235,48,54.8%,60,69%,63,42%,52,36%,58,40%,0,50%,0,18%,0,23%
Dwayne Bacon,24.2,CHA,Wing,660,5,38.4%,6,43%,23,29%,34,33%,19,30%,0,20%,17,30%,10,28%
Marvin Bagley,20.6,SAC,Big,326,10,47.9%,43,65%,19,30%,79,50%,28,35%,0,0%,4,16%,3,15%
Lonzo Ball,22.0,NOP,Combo,2014,73,51.9%,50,59%,12,25%,15,27%,12,26%,31,36%,86,39%,76,38%
Mohamed Bamba,21.5,ORL,Big,859,32,52.4%,32,63%,10,24%,39,33%,13,28%,0,21%,73,38%,60,36%
J.J. Barea,35.3,DAL,Point,388,29,49.1%,65,60%,4,26%,37,40%,8,31%,0,50%,38,35%,52,37%
Harrison Barnes,27.4,SAC,Forward,2474,53,52.6%,45,62%,43,35%,57,36%,45,35%,45,38%,80,39%,75,38%
RJ Barrett,19.4,NYK,Wing,1678,11,44.9%,19,54%,17,27%,25,31%,15,28%,26,37%,14,30%,19,32%
Will Barton,28.8,DEN,Wing,1903,51,51.9%,41,59%,31,32%,93,52%,57,39%,94,53%,39,34%,55,37%
Keita Bates-Diop,23.8,MIN,Big,617,18,50.5%,35,64%,4,15%,26,20%,2,16%,85,46%,23,27%,55,35%
Nicolas Batum,30.9,CHA,Wing,488,9,43.5%,50,61%,91,50%,13,11%,6,23%,15,32%,3,26%,9,28%
Aron Baynes,32.9,PHX,Big,934,56,55.6%,30,63%,95,54%,21,13%,88,49%,5,24%,67,37%,57,35%
Kent Bazemore,30.3,POR,Wing,1077,12,44.9%,5,42%,16,26%,44,36%,24,31%,12,31%,74,38%,36,35%
Kent Bazemore,30.3,SAC,Forward,556,36,50.3%,13,51%,48,35%,19,17%,28,30%,46,38%,99,47%,90,42%
Darius Bazley,19.4,OKC,Big,1072,8,46.4%,6,52%,14,27%,48,35%,15,29%,23,32%,58,35%,47,34%
Bradley Beal,26.3,WAS,Wing,2051,53,52.0%,72,65%,68,41%,60,40%,66,41%,16,32%,55,36%,45,35%
Malik Beasley,22.9,MIN,Wing,462,83,57.3%,71,65%,46,35%,51,38%,40,36%,89,50%,86,40%,90,42%
Malik Beasley,22.9,DEN,Wing,697,32,49.1%,16,51%,27,30%,76,44%,43,36%,60,42%,52,36%,59,37%
Marco Belinelli,33.6,SAS,Wing,833,28,48.3%,37,59%,29,30%,50,37%,39,36%,50,41%,46,35%,52,36%
Jordan Bell,24.8,MIN,Big,205,49,55.0%,40,65%,17,29%,0,0%,13,29%,0,25%,0,0%,0,17%
DeAndre' Bembry,25.3,ATL,Combo,881,55,49.8%,47,59%,88,48%,2,0%,83,45%,10,30%,6,20%,9,24%
Dragan Bender,22.0,GSW,Big,184,19,50.7%,13,58%,68,44%,0,0%,70,44%,0,25%,68,38%,50,34%
Davis Bertans,27.0,WAS,Forward,1570,95,60.3%,33,59%,49,36%,33,30%,37,33%,100,55%,91,42%,93,43%
Patrick Beverley,31.3,LAC,Point,1341,82,55.2%,53,58%,67,44%,6,14%,51,40%,57,41%,69,38%,76,39%
Khem Birch,27.1,ORL,Big,885,32,52.6%,64,71%,18,29%,28,25%,13,29%,0,0%,0,0%,0,0%
Goga Bitadze,20.3,IND,Big,407,13,48.8%,89,76%,60,42%,77,48%,75,45%,0,40%,0,12%,4,17%
Bismack Biyombo,27.2,CHA,Big,1029,43,54.3%,57,69%,11,24%,28,25%,8,24%,0,0%,0,0%,0,0%
Nemanja Bjelica,31.5,SAC,Big,2009,68,58.1%,15,59%,80,47%,65,42%,83,46%,98,53%,79,39%,94,42%
Eric Bledsoe,29.9,MIL,Point,1644,67,52.7%,84,66%,31,35%,31,38%,27,36%,7,26%,52,36%,30,35%
Bogdan Bogdanovic,27.2,SAC,Wing,1752,69,54.7%,52,61%,86,48%,92,52%,94,50%,22,34%,73,38%,57,37%
Bojan Bogdanovic,30.5,UTA,Forward,2082,69,54.8%,39,61%,53,37%,39,30%,52,36%,88,46%,81,39%,89,41%
Isaac Bonga,20.0,WAS,Forward,1192,80,56.7%,44,62%,89,50%,24,20%,84,46%,80,44%,21,29%,55,35%
Devin Booker,23.0,PHX,Wing,2508,64,54.3%,89,69%,87,48%,74,44%,90,46%,32,39%,48,35%,44,35%
Chris Boucher,26.8,TOR,Big,742,43,54.3%,26,62%,40,38%,28,25%,27,34%,9,26%,57,35%,37,34%
Ky Bowman,22.4,GSW,Point,958,16,47.4%,71,62%,39,35%,49,42%,37,38%,77,46%,8,26%,18,32%
Avery Bradley,28.9,LAL,Combo,1184,76,52.7%,65,62%,64,41%,77,46%,82,45%,35,36%,74,37%,61,37%
Tony Bradley,21.8,UTA,Big,613,95,68.6%,70,72%,76,46%,10,0%,74,44%,0,0%,0,100%,0,100%
Mikal Bridges,23.2,PHX,Wing,1999,89,59.0%,95,73%,34,33%,81,45%,41,36%,39,41%,22,32%,51,36%
Miles Bridges,21.6,CHA,Forward,1962,33,49.2%,36,60%,21,28%,89,50%,28,30%,41,37%,40,32%,41,34%
Oshae Brissett,21.4,TOR,Forward,100,4,37.9%,41,62%,0,0%,0,0%,0,0%,0,13%,0,17%,0,14%
Ryan Broekhoff,29.2,DAL,Forward,144,25,48.0%,0,0%,37,33%,5,0%,12,25%,0,33%,50,34%,45,34%
Malcolm Brogdon,26.9,IND,Combo,1665,45,48.9%,17,51%,56,40%,83,49%,89,47%,8,29%,38,33%,31,33%
Dillon Brooks,23.8,MEM,Wing,2111,21,47.7%,17,52%,56,39%,63,42%,64,40%,24,35%,54,36%,49,36%
Bruce Brown,23.2,DET,Combo,1616,38,48.3%,29,54%,36,36%,11,22%,30,35%,50,41%,12,26%,54,36%
Jaylen Brown,23.0,BOS,Wing,1929,76,56.0%,65,64%,80,45%,66,43%,80,44%,85,48%,51,35%,71,39%
Sterling Brown,24.7,MIL,Wing,671,19,47.2%,12,50%,35,33%,15,15%,12,28%,68,43%,16,30%,39,35%
Troy Brown,20.3,WAS,Wing,1732,31,48.9%,69,64%,33,33%,33,33%,29,33%,83,47%,18,30%,42,35%
Jalen Brunson,23.2,DAL,Point,973,45,50.8%,61,59%,84,46%,63,44%,82,45%,33,34%,40,35%,34,35%
Thomas Bryant,22.3,WAS,Big,1144,84,62.6%,89,77%,60,42%,72,45%,71,44%,0,40%,90,41%,90,41%
Reggie Bullock,28.6,NYK,Wing,682,29,48.7%,66,64%,14,24%,75,44%,53,38%,6,26%,59,36%,27,33%
Trey Burke,27.0,PHI,Point,282,75,53.5%,22,53%,92,54%,27,36%,59,41%,0,80%,90,41%,96,48%
Trey Burke,27.0,DAL,Point,190,73,53.1%,4,36%,88,50%,73,46%,86,48%,0,33%,98,50%,92,44%
Alec Burks,28.3,GSW,Wing,1384,26,48.1%,11,49%,35,33%,72,44%,51,38%,50,41%,72,38%,65,38%
Alec Burks,28.3,PHI,Combo,361,92,57.1%,98,71%,80,46%,20,30%,48,40%,100,61%,80,38%,93,43%
Deonte Burton,25.7,OKC,Forward,283,0,32.4%,27,56%,0,0%,29,29%,7,14%,0,0%,0,13%,0,9%
Jimmy Butler,30.1,MIA,Wing,1957,24,48.0%,64,64%,60,40%,29,32%,46,37%,4,23%,5,27%,4,26%
Bruno Caboclo,24.1,MEM,Big,150,3,43.5%,10,56%,22,33%,79,50%,55,40%,0,33%,0,0%,5,18%
Kentavious Caldwell-Pope,26.7,LAL,Wing,1749,72,55.4%,61,64%,47,35%,65,42%,59,39%,34,40%,78,38%,69,39%
Clint Capela,25.5,HOU,Big,1275,85,62.7%,56,68%,42,38%,79,50%,47,39%,0,0%,0,0%,0,0%
DeMarre Carroll,33.3,SAS,Forward,110,5,38.6%,3,33%,37,33%,0,0%,37,33%,0,50%,0,25%,0,30%
DeMarre Carroll,33.3,HOU,Big,114,90,65.9%,98,86%,99,80%,0,0%,99,80%,0,50%,0,0%,0,30%
Jevon Carter,24.1,PHX,Combo,866,94,57.1%,9,47%,20,30%,68,44%,41,38%,85,49%,94,42%,96,44%
Vince Carter,42.8,ATL,Big,857,6,45.2%,2,44%,77,47%,66,42%,77,45%,26,33%,28,30%,28,30%
Wendell Carter,20.5,CHI,Big,1253,41,54.2%,45,66%,34,37%,64,41%,42,38%,0,17%,16,24%,9,21%
Michael Carter-Williams,28.1,ORL,Combo,808,20,46.4%,33,56%,77,44%,5,15%,44,39%,6,27%,22,28%,13,28%
Alex Caruso,25.7,LAL,Combo,1128,47,48.9%,85,64%,3,14%,6,17%,0,15%,19,32%,68,36%,39,35%
Willie Cauley-Stein,26.2,DAL,Big,147,98,71.4%,98,84%,11,25%,79,50%,15,30%,0,0%,0,0%,0,0%
Willie Cauley-Stein,26.2,GSW,Big,938,60,56.1%,74,73%,52,40%,25,18%,20,32%,0,0%,0,0%,0,0%
Tyson Chandler,37.1,HOU,Big,219,100,76.5%,85,75%,99,100%,0,0%,100,100%,0,0%,0,0%,0,0%
Wilson Chandler,32.5,BKN,Big,730,20,50.8%,54,68%,86,50%,96,75%,97,55%,55,38%,24,28%,30,31%
Chris Chiozza,23.9,BKN,Point,244,88,56.0%,16,52%,98,67%,92,57%,96,62%,0,60%,44,36%,72,38%
Chris Chiozza,23.9,WAS,Point,103,4,39.3%,2,29%,0,0%,0,0%,0,0%,0,100%,0,36%,0,46%
Marquese Chriss,22.3,GSW,Big,1160,59,56.1%,38,64%,58,42%,48,35%,58,40%,0,40%,9,18%,10,21%
Gary Clark,25.0,HOU,Big,194,29,51.9%,94,80%,0,0%,0,0%,0,0%,0,40%,39,31%,44,34%
Gary Clark,25.0,ORL,Forward,337,81,57.1%,96,78%,89,50%,97,100%,99,60%,75,44%,41,33%,56,36%
