Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,27.3,NOP,Big,1604,26,+1.3%,95,-4.1%,9,+2.6%,13,+1.5%,4,+4.1%,53,-0.2%,49,+0.1%,51,-0.1%
LaMarcus Aldridge,35.3,SAS,Big,544,5,+3.9%,10,+3.4%,61,-0.4%,25,+0.8%,43,+0.4%,94,-1.7%,82,-2.2%,94,-3.9%
LaMarcus Aldridge,35.3,BKN,Big,130,96,-4.4%,94,-3.7%,0,+6.6%,1,+4.1%,0,+10.7%,100,-3.4%,95,-3.6%,99,-7.0%
Al-Farouq Aminu,30.1,ORL,Forward,366,51,-0.0%,77,-1.6%,71,-1.0%,54,-0.2%,67,-1.2%,8,+1.5%,27,+1.3%,14,+2.8%
Kyle Anderson,27.1,MEM,Forward,1884,81,-1.6%,76,-1.6%,42,+0.5%,8,+2.0%,15,+2.4%,57,-0.3%,62,-0.6%,64,-0.9%
Giannis Antetokounmpo,25.9,MIL,Big,2010,78,-1.5%,88,-2.6%,44,+0.4%,2,+3.0%,8,+3.4%,41,+0.1%,67,-0.9%,62,-0.7%
Thanasis Antetokounmpo,28.3,MIL,Forward,448,63,-0.6%,43,+0.4%,26,+1.3%,96,-3.0%,76,-1.8%,28,+0.5%,36,+0.8%,30,+1.3%
Carmelo Anthony,36.4,POR,Forward,1671,42,+0.4%,30,+1.2%,75,-1.2%,96,-3.0%,93,-4.2%,64,-0.4%,6,+3.4%,12,+3.0%
Trevor Ariza,35.3,MIA,Forward,836,33,+0.8%,67,-0.9%,63,-0.5%,8,+1.9%,28,+1.4%,98,-2.6%,17,+2.1%,59,-0.5%
D.J. Augustin,33.0,MIL,Point,697,51,-0.0%,79,-1.8%,8,+2.9%,49,-0.0%,12,+2.9%,68,-0.5%,62,-0.6%,68,-1.1%
D.J. Augustin,33.0,HOU,Combo,405,9,+2.7%,33,+1.0%,28,+1.2%,71,-1.0%,47,+0.2%,92,-1.5%,46,+0.3%,69,-1.2%
Harrison Barnes,28.4,SAC,Forward,2101,52,-0.1%,76,-1.5%,68,-0.8%,31,+0.7%,51,-0.1%,72,-0.6%,15,+2.2%,26,+1.6%
Will Barton,29.8,DEN,Wing,1723,30,+0.9%,67,-0.8%,19,+1.7%,16,+1.3%,11,+3.0%,62,-0.4%,79,-1.8%,79,-2.1%
Nicolas Batum,31.9,LAC,Wing,1839,82,-1.7%,15,+2.5%,65,-0.6%,71,-0.9%,72,-1.5%,31,+0.4%,75,-1.4%,66,-1.0%
Aron Baynes,33.9,TOR,Big,978,27,+1.3%,98,-5.1%,6,+3.2%,6,+2.2%,2,+5.3%,70,-0.5%,47,+0.2%,55,-0.3%
Kent Bazemore,31.3,GSW,Wing,1294,93,-3.4%,54,-0.0%,74,-1.2%,5,+2.4%,32,+1.2%,90,-1.4%,48,+0.2%,69,-1.2%
