Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Santi Aldama,23.8,MEM,Big,177,36,+4.2,45,+0.8,11,+6.3%,95,+3.9%,77,-4.7,9,+6.1,99,-81.8
Miles McBride,24.1,NYK,Combo,334,52,-1.1,66,-5.6,32,+2.3%,92,+3.2%,24,+4.8,24,+3.4,47,+3.4
Aaron Wiggins,25.8,OKC,Wing,276,65,-3.7,47,+0.2,59,-1.8%,42,-0.4%,59,-1.3,68,-2.1,42,+7.5
Austin Reaves,26.4,LAL,Combo,196,54,-1.8,93,-16.1,26,+2.8%,13,-2.6%,13,+8.6,28,+2.7,25,+24.4
Sam Hauser,26.9,BOS,Forward,106,64,-3.2,74,-7.3,5,+7.9%,8,-3.4%,25,+4.2,6,+7.4,72,-18.3
Paolo Banchero,22.0,ORL,Big,230,90,-13.0,99,-21.8,86,-5.9%,0,-6.3%,3,+14.2,8,+7.3,9,+48.5
Chet Holmgren,22.5,OKC,Big,684,75,-8.1,68,-5.9,81,-5.1%,51,+0.1%,82,-6.1,88,-4.9,58,-1.9
Jabari Smith Jr.,21.5,HOU,Big,138,53,-1.7,72,-7.2,75,-4.4%,81,+2.0%,56,-1.1,92,-5.9,19,+30.9
Bennedict Mathurin,22.4,IND,Wing,369,31,+5.6,47,-0.0,8,+7.0%,17,-2.3%,60,-1.6,26,+3.0,80,-26.1
Jalen Williams,23.6,OKC,Forward,795,13,+11.0,32,+5.6,38,+1.5%,31,-1.2%,17,+7.4,30,+2.6,27,+22.6
Jalen Duren,21.0,DET,Big,203,11,+12.2,15,+10.6,94,-9.3%,97,+6.1%,72,-3.5,99,-10.5,11,+41.9
Tari Eason,23.5,HOU,Forward,131,6,+15.8,51,-0.7,22,+3.4%,31,-1.2%,4,+12.4,22,+3.5,6,+49.7
Christian Braun,23.5,DEN,Wing,544,88,-12.6,98,-21.5,81,-5.0%,45,-0.3%,33,+2.7,80,-3.9,20,+30.5
Peyton Watson,22.1,DEN,Forward,179,19,+9.1,34,+4.8,2,+9.8%,2,-5.6%,16,+7.9,3,+8.2,58,-2.5
Andrew Nembhard,24.8,IND,Combo,762,66,-4.0,73,-7.3,14,+5.6%,65,+1.0%,26,+3.8,31,+2.4,42,+7.0
AJ Green,25.1,MIL,Wing,134,92,-13.4,94,-16.6,13,+5.9%,9,-3.0%,31,+2.9,13,+5.5,53,0.0
Scotty Pippen,24.0,MEM,Combo,189,8,+15.0,56,-1.6,3,+9.7%,25,-1.6%,23,+5.1,3,+9.0,95,-51.4
Amen Thompson,21.8,HOU,Combo,227,50,+0.1,28,+7.4,92,-8.2%,48,+0.1%,36,+1.6,79,-3.8,23,+27.6
Ausar Thompson,21.8,DET,Wing,134,72,-7.2,65,-5.4,89,-7.2%,75,+1.6%,5,+12.0,57,-0.7,1,+71.6
Anthony Black,20.8,ORL,Combo,107,31,+5.7,18,+9.2,35,+1.8%,83,+2.2%,42,+1.1,62,-1.6,30,+16.1
Cason Wallace,21.0,OKC,Combo,514,63,-3.1,63,-4.4,23,+3.1%,64,+1.0%,85,-6.4,50,+0.1,88,-33.3
Brandin Podziemski,21.7,GSW,Combo,412,73,-7.2,61,-3.6,75,-4.0%,43,-0.3%,40,+1.2,18,+4.4,74,-19.4
Ben Sheppard,23.3,IND,Wing,261,10,+12.4,19,+9.2,43,+1.0%,60,+0.6%,64,-2.3,41,+1.5,78,-22.4
Zach Edey,22.6,MEM,Big,172,59,-2.2,40,+2.8,77,-4.4%,20,-1.8%,25,+3.9,67,-2.0,18,+34.6
Quinten Post,24.6,GSW,Big,162,75,-7.9,82,-10.4,69,-3.3%,56,+0.3%,36,+1.5,94,-6.5,7,+49.1
