Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Pat Connaughton,28.8,MIL,Wing,317,48,+0.4%,17,+6.1%,4,+13.2%,68,-3.6%,24,+4.1%,20,+9.4%,89,-7.2%,75,-2.9%
Jae Crowder,31.3,PHX,Forward,377,34,+1.8%,29,+3.1%,31,+4.5%,83,-7.5%,46,+1.3%,67,-4.3%,58,-0.2%,60,-1.1%
Seth Curry,31.2,BKN,Wing,165,23,+3.4%,4,+13.7%,90,-9.6%,21,+10.0%,68,-2.8%,72,-5.7%,52,+0.4%,63,-1.4%
Stephen Curry,33.6,GSW,Point,762,53,-0.3%,85,-8.7%,50,+0.4%,62,-1.5%,51,-0.1%,61,-2.9%,39,+2.0%,45,+0.6%
DeMar DeRozan,32.2,CHI,Forward,203,1,+10.3%,97,-17.3%,0,+26.1%,99,-42.8%,22,+4.4%,1,+53.5%,10,+7.9%,0,+16.8%
Dewayne Dedmon,32.2,MIA,Big,134,19,+4.1%,22,+4.6%,80,-6.0%,87,-11.3%,88,-7.9%,53,-1.7%,6,+10.6%,10,+6.6%
Spencer Dinwiddie,28.6,DAL,Wing,494,64,-1.6%,65,-3.5%,79,-5.9%,45,+1.2%,79,-4.0%,34,+3.8%,52,+0.3%,39,+1.2%
Kevin Durant,33.1,BKN,Forward,217,6,+8.5%,12,+8.3%,21,+7.4%,12,+14.0%,8,+9.4%,2,+36.7%,37,+2.2%,14,+5.9%
Joel Embiid,27.6,PHI,Big,385,91,-4.9%,56,-1.1%,76,-5.4%,91,-18.3%,93,-9.5%,36,+3.4%,66,-1.6%,61,-1.1%
Dorian Finney-Smith,28.5,DAL,Forward,687,67,-1.9%,77,-6.2%,13,+11.0%,60,-1.3%,16,+7.0%,48,-0.5%,87,-6.5%,87,-5.0%
Danilo Gallinari,33.2,ATL,Forward,181,15,+5.2%,3,+15.9%,51,+0.3%,87,-12.3%,81,-4.4%,60,-2.8%,17,+5.4%,31,+2.6%
Rudy Gobert,29.3,UTA,Big,196,40,+1.2%,14,+7.3%,61,-1.8%,26,+8.8%,59,-1.4%,43,+0.5%,31,+2.6%,33,+2.3%
Aaron Gordon,26.1,DEN,Forward,160,65,-1.7%,92,-13.5%,94,-12.3%,52,+0.3%,91,-9.2%,78,-7.1%,8,+8.9%,19,+5.4%
Danny Green,34.4,PHI,Wing,318,73,-2.4%,87,-9.6%,8,+11.8%,48,+0.9%,17,+6.9%,49,-0.6%,60,-0.9%,60,-1.0%
Draymond Green,31.7,GSW,Big,698,93,-5.2%,94,-14.5%,55,-0.7%,77,-5.7%,62,-1.9%,51,-1.2%,70,-2.1%,69,-1.9%
Jeff Green,35.2,DEN,Big,113,79,-3.0%,94,-14.4%,77,-5.4%,46,+1.2%,70,-3.0%,85,-10.8%,21,+4.2%,43,+0.9%
James Harden,32.2,PHI,Point,478,70,-2.2%,87,-10.1%,27,+5.4%,65,-2.9%,44,+1.6%,69,-4.4%,9,+8.4%,13,+6.0%
Tobias Harris,29.3,PHI,Forward,465,18,+4.7%,13,+8.2%,6,+12.0%,72,-4.6%,23,+4.2%,16,+11.0%,68,-1.9%,37,+1.5%
Jrue Holiday,31.4,MIL,Point,462,2,+10.0%,93,-13.7%,3,+15.0%,25,+8.9%,3,+12.3%,6,+21.1%,3,+14.3%,1,+15.5%
Al Horford,35.4,BOS,Big,814,60,-0.7%,33,+2.5%,60,-1.3%,58,-0.6%,55,-1.0%,86,-11.0%,37,+2.3%,66,-1.7%
Danuel House,28.4,UTA,Wing,107,84,-4.2%,100,-30.3%,52,+0.1%,76,-5.4%,56,-1.1%,56,-1.9%,55,+0.0%,56,-0.3%
Brandon Ingram,24.2,NOP,Forward,304,42,+0.9%,86,-9.0%,29,+5.2%,17,+11.0%,14,+7.3%,3,+21.7%,67,-1.7%,25,+3.7%
Kyrie Irving,29.6,BKN,Combo,212,39,+1.2%,6,+11.8%,94,-11.7%,69,-4.1%,92,-9.4%,94,-15.9%,21,+4.8%,59,-0.9%
Nikola Jokic,26.7,DEN,Big,171,35,+1.8%,96,-17.0%,88,-9.2%,13,+13.6%,79,-4.0%,98,-22.0%,0,+17.9%,8,+7.9%
Tyus Jones,25.5,MEM,Combo,261,80,-3.2%,52,-0.9%,7,+11.9%,32,+5.6%,6,+10.4%,65,-4.1%,92,-8.9%,94,-7.7%
Zach LaVine,26.6,CHI,Wing,152,63,-1.2%,79,-7.1%,83,-7.4%,5,+19.0%,33,+3.1%,31,+4.5%,51,+0.5%,48,+0.3%
Kevon Looney,25.7,GSW,Big,441,72,-2.3%,5,+13.1%,74,-4.7%,42,+3.8%,67,-2.5%,39,+2.6%,87,-6.4%,81,-3.9%
Brook Lopez,33.6,MIL,Big,331,44,+0.8%,83,-8.4%,85,-8.1%,48,+1.2%,69,-2.8%,74,-6.0%,6,+9.7%,16,+5.7%
Kyle Lowry,35.6,MIA,Point,294,29,+2.1%,48,+0.1%,18,+7.8%,82,-7.4%,32,+3.2%,17,+10.7%,63,-1.3%,32,+2.6%
Wesley Matthews,35.0,MIL,Wing,344,59,-0.7%,17,+6.2%,84,-8.0%,84,-8.3%,90,-8.5%,45,+0.2%,44,+1.5%,40,+1.1%
CJ McCollum,30.1,NOP,Combo,311,54,-0.4%,49,0.0%,97,-12.7%,90,-15.1%,100,-13.0%,12,+12.7%,15,+5.6%,9,+7.0%
JaVale McGee,33.8,PHX,Big,125,21,+3.6%,71,-4.4%,10,+11.2%,10,+14.7%,2,+12.6%,96,-17.3%,13,+6.3%,49,+0.3%
Larry Nance Jr.,28.8,NOP,Big,164,96,-7.7%,58,-1.4%,71,-4.2%,70,-4.2%,75,-3.8%,99,-27.1%,96,-11.3%,99,-14.6%
Georges Niang,28.4,PHI,Big,194,78,-2.9%,41,+0.8%,89,-9.4%,44,+1.5%,83,-4.8%,77,-7.0%,61,-1.1%,74,-2.7%
Victor Oladipo,29.5,MIA,Combo,345,58,-0.7%,82,-7.6%,69,-3.9%,67,-3.6%,78,-3.9%,40,+1.1%,16,+5.4%,23,+4.0%
Chris Paul,36.5,PHX,Point,441,61,-1.1%,49,0.0%,54,-0.7%,74,-4.8%,57,-1.3%,84,-10.7%,30,+2.8%,67,-1.7%
Cameron Payne,27.2,PHX,Combo,151,89,-4.7%,76,-5.1%,86,-8.3%,14,+11.8%,80,-4.0%,44,+0.3%,82,-3.9%,73,-2.5%
Otto Porter,28.4,GSW,Forward,370,56,-0.6%,46,+0.2%,62,-1.9%,44,+1.5%,60,-1.5%,48,-0.6%,49,+0.6%,50,+0.3%
Bobby Portis,26.7,MIL,Big,297,74,-2.4%,78,-6.3%,90,-9.7%,53,+0.1%,82,-4.7%,94,-16.1%,14,+5.6%,53,-0.0%
Dwight Powell,30.3,DAL,Big,247,83,-4.1%,90,-12.1%,44,+1.4%,37,+4.8%,39,+2.2%,71,-4.8%,78,-3.2%,80,-3.7%
D'Angelo Russell,25.7,MIN,Point,233,27,+2.6%,32,+2.8%,87,-8.6%,94,-24.3%,97,-11.0%,27,+6.3%,7,+9.4%,6,+8.7%
Pascal Siakam,27.6,TOR,Forward,259,17,+4.8%,1,+27.7%,14,+9.0%,24,+9.0%,9,+9.1%,7,+19.1%,100,-31.3%,100,-16.4%
Marcus Smart,27.7,BOS,Combo,759,21,+3.8%,13,+7.6%,41,+1.8%,40,+4.0%,37,+2.6%,29,+4.9%,43,+1.6%,33,+2.4%
Klay Thompson,31.7,GSW,Wing,784,24,+3.3%,38,+1.5%,40,+1.9%,41,+3.9%,37,+2.7%,15,+11.5%,46,+1.2%,21,+4.1%
Karl-Anthony Towns,26.0,MIN,Big,245,5,+8.6%,34,+2.4%,6,+12.1%,8,+16.4%,2,+13.3%,52,-1.4%,13,+5.8%,24,+3.7%
PJ Tucker,36.5,MIA,Big,509,49,+0.3%,21,+4.6%,52,+0.2%,83,-7.8%,65,-2.2%,33,+3.9%,65,-1.5%,52,+0.2%
Jonas Valanciunas,29.5,NOP,Big,234,11,+5.9%,25,+4.3%,28,+5.4%,23,+9.4%,18,+6.4%,2,+30.6%,23,+4.0%,5,+9.5%
Fred VanVleet,27.7,TOR,Point,139,37,+1.4%,36,+2.2%,66,-3.1%,90,-14.7%,87,-5.5%,68,-4.4%,2,+16.7%,6,+8.8%
Nikola Vucevic,31.0,CHI,Big,180,46,+0.6%,95,-14.7%,11,+11.2%,33,+5.3%,17,+6.7%,89,-12.8%,18,+5.2%,46,+0.5%
Andrew Wiggins,26.7,GSW,Forward,766,75,-2.4%,90,-11.8%,23,+6.2%,86,-10.7%,33,+3.0%,83,-9.8%,38,+2.1%,63,-1.6%
Delon Wright,29.5,ATL,Combo,176,100,-9.7%,73,-4.7%,49,+0.6%,38,+4.2%,43,+1.6%,93,-15.8%,98,-11.9%,98,-13.0%
Gary Payton II,28.9,GSW,Combo,189,86,-4.4%,98,-18.3%,40,+2.0%,75,-5.0%,52,-0.4%,80,-8.3%,53,+0.3%,67,-1.7%
Chris Boucher,28.8,TOR,Big,129,48,+0.4%,21,+4.7%,35,+2.5%,0,+30.5%,11,+8.5%,76,-6.8%,60,-0.9%,76,-3.0%
Monte Morris,26.3,DEN,Point,155,8,+7.0%,67,-3.6%,56,-1.1%,25,+8.8%,30,+3.3%,63,-3.7%,4,+14.2%,4,+10.0%
Alex Caruso,27.7,CHI,Combo,113,69,-2.0%,44,+0.5%,99,-15.5%,33,+5.2%,89,-8.2%,31,+4.5%,71,-2.3%,71,-2.1%
OG Anunoby,24.3,TOR,Wing,216,95,-7.2%,99,-23.5%,53,-0.3%,98,-31.9%,85,-5.2%,79,-7.6%,83,-4.6%,89,-6.0%
Bam Adebayo,24.3,MIA,Big,612,87,-4.5%,80,-7.3%,48,+1.0%,3,+20.7%,15,+7.3%,50,-0.9%,94,-9.9%,93,-7.0%
John Collins,24.1,ATL,Big,121,20,+3.9%,31,+2.9%,12,+11.0%,16,+11.4%,4,+11.6%,95,-16.7%,11,+7.3%,55,-0.3%
Dillon Brooks,25.8,MEM,Wing,335,87,-4.5%,84,-8.6%,100,-20.7%,2,+22.2%,94,-9.7%,22,+8.6%,62,-1.1%,42,+1.0%
Jayson Tatum,23.7,BOS,Forward,982,66,-1.8%,27,+4.0%,29,+5.0%,34,+5.1%,19,+5.1%,92,-14.5%,94,-9.9%,96,-10.5%
Daniel Theis,29.6,BOS,Big,176,22,+3.5%,60,-1.8%,42,+1.7%,37,+4.9%,31,+3.2%,13,+12.4%,33,+2.4%,17,+5.7%
Maxi Kleber,29.8,DAL,Big,455,17,+4.8%,10,+10.7%,63,-2.2%,20,+10.3%,48,+1.1%,42,+0.8%,22,+4.1%,28,+3.3%
Bogdan Bogdanovic,29.2,ATL,Wing,160,71,-2.3%,91,-13.3%,36,+2.5%,15,+11.5%,26,+4.0%,58,-2.4%,40,+2.0%,44,+0.8%
Derrick White,27.3,BOS,Combo,572,63,-1.2%,48,+0.0%,82,-7.0%,60,-1.3%,83,-4.9%,33,+4.1%,47,+1.2%,37,+1.8%
Frank Ntilikina,23.3,DAL,Wing,108,85,-4.4%,16,+6.2%,95,-12.3%,78,-6.0%,94,-10.0%,87,-11.6%,73,-2.5%,85,-4.8%
Donovan Mitchell,25.1,UTA,Combo,229,7,+7.5%,0,+29.2%,19,+7.6%,4,+19.4%,7,+9.4%,25,+6.6%,67,-1.6%,47,+0.5%
Royce O'Neale,28.4,UTA,Wing,188,2,+10.1%,2,+19.6%,38,+2.3%,18,+10.4%,28,+3.6%,5,+21.2%,29,+2.9%,7,+8.4%
Kevin Huerter,23.2,ATL,Wing,212,10,+6.1%,23,+4.5%,68,-3.7%,38,+4.2%,50,+0.3%,10,+15.2%,24,+4.0%,10,+6.9%
Trae Young,23.1,ATL,Point,260,52,-0.3%,71,-4.2%,10,+11.3%,97,-28.8%,75,-3.6%,29,+5.0%,41,+1.6%,29,+2.9%
Robert Williams,24.0,BOS,Big,393,79,-2.9%,66,-3.5%,75,-5.2%,36,+5.0%,61,-1.7%,41,+0.9%,77,-3.1%,71,-2.0%
Luka Doncic,22.7,DAL,Point,551,68,-1.9%,24,+4.3%,67,-3.3%,67,-3.0%,72,-3.2%,91,-13.5%,56,-0.0%,78,-3.1%
Jaren Jackson,22.1,MEM,Big,331,94,-5.5%,43,+0.6%,96,-12.6%,2,+23.6%,64,-2.2%,75,-6.6%,93,-8.9%,94,-8.3%
Landry Shamet,24.6,PHX,Wing,181,37,+1.6%,83,-7.7%,2,+18.1%,28,+7.9%,1,+15.1%,70,-4.7%,48,+0.7%,62,-1.3%
Deandre Ayton,23.3,PHX,Big,390,60,-0.9%,28,+3.9%,70,-3.9%,85,-9.5%,87,-5.8%,17,+10.7%,83,-4.1%,52,+0.2%
Mikal Bridges,25.2,PHX,Wing,491,77,-2.8%,19,+5.3%,79,-5.9%,95,-26.4%,98,-11.4%,21,+8.8%,79,-3.7%,56,-0.4%
Grayson Allen,26.1,MIL,Wing,305,13,+5.4%,42,+0.8%,16,+8.3%,61,-1.4%,34,+2.9%,20,+9.4%,20,+4.9%,13,+6.0%
Jalen Brunson,25.2,DAL,Combo,627,45,+0.8%,57,-1.4%,37,+2.4%,40,+4.1%,36,+2.8%,19,+10.1%,76,-3.0%,48,+0.4%
Jevon Carter,26.1,MIL,Combo,119,90,-4.8%,56,-1.3%,78,-5.9%,52,+0.6%,67,-2.6%,28,+5.5%,95,-10.0%,88,-5.9%
Jarred Vanderbilt,22.6,MIN,Big,155,31,+1.9%,29,+3.5%,56,-0.8%,92,-21.1%,84,-4.9%,47,-0.2%,44,+1.5%,38,+1.5%
Bruce Brown,25.2,BKN,Forward,179,71,-2.3%,40,+1.3%,2,+17.3%,74,-4.8%,6,+10.2%,82,-9.5%,97,-11.9%,97,-11.1%
De'Anthony Melton,23.4,MEM,Combo,151,41,+0.9%,8,+11.4%,13,+10.0%,89,-14.0%,20,+4.8%,75,-6.7%,86,-5.8%,90,-6.0%
Shake Milton,25.1,PHI,Combo,137,67,-1.9%,61,-2.3%,72,-4.4%,43,+2.4%,60,-1.6%,40,+1.0%,84,-5.0%,82,-4.0%
Duncan Robinson,27.5,MIA,Wing,130,55,-0.4%,55,-1.1%,45,+1.3%,21,+9.8%,25,+4.0%,81,-9.1%,34,+2.4%,65,-1.7%
Gary Trent Jr.,22.8,TOR,Combo,199,25,+2.9%,10,+10.0%,21,+7.5%,13,+13.7%,10,+8.6%,73,-5.9%,81,-3.9%,83,-4.6%
Ja Morant,22.2,MEM,Point,336,26,+2.9%,72,-4.6%,71,-4.4%,54,+0.1%,74,-3.5%,18,+10.2%,29,+3.3%,20,+4.8%
DeAndre Hunter,23.9,ATL,Forward,233,10,+6.0%,30,+3.0%,17,+8.0%,30,+6.3%,13,+7.8%,9,+16.7%,64,-1.5%,25,+3.7%
Jaxson Hayes,21.4,NOP,Big,116,33,+1.8%,74,-4.7%,48,+0.7%,19,+10.4%,29,+3.4%,30,+4.5%,25,+3.9%,22,+4.0%
Cameron Johnson,25.7,PHX,Forward,311,32,+1.8%,40,+1.1%,46,+1.1%,29,+7.6%,35,+2.8%,46,0.0%,26,+3.5%,34,+2.1%
Tyler Herro,21.8,MIA,Combo,373,6,+8.0%,7,+11.7%,32,+3.9%,35,+5.1%,25,+4.0%,25,+6.7%,19,+5.1%,17,+5.6%
Matisse Thybulle,24.7,PHI,Wing,128,14,+5.4%,6,+12.9%,98,-14.0%,31,+6.1%,77,-3.9%,35,+3.5%,25,+3.6%,29,+3.2%
Brandon Clarke,25.1,MEM,Big,296,30,+1.9%,47,+0.1%,25,+6.0%,93,-22.5%,63,-2.0%,10,+15.5%,57,-0.1%,27,+3.5%
Grant Williams,22.9,BOS,Forward,636,40,+1.0%,51,-0.2%,39,+2.2%,79,-6.3%,56,-1.1%,37,+3.2%,50,+0.5%,41,+1.1%
Jordan Poole,22.4,GSW,Combo,588,51,-0.1%,15,+6.6%,44,+1.5%,51,+0.7%,45,+1.4%,62,-3.1%,71,-2.2%,72,-2.4%
Nicolas Claxton,22.5,BKN,Big,126,98,-8.2%,98,-21.2%,33,+3.7%,46,+1.2%,38,+2.4%,97,-18.4%,35,+2.3%,83,-4.1%
Caleb Martin,26.1,MIA,Forward,169,43,+0.9%,25,+4.1%,34,+2.5%,63,-2.6%,48,+0.8%,79,-7.3%,33,+2.4%,54,-0.2%
Max Strus,25.6,MIA,Wing,516,90,-4.8%,79,-7.1%,43,+1.7%,80,-7.2%,53,-0.8%,64,-3.8%,79,-3.5%,79,-3.6%
Gabe Vincent,25.4,MIA,Combo,394,88,-4.6%,68,-3.6%,87,-8.5%,22,+9.6%,71,-3.1%,60,-2.7%,85,-5.5%,84,-4.6%
Anthony Edwards,20.2,MIN,Wing,263,99,-8.6%,81,-7.6%,91,-10.2%,96,-26.7%,95,-10.1%,52,-1.3%,91,-8.7%,92,-6.9%
Patrick Williams,20.2,CHI,Big,144,0,+13.8%,75,-5.0%,1,+21.7%,9,+15.6%,0,+19.8%,0,+54.8%,69,-2.1%,2,+13.0%
Onyeka Okongwu,20.9,ATL,Big,153,92,-5.0%,35,+2.3%,75,-5.0%,71,-4.6%,86,-5.3%,23,+7.6%,98,-12.5%,91,-6.2%
Precious Achiuwa,22.1,TOR,Big,166,56,-0.5%,18,+5.7%,26,+5.4%,94,-24.8%,58,-1.3%,71,-4.8%,72,-2.3%,77,-3.0%
Tyrese Maxey,21.0,PHI,Combo,484,38,+1.4%,67,-3.5%,24,+6.1%,49,+0.8%,27,+3.9%,13,+12.5%,90,-7.7%,70,-1.9%
Payton Pritchard,23.8,BOS,Point,288,52,-0.1%,62,-2.5%,47,+1.1%,71,-4.3%,54,-1.0%,57,-2.3%,36,+2.3%,40,+1.2%
Jaden McDaniels,21.1,MIN,Forward,151,83,-3.6%,52,-0.3%,37,+2.3%,6,+17.8%,21,+4.6%,90,-13.2%,88,-6.6%,95,-8.5%
Desmond Bane,23.4,MEM,Wing,426,98,-8.1%,88,-10.2%,93,-11.4%,56,-0.6%,90,-9.1%,67,-4.3%,75,-3.0%,79,-3.3%
Xavier Tillman,22.8,MEM,Big,117,4,+8.9%,63,-2.8%,33,+3.0%,57,-0.6%,40,+1.9%,14,+11.6%,2,+14.6%,2,+13.7%
Paul Reed,22.4,PHI,Big,125,25,+3.1%,33,+2.6%,22,+7.3%,17,+10.8%,13,+7.5%,55,-1.9%,59,-0.7%,57,-0.5%
Scottie Barnes,20.3,TOR,Forward,132,76,-2.8%,69,-3.6%,98,-15.0%,64,-2.9%,99,-12.3%,38,+2.8%,63,-1.3%,51,+0.3%
Ziaire Williams,20.1,MEM,Wing,155,12,+5.8%,9,+10.9%,9,+11.4%,98,-29.2%,41,+1.9%,90,-13.3%,5,+10.9%,18,+5.4%
Herbert Jones,23.1,NOP,Forward,292,47,+0.5%,37,+2.1%,17,+8.0%,29,+7.5%,12,+8.0%,3,+21.7%,90,-8.0%,64,-1.7%
Trey Murphy III,21.4,NOP,Forward,162,75,-2.7%,45,+0.4%,59,-1.1%,81,-7.3%,76,-3.8%,100,-32.6%,45,+1.3%,87,-5.3%
Jose Alvarado,23.6,NOP,Point,150,33,+1.8%,60,-1.9%,81,-6.1%,59,-1.0%,71,-3.0%,6,+19.6%,32,+2.6%,11,+6.5%
