Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,26.0,DEN,Wing,2077,31,-2.0%,4,-6.6%,87,+2.6%,83,+3.1%,93,+5.7%,66,+0.5%,55,+0.4%,58,+0.8%
Solomon Alabi,23.6,TOR,Big,105,32,-1.9%,65,+0.9%,63,+0.6%,40,-0.7%,48,-0.1%,78,+1.0%,24,-1.9%,41,-0.9%
LaMarcus Aldridge,26.3,POR,Big,1987,79,+2.1%,73,+1.5%,48,-0.3%,56,+0.6%,51,+0.3%,70,+0.6%,19,-2.4%,31,-1.8%
Lavoy Allen,22.7,PHI,Big,569,25,-2.5%,34,-1.5%,27,-1.4%,89,+4.1%,76,+2.6%,51,-0.0%,34,-1.1%,38,-1.1%
Ray Allen,36.3,BOS,Wing,1558,74,+1.6%,73,+1.6%,39,-0.7%,25,-2.0%,21,-2.7%,42,-0.3%,68,+1.4%,61,+1.1%
Tony Allen,29.8,MEM,Wing,1523,55,+0.2%,94,+5.5%,63,+0.7%,51,+0.2%,58,+0.9%,8,-2.1%,7,-4.2%,7,-6.4%
Al-Farouq Aminu,21.1,NOH,Forward,1436,46,-0.6%,75,+1.7%,49,-0.2%,72,+1.9%,68,+1.7%,9,-2.0%,31,-1.4%,18,-3.4%
Lou Amundson,28.9,IND,Big,650,12,-3.6%,89,+3.9%,1,-6.1%,87,+3.8%,24,-2.4%,25,-0.9%,40,-0.6%,33,-1.6%
Chris Andersen,33.3,DEN,Big,481,36,-1.4%,92,+4.4%,7,-3.4%,35,-1.1%,10,-4.5%,21,-1.2%,64,+1.2%,49,+0.0%
Alan Anderson,29.0,TOR,Wing,450,9,-4.5%,54,-0.1%,76,+1.6%,61,+1.0%,75,+2.6%,22,-1.1%,32,-1.4%,24,-2.5%
