Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,29.3,MEM,Big,1132,88,+5.5,74,+0.7,28,-0.9%,64,+3.1,61,+0.2,64,+2.0%,70,+7.5,72,+0.6,16,-3.5%,58,+2.4
Kyle Anderson,29.1,MIN,Forward,1954,78,+3.2,80,+1.1,79,+1.2%,79,+7.5,96,+1.4,66,+2.2%,93,+22.7,55,+0.1,57,+0.5%,62,+3.7
Giannis Antetokounmpo,27.9,MIL,Big,2021,89,+5.6,92,+2.0,100,+4.7%,85,+10.1,91,+1.1,97,+12.2%,89,+18.4,80,+0.9,98,+8.6%,73,+7.3
Thanasis Antetokounmpo,30.3,MIL,Big,113,0,-17.7,1,-5.1,4,-2.7%,1,-36.7,2,-2.2,95,+10.8%,1,-69.2,3,-2.8,62,+0.8%,5,-26.5
Harrison Barnes,30.4,SAC,Forward,2658,90,+6.0,96,+2.5,26,-1.0%,94,+16.6,53,+0.0,64,+2.0%,57,+1.9,98,+2.6,6,-5.4%,97,+25.0
Will Barton,31.8,WAS,Wing,767,8,-8.7,63,+0.3,90,+2.1%,39,-3.4,81,+0.7,92,+8.5%,64,+4.2,33,-0.5,93,+5.0%,24,-9.7
Will Barton,31.8,TOR,Combo,201,1,-15.4,3,-3.8,29,-0.9%,8,-17.7,4,-1.7,61,+1.5%,14,-17.7,2,-3.1,17,-3.3%,3,-33.0
Nicolas Batum,33.9,LAC,Forward,1699,81,+3.8,49,-0.1,70,+0.9%,52,-0.2,39,-0.3,17,-5.1%,50,-0.6,65,+0.4,80,+2.7%,55,+1.7
Bradley Beal,29.3,WAS,Combo,1672,87,+5.4,41,-0.3,15,-1.5%,52,-0.2,23,-0.5,29,-2.8%,32,-7.4,60,+0.3,18,-3.3%,61,+3.2
Malik Beasley,25.9,UTA,Wing,1465,28,-3.5,13,-1.9,68,+0.8%,10,-14.8,38,-0.3,43,-0.8%,33,-7.1,14,-1.4,81,+2.8%,14,-16.6
Malik Beasley,25.9,LAL,Wing,611,3,-11.3,6,-2.5,14,-1.6%,9,-16.8,45,-0.1,19,-4.6%,19,-14.2,3,-2.9,13,-4.0%,9,-21.4
Davis Bertans,30.0,DAL,Big,457,34,-3.0,4,-3.2,78,+1.2%,3,-24.8,13,-0.9,42,-0.9%,10,-22.3,3,-2.7,95,+6.3%,3,-30.6
Patrick Beverley,34.3,LAL,Combo,1210,36,-2.6,11,-2.0,51,-0.0%,12,-12.8,27,-0.5,54,+0.5%,17,-15.5,8,-1.9,40,-1.0%,16,-14.9
Patrick Beverley,34.3,CHI,Point,605,9,-8.4,8,-2.3,0,-6.1%,34,-4.5,1,-2.4,0,-19.4%,17,-15.8,63,+0.3,2,-7.4%,80,+10.7
Bismack Biyombo,30.2,PHX,Big,822,68,+1.5,74,+0.8,93,+2.3%,55,+0.7,70,+0.4,81,+5.2%,53,+0.5,64,+0.3,82,+3.0%,50,-0.0
Bojan Bogdanovic,33.5,DET,Forward,1892,82,+3.8,40,-0.3,67,+0.8%,46,-1.8,66,+0.3,71,+2.8%,79,+11.3,25,-0.8,89,+4.3%,24,-9.5
Devin Booker,26.0,PHX,Wing,1828,99,+11.8,74,+0.8,65,+0.6%,71,+5.0,35,-0.3,11,-6.9%,47,-1.1,81,+1.0,91,+4.8%,78,+9.2
Malcolm Brogdon,29.9,BOS,Combo,1731,32,-3.1,73,+0.7,10,-1.9%,76,+5.9,64,+0.2,10,-7.6%,69,+6.4,64,+0.3,21,-2.9%,64,+4.0
Jaylen Brown,26.0,BOS,Wing,2400,29,-3.4,55,+0.1,89,+1.9%,44,-2.4,96,+1.4,53,+0.3%,96,+27.2,19,-1.1,90,+4.5%,17,-14.8
Reggie Bullock,31.6,DAL,Forward,2351,41,-1.8,30,-0.7,5,-2.4%,33,-4.8,27,-0.5,2,-14.3%,26,-10.6,45,-0.1,45,-0.5%,53,+1.0
Alec Burks,31.3,DET,Wing,1122,97,+8.8,30,-0.7,83,+1.5%,40,-3.2,60,+0.2,42,-0.9%,51,-0.5,28,-0.7,71,+1.7%,44,-1.9
Jimmy Butler,33.1,MIA,Forward,2138,96,+7.6,90,+1.8,39,-0.5%,92,+13.4,88,+0.9,74,+3.4%,80,+11.8,84,+1.1,30,-1.9%,88,+15.2
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,99,+11.5,51,+0.0,96,+3.1%,28,-5.9,6,-1.3,78,+4.1%,6,-30.5,87,+1.2,97,+7.4%,74,+7.6
Clint Capela,28.5,ATL,Big,1730,64,+1.1,61,+0.3,80,+1.3%,63,+3.0,54,+0.1,92,+9.1%,61,+3.4,66,+0.4,85,+3.5%,70,+6.5
Jordan Clarkson,30.4,UTA,Combo,1987,85,+4.7,99,+3.3,13,-1.6%,99,+26.2,68,+0.3,66,+2.2%,70,+7.6,97,+2.4,19,-3.2%,98,+27.8
Mike Conley,35.1,UTA,Point,1274,86,+5.0,68,+0.6,7,-2.1%,78,+6.6,48,-0.1,4,-12.3%,66,+5.3,73,+0.7,35,-1.5%,76,+8.4
Mike Conley,35.1,MIN,Point,752,90,+6.1,84,+1.4,32,-0.7%,87,+10.8,28,-0.4,77,+3.7%,39,-5.1,96,+2.1,15,-3.6%,96,+23.3
Pat Connaughton,29.8,MIL,Wing,1402,62,+0.9,41,-0.3,75,+1.1%,42,-2.6,58,+0.1,68,+2.6%,56,+1.6,39,-0.3,86,+3.7%,44,-2.1
Robert Covington,31.9,LAC,Big,697,33,-3.1,8,-2.4,63,+0.5%,8,-17.1,6,-1.4,26,-3.4%,7,-28.5,20,-1.1,59,+0.6%,18,-13.7
Jae Crowder,32.3,MIL,Forward,325,28,-3.6,62,+0.3,35,-0.6%,58,+1.3,38,-0.3,39,-1.2%,45,-2.4,78,+0.8,52,-0.0%,66,+5.0
Seth Curry,32.2,BKN,Wing,1181,21,-4.9,5,-3.0,24,-1.1%,6,-20.2,11,-1.1,7,-9.9%,12,-20.5,7,-2.0,52,-0.0%,9,-22.0
Stephen Curry,34.6,GSW,Point,1940,94,+7.0,94,+2.2,96,+2.9%,89,+12.1,77,+0.5,50,-0.2%,77,+10.3,92,+1.5,97,+7.1%,84,+12.7
Anthony Davis,29.6,LAL,Big,1904,71,+1.8,39,-0.4,68,+0.8%,35,-4.1,77,+0.5,51,-0.1%,70,+7.4,19,-1.1,39,-1.2%,22,-10.9
DeMar DeRozan,33.2,CHI,Forward,2673,69,+1.5,24,-1.1,5,-2.6%,30,-5.5,34,-0.4,28,-2.9%,35,-6.1,25,-0.9,3,-6.5%,25,-8.9
Dewayne Dedmon,33.2,MIA,Big,349,3,-11.5,9,-2.2,29,-0.9%,13,-12.2,49,-0.0,83,+5.6%,62,+3.5,5,-2.4,44,-0.5%,7,-24.3
Matthew Dellavedova,32.1,SAC,Point,158,0,-19.0,0,-6.1,74,+1.0%,2,-31.1,7,-1.3,77,+3.9%,11,-21.4,0,-4.9,81,+2.7%,1,-37.5
Gorgui Dieng,32.8,SAS,Big,259,5,-10.0,17,-1.4,32,-0.8%,16,-10.7,9,-1.1,94,+10.7%,8,-26.9,44,-0.2,29,-2.1%,46,-1.2
Spencer Dinwiddie,29.6,DAL,Combo,1792,12,-7.1,46,-0.2,82,+1.4%,55,+0.7,8,-1.2,72,+3.1%,5,-31.1,91,+1.4,92,+4.9%,97,+24.8
Spencer Dinwiddie,29.6,BKN,Point,917,95,+7.3,71,+0.7,41,-0.4%,68,+3.9,87,+0.9,5,-12.1%,93,+21.6,44,-0.1,13,-4.0%,35,-4.9
Goran Dragic,36.5,CHI,Combo,781,76,+2.7,83,+1.3,63,+0.5%,81,+8.5,94,+1.3,83,+5.6%,91,+20.0,49,-0.0,79,+2.6%,50,-0.0
Andre Drummond,29.2,CHI,Big,831,37,-2.4,90,+1.8,88,+1.8%,86,+10.4,74,+0.5,61,+1.5%,38,-5.5,89,+1.3,58,+0.5%,93,+18.6
Kris Dunn,28.6,UTA,Point,555,74,+2.5,85,+1.4,79,+1.2%,81,+8.5,99,+1.9,15,-5.9%,99,+39.0,38,-0.3,78,+2.5%,42,-2.8
Kevin Durant,34.1,BKN,Big,1402,95,+7.5,90,+1.8,41,-0.4%,88,+11.6,79,+0.6,54,+0.4%,71,+7.9,88,+1.2,19,-3.2%,87,+14.5
Kevin Durant,34.1,PHX,Big,269,62,+1.0,22,-1.2,39,-0.5%,29,-5.8,5,-1.5,3,-12.9%,7,-27.8,80,+0.9,43,-0.6%,84,+12.4
Joel Embiid,28.6,PHI,Big,2283,91,+6.2,29,-0.8,20,-1.3%,60,+1.9,62,+0.2,7,-9.5%,92,+21.0,23,-1.0,27,-2.2%,29,-7.6
Dorian Finney-Smith,29.5,DAL,Forward,1284,67,+1.4,44,-0.2,17,-1.4%,29,-5.8,11,-1.1,79,+4.6%,5,-31.4,79,+0.8,4,-6.4%,72,+7.1
Dorian Finney-Smith,29.5,BKN,Big,718,45,-1.1,85,+1.4,58,+0.3%,90,+12.2,16,-0.8,23,-3.8%,27,-9.8,94,+1.7,27,-2.2%,93,+18.7
Bryn Forbes,29.3,MIN,Wing,241,27,-3.7,6,-2.6,7,-2.1%,3,-26.3,12,-1.0,5,-11.1%,5,-31.1,7,-1.9,22,-2.8%,5,-26.5
Evan Fournier,30.0,NYK,Wing,453,9,-8.4,10,-2.1,87,+1.7%,9,-16.4,11,-1.0,28,-2.9%,12,-20.4,24,-0.9,93,+5.2%,18,-14.3
Rudy Gay,36.2,UTA,Forward,812,42,-1.7,22,-1.1,49,-0.1%,19,-10.2,47,-0.1,10,-7.6%,32,-7.1,18,-1.2,38,-1.2%,17,-14.5
Paul George,32.5,LAC,Wing,1937,89,+5.5,90,+1.7,25,-1.0%,94,+15.8,86,+0.8,26,-3.4%,88,+17.6,75,+0.8,11,-4.4%,86,+13.8
Taj Gibson,37.4,WAS,Big,444,57,+0.3,64,+0.4,11,-1.8%,69,+4.3,59,+0.2,16,-5.6%,65,+5.1,65,+0.4,11,-4.2%,58,+2.5
Rudy Gobert,30.3,MIN,Big,2148,16,-6.1,52,+0.0,6,-2.3%,56,+0.9,69,+0.3,9,-8.4%,82,+12.9,44,-0.1,8,-4.9%,43,-2.7
Aaron Gordon,27.1,DEN,Forward,2052,100,+13.3,65,+0.5,98,+3.5%,46,-1.7,19,-0.7,78,+4.2%,18,-14.4,87,+1.2,95,+6.7%,69,+6.4
Eric Gordon,33.9,HOU,Wing,1414,59,+0.6,9,-2.3,52,+0.0%,3,-24.1,23,-0.6,68,+2.5%,16,-16.2,10,-1.7,48,-0.2%,3,-32.5
Eric Gordon,33.9,LAC,Wing,541,65,+1.2,10,-2.2,20,-1.2%,23,-7.7,2,-2.2,6,-11.0%,6,-30.7,58,+0.2,80,+2.7%,73,+7.4
Jerami Grant,28.6,POR,Forward,2245,86,+4.8,82,+1.3,40,-0.5%,88,+11.5,80,+0.6,12,-6.7%,94,+23.5,72,+0.6,65,+1.1%,70,+6.5
Draymond Green,32.7,GSW,Big,2298,83,+4.2,77,+0.9,87,+1.8%,77,+6.6,80,+0.6,15,-5.8%,92,+20.8,63,+0.3,91,+4.6%,53,+1.1
JaMychal Green,32.4,GSW,Big,784,20,-5.1,16,-1.5,14,-1.6%,22,-8.4,10,-1.1,79,+4.4%,8,-26.3,36,-0.4,12,-4.1%,58,+2.6
Jeff Green,36.2,DEN,Big,1055,2,-13.3,41,-0.3,2,-3.8%,77,+6.5,68,+0.3,13,-6.4%,84,+14.2,31,-0.6,3,-6.5%,62,+3.7
Blake Griffin,33.6,BOS,Big,526,54,-0.1,3,-3.4,35,-0.6%,2,-27.4,5,-1.4,24,-3.7%,3,-35.9,7,-2.0,33,-1.7%,5,-26.3
Tim Hardaway Jr.,30.6,DAL,Forward,2140,90,+5.9,77,+1.0,52,+0.0%,84,+9.8,65,+0.3,87,+6.4%,71,+7.8,69,+0.5,21,-2.9%,75,+8.0
