Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Alex Abrines,25.3,OKC,Wing,558,6,-4.8%,34,-1.5%,54,+0.3%,15,-5.4%,23,-2.3%,4,-13.2%,11,-3.8%,4,-6.2%
Quincy Acy,28.1,PHX,Big,102,86,+2.1%,99,+9.1%,2,-9.0%,33,-2.4%,3,-6.6%,78,+4.2%,64,+0.9%,74,+1.4%
Steven Adams,25.3,OKC,Big,2678,96,+4.1%,85,+3.1%,79,+2.7%,63,+1.4%,80,+2.1%,91,+7.8%,75,+1.6%,89,+3.3%
LaMarcus Aldridge,33.3,SAS,Big,2698,54,-0.0%,65,+1.0%,73,+1.9%,82,+4.1%,86,+3.0%,21,-5.4%,69,+1.2%,56,+0.1%
Al-Farouq Aminu,28.1,POR,Big,2291,85,+2.0%,58,+0.4%,86,+3.8%,76,+3.3%,89,+3.6%,16,-6.9%,73,+1.5%,55,+0.1%
Justin Anderson,25.0,ATL,Wing,414,25,-1.9%,45,-0.5%,86,+3.8%,58,+0.8%,86,+2.9%,54,+0.2%,6,-5.3%,12,-3.7%
Kyle Anderson,25.1,MEM,Forward,1270,55,-0.0%,76,+2.1%,51,-0.0%,28,-3.2%,36,-1.1%,62,+1.4%,42,-0.7%,50,-0.2%
Ryan Anderson,30.5,PHX,Big,277,7,-4.5%,4,-8.1%,22,-2.8%,74,+2.9%,51,+0.0%,2,-16.3%,24,-2.0%,6,-5.2%
Giannis Antetokounmpo,23.9,MIL,Forward,2364,82,+1.8%,97,+6.6%,27,-2.1%,69,+2.1%,44,-0.5%,23,-5.1%,21,-2.2%,18,-2.7%
Carmelo Anthony,34.4,HOU,Forward,291,3,-5.5%,8,-5.2%,1,-10.6%,86,+5.1%,5,-5.8%,52,+0.0%,16,-2.8%,20,-2.4%
Trevor Ariza,33.3,PHX,Wing,883,44,-0.6%,37,-1.3%,34,-1.6%,55,+0.3%,42,-0.7%,87,+6.3%,19,-2.4%,51,-0.2%
Trevor Ariza,33.3,WAS,Wing,1463,93,+3.4%,49,-0.2%,38,-1.2%,74,+2.8%,63,+0.7%,97,+11.4%,94,+4.2%,98,+5.8%
D.J. Augustin,31.0,ORL,Point,2265,91,+2.8%,81,+2.7%,90,+4.7%,63,+1.4%,87,+3.2%,61,+1.3%,26,-1.7%,39,-1.0%
J.J. Barea,34.3,DAL,Combo,744,49,-0.3%,74,+1.9%,30,-1.9%,98,+10.7%,80,+2.2%,8,-10.3%,26,-1.7%,13,-3.5%
Harrison Barnes,26.4,DAL,Forward,1569,28,-1.7%,27,-2.2%,1,-9.3%,23,-3.9%,2,-7.5%,98,+11.9%,68,+1.2%,89,+3.4%
Harrison Barnes,26.4,SAC,Forward,948,69,+1.0%,48,-0.3%,12,-4.7%,7,-7.3%,5,-5.7%,100,+19.1%,87,+3.0%,98,+6.2%
Will Barton,27.8,DEN,Wing,1189,41,-0.8%,35,-1.4%,62,+1.0%,53,+0.0%,60,+0.6%,87,+6.6%,23,-2.1%,46,-0.5%
Nicolas Batum,29.9,CHA,Wing,2338,64,+0.6%,16,-3.8%,86,+3.8%,87,+5.3%,92,+4.4%,48,-0.4%,76,+1.8%,70,+1.1%
Jerryd Bayless,30.2,MIN,Point,637,13,-3.3%,40,-1.0%,7,-5.8%,74,+2.8%,32,-1.4%,6,-11.0%,15,-2.9%,8,-4.7%
Aron Baynes,31.9,BOS,Big,810,60,+0.4%,11,-4.7%,17,-3.8%,60,+1.0%,30,-1.6%,56,+0.5%,97,+5.7%,95,+4.6%
Kent Bazemore,29.3,ATL,Wing,1639,15,-3.1%,38,-1.2%,5,-6.7%,75,+2.9%,13,-3.7%,27,-4.2%,15,-3.0%,15,-3.1%
Bradley Beal,25.3,WAS,Wing,3025,94,+3.6%,94,+5.0%,49,-0.2%,80,+4.0%,75,+1.7%,70,+2.8%,79,+2.1%,83,+2.4%
Malik Beasley,21.9,DEN,Wing,1789,75,+1.4%,66,+1.1%,30,-1.9%,41,-1.5%,29,-1.7%,69,+2.7%,83,+2.6%,85,+2.5%
Michael Beasley,29.8,LAL,Big,254,31,-1.4%,66,+1.2%,21,-3.1%,86,+4.9%,34,-1.2%,93,+8.6%,1,-10.8%,9,-4.4%
Marco Belinelli,32.6,SAS,Wing,1796,64,+0.7%,24,-2.6%,37,-1.2%,44,-1.1%,35,-1.1%,65,+2.0%,52,-0.0%,61,+0.5%
DeAndre' Bembry,24.3,ATL,Wing,1873,38,-0.9%,45,-0.5%,45,-0.6%,15,-5.3%,26,-1.9%,14,-7.4%,58,+0.3%,28,-1.8%
Dragan Bender,21.0,PHX,Big,776,61,+0.5%,69,+1.4%,85,+3.7%,30,-2.8%,73,+1.5%,22,-5.2%,43,-0.6%,28,-1.8%
Davis Bertans,26.0,SAS,Big,1594,98,+4.9%,93,+4.2%,88,+4.2%,75,+3.1%,90,+3.8%,91,+7.7%,68,+1.1%,83,+2.3%
Patrick Beverley,30.3,LAC,Combo,2121,79,+1.6%,28,-2.2%,66,+1.4%,55,+0.2%,66,+1.0%,85,+5.9%,87,+3.1%,91,+3.7%
Bismack Biyombo,26.2,CHA,Big,755,19,-2.4%,51,-0.1%,4,-7.5%,58,+0.7%,10,-4.2%,46,-0.7%,34,-1.2%,41,-0.9%
Nemanja Bjelica,30.5,SAC,Big,1795,95,+3.8%,90,+4.0%,63,+1.0%,57,+0.7%,66,+1.0%,68,+2.4%,76,+1.8%,80,+2.0%
Eric Bledsoe,28.9,MIL,Point,2266,90,+2.6%,91,+4.0%,56,+0.6%,29,-3.0%,41,-0.8%,23,-4.9%,83,+2.5%,68,+1.0%
Bojan Bogdanovic,29.5,IND,Forward,2547,82,+1.8%,68,+1.3%,45,-0.6%,79,+3.9%,77,+1.8%,92,+7.9%,47,-0.5%,77,+1.7%
Andrew Bogut,33.9,GSW,Big,126,82,+1.8%,82,+2.8%,98,+9.1%,21,-4.3%,85,+2.7%,5,-12.9%,97,+6.0%,78,+1.9%
Devin Booker,22.0,PHX,Combo,2239,94,+3.4%,50,-0.1%,97,+8.3%,81,+4.0%,98,+6.7%,59,+1.0%,91,+3.5%,86,+2.9%
Avery Bradley,27.9,LAC,Wing,1462,24,-1.9%,42,-0.9%,11,-4.8%,78,+3.4%,30,-1.6%,14,-7.3%,67,+1.1%,41,-0.9%
Avery Bradley,27.9,MEM,Wing,442,71,+1.1%,79,+2.3%,48,-0.3%,97,+9.2%,88,+3.5%,88,+6.6%,47,-0.4%,72,+1.3%
Corey Brewer,32.7,PHI,Forward,120,0,-15.5%,0,-22.1%,0,-25.1%,4,-9.0%,0,-19.1%,0,-21.4%,35,-1.2%,5,-5.7%
Corey Brewer,32.7,SAC,Wing,332,27,-1.8%,39,-1.2%,52,+0.0%,42,-1.3%,46,-0.4%,27,-4.1%,46,-0.5%,37,-1.1%
Malcolm Brogdon,25.9,MIL,Combo,1820,64,+0.6%,72,+1.7%,4,-7.3%,46,-0.7%,8,-4.9%,85,+5.7%,23,-2.1%,48,-0.4%
MarShon Brooks,29.8,MEM,Wing,368,12,-3.4%,56,+0.2%,34,-1.6%,19,-4.6%,19,-2.6%,1,-18.6%,25,-1.9%,7,-5.0%
Jaylen Brown,22.0,BOS,Wing,1852,28,-1.7%,36,-1.4%,33,-1.6%,8,-6.9%,12,-4.0%,64,+1.7%,31,-1.4%,45,-0.6%
Lorenzo Brown,28.2,TOR,Wing,147,3,-5.6%,7,-5.5%,74,+2.1%,83,+4.5%,83,+2.5%,33,-2.9%,0,-11.5%,1,-8.7%
Reggie Bullock,27.6,DET,Wing,1352,98,+5.0%,77,+2.1%,76,+2.2%,32,-2.6%,58,+0.5%,80,+4.4%,99,+7.4%,99,+6.6%
Reggie Bullock,27.6,LAL,Wing,519,64,+0.6%,91,+4.1%,72,+1.9%,50,-0.3%,61,+0.6%,29,-3.6%,42,-0.7%,31,-1.6%
Trey Burke,26.0,NYK,Point,677,45,-0.6%,72,+1.7%,22,-3.0%,78,+3.6%,56,+0.4%,3,-15.8%,64,+0.8%,31,-1.5%
Trey Burke,26.0,DAL,Point,407,88,+2.3%,18,-3.5%,16,-3.9%,98,+9.4%,66,+1.0%,67,+2.3%,96,+5.3%,95,+4.6%
Alec Burks,27.3,UTA,Wing,255,10,-3.9%,63,+0.8%,8,-5.5%,11,-6.1%,5,-5.6%,0,-22.8%,49,-0.3%,4,-6.4%
Alec Burks,27.3,CLE,Wing,954,29,-1.6%,6,-6.3%,61,+0.8%,44,-1.0%,54,+0.2%,67,+2.4%,55,+0.1%,63,+0.6%
Alec Burks,27.3,SAC,Wing,111,78,+1.5%,56,+0.2%,98,+9.4%,100,+15.0%,100,+11.3%,0,-20.7%,37,-1.1%,6,-5.3%
Jimmy Butler,29.1,MIN,Wing,361,17,-2.8%,1,-10.4%,55,+0.4%,41,-1.6%,47,-0.3%,90,+7.4%,3,-6.9%,17,-2.8%
Jimmy Butler,29.1,PHI,Forward,1823,63,+0.6%,81,+2.7%,41,-0.9%,37,-1.9%,33,-1.3%,50,-0.3%,49,-0.3%,50,-0.3%
Bruno Caboclo,23.1,MEM,Forward,783,68,+0.9%,59,+0.5%,61,+0.9%,31,-2.7%,45,-0.5%,18,-6.3%,94,+4.4%,73,+1.4%
Jose Calderon,37.1,DET,Combo,580,3,-5.6%,18,-3.4%,48,-0.3%,34,-2.1%,44,-0.5%,11,-8.6%,3,-7.1%,2,-7.4%
Kentavious Caldwell-Pope,25.7,LAL,Wing,1989,45,-0.5%,32,-1.8%,50,-0.1%,88,+5.5%,81,+2.3%,86,+5.9%,40,-0.8%,65,+0.7%
Isaiah Canaan,27.4,PHX,Combo,500,47,-0.4%,53,+0.1%,81,+3.1%,38,-1.9%,68,+1.1%,52,+0.0%,27,-1.7%,35,-1.2%
Clint Capela,24.5,HOU,Big,2244,64,+0.7%,81,+2.6%,32,-1.7%,14,-5.4%,18,-2.7%,72,+3.0%,43,-0.6%,59,+0.4%
DeMarre Carroll,32.3,BKN,Forward,1696,26,-1.8%,45,-0.5%,28,-2.1%,87,+5.3%,52,+0.1%,25,-4.6%,26,-1.8%,20,-2.4%
Vince Carter,41.8,ATL,Big,1322,28,-1.6%,19,-3.4%,53,+0.2%,78,+3.4%,69,+1.2%,49,-0.4%,30,-1.5%,31,-1.5%
Michael Carter-Williams,27.1,ORL,Combo,222,50,-0.2%,37,-1.4%,76,+2.3%,3,-11.1%,17,-3.0%,78,+4.1%,90,+3.3%,89,+3.4%
Omri Casspi,30.4,MEM,Forward,492,81,+1.7%,68,+1.3%,86,+3.9%,66,+1.7%,86,+3.1%,51,-0.2%,65,+0.9%,64,+0.7%
Willie Cauley-Stein,25.2,SAC,Big,2222,80,+1.7%,71,+1.6%,12,-4.7%,74,+2.9%,31,-1.6%,86,+6.3%,48,-0.4%,69,+1.1%
Tyson Chandler,36.1,LAL,Big,785,41,-0.8%,21,-3.1%,81,+3.1%,6,-8.3%,28,-1.7%,78,+4.1%,87,+3.0%,88,+3.3%
Wilson Chandler,31.5,PHI,Big,951,97,+4.6%,63,+0.8%,77,+2.5%,90,+6.4%,91,+4.2%,96,+10.1%,91,+3.5%,95,+4.8%
Wilson Chandler,31.5,LAC,Forward,210,5,-4.9%,81,+2.5%,3,-8.1%,7,-7.3%,1,-7.6%,1,-19.7%,13,-3.3%,2,-7.3%
Marquese Chriss,21.3,CLE,Big,394,10,-3.8%,6,-6.4%,57,+0.6%,52,-0.1%,54,+0.2%,30,-3.5%,7,-5.0%,9,-4.7%
Ian Clark,27.7,NOP,Combo,944,27,-1.7%,36,-1.4%,83,+3.4%,68,+1.9%,85,+2.9%,56,+0.6%,9,-4.3%,14,-3.3%
Jordan Clarkson,26.4,CLE,Combo,2179,86,+2.1%,80,+2.5%,55,+0.4%,85,+4.9%,80,+2.2%,66,+2.1%,28,-1.6%,42,-0.8%
Darren Collison,31.2,IND,Point,2143,77,+1.5%,49,-0.2%,29,-2.0%,75,+3.1%,58,+0.5%,83,+5.3%,94,+4.7%,96,+4.9%
Mike Conley,31.1,MEM,Point,2341,54,-0.0%,80,+2.5%,29,-2.0%,93,+7.5%,74,+1.6%,15,-7.0%,40,-0.8%,20,-2.4%
Pat Connaughton,25.8,MIL,Wing,1153,45,-0.6%,72,+1.8%,49,-0.3%,62,+1.3%,56,+0.4%,46,-0.7%,29,-1.5%,31,-1.5%
DeMarcus Cousins,28.2,GSW,Big,753,55,+0.0%,54,+0.1%,69,+1.6%,50,-0.3%,55,+0.3%,23,-4.9%,24,-2.0%,18,-2.7%
Robert Covington,27.9,PHI,Forward,439,51,-0.2%,94,+4.8%,1,-9.5%,53,+0.0%,6,-5.5%,70,+2.9%,36,-1.1%,45,-0.6%
Robert Covington,27.9,MIN,Wing,748,25,-1.9%,82,+2.8%,22,-3.0%,14,-5.5%,11,-4.1%,65,+2.0%,14,-3.1%,23,-2.1%
Allen Crabbe,26.6,BKN,Wing,1117,48,-0.3%,30,-2.0%,57,+0.6%,19,-4.6%,38,-0.9%,90,+7.3%,56,+0.1%,76,+1.6%
Jamal Crawford,38.6,PHX,Point,1208,35,-1.1%,43,-0.7%,28,-2.1%,67,+1.9%,44,-0.5%,54,+0.3%,15,-2.8%,25,-2.0%
Jae Crowder,28.3,UTA,Big,2158,35,-1.1%,47,-0.4%,21,-3.1%,87,+5.2%,49,-0.2%,52,+0.1%,25,-1.9%,33,-1.4%
Dante Cunningham,31.5,SAS,Forward,834,6,-4.7%,8,-5.2%,42,-0.8%,24,-3.8%,21,-2.5%,9,-9.7%,10,-4.0%,7,-5.1%
Seth Curry,28.2,POR,Wing,1362,44,-0.6%,43,-0.8%,68,+1.6%,27,-3.2%,42,-0.7%,96,+10.0%,32,-1.3%,63,+0.6%
Stephen Curry,30.6,GSW,Point,2326,99,+5.8%,86,+3.5%,81,+3.1%,67,+1.8%,81,+2.2%,58,+0.9%,94,+4.7%,92,+4.0%
Troy Daniels,27.3,PHX,Wing,706,51,-0.2%,34,-1.6%,52,+0.0%,46,-0.6%,48,-0.2%,55,+0.4%,64,+0.8%,65,+0.7%
Anthony Davis,25.6,NOP,Big,1849,66,+0.7%,70,+1.5%,13,-4.4%,59,+0.9%,17,-2.8%,66,+2.3%,75,+1.7%,78,+1.8%
Deyonta Davis,21.9,ATL,Big,117,0,-9.3%,2,-9.5%,2,-8.6%,94,+7.9%,8,-5.0%,17,-6.6%,4,-6.1%,3,-7.0%
Ed Davis,29.4,BKN,Big,1443,16,-2.9%,32,-1.8%,14,-4.4%,3,-10.2%,5,-6.0%,72,+3.0%,39,-0.9%,51,-0.2%
DeMar DeRozan,29.2,SAS,Wing,2687,19,-2.3%,38,-1.2%,57,+0.6%,51,-0.1%,54,+0.2%,54,+0.2%,28,-1.6%,39,-1.0%
Dewayne Dedmon,29.2,ATL,Big,1603,92,+3.2%,92,+4.1%,24,-2.6%,96,+8.6%,64,+0.8%,87,+6.4%,78,+1.9%,87,+3.1%
Sam Dekker,24.5,CLE,Big,155,92,+3.2%,86,+3.4%,12,-4.7%,12,-6.0%,7,-5.4%,70,+2.8%,100,+10.7%,100,+9.1%
Sam Dekker,24.5,WAS,Forward,578,26,-1.8%,20,-3.2%,24,-2.7%,65,+1.6%,43,-0.7%,42,-1.2%,31,-1.4%,32,-1.4%
Matthew Dellavedova,28.1,CLE,Wing,697,78,+1.5%,71,+1.6%,78,+2.6%,76,+3.2%,85,+2.8%,41,-1.3%,30,-1.5%,31,-1.5%
Luol Deng,33.5,MIN,Forward,350,98,+5.0%,54,+0.1%,36,-1.4%,99,+11.3%,93,+4.5%,87,+6.3%,93,+4.0%,95,+4.7%
Cheick Diallo,22.1,NOP,Big,850,63,+0.6%,28,-2.2%,99,+11.4%,57,+0.6%,99,+7.5%,59,+1.1%,35,-1.1%,44,-0.7%
Gorgui Dieng,28.8,MIN,Big,961,45,-0.5%,12,-4.5%,82,+3.2%,82,+4.1%,90,+3.8%,77,+3.9%,54,+0.1%,70,+1.2%
Spencer Dinwiddie,25.6,BKN,Combo,1913,22,-2.0%,33,-1.7%,72,+1.8%,4,-9.9%,29,-1.7%,47,-0.6%,15,-2.9%,23,-2.2%
Goran Dragic,32.5,MIA,Point,990,58,+0.2%,79,+2.4%,46,-0.5%,16,-5.2%,26,-1.9%,35,-2.4%,52,-0.0%,42,-0.7%
Andre Drummond,25.2,DET,Big,2640,98,+5.6%,77,+2.2%,93,+5.6%,86,+5.0%,92,+4.4%,90,+7.1%,89,+3.2%,93,+4.3%
Jared Dudley,33.3,BKN,Forward,1199,75,+1.3%,74,+1.9%,66,+1.4%,39,-1.7%,58,+0.5%,55,+0.5%,66,+1.0%,67,+0.9%
Kris Dunn,24.6,CHI,Combo,1389,85,+2.0%,68,+1.3%,55,+0.3%,42,-1.3%,49,-0.2%,89,+7.0%,93,+4.1%,95,+4.6%
Kevin Durant,30.1,GSW,Forward,2698,99,+5.8%,99,+8.4%,97,+7.9%,91,+6.5%,98,+7.1%,75,+3.8%,76,+1.7%,82,+2.2%
Henry Ellenson,21.8,NYK,Forward,176,34,-1.2%,52,+0.0%,1,-9.0%,22,-4.1%,3,-6.5%,32,-3.0%,83,+2.5%,68,+0.9%
Wayne Ellington,30.9,MIA,Wing,508,4,-5.4%,1,-10.6%,58,+0.6%,16,-5.2%,39,-0.9%,65,+2.1%,5,-5.8%,12,-3.6%
Wayne Ellington,30.9,DET,Wing,760,20,-2.3%,24,-2.6%,22,-3.1%,78,+3.6%,31,-1.5%,28,-3.8%,6,-5.4%,8,-4.9%
Joel Embiid,24.6,PHI,Big,2155,91,+2.8%,95,+5.2%,35,-1.4%,83,+4.2%,65,+0.9%,74,+3.5%,69,+1.2%,76,+1.6%
James Ennis,28.3,HOU,Wing,916,80,+1.6%,99,+8.0%,96,+7.2%,1,-15.9%,82,+2.5%,8,-10.1%,51,-0.2%,17,-2.8%
James Ennis,28.3,PHI,Wing,268,24,-1.9%,9,-5.2%,58,+0.6%,24,-3.7%,32,-1.4%,12,-8.1%,86,+2.8%,55,+0.1%
Tyreke Evans,29.1,IND,Wing,1371,30,-1.5%,20,-3.2%,64,+1.1%,31,-2.7%,40,-0.9%,18,-6.4%,31,-1.4%,18,-2.7%
Dante Exum,23.3,UTA,Combo,593,22,-2.1%,31,-1.9%,12,-4.7%,99,+12.9%,56,+0.4%,37,-2.2%,7,-5.0%,10,-4.2%
Kenneth Faried,29.0,HOU,Big,577,75,+1.4%,22,-3.0%,73,+1.9%,99,+11.2%,91,+4.1%,63,+1.5%,63,+0.8%,68,+0.9%
Derrick Favors,27.3,UTA,Big,1757,32,-1.3%,32,-1.8%,74,+2.2%,37,-1.9%,64,+0.8%,37,-2.1%,18,-2.4%,22,-2.3%
Cristiano Felicio,26.3,CHI,Big,606,56,+0.1%,19,-3.4%,93,+5.3%,55,+0.4%,88,+3.4%,77,+3.9%,30,-1.5%,53,-0.1%
Raymond Felton,34.3,OKC,Combo,368,5,-4.9%,55,+0.2%,36,-1.3%,85,+4.7%,70,+1.3%,8,-10.3%,5,-5.9%,3,-7.1%
Yogi Ferrell,25.5,SAC,Combo,972,53,-0.1%,25,-2.5%,94,+6.2%,80,+3.9%,95,+5.3%,40,-1.8%,41,-0.8%,38,-1.0%
Dorian Finney-Smith,25.5,DAL,Forward,1933,23,-1.9%,52,0.0%,64,+1.1%,38,-1.8%,53,+0.1%,13,-7.9%,17,-2.6%,11,-3.8%
Bryn Forbes,25.3,SAS,Combo,2282,56,+0.1%,90,+4.0%,33,-1.7%,70,+2.3%,52,+0.1%,50,-0.3%,58,+0.4%,56,+0.1%
