Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Alex Acker,25.8,LAC,Wing,132,24,46.8%,2,33%,97,60%,93,47%,99,50%,0,25%,0,50%,0,40%
Arron Afflalo,23.0,DET,Wing,1193,63,51.7%,82,65%,9,20%,41,37%,29,34%,79,45%,23,33%,85,41%
Alexis Ajinca,20.5,CHA,Big,136,7,39.2%,4,44%,65,42%,51,38%,51,39%,0,0%,0,0%,0,0%
LaMarcus Aldridge,23.3,POR,Big,2993,37,48.9%,75,66%,76,45%,62,41%,73,43%,31,37%,0,0%,31,30%
Joe Alexander,21.9,MIL,Forward,612,13,45.4%,84,66%,11,21%,45,39%,14,33%,0,27%,28,33%,18,31%
Malik Allen,30.3,MIL,Big,522,12,42.4%,5,45%,90,50%,52,39%,67,42%,0,0%,0,0%,0,0%
Ray Allen,33.3,BOS,Wing,2866,98,57.8%,79,64%,87,49%,96,49%,97,49%,89,47%,60,37%,84,41%
Tony Allen,26.8,BOS,Wing,782,46,49.4%,53,58%,41,35%,3,25%,15,30%,0,27%,0,33%,8,30%
Morris Almond,23.7,UTA,Wing,233,13,44.6%,9,47%,81,45%,85,44%,88,45%,0,25%,0,29%,0,27%
Rafer Alston,32.3,HOU,Point,1587,26,45.2%,13,41%,37,35%,39,39%,35,37%,48,38%,52,36%,49,36%
Rafer Alston,32.3,ORL,Point,853,41,46.8%,39,49%,48,39%,83,46%,70,43%,21,32%,39,32%,32,32%
Lou Amundson,25.9,PHX,Big,909,63,52.4%,33,58%,24,31%,26,33%,21,32%,0,0%,0,0%,0,0%
Chris Andersen,30.3,DEN,Big,1412,78,55.1%,62,63%,11,23%,71,43%,22,32%,0,33%,0,0%,0,11%
Ryan Anderson,20.5,BKN,Big,1233,34,48.3%,3,44%,37,35%,65,42%,48,38%,25,34%,56,37%,56,36%
Carmelo Anthony,24.4,DEN,Forward,2273,23,47.2%,27,56%,55,38%,32,38%,46,38%,60,39%,65,38%,64,39%
Joel Anthony,26.2,MIA,Big,1008,43,49.6%,38,59%,40,36%,9,14%,23,33%,0,0%,0,0%,0,0%
Trevor Ariza,23.3,LAL,Wing,1902,63,51.8%,75,63%,17,26%,22,33%,17,31%,6,28%,80,39%,25,34%
Hilton Armstrong,23.9,NOP,Big,1050,86,56.5%,84,68%,58,40%,48,38%,49,39%,0,0%,0,0%,0,0%
Darrell Arthur,20.6,MEM,Big,1426,15,43.6%,21,55%,26,32%,57,40%,38,36%,0,0%,0,0%,0,0%
Chucky Atkins,34.2,OKC,Combo,278,0,35.4%,5,27%,0,0%,44,38%,28,33%,0,17%,21,29%,6,27%
D.J. Augustin,21.0,CHA,Point,1844,85,52.5%,22,47%,28,33%,48,41%,43,38%,79,44%,98,45%,98,45%
Kelenna Azubuike,24.9,GSW,Wing,2350,65,51.9%,59,59%,25,29%,51,38%,29,34%,71,44%,97,45%,95,45%
Renaldo Balkman,24.3,DEN,Big,704,90,57.8%,59,63%,96,56%,26,33%,49,39%,0,0%,0,50%,0,40%
Marcus Banks,27.0,MIA,Combo,134,28,44.4%,98,80%,0,0%,0,14%,0,13%,0,17%,0,33%,0,22%
Leandro Barbosa,25.9,PHX,Combo,1661,98,54.9%,93,66%,30,30%,95,48%,63,40%,79,45%,47,36%,83,39%
J.J. Barea,24.4,DAL,Combo,1476,77,50.7%,49,52%,53,37%,93,48%,88,43%,33,35%,68,39%,67,38%
Andrea Bargnani,23.0,TOR,Big,2418,58,51.3%,38,59%,44,37%,75,43%,63,41%,0,17%,78,42%,72,41%
Matt Barnes,28.6,PHX,Wing,2051,61,51.5%,78,64%,72,43%,13,30%,47,39%,24,34%,41,35%,29,35%
Brent Barry,36.8,HOU,Wing,798,83,53.5%,15,50%,77,44%,100,60%,100,53%,33,38%,49,36%,41,36%
Brandon Bass,23.5,DAL,Big,1501,56,51.0%,40,59%,62,41%,89,47%,85,45%,0,0%,0,0%,0,0%
Maceo Baston,32.4,IND,Big,201,79,55.6%,37,59%,90,50%,57,40%,87,45%,0,0%,0,0%,0,0%
Tony Battie,32.7,ORL,Big,1159,51,50.2%,99,78%,55,39%,62,41%,60,40%,0,50%,0,25%,0,33%
Shane Battier,30.1,HOU,Wing,2022,91,54.8%,44,56%,71,43%,11,29%,50,39%,73,44%,46,35%,66,39%
Nicolas Batum,19.9,POR,Wing,1407,75,52.6%,80,64%,4,13%,29,34%,11,29%,22,34%,76,39%,38,36%
Jerryd Bayless,20.2,POR,Combo,560,2,38.1%,37,50%,16,25%,2,20%,2,21%,0,23%,0,31%,3,27%
Michael Beasley,19.8,MIA,Big,1976,38,48.9%,23,55%,70,43%,79,44%,78,44%,44,43%,81,42%,84,42%
Marco Belinelli,22.6,GSW,Wing,849,82,53.4%,66,60%,59,41%,53,39%,54,39%,100,53%,64,38%,90,42%
Charlie Bell,29.6,MIL,Wing,1731,47,49.5%,35,54%,22,29%,79,43%,72,42%,78,44%,9,29%,42,36%
Raja Bell,32.1,CHA,Wing,1600,57,51.1%,86,66%,62,41%,87,45%,85,44%,28,37%,88,41%,75,40%
Raja Bell,32.1,PHX,Wing,711,96,55.7%,58,59%,22,29%,28,34%,25,33%,63,43%,99,49%,98,47%
Mike Bibby,30.5,ATL,Point,2731,76,51.9%,96,70%,81,45%,61,43%,74,43%,59,40%,68,39%,68,39%
Andris Biedrins,22.6,GSW,Big,1860,91,57.8%,67,64%,15,27%,99,100%,12,28%,0,0%,0,0%,0,0%
