Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Quincy Acy,23.1,SAC,Big,744,58,-0.4%,48,+0.2%,41,+0.3%,77,-1.7%,71,-1.4%,50,-0.0%,23,+1.3%,27,+1.2%
Steven Adams,20.3,OKC,Big,1115,18,+2.0%,78,-1.6%,53,-0.2%,22,+1.5%,28,+1.3%,38,+0.2%,47,+0.1%,41,+0.3%
Jeff Adrien,27.7,CHA,Big,226,46,+0.2%,11,+3.2%,60,-0.4%,88,-2.6%,87,-3.0%,71,-0.6%,41,+0.4%,51,-0.2%
Jeff Adrien,27.7,MIL,Big,676,70,-1.0%,94,-3.4%,51,-0.1%,11,+2.5%,16,+2.4%,32,+0.4%,34,+0.7%,29,+1.1%
Arron Afflalo,28.0,ORL,Wing,2543,15,+2.2%,86,-2.4%,24,+1.1%,15,+2.0%,8,+3.2%,26,+0.5%,79,-1.3%,65,-0.8%
Alexis Ajinca,25.5,NOP,Big,934,69,-1.0%,36,+0.9%,79,-1.2%,38,+0.4%,59,-0.7%,54,-0.1%,52,-0.0%,50,-0.1%
Cole Aldrich,25.0,NYK,Big,210,48,+0.1%,91,-3.0%,96,-2.9%,79,-1.9%,96,-4.7%,21,+0.6%,0,+7.1%,0,+7.7%
LaMarcus Aldridge,28.3,POR,Big,2496,62,-0.6%,87,-2.5%,27,+0.9%,4,+3.5%,3,+4.5%,86,-0.9%,73,-1.0%,84,-2.0%
Lavoy Allen,24.7,PHI,Big,905,23,+1.6%,60,-0.4%,82,-1.3%,71,-1.3%,85,-2.7%,60,-0.3%,3,+3.4%,7,+3.1%
Ray Allen,38.3,MIA,Wing,1897,43,+0.4%,47,+0.2%,70,-0.8%,41,+0.3%,56,-0.5%,58,-0.2%,39,+0.5%,41,+0.3%
Tony Allen,31.8,MEM,Wing,1271,39,+0.7%,33,+1.2%,69,-0.7%,47,-0.0%,60,-0.8%,15,+0.9%,78,-1.3%,56,-0.4%
Al-Farouq Aminu,23.1,NOP,Forward,2032,21,+1.7%,40,+0.6%,57,-0.4%,30,+1.0%,39,+0.6%,87,-1.0%,56,-0.2%,74,-1.2%
Lou Amundson,30.9,NOP,Big,165,100,-6.3%,68,-0.9%,30,+0.8%,36,+0.6%,26,+1.4%,5,+1.5%,88,-2.1%,58,-0.5%
Chris Andersen,35.3,MIA,Big,1368,96,-4.0%,21,+2.0%,35,+0.5%,78,-1.8%,69,-1.3%,80,-0.8%,49,+0.1%,63,-0.7%
Alan Anderson,31.0,BKN,Wing,1622,81,-2.0%,9,+3.5%,49,-0.1%,96,-3.8%,93,-3.8%,5,+1.5%,77,-1.2%,40,+0.3%
James Anderson,24.6,PHI,Wing,2289,27,+1.4%,62,-0.5%,52,-0.2%,32,+0.8%,38,+0.6%,24,+0.6%,67,-0.7%,50,-0.1%
Ryan Anderson,25.5,NOP,Big,778,50,+0.0%,53,-0.1%,85,-1.6%,52,-0.3%,77,-1.9%,20,+0.7%,23,+1.3%,17,+2.0%
Giannis Antetokounmpo,18.9,MIL,Forward,1796,81,-2.0%,39,+0.7%,31,+0.7%,82,-2.1%,69,-1.3%,28,+0.5%,46,+0.1%,34,+0.6%
Carmelo Anthony,29.4,NYK,Forward,2971,90,-3.0%,57,-0.2%,33,+0.7%,13,+2.3%,10,+2.9%,61,-0.3%,93,-2.4%,91,-2.7%
Joel Anthony,31.2,BOS,Big,128,6,+3.5%,29,+1.4%,2,+3.3%,33,+0.8%,4,+4.1%,97,-2.0%,98,-3.4%,99,-5.4%
Pero Antic,31.3,ATL,Big,898,76,-1.5%,42,+0.6%,93,-2.3%,44,+0.1%,81,-2.2%,29,+0.4%,24,+1.2%,21,+1.7%
Trevor Ariza,28.3,WAS,Wing,2715,70,-1.0%,9,+3.5%,83,-1.4%,42,+0.2%,68,-1.2%,35,+0.2%,94,-2.5%,87,-2.3%
Darrell Arthur,25.6,DEN,Big,1143,96,-4.0%,94,-3.5%,43,+0.2%,43,+0.2%,41,+0.3%,7,+1.3%,14,+1.9%,6,+3.2%
Omer Asik,27.3,HOU,Big,929,49,+0.1%,96,-4.0%,10,+1.9%,35,+0.6%,14,+2.6%,16,+0.8%,33,+0.7%,23,+1.5%
D.J. Augustin,26.0,CHI,Point,1813,42,+0.5%,9,+3.5%,56,-0.3%,92,-3.2%,90,-3.5%,72,-0.6%,37,+0.6%,47,-0.0%
Gustavo Ayon,28.6,ATL,Big,401,63,-0.6%,46,+0.3%,32,+0.7%,19,+1.7%,15,+2.4%,88,-1.1%,83,-1.6%,91,-2.6%
Jeff Ayres,26.5,SAS,Big,855,47,+0.2%,53,-0.0%,76,-1.0%,21,+1.5%,39,+0.6%,78,-0.7%,44,+0.2%,58,-0.5%
Chris Babb,23.7,BOS,Wing,106,99,-6.2%,100,-10.1%,0,+6.3%,18,+1.7%,0,+8.0%,11,+1.0%,26,+1.1%,14,+2.2%
Luke Babbitt,24.4,NOP,Big,453,37,+0.8%,95,-3.7%,65,-0.6%,57,-0.5%,66,-1.1%,1,+2.6%,10,+2.3%,2,+4.8%
Leandro Barbosa,30.9,PHX,Combo,366,88,-2.6%,31,+1.2%,77,-1.0%,31,+0.9%,50,-0.2%,90,-1.2%,49,+0.1%,71,-1.1%
J.J. Barea,29.3,MIN,Combo,1413,92,-3.1%,20,+2.1%,26,+1.0%,77,-1.7%,59,-0.7%,69,-0.5%,69,-0.8%,77,-1.4%
