Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
D.J. Augustin,25.0,IND,Point,1150,29,46.3%,8,33.7%,47,35.7%,61,83.5%,4,64%,86,17%,12,40%,29,87%
Gustavo Ayon,27.6,MIL,Big,137,91,59.5%,92,59.5%,0,0.0%,0,11.1%,69,64%,34,67%,89,50%,0,0%
Gustavo Ayon,27.6,ORL,Big,567,70,53.2%,69,53.2%,0,0.0%,8,50.0%,16,79%,4,80%,52,73%,0,0%
Jeff Ayres,25.5,IND,Big,268,73,53.7%,66,52.6%,0,50.0%,0,92.3%,5,86%,44,64%,7,96%,67,100%
Luke Babbitt,23.4,POR,Forward,672,63,50.4%,35,44.2%,54,34.9%,0,70.0%,10,83%,85,44%,81,43%,46,98%
Leandro Barbosa,29.9,BOS,Combo,476,67,49.1%,65,44.8%,84,41.5%,28,75.6%,61,47%,50,39%,62,25%,44,88%
J.J. Barea,28.4,MIN,Combo,1642,56,48.1%,77,46.1%,30,34.2%,43,78.4%,92,30%,89,18%,82,18%,94,57%
Andrea Bargnani,27.0,TOR,Big,995,19,44.6%,17,43.6%,41,31.4%,95,84.0%,52,68%,95,43%,68,65%,89,97%
Harrison Barnes,20.4,GSW,Wing,2019,39,48.0%,50,46.1%,53,36.1%,29,75.3%,66,64%,26,69%,86,33%,62,92%
Matt Barnes,32.6,LAC,Wing,1927,87,54.8%,96,56.5%,42,35.2%,26,75.0%,17,81%,17,73%,17,78%,57,94%
Earl Barron,31.2,WAS,Big,114,1,30.3%,0,30.3%,0,0.0%,0,33.3%,13,80%,99,33%,0,100%,0,0%
Will Barton,21.8,POR,Wing,808,9,42.8%,60,47.0%,1,16.0%,42,77.8%,63,66%,31,67%,55,57%,3,100%
Brandon Bass,27.5,BOS,Big,2218,46,49.0%,48,49.0%,0,0.0%,99,85.6%,28,75%,58,61%,30,82%,0,0%
Shane Battier,34.1,MIA,Forward,1771,100,62.0%,2,34.8%,100,44.0%,84,84.2%,2,96%,8,82%,85,40%,42,99%
Nicolas Batum,23.9,POR,Wing,2798,77,52.5%,71,47.9%,67,37.5%,79,85.2%,47,72%,70,51%,56,56%,63,92%
Jerryd Bayless,24.2,MEM,Combo,1685,55,48.0%,61,44.4%,56,37.0%,83,85.7%,41,54%,29,50%,50,31%,26,94%
Aron Baynes,25.9,SAS,Big,107,9,40.0%,8,40.0%,0,0.0%,0,50.0%,95,50%,73,57%,98,33%,0,0%
Kent Bazemore,23.3,GSW,Combo,169,6,35.2%,3,31.8%,14,29.4%,0,63.2%,91,32%,82,25%,86,17%,92,60%
Bradley Beal,19.3,WAS,Wing,1720,37,47.7%,21,42.4%,73,38.6%,48,79.4%,42,74%,28,68%,43,62%,49,96%
Michael Beasley,23.8,PHX,Forward,1510,23,43.7%,23,42.6%,39,32.6%,47,74.4%,92,49%,96,36%,75,48%,85,84%
Rodrigue Beaubois,24.7,DAL,Combo,481,33,45.8%,30,41.1%,42,35.8%,61,80.6%,79,39%,70,32%,97,0%,58,84%
Marco Belinelli,26.6,CHI,Wing,1843,26,46.0%,16,41.4%,50,35.8%,72,83.8%,58,68%,44,60%,53,58%,82,86%
Patrick Beverley,24.3,HOU,Point,642,71,51.2%,55,46.3%,58,37.2%,0,84.0%,12,56%,51,29%,65,18%,18,94%
Andris Biedrins,26.6,GSW,Big,492,36,47.6%,37,47.6%,0,0.0%,0,30.8%,13,80%,10,78%,0,100%,0,0%
Chauncey Billups,36.1,LAC,Wing,417,74,51.9%,68,47.6%,52,36.0%,100,93.8%,19,81%,13,75%,42,63%,69,91%
Bismack Biyombo,20.2,CHA,Big,2144,20,44.7%,22,44.7%,0,0.0%,10,52.2%,60,67%,49,64%,39,78%,0,0%
DeJuan Blair,23.5,SAS,Big,745,73,54.0%,73,54.0%,0,0.0%,29,62.7%,14,80%,13,77%,26,84%,0,0%
Steve Blake,32.7,LAL,Combo,1167,97,57.7%,42,42.9%,96,44.4%,30,76.7%,18,67%,61,33%,52,30%,48,88%
Andray Blatche,26.2,BKN,Big,1464,68,52.8%,72,53.3%,0,20.0%,40,67.5%,98,46%,90,49%,96,41%,97,67%
Eric Bledsoe,22.9,LAC,Combo,1420,58,48.2%,76,45.7%,91,43.3%,54,79.0%,77,40%,48,39%,71,24%,65,79%
Keith Bogans,32.5,BKN,Wing,1394,83,54.2%,98,61.5%,44,35.3%,0,64.7%,6,89%,79,47%,31,67%,26,99%
Andrew Bogut,27.9,GSW,Big,784,22,45.1%,20,44.5%,0,100.0%,8,50.0%,80,61%,49,64%,85,54%,67,100%
Matt Bonner,32.6,SAS,Big,811,93,60.1%,85,56.5%,91,42.1%,0,55.6%,7,85%,85,50%,49,75%,67,100%
Trevor Booker,24.9,WAS,Big,868,52,50.2%,58,50.9%,0,0.0%,14,56.1%,87,57%,63,59%,87,53%,0,0%
Carlos Boozer,30.9,CHI,Big,2539,36,47.6%,39,47.7%,0,0.0%,59,72.7%,65,66%,42,65%,61,67%,0,0%
Chris Bosh,28.6,MIA,Big,2445,77,54.7%,81,55.6%,25,29.2%,89,80.1%,20,77%,22,71%,36,79%,67,100%
Avery Bradley,21.9,BOS,Combo,1425,24,44.6%,53,43.3%,21,32.3%,26,75.5%,32,58%,39,45%,21,52%,23,95%
Elton Brand,33.6,DAL,Big,1518,33,47.2%,35,47.3%,0,0.0%,51,70.3%,40,71%,60,60%,45,77%,0,0%
Corey Brewer,26.7,DEN,Wing,1938,44,48.4%,81,49.9%,14,30.1%,12,69.0%,21,81%,11,77%,23,73%,41,96%
Ronnie Brewer,27.6,NYK,Wing,681,13,44.0%,13,41.0%,28,32.4%,0,45.7%,36,76%,47,59%,26,71%,3,100%
Ronnie Brewer,27.6,OKC,Forward,102,0,13.3%,0,15.4%,0,0.0%,0,0.0%,0,100%,0,100%,0,100%,0,0%
Aaron Brooks,27.8,SAC,Point,936,90,53.6%,88,50.6%,69,38.0%,21,78.0%,63,35%,39,31%,92,9%,76,63%
MarShon Brooks,23.8,BKN,Wing,799,43,48.3%,78,49.0%,12,29.8%,22,72.0%,95,42%,84,43%,91,28%,60,93%
Kwame Brown,30.6,PHI,Big,267,27,45.9%,28,45.9%,0,0.0%,0,36.8%,84,59%,81,53%,0,100%,0,0%
Shannon Brown,26.9,PHX,Wing,1381,23,45.8%,61,47.2%,6,27.6%,45,78.4%,88,49%,82,45%,74,43%,97,73%
Kobe Bryant,34.2,LAL,Wing,3008,61,50.5%,86,51.0%,32,33.1%,73,84.0%,98,33%,92,34%,95,22%,99,62%
Chase Budinger,24.4,MIN,Wing,468,36,47.7%,65,47.5%,24,31.9%,35,76.2%,17,81%,45,60%,7,86%,3,100%
Alec Burks,21.3,UTA,Combo,1032,41,46.8%,50,43.1%,68,38.3%,17,73.2%,42,54%,27,52%,41,35%,53,87%
Caron Butler,32.6,LAC,Wing,1867,72,51.6%,45,45.2%,78,39.4%,66,82.6%,16,83%,18,72%,25,72%,34,98%
Jimmy Butler,23.1,CHI,Wing,2042,62,50.6%,74,48.6%,74,38.8%,54,80.4%,52,70%,53,57%,10,84%,37,97%
Will Bynum,29.8,DET,Point,1134,49,48.8%,76,49.1%,16,31.3%,55,82.5%,94,24%,65,23%,78,15%,53,76%
Jose Calderon,31.1,DET,Point,877,100,64.3%,96,53.6%,100,53.1%,94,89.3%,8,58%,14,39%,27,29%,22,92%
Jose Calderon,31.1,TOR,Point,1262,96,57.1%,86,50.5%,96,43.2%,97,91.5%,10,57%,63,24%,14,37%,31,86%
Marcus Camby,38.6,NYK,Big,242,2,33.3%,2,33.3%,0,0.0%,0,47.1%,45,71%,34,67%,32,80%,0,0%
DeMarre Carroll,26.3,UTA,Wing,1055,57,50.2%,87,51.1%,19,31.1%,34,75.8%,45,72%,22,70%,38,66%,53,95%
Vince Carter,35.8,DAL,Wing,2085,80,53.4%,53,46.2%,85,41.1%,60,81.6%,90,48%,96,30%,94,23%,94,77%
Omri Casspi,24.4,CLE,Wing,446,55,50.0%,60,47.1%,44,35.3%,1,50.0%,21,81%,36,65%,21,75%,46,96%
Mario Chalmers,26.5,MIA,Point,2057,92,54.5%,47,45.6%,89,41.2%,27,79.1%,6,63%,18,35%,10,41%,39,84%
Tyson Chandler,30.1,NYK,Big,2158,97,63.7%,97,63.7%,0,0.0%,47,69.3%,33,74%,17,73%,20,87%,0,0%
Wilson Chandler,25.5,DEN,Forward,1056,77,51.7%,67,47.7%,95,41.5%,66,79.4%,67,65%,42,65%,92,35%,50,98%
Earl Clark,24.8,LAL,Big,1331,46,48.9%,43,48.5%,53,33.3%,50,70.3%,11,80%,51,63%,14,91%,67,100%
Victor Claver,24.2,POR,Forward,769,44,47.4%,69,47.9%,29,31.3%,3,46.4%,13,81%,23,72%,31,67%,6,100%
Norris Cole,24.1,MIA,Point,1476,22,45.9%,37,44.0%,40,34.4%,3,65.2%,27,48%,69,21%,6,59%,27,90%
Jason Collins,33.9,BOS,Big,325,4,34.8%,4,34.8%,0,0.0%,48,70.0%,28,75%,20,71%,0,100%,0,0%
Darren Collison,25.2,DAL,Point,2351,78,51.4%,84,50.0%,71,38.2%,85,88.2%,51,37%,20,34%,37,25%,43,83%
Nick Collison,32.0,OKC,Big,1547,90,59.2%,93,60.1%,0,0.0%,86,79.7%,16,79%,16,75%,16,89%,0,0%
Mike Conley,25.1,MEM,Point,2749,63,50.1%,63,47.8%,53,36.9%,58,82.9%,39,43%,29,32%,35,25%,47,80%
Daequan Cook,25.5,CHI,Wing,225,1,29.2%,2,27.5%,2,20.5%,0,66.7%,22,80%,45,60%,0,100%,93,78%
Daequan Cook,25.5,HOU,Wing,109,24,45.8%,3,35.3%,59,36.8%,0,66.7%,30,77%,100,0%,14,80%,80,86%
Chris Copeland,28.6,NYK,Big,762,84,56.2%,56,50.8%,94,43.5%,61,72.9%,64,66%,93,47%,69,64%,95,93%
DeMarcus Cousins,22.2,SAC,Big,2271,33,46.9%,34,47.1%,13,23.5%,63,73.7%,97,49%,92,48%,89,50%,67,100%
Jamal Crawford,32.6,LAC,Wing,2126,68,51.0%,67,47.6%,71,38.0%,88,86.4%,83,56%,80,46%,80,36%,70,90%
Jordan Crawford,24.0,BOS,Combo,551,50,47.8%,80,46.7%,25,32.8%,37,77.6%,62,45%,53,37%,77,21%,21,95%
Jordan Crawford,24.0,WAS,Combo,1104,45,47.4%,67,44.8%,35,35.2%,65,82.5%,80,37%,88,19%,74,23%,77,75%
Jae Crowder,22.3,DAL,Forward,1268,46,47.9%,63,46.6%,37,32.5%,26,67.7%,21,78%,35,67%,31,67%,77,93%
Dante Cunningham,25.5,MIN,Big,1939,31,46.8%,33,47.0%,0,0.0%,36,64.9%,8,84%,37,66%,8,95%,0,0%
Stephen Curry,24.6,GSW,Combo,2975,92,55.2%,68,44.9%,100,45.9%,100,90.0%,76,41%,73,29%,67,24%,91,62%
Samuel Dalembert,32.5,MIL,Big,743,78,55.2%,77,54.8%,0,100.0%,45,68.6%,63,66%,67,59%,40,78%,67,100%
Marquis Daniels,31.8,MIL,Wing,1012,6,41.4%,11,39.8%,27,32.2%,20,71.7%,71,62%,77,49%,39,66%,53,95%
Anthony Davis,19.6,NOP,Big,1822,59,51.4%,61,51.7%,0,0.0%,67,74.7%,21,77%,23,71%,17,89%,0,0%
Ed Davis,23.4,MEM,Big,526,54,50.4%,54,50.4%,0,0.0%,17,58.7%,75,62%,78,55%,28,83%,0,0%
Ed Davis,23.4,TOR,Big,1070,80,55.3%,80,55.3%,0,0.0%,35,64.7%,41,71%,33,67%,46,77%,0,0%
Glen Davis,26.8,ORL,Big,1060,20,44.7%,22,44.8%,0,0.0%,57,71.8%,75,62%,43,64%,75,61%,0,0%
Austin Daye,24.4,DET,Wing,302,88,54.9%,9,39.6%,100,50.0%,0,71.4%,14,83%,13,75%,31,67%,3,100%
Austin Daye,24.4,MEM,Forward,299,79,53.0%,71,49.0%,73,38.0%,0,83.3%,25,77%,6,83%,65,50%,6,100%
Nando De Colo,25.4,SAS,Combo,782,61,48.5%,62,44.5%,61,37.3%,33,77.1%,26,65%,20,56%,18,52%,45,88%
DeMar DeRozan,23.2,TOR,Wing,2995,27,46.1%,55,46.2%,8,29.6%,69,82.8%,84,55%,39,63%,67,47%,77,88%
Carlos Delfino,30.2,HOU,Wing,1646,81,53.4%,62,47.2%,68,37.6%,82,85.5%,23,80%,68,52%,66,48%,36,97%
Luol Deng,27.5,CHI,Forward,2890,35,46.3%,46,45.4%,44,32.9%,74,81.9%,50,69%,48,62%,29,67%,73,93%
Boris Diaw,30.5,SAS,Big,1685,89,58.3%,90,58.5%,81,38.5%,55,71.4%,10,81%,7,80%,47,76%,92,97%
DeSagana Diop,30.8,CHA,Big,191,1,31.8%,1,31.8%,0,0.0%,0,0.0%,0,100%,0,0%,0,100%,0,0%
Toney Douglas,26.6,HOU,Combo,837,42,47.1%,24,39.9%,58,37.1%,93,88.5%,29,61%,38,46%,76,22%,38,91%
Toney Douglas,26.6,SAC,Combo,326,94,55.4%,83,48.9%,77,41.3%,0,100.0%,38,55%,42,43%,32,44%,83,68%
Goran Dragic,26.5,PHX,Point,2564,55,49.2%,82,49.7%,24,32.1%,9,74.9%,57,36%,45,30%,31,27%,78,63%
Andre Drummond,19.2,DET,Big,1185,94,60.8%,94,60.6%,0,100.0%,2,36.8%,73,63%,53,63%,56,70%,100,0%
Jared Dudley,27.3,PHX,Wing,2150,89,55.0%,91,52.2%,77,39.3%,53,79.6%,7,86%,13,75%,12,83%,3,100%
Chris Duhon,30.2,LAL,Point,778,82,52.1%,29,43.3%,51,36.8%,0,46.2%,0,82%,71,20%,2,75%,18,94%
Tim Duncan,36.5,SAS,Big,2069,52,50.3%,55,50.4%,0,16.7%,93,81.7%,61,67%,38,66%,60,68%,67,100%
Mike Dunleavy,32.1,MIL,Wing,1888,86,54.6%,51,46.1%,94,42.7%,57,81.1%,12,84%,24,69%,17,78%,45,96%
Kevin Durant,24.1,OKC,Forward,3112,92,55.8%,94,53.8%,93,41.4%,97,90.5%,88,51%,69,54%,88,38%,88,80%
Devin Ebanks,23.0,LAL,Forward,170,4,34.0%,8,37.5%,0,14.3%,0,84.6%,69,65%,79,50%,25,71%,6,100%
Wayne Ellington,24.9,CLE,Wing,949,66,51.0%,66,47.5%,60,37.0%,97,89.5%,68,62%,50,59%,68,46%,87,82%
Wayne Ellington,24.9,MEM,Wing,656,78,52.6%,12,40.4%,98,43.6%,0,93.8%,38,75%,31,67%,59,55%,69,90%
Monta Ellis,27.0,MIL,Combo,3057,29,45.3%,74,45.6%,12,29.4%,35,77.3%,71,42%,52,38%,36,36%,82,71%
Kim English,24.1,DET,Wing,285,8,42.5%,25,42.9%,5,27.3%,0,66.7%,50,71%,72,50%,14,80%,73,89%
Jeremy Evans,25.0,UTA,Big,134,98,66.7%,98,66.7%,0,0.0%,0,70.0%,89,55%,98,38%,22,86%,0,0%
Reggie Evans,32.5,BKN,Big,1951,37,47.7%,39,47.7%,0,0.0%,9,50.5%,86,58%,74,57%,66,65%,0,0%
Tyreke Evans,23.1,SAC,Wing,2007,65,50.9%,84,50.6%,41,34.7%,39,77.3%,96,41%,87,41%,99,15%,88,81%
Festus Ezeli,23.0,GSW,Big,1065,17,44.1%,20,44.1%,0,0.0%,5,46.3%,83,59%,69,58%,73,63%,0,0%
Kenneth Faried,23.0,DEN,Big,2239,78,55.2%,78,55.2%,0,0.0%,23,61.3%,57,67%,42,65%,44,78%,0,0%
Derrick Favors,21.3,UTA,Big,1711,39,48.0%,41,48.1%,0,0.0%,46,69.2%,77,62%,60,60%,61,67%,0,0%
Raymond Felton,28.4,NYK,Combo,2302,59,48.4%,73,45.4%,51,36.9%,52,78.9%,86,33%,94,16%,62,25%,80,74%
Landry Fields,24.3,TOR,Forward,983,50,48.1%,79,49.7%,0,15.4%,21,64.7%,38,73%,13,76%,38,66%,6,100%
Derek Fisher,38.2,DAL,Combo,228,18,43.1%,2,31.0%,95,43.5%,0,91.3%,24,65%,5,75%,44,33%,39,90%
Derek Fisher,38.2,OKC,Wing,310,7,41.7%,1,24.2%,44,35.3%,0,93.3%,30,77%,72,50%,63,50%,73,89%
Evan Fournier,20.0,DEN,Combo,309,95,57.3%,95,54.8%,86,41.7%,48,78.6%,23,65%,14,61%,62,25%,55,87%
Randy Foye,29.1,UTA,Combo,2229,82,52.1%,20,38.1%,81,41.4%,63,82.1%,6,79%,20,56%,12,61%,33,91%
Jimmer Fredette,23.7,SAC,Combo,835,76,50.6%,32,41.5%,89,43.2%,80,85.1%,55,50%,45,41%,35,37%,86,67%
Joel Freeland,25.7,POR,Big,392,7,38.6%,7,38.6%,0,0.0%,0,57.9%,69,64%,47,64%,71,63%,0,0%
Danilo Gallinari,24.2,DEN,Forward,2303,58,49.8%,42,44.9%,68,37.7%,76,82.2%,73,64%,65,55%,77,44%,83,87%
Francisco Garcia,30.8,HOU,Wing,282,98,59.3%,98,60.0%,79,39.4%,0,85.7%,5,89%,31,67%,31,67%,3,100%
Francisco Garcia,30.8,SAC,Wing,696,33,47.0%,6,37.6%,55,36.4%,0,85.7%,3,91%,6,80%,9,85%,36,97%
Kevin Garnett,36.5,BOS,Big,2012,49,49.9%,52,50.2%,0,16.7%,83,78.6%,20,77%,7,79%,48,75%,67,100%
Diante Garrett,24.0,PHX,Combo,104,0,30.6%,14,36.4%,0,11.1%,0,28.6%,18,67%,6,67%,23,50%,6,100%
Marc Gasol,27.8,MEM,Big,2781,48,49.6%,51,50.0%,0,10.0%,98,84.8%,66,65%,72,57%,58,69%,67,100%
Pau Gasol,32.3,LAL,Big,1651,34,47.3%,37,47.5%,31,29.6%,49,70.2%,47,70%,46,64%,51,74%,67,100%
Rudy Gay,26.2,MEM,Wing,1535,15,44.1%,27,43.1%,25,32.0%,40,77.4%,94,43%,65,53%,92,28%,98,73%
Rudy Gay,26.2,TOR,Forward,1144,40,46.6%,44,45.2%,46,34.4%,92,85.6%,98,39%,63,56%,96,18%,94,64%
Alonzo Gee,25.4,CLE,Wing,2536,22,45.5%,40,44.8%,21,31.3%,51,79.5%,74,60%,58,55%,75,42%,72,90%
Mickael Gelabale,29.4,MIN,Wing,587,94,56.4%,99,62.0%,23,31.9%,0,84.2%,49,71%,50,58%,40,65%,3,100%
Paul George,22.5,IND,Wing,2964,52,49.5%,48,45.7%,57,36.6%,55,80.7%,81,58%,57,55%,89,29%,84,84%
Daniel Gibson,26.7,CLE,Combo,853,44,47.3%,5,32.5%,46,36.3%,4,66.7%,2,85%,61,33%,3,88%,29,92%
Taj Gibson,27.4,CHI,Big,1423,42,48.4%,46,48.7%,0,0.0%,42,68.5%,19,77%,19,72%,25,84%,0,0%
Manu Ginobili,35.3,SAS,Wing,1375,64,50.8%,72,48.0%,54,36.3%,47,79.3%,78,59%,79,47%,65,49%,89,80%
Drew Gooden,31.1,MIL,Big,128,2,32.7%,4,34.8%,0,0.0%,0,71.4%,74,63%,85,50%,28,83%,0,0%
Ben Gordon,29.6,CHA,Wing,1533,47,48.7%,18,42.3%,77,39.2%,76,84.3%,87,51%,91,34%,79,39%,96,76%
Eric Gordon,23.9,NOP,Wing,1261,21,45.3%,29,43.5%,31,32.9%,75,84.2%,93,44%,83,43%,97,20%,93,79%
Marcin Gortat,28.7,PHX,Big,1867,64,52.0%,64,52.3%,0,0.0%,39,66.2%,36,73%,9,78%,69,64%,0,0%
Aaron Gray,27.9,TOR,Big,481,60,51.7%,60,51.7%,0,0.0%,12,55.3%,42,71%,54,63%,12,92%,0,0%
Danny Green,25.4,SAS,Wing,2188,97,58.8%,73,48.2%,97,43.5%,84,85.7%,8,86%,8,78%,50,59%,45,96%
Draymond Green,22.7,GSW,Forward,966,6,37.2%,10,38.0%,7,23.0%,71,81.3%,58,66%,81,46%,13,78%,6,100%
Gerald Green,26.8,IND,Wing,975,10,42.8%,17,41.5%,10,29.6%,61,81.6%,68,62%,69,52%,84,35%,32,98%
Jeff Green,26.2,BOS,Forward,2208,75,51.6%,73,49.3%,85,40.1%,68,80.8%,85,58%,71,53%,79,43%,65,96%
Willie Green,31.3,LAC,Wing,1096,93,56.3%,85,50.8%,92,42.4%,17,71.0%,4,90%,4,82%,7,86%,3,100%
Blake Griffin,23.6,LAC,Big,2590,75,54.1%,78,54.9%,3,17.9%,37,66.0%,69,64%,22,71%,89,51%,67,100%
Hamed Haddadi,27.5,PHX,Big,206,13,42.9%,15,42.9%,0,0.0%,0,52.0%,77,62%,44,64%,81,57%,0,0%
Jordan Hamilton,22.1,DEN,Forward,295,48,47.9%,19,42.2%,76,38.5%,0,62.5%,75,62%,94,39%,56,53%,69,95%
Richard Hamilton,34.7,CHI,Wing,1087,17,44.6%,36,44.4%,18,30.8%,84,85.7%,25,79%,13,75%,17,78%,59,94%
Ben Hansbrough,24.9,IND,Point,133,4,35.7%,2,30.8%,0,26.7%,0,82.4%,20,50%,96,0%,0,0%,0,100%
Tyler Hansbrough,27.0,IND,Big,1299,12,42.3%,14,42.6%,0,0.0%,58,72.7%,92,53%,92,47%,64,66%,0,0%
James Harden,23.2,HOU,Wing,2976,64,50.7%,69,47.7%,64,37.4%,80,85.2%,100,31%,97,29%,100,13%,100,48%
Maurice Harkless,19.5,ORL,Forward,1906,52,48.5%,83,50.5%,12,27.4%,11,57.9%,52,67%,46,62%,44,62%,56,97%
Al Harrington,32.7,ORL,Forward,112,19,42.3%,27,43.5%,15,27.6%,0,75.0%,79,61%,100,25%,65,50%,6,100%
Devin Harris,29.7,ATL,Combo,1405,89,53.4%,97,55.2%,32,34.5%,22,73.5%,58,49%,59,34%,85,17%,70,79%
Terrel Harris,25.2,NOP,Wing,102,0,11.8%,0,18.2%,0,0.0%,0,50.0%,0,100%,0,100%,0,100%,0,0%
Tobias Harris,20.3,MIL,Forward,294,71,51.5%,85,51.2%,56,35.0%,0,88.9%,44,71%,31,70%,46,61%,6,100%
Tobias Harris,20.3,ORL,Big,948,42,48.3%,45,48.7%,38,31.0%,55,71.4%,76,62%,68,58%,80,58%,96,85%
Udonis Haslem,32.4,MIA,Big,1399,58,51.2%,60,51.2%,0,0.0%,54,71.1%,5,86%,8,79%,7,96%,0,0%
Spencer Hawes,24.5,PHI,Big,2192,39,48.1%,36,47.4%,72,35.7%,81,78.3%,25,76%,71,57%,14,90%,67,100%
Chuck Hayes,29.4,SAC,Big,1143,15,43.5%,18,43.7%,0,0.0%,24,61.7%,84,59%,78,55%,65,66%,0,0%
Gordon Hayward,22.6,UTA,Wing,2082,58,50.3%,34,44.2%,90,42.3%,67,82.6%,55,68%,43,62%,58,55%,67,91%
Brendan Haywood,32.9,CHA,Big,1148,13,42.7%,14,42.7%,0,0.0%,4,45.5%,89,57%,59,60%,86,53%,0,0%
Gerald Henderson,24.9,CHA,Wing,2113,31,46.9%,50,46.0%,49,35.5%,70,82.9%,86,54%,55,57%,69,46%,39,97%
Xavier Henry,21.6,NOP,Wing,576,12,43.6%,17,42.0%,0,44.4%,8,64.9%,77,59%,88,40%,20,76%,3,100%
John Henson,21.8,MIL,Big,760,47,49.0%,49,49.3%,0,0.0%,11,54.0%,78,62%,55,62%,76,60%,0,0%
Roy Hibbert,25.9,IND,Big,2264,22,45.0%,23,45.0%,0,33.3%,64,74.1%,93,52%,94,46%,79,58%,67,100%
JJ Hickson,24.2,POR,Big,2317,84,56.1%,84,56.3%,0,0.0%,41,67.9%,58,67%,29,69%,70,63%,0,0%
Nene Hilario,30.1,WAS,Big,1647,38,47.9%,40,48.0%,0,0.0%,61,72.9%,85,58%,58,61%,86,53%,0,0%
George Hill,26.5,IND,Point,2615,84,52.4%,80,49.5%,67,37.8%,48,81.6%,33,45%,2,45%,71,16%,59,74%
Grant Hill,40.1,LAC,Forward,398,13,41.2%,13,40.2%,0,33.3%,0,57.1%,31,75%,21,73%,21,72%,6,100%
Jordan Hill,25.3,LAL,Big,444,57,51.0%,59,51.0%,0,0.0%,33,64.4%,88,57%,84,51%,57,69%,0,0%
Kirk Hinrich,31.8,CHI,Combo,1761,39,46.8%,17,37.0%,72,39.9%,11,71.4%,36,56%,61,33%,53,29%,52,87%
Jrue Holiday,22.4,PHI,Point,2914,37,47.0%,39,44.6%,62,37.6%,12,75.0%,80,29%,41,31%,53,20%,92,47%
Justin Holiday,23.6,PHI,Combo,112,12,42.1%,18,37.0%,0,36.4%,0,83.3%,0,86%,3,80%,6,80%,6,100%
