Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Ray Allen,29.3,SEA,Wing,434,25,+3.9%,4,+15.7%,72,-5.3%,89,-12.7%,89,-10.0%,54,-0.3%,3,+25.2%,11,+14.8%
Carmelo Anthony,20.4,DEN,Forward,179,40,+2.4%,85,-8.2%,71,-5.1%,98,-30.7%,90,-10.2%,11,+29.2%,7,+20.9%,5,+22.8%
Gilbert Arenas,22.8,WAS,Wing,450,46,+1.6%,46,+1.9%,30,+4.9%,54,-1.7%,41,+1.0%,32,+9.0%,46,+1.6%,40,+3.4%
Carlos Arroyo,25.3,DET,Point,133,82,-4.3%,54,-0.1%,80,-6.6%,64,-4.3%,74,-5.4%,97,-25.7%,35,+4.8%,94,-9.8%
Leandro Barbosa,21.9,PHX,Combo,110,74,-2.4%,88,-9.3%,48,+0.2%,35,+1.6%,46,+0.6%,96,-23.3%,29,+6.5%,46,+1.9%
Brent Barry,32.8,SAS,Wing,536,47,+1.6%,69,-2.6%,41,+1.3%,34,+1.7%,37,+1.5%,36,+6.8%,22,+9.8%,22,+8.8%
Jon Barry,35.3,HOU,Wing,180,95,-7.4%,98,-20.4%,21,+6.9%,45,0.0%,31,+2.1%,13,+26.1%,96,-18.6%,86,-7.8%
Shane Battier,26.1,MEM,Forward,118,11,+5.8%,49,+1.4%,49,+0.1%,56,-2.3%,55,-1.0%,61,-2.1%,14,+14.1%,21,+9.5%
Mike Bibby,26.5,SAC,Point,201,7,+7.0%,28,+4.5%,18,+7.8%,4,+13.2%,1,+14.5%,3,+41.7%,86,-10.0%,54,+0.9%
Chauncey Billups,28.1,DET,Combo,983,36,+3.1%,39,+2.6%,3,+16.0%,18,+5.3%,6,+9.3%,49,+2.3%,81,-7.4%,68,-3.2%
Bruce Bowen,33.4,SAS,Wing,809,31,+3.6%,11,+10.1%,54,-1.0%,30,+2.3%,43,+0.7%,66,-3.5%,56,-1.6%,62,-2.4%
Ryan Bowen,29.0,HOU,Forward,115,9,+6.7%,14,+9.6%,69,-3.9%,86,-11.6%,88,-9.3%,26,+11.7%,4,+22.9%,6,+20.5%
Earl Boykins,28.4,DEN,Point,147,34,+3.4%,48,+1.6%,8,+11.3%,1,+19.2%,2,+13.3%,88,-15.0%,93,-14.3%,97,-14.5%
Rasual Butler,25.4,MIA,Wing,175,38,+2.9%,29,+4.1%,33,+4.0%,75,-6.6%,60,-2.2%,63,-2.8%,9,+16.8%,18,+10.2%
Marcus Camby,30.6,DEN,Big,186,99,-11.8%,78,-6.0%,92,-13.7%,98,-30.7%,98,-17.4%,54,0.0%,85,-9.8%,80,-6.8%
Vince Carter,27.8,NJN,Wing,180,56,-0.2%,25,+5.2%,98,-27.1%,96,-20.4%,99,-23.8%,0,+65.0%,0,+45.2%,0,+51.6%
Tyson Chandler,22.1,CHI,Big,174,96,-8.4%,27,+4.6%,78,-6.3%,66,-4.7%,75,-5.4%,85,-12.7%,99,-19.3%,100,-18.3%
Jason Collins,25.9,NJN,Big,128,98,-10.1%,99,-22.7%,97,-24.4%,74,-6.4%,96,-14.6%,2,+44.8%,61,-3.0%,11,+13.2%
Nick Collison,24.0,SEA,Big,211,90,-6.5%,83,-8.1%,42,+1.1%,59,-2.6%,54,-1.0%,76,-8.1%,82,-8.6%,89,-8.2%
Samuel Dalembert,24.5,PHI,Big,192,39,+2.6%,93,-10.5%,0,+33.2%,73,-6.3%,7,+8.6%,93,-18.0%,5,+22.2%,24,+8.1%
