Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Desmond Bane,26.4,MEM,Wing,2191,68,56.5%,50,27%,86,25%,79,9%,84,34%,17,8%,50,31%,29,39%
Dalano Banton,25.0,POR,Wing,1037,5,45.8%,69,34%,70,20%,61,5%,68,26%,23,9%,52,32%,32,41%
Dominick Barlow,21.4,ATL,Big,336,67,59.3%,59,50%,51,22%,75,6%,59,28%,85,18%,34,5%,50,23%
Harrison Barnes,32.4,SAS,Big,2224,83,62.3%,30,35%,33,17%,29,1%,26,18%,96,27%,59,20%,81,47%
Scottie Barnes,23.3,TOR,Forward,2121,15,48.6%,47,30%,94,34%,90,13%,97,47%,4,4%,27,20%,6,23%
RJ Barrett,24.4,TOR,Forward,1855,38,52.4%,84,44%,78,26%,31,3%,71,29%,10,7%,30,21%,13,27%
Charles Bassey,24.0,SAS,Big,316,41,55.2%,83,72%,69,26%,55,3%,62,28%,0,0%,0,0%,0,0%
Jamison Battle,23.5,TOR,Forward,977,80,57.9%,10,13%,12,9%,52,4%,15,13%,92,31%,83,43%,92,74%
Nicolas Batum,35.9,LAC,Forward,1344,99,63.4%,4,11%,0,3%,36,3%,3,5%,100,42%,81,42%,98,83%
Damion Baugh,24.2,CHA,Combo,347,0,35.0%,69,28%,83,30%,7,2%,55,32%,72,14%,32,26%,36,40%
Bradley Beal,31.3,PHX,Wing,1699,74,57.6%,42,22%,89,26%,94,16%,97,42%,31,12%,25,23%,18,35%
Malik Beasley,27.9,DET,Wing,2272,80,58.0%,7,10%,45,15%,65,6%,50,21%,42,16%,92,54%,88,69%
Reece Beekman,23.1,BKN,Point,413,2,35.3%,87,38%,33,21%,42,6%,29,27%,81,12%,27,23%,29,35%
Goga Bitadze,25.3,ORL,Big,1402,82,62.2%,85,74%,34,17%,52,2%,32,20%,30,1%,36,5%,30,6%
Bismack Biyombo,32.2,SAS,Big,511,55,57.7%,66,56%,95,44%,0,0%,87,44%,0,0%,0,0%,0,0%
Anthony Black,20.8,ORL,Combo,1809,28,48.0%,94,38%,67,27%,51,7%,63,34%,62,12%,7,16%,13,28%
Bogdan Bogdanovic,32.2,LAC,Wing,735,88,59.6%,16,14%,94,29%,73,7%,90,36%,21,9%,74,41%,53,50%
Bogdan Bogdanovic,32.2,ATL,Wing,597,9,47.1%,32,20%,21,12%,69,6%,36,18%,57,18%,78,45%,71,63%
Bol Bol,25.0,PHX,Big,375,72,59.9%,1,14%,60,23%,95,15%,82,38%,98,27%,63,21%,85,48%
Adem Bona,21.6,PHI,Big,822,96,70.4%,99,87%,15,13%,0,0%,10,13%,22,0%,0,0%,15,0%
Devin Booker,28.0,PHX,Combo,2780,56,52.6%,32,18%,69,28%,94,19%,93,46%,17,5%,45,31%,29,36%
Brandon Boston Jr.,22.9,NOP,Forward,953,25,50.4%,52,30%,25,14%,98,21%,82,35%,21,8%,49,26%,29,35%
Chris Boucher,31.8,TOR,Big,842,60,58.5%,32,37%,12,11%,69,5%,19,16%,93,22%,70,26%,83,47%
Malaki Branham,21.5,SAS,Wing,321,63,55.9%,60,29%,75,22%,89,14%,88,35%,11,7%,33,28%,17,35%
Christian Braun,23.5,DEN,Wing,2667,98,63.4%,98,56%,49,15%,46,4%,43,19%,18,8%,9,16%,3,25%
Mikal Bridges,28.2,NYK,Forward,3022,79,57.7%,26,22%,89,30%,85,11%,93,41%,64,19%,23,18%,34,37%
Miles Bridges,26.6,CHA,Forward,2025,18,49.7%,61,34%,76,25%,48,4%,70,29%,25,10%,56,28%,35,38%
Oshae Brissett,26.4,PHI,Big,142,33,53.9%,48,44%,30,16%,0,0%,21,16%,77,14%,71,26%,73,40%
Malcolm Brogdon,31.9,WAS,Combo,563,21,47.1%,93,38%,69,28%,84,13%,80,41%,6,2%,10,19%,5,21%
Dillon Brooks,28.8,HOU,Forward,2386,46,53.6%,17,17%,73,23%,83,9%,76,33%,37,13%,75,37%,70,50%
Keion Brooks,24.3,NOP,Forward,301,74,57.1%,57,32%,81,27%,54,5%,75,31%,43,14%,37,22%,32,36%
Bruce Brown,28.2,TOR,Wing,340,12,47.7%,66,32%,99,38%,57,5%,97,43%,37,14%,3,11%,4,25%
Bruce Brown,28.2,NOP,Combo,567,15,45.8%,82,33%,93,38%,31,5%,84,43%,59,12%,3,12%,6,23%
Jaylen Brown,28.0,BOS,Wing,2154,34,51.7%,62,30%,91,28%,88,13%,95,41%,6,6%,24,23%,8,29%
Kobe Brown,24.8,LAC,Big,156,7,46.4%,45,43%,32,17%,0,0%,22,17%,64,10%,80,31%,73,40%
Jalen Brunson,28.2,NYK,Point,2300,79,55.2%,42,21%,85,33%,92,15%,90,48%,21,4%,33,26%,19,30%
Thomas Bryant,27.3,MIA,Big,103,35,54.5%,40,42%,6,8%,0,0%,3,8%,61,8%,93,42%,87,50%
Thomas Bryant,27.3,IND,Big,814,48,56.7%,45,43%,13,11%,65,4%,18,15%,81,16%,73,26%,74,42%
Kobe Bufkin,21.1,ATL,Point,116,6,41.9%,90,40%,31,20%,40,6%,27,26%,77,12%,21,22%,27,34%
Alec Burks,33.3,MIA,Wing,859,84,58.6%,2,8%,34,13%,54,5%,37,18%,98,36%,70,38%,92,74%
Jared Butler,24.2,WAS,Point,257,94,58.5%,73,32%,92,35%,58,8%,83,43%,29,5%,8,20%,10,24%
Jared Butler,24.2,PHI,Wing,662,22,50.6%,44,23%,92,28%,68,6%,85,34%,30,11%,51,31%,37,43%
Jimmy Butler,35.1,GSW,Forward,979,27,50.8%,88,45%,87,30%,79,8%,88,39%,18,8%,5,8%,2,16%
Jimmy Butler,35.1,MIA,Forward,765,72,56.7%,97,50%,93,33%,63,6%,89,39%,13,7%,1,4%,1,11%
Matas Buzelis,20.1,CHI,Forward,1440,54,54.1%,76,41%,19,12%,28,2%,17,15%,81,24%,29,21%,52,44%
Jamal Cain,25.6,NOP,Wing,425,10,47.3%,63,30%,71,21%,37,3%,60,23%,83,25%,19,21%,44,46%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,56,54.6%,20,15%,12,8%,97,18%,67,26%,72,21%,67,37%,68,59%
Toumani Camara,24.5,POR,Forward,2557,63,55.5%,74,39%,26,14%,5,0%,16,14%,75,21%,48,26%,62,47%
Vlatko Cancar,27.6,DEN,Big,124,7,46.2%,28,35%,4,8%,0,0%,2,8%,79,15%,95,42%,93,58%
Clint Capela,30.5,ATL,Big,1173,45,56.0%,84,73%,72,27%,21,0%,57,27%,0,0%,19,0%,13,0%
Branden Carlson,25.4,OKC,Big,161,81,61.9%,18,29%,9,10%,0,0%,6,10%,92,21%,92,41%,95,62%
Carlton Carrington,19.3,WAS,Combo,2423,34,49.3%,17,13%,14,16%,91,17%,61,33%,44,8%,89,45%,77,53%
Devin Carter,22.6,SAC,Combo,344,7,41.4%,66,27%,56,25%,28,5%,41,30%,61,12%,43,31%,40,43%
Jevon Carter,29.1,CHI,Combo,223,31,48.4%,9,11%,6,11%,29,5%,3,17%,84,18%,97,54%,97,72%
Wendell Carter,25.5,ORL,Big,1749,15,49.7%,48,44%,38,19%,88,10%,62,28%,66,10%,56,18%,56,28%
Alex Caruso,30.7,OKC,Forward,1029,52,54.1%,72,38%,13,9%,29,2%,12,11%,67,19%,61,32%,71,51%
Stephon Castle,20.0,SAS,Combo,2136,25,47.7%,95,42%,45,22%,52,7%,38,29%,11,5%,24,24%,16,29%
Colin Castleton,24.4,TOR,Big,279,23,51.6%,45,43%,98,46%,0,0%,90,46%,65,10%,25,1%,38,11%
Julian Champagnie,23.3,SAS,Wing,1916,57,54.8%,34,20%,9,7%,26,2%,7,9%,79,23%,83,48%,90,71%
Justin Champagnie,23.3,WAS,Big,1261,79,61.7%,35,39%,22,14%,24,1%,16,15%,81,16%,78,30%,79,46%
Max Christie,21.7,DAL,Wing,940,23,50.7%,23,17%,74,21%,91,15%,89,36%,37,14%,57,33%,49,47%
Max Christie,21.7,LAL,Wing,1110,57,55.2%,53,27%,65,19%,49,4%,58,23%,80,24%,30,26%,52,50%
Jaylen Clark,23.1,MIN,Wing,491,63,55.9%,81,40%,79,23%,19,2%,64,25%,77,23%,6,13%,19,35%
Brandon Clarke,28.1,MEM,Big,1184,85,63.3%,62,53%,95,43%,27,1%,87,44%,39,3%,22,1%,25,4%
Jordan Clarkson,32.4,UTA,Combo,961,40,50.0%,22,15%,89,35%,43,6%,82,41%,16,5%,66,39%,48,44%
Nicolas Claxton,25.5,BKN,Big,1889,49,56.7%,69,59%,85,33%,65,4%,81,38%,30,1%,27,2%,24,3%
Donovan Clingan,20.7,POR,Big,1294,50,56.9%,87,74%,16,13%,25,1%,13,13%,31,1%,44,11%,39,13%
Noah Clowney,20.3,BKN,Big,1019,10,47.5%,6,21%,14,12%,44,2%,15,14%,84,18%,99,47%,97,65%
Amir Coffey,27.4,LAC,Forward,1643,76,57.2%,34,25%,60,20%,86,11%,74,31%,65,19%,46,25%,48,44%
Isaiah Collier,20.1,UTA,Point,1794,17,45.8%,81,34%,88,33%,37,6%,73,39%,63,7%,13,20%,15,27%
John Collins,27.1,UTA,Big,1218,59,58.3%,33,37%,79,30%,83,7%,81,37%,65,10%,50,15%,54,25%
Zach Collins,27.0,CHI,Big,536,65,59.2%,50,45%,50,22%,41,2%,44,23%,56,7%,69,25%,64,32%
Zach Collins,27.0,SAS,Big,398,15,50.0%,53,47%,40,19%,48,2%,38,22%,61,8%,67,23%,64,31%
Mike Conley,37.1,MIN,Point,1755,65,53.5%,10,13%,27,19%,21,4%,15,23%,92,18%,81,45%,92,64%
Pat Connaughton,31.8,MIL,Wing,570,66,56.4%,86,42%,33,13%,23,2%,23,15%,28,11%,55,32%,37,43%
Bilal Coulibaly,20.3,WAS,Wing,1944,10,47.1%,72,35%,83,24%,78,9%,81,32%,17,8%,28,24%,15,32%
Ricky Council,23.2,PHI,Combo,1154,11,44.4%,86,36%,40,21%,14,3%,20,24%,48,9%,46,31%,34,40%
Torrey Craig,33.9,BOS,Wing,180,3,41.9%,54,28%,15,9%,0,0%,5,9%,96,34%,43,30%,74,64%
Torrey Craig,33.9,CHI,Forward,106,100,67.0%,12,13%,14,9%,27,2%,11,11%,89,29%,91,47%,93,76%
Cade Cunningham,23.1,DET,Combo,2451,54,52.5%,72,29%,90,35%,64,10%,87,45%,1,1%,26,25%,11,26%
Seth Curry,34.2,CHA,Wing,1056,90,59.9%,4,9%,50,15%,98,23%,90,38%,54,17%,62,35%,57,52%
Stephen Curry,36.6,GSW,Point,2250,88,57.4%,19,15%,23,18%,54,8%,25,26%,46,6%,92,53%,88,59%
Dyson Daniels,21.6,ATL,Combo,2568,66,54.2%,91,38%,92,38%,6,1%,76,39%,23,6%,9,17%,7,23%
Anthony Davis,31.6,DAL,Big,265,12,48.4%,28,35%,68,25%,99,23%,93,48%,24,1%,53,17%,43,17%
Anthony Davis,31.6,LAL,Big,1439,38,54.7%,37,41%,82,33%,96,16%,95,48%,29,1%,42,10%,36,11%
Johnny Davis,22.7,WAS,Wing,129,50,54.3%,89,44%,56,17%,34,3%,44,19%,19,8%,32,28%,20,36%
DeMar DeRozan,35.2,SAC,Wing,2761,28,51.3%,11,11%,97,33%,100,39%,100,71%,7,6%,4,11%,2,17%
Donte DiVincenzo,27.8,MIN,Combo,1584,86,56.4%,28,17%,2,11%,3,1%,0,12%,78,15%,99,57%,95,71%
Moussa Diabate,22.8,CHA,Big,1159,69,59.5%,86,74%,64,24%,26,1%,48,25%,25,1%,25,1%,22,1%
Gradey Dick,21.0,TOR,Wing,1573,20,50.2%,55,28%,57,17%,81,9%,70,26%,34,13%,57,33%,45,46%
Ousmane Dieng,21.5,OKC,Big,312,78,60.8%,22,30%,8,9%,72,5%,16,14%,93,21%,86,35%,92,56%
Rob Dillingham,19.8,MIN,Point,442,52,52.3%,65,27%,60,27%,69,10%,65,37%,52,7%,40,29%,31,36%
Spencer Dinwiddie,31.6,DAL,Combo,2097,39,49.6%,40,20%,85,32%,37,6%,72,38%,43,8%,55,35%,43,43%
Luka Doncic,25.7,DAL,Point,780,75,55.1%,17,15%,77,32%,81,13%,85,45%,8,2%,62,39%,46,41%
Luka Doncic,25.7,LAL,Point,983,56,53.0%,29,19%,50,24%,88,15%,71,39%,10,2%,67,40%,52,42%
Luguentz Dort,25.5,OKC,Wing,2071,77,57.8%,26,18%,16,10%,59,5%,22,15%,62,18%,87,49%,86,68%
Ayo Dosunmu,24.8,CHI,Wing,1391,69,56.6%,90,45%,42,14%,12,1%,27,15%,50,17%,26,23%,31,40%
Jeff Dowtin,27.5,PHI,Wing,564,62,55.9%,59,29%,87,26%,92,15%,94,41%,10,7%,23,23%,12,30%
Andre Drummond,31.2,PHI,Big,741,18,50.7%,77,68%,64,24%,33,1%,50,25%,41,3%,32,4%,32,7%
Kris Dunn,30.6,LAC,Combo,1779,55,52.5%,45,21%,66,27%,9,2%,36,29%,99,25%,28,25%,71,51%
Ryan Dunn,21.8,PHX,Forward,1384,33,51.7%,28,23%,61,21%,30,2%,44,23%,94,32%,34,22%,75,54%
Kevin Durant,36.1,PHX,Big,2262,72,59.9%,1,13%,88,37%,98,19%,100,56%,58,7%,67,23%,63,30%
Jalen Duren,21.0,DET,Big,2033,95,69.2%,96,82%,36,18%,19,0%,27,18%,0,0%,0,0%,0,0%
Tari Eason,23.5,HOU,Forward,1405,57,54.5%,90,46%,50,19%,50,4%,40,23%,36,12%,24,19%,21,31%
Zach Edey,22.6,MEM,Big,1380,70,59.8%,71,60%,72,27%,39,1%,64,29%,42,3%,40,8%,35,11%
Anthony Edwards,23.2,MIN,Combo,2870,76,55.3%,63,26%,23,18%,72,11%,34,28%,22,6%,67,39%,55,45%
Justin Edwards,20.9,PHI,Forward,1117,61,55.1%,39,27%,40,17%,78,8%,59,26%,42,13%,68,35%,66,48%
Kessler Edwards,24.2,DAL,Big,549,56,57.8%,42,42%,42,20%,41,2%,37,21%,89,19%,55,17%,70,37%
Keon Ellis,24.8,SAC,Combo,1928,99,64.7%,25,15%,10,14%,26,5%,8,19%,97,23%,84,43%,92,66%
Joel Embiid,30.6,PHI,Big,574,12,48.2%,22,31%,65,25%,100,24%,95,49%,0,0%,61,20%,45,20%
Tyson Etienne,25.1,BKN,Wing,136,4,44.3%,17,15%,3,4%,0,0%,2,4%,85,26%,94,55%,97,81%
Drew Eubanks,27.7,LAC,Big,133,30,52.6%,76,67%,82,33%,0,0%,71,33%,0,0%,0,0%,0,0%
Drew Eubanks,27.7,UTA,Big,547,79,61.6%,60,50%,98,47%,0,0%,91,47%,36,2%,24,1%,24,3%
Tosan Evbuomwan,23.7,BKN,Forward,628,10,46.9%,64,34%,91,32%,42,3%,84,36%,40,13%,19,17%,17,30%
Dante Exum,29.3,DAL,Combo,370,84,56.1%,92,38%,51,23%,15,3%,29,27%,66,13%,22,23%,26,36%
Bruno Fernando,26.2,TOR,Big,129,55,57.5%,88,75%,55,23%,48,2%,48,25%,0,0%,0,0%,0,0%
Kyle Filipowski,21.0,UTA,Big,1480,54,57.5%,30,36%,66,25%,37,1%,56,26%,75,14%,68,24%,71,38%
Dorian Finney-Smith,31.5,LAL,Forward,1236,88,59.5%,20,19%,10,8%,6,0%,7,8%,91,30%,82,43%,91,73%
Dorian Finney-Smith,31.5,BKN,Big,579,77,60.7%,13,27%,1,5%,25,1%,1,6%,95,27%,89,40%,98,66%
Adam Flagler,24.9,OKC,Combo,108,2,37.0%,1,7%,5,11%,45,7%,5,17%,54,11%,100,65%,100,76%
Simone Fontecchio,28.9,DET,Forward,1186,19,49.7%,31,25%,25,14%,58,5%,26,19%,77,22%,68,35%,80,57%
De'Aaron Fox,26.9,SAC,Point,1662,54,52.3%,48,23%,87,33%,90,15%,92,48%,31,5%,29,24%,17,29%
De'Aaron Fox,26.9,SAS,Combo,578,36,49.3%,70,28%,54,24%,90,17%,79,41%,15,5%,33,26%,21,31%
Enrique Freeman,24.3,IND,Big,142,11,48.2%,73,63%,15,13%,0,0%,10,13%,87,19%,38,6%,52,25%
Markelle Fultz,26.4,SAC,Combo,130,10,42.9%,0,5%,99,57%,98,21%,100,79%,75,14%,0,2%,3,17%
Johnny Furphy,19.9,IND,Wing,290,3,44.2%,77,37%,10,7%,30,2%,9,10%,83,25%,35,28%,58,53%
Daniel Gafford,26.1,DAL,Big,1225,96,70.1%,94,81%,39,19%,0,0%,30,19%,0,0%,0,0%,0,0%
Darius Garland,24.8,CLE,Point,2295,83,56.2%,35,20%,56,26%,77,12%,69,38%,54,7%,52,35%,50,42%
Luka Garza,25.8,MIN,Big,132,8,46.7%,36,41%,58,23%,0,0%,42,23%,46,4%,82,32%,69,36%
Keyonte George,21.0,UTA,Combo,2066,32,48.9%,16,13%,80,30%,44,6%,68,36%,39,7%,82,43%,72,51%
Kyshawn George,20.9,WAS,Wing,1771,17,48.8%,47,24%,35,13%,31,3%,28,16%,35,13%,81,47%,69,61%
Paul George,34.5,PHI,Wing,1321,36,51.7%,21,17%,55,17%,97,23%,91,39%,20,9%,65,36%,41,45%
Taj Gibson,39.4,CHA,Big,386,10,47.6%,76,67%,52,22%,86,9%,70,31%,33,2%,0,0%,22,2%
Josh Giddey,22.1,CHI,Point,2113,58,53.1%,85,35%,71,30%,15,4%,56,34%,71,9%,23,22%,21,31%
Shai Gilgeous-Alexander,26.3,OKC,Point,2595,87,57.1%,67,28%,83,33%,96,16%,94,48%,6,1%,25,23%,8,23%
Anthony Gill,32.0,WAS,Forward,273,21,50.0%,92,47%,67,22%,15,1%,47,23%,30,11%,25,19%,18,30%
Collin Gillespie,25.4,PHX,Combo,418,80,55.7%,26,16%,39,21%,59,7%,33,28%,74,14%,76,41%,80,55%
Rudy Gobert,32.4,MIN,Big,2382,92,66.8%,98,86%,17,13%,32,1%,14,14%,0,0%,0,0%,0,0%
Jordan Goodwin,26.0,LAL,Combo,512,46,51.5%,39,19%,68,28%,48,7%,64,34%,98,25%,14,22%,62,46%
Aaron Gordon,29.1,DEN,Big,1444,76,60.6%,54,47%,30,16%,79,6%,41,23%,68,11%,58,18%,62,30%
Eric Gordon,35.9,PHI,Wing,756,65,56.3%,48,24%,22,12%,28,2%,20,14%,23,9%,90,53%,70,62%
Jerami Grant,30.6,POR,Big,1523,9,46.8%,18,29%,23,15%,85,8%,44,23%,87,19%,76,29%,84,48%
AJ Green,25.1,MIL,Wing,1638,97,62.9%,0,3%,2,3%,77,8%,10,11%,90,28%,97,58%,98,86%
Draymond Green,34.7,GSW,Big,1980,17,50.6%,19,29%,56,23%,61,4%,56,27%,86,19%,72,26%,77,44%
Jalen Green,22.7,HOU,Wing,2680,25,51.0%,56,28%,52,16%,90,14%,76,29%,2,5%,69,38%,36,43%
Javonte Green,31.3,CLE,Wing,153,0,36.8%,70,34%,48,15%,0,0%,26,15%,67,20%,48,31%,54,51%
Javonte Green,31.3,NOP,Wing,1074,37,51.8%,83,41%,40,14%,16,1%,25,15%,78,23%,20,21%,40,44%
Jeff Green,38.2,HOU,Forward,348,95,61.4%,16,17%,35,17%,73,7%,51,23%,95,33%,51,27%,84,60%
Josh Green,24.0,CHA,Wing,1884,51,54.3%,46,24%,37,14%,63,6%,43,19%,97,36%,18,21%,64,57%
Quentin Grimes,24.5,PHI,Combo,942,83,55.9%,84,34%,3,11%,70,11%,11,21%,51,10%,56,35%,54,45%
Quentin Grimes,24.5,DAL,Wing,1022,83,58.5%,52,27%,17,10%,83,10%,45,20%,43,16%,68,38%,61,53%
Mouhamed Gueye,22.0,ATL,Big,515,13,49.1%,41,42%,18,13%,47,2%,17,15%,96,27%,52,16%,75,43%
Rui Hachimura,26.7,LAL,Forward,1868,89,59.7%,68,37%,34,16%,71,7%,46,23%,60,18%,36,22%,40,40%
Tyrese Haliburton,24.7,IND,Combo,2450,92,59.2%,20,14%,34,20%,85,14%,62,34%,10,4%,90,48%,75,52%
Tim Hardaway Jr.,32.6,DET,Forward,2152,41,53.0%,6,12%,22,13%,84,10%,48,23%,56,17%,92,48%,87,65%
James Harden,35.2,LAC,Point,2787,42,50.5%,27,18%,63,28%,44,7%,60,35%,12,2%,77,45%,69,48%
Jaden Hardy,21.3,DAL,Combo,831,51,52.2%,56,25%,41,21%,69,11%,53,32%,57,12%,49,32%,46,44%
Elijah Harkless,24.7,UTA,Wing,135,2,41.4%,10,11%,73,21%,33,3%,61,24%,70,21%,77,45%,81,66%
Gary Harris,30.1,ORL,Wing,709,41,52.3%,5,10%,29,12%,38,3%,24,15%,94,33%,76,43%,93,75%
Tobias Harris,32.3,DET,Forward,2305,44,53.5%,32,25%,97,36%,82,9%,95,45%,46,14%,18,16%,19,31%
Josh Hart,29.7,NYK,Wing,2891,79,58.0%,97,49%,51,16%,67,6%,53,21%,14,8%,22,22%,10,29%
Isaiah Hartenstein,26.5,OKC,Big,1589,58,58.0%,50,46%,99,48%,53,2%,96,50%,23,1%,28,3%,25,4%
Sam Hauser,26.9,BOS,Forward,1503,97,63.3%,1,7%,5,4%,53,4%,9,9%,84,26%,98,58%,99,84%
Jordan Hawkins,22.5,NOP,Wing,1277,8,47.1%,14,12%,37,14%,93,16%,77,30%,47,16%,75,42%,66,58%
Jaxson Hayes,24.4,LAL,Big,1074,98,72.3%,96,83%,27,16%,23,0%,21,16%,21,0%,21,0%,19,1%
Killian Hayes,23.3,BKN,Point,152,40,50.0%,63,26%,67,29%,10,2%,46,31%,58,7%,54,36%,58,43%
Scoot Henderson,20.7,POR,Point,1732,29,49.5%,77,33%,25,19%,65,8%,31,27%,50,6%,44,33%,38,40%
Tyler Herro,24.8,MIA,Combo,2718,87,56.7%,31,18%,74,28%,60,8%,69,36%,21,6%,71,40%,57,46%
Buddy Hield,31.9,GSW,Wing,1834,53,54.4%,17,15%,18,10%,63,6%,30,16%,56,18%,89,52%,87,69%
Haywood Highsmith,27.9,MIA,Forward,1803,78,57.6%,36,26%,33,16%,11,1%,21,17%,87,28%,58,30%,82,58%
Aaron Holiday,28.1,HOU,Combo,688,93,59.4%,6,9%,25,18%,53,7%,23,25%,76,15%,94,51%,91,65%
Jrue Holiday,34.4,BOS,Combo,1891,64,54.0%,57,25%,26,18%,25,5%,16,23%,85,18%,53,34%,74,51%
Ron Holland II,19.3,DET,Forward,1170,29,50.9%,85,44%,68,22%,23,2%,53,24%,57,17%,13,15%,23,32%
Richaun Holmes,31.0,WAS,Big,507,93,66.9%,91,77%,48,21%,0,0%,36,21%,24,1%,24,1%,21,1%
Chet Holmgren,22.5,OKC,Big,873,42,55.5%,39,41%,55,23%,78,6%,66,29%,50,5%,68,25%,61,30%
Jalen Hood-Schifino,21.4,PHI,Forward,295,5,43.8%,18,18%,48,19%,97,19%,85,37%,8,6%,77,39%,53,45%
Al Horford,38.4,BOS,Big,1658,38,54.8%,3,18%,20,14%,50,2%,19,16%,94,22%,97,44%,98,66%
Talen Horton-Tucker,23.9,CHI,Wing,639,32,51.6%,95,48%,26,12%,17,1%,18,13%,27,10%,34,28%,25,38%
Caleb Houstan,21.8,ORL,Wing,654,82,58.2%,1,4%,5,5%,44,4%,6,9%,93,33%,93,54%,100,87%
Jett Howard,21.1,ORL,Wing,594,13,48.0%,15,14%,19,11%,77,8%,40,19%,61,18%,86,49%,84,68%
Kevin Huerter,26.2,SAC,Wing,886,24,51.0%,23,17%,43,15%,51,4%,42,19%,43,16%,84,48%,76,64%
Kevin Huerter,26.2,CHI,Wing,775,64,56.2%,30,19%,44,15%,48,4%,39,19%,50,16%,79,46%,70,62%
Jay Huff,27.2,MEM,Big,681,89,65.1%,24,32%,1,5%,51,2%,1,7%,82,16%,98,45%,94,61%
Ariel Hukporti,22.6,NYK,Big,146,99,73.9%,93,80%,43,20%,0,0%,33,20%,0,0%,0,0%,0,0%
DeAndre Hunter,26.9,ATL,Forward,1062,71,56.5%,25,21%,74,24%,80,9%,77,33%,41,13%,64,33%,56,46%
DeAndre Hunter,26.9,CLE,Forward,676,90,59.7%,30,24%,65,21%,75,7%,69,29%,49,16%,59,31%,61,47%
Nah'Shon Hyland,24.1,LAC,Point,104,90,58.3%,44,22%,4,10%,17,4%,4,14%,75,12%,94,53%,94,65%
Oso Ighodaro,22.3,PHX,Big,972,73,60.1%,55,48%,99,48%,63,4%,98,52%,0,0%,22,1%,16,1%
Joe Ingles,37.1,MIN,Forward,114,0,34.1%,0,5%,83,27%,0,0%,63,27%,24,9%,99,59%,89,68%
Brandon Ingram,27.2,NOP,Wing,595,46,53.3%,24,18%,82,24%,99,26%,99,50%,0,4%,40,29%,16,33%
