Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Goran Dragic,34.5,MIA,Point,111,18,-4.2%,72,+3.4%,63,+1.1%,24,-2.6%,42,-1.5%,54,+0.5%,30,-2.4%,34,-1.9%
Andre Drummond,27.2,LAL,Big,121,76,+4.8%,36,-1.6%,87,+3.2%,79,+2.3%,90,+5.5%,41,-0.5%,22,-3.4%,19,-3.9%
Kevin Durant,32.1,BKN,Forward,477,16,-4.3%,34,-2.2%,27,-2.3%,90,+4.7%,73,+2.4%,58,+0.7%,42,-0.9%,46,-0.2%
Joel Embiid,26.6,PHI,Big,356,96,+14.2%,40,-1.2%,13,-4.4%,83,+2.7%,40,-1.7%,72,+1.5%,63,+1.5%,73,+2.9%
Derrick Favors,29.3,UTA,Big,144,38,-1.4%,15,-5.1%,74,+2.1%,53,+0.2%,74,+2.4%,21,-1.9%,88,+4.6%,69,+2.7%
Dorian Finney-Smith,27.5,DAL,Forward,269,100,+21.8%,82,+4.9%,2,-8.7%,26,-2.5%,3,-11.2%,48,+0.1%,92,+6.2%,87,+6.3%
Bryn Forbes,27.3,MIL,Combo,256,23,-3.2%,37,-1.5%,42,-1.0%,21,-2.9%,25,-3.8%,57,+0.7%,89,+4.6%,83,+5.3%
Evan Fournier,28.0,BOS,Wing,200,84,+6.5%,100,+13.1%,12,-4.7%,47,-0.4%,17,-5.1%,73,+1.6%,0,-9.6%,5,-8.0%
Danilo Gallinari,32.2,ATL,Big,441,26,-2.9%,26,-3.0%,38,-1.3%,87,+4.1%,76,+2.8%,22,-1.9%,68,+2.0%,50,+0.1%
Paul George,30.5,LAC,Forward,776,62,+1.5%,50,+0.3%,66,+1.2%,54,+0.3%,66,+1.5%,24,-1.8%,50,-0.1%,35,-1.8%
Taj Gibson,35.4,NYK,Big,137,72,+3.8%,45,-0.3%,6,-7.1%,60,+0.8%,11,-6.3%,94,+4.3%,72,+2.3%,90,+6.6%
Rudy Gobert,28.4,UTA,Big,375,58,+1.2%,86,+5.3%,29,-1.9%,49,-0.2%,37,-2.1%,80,+2.0%,7,-5.2%,26,-3.2%
Aaron Gordon,25.1,DEN,Forward,298,61,+1.4%,84,+5.0%,78,+2.5%,22,-2.8%,51,-0.3%,81,+2.2%,3,-6.9%,14,-4.7%
Danny Green,33.4,PHI,Forward,198,94,+13.5%,34,-2.1%,25,-2.4%,66,+1.3%,44,-1.1%,62,+0.9%,70,+2.2%,74,+3.2%
JaMychal Green,30.4,DEN,Big,186,36,-1.6%,24,-3.1%,18,-3.5%,90,+4.7%,65,+1.2%,9,-3.2%,91,+5.2%,64,+2.0%
Jeff Green,34.2,BKN,Big,147,17,-4.2%,77,+4.3%,33,-1.5%,38,-1.0%,34,-2.5%,51,+0.4%,32,-2.2%,37,-1.8%
Blake Griffin,31.6,BKN,Big,317,40,-1.1%,53,+0.6%,38,-1.3%,12,-3.9%,15,-5.2%,18,-2.0%,94,+6.6%,79,+4.5%
Tim Hardaway Jr.,28.6,DAL,Wing,261,82,+5.7%,46,-0.3%,19,-3.1%,13,-3.9%,9,-7.0%,59,+0.8%,93,+6.5%,92,+7.3%
James Harden,31.2,BKN,Point,311,89,+9.0%,94,+8.4%,4,-7.9%,3,-6.2%,2,-14.1%,90,+3.7%,67,+2.0%,85,+5.6%
Joe Harris,29.2,BKN,Wing,423,65,+2.5%,81,+4.7%,1,-11.3%,19,-3.0%,2,-14.3%,8,-3.5%,100,+13.0%,97,+9.6%
Tobias Harris,28.3,PHI,Forward,436,45,-0.5%,16,-4.9%,98,+6.6%,73,+1.8%,94,+8.4%,20,-2.0%,37,-1.5%,23,-3.5%
George Hill,34.5,PHI,Combo,203,5,-10.1%,68,+2.5%,73,+1.9%,22,-2.9%,45,-0.9%,49,+0.3%,34,-1.8%,38,-1.6%
Solomon Hill,29.6,ATL,Forward,138,14,-6.1%,14,-5.1%,26,-2.3%,67,+1.6%,49,-0.7%,83,+2.3%,79,+3.5%,86,+5.8%
Jrue Holiday,30.4,MIL,Combo,900,42,-0.8%,51,+0.5%,94,+4.7%,51,-0.1%,87,+4.6%,38,-0.7%,11,-4.4%,11,-5.1%
Dwight Howard,34.9,PHI,Big,143,0,-15.5%,65,+2.2%,94,+5.4%,25,-2.5%,77,+2.9%,16,-2.2%,24,-2.9%,12,-5.1%
Joe Ingles,33.1,UTA,Forward,306,15,-4.4%,22,-3.4%,58,+0.2%,45,-0.6%,50,-0.3%,94,+4.3%,46,-0.6%,78,+3.7%
Kyrie Irving,28.6,BKN,Combo,318,70,+3.4%,39,-1.3%,72,+1.9%,80,+2.4%,84,+4.3%,70,+1.4%,10,-4.5%,27,-3.0%
Reggie Jackson,30.5,LAC,Combo,621,92,+11.7%,46,-0.2%,20,-3.0%,54,+0.3%,31,-2.7%,50,+0.3%,74,+2.6%,72,+2.9%
LeBron James,35.8,LAL,Wing,258,98,+16.3%,98,+12.0%,3,-8.4%,61,+0.8%,7,-7.6%,92,+3.9%,2,-8.2%,15,-4.4%
Nikola Jokic,25.7,DEN,Big,344,52,+0.2%,87,+5.4%,81,+2.7%,30,-2.2%,58,+0.4%,53,+0.5%,6,-6.3%,8,-5.8%
Kawhi Leonard,29.3,LAC,Forward,431,63,+2.0%,25,-3.1%,61,+0.7%,66,+1.3%,69,+2.0%,69,+1.2%,50,-0.2%,58,+1.1%
Damian Lillard,30.3,POR,Point,247,98,+18.3%,94,+8.1%,39,-1.2%,2,-6.9%,6,-8.1%,6,-4.6%,85,+4.6%,49,+0.0%
Brook Lopez,32.6,MIL,Big,660,33,-2.2%,58,+1.5%,89,+3.4%,58,+0.5%,82,+3.9%,22,-1.9%,21,-3.6%,10,-5.5%
Wesley Matthews,34.1,LAL,Wing,124,20,-4.0%,23,-3.3%,90,+3.6%,18,-3.2%,60,+0.4%,60,+0.9%,66,+1.9%,70,+2.9%
CJ McCollum,29.1,POR,Combo,239,27,-2.9%,63,+2.1%,96,+6.3%,17,-3.3%,78,+3.0%,90,+3.7%,1,-8.9%,10,-5.1%
Khris Middleton,29.2,MIL,Forward,913,48,-0.1%,6,-6.9%,84,+2.9%,94,+5.8%,95,+8.8%,26,-1.6%,49,-0.3%,34,-1.9%
Paul Millsap,35.7,DEN,Big,106,47,-0.1%,12,-5.6%,6,-6.5%,94,+5.6%,46,-0.9%,13,-2.7%,97,+9.2%,89,+6.5%
Marcus Morris,31.2,LAC,Big,604,10,-7.7%,9,-6.1%,88,+3.2%,78,+2.2%,89,+5.4%,70,+1.4%,46,-0.6%,54,+0.7%
Raul Neto,28.5,WAS,Combo,149,37,-1.5%,70,+2.8%,36,-1.3%,52,-0.0%,42,-1.4%,23,-1.8%,54,+0.3%,40,-1.5%
Georges Niang,27.4,UTA,Forward,128,22,-3.8%,52,+0.6%,32,-1.6%,37,-1.2%,30,-2.8%,82,+2.3%,51,-0.1%,65,+2.2%
Jusuf Nurkic,26.2,POR,Big,173,83,+6.4%,98,+11.3%,82,+2.8%,9,-4.7%,38,-1.9%,14,-2.6%,5,-6.8%,2,-9.4%
Chris Paul,35.5,PHX,Point,680,53,+0.3%,13,-5.4%,86,+3.2%,98,+6.6%,98,+9.8%,44,-0.3%,15,-4.0%,16,-4.3%
Cameron Payne,26.2,PHX,Point,403,46,-0.4%,89,+5.6%,43,-0.9%,0,-7.7%,5,-8.5%,25,-1.7%,86,+4.6%,71,+2.9%
Bobby Portis,25.7,MIL,Big,348,68,+3.0%,59,+1.7%,62,+1.0%,14,-3.8%,30,-2.8%,78,+1.7%,47,-0.6%,59,+1.1%
Kristaps Porzingis,25.3,DAL,Big,232,94,+12.6%,60,+1.7%,0,-12.3%,30,-2.1%,1,-14.4%,87,+3.3%,98,+9.4%,100,+12.7%
Norman Powell,27.4,POR,Wing,215,51,+0.2%,96,+10.8%,76,+2.3%,1,-7.5%,16,-5.2%,28,-1.3%,12,-4.3%,9,-5.6%
Julius Randle,25.9,NYK,Big,180,35,-1.7%,2,-11.1%,77,+2.5%,77,+2.0%,86,+4.5%,98,+6.2%,54,+0.3%,90,+6.6%
Austin Rivers,28.3,DEN,Wing,302,30,-2.5%,55,+0.9%,75,+2.3%,8,-4.8%,33,-2.6%,89,+3.5%,35,-1.8%,62,+1.7%
Rajon Rondo,34.7,LAC,Point,220,18,-4.1%,48,+0.3%,42,-1.0%,14,-3.8%,18,-4.9%,61,+0.9%,81,+3.7%,80,+4.6%
Derrick Rose,32.1,NYK,Point,174,12,-6.7%,18,-4.2%,71,+1.9%,57,+0.4%,72,+2.3%,96,+4.8%,25,-2.9%,63,+1.9%
Dario Saric,26.6,PHX,Big,131,42,-0.8%,57,+1.5%,34,-1.5%,20,-2.9%,20,-4.4%,43,-0.4%,78,+3.3%,70,+2.9%
Dennis Schroder,27.1,LAL,Point,226,28,-2.8%,27,-2.8%,24,-2.4%,28,-2.3%,18,-4.7%,12,-2.7%,98,+10.2%,94,+7.5%
Ben Simmons,24.3,PHI,Point,402,97,+14.6%,42,-1.1%,22,-2.5%,85,+2.9%,58,+0.4%,46,-0.1%,60,+0.8%,54,+0.7%
Marcus Smart,26.7,BOS,Combo,209,81,+5.6%,78,+4.4%,40,-1.2%,36,-1.5%,32,-2.7%,2,-6.1%,83,+4.4%,38,-1.7%
Ish Smith,32.3,WAS,Combo,149,62,+1.9%,58,+1.5%,65,+1.2%,31,-1.9%,48,-0.7%,30,-1.2%,54,+0.3%,42,-0.8%
Jeff Teague,32.4,MIL,Combo,100,56,+0.8%,75,+3.8%,83,+2.8%,18,-3.1%,52,-0.2%,55,+0.6%,14,-4.1%,22,-3.5%
Tristan Thompson,29.6,BOS,Big,155,6,-10.1%,88,+5.4%,41,-1.1%,43,-0.6%,39,-1.8%,6,-4.5%,59,+0.8%,22,-3.6%
PJ Tucker,35.5,MIL,Forward,670,73,+3.9%,10,-5.8%,37,-1.3%,93,+5.5%,83,+4.1%,47,+0.0%,65,+1.6%,62,+1.6%
Jonas Valanciunas,28.5,MEM,Big,228,88,+8.3%,90,+5.7%,85,+3.0%,46,-0.5%,74,+2.5%,3,-5.4%,26,-2.8%,3,-8.2%
Kemba Walker,30.5,BOS,Point,124,44,-0.6%,67,+2.5%,11,-5.0%,68,+1.6%,26,-3.4%,15,-2.2%,78,+3.2%,58,+1.0%
Russell Westbrook,32.0,WAS,Point,252,14,-6.5%,54,+0.8%,67,+1.4%,69,+1.7%,78,+3.1%,66,+1.1%,9,-5.1%,18,-3.9%
Lou Williams,34.0,ATL,Combo,275,38,-1.4%,7,-6.2%,70,+1.7%,97,+6.0%,93,+7.8%,39,-0.7%,43,-0.9%,39,-1.6%
Ivica Zubac,23.6,LAC,Big,301,1,-11.7%,38,-1.4%,99,+7.7%,72,+1.8%,97,+9.5%,5,-4.6%,22,-3.5%,4,-8.1%
Torrey Craig,29.9,PHX,Big,243,50,+0.0%,74,+3.7%,18,-3.3%,11,-4.0%,8,-7.3%,34,-1.0%,84,+4.6%,77,+3.6%
Monte Morris,25.3,DEN,Combo,282,46,-0.4%,56,+1.2%,10,-5.3%,99,+7.0%,68,+1.8%,7,-3.8%,61,+0.9%,28,-2.9%
Kyle Kuzma,25.3,LAL,Forward,144,34,-1.9%,47,-0.1%,93,+4.2%,44,-0.6%,82,+3.5%,33,-1.1%,31,-2.3%,24,-3.4%
Alex Caruso,26.7,LAL,Combo,149,32,-2.3%,49,+0.3%,54,-0.1%,56,+0.3%,54,+0.3%,86,+3.1%,20,-3.6%,43,-0.5%
Bam Adebayo,23.3,MIA,Big,132,71,+3.6%,3,-9.5%,95,+6.1%,6,-5.1%,64,+1.0%,100,+9.5%,41,-1.0%,96,+8.5%
John Collins,23.1,ATL,Big,576,78,+5.1%,62,+1.9%,66,+1.3%,33,-1.8%,50,-0.5%,71,+1.5%,23,-2.9%,41,-1.5%
Dillon Brooks,24.8,MEM,Wing,259,90,+10.1%,92,+7.2%,79,+2.6%,74,+1.8%,85,+4.4%,0,-7.7%,16,-3.9%,1,-11.6%
Jayson Tatum,22.7,BOS,Forward,217,7,-8.7%,97,+10.8%,50,-0.2%,92,+5.0%,88,+4.8%,1,-7.4%,2,-8.3%,0,-15.7%
Maxi Kleber,28.8,DAL,Big,187,30,-2.6%,17,-4.4%,69,+1.5%,76,+1.9%,81,+3.5%,31,-1.1%,69,+2.1%,57,+0.9%
Bogdan Bogdanovic,28.2,ATL,Wing,598,74,+4.1%,93,+7.9%,46,-0.7%,4,-5.9%,10,-6.6%,84,+2.5%,17,-3.9%,42,-1.4%
Furkan Korkmaz,23.3,PHI,Forward,180,34,-1.8%,69,+2.7%,26,-2.4%,15,-3.8%,12,-6.2%,74,+1.6%,66,+1.9%,76,+3.5%
Luke Kennard,24.4,LAC,Combo,208,26,-2.9%,42,-1.2%,23,-2.5%,35,-1.6%,22,-4.1%,82,+2.3%,77,+3.0%,82,+5.3%
Donovan Mitchell,24.2,UTA,Combo,345,66,+2.8%,85,+5.0%,49,-0.2%,84,+2.8%,75,+2.5%,10,-3.0%,10,-4.5%,6,-7.5%
Royce O'Neale,27.4,UTA,Wing,402,86,+7.3%,33,-2.2%,60,+0.7%,63,+1.0%,67,+1.6%,19,-2.0%,73,+2.6%,53,+0.6%
Kevin Huerter,22.2,ATL,Wing,556,31,-2.4%,8,-6.1%,68,+1.5%,41,-0.8%,62,+0.6%,56,+0.6%,90,+4.9%,84,+5.5%
Trae Young,22.1,ATL,Point,603,70,+3.4%,79,+4.5%,56,-0.0%,10,-4.1%,22,-4.1%,40,-0.7%,52,+0.3%,45,-0.3%
Luka Doncic,21.7,DAL,Wing,280,99,+18.8%,91,+6.8%,5,-7.8%,2,-6.9%,0,-14.7%,45,-0.2%,96,+8.1%,94,+7.9%
Michael Porter,22.3,DEN,Forward,331,80,+5.6%,4,-7.4%,82,+2.7%,29,-2.3%,59,+0.4%,79,+1.9%,90,+5.0%,91,+6.9%
Jaren Jackson,21.1,MEM,Big,183,43,-0.8%,90,+5.7%,53,-0.1%,62,+1.0%,62,+0.9%,11,-2.9%,19,-3.7%,7,-6.6%
Landry Shamet,23.6,BKN,Wing,195,49,-0.0%,35,-2.0%,34,-1.4%,74,+1.8%,56,+0.4%,65,+1.1%,58,+0.5%,61,+1.6%
Deandre Ayton,22.3,PHX,Big,799,50,+0.1%,20,-3.6%,90,+3.5%,98,+6.6%,99,+10.2%,50,+0.3%,4,-6.9%,6,-6.6%
Mikal Bridges,24.2,PHX,Wing,699,59,+1.3%,28,-2.8%,58,+0.2%,96,+5.9%,90,+6.1%,78,+1.8%,8,-5.1%,25,-3.3%
Anfernee Simons,21.4,POR,Combo,105,8,-7.8%,2,-10.5%,35,-1.4%,95,+5.9%,86,+4.5%,76,+1.7%,82,+4.3%,86,+6.0%
Grayson Allen,25.1,MEM,Wing,145,19,-4.1%,14,-5.3%,14,-4.4%,38,-0.9%,14,-5.3%,93,+3.9%,94,+6.7%,98,+10.6%
Jalen Brunson,24.2,DAL,Combo,109,2,-11.3%,30,-2.3%,91,+3.7%,86,+3.4%,92,+7.1%,32,-1.1%,18,-3.7%,14,-4.8%
Bruce Brown,24.2,BKN,Forward,260,41,-1.1%,10,-5.9%,98,+7.2%,82,+2.6%,98,+9.8%,18,-2.1%,34,-1.9%,18,-4.0%
De'Anthony Melton,22.4,MEM,Combo,104,13,-6.5%,6,-7.1%,21,-2.8%,27,-2.5%,14,-5.3%,98,+7.7%,87,+4.6%,99,+12.4%
Shake Milton,24.1,PHI,Combo,105,2,-11.6%,29,-2.5%,64,+1.2%,64,+1.0%,70,+2.2%,58,+0.7%,48,-0.4%,51,+0.3%
Ja Morant,21.2,MEM,Point,288,82,+6.3%,99,+12.2%,44,-0.8%,42,-0.7%,41,-1.5%,2,-7.0%,18,-3.7%,2,-10.7%
RJ Barrett,20.4,NYK,Wing,158,69,+3.1%,41,-1.2%,8,-5.9%,82,+2.5%,27,-3.4%,97,+5.6%,39,-1.1%,78,+4.5%
DeAndre Hunter,22.9,ATL,Forward,151,54,+0.8%,82,+4.8%,30,-1.8%,46,-0.6%,34,-2.3%,77,+1.7%,14,-4.1%,30,-2.4%
Rui Hachimura,22.7,WAS,Big,211,74,+4.0%,32,-2.2%,55,-0.0%,78,+2.3%,71,+2.2%,68,+1.2%,38,-1.2%,47,-0.0%
Cameron Johnson,24.7,PHX,Forward,428,22,-3.3%,73,+3.4%,30,-1.7%,7,-5.1%,10,-6.8%,36,-0.8%,82,+4.2%,75,+3.4%
Romeo Langford,21.0,BOS,Wing,113,55,+0.8%,19,-4.2%,45,-0.8%,16,-3.4%,21,-4.2%,99,+8.0%,53,+0.3%,95,+8.4%
Matisse Thybulle,23.7,PHI,Wing,213,3,-10.9%,70,+3.1%,54,-0.0%,39,-0.9%,46,-0.9%,27,-1.3%,42,-0.9%,33,-2.2%
Nicolas Claxton,21.5,BKN,Big,120,54,+0.4%,18,-4.4%,97,+6.4%,71,+1.7%,94,+8.1%,54,+0.5%,13,-4.2%,21,-3.7%
Daniel Gafford,22.1,WAS,Big,142,90,+9.8%,95,+9.0%,2,-10.6%,75,+1.8%,4,-8.7%,67,+1.2%,36,-1.5%,46,-0.3%
Terance Mann,24.0,LAC,Wing,370,78,+5.1%,86,+5.3%,22,-2.6%,55,+0.3%,35,-2.3%,37,-0.8%,33,-2.1%,29,-2.9%
Onyeka Okongwu,19.9,ATL,Big,152,21,-3.9%,11,-5.7%,62,+1.1%,100,+7.8%,96,+8.9%,4,-4.7%,64,+1.5%,26,-3.2%
Tyrese Maxey,20.0,PHI,Combo,144,4,-10.5%,74,+3.5%,74,+2.0%,34,-1.6%,55,+0.3%,30,-1.3%,29,-2.5%,20,-3.8%
Desmond Bane,22.4,MEM,Wing,153,39,-1.3%,71,+3.3%,15,-4.2%,62,+0.9%,28,-3.3%,42,-0.5%,57,+0.5%,48,-0.0%
Facundo Campazzo,29.6,DEN,Point,268,25,-3.0%,61,+1.8%,86,+3.0%,6,-5.3%,36,-2.2%,86,+3.0%,27,-2.6%,52,+0.4%
