Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Ronnie Brewer,23.6,UTA,Wing,157,85,+14.6,+20,74,+6.6,95,+9.3%,19,+2.2%,11,-7.8%,47,-0.7,83,-8.0,13,+4.8%,98,+5.1%,88,-6.3%,87,-12.5
Aaron Brooks,23.8,HOU,Combo,438,30,-4.0,-10,58,+2.7,78,+4.1%,42,+0.5%,63,+1.8%,24,-5.7,19,+6.7,37,+1.7%,10,-2.9%,30,+2.0%,39,+1.7
Shannon Brown,22.9,LAL,Point,260,47,+1.4,+2,68,+5.0,50,+0.3%,75,-1.8%,84,+4.6%,21,-6.0,32,+3.5,74,-2.1%,28,-1.6%,59,-0.9%,15,+6.4
Kobe Bryant,30.2,LAL,Wing,939,76,+11.3,+26,86,+11.7,61,+1.6%,91,-3.7%,37,-1.5%,93,+13.5,45,+0.3,34,+1.8%,86,+2.3%,40,+0.7%,9,+9.0
Rasual Butler,29.4,NOH,Wing,155,52,+2.6,+2,93,+14.2,93,+8.5%,82,-2.4%,84,+4.6%,29,-4.9,10,+11.6,71,-1.6%,24,-1.7%,14,+5.3%,6,+11.9
Andrew Bynum,21.0,LAL,Big,399,23,-7.8,-15,16,-8.0,37,-1.0%,15,+2.5%,25,-3.5%,16,-8.2,51,-0.2,52,+0.2%,9,-3.1%,57,-0.9%,71,-4.2
Anthony Carter,33.4,DEN,Point,212,27,-4.8,-10,47,+0.7,21,-3.2%,66,-1.0%,98,+9.5%,10,-9.1,25,+5.6,31,+1.9%,41,-0.7%,33,+1.3%,41,+1.0
Mario Chalmers,22.5,MIA,Point,230,61,+5.4,+14,66,+4.8,74,+3.5%,34,+1.1%,73,+2.6%,16,-7.4,55,-0.6,11,+5.7%,92,+3.6%,80,-4.8%,67,-3.4
Daequan Cook,21.5,MIA,Wing,142,9,-20.1,-47,10,-10.3,12,-4.5%,21,+1.9%,71,+2.4%,48,+0.0,15,+9.8,83,-3.6%,14,-2.7%,23,+3.6%,3,+15.9
Samuel Dalembert,28.5,PHI,Big,133,18,-11.3,-20,36,-3.2,29,-1.9%,9,+3.1%,51,+0.6%,53,+1.1,17,+8.1,5,+7.8%,17,-2.2%,97,-9.6%,68,-3.4
Erick Dampier,33.3,DAL,Big,254,82,+13.0,+31,79,+8.8,96,+10.0%,7,+4.2%,97,+9.0%,0,-21.8,72,-4.2,56,-0.1%,47,-0.1%,35,+1.1%,65,-2.8
Glen Davis,22.8,BOS,Big,509,91,+18.0,+41,81,+9.2,89,+6.9%,25,+1.6%,86,+4.8%,34,-3.6,85,-8.9,22,+3.4%,97,+4.8%,67,-2.4%,88,-12.9
Tim Duncan,32.5,SAS,Big,163,80,+12.7,+18,97,+21.5,86,+5.2%,97,-5.0%,79,+4.1%,72,+5.9,16,+8.8,15,+4.3%,97,+4.8%,0,+22.8%,78,-7.6
Maurice Evans,30.0,ATL,Wing,244,10,-19.7,-36,21,-5.8,44,-0.0%,60,-0.8%,22,-4.4%,7,-11.9,9,+13.9,16,+4.2%,3,-6.9%,41,+0.5%,53,-1.3
Jordan Farmar,21.9,LAL,Point,246,34,-2.8,-5,22,-5.6,30,-1.7%,49,-0.0%,31,-2.6%,28,-5.0,65,-2.9,61,-0.5%,40,-0.7%,41,+0.5%,72,-5.1
Rudy Fernandez,23.6,POR,Wing,158,49,+1.7,+3,22,-5.8,18,-3.4%,17,+2.3%,20,-4.4%,96,+14.6,80,-7.5,65,-0.9%,84,+2.2%,83,-5.0%,24,+3.3
Michael Finley,35.7,SAS,Forward,143,17,-12.1,-22,15,-8.5,6,-6.9%,84,-2.4%,55,+0.9%,42,-1.4,31,+3.5,43,+1.0%,87,+2.6%,9,+6.4%,21,+4.1
Derek Fisher,34.2,LAL,Point,635,37,-1.1,-2,41,-1.1,45,-0.0%,40,+0.6%,40,-1.0%,75,+6.5,47,-0.0,48,+0.6%,66,+1.0%,38,+0.8%,30,+2.5
Pau Gasol,28.3,LAL,Big,926,40,+0.1,-0,55,+2.5,71,+3.2%,41,+0.5%,42,-0.5%,64,+3.5,35,+2.4,39,+1.4%,59,+0.5%,26,+2.7%,83,-10.0
Daniel Gibson,22.7,CLE,Combo,152,33,-3.3,-7,48,+0.9,11,-4.7%,22,+1.7%,90,+5.6%,91,+12.9,30,+4.2,75,-2.1%,52,+0.2%,19,+4.6%,28,+3.0
Ben Gordon,25.6,CHI,Wing,303,62,+5.7,+13,72,+5.5,66,+2.6%,80,-2.1%,43,-0.4%,44,-1.1,50,-0.2,77,-2.5%,72,+1.2%,18,+4.6%,17,+5.0
Marcin Gortat,24.7,ORL,Big,263,81,+13.0,+28,80,+8.8,82,+4.3%,72,-1.4%,65,+2.0%,58,+2.1,71,-4.1,70,-1.3%,76,+1.5%,74,-3.9%,42,+1.0
Willie Green,27.3,PHI,Wing,147,13,-16.3,-30,24,-5.3,34,-1.3%,83,-2.4%,22,-4.3%,3,-15.7,12,+11.1,9,+6.1%,47,-0.1%,10,+6.1%,59,-2.0
Richard Hamilton,30.7,DET,Wing,153,0,-58.9,-79,0,-34.7,2,-12.0%,45,+0.3%,0,-18.5%,26,-5.6,2,+24.2,46,+0.7%,2,-8.0%,17,+4.7%,9,+9.2
Udonis Haslem,28.4,MIA,Big,203,87,+14.8,+37,94,+14.2,97,+11.4%,77,-1.9%,12,-7.1%,66,+4.4,53,-0.5,21,+3.5%,43,-0.4%,66,-2.4%,81,-8.9
Chuck Hayes,25.4,HOU,Big,168,70,+7.7,+20,38,-2.5,31,-1.6%,59,-0.8%,70,+2.4%,9,-11.0,88,-10.2,80,-2.9%,94,+3.7%,52,-0.6%,49,-0.6
Nene Hilario,26.1,DEN,Big,521,66,+6.0,+13,28,-4.2,65,+2.3%,6,+4.5%,30,-2.9%,41,-1.4,87,-10.2,32,+1.9%,74,+1.4%,78,-4.6%,97,-19.6
Kirk Hinrich,27.8,CHI,Combo,207,59,+5.2,+13,62,+3.9,36,-1.2%,70,-1.3%,66,+2.1%,84,+9.6,57,-1.3,69,-1.1%,53,+0.2%,90,-6.7%,8,+9.6
Al Horford,22.4,ATL,Big,251,25,-5.4,-11,34,-3.7,85,+5.2%,71,-1.3%,6,-10.3%,2,-15.8,37,+1.7,16,+4.2%,77,+1.6%,72,-3.1%,43,+0.8
Eddie House,30.5,BOS,Combo,224,21,-9.9,-25,27,-4.3,57,+0.9%,55,-0.4%,5,-10.3%,68,+4.7,24,+5.6,28,+2.6%,55,+0.3%,47,-0.1%,1,+17.5
Dwight Howard,22.9,ORL,Big,900,16,-13.0,-28,9,-10.8,13,-4.4%,13,+2.6%,41,-1.0%,36,-2.9,36,+2.2,47,+0.6%,30,-1.5%,29,+2.4%,52,-1.2
Josh Howard,28.5,DAL,Wing,294,78,+12.3,+29,39,-2.5,41,-0.8%,10,+2.7%,64,+1.9%,70,+5.0,96,-14.7,85,-3.9%,88,+2.8%,96,-9.3%,62,-2.3
Andre Iguodala,24.8,PHI,Wing,268,99,+36.7,+21,31,-3.9,9,-6.2%,91,-3.7%,75,+3.4%,40,-1.9,100,-40.6,97,-8.8%,100,+9.3%,91,-6.9%,97,-24.4
Zydrunas Ilgauskas,33.4,CLE,Big,406,88,+15.0,+30,82,+9.3,84,+5.0%,72,-1.5%,35,-2.3%,49,+0.1,77,-5.7,66,-1.0%,20,-2.0%,62,-1.6%,77,-6.4
LeBron James,23.8,CLE,Forward,578,64,+5.9,+12,76,+7.4,16,-3.7%,87,-2.8%,89,+5.5%,81,+8.3,41,+1.5,62,-0.5%,66,+1.0%,56,-0.7%,13,+7.3
Anthony Johnson,34.1,ORL,Point,277,54,+3.5,+9,41,-1.3,58,+1.1%,22,+1.7%,46,-0.2%,50,+0.3,75,-4.7,60,-0.5%,49,-0.0%,70,-2.9%,61,-2.1
Joe Johnson,27.3,ATL,Wing,428,89,+15.5,+17,16,-8.3,7,-6.5%,89,-3.0%,38,-1.5%,31,-4.6,98,-23.8,98,-12.8%,93,+3.7%,11,+5.8%,78,-7.7
Dahntay Jones,27.8,DEN,Wing,262,56,+4.7,+9,23,-5.4,47,+0.2%,18,+2.3%,59,+1.1%,17,-6.4,86,-10.0,25,+3.4%,91,+3.6%,76,-4.2%,96,-19.1
James Jones,28.1,MIA,Wing,234,73,+10.2,+26,83,+10.1,67,+2.9%,93,-3.8%,16,-5.5%,83,+9.0,48,-0.1,9,+5.9%,13,-2.7%,63,-1.6%,89,-14.2
Jason Kidd,35.6,DAL,Point,386,41,+0.2,+1,26,-4.5,63,+1.9%,0,+7.6%,77,+3.7%,57,+1.8,74,-4.7,55,-0.0%,60,+0.7%,97,-11.6%,28,+2.8
Andrei Kirilenko,27.7,UTA,Forward,135,12,-16.7,-29,25,-5.2,25,-2.3%,31,+1.4%,57,+1.0%,54,+1.4,11,+11.5,59,-0.4%,25,-1.6%,3,+11.5%,63,-2.5
Linas Kleiza,23.8,DEN,Forward,181,66,+6.2,+11,44,+0.1,10,-5.6%,94,-4.2%,72,+2.6%,56,+1.6,78,-6.0,95,-7.1%,33,-1.2%,47,-0.2%,7,+10.0
Kyle Korver,27.6,UTA,Wing,136,67,+6.2,+10,65,+4.2,55,+0.7%,81,-2.2%,52,+0.7%,18,-6.4,62,-2.0,41,+1.1%,12,-2.8%,95,-9.2%,25,+3.2
Carl Landry,25.1,HOU,Big,220,63,+5.9,+15,61,+3.6,66,+2.7%,43,+0.5%,24,-3.7%,78,+7.4,63,-2.2,47,+0.6%,82,+1.8%,59,-1.1%,79,-7.8
Courtney Lee,23.1,ORL,Wing,548,59,+5.3,+14,67,+4.9,54,+0.7%,86,-2.8%,48,-0.0%,55,+1.4,52,-0.4,44,+0.8%,83,+1.9%,22,+3.6%,53,-1.2
Rashard Lewis,29.2,ORL,Big,983,46,+1.1,+3,53,+1.7,76,+3.8%,78,-2.0%,17,-5.1%,11,-9.1,43,+0.6,41,+1.2%,73,+1.4%,53,-0.6%,58,-1.9
Kyle Lowry,22.6,HOU,Point,228,28,-4.2,-11,34,-3.5,19,-3.3%,39,+0.6%,23,-3.8%,99,+19.8,42,+0.7,64,-0.8%,54,+0.3%,51,-0.5%,26,+3.1
Stephon Marbury,31.7,BOS,Combo,156,14,-13.8,-34,4,-13.6,16,-3.6%,54,-0.3%,3,-11.3%,46,-1.0,46,+0.2,87,-4.4%,41,-0.6%,21,+4.2%,5,+12.1
Kenyon Martin,30.8,DEN,Big,536,19,-10.8,-17,20,-6.3,42,-0.3%,14,+2.6%,21,-4.4%,53,+1.3,28,+4.5,34,+1.8%,23,-1.8%,53,-0.6%,50,-0.7
Roger Mason Jr.,28.1,SAS,Wing,108,9,-21.1,-32,75,+7.0,60,+1.4%,95,-4.2%,67,+2.2%,41,-1.6,0,+28.1,2,+10.9%,3,-6.8%,9,+6.5%,47,-0.4
Antonio McDyess,34.2,DET,Big,135,34,-2.6,-4,3,-14.6,4,-8.0%,28,+1.5%,8,-9.3%,87,+11.5,91,-12.0,99,-14.5%,4,-4.4%,85,-5.7%,66,-3.3
Andre Miller,32.6,PHI,Point,257,5,-25.2,-58,43,-0.8,62,+1.7%,57,-0.5%,39,-1.2%,39,-2.6,1,+24.4,6,+7.8%,1,-8.1%,1,+15.8%,95,-18.2
Brad Miller,32.6,CHI,Big,185,95,+22.1,+48,71,+5.4,70,+3.2%,26,+1.6%,28,-3.2%,76,+6.7,97,-16.7,93,-6.7%,35,-1.1%,86,-5.8%,93,-17.4
Paul Millsap,23.7,UTA,Big,155,39,-0.2,-0,45,+0.2,20,-3.2%,36,+0.8%,93,+7.6%,74,+6.1,44,+0.4,91,-6.4%,28,-1.5%,3,+11.5%,22,+3.8
Ronald Murray,29.3,ATL,Combo,323,78,+12.0,+21,85,+11.5,56,+0.8%,76,-1.9%,78,+3.9%,89,+11.8,53,-0.5,73,-2.1%,75,+1.5%,55,-0.7%,48,-0.5
Joakim Noah,23.7,CHI,Big,271,8,-22.4,-51,9,-10.6,17,-3.6%,74,-1.8%,15,-5.6%,8,-11.4,9,+11.8,33,+1.8%,42,-0.6%,4,+10.1%,45,+0.5
Dirk Nowitzki,30.4,DAL,Big,393,92,+18.2,+37,70,+5.4,84,+5.2%,24,+1.7%,18,-5.0%,66,+4.1,93,-12.9,79,-2.9%,90,+2.9%,92,-7.1%,94,-17.7
Jermaine O'Neal,30.1,MIA,Big,161,79,+12.4,+32,73,+5.9,90,+7.2%,59,-0.6%,16,-5.6%,60,+2.5,79,-6.5,76,-2.1%,22,-1.8%,48,-0.3%,73,-5.2
Lamar Odom,29.0,LAL,Big,733,84,+14.1,+30,84,+10.2,73,+3.4%,64,-1.0%,76,+3.7%,77,+7.1,70,-3.9,78,-2.5%,84,+2.0%,46,+0.2%,29,+2.8
Travis Outlaw,24.1,POR,Forward,166,65,+6.0,+13,57,+2.5,48,+0.2%,11,+2.7%,91,+5.8%,71,+5.1,68,-3.5,45,+0.7%,38,-1.0%,50,-0.4%,46,+0.2
Zaza Pachulia,24.7,ATL,Big,249,75,+11.0,+21,77,+7.8,34,-1.4%,62,-0.9%,94,+7.9%,90,+12.7,66,-3.2,90,-5.4%,50,+0.0%,6,+7.1%,47,-0.2
Tony Parker,26.5,SAS,Point,181,98,+33.5,+27,97,+21.7,98,+12.9%,16,+2.4%,10,-8.3%,63,+3.4,89,-11.8,59,-0.4%,95,+4.0%,91,-6.9%,44,+0.6
Chris Paul,23.5,NOH,Point,201,94,+21.0,+3,99,+26.7,99,+15.3%,100,-10.8%,1,-16.1%,88,+11.6,22,+5.7,12,+5.3%,64,+0.8%,73,-3.1%,2,+17.0
Kendrick Perkins,24.0,BOS,Big,511,60,+5.4,+14,37,-2.9,15,-4.1%,48,+0.0%,87,+5.3%,15,-8.5,84,-8.2,82,-3.4%,29,-1.5%,87,-6.1%,91,-15.7
Paul Pierce,31.1,BOS,Wing,555,71,+7.9,+20,66,+4.8,33,-1.5%,79,-2.1%,47,-0.0%,85,+10.1,66,-3.1,42,+1.0%,85,+2.2%,66,-1.9%,75,-5.5
Mickael Pietrus,26.7,ORL,Wing,609,45,+0.9,+2,53,+1.8,40,-0.8%,33,+1.1%,69,+2.3%,84,+9.3,41,+0.9,66,-1.0%,59,+0.6%,36,+1.1%,16,+6.1
James Posey,31.8,NOH,Wing,113,53,+3.3,+0,12,-9.8,3,-10.7%,16,+2.4%,41,-0.8%,100,+27.6,94,-13.1,91,-5.7%,80,+1.7%,94,-8.2%,14,+6.9
Tayshaun Prince,28.7,DET,Forward,128,16,-13.2,-16,5,-11.5,8,-6.5%,4,+6.2%,61,+1.5%,80,+8.2,40,+1.7,14,+4.6%,78,+1.6%,34,+1.2%,99,-26.6
Joel Przybilla,29.1,POR,Big,161,15,-13.3,-30,47,+0.7,59,+1.4%,88,-2.9%,82,+4.4%,32,-4.0,8,+14.0,35,+1.7%,58,+0.4%,7,+6.8%,84,-10.3
JJ Redick,24.4,ORL,Combo,320,43,+0.7,+2,30,-3.9,47,+0.0%,52,-0.2%,45,-0.2%,5,-13.0,73,-4.6,81,-3.2%,36,-1.0%,65,-1.7%,35,+1.8
Rajon Rondo,22.7,BOS,Point,576,93,+20.4,+42,89,+12.4,68,+3.0%,38,+0.7%,97,+8.7%,72,+5.9,82,-7.9,67,-1.0%,46,-0.1%,84,-5.4%,72,-5.1
Derrick Rose,20.1,CHI,Point,313,69,+7.4,+16,64,+4.1,79,+4.1%,84,-2.4%,9,-8.5%,78,+7.1,67,-3.3,22,+3.4%,71,+1.2%,42,+0.4%,84,-10.4
Brandon Roy,24.3,POR,Wing,237,96,+23.6,+31,98,+21.9,94,+9.3%,96,-4.6%,9,-8.4%,97,+15.6,59,-1.7,19,+3.6%,96,+4.3%,75,-3.9%,91,-15.3
John Salmons,28.9,CHI,Wing,312,3,-26.2,-54,17,-7.6,28,-1.9%,56,-0.4%,78,+4.1%,1,-20.8,4,+18.6,8,+7.0%,7,-3.5%,12,+5.7%,16,+5.5
Brian Scalabrine,30.6,BOS,Forward,240,47,+1.2,+3,72,+5.5,75,+3.6%,61,-0.8%,32,-2.6%,51,+0.5,29,+4.3,38,+1.5%,39,-0.8%,13,+5.5%,38,+1.7
Luis Scola,28.5,HOU,Big,416,42,+0.5,+2,69,+5.0,72,+3.3%,73,-1.6%,53,+0.8%,4,-13.2,28,+4.5,53,+0.1%,9,-3.1%,37,+1.0%,27,+3.1
JR Smith,23.1,DEN,Wing,409,28,-4.3,-8,51,+1.3,52,+0.4%,63,-0.9%,36,-2.0%,59,+2.3,23,+5.6,84,-3.6%,27,-1.6%,15,+5.2%,0,+17.8
Joe Smith,33.3,CLE,Big,205,72,+8.6,+15,28,-4.2,27,-2.0%,29,+1.5%,81,+4.4%,59,+2.2,91,-12.8,97,-9.5%,63,+0.8%,25,+2.7%,57,-1.6
Josh Smith,22.9,ATL,Big,409,83,+13.6,+17,19,-6.4,28,-2.0%,5,+4.6%,54,+0.8%,43,-1.3,97,-20.0,92,-6.5%,65,+0.9%,79,-4.7%,85,-10.8
Peja Stojakovic,31.4,NOH,Forward,162,1,-31.0,-30,1,-21.8,0,-14.5%,30,+1.5%,56,+0.9%,12,-9.0,16,+9.2,3,+8.6%,89,+2.9%,2,+13.3%,76,-5.7
Rodney Stuckey,22.5,DET,Combo,127,20,-10.0,-11,11,-10.1,51,+0.4%,66,-1.0%,2,-14.5%,22,-5.8,49,-0.2,89,-5.2%,8,-3.2%,54,-0.6%,64,-2.7
Wally Szczerbiak,31.7,CLE,Wing,134,2,-29.6,-60,13,-9.6,38,-1.0%,53,-0.2%,34,-2.5%,30,-4.6,3,+20.0,7,+7.4%,6,-3.9%,28,+2.5%,20,+4.5
Jason Terry,31.1,DAL,Wing,322,3,-26.6,-52,8,-11.0,5,-7.9%,27,+1.5%,74,+3.0%,67,+4.6,6,+15.6,4,+8.3%,21,-2.0%,27,+2.6%,31,+2.5
Tyrus Thomas,22.2,CHI,Big,187,11,-17.4,-40,18,-7.2,41,-0.4%,3,+6.2%,96,+8.3%,19,-6.1,13,+10.1,10,+5.8%,61,+0.7%,31,+1.8%,33,+2.4
Hedo Turkoglu,29.6,ORL,Wing,931,38,-0.3,-1,59,+2.9,49,+0.2%,51,-0.1%,34,-2.3%,86,+10.3,34,+3.2,27,+3.0%,19,-2.2%,61,-1.4%,66,-2.9
Anderson Varejao,26.1,CLE,Big,419,90,+16.0,+33,78,+8.2,59,+1.2%,65,-1.0%,50,+0.5%,62,+2.9,81,-7.8,72,-1.8%,70,+1.2%,82,-4.9%,69,-3.4
Sasha Vujacic,24.7,LAL,Combo,235,29,-4.0,-8,42,-0.9,39,-0.9%,44,+0.3%,66,+2.0%,20,-6.1,34,+3.0,36,+1.7%,37,-1.0%,71,-3.0%,59,-2.0
Dwyane Wade,26.8,MIA,Wing,284,100,+38.7,+49,95,+14.9,69,+3.0%,58,-0.5%,99,+11.7%,95,+13.9,99,-23.8,96,-8.8%,26,-1.6%,98,-12.4%,98,-25.9
Von Wafer,23.3,HOU,Wing,164,22,-9.2,-23,6,-11.2,3,-8.3%,68,-1.2%,19,-4.7%,79,+8.1,61,-2.0,51,+0.3%,72,+1.3%,68,-2.5%,56,-1.5
Ben Wallace,34.1,CLE,Big,176,6,-25.2,-53,14,-9.2,23,-2.6%,50,-0.0%,68,+2.2%,6,-11.9,5,+16.0,3,+9.9%,79,+1.7%,24,+3.0%,37,+1.7
Rasheed Wallace,34.1,DET,Big,121,4,-25.6,-35,2,-19.8,32,-1.6%,2,+6.7%,4,-10.8%,9,-9.4,22,+5.8,0,+14.2%,16,-2.5%,89,-6.7%,100,-34.2
Luke Walton,28.6,LAL,Wing,316,51,+2.5,+5,50,+1.0,24,-2.3%,85,-2.4%,62,+1.7%,35,-3.0,59,-1.6,58,-0.3%,56,+0.4%,64,-1.7%,55,-1.5
David West,28.2,NOH,Big,178,57,+4.9,+2,100,+28.4,100,+21.1%,23,+1.7%,26,-3.3%,23,-5.7,3,+23.5,29,+2.3%,0,-9.2%,39,+0.7%,4,+13.7
Delonte West,25.3,CLE,Combo,589,68,+7.3,+16,56,+2.5,91,+7.3%,28,+1.5%,7,-9.4%,13,-8.9,76,-4.8,28,+2.9%,51,+0.1%,93,-7.5%,74,-5.4
Deron Williams,24.4,UTA,Point,210,44,+0.9,-0,7,-11.1,14,-4.4%,3,+6.3%,58,+1.0%,92,+13.0,90,-12.0,23,+3.4%,45,-0.2%,100,-19.7%,34,+2.0
Lou Williams,22.0,PHI,Combo,148,74,+10.4,+18,52,+1.6,53,+0.5%,9,+3.7%,88,+5.4%,94,+13.7,84,-8.8,88,-4.4%,69,+1.1%,84,-5.5%,22,+4.1
Mo Williams,25.9,CLE,Point,540,86,+14.7,+33,84,+10.5,78,+4.1%,92,-3.8%,49,+0.5%,22,-5.8,72,-4.2,26,+3.1%,31,-1.3%,60,-1.2%,90,-14.6
Metta World Peace,29.0,HOU,Forward,487,77,+11.9,+26,78,+8.2,81,+4.2%,90,-3.3%,59,+1.4%,3,-15.6,69,-3.7,54,+0.1%,81,+1.7%,44,+0.3%,23,+3.6
Antoine Wright,24.7,DAL,Wing,151,26,-5.2,-13,40,-2.0,53,+0.5%,37,+0.7%,47,-0.0%,33,-3.8,33,+3.2,40,+1.3%,62,+0.8%,8,+6.7%,51,-1.1
Yao Ming,28.1,HOU,Big,322,58,+5.0,+13,59,+3.1,46,-0.0%,35,+1.0%,80,+4.3%,69,+4.8,60,-1.9,53,+0.2%,32,-1.3%,58,-0.9%,80,-8.0
Thaddeus Young,20.4,PHI,Forward,229,53,+3.2,+5,35,-3.2,22,-2.6%,67,-1.1%,13,-7.1%,27,-5.3,78,-6.3,94,-6.8%,22,-1.8%,16,+4.8%,18,+4.8
