Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Chris Bosh,26.6,MIA,Big,831,40,-2.1%,20,-5.8%,23,-8.2%,73,+4.8%,52,-0.5%,64,+6.4%,35,-4.7%,41,-1.5%
Elton Brand,31.6,PHI,Big,183,100,+14.3%,75,+4.2%,100,+23.8%,90,+10.4%,100,+15.9%,100,+53.8%,65,+3.2%,98,+19.3%
Ronnie Brewer,25.6,CHI,Forward,247,36,-2.6%,83,+5.5%,30,-6.3%,18,-7.5%,15,-6.2%,28,-9.3%,43,-2.2%,36,-3.6%
Shannon Brown,24.9,LAL,Wing,158,26,-3.2%,76,+4.2%,45,-2.6%,14,-9.8%,19,-5.7%,68,+7.5%,22,-8.8%,27,-5.4%
Kobe Bryant,32.2,LAL,Wing,353,86,+6.3%,35,-1.9%,77,+5.5%,96,+13.5%,93,+9.6%,55,+2.8%,87,+10.5%,83,+8.8%
Andrew Bynum,23.0,LAL,Big,318,50,-0.8%,66,+2.3%,51,-1.2%,69,+3.6%,68,+1.7%,10,-23.6%,45,-1.8%,26,-6.0%
Marcus Camby,36.6,POR,Big,166,42,-1.9%,69,+2.9%,6,-17.5%,88,+9.6%,24,-4.8%,93,+29.5%,19,-10.3%,63,+1.8%
Mario Chalmers,24.5,MIA,Point,502,81,+4.2%,88,+8.1%,66,+2.4%,65,+3.0%,73,+2.5%,61,+5.6%,47,-1.4%,58,+1.1%
Tyson Chandler,28.1,DAL,Big,678,21,-3.8%,67,+2.6%,22,-8.4%,57,+0.5%,25,-4.5%,56,+3.6%,28,-7.5%,32,-4.6%
Wilson Chandler,23.5,DEN,Wing,114,50,-0.9%,97,+13.1%,31,-5.5%,27,-5.6%,18,-5.8%,5,-34.6%,56,+0.6%,13,-9.8%
Jason Collins,31.9,ATL,Big,157,31,-2.8%,33,-2.4%,61,+1.0%,87,+7.8%,86,+5.6%,12,-20.1%,3,-20.0%,3,-19.7%
Darren Collison,23.2,IND,Point,145,59,-0.0%,24,-3.7%,82,+8.1%,88,+10.1%,93,+9.0%,53,+2.5%,23,-8.6%,26,-5.7%
Nick Collison,30.0,OKC,Big,411,88,+6.7%,61,+1.5%,94,+15.4%,78,+6.1%,95,+9.8%,27,-10.1%,70,+5.4%,65,+2.1%
Mike Conley,23.1,MEM,Point,505,60,+0.2%,40,-1.1%,32,-5.4%,64,+2.6%,36,-1.9%,70,+8.3%,74,+6.1%,79,+6.9%
Daequan Cook,23.5,OKC,Wing,187,90,+6.9%,85,+7.5%,93,+14.4%,83,+6.5%,94,+9.8%,84,+15.0%,36,-4.4%,51,+0.1%
Jamal Crawford,30.6,ATL,Combo,356,57,-0.2%,14,-7.2%,36,-4.8%,58,+0.9%,41,-1.7%,83,+14.4%,67,+3.4%,77,+6.3%
Glen Davis,24.8,BOS,Big,187,31,-2.8%,26,-3.2%,69,+3.0%,42,-2.2%,50,-0.6%,76,+10.1%,33,-6.0%,45,-0.8%
Luol Deng,25.5,CHI,Wing,684,76,+3.5%,2,-13.8%,33,-5.1%,94,+12.6%,89,+6.9%,75,+9.7%,77,+7.8%,83,+8.7%
Toney Douglas,24.6,NYK,Combo,108,7,-8.6%,79,+4.7%,12,-13.3%,0,-40.4%,0,-30.2%,45,0.0%,51,-0.7%,50,-0.3%
Tim Duncan,34.5,SAS,Big,211,83,+5.3%,95,+11.5%,47,-2.1%,72,+4.8%,70,+2.2%,46,+0.8%,81,+8.8%,76,+6.1%
Kevin Durant,22.1,OKC,Forward,721,4,-10.4%,18,-6.3%,8,-14.9%,8,-12.4%,4,-13.5%,6,-33.8%,62,+2.1%,24,-6.5%
Raymond Felton,26.3,DEN,Combo,151,29,-2.8%,98,+14.0%,19,-9.9%,32,-4.2%,16,-6.2%,11,-21.4%,7,-15.8%,6,-17.8%
Derek Fisher,36.2,LAL,Point,324,74,+2.2%,31,-2.6%,51,-1.2%,86,+7.1%,76,+3.3%,18,-13.6%,80,+8.8%,69,+4.2%
Danilo Gallinari,22.2,DEN,Forward,147,87,+6.4%,60,+1.2%,96,+16.9%,39,-2.6%,85,+5.5%,60,+4.9%,92,+13.9%,89,+11.6%
Kevin Garnett,34.5,BOS,Big,327,83,+5.1%,94,+11.2%,5,-17.7%,75,+5.2%,26,-3.9%,71,+8.4%,83,+9.5%,74,+5.5%
Marc Gasol,25.8,MEM,Big,515,69,+1.6%,32,-2.5%,63,+1.3%,97,+14.0%,90,+7.1%,87,+15.6%,26,-7.6%,60,+1.2%
Pau Gasol,30.3,LAL,Big,354,85,+6.2%,56,+0.6%,20,-9.4%,95,+13.1%,74,+2.7%,78,+11.9%,93,+15.2%,94,+14.8%
Paul George,20.5,IND,Forward,129,53,-0.5%,64,+2.1%,17,-11.0%,93,+11.1%,79,+3.7%,24,-11.1%,44,-2.0%,34,-4.3%
Taj Gibson,25.4,CHI,Big,272,60,+0.2%,96,+11.5%,7,-16.0%,37,-3.5%,14,-6.5%,69,+7.8%,40,-3.3%,50,-0.2%
Manu Ginobili,33.3,SAS,Wing,173,98,+10.4%,86,+7.6%,81,+6.8%,67,+3.3%,81,+4.6%,83,+14.1%,95,+16.7%,96,+15.6%
Danny Granger,27.5,IND,Wing,183,10,-7.3%,47,-0.1%,25,-7.7%,55,+0.2%,32,-2.4%,42,-1.5%,4,-17.6%,9,-13.8%
Jeff Green,24.2,BOS,Forward,168,30,-2.8%,21,-4.4%,58,+0.3%,68,+3.3%,65,+1.4%,22,-11.7%,18,-10.5%,19,-8.2%
Tyler Hansbrough,25.0,IND,Big,164,67,+1.5%,49,+0.1%,35,-4.8%,83,+6.7%,74,+2.8%,33,-6.5%,78,+7.8%,70,+4.3%
James Harden,21.2,OKC,Wing,534,93,+8.1%,53,+0.3%,76,+5.0%,79,+6.1%,82,+5.0%,54,+2.7%,91,+13.6%,88,+11.1%
Udonis Haslem,30.4,MIA,Big,286,77,+3.5%,92,+10.8%,59,+0.8%,48,-0.8%,55,+0.1%,43,-1.5%,63,+2.5%,61,+1.6%
Brendan Haywood,30.9,DAL,Big,273,88,+6.5%,68,+2.6%,91,+12.6%,59,+1.2%,91,+7.6%,32,-6.6%,82,+8.9%,71,+4.7%
Roy Hibbert,23.9,IND,Big,128,12,-6.3%,19,-6.0%,40,-3.4%,50,-0.5%,43,-1.6%,24,-11.1%,25,-7.8%,18,-8.5%
Nene Hilario,28.1,DEN,Big,161,54,-0.5%,30,-2.8%,79,+6.4%,15,-9.4%,27,-3.7%,84,+15.0%,38,-3.8%,69,+3.5%
George Hill,24.5,SAS,Combo,188,46,-1.3%,11,-8.1%,55,-0.5%,71,+4.6%,72,+2.2%,30,-8.4%,73,+5.7%,56,+1.0%
Kirk Hinrich,29.8,ATL,Point,173,26,-3.2%,91,+10.4%,12,-13.6%,31,-4.5%,12,-7.8%,88,+18.2%,34,-5.2%,53,+0.5%
Jrue Holiday,20.4,PHI,Combo,186,99,+11.2%,72,+3.6%,50,-1.7%,100,+27.4%,92,+8.8%,98,+43.8%,71,+5.6%,97,+15.8%
Al Horford,24.4,ATL,Big,466,82,+4.6%,98,+19.9%,72,+4.2%,28,-5.1%,46,-1.3%,95,+31.4%,52,-0.6%,81,+7.7%
Dwight Howard,24.9,ORL,Big,257,64,+0.6%,55,+0.5%,10,-13.8%,9,-12.1%,7,-10.4%,0,0.0%,90,+13.2%,92,+14.0%
Serge Ibaka,21.1,OKC,Big,490,28,-3.0%,52,+0.2%,14,-12.3%,43,-2.1%,17,-6.1%,67,+7.3%,58,+0.9%,67,+2.4%
Andre Iguodala,26.8,PHI,Wing,181,97,+9.3%,54,+0.3%,98,+22.2%,92,+11.0%,99,+15.9%,98,+43.8%,31,-6.6%,72,+5.3%
Zydrunas Ilgauskas,35.4,MIA,Big,103,5,-10.2%,12,-7.5%,36,-3.9%,44,-1.9%,31,-2.4%,19,-13.3%,2,-20.5%,5,-18.8%
Jarrett Jack,27.0,NOH,Combo,111,18,-4.6%,28,-2.9%,95,+16.4%,34,-3.9%,83,+5.3%,4,-37.5%,8,-15.5%,2,-22.2%
LeBron James,25.8,MIA,Forward,918,55,-0.3%,79,+4.8%,1,-21.7%,89,+10.1%,38,-1.9%,29,-9.1%,86,+9.9%,59,+1.2%
Richard Jefferson,30.4,SAS,Forward,175,33,-2.7%,37,-1.6%,39,-3.5%,60,+1.3%,47,-1.2%,50,+1.3%,24,-8.2%,29,-4.9%
Joe Johnson,29.3,ATL,Wing,494,56,-0.2%,89,+9.0%,93,+15.3%,11,-10.8%,40,-1.8%,7,-25.7%,46,-1.7%,20,-8.1%
James Jones,30.1,MIA,Wing,267,62,+0.5%,55,+0.3%,83,+8.2%,24,-6.0%,51,-0.5%,35,-4.9%,69,+4.6%,66,+2.2%
Jason Kidd,37.6,DAL,Point,742,37,-2.4%,69,+2.7%,21,-8.6%,85,+6.9%,36,-1.9%,37,-4.4%,48,-1.3%,38,-2.6%
Kyle Korver,29.6,CHI,Wing,264,84,+5.6%,88,+8.1%,53,-1.1%,80,+6.2%,80,+4.2%,74,+9.2%,57,+0.7%,68,+3.1%
Carl Landry,27.1,NOH,Big,212,6,-9.0%,42,-1.0%,2,-19.7%,7,-13.0%,2,-15.6%,31,-7.6%,64,+3.0%,40,-1.7%
Ty Lawson,23.0,DEN,Point,166,48,-1.3%,62,+1.5%,38,-3.5%,64,+2.9%,59,+0.4%,84,+15.0%,5,-17.4%,31,-4.7%
Shawn Marion,32.5,DAL,Forward,688,38,-2.4%,40,-1.0%,28,-6.5%,82,+6.3%,49,-0.8%,45,+0.5%,50,-0.7%,46,-0.7%
Kenyon Martin,32.8,DEN,Big,147,71,+1.7%,31,-2.8%,24,-8.1%,99,+22.0%,97,+10.6%,80,+12.9%,21,-9.0%,44,-0.9%
Wesley Matthews,24.0,POR,Wing,202,32,-2.8%,71,+3.4%,7,-17.1%,7,-13.4%,3,-15.3%,89,+20.8%,75,+7.0%,87,+10.7%
Eric Maynor,23.4,OKC,Point,212,92,+7.2%,74,+4.0%,31,-5.9%,84,+6.9%,61,+0.9%,74,+8.7%,88,+11.9%,88,+11.2%
O.J. Mayo,23.0,MEM,Combo,359,96,+9.3%,87,+8.0%,90,+11.5%,62,+1.9%,88,+6.8%,81,+13.3%,94,+16.6%,95,+15.3%
Antonio McDyess,36.2,SAS,Big,144,63,+0.6%,84,+6.2%,75,+4.8%,25,-6.0%,63,+1.2%,72,+8.4%,27,-7.6%,39,-1.8%
Jodie Meeks,23.2,PHI,Wing,122,21,-4.3%,64,+2.0%,60,+1.0%,53,0.0%,58,+0.3%,15,-17.2%,12,-12.9%,8,-13.9%
Andre Miller,34.6,POR,Point,193,73,+1.8%,83,+5.6%,29,-6.3%,26,-5.9%,17,-6.1%,96,+32.8%,37,-4.1%,79,+6.7%
Mike Miller,30.7,MIA,Wing,210,79,+3.8%,46,-0.2%,62,+1.3%,55,+0.5%,62,+1.2%,69,+7.5%,76,+7.2%,78,+6.6%
Nazr Mohammed,33.2,OKC,Big,139,74,+2.4%,10,-8.2%,64,+1.6%,51,-0.3%,60,+0.5%,82,+13.5%,79,+8.0%,85,+9.2%
Gary Neal,26.1,SAS,Wing,106,17,-4.7%,39,-1.1%,0,-23.3%,20,-7.3%,2,-16.1%,72,+8.4%,74,+6.9%,80,+7.3%
Jameer Nelson,28.7,ORL,Point,216,2,-11.2%,2,-14.1%,92,+12.6%,4,-15.8%,29,-3.5%,65,+7.0%,9,-15.1%,12,-10.6%
Joakim Noah,25.7,CHI,Big,526,68,+1.5%,16,-7.0%,84,+8.4%,49,-0.8%,64,+1.3%,66,+7.3%,83,+9.3%,82,+8.3%
Dirk Nowitzki,32.4,DAL,Big,824,78,+3.8%,36,-1.7%,74,+4.5%,21,-6.6%,54,+0.1%,49,+1.2%,89,+12.0%,86,+9.3%
Jermaine O'Neal,32.1,BOS,Big,196,80,+4.1%,45,-0.8%,69,+2.7%,70,+3.9%,78,+3.5%,76,+10.1%,96,+17.1%,93,+14.6%
Lamar Odom,31.0,LAL,Big,284,22,-3.7%,50,+0.2%,87,+9.7%,5,-14.9%,31,-2.8%,36,-4.4%,15,-11.8%,14,-9.7%
Emeka Okafor,28.1,NOH,Big,187,14,-5.1%,73,+3.7%,13,-12.5%,23,-6.3%,13,-7.8%,8,-24.4%,64,+2.8%,21,-7.5%
Zaza Pachulia,26.7,ATL,Big,193,65,+1.2%,7,-8.9%,34,-5.0%,52,-0.1%,39,-1.9%,88,+18.7%,88,+10.9%,90,+12.5%
Tony Parker,28.5,SAS,Point,220,70,+1.7%,93,+11.0%,98,+18.8%,12,-10.5%,83,+5.4%,46,+0.8%,10,-14.5%,16,-9.3%
Chris Paul,25.5,NOH,Point,249,95,+9.1%,93,+10.8%,15,-12.1%,81,+6.3%,53,-0.3%,97,+40.9%,100,+32.0%,100,+34.7%
Kendrick Perkins,26.0,OKC,Big,478,12,-6.4%,29,-2.9%,27,-6.9%,35,-3.7%,22,-5.0%,40,-3.3%,29,-6.9%,25,-6.2%
Paul Pierce,33.1,BOS,Wing,342,43,-1.8%,80,+5.2%,88,+10.1%,10,-11.9%,34,-2.1%,7,-26.4%,66,+3.3%,17,-8.8%
Zach Randolph,29.3,MEM,Big,515,64,+0.9%,70,+3.0%,45,-2.7%,45,-1.9%,33,-2.2%,23,-11.4%,93,+15.0%,60,+1.6%
JJ Redick,26.4,ORL,Wing,116,91,+7.0%,78,+4.6%,63,+1.3%,98,+17.8%,96,+10.6%,58,+3.9%,55,+0.3%,55,+0.9%
Jason Richardson,29.8,ORL,Wing,153,16,-4.8%,65,+2.2%,50,-1.3%,3,-17.4%,8,-10.1%,17,-13.7%,69,+4.1%,54,+0.8%
Rajon Rondo,24.7,BOS,Point,344,94,+8.1%,58,+0.7%,68,+2.7%,22,-6.5%,45,-1.3%,79,+12.5%,99,+28.9%,99,+26.6%
Derrick Rose,22.1,CHI,Point,648,24,-3.4%,6,-12.1%,65,+2.1%,69,+3.3%,67,+1.6%,26,-10.4%,42,-2.4%,31,-4.6%
Brandon Roy,26.3,POR,Wing,137,15,-4.8%,63,+2.0%,88,+9.8%,36,-3.7%,77,+3.4%,1,-52.5%,36,-4.3%,4,-19.1%
Thabo Sefolosha,26.5,OKC,Wing,344,11,-7.0%,57,+0.7%,21,-9.0%,38,-3.3%,23,-4.9%,51,+2.0%,13,-12.8%,15,-9.6%
Josh Smith,24.9,ATL,Forward,436,34,-2.7%,100,+28.2%,78,+5.8%,26,-6.0%,45,-1.6%,3,-39.6%,0,-30.1%,0,-31.5%
DeShawn Stevenson,29.6,DAL,Wing,326,9,-7.5%,17,-6.6%,17,-10.7%,30,-4.7%,12,-8.0%,41,-2.0%,26,-7.8%,23,-6.6%
Peja Stojakovic,33.4,DAL,Wing,348,66,+1.4%,36,-1.6%,80,+6.8%,36,-3.6%,71,+2.2%,44,-0.5%,49,-0.9%,47,-0.5%
Amar'e Stoudemire,28.0,NYK,Big,133,2,-11.1%,12,-7.4%,4,-18.6%,1,-28.6%,1,-25.3%,21,-12.9%,72,+5.7%,52,+0.4%
Jeff Teague,22.4,ATL,Point,228,75,+3.1%,74,+4.2%,79,+6.6%,60,+1.3%,79,+3.5%,20,-13.3%,54,-0.4%,28,-5.3%
Jason Terry,33.1,DAL,Wing,682,79,+4.1%,82,+5.3%,70,+3.6%,63,+2.5%,75,+3.3%,52,+2.4%,60,+1.3%,64,+1.9%
Hedo Turkoglu,31.6,ORL,Wing,209,0,-18.1%,15,-7.2%,42,-3.0%,6,-14.5%,10,-9.5%,2,-51.0%,2,-24.7%,1,-27.6%
Greivis Vasquez,23.8,MEM,Wing,129,47,-1.3%,38,-1.3%,73,+4.3%,40,-2.6%,64,+1.2%,31,-8.3%,32,-6.1%,22,-6.9%
Dwyane Wade,28.8,MIA,Wing,825,35,-2.6%,23,-4.1%,56,-0.1%,61,+1.4%,60,+0.6%,62,+6.0%,12,-13.0%,21,-7.9%
Gerald Wallace,28.3,POR,Forward,225,45,-1.7%,0,-14.9%,11,-13.7%,93,+12.4%,69,+2.2%,89,+20.8%,41,-3.0%,75,+5.6%
CJ Watson,26.5,CHI,Point,122,55,-0.5%,90,+9.1%,26,-7.5%,33,-4.0%,28,-3.7%,64,+6.4%,40,-3.1%,48,-0.5%
Delonte West,27.3,BOS,Combo,166,1,-12.4%,4,-12.3%,48,-1.8%,31,-4.2%,26,-3.8%,17,-13.7%,1,-27.1%,2,-22.1%
Russell Westbrook,22.0,OKC,Point,637,8,-7.7%,26,-3.1%,85,+9.6%,12,-10.6%,42,-1.7%,26,-11.0%,14,-12.4%,11,-12.0%
Lou Williams,24.0,PHI,Point,126,13,-6.2%,60,+1.4%,60,+1.0%,2,-22.1%,5,-11.6%,21,-12.1%,55,+0.4%,37,-2.9%
Marvin Williams,24.4,ATL,Forward,200,45,-1.4%,3,-13.5%,49,-1.7%,46,-1.3%,37,-1.9%,38,-3.6%,98,+23.5%,91,+13.4%
Metta World Peace,31.0,LAL,Wing,284,69,+1.6%,21,-5.3%,41,-3.1%,79,+6.2%,66,+1.5%,60,+4.4%,84,+9.8%,84,+9.1%
Sam Young,25.4,MEM,Wing,245,19,-4.5%,44,-0.8%,40,-3.2%,41,-2.2%,35,-2.1%,14,-17.5%,6,-17.0%,7,-17.1%
Thaddeus Young,22.4,PHI,Big,123,3,-11.0%,1,-14.1%,46,-2.6%,17,-7.7%,20,-5.6%,2,-45.8%,45,-1.9%,10,-12.8%
